cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
14,0.001459,-0.00652,0.012938,-0.000396,0.001624,-0.000371,-0.000462,-0.000988,0.002447,9,0.992939,0.999383,0.999629,0.556981,0.932618,0.870209,0.836915,0.0402,0.0,1.0,0.0
15,0.014493,0.006548,-0.003289,0.002284,0.019145,0.003375,-0.000449,-0.000371,0.014864,8,0.982065,0.996254,0.996625,0.558628,0.926939,0.85687,0.837082,0.042,0.0,1.0,0.0
16,0.013787,0.000589,0.027162,0.004355,0.006053,0.005999,8.6e-05,0.003375,0.010413,7,0.98394,0.997376,0.994001,0.567007,0.930076,0.858472,0.836998,0.0438,0.0,1.0,0.0
17,-0.010258,0.007255,-0.013973,0.001725,0.016451,0.001902,0.000914,0.005999,-0.016256,6,0.976411,0.995903,0.998098,0.556461,0.926868,0.852016,0.837084,0.0456,0.0,1.0,0.0
18,0.005776,0.008465,0.026952,0.002454,0.015574,0.002878,0.001052,0.001902,0.003874,5,0.994688,0.999024,0.997122,0.548902,0.928991,0.872061,0.837029,0.0474,0.0,1.0,0.0
19,-0.014793,-0.008095,0.014592,-0.000651,0.024775,-0.001575,0.001308,0.002878,-0.017671,4,0.98029,0.995547,0.998425,0.56523,0.927043,0.852966,0.83708,0.0492,0.0,1.0,0.0
20,0.003055,-0.000641,0.041299,1.6e-05,0.019004,-0.000408,0.000904,-0.001575,0.00463,3,0.997883,0.998833,0.999592,0.548429,0.928986,0.874948,0.837029,0.051,0.0,1.0,0.0
21,-0.009891,-0.000582,-0.038714,-0.001767,0.007364,-0.002798,0.000721,-0.000408,-0.009483,2,0.991959,0.99761,0.997202,0.552467,0.928821,0.869532,0.837034,0.0528,0.0,1.0,0.0
22,-0.01541,-0.014749,0.005639,-0.004223,0.013335,-0.005976,0.000228,-0.002798,-0.012613,1,0.989621,0.996822,0.994024,0.566381,0.928654,0.863417,0.837039,0.0546,0.0,1.0,0.0
23,-0.000921,-0.010321,-0.009939,-0.003628,0.015437,-0.004702,-0.000641,-0.005976,0.005055,11,0.987006,0.998726,0.995298,0.555239,0.929173,0.863001,0.837024,0.0564,0.0,1.0,0.0
24,-0.005207,0.003694,-0.046358,-0.003913,0.015195,-0.00483,-0.001209,-0.004702,-0.000505,10,0.997883,0.999873,0.99517,0.562345,0.931486,0.872343,0.836953,0.0582,0.0,1.0,0.0
25,-0.019863,0.007785,-0.01446,-0.006784,0.032733,-0.008618,-0.001716,-0.00483,-0.015034,9,0.962762,0.996212,0.991382,0.546962,0.922473,0.838502,0.837169,0.06,0.0,1.0,0.0
26,-0.017208,-0.00738,0.007686,-0.00866,0.02542,-0.010783,-0.002682,-0.008618,-0.00859,8,0.979921,0.997835,0.989217,0.565436,0.92721,0.852475,0.837076,0.0618,0.0,1.0,0.0
27,-0.04153,-0.019777,-0.040851,-0.014577,0.023612,-0.018531,-0.003816,-0.010783,-0.030748,7,0.962897,0.992252,0.981469,0.562848,0.918959,0.836237,0.837209,0.0636,0.0,1.0,0.0
28,-0.037334,-0.024831,0.002981,-0.018673,0.037526,-0.02327,-0.005876,-0.018531,-0.018803,6,0.968538,0.995262,0.97673,0.555078,0.91851,0.841918,0.837213,0.0654,0.0,1.0,0.0
29,-0.026479,-0.017923,-0.020278,-0.020078,0.012847,-0.024078,-0.008312,-0.02327,-0.00321,5,0.98519,0.999191,0.975922,0.53355,0.921844,0.866267,0.837178,0.0672,0.0,1.0,0.0
30,-0.029559,-0.019574,-0.013293,-0.021785,0.020409,-0.025459,-0.010519,-0.024078,-0.00548,4,0.980696,0.998619,0.974541,0.549101,0.922449,0.857444,0.83717,0.069,0.0,1.0,0.0
31,0.014394,0.005998,-0.02818,-0.015273,0.034501,-0.015416,-0.012611,-0.025459,0.039854,3,0.969937,0.989957,0.984584,0.535697,0.912067,0.847943,0.837216,0.0708,0.0,1.0,0.0
32,-0.0142,-0.007333,0.019589,-0.015079,0.027597,-0.01511,-0.013003,-0.015416,0.001217,2,0.984543,0.999693,0.98489,0.543471,0.924648,0.861668,0.837132,0.0726,0.0,1.0,0.0
33,-0.01427,-0.006814,-0.019492,-0.014934,0.004819,-0.014898,-0.013298,-0.01511,0.00084,1,0.991612,0.999788,0.985102,0.565202,0.930342,0.866689,0.83699,0.0744,0.0,1.0,0.0
34,-0.026567,-0.023579,0.030464,-0.017028,0.037406,-0.017839,-0.013522,-0.014898,-0.011669,11,0.978954,0.997059,0.982161,0.550537,0.921164,0.853347,0.837187,0.0762,0.0,1.0,0.0
35,0.00089,-0.018427,0.021977,-0.013803,0.007952,-0.013119,-0.014127,-0.017839,0.018729,10,0.978327,0.99528,0.986881,0.589186,0.929141,0.847752,0.837025,0.078,0.0,1.0,0.0
36,-0.004169,-0.002903,0.052694,-0.012068,0.035467,-0.010864,-0.013985,-0.013119,0.008951,9,0.989339,0.997744,0.989136,0.55196,0.924065,0.863651,0.837143,0.0798,0.0,1.0,0.0
37,-0.049059,-0.037932,0.029076,-0.018727,0.05875,-0.020489,-0.013548,-0.010864,-0.038196,8,0.956019,0.990375,0.979511,0.550389,0.911034,0.827883,0.837209,0.0816,0.0,1.0,0.0
38,-0.049209,-0.068784,-0.076448,-0.024214,0.037224,-0.027726,-0.01452,-0.020489,-0.02872,1,0.987759,0.992763,0.972274,0.577955,0.918124,0.856142,0.837215,0.0834,0.0,1.0,0.0
39,0.004663,-0.004211,-0.011278,-0.019016,0.019031,-0.019564,-0.016369,-0.027726,0.032389,6,0.977998,0.991838,0.980436,0.55276,0.917193,0.854107,0.83722,0.0852,0.0,1.0,0.0
40,-0.036341,-0.029917,-0.022968,-0.022134,0.014876,-0.023792,-0.016816,-0.019564,-0.016777,5,0.981371,0.995772,0.976208,0.533366,0.917946,0.862246,0.837216,0.087,0.0,1.0,0.0
41,-0.009595,-0.000988,-0.026222,-0.019877,0.000795,-0.020214,-0.017793,-0.023792,0.014197,4,0.996835,0.996422,0.979786,0.565474,0.925775,0.872336,0.837109,0.0888,0.0,1.0,0.0
42,-0.06424,-0.048692,0.028192,-0.027862,0.072043,-0.031309,-0.018132,-0.020214,-0.044025,3,0.944867,0.988906,0.968691,0.554422,0.905998,0.814249,0.837144,0.0906,0.0,1.0,0.0
43,-0.056189,-0.04156,-0.077036,-0.032961,0.003095,-0.037578,-0.019977,-0.031309,-0.02488,2,0.974581,0.99373,0.962422,0.572083,0.919251,0.848352,0.837207,0.0924,0.0,1.0,0.0
44,0.039915,-0.005952,0.049612,-0.019844,0.043106,-0.01805,-0.022441,-0.037578,0.077493,1,0.926897,0.980472,0.98195,0.550664,0.902419,0.800578,0.837067,0.0942,0.0,1.0,0.0
45,0.011918,0.002768,-0.004873,-0.014126,0.019835,-0.010498,-0.021826,-0.01805,0.029968,11,0.976917,0.992448,0.989502,0.601591,0.927371,0.842187,0.837072,0.096,0.0,1.0,0.0
46,-0.010638,-0.03182,0.375055,-0.013498,0.208822,-0.010533,-0.02024,-0.010498,-0.00014,10,0.94443,0.999965,0.989467,0.567009,0.911497,0.794629,0.837213,0.0978,0.0,1.0,0.0
47,-0.024111,-0.014034,0.006608,-0.015409,0.029181,-0.013955,-0.018881,-0.010533,-0.013578,9,0.976649,0.996578,0.986045,0.522695,0.918255,0.858155,0.837214,0.0996,0.0,1.0,0.0
48,-0.059715,-0.05117,0.072038,-0.023384,0.088167,-0.025487,-0.018192,-0.013955,-0.04576,8,0.944671,0.988468,0.974513,0.534184,0.902328,0.816571,0.837064,0.1014,0.0,1.0,0.0
49,0.038202,-0.002298,-0.005608,-0.012299,0.069485,-0.009437,-0.019213,-0.025487,0.063688,7,0.92579,0.983951,0.990563,0.548013,0.905342,0.796888,0.837132,0.1032,0.0,1.0,0.0
50,-0.076997,-0.038508,0.030795,-0.023944,0.105729,-0.026462,-0.017844,-0.009437,-0.067559,6,0.90946,0.982975,0.973538,0.583577,0.901729,0.768385,0.837049,0.105,0.0,1.0,0.0
51,-0.070891,-0.057029,-0.013126,-0.032395,0.049445,-0.037658,-0.019051,-0.026462,-0.044429,5,0.952513,0.988804,0.962342,0.546009,0.905298,0.826457,0.837131,0.1068,0.0,1.0,0.0
52,-0.028416,-0.040966,-0.03811,-0.031678,0.019203,-0.035329,-0.021656,-0.037658,0.009242,4,0.985917,0.997671,0.964671,0.546313,0.918647,0.863424,0.837212,0.1086,0.0,1.0,0.0
53,-0.028993,-0.040259,0.098359,-0.031195,0.064394,-0.033733,-0.02357,-0.035329,0.006336,3,0.984549,0.998403,0.966267,0.547867,0.915561,0.856291,0.837225,0.1104,0.0,1.0,0.0
54,-0.026631,-0.02263,-0.001249,-0.030374,0.019497,-0.031943,-0.024993,-0.033733,0.007101,2,0.989245,0.99821,0.968057,0.54404,0.919713,0.867217,0.837203,0.1122,0.0,1.0,0.0
55,0.048744,-0.016373,0.414338,-0.016133,0.149899,-0.01161,-0.025966,-0.031943,0.080687,1,0.975345,0.979667,0.98839,0.608524,0.901149,0.823482,0.837033,0.114,0.0,1.0,0.0
56,-0.008604,-0.020089,-0.004353,-0.014777,0.0097,-0.010852,-0.023956,-0.01161,0.003006,11,0.988429,0.999242,0.989148,0.553057,0.928447,0.865592,0.837044,0.1158,0.0,1.0,0.0
57,-0.017509,-0.01062,0.019919,-0.015269,0.029805,-0.01253,-0.022122,-0.010852,-0.006656,10,0.981515,0.998323,0.98747,0.544399,0.923712,0.858171,0.837149,0.1176,0.0,1.0,0.0
58,0.006066,-0.007989,0.031993,-0.011429,0.000564,-0.007844,-0.020779,-0.01253,0.018596,9,0.98404,0.995314,0.992156,0.545343,0.924659,0.863996,0.837132,0.1194,0.0,1.0,0.0
59,0.045553,0.001782,0.001697,-0.001172,0.073003,0.005612,-0.018968,-0.007844,0.053397,8,0.923835,0.986544,0.994388,0.533679,0.906632,0.797665,0.837155,0.1212,0.0,1.0,0.0
60,0.078449,0.007319,0.542432,0.01316,0.202518,0.023967,-0.015527,0.005612,0.072836,7,0.986574,0.981645,0.976033,0.55176,0.886447,0.840885,0.83641,0.123,0.0,1.0,0.0
61,0.024378,0.033208,-0.010727,0.015179,0.011644,0.024071,-0.009997,0.023967,0.000411,6,0.996259,0.999896,0.975929,0.523503,0.92123,0.879691,0.837186,0.1248,0.0,1.0,0.0
62,0.004992,-0.008387,0.019502,0.013345,0.005566,0.019263,-0.005228,0.024071,-0.019078,10,0.992662,0.995192,0.980737,0.558247,0.923107,0.86918,0.837159,0.1266,0.0,1.0,0.0
63,-0.06734,0.012412,-0.462,-0.001178,0.151727,-0.002561,-0.001799,0.019263,-0.086603,4,0.962007,0.978176,0.997439,0.565004,0.89507,0.819499,0.836828,0.1284,0.0,1.0,0.0
64,-0.022246,-0.038307,-0.035067,-0.00497,0.024824,-0.007522,-0.001906,-0.002561,-0.019685,8,0.988596,0.995039,0.992478,0.53608,0.920624,0.867679,0.837193,0.1302,0.0,1.0,0.0
65,-0.02206,-0.034824,-0.041814,-0.008046,0.025467,-0.011185,-0.002692,-0.007522,-0.014538,7,0.989356,0.996336,0.988815,0.528131,0.91987,0.870111,0.837201,0.132,0.0,1.0,0.0
66,0.022521,0.004402,-0.02844,-0.002544,0.049903,-0.002691,-0.003881,-0.011185,0.033706,1,0.958592,0.991506,0.997309,0.531732,0.914807,0.835623,0.837225,0.1338,0.0,1.0,0.0
67,-0.024199,-0.018922,0.019675,-0.006442,0.031954,-0.008111,-0.003715,-0.002691,-0.021508,11,0.976658,0.99458,0.991889,0.555796,0.922219,0.850548,0.837173,0.1356,0.0,1.0,0.0
68,0.063306,-0.000662,0.475728,0.006112,0.179221,0.009886,-0.00433,-0.008111,0.071417,10,0.986792,0.982003,0.990114,0.545854,0.891802,0.845198,0.836687,0.1374,0.0,1.0,0.0
69,0.010145,-0.012825,0.10819,0.006838,0.034326,0.009951,-0.00234,0.009886,0.000259,9,0.993516,0.999935,0.990049,0.51913,0.921878,0.875188,0.837178,0.1392,0.0,1.0,0.0
70,-0.081249,-0.055683,0.054401,-0.009017,0.108661,-0.013031,-0.000619,0.009951,-0.0912,8,0.910562,0.977018,0.986969,0.541695,0.891996,0.77835,0.836696,0.141,0.0,1.0,0.0
71,-0.025204,-0.002842,-0.035729,-0.011931,0.017539,-0.016099,-0.002357,-0.013031,-0.012173,7,0.971498,0.996932,0.983901,0.574026,0.92697,0.843107,0.837082,0.1428,0.0,1.0,0.0
72,-0.024573,-0.01136,-0.060986,-0.014207,0.007755,-0.018234,-0.004281,-0.016099,-0.008474,6,0.987535,0.997865,0.981766,0.532573,0.922217,0.869438,0.837173,0.1446,0.0,1.0,0.0
73,-0.02624,-0.028269,0.399002,-0.016373,0.252982,-0.020252,-0.006234,-0.018234,-0.008006,5,0.911403,0.997983,0.979748,0.52953,0.896862,0.764548,0.836896,0.1464,0.0,1.0,0.0
74,-0.001842,0.00728,-0.025262,-0.013757,0.004322,-0.015613,-0.008197,-0.020252,0.018409,4,0.996953,0.995361,0.984387,0.552302,0.923436,0.874928,0.837154,0.1482,0.0,1.0,0.0
75,-0.1077,-0.077677,0.046377,-0.030667,0.12447,-0.038819,-0.009235,-0.015613,-0.092087,3,0.898304,0.976794,0.961181,0.55435,0.885622,0.76141,0.836362,0.15,0.0,1.0,0.0
76,0.031377,0.010788,0.03758,-0.019499,0.01824,-0.021129,-0.013377,-0.038819,0.070196,2,0.956511,0.982311,0.978871,0.524998,0.902297,0.838822,0.837064,0.1518,0.0,1.0,0.0
77,-0.025484,-0.079535,-0.005044,-0.020576,0.045391,-0.022227,-0.014462,-0.021129,-0.004355,6,0.950841,0.998903,0.977773,0.567007,0.923755,0.820653,0.837148,0.1536,0.0,1.0,0.0
78,0.046709,-0.020175,0.446088,-0.008465,0.168284,-0.004855,-0.015549,-0.022227,0.068936,5,0.983758,0.982628,0.995145,0.58001,0.899961,0.835961,0.836999,0.1554,0.0,1.0,0.0
79,-0.068169,0.005863,-0.553117,-0.019212,0.212002,-0.02081,-0.014052,-0.004855,-0.063314,5,0.992403,0.984045,0.97919,0.534828,0.886372,0.849301,0.836405,0.1572,0.0,1.0,0.0
80,-0.033082,-0.006898,-0.482095,-0.021708,0.241479,-0.023902,-0.014998,-0.02081,-0.012272,3,0.94566,0.996907,0.976098,0.549542,0.898926,0.795784,0.836967,0.159,0.0,1.0,0.0
81,0.066264,-0.007854,0.458764,-0.005873,0.15644,-0.00118,-0.016245,-0.023902,0.090167,8,0.966417,0.977278,0.99882,0.492052,0.883019,0.839393,0.836202,0.1608,0.0,1.0,0.0
82,0.008567,0.007001,0.047393,-0.003274,0.021625,0.001276,-0.014136,-0.00118,0.009748,2,0.998038,0.997544,0.998724,0.577082,0.931394,0.868485,0.836956,0.1626,0.0,1.0,0.0
83,0.009811,0.08663,-0.168456,-0.000919,0.02502,0.003427,-0.011978,0.001276,0.008535,1,0.957644,0.997849,0.996573,0.527964,0.923484,0.83849,0.837153,0.1644,0.0,1.0,0.0
84,-0.066343,-0.022939,0.043257,-0.012695,0.112057,-0.014155,-0.009821,0.003427,-0.06977,5,0.904634,0.982418,0.985845,0.513978,0.893124,0.778112,0.836746,0.1662,0.0,1.0,0.0
85,-0.005813,-0.035566,0.017285,-0.011456,0.017879,-0.012053,-0.010428,-0.014155,0.008343,4,0.971361,0.997898,0.987947,0.59385,0.931977,0.838568,0.836937,0.168,0.0,1.0,0.0
86,-0.002037,0.023995,0.070955,-0.009761,0.071563,-0.009529,-0.010656,-0.012053,0.010016,9,0.960146,0.997476,0.990471,0.587741,0.925862,0.822255,0.837107,0.1698,0.0,1.0,0.0
87,0.110823,0.039254,0.345053,0.011944,0.064197,0.0208,-0.010498,-0.009529,0.120352,2,0.923489,0.969671,0.9792,0.576189,0.89164,0.789024,0.836679,0.1716,0.0,1.0,0.0
88,-0.086483,0.039275,-0.540301,-0.005773,0.138148,-0.006236,-0.006116,0.0208,-0.107283,7,0.916912,0.972965,0.993764,0.467489,0.875182,0.797487,0.83564,0.1734,0.0,1.0,0.0
89,-0.089683,-0.084021,-0.02888,-0.020876,0.042521,-0.027264,-0.006133,-0.006236,-0.083447,5,0.947636,0.978971,0.972736,0.508351,0.892186,0.830697,0.836705,0.1752,0.0,1.0,0.0
90,0.028056,-0.064502,0.356145,-0.012069,0.098126,-0.013324,-0.009091,-0.027264,0.05532,11,0.948545,0.986059,0.986676,0.607184,0.912688,0.803189,0.83722,0.177,0.0,1.0,0.0
91,0.006952,0.011057,-0.5033,-0.008645,0.301773,-0.008214,-0.009684,-0.013324,0.020276,10,0.895917,0.99489,0.991786,0.544006,0.893782,0.740023,0.836775,0.1788,0.0,1.0,0.0
92,0.05896,-0.010627,0.481155,0.003524,0.179091,0.008714,-0.009478,-0.008214,0.067174,8,0.984295,0.983072,0.991286,0.544937,0.89314,0.842918,0.836747,0.1806,0.0,1.0,0.0
93,0.022145,0.006905,-0.059382,0.006876,0.065172,0.012098,-0.006931,0.008714,0.013431,2,0.960606,0.996615,0.987902,0.562284,0.921099,0.829082,0.837188,0.1824,0.0,1.0,0.0
94,0.062509,0.055104,-0.063507,0.01689,0.083509,0.024802,-0.004267,0.012098,0.050411,6,0.944863,0.987296,0.975198,0.528323,0.900804,0.818611,0.837023,0.1842,0.0,1.0,0.0
95,0.012519,0.021573,-0.066911,0.016103,0.038001,0.021707,-0.000197,0.024802,-0.012283,5,0.995075,0.996905,0.978293,0.527143,0.91646,0.874543,0.837223,0.186,0.0,1.0,0.0
96,0.099169,0.017405,0.513825,0.031055,0.161578,0.041227,0.002869,0.021707,0.077463,4,0.961678,0.980479,0.958773,0.500972,0.877332,0.832075,0.835806,0.1878,0.0,1.0,0.0
97,-0.017582,0.039726,-0.466541,0.0223,0.208247,0.026407,0.008239,0.041227,-0.058809,9,0.989099,0.98518,0.973593,0.598099,0.89608,0.832527,0.836867,0.1896,0.0,1.0,0.0
98,-0.033472,-0.003128,0.000834,0.012261,0.052951,0.011318,0.010783,0.026407,-0.05988,2,0.940317,0.98491,0.988682,0.593566,0.914407,0.803378,0.837225,0.1914,0.0,1.0,0.0
99,0.00308,0.008709,-0.035474,0.010609,0.017129,0.009242,0.010858,0.011318,-0.008238,6,0.997931,0.997924,0.990758,0.549644,0.926153,0.874954,0.837101,0.1932,0.0,1.0,0.0
100,-0.065223,-0.018232,-0.439876,-0.003041,0.174668,-0.009523,0.010632,0.009242,-0.074465,11,0.996021,0.981235,0.990477,0.583634,0.897175,0.846661,0.836907,0.195,0.0,1.0,0.0
101,0.025215,-0.072637,0.570971,0.002045,0.223078,-0.000769,0.00781,-0.009523,0.034738,4,0.992542,0.991246,0.999231,0.533515,0.897953,0.848399,0.836934,0.1968,0.0,1.0,0.0
102,0.015412,-0.003641,-0.020614,0.004451,0.041939,0.003309,0.006609,-0.000769,0.016181,9,0.966316,0.995922,0.996691,0.560457,0.924588,0.837983,0.837133,0.1986,0.0,1.0,0.0
103,0.059775,0.029257,-0.054235,0.014409,0.100959,0.017538,0.006147,0.003309,0.056466,8,0.921753,0.98577,0.982462,0.580576,0.907044,0.781911,0.837162,0.2004,0.0,1.0,0.0
104,-0.010483,-0.04179,0.047693,0.009929,0.001512,0.010477,0.007742,0.017538,-0.028021,1,0.987095,0.992939,0.989523,0.574932,0.925747,0.860429,0.83711,0.2022,0.0,1.0,0.0
105,0.031899,0.020603,-0.032879,0.013883,0.050915,0.015875,0.008124,0.010477,0.021422,11,0.965126,0.994602,0.984125,0.54281,0.916457,0.839598,0.837223,0.204,0.0,1.0,0.0
106,-0.171754,-0.067093,-0.42552,-0.019531,0.040622,-0.031407,0.00921,0.015875,-0.187629,5,0.866128,0.952718,0.968593,0.51532,0.863674,0.747883,0.834591,0.2058,0.0,1.0,0.0
107,-0.089917,-0.06704,0.054952,-0.032201,0.111324,-0.046152,0.003523,-0.031407,-0.05851,4,0.9185,0.985255,0.953848,0.506535,0.887184,0.793704,0.836451,0.2076,0.0,1.0,0.0
108,-0.009576,-0.043461,0.405062,-0.028128,0.212638,-0.036935,-0.003431,-0.046152,0.036576,3,0.961193,0.990783,0.963065,0.559187,0.8933,0.812655,0.836754,0.2094,0.0,1.0,0.0
109,-0.035648,-0.028533,-0.047204,-0.029482,0.000656,-0.036611,-0.008122,-0.036935,0.001286,2,0.9901,0.999676,0.963389,0.463331,0.909927,0.888088,0.837199,0.2112,0.0,1.0,0.0
110,-0.025511,-0.053293,0.04997,-0.028767,0.015654,-0.033813,-0.01211,-0.036611,0.0111,1,0.985986,0.997203,0.966187,0.579243,0.923809,0.856674,0.837147,0.213,0.0,1.0,0.0
111,0.017416,0.069375,-0.012388,-0.020454,0.03754,-0.020903,-0.015149,-0.033813,0.05123,6,0.966569,0.98709,0.979097,0.534411,0.907063,0.844494,0.837162,0.2148,0.0,1.0,0.0
112,-0.003222,-0.006314,-0.032493,-0.017352,0.02086,-0.016448,-0.015954,-0.020903,0.017681,10,0.98632,0.995544,0.983552,0.520039,0.916935,0.869408,0.837221,0.2166,0.0,1.0,0.0
113,0.069983,0.004758,0.400112,-0.001632,0.128504,0.005333,-0.016023,-0.016448,0.086431,3,0.963781,0.978219,0.994667,0.587294,0.90009,0.819156,0.837003,0.2184,0.0,1.0,0.0
114,0.046534,0.025217,-0.107315,0.007038,0.115047,0.015715,-0.013034,0.005333,0.041201,8,0.928815,0.989617,0.984285,0.530979,0.902858,0.798194,0.837078,0.2202,0.0,1.0,0.0
115,0.007163,-0.04601,-0.06439,0.00706,0.09965,0.01356,-0.009009,0.015715,-0.008552,7,0.929812,0.997845,0.98644,0.575639,0.920634,0.791213,0.837193,0.222,0.0,1.0,0.0
116,0.030728,0.018577,-0.043552,0.011321,0.057529,0.017886,-0.005849,0.01356,0.017167,6,0.963169,0.995674,0.982114,0.498142,0.909766,0.846674,0.837198,0.2238,0.0,1.0,0.0
117,0.080908,0.053034,-0.013682,0.023846,0.086487,0.033768,-0.002526,0.017886,0.063022,5,0.923469,0.984118,0.966232,0.576164,0.901965,0.786334,0.837055,0.2256,0.0,1.0,0.0
118,0.106972,0.065483,0.548733,0.038809,0.220801,0.052215,0.002555,0.033768,0.073204,4,0.990031,0.981553,0.947785,0.537161,0.875265,0.845359,0.835646,0.2274,0.0,1.0,0.0
119,0.171444,0.058012,0.48469,0.062683,0.066953,0.082261,0.009508,0.052215,0.119229,8,0.886625,0.969954,0.917739,0.530851,0.869508,0.761804,0.835155,0.2292,0.0,1.0,0.0
120,-0.019976,0.008184,0.035511,0.047805,0.06333,0.056497,0.019693,0.082261,-0.102237,1,0.929408,0.974236,0.943503,0.590926,0.890005,0.791804,0.8366,0.231,0.0,1.0,0.0
121,0.05711,0.047609,0.082387,0.04948,0.005032,0.056652,0.024846,0.056497,0.000613,7,0.987201,0.999846,0.943348,0.576099,0.92158,0.859856,0.837182,0.2328,0.0,1.0,0.0
122,-0.039773,0.053164,-0.596617,0.033414,0.234974,0.032353,0.029298,0.056652,-0.096424,5,0.981039,0.975701,0.967647,0.481183,0.864017,0.846982,0.834626,0.2346,0.0,1.0,0.0
123,0.162699,0.131535,0.422654,0.056685,0.122732,0.0652,0.029726,0.032353,0.130346,5,0.962814,0.967153,0.9348,0.643162,0.881978,0.80659,0.836135,0.2364,0.0,1.0,0.0
124,0.020685,0.017073,0.085572,0.050205,0.03508,0.053982,0.034692,0.0652,-0.044515,9,0.981574,0.988782,0.946018,0.499869,0.895709,0.867393,0.836853,0.2382,0.0,1.0,0.0
125,-0.046795,-0.004638,-0.469927,0.032745,0.208911,0.028586,0.037393,0.053982,-0.100778,2,0.99322,0.974604,0.971414,0.569622,0.879631,0.842834,0.835974,0.24,0.0,1.0,0.0
126,0.014129,0.093491,-0.504601,0.029394,0.226585,0.024943,0.03616,0.028586,-0.014457,2,0.983593,0.996357,0.975057,0.593396,0.906131,0.825855,0.837146,0.2418,0.0,1.0,0.0
127,0.047415,0.01395,0.558561,0.032638,0.270991,0.030606,0.03459,0.024943,0.022472,6,0.945093,0.994337,0.969394,0.500721,0.884164,0.802415,0.836274,0.2436,0.0,1.0,0.0
128,0.081694,0.024763,0.594659,0.041468,0.247053,0.04348,0.034032,0.030606,0.051088,10,0.982079,0.987126,0.95652,0.489963,0.873839,0.844641,0.835531,0.2454,0.0,1.0,0.0
129,0.0767,-0.000354,0.614929,0.04781,0.240748,0.051851,0.035355,0.04348,0.03322,4,0.990076,0.991629,0.948149,0.524526,0.882486,0.845791,0.836168,0.2472,0.0,1.0,0.0
130,0.052926,0.019355,-0.036244,0.048731,0.089312,0.052122,0.037664,0.051851,0.001075,8,0.939381,0.999729,0.947878,0.499755,0.902705,0.818717,0.837074,0.249,0.0,1.0,0.0
