cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
11,0.009422,-0.002448,0.005265,0.000711,0.015156,0.001414,-0.000906,-0.001285,0.010707,1,0.982385,0.997302,0.998586,0.551688,0.927933,0.859195,0.837058,0.025,0.044,1.0,0.0
12,-0.005783,-0.001766,-0.008931,-0.000458,0.002397,-0.0004,-0.000581,0.001414,-0.007197,11,0.993691,0.998186,0.9996,0.554527,0.930856,0.871408,0.836974,0.025,0.048,1.0,0.0
13,-0.002623,-0.002156,0.006605,-0.000848,0.006034,-0.00096,-0.000556,-0.0004,-0.002223,10,0.996724,0.99944,0.99904,0.553275,0.931535,0.874279,0.836952,0.025,0.052,1.0,0.0
14,0.0011,-0.003654,0.00787,-0.000497,0.00101,-0.000441,-0.000612,-0.00096,0.00206,9,0.995582,0.999481,0.999559,0.556715,0.932728,0.872984,0.836911,0.025,0.056,1.0,0.0
15,0.008659,0.004045,-0.002132,0.001151,0.011396,0.001852,-0.000588,-0.000441,0.0091,8,0.989329,0.997707,0.998148,0.558059,0.929598,0.865189,0.837012,0.025,0.06,1.0,0.0
16,0.007326,-0.000439,0.015373,0.002262,0.003455,0.003232,-0.000247,0.001852,0.005474,7,0.990858,0.998621,0.996768,0.562512,0.931715,0.866691,0.836946,0.025,0.064,1.0,0.0
17,-0.057158,0.003652,-0.435215,-0.008433,0.16197,-0.011987,0.00024,0.003232,-0.06039,6,0.987057,0.984782,0.988013,0.555887,0.897546,0.845325,0.83692,0.025,0.068,1.0,0.0
18,0.050755,-0.000673,0.442623,0.00222,0.180265,0.003824,-0.001471,-0.011987,0.062741,5,0.998214,0.984189,0.996176,0.552184,0.896554,0.855102,0.836885,0.025,0.072,1.0,0.0
19,-0.008563,-0.004455,0.005116,0.000279,0.012589,0.000703,-0.00073,0.003824,-0.012387,4,0.988515,0.996879,0.999297,0.560518,0.929229,0.863691,0.837023,0.025,0.076,1.0,0.0
20,0.000649,-0.000159,0.011903,0.000346,0.005891,0.000689,-0.00053,0.000703,-5.4e-05,3,0.998707,0.999986,0.999311,0.551989,0.932022,0.876563,0.836935,0.025,0.08,1.0,0.0
21,-0.004811,-0.000532,-0.018229,-0.000582,0.003487,-0.000697,-0.000359,0.000689,-0.0055,2,0.99603,0.998614,0.999303,0.554044,0.931068,0.873721,0.836967,0.025,0.084,1.0,0.0
22,-0.006223,-0.005593,0.003249,-0.001598,0.006355,-0.00209,-0.000406,-0.000697,-0.005526,1,0.99513,0.998607,0.99791,0.560226,0.931353,0.871118,0.836958,0.025,0.088,1.0,0.0
23,0.001006,-0.005598,0.012766,-0.001129,1.2e-05,-0.001309,-0.000642,-0.00209,0.003095,11,0.99436,0.99922,0.998691,0.554868,0.932048,0.872288,0.836934,0.025,0.092,1.0,0.0
24,-0.053089,0.001827,-0.445124,-0.010482,0.176643,-0.014358,-0.000735,-0.001309,-0.05178,10,0.998946,0.986952,0.985642,0.557711,0.898132,0.855053,0.83694,0.025,0.096,1.0,0.0
25,0.03865,-0.002705,0.419823,-0.001638,0.184592,-0.001,-0.002643,-0.014358,0.053008,9,0.987047,0.986642,0.999,0.552177,0.899508,0.843417,0.836985,0.025,0.1,1.0,0.0
26,0.042118,-0.003453,0.418945,0.006238,0.177487,0.009866,-0.002413,-0.001,0.043118,8,0.990422,0.989134,0.990134,0.55938,0.901809,0.84606,0.837051,0.025,0.104,1.0,0.0
27,-0.011532,-0.001131,-0.015232,0.003039,0.008873,0.004474,-0.000694,0.009866,-0.021397,7,0.982562,0.994608,0.995526,0.558321,0.925845,0.858666,0.837107,0.025,0.108,1.0,0.0
28,-0.009599,-0.003745,0.001541,0.000764,0.012929,0.000927,3e-05,0.004474,-0.014073,6,0.986549,0.996454,0.999073,0.554609,0.927788,0.862984,0.837061,0.025,0.112,1.0,0.0
29,-0.004213,0.001047,-0.009005,-0.000131,0.002735,-0.000368,0.000155,0.000927,-0.00514,5,0.993417,0.998705,0.999632,0.547462,0.930337,0.872647,0.83699,0.025,0.116,1.0,0.0
30,-0.00851,-0.004703,-0.006059,-0.00164,0.005531,-0.00242,8.2e-05,-0.000368,-0.008142,4,0.99213,0.997948,0.99758,0.552725,0.929507,0.869866,0.837015,0.025,0.12,1.0,0.0
31,0.009998,0.006992,-0.001286,0.000455,0.009977,0.00071,-0.000268,-0.00242,0.012418,3,0.989923,0.996871,0.99929,0.547179,0.927479,0.868346,0.837069,0.025,0.124,1.0,0.0
32,-0.002425,0.001248,0.001441,-6.3e-05,0.006238,-8e-05,-0.000131,0.00071,-0.003135,2,0.99416,0.99921,0.99992,0.549943,0.930984,0.872424,0.83697,0.025,0.128,1.0,0.0
33,-0.003061,0.001758,-0.019068,-0.000603,0.004464,-0.000832,-0.000124,-8e-05,-0.002981,1,0.996858,0.999249,0.999168,0.557341,0.932125,0.873707,0.836932,0.025,0.132,1.0,0.0
34,-0.006265,-0.004889,0.010434,-0.001622,0.011487,-0.002201,-0.000223,-0.000832,-0.005434,11,0.992901,0.998631,0.997799,0.552006,0.929604,0.870081,0.837012,0.025,0.136,1.0,0.0
35,0.002141,-0.003462,0.005192,-0.000945,0.004147,-0.001107,-0.0005,-0.002201,0.004342,10,0.993206,0.998906,0.998893,0.56418,0.932739,0.868589,0.83691,0.025,0.14,1.0,0.0
36,-0.000742,0.002194,0.000786,-0.000908,0.004048,-0.001015,-0.000585,-0.001107,0.000365,9,0.996563,0.999908,0.998985,0.552881,0.932173,0.874444,0.83693,0.025,0.144,1.0,0.0
37,-0.014078,-0.00823,-0.004662,-0.003279,0.011888,-0.004307,-0.000645,-0.001015,-0.013064,8,0.986523,0.996708,0.995693,0.551077,0.926796,0.863859,0.837086,0.025,0.148,1.0,0.0
38,-0.017984,-0.019354,0.003854,-0.005926,0.011641,-0.007753,-0.001158,-0.004307,-0.013677,7,0.991025,0.996553,0.992247,0.559888,0.927111,0.866452,0.837078,0.025,0.152,1.0,0.0
39,0.003278,-0.00283,0.018894,-0.004269,0.002855,-0.004973,-0.002081,-0.007753,0.011031,6,0.993273,0.99722,0.995027,0.551115,0.928098,0.871685,0.837053,0.025,0.156,1.0,0.0
40,-0.008317,-0.005606,-0.006382,-0.004998,0.004052,-0.005816,-0.002486,-0.004973,-0.003343,5,0.994731,0.999157,0.994184,0.546503,0.929195,0.874014,0.837024,0.025,0.16,1.0,0.0
41,-0.002481,0.000722,-0.012394,-0.004545,0.002531,-0.004976,-0.002952,-0.005816,0.003335,4,0.999137,0.99916,0.995024,0.555829,0.930958,0.876551,0.83697,0.025,0.164,1.0,0.0
42,-0.018167,-0.014551,0.008691,-0.006997,0.019972,-0.0083,-0.003236,-0.004976,-0.013191,3,0.984863,0.996676,0.9917,0.551231,0.924977,0.861196,0.837125,0.025,0.168,1.0,0.0
43,-0.013129,-0.009559,-0.013575,-0.0081,0.003541,-0.009517,-0.003945,-0.0083,-0.004829,2,0.993249,0.998783,0.990483,0.555939,0.929327,0.870518,0.83702,0.025,0.172,1.0,0.0
44,0.01072,-0.00272,0.019529,-0.004713,0.009051,-0.004417,-0.004725,-0.009517,0.020237,1,0.980586,0.9949,0.995583,0.549912,0.9249,0.858519,0.837127,0.025,0.176,1.0,0.0
45,0.002125,0.000129,-0.006967,-0.003482,0.007584,-0.002769,-0.004682,-0.004417,0.006542,11,0.993942,0.998351,0.997231,0.561627,0.93099,0.869474,0.836969,0.025,0.18,1.0,0.0
46,-0.013132,-0.005633,-0.004706,-0.005219,0.013054,-0.00538,-0.004414,-0.002769,-0.010364,10,0.985895,0.997388,0.99462,0.554415,0.927656,0.862358,0.837065,0.025,0.184,1.0,0.0
47,-0.007218,-0.005615,0.003536,-0.005579,0.008162,-0.005843,-0.004549,-0.00538,-0.001838,9,0.994746,0.999537,0.994157,0.542595,0.928606,0.874395,0.83704,0.025,0.188,1.0,0.0
48,-0.016408,-0.014002,0.012596,-0.007528,0.019969,-0.008506,-0.00473,-0.005843,-0.010565,8,0.986684,0.997338,0.991494,0.543703,0.92452,0.864673,0.837134,0.025,0.192,1.0,0.0
49,0.008785,0.000714,-0.010458,-0.004592,0.020155,-0.004148,-0.005259,-0.008506,0.01729,7,0.981725,0.995643,0.995852,0.549726,0.924641,0.858367,0.837132,0.025,0.196,1.0,0.0
50,-0.021128,-0.013799,0.010381,-0.007568,0.026724,-0.008427,-0.005103,-0.004148,-0.01698,6,0.978626,0.995721,0.991573,0.557501,0.924166,0.852769,0.837141,0.025,0.2,1.0,0.0
51,-0.015734,-0.012506,0.001299,-0.009038,0.013663,-0.010269,-0.005569,-0.008427,-0.007306,5,0.989148,0.998159,0.989731,0.547629,0.926197,0.86703,0.8371,0.025,0.204,1.0,0.0
52,-0.008759,-0.011694,-0.01339,-0.008988,0.005909,-0.009888,-0.006227,-0.010269,0.00151,4,0.99667,0.99962,0.990112,0.545739,0.928382,0.875898,0.837046,0.025,0.208,1.0,0.0
53,-0.009003,-0.010031,0.008576,-0.008991,0.009451,-0.009665,-0.006739,-0.009888,0.000885,3,0.996676,0.999777,0.990335,0.546487,0.928368,0.875315,0.837046,0.025,0.212,1.0,0.0
54,-0.007813,-0.007785,0.000662,-0.008779,0.005115,-0.009198,-0.007149,-0.009665,0.001852,2,0.997802,0.999533,0.990802,0.54469,0.928382,0.877356,0.837046,0.025,0.216,1.0,0.0
55,-0.000246,-0.004925,0.009013,-0.007243,0.000563,-0.006942,-0.007436,-0.009198,0.008953,1,0.994416,0.997744,0.993058,0.557904,0.929426,0.87161,0.837017,0.025,0.22,1.0,0.0
56,-0.0042,-0.007403,-0.001284,-0.006695,0.001667,-0.006251,-0.007367,-0.006942,0.002743,11,0.996878,0.999309,0.993749,0.547777,0.929681,0.876167,0.837009,0.025,0.224,1.0,0.0
57,-0.005579,-0.001691,-0.010638,-0.006494,0.001111,-0.006082,-0.007211,-0.006251,0.000672,10,0.996419,0.999831,0.993918,0.545603,0.930024,0.876253,0.836999,0.025,0.228,1.0,0.0
58,-0.001145,-0.005768,0.011908,-0.005531,0.0029,-0.004838,-0.007053,-0.006082,0.004937,9,0.996401,0.998756,0.995162,0.544144,0.928762,0.876341,0.837036,0.025,0.232,1.0,0.0
59,0.007976,0.000964,-0.011296,-0.0031,0.019043,-0.001609,-0.006742,-0.004838,0.012814,8,0.984065,0.996771,0.998391,0.542371,0.925518,0.862458,0.837114,0.025,0.236,1.0,0.0
60,0.002496,-0.003111,0.025927,-0.002093,0.008078,-0.000574,-0.006024,-0.001609,0.004105,7,0.997137,0.998966,0.999426,0.543489,0.929441,0.8766,0.837016,0.025,0.24,1.0,0.0
61,-8.7e-05,-0.000152,-0.003536,-0.001732,0.002139,-0.000451,-0.005261,-0.000574,0.000487,6,0.998993,0.999877,0.999549,0.537511,0.930166,0.880484,0.836995,0.025,0.244,1.0,0.0
62,-0.002813,0.003613,-0.016892,-0.001926,0.001594,-0.001047,-0.004587,-0.000451,-0.002362,5,0.995065,0.999405,0.998953,0.547643,0.931075,0.874393,0.836967,0.025,0.248,1.0,0.0
63,-0.00486,0.00173,-0.012831,-0.002454,0.002247,-0.002008,-0.004092,-0.001047,-0.003814,4,0.992984,0.999039,0.997992,0.546332,0.930172,0.872521,0.836995,0.025,0.252,1.0,0.0
64,-0.002032,-0.007973,0.003841,-0.002378,0.002814,-0.002014,-0.0038,-0.002008,-2.4e-05,3,0.995052,0.999994,0.997986,0.540543,0.93029,0.875795,0.836991,0.025,0.256,1.0,0.0
65,-0.006178,-0.006144,0.003215,-0.003062,0.005671,-0.003063,-0.00355,-0.002014,-0.004164,2,0.996208,0.998951,0.996937,0.539668,0.92847,0.8768,0.837044,0.025,0.26,1.0,0.0
66,0.003109,-0.001636,0.000614,-0.001951,0.006558,-0.001508,-0.003482,-0.003063,0.006172,1,0.992339,0.998445,0.998492,0.538055,0.927975,0.87318,0.837057,0.025,0.264,1.0,0.0
67,-0.006354,-0.007297,0.010127,-0.002744,0.008883,-0.002729,-0.003205,-0.001508,-0.004847,11,0.995625,0.998779,0.997271,0.541588,0.928332,0.87541,0.837047,0.025,0.268,1.0,0.0
68,0.001593,0.000324,0.003375,-0.001963,0.000284,-0.00164,-0.003139,-0.002729,0.004322,10,0.997601,0.998911,0.99836,0.538882,0.929203,0.879013,0.837023,0.025,0.272,1.0,0.0
69,0.003655,0.003888,0.00414,-0.000952,0.000539,-0.000306,-0.002929,-0.00164,0.005295,9,0.998398,0.998666,0.999694,0.535606,0.928751,0.8805,0.837036,0.025,0.276,1.0,0.0
70,-0.016759,-0.009416,-0.009535,-0.003797,0.012168,-0.004452,-0.002562,-0.000306,-0.016454,8,0.984155,0.995854,0.995548,0.53896,0.923979,0.864124,0.837144,0.025,0.28,1.0,0.0
71,-0.007026,-0.008565,0.017433,-0.004378,0.013033,-0.005101,-0.002826,-0.004452,-0.002574,7,0.995135,0.999351,0.994899,0.545957,0.928606,0.87346,0.83704,0.025,0.284,1.0,0.0
72,-0.005891,-0.002504,-0.01885,-0.004651,0.004162,-0.0053,-0.003145,-0.005101,-0.000791,6,0.997993,0.999801,0.9947,0.536838,0.928567,0.879389,0.837041,0.025,0.288,1.0,0.0
73,-0.014326,-0.006307,-0.003493,-0.006392,0.015053,-0.007574,-0.003446,-0.0053,-0.009026,5,0.984982,0.997726,0.992426,0.533996,0.924213,0.865697,0.83714,0.025,0.292,1.0,0.0
74,-0.003151,-0.008021,0.024371,-0.005809,0.011319,-0.00646,-0.004024,-0.007574,0.004423,4,0.998602,0.998885,0.99354,0.543091,0.927498,0.877764,0.837069,0.025,0.296,1.0,0.0
75,-0.022301,-0.017899,0.001559,-0.008777,0.019012,-0.010452,-0.004365,-0.00646,-0.015841,3,0.983369,0.996008,0.989548,0.539224,0.922004,0.862458,0.837176,0.025,0.3,1.0,0.0
76,0.002578,-0.000818,0.002171,-0.006734,0.003867,-0.007168,-0.005217,-0.010452,0.013029,2,0.992473,0.996717,0.992832,0.532906,0.924166,0.874769,0.837141,0.025,0.304,1.0,0.0
77,-0.017046,-0.01459,-0.000274,-0.00859,0.012684,-0.009658,-0.00549,-0.007168,-0.009878,1,0.989179,0.997511,0.990342,0.541866,0.924875,0.868446,0.837127,0.025,0.308,1.0,0.0
78,0.000487,-0.003672,0.01611,-0.006956,0.004938,-0.007101,-0.006074,-0.009658,0.010144,11,0.995875,0.997444,0.992899,0.544446,0.926602,0.875505,0.83709,0.025,0.312,1.0,0.0
79,-0.010806,-0.006506,-0.016988,-0.007649,0.000877,-0.008035,-0.006218,-0.007101,-0.003704,10,0.994305,0.999066,0.991965,0.534154,0.927006,0.876686,0.837081,0.025,0.316,1.0,0.0
80,0.003233,0.001209,-0.023213,-0.00569,0.018027,-0.005195,-0.006472,-0.008035,0.011268,9,0.989039,0.99716,0.994805,0.53753,0.924422,0.868619,0.837136,0.025,0.32,1.0,0.0
81,0.003057,0.002655,-0.005697,-0.004116,0.005682,-0.003116,-0.006293,-0.005195,0.008252,8,0.995103,0.99792,0.996884,0.526701,0.925384,0.878547,0.837117,0.025,0.324,1.0,0.0
82,-0.009321,-0.005366,0.007165,-0.005053,0.014111,-0.004679,-0.005848,-0.003116,-0.006206,7,0.989707,0.998436,0.995321,0.538274,0.92645,0.869594,0.837094,0.025,0.328,1.0,0.0
83,0.011077,0.012472,-0.017813,-0.002149,0.015846,-0.000709,-0.005685,-0.004679,0.015756,6,0.989939,0.996029,0.999291,0.533309,0.923892,0.87071,0.837146,0.025,0.332,1.0,0.0
84,-0.011349,-0.004465,0.004334,-0.003805,0.016754,-0.00339,-0.004988,-0.000709,-0.010641,5,0.985293,0.997319,0.99661,0.52726,0.923634,0.867286,0.83715,0.025,0.336,1.0,0.0
85,-0.002743,-0.008163,0.00472,-0.003614,0.001303,-0.003227,-0.004764,-0.00339,0.000647,4,0.995826,0.999837,0.996773,0.537323,0.929483,0.877459,0.837015,0.025,0.34,1.0,0.0
86,0.004274,-0.004628,0.025662,-0.002194,0.003337,-0.001337,-0.004549,-0.003227,0.007501,3,0.992138,0.99811,0.998663,0.538802,0.928085,0.873201,0.837054,0.025,0.344,1.0,0.0
87,0.011648,0.009869,-0.007395,0.000297,0.013324,0.001935,-0.004099,-0.001337,0.012985,2,0.989191,0.996728,0.998065,0.535258,0.924894,0.869836,0.837127,0.025,0.348,1.0,0.0
88,-0.00637,0.002082,-0.000608,-0.000903,0.012473,-0.000158,-0.003255,0.001935,-0.008305,1,0.986873,0.997907,0.999842,0.51961,0.924366,0.871062,0.837137,0.025,0.352,1.0,0.0
89,-0.011648,-0.006258,-0.008079,-0.002837,0.00789,-0.003053,-0.002821,-0.000158,-0.01149,11,0.988982,0.997104,0.996947,0.524948,0.924023,0.872547,0.837144,0.025,0.356,1.0,0.0
90,-0.0193,-0.012078,-0.003268,-0.0058,0.017323,-0.007147,-0.002854,-0.003053,-0.016247,10,0.982207,0.995906,0.992853,0.536055,0.922411,0.862196,0.83717,0.025,0.36,1.0,0.0
91,0.005207,-0.006709,-0.004458,-0.003819,0.01851,-0.004034,-0.003455,-0.007147,0.012355,9,0.98138,0.996887,0.995966,0.530133,0.923255,0.86253,0.837157,0.025,0.364,1.0,0.0
92,0.002732,0.002639,0.002922,-0.00264,1.5e-05,-0.002329,-0.003536,-0.004034,0.006766,8,0.997734,0.998295,0.997671,0.52785,0.926729,0.881605,0.837087,0.025,0.368,1.0,0.0
93,-0.012211,-0.003632,-0.019867,-0.004363,0.004557,-0.004819,-0.003367,-0.002329,-0.009882,7,0.988173,0.99751,0.995181,0.531638,0.925362,0.870666,0.837118,0.025,0.372,1.0,0.0
94,0.006563,0.002855,0.004033,-0.002396,0.005473,-0.001951,-0.00357,-0.004819,0.011382,6,0.991601,0.997132,0.998049,0.524867,0.924558,0.875473,0.837134,0.025,0.376,1.0,0.0
95,-0.001862,-0.002406,-0.005293,-0.0023,0.002639,-0.001929,-0.003343,-0.001951,8.9e-05,5,0.998896,0.999978,0.998071,0.523347,0.927732,0.883443,0.837063,0.025,0.38,1.0,0.0
96,0.002281,-0.00231,0.00668,-0.001475,0.002257,-0.000868,-0.003145,-0.001929,0.004209,4,0.994501,0.998939,0.999132,0.519133,0.926267,0.880021,0.837098,0.025,0.384,1.0,0.0
97,-0.003785,0.000969,-0.017649,-0.001891,0.003248,-0.001603,-0.002827,-0.000868,-0.002917,3,0.99648,0.999265,0.998397,0.531653,0.928219,0.879127,0.83705,0.025,0.388,1.0,0.0
98,-0.007483,-0.004102,-0.000831,-0.002898,0.007599,-0.003085,-0.002655,-0.001603,-0.005881,2,0.992541,0.998518,0.996915,0.531508,0.926574,0.874697,0.837091,0.025,0.392,1.0,0.0
99,-0.002816,-0.002219,0.004494,-0.002883,0.005022,-0.003017,-0.002715,-0.003085,0.000269,1,0.997625,0.999932,0.996983,0.526682,0.927672,0.881152,0.837064,0.025,0.396,1.0,0.0
100,-0.005672,-0.007795,-0.000243,-0.003385,0.000991,-0.003686,-0.002758,-0.003017,-0.002655,11,0.999601,0.999331,0.996314,0.527344,0.927349,0.883467,0.837072,0.025,0.4,1.0,0.0
101,-0.020985,-0.007332,0.009607,-0.006553,0.032919,-0.008045,-0.002887,-0.003686,-0.0173,10,0.971932,0.995641,0.991955,0.523293,0.918423,0.852857,0.837213,0.025,0.404,1.0,0.0
102,-0.00103,-0.003792,-0.004769,-0.005559,0.00519,-0.006277,-0.00361,-0.008045,0.007015,9,0.994585,0.998232,0.993723,0.524869,0.924709,0.878491,0.837131,0.025,0.408,1.0,0.0
103,0.004591,-0.001809,0.00498,-0.003732,0.006593,-0.003539,-0.003983,-0.006277,0.010868,8,0.989715,0.997261,0.996461,0.525606,0.924302,0.873291,0.837138,0.025,0.412,1.0,0.0
104,-0.008041,-0.009553,0.01085,-0.004507,0.009721,-0.004673,-0.003921,-0.003539,-0.004502,7,0.995625,0.998866,0.995327,0.523684,0.925171,0.879248,0.837122,0.025,0.416,1.0,0.0
105,0.007627,0.003032,-0.01452,-0.002323,0.018189,-0.001574,-0.004026,-0.004673,0.0123,6,0.986323,0.9969,0.998426,0.518677,0.922199,0.870032,0.837173,0.025,0.42,1.0,0.0
106,-0.020263,-0.014741,-0.006184,-0.005552,0.014339,-0.006283,-0.003683,-0.001574,-0.01869,5,0.983689,0.99529,0.993717,0.515486,0.919167,0.868561,0.837208,0.025,0.424,1.0,0.0
107,-0.015488,-0.015204,0.01,-0.007341,0.015596,-0.008603,-0.004047,-0.006283,-0.009205,4,0.990105,0.99768,0.991397,0.515198,0.921032,0.87489,0.837189,0.025,0.428,1.0,0.0
108,-0.008357,-0.006277,-0.00209,-0.007524,0.005978,-0.008541,-0.004685,-0.008603,0.000246,3,0.995494,0.999938,0.991459,0.521243,0.925386,0.880103,0.837117,0.025,0.432,1.0,0.0
109,-0.008673,-0.008056,-0.013521,-0.007731,0.00225,-0.008574,-0.005225,-0.008541,-0.000132,2,0.998894,0.999967,0.991426,0.509952,0.924088,0.886434,0.837142,0.025,0.436,1.0,0.0
110,-0.004266,-0.003446,-0.015119,-0.007107,0.005638,-0.007488,-0.005694,-0.008574,0.004309,1,0.997831,0.998914,0.992512,0.52072,0.924485,0.882596,0.837135,0.025,0.44,1.0,0.0
111,0.015078,0.011004,-0.014804,-0.003114,0.022276,-0.001802,-0.005945,-0.007488,0.022567,11,0.98158,0.994313,0.998198,0.515153,0.918375,0.865573,0.837214,0.025,0.444,1.0,0.0
112,-0.001819,-0.001176,-0.010331,-0.002881,0.00442,-0.001806,-0.005365,-0.001802,-1.8e-05,10,0.999102,0.999996,0.998194,0.513728,0.926161,0.885552,0.8371,0.025,0.448,1.0,0.0
113,0.003271,-0.002997,0.012325,-0.001773,0.001253,-0.000527,-0.004867,-0.001806,0.005077,9,0.993225,0.998721,0.999473,0.520564,0.926428,0.87855,0.837094,0.025,0.452,1.0,0.0
114,0.002411,-0.000209,-0.017966,-0.00102,0.01502,0.000214,-0.004259,-0.000527,0.002937,8,0.991919,0.99926,0.999786,0.510555,0.924218,0.877794,0.83714,0.025,0.456,1.0,0.0
115,0.004054,-0.000143,-0.004931,-0.000107,0.009868,0.001181,-0.003633,0.000214,0.00384,7,0.992066,0.999032,0.998819,0.516452,0.925127,0.877262,0.837122,0.025,0.46,1.0,0.0
116,0.00193,-0.001453,0.003296,0.00026,0.002789,0.00137,-0.002959,0.001181,0.000748,6,0.996121,0.999811,0.99863,0.504701,0.924878,0.884752,0.837127,0.025,0.464,1.0,0.0
117,0.009584,0.009124,-0.012294,0.001938,0.013618,0.00344,-0.002353,0.00137,0.008214,5,0.991594,0.99793,0.99656,0.516132,0.922934,0.876411,0.837162,0.025,0.468,1.0,0.0
118,-0.000193,-0.002601,0.014245,0.001554,0.006095,0.002524,-0.001542,0.00344,-0.003633,4,0.99876,0.999084,0.997476,0.511947,0.92455,0.8854,0.837134,0.025,0.472,1.0,0.0
119,0.014703,0.004658,0.020051,0.003921,0.007506,0.005593,-0.000973,0.002524,0.012179,3,0.985103,0.996931,0.994407,0.509193,0.920873,0.87218,0.837191,0.025,0.476,1.0,0.0
120,-0.015669,-0.003282,0.002427,0.000395,0.02407,0.000235,-5.3e-05,0.005593,-0.021262,2,0.975468,0.994642,0.999765,0.510823,0.918298,0.860199,0.837214,0.025,0.48,1.0,0.0
121,0.010563,0.006192,-0.005644,0.002225,0.014386,0.002838,-1.3e-05,0.000235,0.010328,1,0.98795,0.997397,0.997162,0.516898,0.92254,0.872506,0.837168,0.025,0.484,1.0,0.0
122,0.009286,0.00342,-0.004554,0.003496,0.014561,0.004463,0.000386,0.002838,0.006448,11,0.988006,0.998375,0.995537,0.507277,0.921742,0.874658,0.83718,0.025,0.488,1.0,0.0
123,0.017195,0.009803,0.015633,0.005962,0.008822,0.007671,0.000957,0.004463,0.012732,10,0.986097,0.996792,0.992329,0.51683,0.921216,0.871336,0.837186,0.025,0.492,1.0,0.0
124,0.00195,-0.000521,0.019995,0.00524,0.008191,0.00623,0.001897,0.007671,-0.005721,9,0.997796,0.998558,0.99377,0.499842,0.921023,0.886847,0.837189,0.025,0.496,1.0,0.0
125,-0.005858,-0.004827,-0.001708,0.003242,0.00359,0.003183,0.002503,0.00623,-0.012088,8,0.994061,0.996954,0.996817,0.508253,0.921752,0.881815,0.837179,0.025,0.5,1.0,0.0
126,0.014849,0.010057,-0.014441,0.005331,0.022685,0.006123,0.002599,0.003183,0.011665,7,0.983987,0.99706,0.993877,0.509345,0.919387,0.869209,0.837206,0.025,0.504,1.0,0.0
127,0.00567,0.013888,-0.002879,0.005392,0.003636,0.006009,0.003092,0.006123,-0.000453,6,0.993561,0.999886,0.993991,0.502563,0.923394,0.882561,0.837155,0.025,0.508,1.0,0.0
128,-0.002188,0.004004,0.020416,0.004028,0.020166,0.003943,0.0035,0.006009,-0.008197,4,0.986367,0.997934,0.996057,0.501014,0.919891,0.873724,0.837201,0.025,0.512,1.0,0.0
129,0.003569,0.002926,0.010593,0.003945,0.003529,0.003849,0.003562,0.003943,-0.000375,4,0.999172,0.999906,0.996151,0.498323,0.92333,0.889117,0.837156,0.025,0.516,1.0,0.0
130,-0.007513,0.000562,-0.002648,0.001883,0.011533,0.000986,0.003603,0.003849,-0.011362,2,0.986323,0.997137,0.999014,0.498294,0.920213,0.875314,0.837198,0.025,0.52,1.0,0.0
