cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
13,-0.002461,-0.001912,0.00662,-0.000758,0.006034,-0.000835,-0.000537,-0.000306,-0.002155,10,0.996706,0.99947,0.999165,0.554059,0.931707,0.874088,0.836946,0.025,0.0,1.13,0.0
14,0.000691,-0.004314,0.007905,-0.000497,0.00101,-0.000461,-0.000579,-0.000835,0.001526,9,0.995601,0.999626,0.999539,0.557562,0.933001,0.872816,0.836901,0.025,0.0,1.14,0.0
15,0.008564,0.003882,-0.002105,0.001134,0.011396,0.001748,-0.000562,-0.000461,0.009025,8,0.989315,0.997791,0.998252,0.558499,0.92973,0.865077,0.837008,0.025,0.0,1.15,0.0
16,0.007889,0.000442,0.015372,0.00235,0.003455,0.003249,-0.000239,0.001748,0.006141,7,0.990837,0.9985,0.996751,0.563431,0.931679,0.866467,0.836947,0.025,0.0,1.16,0.0
17,-0.005922,0.003557,-0.007741,0.000861,0.009019,0.001012,0.000249,0.003249,-0.009171,6,0.987047,0.997764,0.998988,0.557396,0.929949,0.863337,0.837002,0.025,0.0,1.17,0.0
18,0.003056,0.004503,0.014173,0.001256,0.008214,0.00151,0.000356,0.001012,0.002044,5,0.997184,0.999503,0.99849,0.553355,0.931246,0.87446,0.836961,0.025,0.0,1.18,0.0
19,-0.007584,-0.004203,0.007388,-0.000335,0.012589,-0.000699,0.000518,0.00151,-0.009094,4,0.989964,0.997791,0.999301,0.56176,0.930349,0.864866,0.836989,0.025,0.0,1.19,0.0
20,0.001459,-0.000368,0.020233,-1.2e-05,0.009316,-0.000176,0.000347,-0.000699,0.002158,3,0.998944,0.999477,0.999824,0.553509,0.931462,0.876054,0.836954,0.025,0.0,1.2,0.0
21,-0.004747,-0.000368,-0.018343,-0.000864,0.003487,-0.001282,0.000274,-0.000176,-0.004571,2,0.996186,0.998894,0.998718,0.555548,0.931417,0.873547,0.836955,0.025,0.0,1.21,0.0
22,-0.007095,-0.006803,0.002563,-0.001986,0.006106,-0.002685,5.6e-05,-0.001282,-0.005813,1,0.995245,0.998596,0.997315,0.561998,0.931434,0.870872,0.836955,0.025,0.0,1.22,0.0
23,2.1e-05,-0.003884,-0.004442,-0.001625,0.006842,-0.002033,-0.000327,-0.002685,0.002706,11,0.994238,0.999348,0.997967,0.557237,0.931656,0.870825,0.836948,0.025,0.0,1.23,0.0
24,-0.002379,0.001388,-0.019955,-0.00176,0.006527,-0.002116,-0.000566,-0.002033,-0.000346,10,0.999082,0.999917,0.997884,0.56011,0.932741,0.875075,0.83691,0.025,0.0,1.24,0.0
25,-0.00836,0.003141,-0.006073,-0.002948,0.013639,-0.003615,-0.000783,-0.002116,-0.006243,9,0.984496,0.998502,0.996385,0.553847,0.929111,0.861013,0.837026,0.025,0.0,1.25,0.0
26,-0.007208,-0.003326,0.003029,-0.003715,0.010283,-0.004475,-0.00118,-0.003615,-0.003593,8,0.991887,0.999139,0.995525,0.561179,0.931053,0.867194,0.836967,0.025,0.0,1.26,0.0
27,-0.016489,-0.007965,-0.016175,-0.006014,0.009281,-0.007347,-0.001641,-0.004475,-0.012014,7,0.985441,0.997128,0.992653,0.560291,0.928014,0.861063,0.837056,0.025,0.0,1.27,0.0
28,-0.014516,-0.009777,0.000967,-0.007545,0.014345,-0.009057,-0.00244,-0.007347,-0.007169,6,0.987992,0.99829,0.990943,0.557047,0.927911,0.863721,0.837058,0.025,0.0,1.28,0.0
29,-0.009862,-0.006555,-0.007775,-0.007962,0.004779,-0.009249,-0.003366,-0.009057,-0.000804,5,0.994526,0.999809,0.990751,0.549355,0.929395,0.873094,0.837018,0.025,0.0,1.29,0.0
30,-0.01155,-0.008239,-0.005111,-0.008608,0.007395,-0.009796,-0.00419,-0.009249,-0.002301,4,0.993048,0.999453,0.990204,0.555412,0.929499,0.86997,0.837015,0.025,0.0,1.3,0.0
31,0.00459,0.001561,-0.01033,-0.006232,0.012182,-0.006384,-0.004975,-0.009796,0.014386,3,0.989302,0.996589,0.993616,0.550351,0.925838,0.866763,0.837108,0.025,0.0,1.31,0.0
32,-0.004903,-0.002283,0.006279,-0.005993,0.009503,-0.006034,-0.005172,-0.006384,0.001482,2,0.994784,0.999649,0.993966,0.553629,0.930184,0.871845,0.836994,0.025,0.0,1.32,0.0
33,-0.005386,-0.002921,-0.00707,-0.005884,0.001619,-0.005881,-0.005293,-0.006034,0.000648,1,0.997239,0.999847,0.994119,0.560744,0.932304,0.873681,0.836926,0.025,0.0,1.33,0.0
34,-0.009392,-0.008491,0.009459,-0.006515,0.012272,-0.006708,-0.005375,-0.005881,-0.003512,11,0.993158,0.999172,0.993292,0.555924,0.929534,0.869382,0.837014,0.025,0.0,1.34,0.0
35,-0.000162,-0.006281,0.006468,-0.005372,0.002549,-0.005169,-0.005562,-0.006708,0.006547,10,0.993001,0.99846,0.994831,0.568351,0.931934,0.867658,0.836938,0.025,0.0,1.35,0.0
36,-0.001437,-0.00078,0.015913,-0.004663,0.011111,-0.004293,-0.005507,-0.005169,0.003731,9,0.996718,0.999124,0.995707,0.556641,0.930303,0.872923,0.836991,0.025,0.0,1.36,0.0
37,-0.015039,-0.012718,0.015893,-0.006531,0.021034,-0.00681,-0.005337,-0.004293,-0.010746,8,0.986555,0.997483,0.99319,0.556359,0.926744,0.861632,0.837087,0.025,0.0,1.37,0.0
38,-0.022401,-0.020359,-0.023502,-0.009388,0.001518,-0.010455,-0.005543,-0.00681,-0.015591,7,0.990966,0.996355,0.989545,0.564739,0.927734,0.866541,0.837063,0.025,0.0,1.38,0.0
39,0.000614,-0.001967,-0.004104,-0.007587,0.005584,-0.007873,-0.006231,-0.010455,0.011069,6,0.993216,0.997418,0.992127,0.556948,0.928027,0.870017,0.837055,0.025,0.0,1.39,0.0
40,-0.011368,-0.009433,-0.007685,-0.008268,0.004275,-0.008686,-0.006461,-0.007873,-0.003496,5,0.994833,0.999186,0.991314,0.551567,0.929193,0.872975,0.837024,0.025,0.0,1.4,0.0
41,-0.00401,-0.001709,-0.008472,-0.007501,0.000224,-0.0076,-0.006772,-0.008686,0.004677,4,0.998867,0.998914,0.9924,0.560574,0.930902,0.875514,0.836972,0.025,0.0,1.41,0.0
42,-0.019328,-0.015334,0.006704,-0.00963,0.019879,-0.010319,-0.006888,-0.0076,-0.011728,3,0.984922,0.997281,0.989681,0.557474,0.925892,0.859893,0.837106,0.025,0.0,1.42,0.0
43,-0.016576,-0.012764,-0.021957,-0.01088,0.000837,-0.011767,-0.007368,-0.010319,-0.006257,2,0.993214,0.998552,0.988233,0.562214,0.929621,0.869426,0.837011,0.025,0.0,1.43,0.0
44,0.01001,-0.001862,0.012048,-0.00712,0.01144,-0.006739,-0.007984,-0.011767,0.021776,1,0.980517,0.994972,0.993261,0.556711,0.924814,0.856668,0.837129,0.025,0.0,1.44,0.0
45,0.003382,-0.002198,0.018811,-0.00523,0.003305,-0.004407,-0.00781,-0.006739,0.010121,11,0.993863,0.997668,0.995593,0.570489,0.931417,0.867959,0.836955,0.025,0.0,1.45,0.0
46,-0.015474,-0.010013,0.001765,-0.007074,0.016167,-0.006951,-0.007333,-0.004407,-0.011067,10,0.985838,0.997456,0.993049,0.561592,0.927907,0.860348,0.837058,0.025,0.0,1.46,0.0
47,-0.007885,-0.0056,0.000261,-0.00722,0.007324,-0.007166,-0.00728,-0.006951,-0.000933,9,0.994736,0.999786,0.992834,0.549548,0.929657,0.872957,0.83701,0.025,0.0,1.47,0.0
48,-0.016727,-0.01546,0.019904,-0.008931,0.02333,-0.009355,-0.007264,-0.007166,-0.009561,8,0.986643,0.997811,0.990645,0.553258,0.925748,0.862126,0.837109,0.025,0.0,1.48,0.0
49,0.007961,-0.001584,-0.003123,-0.00589,0.016833,-0.005398,-0.007557,-0.009355,0.017316,7,0.981831,0.996044,0.994602,0.556368,0.925772,0.85741,0.837109,0.025,0.0,1.49,0.0
50,-0.021455,-0.013116,0.005677,-0.008692,0.025174,-0.009059,-0.007254,-0.005398,-0.016056,6,0.978648,0.996339,0.990941,0.564983,0.925656,0.851331,0.837111,0.025,0.0,1.5,0.0
51,-0.018356,-0.015156,-0.004754,-0.010432,0.011574,-0.011174,-0.007507,-0.009059,-0.009297,5,0.989031,0.997885,0.988826,0.555911,0.926942,0.865342,0.837082,0.025,0.0,1.51,0.0
52,-0.007826,-0.012114,-0.001898,-0.009962,0.001017,-0.010414,-0.008021,-0.011174,0.003349,4,0.996673,0.99924,0.989586,0.556038,0.929803,0.874223,0.837006,0.025,0.0,1.52,0.0
53,-0.007203,-0.009242,0.020724,-0.009466,0.014582,-0.009687,-0.008356,-0.010414,0.003211,3,0.996588,0.999273,0.990313,0.556892,0.928793,0.872322,0.837035,0.025,0.0,1.53,0.0
54,-0.00737,-0.006454,-0.001758,-0.009089,0.004344,-0.009163,-0.008542,-0.009687,0.002316,2,0.997647,0.999476,0.990837,0.555245,0.929941,0.874972,0.837002,0.025,0.0,1.54,0.0
55,-0.001426,-0.005952,0.005329,-0.007709,0.000775,-0.007418,-0.008629,-0.009163,0.007737,1,0.994534,0.998254,0.992582,0.569395,0.931406,0.869174,0.836956,0.025,0.0,1.55,0.0
56,-0.004258,-0.007116,-0.002668,-0.007088,0.002094,-0.006706,-0.008459,-0.007418,0.00316,11,0.996873,0.999289,0.993294,0.557341,0.93087,0.874007,0.836973,0.025,0.0,1.56,0.0
57,-0.005759,-0.004216,0.002059,-0.006849,0.006336,-0.006493,-0.008214,-0.006706,0.000948,10,0.996396,0.999787,0.993507,0.555635,0.930835,0.873396,0.836974,0.025,0.0,1.57,0.0
58,-0.000999,-0.004046,0.004616,-0.005796,0.000118,-0.005262,-0.007973,-0.006493,0.005495,9,0.996425,0.998768,0.994738,0.555833,0.930579,0.874128,0.836982,0.025,0.0,1.58,0.0
59,0.00741,-0.002087,0.000854,-0.003419,0.014064,-0.002427,-0.007593,-0.005262,0.012672,8,0.984078,0.997166,0.997573,0.554112,0.927719,0.860486,0.837063,0.025,0.0,1.59,0.0
60,0.00404,-0.000288,0.024329,-0.002076,0.007557,-0.000984,-0.00687,-0.002427,0.006467,7,0.997066,0.998556,0.999016,0.557851,0.930949,0.873432,0.836971,0.025,0.0,1.6,0.0
61,0.00018,0.003535,-0.020385,-0.00167,0.00876,-0.000725,-0.006046,-0.000984,0.001163,6,0.999031,0.999741,0.999275,0.552328,0.931482,0.876468,0.836953,0.025,0.0,1.61,0.0
62,-0.005188,-0.003426,0.001282,-0.002303,0.005761,-0.001716,-0.005301,-0.000725,-0.004463,5,0.995031,0.999008,0.998284,0.559681,0.931757,0.871209,0.836944,0.025,0.0,1.62,0.0
63,-0.006389,0.000281,-0.017329,-0.003039,0.00055,-0.002753,-0.004799,-0.001716,-0.004672,4,0.993046,0.998964,0.997247,0.560241,0.932048,0.869727,0.836934,0.025,0.0,1.63,0.0
64,-0.004659,-0.007953,-0.017448,-0.00333,0.011188,-0.003174,-0.004513,-0.002753,-0.001906,3,0.994998,0.999578,0.996826,0.554816,0.930802,0.871596,0.836975,0.025,0.0,1.64,0.0
65,-0.008804,-0.006673,-0.014986,-0.004316,0.001436,-0.004417,-0.004325,-0.003174,-0.00563,2,0.996343,0.998757,0.995583,0.553449,0.930271,0.874412,0.836992,0.025,0.0,1.65,0.0
66,0.002678,-0.000694,-0.006868,-0.003057,0.009324,-0.002854,-0.004338,-0.004417,0.007095,1,0.992194,0.998437,0.997146,0.553303,0.929461,0.869349,0.837016,0.025,0.0,1.66,0.0
67,-0.006291,-0.004791,-0.001533,-0.003639,0.004454,-0.00361,-0.00413,-0.002854,-0.003436,11,0.995748,0.999245,0.99639,0.558516,0.931516,0.87234,0.836952,0.025,0.0,1.67,0.0
68,0.001073,-0.0019,0.012029,-0.002791,0.003403,-0.002582,-0.004058,-0.00361,0.004683,10,0.997578,0.998973,0.997418,0.556439,0.931235,0.874753,0.836961,0.025,0.0,1.68,0.0
69,0.00089,-0.003609,0.022027,-0.002128,0.007883,-0.001822,-0.003851,-0.002582,0.003472,9,0.998333,0.99924,0.998178,0.552082,0.930646,0.875929,0.83698,0.025,0.0,1.69,0.0
70,-0.01558,-0.013173,0.021427,-0.004549,0.024772,-0.004827,-0.003567,-0.001822,-0.013757,8,0.984334,0.996995,0.995173,0.556994,0.926212,0.858823,0.837099,0.025,0.0,1.7,0.0
71,-0.007201,-0.003555,-0.009593,-0.005027,0.002454,-0.005344,-0.003743,-0.004827,-0.002374,7,0.995038,0.999483,0.994656,0.562554,0.932172,0.870982,0.83693,0.025,0.0,1.71,0.0
72,-0.006053,-0.003877,-0.012156,-0.005211,0.001341,-0.005498,-0.003968,-0.005344,-0.000709,6,0.997949,0.999846,0.994502,0.553874,0.931384,0.875936,0.836957,0.025,0.0,1.72,0.0
73,-0.014349,-0.008012,0.006014,-0.006856,0.018977,-0.007419,-0.004182,-0.005498,-0.00885,5,0.984945,0.99808,0.992581,0.554842,0.927128,0.860602,0.837078,0.025,0.0,1.73,0.0
74,-0.003027,-0.003669,0.002719,-0.006167,0.002764,-0.006468,-0.004635,-0.007419,0.004392,4,0.998638,0.999049,0.993532,0.559478,0.930865,0.875221,0.836973,0.025,0.0,1.74,0.0
75,-0.020216,-0.015415,0.006009,-0.008696,0.020856,-0.009438,-0.004892,-0.006468,-0.013748,3,0.983334,0.99703,0.990562,0.558775,0.925731,0.857901,0.83711,0.025,0.0,1.75,0.0
76,0.00337,6.7e-05,0.004235,-0.006524,0.003004,-0.006677,-0.005528,-0.009438,0.012808,2,0.992719,0.99724,0.993323,0.553075,0.927602,0.870682,0.837066,0.025,0.0,1.76,0.0
77,-0.018755,-0.016876,-0.002593,-0.008725,0.011701,-0.009274,-0.005689,-0.006677,-0.012077,1,0.989119,0.997403,0.990726,0.561009,0.927468,0.864293,0.83707,0.025,0.0,1.77,0.0
78,-0.001462,-0.006758,0.016297,-0.007418,0.005007,-0.007598,-0.006191,-0.009274,0.007812,11,0.995935,0.998324,0.992402,0.563015,0.929987,0.871471,0.837,0.025,0.0,1.78,0.0
79,-0.009817,-0.005662,-0.013163,-0.00785,0.002425,-0.008073,-0.006388,-0.007598,-0.002219,10,0.994423,0.999525,0.991927,0.556118,0.930571,0.871786,0.836983,0.025,0.0,1.79,0.0
80,0.001656,-0.003043,-0.013376,-0.006139,0.014033,-0.005995,-0.006624,-0.008073,0.00973,9,0.989075,0.997922,0.994005,0.557776,0.928195,0.864681,0.837051,0.025,0.0,1.8,0.0
81,0.001492,-0.003123,0.012305,-0.004765,0.001566,-0.004399,-0.006536,-0.005995,0.007487,8,0.994954,0.998404,0.995601,0.549062,0.929127,0.873972,0.837025,0.025,0.0,1.81,0.0
82,-0.00779,-0.002535,0.005413,-0.00531,0.013528,-0.00512,-0.006237,-0.004399,-0.003391,7,0.989899,0.999279,0.99488,0.562149,0.930795,0.864603,0.836976,0.025,0.0,1.82,0.0
83,0.00739,0.009914,-0.034241,-0.003024,0.022286,-0.002466,-0.00608,-0.00512,0.01251,6,0.989962,0.997346,0.997534,0.555732,0.927217,0.865027,0.837076,0.025,0.0,1.83,0.0
84,-0.012793,-0.006596,0.004282,-0.004782,0.016856,-0.004652,-0.005574,-0.002466,-0.010327,5,0.985592,0.997814,0.995348,0.552617,0.927323,0.861994,0.837073,0.025,0.0,1.84,0.0
85,-0.003394,-0.006886,-0.006364,-0.004532,0.005507,-0.004387,-0.005445,-0.004652,0.001259,4,0.995725,0.999734,0.995613,0.564241,0.932657,0.870932,0.836913,0.025,0.0,1.85,0.0
86,0.00546,0.000924,0.006939,-0.002734,0.003951,-0.002312,-0.005297,-0.004387,0.009846,3,0.992034,0.997925,0.997688,0.563847,0.931012,0.867514,0.836969,0.025,0.0,1.86,0.0
87,0.009278,0.006476,-0.008189,-0.000572,0.013469,0.000125,-0.004879,-0.002312,0.011589,2,0.989126,0.997563,0.999875,0.562024,0.929877,0.863865,0.837004,0.025,0.0,1.87,0.0
88,-0.007099,0.004531,-0.018806,-0.001747,0.005381,-0.00139,-0.004179,0.000125,-0.007224,1,0.987117,0.998485,0.99861,0.546906,0.929251,0.866152,0.837022,0.025,0.0,1.88,0.0
89,-0.013729,-0.011194,0.002152,-0.003903,0.012233,-0.003973,-0.003788,-0.00139,-0.012338,11,0.989046,0.997418,0.996027,0.552365,0.927396,0.866057,0.837071,0.025,0.0,1.89,0.0
90,-0.018457,-0.009881,-0.006796,-0.006523,0.016145,-0.006997,-0.003814,-0.003973,-0.014485,10,0.982243,0.996976,0.993003,0.566606,0.927823,0.855653,0.837061,0.025,0.0,1.9,0.0
91,0.008388,-0.000175,-0.01186,-0.003839,0.021283,-0.003792,-0.00426,-0.006997,0.015385,9,0.98154,0.996795,0.996208,0.557822,0.926559,0.856265,0.837091,0.025,0.0,1.91,0.0
92,-0.000267,-0.004575,0.016689,-0.003196,0.005578,-0.003059,-0.004194,-0.003792,0.003525,8,0.997837,0.999267,0.996941,0.557582,0.93139,0.8745,0.836956,0.025,0.0,1.92,0.0
93,-0.010371,-0.004048,-0.001929,-0.004488,0.011809,-0.004575,-0.004035,-0.003059,-0.007311,7,0.988287,0.998484,0.995425,0.560319,0.929806,0.863599,0.837006,0.025,0.0,1.93,0.0
94,0.00613,0.005164,-0.011344,-0.002576,0.011515,-0.002361,-0.004111,-0.004575,0.010705,6,0.991749,0.997785,0.997639,0.554952,0.928696,0.868278,0.837037,0.025,0.0,1.94,0.0
95,-0.002051,-6.4e-05,-0.019157,-0.002482,0.008144,-0.002297,-0.003866,-0.002361,0.00031,5,0.99884,0.999936,0.997703,0.554882,0.931763,0.875789,0.836944,0.025,0.0,1.95,0.0
96,0.002668,-0.001043,0.003554,-0.001555,0.003427,-0.001274,-0.003646,-0.002297,0.004965,4,0.994494,0.998978,0.998726,0.551117,0.930707,0.872837,0.836978,0.025,0.0,1.96,0.0
97,-0.003202,0.001472,-0.015132,-0.001851,0.002172,-0.00167,-0.003314,-0.001274,-0.001928,3,0.996499,0.999604,0.99833,0.564499,0.933536,0.872048,0.836881,0.025,0.0,1.97,0.0
98,-0.00798,-0.00447,-0.002692,-0.002955,0.006916,-0.002964,-0.003084,-0.00167,-0.006309,2,0.992489,0.998707,0.997036,0.564282,0.93156,0.867517,0.836951,0.025,0.0,1.98,0.0
99,-0.003568,-0.002203,-0.001647,-0.003065,0.002608,-0.003087,-0.003067,-0.002964,-0.000604,1,0.997562,0.999876,0.996913,0.558896,0.932644,0.874292,0.836914,0.025,0.0,1.99,0.0
100,-0.004988,-0.004694,-0.010923,-0.003411,0.003247,-0.003475,-0.00307,-0.003087,-0.001901,11,0.999586,0.999612,0.996525,0.561803,0.93258,0.8756,0.836916,0.025,0.0,2.0,0.0
101,-0.023378,-0.015355,0.032618,-0.007005,0.042155,-0.007526,-0.003127,-0.003475,-0.019903,10,0.97186,0.995949,0.992474,0.55881,0.922529,0.843863,0.837168,0.025,0.0,2.01,0.0
102,-0.002129,-0.003766,-0.013875,-0.006127,0.008794,-0.00643,-0.003743,-0.007526,0.005397,9,0.99469,0.998904,0.99357,0.560152,0.930128,0.870402,0.836996,0.025,0.0,2.02,0.0
103,0.003595,-0.000348,-0.011015,-0.004377,0.012972,-0.004399,-0.004119,-0.00643,0.010025,8,0.989657,0.997969,0.995601,0.561423,0.929202,0.864588,0.837023,0.025,0.0,2.03,0.0
104,-0.009625,-0.008555,-0.007343,-0.005322,0.002511,-0.005455,-0.004158,-0.004399,-0.005226,7,0.995782,0.998944,0.994545,0.561277,0.931215,0.872,0.836962,0.025,0.0,2.04,0.0
105,0.006589,-0.000775,-0.002198,-0.003178,0.013128,-0.003027,-0.00434,-0.005455,0.012045,6,0.986234,0.997572,0.996973,0.557077,0.928355,0.862102,0.837047,0.025,0.0,2.05,0.0
106,-0.019,-0.015422,0.008665,-0.006026,0.020415,-0.006239,-0.004156,-0.003027,-0.015973,5,0.983911,0.996788,0.993761,0.55483,0.925465,0.859399,0.837115,0.025,0.0,2.06,0.0
107,-0.013463,-0.010781,0.004113,-0.007365,0.013406,-0.007689,-0.004448,-0.006239,-0.007224,4,0.989969,0.998551,0.992311,0.553309,0.927854,0.866632,0.83706,0.025,0.0,2.07,0.0
108,-0.00857,-0.007032,0.000308,-0.007582,0.006968,-0.007865,-0.004901,-0.007689,-0.000882,3,0.995282,0.999824,0.992135,0.55886,0.930937,0.871497,0.836971,0.025,0.0,2.08,0.0
109,-0.007201,-0.006899,-0.007608,-0.007513,7.8e-05,-0.007733,-0.005316,-0.007865,0.000665,2,0.999033,0.999867,0.992267,0.547992,0.930085,0.878466,0.836997,0.025,0.0,2.09,0.0
110,-0.003943,-0.007736,0.010188,-0.00687,0.004434,-0.006978,-0.005655,-0.007733,0.00379,1,0.997996,0.999245,0.993022,0.561793,0.931097,0.873869,0.836966,0.025,0.0,2.1,0.0
111,0.012938,0.007877,-0.01634,-0.003305,0.022964,-0.00302,-0.00584,-0.006978,0.019915,11,0.981627,0.996042,0.99698,0.557461,0.925397,0.85623,0.837117,0.025,0.0,2.11,0.0
112,-0.001549,-0.001735,-0.005231,-0.002989,0.002408,-0.002728,-0.005445,-0.00302,0.001471,10,0.998816,0.999708,0.997272,0.554008,0.931796,0.876645,0.836943,0.025,0.0,2.12,0.0
113,0.002721,-0.001477,9.3e-05,-0.001961,0.006054,-0.001651,-0.005065,-0.002728,0.005449,9,0.993124,0.998922,0.998349,0.563339,0.93207,0.868463,0.836934,0.025,0.0,2.13,0.0
114,0.00597,0.003507,-0.007683,-0.000534,0.010819,-0.000147,-0.004587,-0.001651,0.007621,8,0.991767,0.998497,0.999853,0.55673,0.930416,0.867989,0.836987,0.025,0.0,2.14,0.0
115,0.00039,-0.005144,-0.008474,-0.000367,0.011222,-4.2e-05,-0.003965,-0.000147,0.000538,7,0.992095,0.999894,0.999958,0.561788,0.932996,0.867156,0.836901,0.025,0.0,2.15,0.0
116,0.001473,0.000604,-0.011137,-3.6e-05,0.008494,0.000256,-0.003416,-4.2e-05,0.001515,6,0.995924,0.999703,0.999744,0.552921,0.931633,0.873262,0.836948,0.025,0.0,2.16,0.0
117,0.009118,0.006696,-0.002549,0.001612,0.009584,0.001991,-0.002902,0.000256,0.008862,5,0.991484,0.998264,0.998009,0.560959,0.930394,0.866923,0.836988,0.025,0.0,2.17,0.0
118,0.004064,0.004032,0.015044,0.002053,0.006554,0.002396,-0.002217,0.001991,0.002073,4,0.998937,0.999595,0.997604,0.55735,0.931812,0.875533,0.836942,0.025,0.0,2.18,0.0
119,0.013145,0.003449,0.014071,0.00405,0.009787,0.004491,-0.001571,0.002396,0.010749,3,0.985228,0.997905,0.995509,0.556917,0.928658,0.861532,0.837038,0.025,0.0,2.19,0.0
120,-0.017295,-0.006003,0.003626,0.000208,0.024597,0.000256,-0.000722,0.004491,-0.021786,2,0.975631,0.995765,0.999744,0.564276,0.92649,0.848539,0.837093,0.025,0.0,2.2,0.0
121,0.010597,0.004061,0.006698,0.002078,0.009312,0.002261,-0.000585,0.000256,0.010341,1,0.988076,0.997995,0.997739,0.561969,0.930129,0.863326,0.836996,0.025,0.0,2.21,0.0
122,0.007721,0.003886,-0.019807,0.003094,0.020608,0.003317,-0.000187,0.002261,0.005459,11,0.987934,0.998944,0.996683,0.552313,0.928548,0.863952,0.837041,0.025,0.0,2.22,0.0
123,0.017734,0.013582,0.000527,0.005729,0.014753,0.006099,0.000304,0.003317,0.014417,10,0.985948,0.997218,0.993901,0.568441,0.928548,0.85912,0.837041,0.025,0.0,2.23,0.0
124,0.000779,0.002108,-0.003079,0.004838,0.000896,0.005075,0.001115,0.006099,-0.005321,9,0.997986,0.998976,0.994925,0.552925,0.930209,0.876235,0.836994,0.025,0.0,2.24,0.0
125,-0.004031,-0.000286,-0.009734,0.003241,0.000572,0.003327,0.00167,0.005075,-0.009106,8,0.994132,0.998252,0.996673,0.560701,0.930871,0.87071,0.836973,0.025,0.0,2.25,0.0
126,0.016184,0.011454,-0.010063,0.005571,0.020793,0.005789,0.001902,0.003327,0.012857,7,0.984157,0.997538,0.994211,0.563926,0.927752,0.857597,0.837062,0.025,0.0,2.26,0.0
127,0.001172,0.005334,0.005409,0.004779,0.006981,0.004907,0.002446,0.005789,-0.004617,6,0.993579,0.999118,0.995093,0.554747,0.930099,0.870697,0.836997,0.025,0.0,2.27,0.0
128,-0.007275,0.00062,0.013106,0.00261,0.020649,0.002586,0.00279,0.004907,-0.012182,5,0.983229,0.997679,0.997414,0.553974,0.927252,0.858877,0.837075,0.025,0.0,2.28,0.0
129,0.002387,-0.000774,0.021632,0.00257,0.008175,0.002548,0.002762,0.002586,-0.000199,4,0.999465,0.999962,0.997452,0.555827,0.931869,0.876202,0.83694,0.025,0.0,2.29,0.0
130,-0.011112,-0.002586,-0.004483,0.000107,0.013073,-4.2e-05,0.002732,0.002548,-0.01366,3,0.984419,0.99741,0.999958,0.553706,0.928229,0.861035,0.83705,0.025,0.0,2.3,0.0
