cycle,delta,anomaly,alert
87,0.002214,0.004283,False
88,0.002143,0.004234,False
89,0.006816,0.013405,False
90,0.002707,0.006365,False
91,0.002903,0.004321,False
92,0.00098,0.005226,False
93,0.0013,0.002136,False
94,0.002523,0.008628,False
95,0.001277,0.003449,False
96,0.004087,0.009065,False
97,0.000455,0.003192,False
98,0.003003,0.007693,False
99,0.000188,0.002855,False
100,0.003023,0.008237,False
101,9.7e-05,0.000333,False
102,0.001822,0.004029,False
103,0.002275,0.005943,False
104,0.006635,0.01228,False
105,0.001873,0.003058,False
106,0.000163,0.000681,False
107,0.002201,0.007066,False
108,0.005458,0.008124,False
109,0.001076,0.001725,False
110,0.001488,0.004971,False
111,0.002417,0.008449,False
112,0.001079,0.002946,False
113,0.004322,0.008507,False
114,0.002105,0.004106,False
115,0.004699,0.008173,False
116,0.000552,0.003356,False
117,0.000887,0.003014,False
118,0.000933,0.002536,False
119,0.00074,0.001457,False
120,0.00016,0.002087,False
121,0.002924,0.004472,False
122,0.001793,0.006819,False
123,0.004077,0.009234,False
124,0.002372,0.003631,False
125,0.00672,0.014447,False
126,0.001144,0.002471,False
127,0.001534,0.003808,False
128,0.002091,0.005125,False
129,0.001105,0.001915,False
130,3e-05,0.005237,False
131,0.001783,0.004062,False
132,0.00413,0.010456,False
133,0.000307,0.002949,False
134,8.5e-05,0.001447,False
135,0.001178,0.004598,False
136,0.000382,0.0014,False
137,0.002637,0.00366,False
138,0.000513,0.001154,False
139,0.000131,0.000339,False
140,0.000966,0.001774,False
141,0.000293,0.000584,False
142,0.000198,0.001378,False
143,0.001687,0.003452,False
144,0.002379,0.003359,False
145,0.00229,0.003909,False
146,0.000659,0.0012,False
147,0.000462,0.001225,False
148,0.000829,0.002851,False
149,0.001125,0.003662,False
150,0.001566,0.002797,False
151,0.000516,0.000724,False
152,0.000134,0.00105,False
153,0.000316,0.003238,False
154,0.001383,0.002738,False
155,0.00182,0.005671,False
156,0.001035,0.002325,False
157,0.000376,0.001118,False
158,0.0001,0.000798,False
159,6.7e-05,0.002231,False
160,0.001049,0.001892,False
161,0.000828,0.002781,False
162,0.000696,0.003592,False
163,0.000375,0.000843,False
164,0.001289,0.002534,False
165,0.001153,0.00301,False
166,5.9e-05,0.00089,False
167,0.003959,0.011599,False
168,0.003229,0.005208,False
169,0.004809,0.011248,False
170,0.000457,0.000897,False
171,0.003563,0.007935,False
172,0.002932,0.005789,False
173,0.001565,0.00298,False
174,0.000215,0.000693,False
175,0.001271,0.002429,False
176,0.000971,0.00444,False
177,0.002955,0.00474,False
178,0.001,0.002399,False
179,1.2e-05,0.000757,False
180,0.00234,0.004138,False
181,0.000769,0.003052,False
182,8.9e-05,0.002006,False
183,0.000112,0.001203,False
184,0.000361,0.001697,False
185,0.00137,0.002976,False
186,0.002076,0.005368,False
187,0.003399,0.008146,False
188,0.002011,0.005277,False
189,0.002699,0.007026,False
190,0.001444,0.005058,False
191,0.001409,0.004968,False
192,0.000424,0.001276,False
193,0.000497,0.001555,False
194,0.001957,0.005837,False
195,0.000299,0.001482,False
196,0.004267,0.008978,False
197,0.003899,0.007763,False
198,0.002037,0.003032,False
199,0.001512,0.003254,False
200,0.000284,0.0026,False
201,0.001304,0.004978,False
202,0.001922,0.004169,False
203,0.000297,0.002771,False
204,0.002366,0.006404,False
205,0.002312,0.004508,False
206,0.000646,0.002169,False
207,0.000431,0.001228,False
208,0.000763,0.001621,False
209,8.5e-05,0.001008,False
210,0.000474,0.00093,False
211,0.005101,0.010345,False
212,0.001371,0.004372,False
213,0.000896,0.002439,False
214,0.00231,0.003899,False
215,0.001541,0.003499,False
216,0.00234,0.006357,False
217,0.004076,0.011259,False
218,0.000412,0.001154,False
219,0.00146,0.005434,False
220,0.001679,0.003526,False
