cycle,delta,anomaly,alert
137,0.000995,0.003018,False
138,6.8e-05,0.00092,False
139,0.000487,0.001514,False
140,0.002039,0.004858,False
141,0.000404,0.000844,False
142,0.001785,0.003483,False
143,0.001736,0.004311,False
144,0.003915,0.011088,False
145,0.005142,0.014315,False
146,0.002773,0.009548,False
147,4.3e-05,0.000321,False
148,0.001459,0.002688,False
149,0.001679,0.004632,False
150,0.001728,0.004012,False
151,0.000469,0.001929,False
152,0.000857,0.001669,False
153,0.002881,0.008528,False
154,0.002063,0.006217,False
155,0.001615,0.003818,False
156,3.7e-05,0.000334,False
157,0.000753,0.001808,False
158,0.000736,0.001792,False
159,0.000708,0.003498,False
160,0.000432,0.001828,False
161,0.001109,0.003664,False
162,0.001036,0.004382,False
163,0.000337,0.001306,False
164,0.000486,0.001303,False
165,0.000309,0.001006,False
166,0.000278,0.002103,False
167,0.002079,0.009478,False
168,0.001482,0.003651,False
169,0.002777,0.008875,False
170,0.000934,0.002764,False
171,0.002739,0.00893,False
172,0.001154,0.003768,False
173,0.000354,0.000818,False
174,0.000458,0.001524,False
175,0.000267,0.002243,False
176,0.000208,0.002218,False
177,0.001928,0.003932,False
178,0.001116,0.002574,False
179,0.00104,0.002444,False
180,0.001703,0.004045,False
181,0.001186,0.003859,False
182,0.000666,0.002833,False
183,0.000206,0.003549,False
184,0.000366,0.00233,False
185,9.5e-05,0.001363,False
186,0.001879,0.00559,False
187,0.002108,0.005958,False
188,0.001294,0.005045,False
189,0.000985,0.005359,False
190,0.000733,0.003175,False
191,0.000908,0.006191,False
192,0.00036,0.001112,False
193,0.000281,0.001472,False
194,0.001811,0.006831,False
195,0.000506,0.002493,False
196,0.002573,0.007009,False
197,0.002894,0.008961,False
198,0.000298,0.000844,False
199,0.000208,0.000915,False
200,9.6e-05,0.00189,False
201,0.000223,0.004365,False
202,0.001358,0.004753,False
203,0.000232,0.001434,False
204,0.001928,0.004955,False
205,0.000952,0.00454,False
206,5e-05,0.001828,False
207,0.000377,0.001272,False
208,0.000586,0.002283,False
209,0.000197,0.000929,False
210,0.000122,0.002419,False
211,0.002793,0.010097,False
212,0.001426,0.005914,False
213,0.001003,0.004384,False
214,0.001204,0.00376,False
215,0.000767,0.002406,False
216,0.001692,0.005467,False
217,0.002101,0.007691,False
218,0.000823,0.002201,False
219,0.000485,0.002992,False
220,0.001105,0.004624,False
