cycle,self_state,stability,adaptive_score,rigidity,truth_load,bridge_load,shadow_load,correction,ledger_warning_input,noise,contradiction,pressure,drift
33,0.008171,0.943506,0.836412,0.807402,0.00205,0.000111,0.00042,0.006822,0.002796,0.02,0,1,0
34,0.006673,0.943685,0.836402,0.812457,0.002127,0.000443,0.00047,-0.005948,0.002814,0.02,0,1,0
35,0.005306,0.943731,0.8364,0.808126,0.002229,0.004682,0.000462,-0.00543,0.002811,0.02,0,1,0
36,0.005649,0.945655,0.836285,0.81091,0.002328,0.00148,0.000559,0.001363,0.002772,0.02,0,1,0
37,0.004128,0.944273,0.836368,0.806683,0.002385,0.006051,0.000607,-0.006036,0.002727,0.02,0,1,0
38,0.0021,0.944148,0.836375,0.808326,0.002439,0.001802,0.000525,-0.008052,0.002674,0.02,0,1,0
39,0.00105,0.944765,0.836339,0.809378,0.00249,0.005663,0.000471,-0.004169,0.002665,0.02,0,1,0
40,-7.9e-05,0.945271,0.836309,0.806815,0.002506,0.006116,0.000395,-0.004485,0.002641,0.02,0,1,0
41,0.001316,0.944169,0.836374,0.805312,0.002569,0.013884,0.000199,0.005538,0.002645,0.02,0,1,0
42,0.00362,0.943775,0.836397,0.805446,0.002731,0.005574,0.000136,0.009149,0.002652,0.02,0,1,0
43,0.006415,0.94132,0.836532,0.79339,0.002908,0.026013,4.1e-05,0.011096,0.002679,0.02,0,1,0
44,0.005421,0.943708,0.836401,0.814666,0.003055,9.6e-05,0.000167,-0.00395,0.002704,0.02,0,1,0
45,0.006315,0.943881,0.836391,0.812217,0.003166,0.002781,0.000104,0.003552,0.002802,0.02,0,1,0
46,0.006762,0.943945,0.836387,0.812169,0.003317,0.00437,7e-05,0.001775,0.002878,0.02,0,1,0
47,0.004786,0.943784,0.836396,0.81021,0.003387,0.001586,0.000156,-0.007845,0.002922,0.02,0,1,0
48,0.00481,0.944726,0.836341,0.814198,0.003404,0.003942,9.4e-05,9.5e-05,0.002946,0.02,0,1,0
49,0.004447,0.944388,0.836361,0.812358,0.003383,0.00565,5.1e-05,-0.001441,0.002967,0.02,0,1,0
50,0.002731,0.943804,0.836395,0.811327,0.003311,0.003747,0.000168,-0.006816,0.0029,0.02,0,1,0
51,0.002768,0.946348,0.836242,0.811067,0.003245,0.000498,0.000179,0.00015,0.002837,0.02,0,1,0
52,0.006592,0.940448,0.836577,0.798365,0.00327,0.017339,0.000165,0.015182,0.002796,0.02,0,1,0
53,0.004283,0.943395,0.836419,0.808543,0.003273,0.002251,6.1e-05,-0.00917,0.002734,0.02,0,1,0
54,0.004676,0.945143,0.836316,0.809705,0.003277,0.001794,8e-05,0.001562,0.002772,0.02,0,1,0
55,0.004975,0.944975,0.836326,0.810138,0.003319,0.006359,5.1e-05,0.001186,0.002804,0.02,0,1,0
56,0.001086,0.941261,0.836535,0.799448,0.003265,0.018697,0.000137,-0.015439,0.002804,0.02,0,1,0
57,0.003417,0.944096,0.836378,0.805865,0.003237,0.00479,0.00027,0.009255,0.002793,0.02,0,1,0
58,0.003176,0.946103,0.836258,0.809276,0.003171,0.00338,0.000353,-0.000956,0.002854,0.02,0,1,0
59,0.003005,0.945436,0.836299,0.811356,0.003024,0.007121,0.000304,-0.000679,0.002896,0.02,0,1,0
60,0.004125,0.94406,0.83638,0.810523,0.002952,0.00523,0.000236,0.004445,0.002894,0.02,0,1,0
61,0.00243,0.944298,0.836367,0.811661,0.002799,0.0048,0.000261,-0.006728,0.002812,0.02,0,1,0
62,0.002818,0.946064,0.83626,0.811672,0.00267,0.003297,0.000333,0.00154,0.002759,0.02,0,1,0
63,0.000726,0.944193,0.836373,0.808046,0.002518,0.003328,0.000301,-0.008306,0.002734,0.02,0,1,0
64,0.002318,0.944424,0.836359,0.81058,0.002439,4e-05,0.000393,0.006321,0.002711,0.02,0,1,0
65,0.00162,0.944387,0.836361,0.806412,0.002362,0.011977,0.000558,-0.002772,0.002699,0.02,0,1,0
66,-0.000343,0.943907,0.836389,0.801935,0.002343,0.01261,0.000674,-0.007793,0.002704,0.02,0,1,0
67,-0.001056,0.945495,0.836295,0.809294,0.002269,0.002905,0.000693,-0.002829,0.002729,0.02,0,1,0
68,-0.001376,0.945061,0.836321,0.811293,0.002075,0.008179,0.000815,-0.001273,0.002774,0.02,0,1,0
69,-0.000384,0.945446,0.836298,0.809474,0.001936,0.005163,0.000861,0.003941,0.002827,0.02,0,1,0
70,8.6e-05,0.946121,0.836256,0.811005,0.001816,0.001843,0.000919,0.001863,0.002797,0.02,0,1,0
71,-0.00224,0.9431,0.836435,0.800003,0.001619,0.015727,0.000996,-0.009236,0.002761,0.02,0,1,0
72,-0.002983,0.944068,0.83638,0.805913,0.001529,0.011481,0.001085,-0.002951,0.002736,0.02,0,1,0
73,-0.000355,0.944374,0.836362,0.807099,0.001479,0.007212,0.001091,0.010438,0.00277,0.02,0,1,0
74,-0.001499,0.944724,0.836341,0.807686,0.001385,0.007246,0.00109,-0.004544,0.002735,0.02,0,1,0
75,-0.001653,0.945504,0.836295,0.80941,0.001295,0.009078,0.00118,-0.000613,0.002719,0.02,0,1,0
76,-0.000172,0.945379,0.836302,0.809132,0.001228,0.008924,0.001077,0.005882,0.00273,0.02,0,1,0
77,-0.00037,0.946071,0.83626,0.813794,0.001212,0.002511,0.000941,-0.000787,0.002745,0.02,0,1,0
78,-0.002763,0.94164,0.836515,0.803608,0.001109,0.012275,0.000801,-0.009501,0.002773,0.02,0,1,0
79,-0.002042,0.945334,0.836305,0.810394,0.001064,0.008397,0.000546,0.002864,0.002769,0.02,0,1,0
80,-0.001686,0.94605,0.836261,0.812133,0.000995,0.004391,0.000213,0.001412,0.002817,0.02,0,1,0
81,0.000715,0.943619,0.836406,0.80491,0.000953,0.010162,6.3e-05,0.009535,0.002847,0.02,0,1,0
82,0.000172,0.945846,0.836274,0.81243,0.00091,0.006651,0.000396,-0.002157,0.002862,0.02,0,1,0
83,0.001624,0.945738,0.83628,0.81139,0.000972,0.001842,0.000631,0.005764,0.002894,0.02,0,1,0
84,-4.8e-05,0.944837,0.836335,0.811206,0.000995,0.002663,0.000793,-0.006638,0.002885,0.02,0,1,0
85,0.00015,0.945718,0.836281,0.812812,0.001034,0.005443,0.000983,0.000786,0.002885,0.02,0,1,0
86,0.001173,0.945719,0.836281,0.811368,0.001098,0.002352,0.001105,0.004062,0.002894,0.02,0,1,0
87,0.00289,0.945236,0.836311,0.808302,0.001243,0.000831,0.001015,0.00682,0.00289,0.02,0,1,0
88,0.000892,0.943859,0.836392,0.806131,0.001351,0.006913,0.000973,-0.007936,0.002897,0.02,0,1,0
89,0.005814,0.940089,0.836596,0.796421,0.001464,0.014842,0.000846,0.019544,0.002859,0.02,0,1,0
90,0.008129,0.941941,0.836499,0.803891,0.00164,0.005326,0.000551,0.009191,0.002838,0.02,0,1,0
91,0.00658,0.944292,0.836367,0.810691,0.00183,0.00267,0.000298,-0.00615,0.002872,0.02,0,1,0
92,0.006766,0.944022,0.836383,0.806678,0.00197,0.01426,0.000267,0.000741,0.002911,0.02,0,1,0
93,0.006892,0.945413,0.8363,0.811583,0.002153,0.004302,8.5e-05,0.000498,0.002947,0.02,0,1,0
94,0.004287,0.941455,0.836525,0.800328,0.002311,0.022324,0.000275,-0.010345,0.002967,0.02,0,1,0
95,0.002784,0.943762,0.836398,0.810552,0.00242,0.003232,0.000502,-0.005966,0.002984,0.02,0,1,0
96,-0.000532,0.942329,0.836478,0.800244,0.002414,0.016131,0.000715,-0.013166,0.003022,0.02,0,1,0
97,-0.001465,0.9452,0.836313,0.811488,0.002315,0.005047,0.000791,-0.003703,0.003052,0.02,0,1,0
98,0.001465,0.942192,0.836486,0.801808,0.002297,0.01378,0.000812,0.011631,0.003149,0.02,0,1,0
99,0.001943,0.944785,0.836338,0.808105,0.002247,0.01114,0.000937,0.001901,0.003194,0.02,0,1,0
100,0.003494,0.943204,0.83643,0.803524,0.002306,0.016385,0.000879,0.006158,0.003283,0.02,0,1,0
101,0.003348,0.945035,0.836323,0.814169,0.002349,0.002528,0.000764,-0.000578,0.003361,0.02,0,1,0
102,0.002772,0.945305,0.836307,0.812536,0.00238,0.00101,0.000649,-0.002288,0.003453,0.02,0,1,0
103,0.00094,0.944439,0.836358,0.806402,0.00235,0.007065,0.000552,-0.007276,0.003519,0.02,0,1,0
104,0.006061,0.939944,0.836603,0.798935,0.00248,0.010474,0.000618,0.020337,0.003561,0.02,0,1,0
105,0.00504,0.944577,0.83635,0.81198,0.002475,0.005688,0.000796,-0.004057,0.003609,0.02,0,1,0
106,0.003812,0.94396,0.836386,0.812504,0.00237,0.005277,0.00085,-0.004873,0.003702,0.02,0,1,0
107,0.00592,0.942401,0.836474,0.802512,0.002336,0.013877,0.000834,0.008369,0.003696,0.02,0,1,0
108,0.001941,0.942904,0.836446,0.803012,0.002216,0.004631,0.000666,-0.015801,0.003676,0.02,0,1,0
109,0.002822,0.945046,0.836322,0.810565,0.002095,0.003458,0.000552,0.003499,0.003695,0.02,0,1,0
110,0.003878,0.943906,0.836389,0.806398,0.002079,0.011248,0.000392,0.004194,0.003746,0.02,0,1,0
111,0.005411,0.942532,0.836467,0.798007,0.002098,0.021072,0.000156,0.006087,0.003798,0.02,0,1,0
112,0.004179,0.944356,0.836363,0.811773,0.002145,0.006692,0.000114,-0.004894,0.003792,0.02,0,1,0
113,0.001266,0.943003,0.836441,0.804414,0.002208,0.01028,0.000101,-0.011568,0.003826,0.02,0,1,0
114,0.00236,0.945168,0.836315,0.807348,0.002204,0.005305,0.00012,0.004346,0.0038,0.02,0,1,0
115,0.005454,0.941423,0.836527,0.805093,0.002234,0.009077,0.000181,0.012285,0.003819,0.02,0,1,0
116,0.005469,0.945096,0.836319,0.812315,0.002268,0.004872,0.000171,5.9e-05,0.003785,0.02,0,1,0
117,0.005653,0.945421,0.8363,0.813292,0.002303,0.001085,0.000201,0.000731,0.003792,0.02,0,1,0
118,0.006133,0.94487,0.836333,0.809858,0.00235,0.002231,0.000283,0.001905,0.003747,0.02,0,1,0
119,0.006874,0.944878,0.836332,0.809212,0.002444,3.5e-05,0.000486,0.002946,0.003706,0.02,0,1,0
120,0.008163,0.943533,0.836411,0.806607,0.002487,0.005738,0.00069,0.005116,0.003675,0.02,0,1,0
121,0.005321,0.943014,0.83644,0.810207,0.002498,0.000971,0.000732,-0.011286,0.003617,0.02,0,1,0
122,0.006155,0.94353,0.836411,0.802845,0.00255,0.010972,0.000791,0.003315,0.003502,0.02,0,1,0
123,0.008664,0.941252,0.836536,0.803165,0.002599,0.011593,0.000839,0.00996,0.003427,0.02,0,1,0
124,0.006509,0.943375,0.83642,0.810276,0.002698,0.005783,0.000697,-0.008554,0.003374,0.02,0,1,0
125,0.000679,0.939298,0.836635,0.794959,0.002648,0.016466,0.0005,-0.023152,0.003332,0.02,0,1,0
126,0.000323,0.946178,0.836253,0.8093,0.002507,0.002641,0.00041,-0.001412,0.003274,0.02,0,1,0
127,0.001255,0.946361,0.836241,0.812242,0.002393,0.000396,0.000348,0.003698,0.003332,0.02,0,1,0
128,0.002772,0.943847,0.836393,0.806747,0.002365,0.008608,0.000276,0.006026,0.003348,0.02,0,1,0
129,0.004068,0.944541,0.836352,0.81084,0.002437,0.001324,0.00028,0.005144,0.003305,0.02,0,1,0
130,0.000293,0.942869,0.836448,0.799886,0.002457,0.007728,0.000117,-0.014987,0.00328,0.02,0,1,0
131,0.001804,0.944369,0.836362,0.805549,0.002408,0.010365,4.1e-05,0.006,0.003216,0.02,0,1,0
132,0.005826,0.940529,0.836573,0.794698,0.002405,0.019079,0.000119,0.015969,0.003211,0.02,0,1,0
133,0.006239,0.944684,0.836344,0.808813,0.002395,0.004074,0.000117,0.001641,0.003185,0.02,0,1,0
134,0.003985,0.943896,0.83639,0.805617,0.002307,0.006406,0.000124,-0.008951,0.003257,0.02,0,1,0
135,0.001335,0.943063,0.836437,0.802501,0.002169,0.012752,8.4e-05,-0.010525,0.003324,0.02,0,1,0
136,0.002365,0.94476,0.836339,0.809675,0.001972,0.00338,6e-06,0.004092,0.003414,0.02,0,1,0
137,0.00133,0.945509,0.836294,0.810457,0.001857,0.005201,0.000126,-0.00411,0.003543,0.02,0,1,0
138,0.001365,0.946433,0.836237,0.812255,0.001793,0.002915,0.000301,0.000138,0.003635,0.02,0,1,0
139,0.000915,0.945623,0.836287,0.813552,0.001623,0.002358,0.000383,-0.001786,0.003689,0.02,0,1,0
140,-0.001223,0.944072,0.83638,0.807978,0.001389,0.005062,0.000462,-0.008489,0.003701,0.02,0,1,0
141,-0.001466,0.946569,0.836228,0.812603,0.001248,7.1e-05,0.000542,-0.000964,0.003658,0.02,0,1,0
142,0.000659,0.945635,0.836287,0.807476,0.001233,0.001215,0.000488,0.008437,0.003621,0.02,0,1,0
143,-0.001239,0.944885,0.836332,0.806907,0.001145,0.004842,0.000491,-0.007537,0.003471,0.02,0,1,0
144,0.003222,0.940415,0.836579,0.794635,0.0011,0.017045,0.000399,0.017715,0.003374,0.02,0,1,0
145,-0.00264,0.939158,0.836641,0.788011,0.00092,0.021399,0.000446,-0.02328,0.003321,0.02,0,1,0
146,0.000697,0.942765,0.836454,0.79495,0.00082,0.018572,0.000477,0.013251,0.003343,0.02,0,1,0
147,0.000704,0.946615,0.836226,0.812676,0.000722,0.000474,0.000514,2.8e-05,0.003475,0.02,0,1,0
148,0.002323,0.944875,0.836333,0.804538,0.000501,0.000371,0.000272,0.00643,0.003599,0.02,0,1,0
149,0.004097,0.944128,0.836377,0.807023,0.000355,0.006789,8.4e-05,0.007044,0.003654,0.02,0,1,0
150,0.001981,0.943984,0.836385,0.809931,0.000207,0.003968,4.3e-05,-0.008399,0.00362,0.02,0,1,0
151,0.002505,0.945938,0.836268,0.811939,0.000154,0.004363,6.7e-05,0.002079,0.00362,0.02,0,1,0
152,0.003416,0.945914,0.836269,0.810593,0.000139,0.000497,0.000174,0.003619,0.003612,0.02,0,1,0
153,0.006574,0.941656,0.836514,0.798007,0.000177,0.013584,0.000329,0.012539,0.003554,0.02,0,1,0
154,0.003947,0.942523,0.836467,0.802097,0.000202,0.009975,0.00039,-0.010434,0.003501,0.02,0,1,0
155,0.005746,0.942916,0.836446,0.8051,0.000286,0.003253,0.000633,0.007146,0.003509,0.02,0,1,0
156,0.005539,0.944728,0.836341,0.811791,0.00043,0.000162,0.000895,-0.000821,0.003571,0.02,0,1,0
157,0.004564,0.944552,0.836352,0.813085,0.000556,0.000755,0.001135,-0.003873,0.003643,0.02,0,1,0
158,0.003696,0.945624,0.836287,0.812455,0.000596,0.000626,0.001316,-0.003449,0.003662,0.02,0,1,0
159,0.002899,0.944598,0.836349,0.811451,0.000662,0.007644,0.001305,-0.003164,0.003691,0.02,0,1,0
160,0.002461,0.946192,0.836252,0.812214,0.000672,0.003006,0.001221,-0.001741,0.003695,0.02,0,1,0
161,0.00125,0.945146,0.836316,0.808815,0.000747,0.005581,0.001163,-0.004807,0.003691,0.02,0,1,0
162,0.000201,0.945728,0.836281,0.81091,0.000754,0.009205,0.000916,-0.004168,0.003596,0.02,0,1,0
163,0.00076,0.945781,0.836278,0.810387,0.000734,0.00195,0.000859,0.00222,0.003417,0.02,0,1,0
164,0.000304,0.947488,0.83617,0.810526,0.000779,0.000981,0.000744,-0.001813,0.003218,0.02,0,1,0
165,6.7e-05,0.945436,0.836299,0.814913,0.000722,0.001148,0.000658,-0.000939,0.003072,0.02,0,1,0
166,0.000501,0.945974,0.836266,0.812982,0.000727,0.005705,0.000709,0.001724,0.00294,0.02,0,1,0
167,0.003013,0.941419,0.836527,0.798528,0.000727,0.022308,0.000589,0.009973,0.002799,0.02,0,1,0
168,0.001146,0.944172,0.836374,0.808282,0.000705,0.003629,0.000249,-0.007414,0.002667,0.02,0,1,0
169,0.004487,0.941366,0.83653,0.79585,0.000639,0.015241,0.000113,0.013268,0.002633,0.02,0,1,0
170,0.005392,0.944539,0.836352,0.811567,0.000634,0.004247,1.4e-05,0.003592,0.002627,0.02,0,1,0
171,0.00193,0.942142,0.836488,0.800331,0.000533,0.015714,4.2e-05,-0.013744,0.002629,0.02,0,1,0
172,0.003375,0.944584,0.83635,0.809737,0.000505,0.00651,0.000132,0.005735,0.00259,0.02,0,1,0
173,0.002886,0.946083,0.836259,0.813143,0.000526,0.000495,0.000187,-0.001942,0.002611,0.02,0,1,0
174,0.003429,0.945027,0.836323,0.813951,0.000616,0.002573,0.000162,0.002159,0.002659,0.02,0,1,0
175,0.003053,0.944809,0.836336,0.813314,0.000755,0.006711,0.000303,-0.001496,0.002687,0.02,0,1,0
176,0.002792,0.94623,0.83625,0.809435,0.000857,0.006852,0.000486,-0.001034,0.002707,0.02,0,1,0
177,0.00047,0.944221,0.836371,0.809,0.000935,0.000748,0.000736,-0.009221,0.002712,0.02,0,1,0
178,0.001999,0.945025,0.836324,0.811009,0.001103,0.001177,0.000853,0.006069,0.00272,0.02,0,1,0
179,0.003264,0.944848,0.836334,0.810348,0.001328,0.001199,0.00085,0.005026,0.002732,0.02,0,1,0
180,0.001122,0.944061,0.83638,0.809671,0.001487,0.002497,0.001003,-0.008508,0.00273,0.02,0,1,0
181,-0.000213,0.945029,0.836323,0.808571,0.001616,0.005496,0.001089,-0.0053,0.002737,0.02,0,1,0
182,-0.000861,0.944937,0.836329,0.812462,0.001713,0.005059,0.001287,-0.002574,0.002773,0.02,0,1,0
183,-0.000416,0.944943,0.836328,0.811148,0.001755,0.011454,0.00119,0.001767,0.002829,0.02,0,1,0
184,-0.000746,0.945909,0.83627,0.811877,0.00178,0.005317,0.001246,-0.00131,0.002876,0.02,0,1,0
185,-0.000738,0.945995,0.836264,0.811132,0.001724,0.003461,0.001262,3.1e-05,0.00286,0.02,0,1,0
186,-0.002955,0.943433,0.836417,0.804109,0.001544,0.006844,0.001327,-0.008804,0.00283,0.02,0,1,0
187,-6.2e-05,0.944168,0.836374,0.80308,0.001488,0.006604,0.001264,0.011487,0.002732,0.02,0,1,0
188,-0.001696,0.94422,0.836371,0.806567,0.001331,0.009215,0.001139,-0.006488,0.002682,0.02,0,1,0
189,-0.002794,0.944069,0.83638,0.80626,0.001147,0.013043,0.000898,-0.00436,0.002615,0.02,0,1,0
190,-0.003519,0.945412,0.8363,0.804841,0.000937,0.006329,0.000778,-0.002878,0.002574,0.02,0,1,0
191,-0.00216,0.944916,0.83633,0.803234,0.000731,0.016941,0.000884,0.005396,0.002579,0.02,0,1,0
192,-0.002549,0.946365,0.836241,0.811135,0.000527,0.000717,0.000976,-0.001546,0.002596,0.02,0,1,0
193,-0.002806,0.945793,0.836277,0.813106,0.000359,0.002636,0.001095,-0.001018,0.002649,0.02,0,1,0
194,-0.004999,0.942429,0.836473,0.803032,7.4e-05,0.012235,0.001155,-0.008709,0.00268,0.02,0,1,0
195,-0.005381,0.945151,0.836316,0.810296,0.000298,0.004923,0.001151,-0.001517,0.002679,0.02,0,1,0
196,-0.001854,0.942772,0.836454,0.803864,0.000552,0.007081,0.001055,0.014004,0.002714,0.02,0,1,0
197,0.001776,0.943297,0.836424,0.798242,0.000665,0.012493,0.000917,0.014416,0.002738,0.02,0,1,0
198,0.001061,0.946585,0.836227,0.811469,0.000736,0.000246,0.000833,-0.00284,0.002788,0.02,0,1,0
199,0.001141,0.946526,0.836231,0.811889,0.000827,0.0014,0.000667,0.000318,0.002878,0.02,0,1,0
200,0.000841,0.946163,0.836254,0.810221,0.00094,0.006237,0.000608,-0.001191,0.002939,0.02,0,1,0
201,0.000441,0.945163,0.836315,0.802776,0.000946,0.0153,0.000445,-0.001589,0.002959,0.02,0,1,0
202,-0.001394,0.944006,0.836384,0.805903,0.000932,0.008046,0.000337,-0.007287,0.002975,0.02,0,1,0
203,-0.001001,0.94623,0.83625,0.810343,0.000925,0.003694,0.000252,0.001563,0.003019,0.02,0,1,0
204,0.001548,0.944502,0.836355,0.805143,0.000798,0.004545,8.5e-05,0.01012,0.003048,0.02,0,1,0
205,0.002613,0.945228,0.836311,0.803188,0.000656,0.010564,3e-05,0.004228,0.003025,0.02,0,1,0
206,0.002443,0.945995,0.836264,0.812097,0.00056,0.006613,0.000266,-0.000676,0.003008,0.02,0,1,0
207,0.002772,0.946421,0.836238,0.809263,0.00051,0.001563,0.000497,0.00131,0.002986,0.02,0,1,0
208,0.001826,0.944444,0.836358,0.814386,0.00048,0.003675,0.000754,-0.003758,0.002959,0.02,0,1,0
209,0.001501,0.946161,0.836254,0.813117,0.000445,0.001143,0.000967,-0.001292,0.002887,0.02,0,1,0
210,0.001634,0.94542,0.8363,0.810926,0.000313,0.007671,0.001001,0.000528,0.002844,0.02,0,1,0
211,0.005326,0.941282,0.836534,0.796405,6.2e-05,0.016883,0.001023,0.014664,0.002807,0.02,0,1,0
212,0.006872,0.943334,0.836422,0.801783,0.000151,0.011089,0.001054,0.006136,0.002735,0.02,0,1,0
213,0.005115,0.94327,0.836426,0.810796,0.000217,0.008471,0.000938,-0.006976,0.002755,0.02,0,1,0
214,0.003302,0.944224,0.836371,0.808924,0.000245,0.00443,0.000832,-0.007198,0.002749,0.02,0,1,0
215,0.002237,0.945118,0.836318,0.808619,0.000307,0.002699,0.000679,-0.004231,0.002708,0.02,0,1,0
216,0.004597,0.942702,0.836458,0.804197,0.00044,0.007417,0.000654,0.00937,0.002701,0.02,0,1,0
217,0.001552,0.942968,0.836443,0.799962,0.000474,0.012983,0.000617,-0.012089,0.002713,0.02,0,1,0
218,0.000563,0.945232,0.836311,0.813869,0.000469,0.001471,0.000597,-0.003927,0.002756,0.02,0,1,0
219,0.001414,0.944294,0.836367,0.80892,0.000436,0.007449,0.000548,0.003379,0.002826,0.02,0,1,0
220,0.003004,0.942952,0.836444,0.807492,0.000369,0.00891,0.000496,0.006313,0.002855,0.02,0,1,0
