cycle,self_state,stability,adaptive_score,rigidity,truth_load,bridge_load,shadow_load,correction,ledger_warning_input,noise,contradiction,pressure,drift
170,-0.001546,0.860735,0.83428,0.795002,0.000706,0.21267,0.036821,0.049567,0.049627,0.465,1.02,3.04,0.85
171,-0.013073,0.868093,0.835025,0.821564,0.00207,0.029973,0.036876,-0.076233,0.04957,0.4675,1.026,3.052,0.855
172,0.02003,0.831997,0.830335,0.857098,0.002628,0.152345,0.041843,0.219915,0.050012,0.47,1.032,3.064,0.86
173,0.009697,0.89647,0.836882,0.76573,0.00355,0.025584,0.041554,-0.068906,0.050372,0.4725,1.038,3.076,0.865
174,0.007851,0.873802,0.835528,0.794185,0.005571,0.368537,0.030533,-0.012338,0.051227,0.475,1.044,3.088,0.87
175,-0.003858,0.890916,0.836645,0.847402,0.008737,0.057704,0.01907,-0.078424,0.051273,0.4775,1.05,3.1,0.875
176,-0.022233,0.843293,0.832083,0.744699,0.012445,0.397245,0.005236,-0.123296,0.051676,0.48,1.056,3.112,0.88
177,-0.023425,0.879834,0.835988,0.730263,0.013686,0.38774,0.001217,-0.008025,0.051241,0.4825,1.062,3.124,0.885
178,-0.00488,0.895116,0.83683,0.817216,0.014931,0.033285,0.001613,0.125328,0.05192,0.485,1.068,3.136,0.89
179,0.010882,0.897842,0.836931,0.796753,0.015348,0.073632,0.003172,0.106978,0.052989,0.4875,1.074,3.148,0.895
180,0.007221,0.888425,0.836519,0.842751,0.014583,0.139779,0.0007,-0.024943,0.053421,0.49,1.08,3.16,0.9
181,0.003829,0.867933,0.83501,0.887324,0.014827,0.110299,0.00058,-0.023194,0.053176,0.4925,1.086,3.172,0.905
182,0.00531,0.87438,0.835575,0.906482,0.015215,0.015386,0.002136,0.010169,0.053008,0.495,1.092,3.184,0.91
183,4.9e-05,0.867193,0.83494,0.815319,0.01589,0.106811,0.003599,-0.036258,0.051988,0.4975,1.098,3.196,0.915
184,-0.01505,0.887067,0.836445,0.841159,0.017082,0.011605,0.002505,-0.104436,0.050934,0.5,1.1,3.208,0.92
185,-0.020807,0.900391,0.837012,0.806925,0.017753,0.063406,0.00555,-0.039992,0.050156,0.5025,1.1,3.22,0.925
186,-0.039434,0.885955,0.836381,0.769714,0.018855,0.087859,0.008701,-0.129927,0.049502,0.505,1.1,3.232,0.93
187,-0.044918,0.913941,0.837224,0.742192,0.020668,0.093562,0.010387,-0.038405,0.048808,0.5075,1.1,3.244,0.935
188,-0.034343,0.887012,0.836442,0.738019,0.023361,0.163747,0.009331,0.074325,0.048179,0.51,1.1,3.256,0.94
189,-0.032481,0.918703,0.837211,0.830094,0.025174,0.013342,0.007571,0.013137,0.047629,0.5125,1.1,3.268,0.945
190,-0.032141,0.900074,0.837002,0.846387,0.026499,0.085149,0.009207,0.002407,0.046644,0.515,1.1,3.28,0.95
191,-0.039554,0.864816,0.834707,0.808065,0.026243,0.373637,0.001555,-0.052645,0.045561,0.5175,1.1,3.292,0.955
192,-0.048899,0.826439,0.823497,0.845964,0.025519,0.402741,0.012986,-0.066728,0.043975,0.52,1.1,3.304,0.96
193,-0.069291,0.79055,0.759363,0.858148,0.025986,0.465991,0.0365,-0.146658,0.043289,0.5225,1.1,3.316,0.965
194,-0.081721,0.836748,0.831102,0.832499,0.027146,0.030934,0.056649,-0.089996,0.042575,0.525,1.1,3.328,0.97
195,-0.086674,0.85267,0.83334,0.786883,0.02926,0.105581,0.070405,-0.036082,0.042725,0.5275,1.1,3.34,0.975
196,-0.070658,0.845991,0.832463,0.802216,0.032009,0.319893,0.072264,0.117171,0.042839,0.53,1.1,3.352,0.98
197,-0.047996,0.838436,0.831363,0.803259,0.034201,0.338115,0.066158,0.166317,0.042913,0.5325,1.1,3.364,0.985
198,-0.043578,0.846041,0.83247,0.699606,0.035717,0.487085,0.068889,0.032578,0.043845,0.535,1.1,3.376,0.99
199,-0.046909,0.87575,0.835684,0.750492,0.035399,0.140552,0.073698,-0.02469,0.04573,0.5375,1.1,3.388,0.995
200,-0.050918,0.818305,0.808734,0.758921,0.033281,0.644983,0.091501,-0.029939,0.048524,0.54,1.1,3.4,1.0
201,-0.020581,0.832751,0.83046,0.773751,0.030591,0.326566,0.097548,0.227825,0.050953,0.5425,1.1,3.412,1.0
202,-0.014915,0.834605,0.830762,0.791277,0.026749,0.436192,0.108196,0.042835,0.054268,0.545,1.1,3.424,1.0
203,-0.004857,0.848823,0.832846,0.853649,0.022853,0.231704,0.104639,0.076391,0.058473,0.5475,1.1,3.436,1.0
204,0.003865,0.836436,0.831053,0.880854,0.02015,0.243417,0.095241,0.066507,0.062806,0.55,1.1,3.448,1.0
205,0.009058,0.850909,0.833117,0.810955,0.01785,0.288842,0.083005,0.039743,0.067245,0.5525,1.1,3.46,1.0
206,0.012441,0.8582,0.833999,0.802655,0.01663,0.393894,0.061322,0.025944,0.071393,0.555,1.1,3.472,1.0
207,0.015122,0.883007,0.836201,0.795824,0.015816,0.368657,0.035773,0.02059,0.075928,0.5575,1.1,3.484,1.0
208,0.018066,0.902122,0.837059,0.756263,0.014244,0.022754,0.012214,0.022666,0.080655,0.56,1.1,3.496,1.0
209,0.017422,0.890864,0.836642,0.881468,0.013131,0.009776,0.005134,-0.004975,0.084303,0.5625,1.1,3.508,1.0
210,0.024813,0.865439,0.834769,0.826225,0.011742,0.03821,0.019573,0.057515,0.085837,0.565,1.1,3.52,1.0
211,0.053697,0.828518,0.827289,0.706152,0.008582,0.478636,0.040536,0.22643,0.084989,0.5675,1.1,3.532,1.0
212,0.06686,0.873985,0.835543,0.76209,0.004975,0.218821,0.059809,0.103924,0.083989,0.57,1.1,3.544,1.0
213,0.050493,0.814542,0.80195,0.817713,0.001183,0.388295,0.0615,-0.129867,0.084712,0.5725,1.1,3.556,1.0
214,0.048133,0.854875,0.83361,0.839945,0.002349,0.162851,0.05773,-0.018796,0.084846,0.575,1.1,3.568,1.0
215,0.036356,0.845464,0.83239,0.902264,0.004284,0.053142,0.053131,-0.094172,0.085048,0.5775,1.1,3.58,1.0
