cycle,self_state,stability,adaptive_score,rigidity,truth_load,bridge_load,shadow_load,correction,ledger_warning_input,noise,contradiction,pressure,drift
98,0.002004,0.941313,0.836533,0.798902,0.002863,0.017225,0.001009,0.013696,0.003823,0.025,0,1.98,0
99,0.002481,0.944266,0.836369,0.806667,0.002797,0.013926,0.001163,0.002335,0.003883,0.025,0,1.99,0
100,0.004041,0.942434,0.836472,0.800918,0.002866,0.020481,0.001088,0.007653,0.003993,0.025,0,2.0,0
101,0.003954,0.944672,0.836345,0.814278,0.002918,0.003159,0.000945,-0.000428,0.00409,0.025,0,2.01,0
102,0.003409,0.944974,0.836327,0.812204,0.002953,0.001263,0.000801,-0.002686,0.004205,0.025,0,2.02,0
103,0.001573,0.943842,0.836393,0.804516,0.002913,0.008832,0.000679,-0.009072,0.004286,0.025,0,2.03,0
104,0.006628,0.938796,0.836659,0.795251,0.003073,0.013092,0.000762,0.025036,0.004337,0.025,0,2.04,0
105,0.005776,0.944331,0.836365,0.811654,0.003066,0.00711,0.000986,-0.00423,0.004395,0.025,0,2.05,0
106,0.004618,0.943386,0.836419,0.812115,0.002932,0.006597,0.001053,-0.005764,0.004506,0.025,0,2.06,0
107,0.006721,0.941535,0.836521,0.799661,0.002889,0.017346,0.001034,0.010493,0.004496,0.025,0,2.07,0
108,0.002875,0.942166,0.836487,0.800372,0.002739,0.005789,0.000824,-0.019235,0.004464,0.025,0,2.08,0
109,0.003647,0.944707,0.836342,0.809831,0.002588,0.004322,0.000681,0.003871,0.004486,0.025,0,2.09,0
110,0.004672,0.943268,0.836426,0.804514,0.002569,0.01406,0.00048,0.005151,0.004541,0.025,0,2.1,0
111,0.006204,0.94162,0.836516,0.793996,0.002595,0.02634,0.000184,0.007715,0.004594,0.025,0,2.11,0
112,0.005078,0.943905,0.83639,0.811311,0.002655,0.008365,0.000133,-0.005684,0.004579,0.025,0,2.12,0
113,0.002228,0.942087,0.836491,0.802018,0.002735,0.01285,0.000117,-0.014422,0.004616,0.025,0,2.13,0
114,0.003177,0.944877,0.836332,0.805816,0.00273,0.006631,0.000139,0.00481,0.004577,0.025,0,2.14,0
115,0.006164,0.940428,0.836578,0.802885,0.002767,0.011347,0.000215,0.015194,0.004591,0.025,0,2.15,0
116,0.006289,0.944624,0.836347,0.811795,0.002809,0.00609,0.000205,0.000634,0.004543,0.025,0,2.16,0
117,0.006542,0.945077,0.83632,0.813201,0.002852,0.001357,0.000245,0.001293,0.004544,0.025,0,2.17,0
118,0.007077,0.944427,0.836359,0.808788,0.002909,0.002789,0.000349,0.00274,0.004484,0.025,0,2.18,0
119,0.007873,0.944472,0.836356,0.807973,0.003025,4.4e-05,0.000604,0.004092,0.004434,0.025,0,2.19,0
120,0.009197,0.942883,0.836448,0.804712,0.003077,0.007173,0.000861,0.006818,0.004396,0.025,0,2.2,0
121,0.006606,0.942403,0.836474,0.809372,0.003089,0.001213,0.000915,-0.013376,0.004328,0.025,0,2.21,0
122,0.007368,0.942836,0.83645,0.800141,0.00315,0.013716,0.000988,0.003944,0.004195,0.025,0,2.22,0
123,0.009802,0.940192,0.83659,0.800439,0.00321,0.014492,0.001047,0.012623,0.004107,0.025,0,2.23,0
124,0.007893,0.942853,0.836449,0.809485,0.00333,0.007229,0.000871,-0.009923,0.004046,0.025,0,2.24,0
125,0.002352,0.937525,0.836718,0.790179,0.003265,0.020582,0.000623,-0.028881,0.003998,0.025,0,2.25,0
126,0.001744,0.945421,0.8363,0.80842,0.003087,0.003301,0.000506,-0.003178,0.00393,0.025,0,2.26,0
127,0.002422,0.946328,0.836244,0.811984,0.002943,0.000495,0.000423,0.003552,0.004,0.025,0,2.27,0
128,0.003736,0.943264,0.836426,0.805011,0.002908,0.01076,0.000331,0.006897,0.004025,0.025,0,2.28,0
129,0.004927,0.944106,0.836378,0.810048,0.002998,0.001655,0.000335,0.006274,0.003973,0.025,0,2.29,0
130,0.001419,0.941972,0.836498,0.796422,0.003025,0.00966,0.000132,-0.018517,0.003941,0.025,0,2.3,0
131,0.002661,0.943944,0.836387,0.803616,0.002965,0.012957,6.6e-05,0.006572,0.003861,0.025,0,2.31,0
132,0.006372,0.939493,0.836625,0.789881,0.002963,0.023849,0.000163,0.019687,0.003852,0.025,0,2.32,0
133,0.00692,0.944149,0.836375,0.80735,0.002953,0.005092,0.000157,0.002912,0.003818,0.025,0,2.33,0
134,0.004957,0.943468,0.836415,0.803636,0.002846,0.008007,0.000162,-0.010463,0.003898,0.025,0,2.34,0
135,0.002486,0.942126,0.836489,0.799595,0.002675,0.01594,0.00011,-0.013211,0.003976,0.025,0,2.35,0
136,0.003306,0.944369,0.836362,0.808737,0.002431,0.004225,1.3e-05,0.004392,0.004077,0.025,0,2.36,0
137,0.002311,0.945046,0.836322,0.809581,0.002292,0.006501,0.000162,-0.005347,0.004224,0.025,0,2.37,0
138,0.002243,0.946143,0.836255,0.811763,0.002216,0.003644,0.000382,-0.000363,0.004325,0.025,0,2.38,0
139,0.001756,0.94511,0.836318,0.813414,0.002009,0.002947,0.000485,-0.002629,0.004387,0.025,0,2.39,0
140,-0.000283,0.943699,0.836401,0.806431,0.001723,0.006328,0.000584,-0.011047,0.0044,0.025,0,2.4,0
141,-0.000687,0.946519,0.836232,0.812123,0.001553,8.8e-05,0.000685,-0.002194,0.004347,0.025,0,2.41,0
142,0.001098,0.945594,0.836289,0.805958,0.001541,0.001519,0.000619,0.009723,0.004306,0.025,0,2.42,0
143,-0.000638,0.944707,0.836342,0.805189,0.001438,0.006053,0.000621,-0.009476,0.004131,0.025,0,2.43,0
144,0.003277,0.939475,0.836626,0.789911,0.001387,0.021306,0.000505,0.021422,0.004011,0.025,0,2.44,0
145,-0.001865,0.938203,0.836687,0.78173,0.001168,0.026749,0.000559,-0.028216,0.003949,0.025,0,2.45,0
146,0.000908,0.942272,0.836481,0.790443,0.001047,0.023215,0.000598,0.015258,0.003974,0.025,0,2.46,0
147,0.000951,0.946466,0.836235,0.81245,0.00093,0.000592,0.000641,0.000237,0.004129,0.025,0,2.47,0
148,0.00241,0.944583,0.83635,0.802186,0.000658,0.000463,0.000337,0.008071,0.004272,0.025,0,2.48,0
149,0.004089,0.943686,0.836402,0.805198,0.000478,0.008486,9.8e-05,0.009311,0.004337,0.025,0,2.49,0
150,0.002361,0.943638,0.836405,0.809075,0.000297,0.004959,6.6e-05,-0.009608,0.004296,0.025,0,2.5,0
151,0.00283,0.94578,0.836278,0.811471,0.000234,0.005453,9.9e-05,0.002616,0.004293,0.025,0,2.51,0
152,0.003687,0.945794,0.836277,0.809717,0.000218,0.000622,0.000235,0.004789,0.00428,0.025,0,2.52,0
153,0.006568,0.940867,0.836556,0.793949,0.000267,0.01698,0.00043,0.016149,0.004208,0.025,0,2.53,0
154,0.004505,0.942038,0.836494,0.799363,0.000299,0.012469,0.000509,-0.011597,0.004144,0.025,0,2.54,0
155,0.00612,0.942252,0.836482,0.802925,0.000403,0.004066,0.000813,0.009106,0.004155,0.025,0,2.55,0
156,0.006083,0.944526,0.836353,0.811125,0.000581,0.000203,0.001142,-0.000208,0.004224,0.025,0,2.56,0
157,0.00533,0.944232,0.83637,0.812814,0.000735,0.000943,0.001442,-0.00427,0.004305,0.025,0,2.57,0
158,0.004594,0.945392,0.836301,0.812142,0.00078,0.000783,0.001665,-0.004181,0.004318,0.025,0,2.58,0
159,0.003886,0.944007,0.836384,0.810865,0.000857,0.009555,0.001648,-0.004038,0.00434,0.025,0,2.59,0
160,0.003454,0.945891,0.836271,0.811854,0.000862,0.003758,0.00154,-0.002469,0.004338,0.025,0,2.6,0
161,0.002345,0.94457,0.836351,0.807469,0.00095,0.006976,0.001465,-0.00635,0.004328,0.025,0,2.61,0
162,0.001309,0.945141,0.836317,0.810273,0.000952,0.011506,0.001153,-0.005951,0.004215,0.025,0,2.62,0
163,0.001646,0.945559,0.836291,0.809634,0.000921,0.002438,0.001077,0.001939,0.004005,0.025,0,2.63,0
164,0.00116,0.947383,0.836176,0.809624,0.000972,0.001226,0.00093,-0.002805,0.003779,0.025,0,2.64,0
165,0.000851,0.944788,0.836338,0.815074,0.000896,0.001434,0.00082,-0.001789,0.00361,0.025,0,2.65,0
166,0.001129,0.945768,0.836278,0.812812,0.000901,0.007131,0.000883,0.001612,0.003458,0.025,0,2.66,0
167,0.003208,0.940475,0.836576,0.794704,0.000899,0.027885,0.000732,0.012107,0.003297,0.025,0,2.67,0
168,0.001726,0.943725,0.8364,0.807002,0.00087,0.004536,0.000308,-0.008654,0.003146,0.025,0,2.68,0
169,0.004503,0.94061,0.836569,0.791388,0.000787,0.019052,0.000138,0.016259,0.00311,0.025,0,2.69,0
170,0.005437,0.944094,0.836379,0.810772,0.000781,0.005309,1.9e-05,0.005486,0.003103,0.025,0,2.7,0
171,0.002698,0.941453,0.836525,0.79708,0.000653,0.019643,5e-05,-0.01613,0.003102,0.025,0,2.71,0
172,0.003852,0.944282,0.836368,0.808808,0.000619,0.008138,0.000162,0.006815,0.003062,0.025,0,2.72,0
173,0.003498,0.946003,0.836264,0.812991,0.000647,0.000618,0.000231,-0.002099,0.003088,0.025,0,2.73,0
174,0.003956,0.944664,0.836345,0.81396,0.000761,0.003217,0.000199,0.002722,0.003147,0.025,0,2.74,0
175,0.003689,0.944388,0.836361,0.813208,0.000936,0.008389,0.000376,-0.001588,0.003183,0.025,0,2.75,0
176,0.003481,0.946079,0.836259,0.808316,0.001066,0.008565,0.000605,-0.001245,0.003209,0.025,0,2.76,0
177,0.001553,0.94358,0.836408,0.807749,0.001163,0.000935,0.000918,-0.011547,0.003216,0.025,0,2.77,0
178,0.002669,0.944847,0.836334,0.810433,0.001376,0.001471,0.001068,0.006703,0.003226,0.025,0,2.78,0
179,0.003709,0.944533,0.836353,0.809432,0.001657,0.001499,0.001065,0.006267,0.003236,0.025,0,2.79,0
180,0.002006,0.943512,0.836412,0.808669,0.001855,0.003121,0.001257,-0.010293,0.003225,0.025,0,2.8,0
181,0.00082,0.944458,0.836357,0.807118,0.002017,0.006869,0.001367,-0.007187,0.003228,0.025,0,2.81,0
182,0.000154,0.944518,0.836354,0.811963,0.002137,0.006324,0.001618,-0.004046,0.003262,0.025,0,2.82,0
183,0.00036,0.944706,0.836343,0.810326,0.002189,0.014318,0.001498,0.001254,0.003321,0.025,0,2.83,0
184,-6e-06,0.945752,0.836279,0.8113,0.002222,0.006646,0.001569,-0.002236,0.003376,0.025,0,2.84,0
185,-0.000101,0.945807,0.836276,0.810508,0.002153,0.004327,0.001588,-0.000588,0.003354,0.025,0,2.85,0
186,-0.00198,0.943045,0.836438,0.8016,0.001931,0.008555,0.001668,-0.011553,0.003321,0.025,0,2.86,0
187,0.000128,0.94406,0.836381,0.800563,0.001865,0.008256,0.00159,0.013004,0.00321,0.025,0,2.87,0
188,-0.001166,0.943942,0.836387,0.804808,0.001676,0.011519,0.001431,-0.008007,0.003153,0.025,0,2.88,0
189,-0.002151,0.943612,0.836406,0.804242,0.001452,0.016304,0.001128,-0.006111,0.003074,0.025,0,2.89,0
190,-0.002884,0.945222,0.836312,0.802445,0.001196,0.007912,0.000976,-0.004563,0.003026,0.025,0,2.9,0
191,-0.001976,0.944923,0.83633,0.800695,0.000947,0.021177,0.001106,0.005666,0.003038,0.025,0,2.91,0
192,-0.002336,0.94637,0.836241,0.81044,0.000702,0.000896,0.001217,-0.002253,0.003066,0.025,0,2.92,0
193,-0.002617,0.945611,0.836288,0.813036,0.000502,0.003295,0.001363,-0.001767,0.003133,0.025,0,2.93,0
194,-0.004428,0.941828,0.836505,0.800257,0.000155,0.015294,0.001435,-0.011404,0.003174,0.025,0,2.94,0
195,-0.004934,0.944856,0.836334,0.809191,0.0003,0.006154,0.001429,-0.003197,0.00318,0.025,0,2.95,0
196,-0.002361,0.942386,0.836475,0.801481,0.000606,0.008851,0.001307,0.016306,0.003232,0.025,0,2.96,0
197,0.000533,0.943104,0.836435,0.794163,0.000736,0.015616,0.001129,0.018396,0.003274,0.025,0,2.97,0
198,0.000235,0.947138,0.836192,0.811162,0.000815,0.000308,0.001016,-0.0019,0.003341,0.025,0,2.98,0
199,0.000443,0.946451,0.836236,0.811256,0.00092,0.00175,0.000801,0.001327,0.003452,0.025,0,2.99,0
200,0.000347,0.946326,0.836244,0.809178,0.001056,0.007796,0.000722,-0.000612,0.003519,0.025,0,3.0,0
201,0.000124,0.944965,0.836327,0.800051,0.00106,0.019125,0.000515,-0.001437,0.003542,0.025,0,3.01,0
202,-0.001234,0.94368,0.836402,0.803917,0.001041,0.010058,0.000379,-0.008763,0.003556,0.025,0,3.02,0
203,-0.001002,0.946246,0.836249,0.809332,0.001032,0.004618,0.000273,0.001498,0.003601,0.025,0,3.03,0
204,0.000926,0.944447,0.836358,0.802965,0.000874,0.005681,6.7e-05,0.012523,0.003627,0.025,0,3.04,0
205,0.001878,0.945033,0.836323,0.800327,0.000699,0.013205,7.6e-05,0.006202,0.003598,0.025,0,3.05,0
206,0.001928,0.94611,0.836257,0.811829,0.000583,0.008266,0.000371,0.000331,0.003573,0.025,0,3.06,0
207,0.002305,0.946401,0.836239,0.808,0.000526,0.001954,0.000659,0.002469,0.003544,0.025,0,3.07,0
208,0.001719,0.944223,0.836371,0.814661,0.000496,0.004594,0.000979,-0.003853,0.003506,0.025,0,3.08,0
209,0.001522,0.946136,0.836256,0.812905,0.000461,0.001428,0.001244,-0.001302,0.00342,0.025,0,3.09,0
210,0.001644,0.945102,0.836319,0.810172,0.000308,0.009588,0.001283,0.000808,0.003364,0.025,0,3.1,0
211,0.004437,0.940762,0.836561,0.792002,5e-06,0.021104,0.001306,0.01855,0.003313,0.025,0,3.11,0
212,0.005863,0.942823,0.836451,0.798451,0.000248,0.013862,0.001345,0.009496,0.003223,0.025,0,3.12,0
213,0.00486,0.94329,0.836425,0.809735,0.000313,0.010589,0.001199,-0.006702,0.003237,0.025,0,3.13,0
214,0.003656,0.944055,0.836381,0.807719,0.00033,0.005537,0.001063,-0.008073,0.003235,0.025,0,3.14,0
215,0.002889,0.944795,0.836337,0.807233,0.000391,0.003374,0.000866,-0.005159,0.003182,0.025,0,3.15,0
216,0.004581,0.942251,0.836482,0.801849,0.000541,0.009271,0.000827,0.01142,0.003173,0.025,0,3.16,0
217,0.00248,0.942434,0.836472,0.796612,0.00057,0.016228,0.000775,-0.014221,0.003182,0.025,0,3.17,0
218,0.001657,0.94459,0.836349,0.81367,0.00055,0.001839,0.000743,-0.005587,0.00323,0.025,0,3.18,0
219,0.002142,0.943843,0.836393,0.807823,0.000497,0.009311,0.000674,0.003301,0.003305,0.025,0,3.19,0
220,0.003247,0.94234,0.836478,0.80591,0.000403,0.011138,0.000603,0.007557,0.003337,0.025,0,3.2,0
