cycle,self_state,stability,rigidity,adaptive_score,observer_a_trust,observer_a_alert,observer_b_anomaly,observer_b_alert,ledger_warning,previous_hash,hash
34,0.013213,0.938413,0.808945,0.836677,0.773182,False,0.007074,False,0.011421,c1de5e5bd1ae06b41c05eb966309467e28af3500199ec0c6d9cd716ddf6d8af9,abd833bccfd45166eb9e4e012fdb5da23e45d0919f5e844e9f6fa08eef412754
35,0.008905,0.937199,0.791758,0.836732,0.77707,False,0.011016,False,0.011964,abd833bccfd45166eb9e4e012fdb5da23e45d0919f5e844e9f6fa08eef412754,cc4f336f79030909e4f73092508514bb88072b1ef2de83257738ba5d5f3d45ff
36,0.011586,0.942668,0.800773,0.836459,0.776577,False,0.005947,False,0.012416,cc4f336f79030909e4f73092508514bb88072b1ef2de83257738ba5d5f3d45ff,0128db382387c006dfbdb696e886fb79084eb7782f8532e3a03ce09a7921117d
37,0.007131,0.93949,0.784787,0.836625,0.779594,False,0.011937,False,0.012779,0128db382387c006dfbdb696e886fb79084eb7782f8532e3a03ce09a7921117d,7d606615d9eff091bdd3a9b1af9d12a59b24b572a3e90b5b6a97486f75c254dd
38,6.2e-05,0.93812,0.790473,0.83669,0.779408,False,0.012316,False,0.013186,7d606615d9eff091bdd3a9b1af9d12a59b24b572a3e90b5b6a97486f75c254dd,1e325a7782798056345e22478e41af8c9ec4e4951360c6e3e4dec5f8ae13b03c
39,-0.003361,0.938576,0.794417,0.836669,0.778113,False,0.010681,False,0.01351,1e325a7782798056345e22478e41af8c9ec4e4951360c6e3e4dec5f8ae13b03c,1a4e5db40c1672e29275535dd3351044b4d946ba159efef5885f9e26bf8e3d1f
40,-0.007231,0.938737,0.78264,0.836662,0.779749,False,0.01204,False,0.013876,1a4e5db40c1672e29275535dd3351044b4d946ba159efef5885f9e26bf8e3d1f,40a4e77f1965524aadc7c67d064fe5b9d41d185d568bb659291ca1df87f2b90f
41,-0.012489,0.918865,0.756569,0.83721,0.777094,False,0.053778,False,0.013702,40a4e77f1965524aadc7c67d064fe5b9d41d185d568bb659291ca1df87f2b90f,a591212735a63422ec4f576603d7b02df4407f7ebcfd361508f89bc34cc6075f
42,-0.007994,0.937203,0.784164,0.836732,0.778772,False,0.01669,False,0.014113,a591212735a63422ec4f576603d7b02df4407f7ebcfd361508f89bc34cc6075f,e79c3589133a828ce44154b376abdadfcd1c3771a74ec8983d2294b3b09670d1
43,0.007533,0.922205,0.715813,0.837173,0.787396,False,0.046979,False,0.014517,e79c3589133a828ce44154b376abdadfcd1c3771a74ec8983d2294b3b09670d1,69b764c693eae63bc7eaf89343987fbfddb4e23635ac0b40c12ee291afe2b222
44,0.005398,0.936358,0.819101,0.836769,0.772018,False,0.007708,False,0.015267,69b764c693eae63bc7eaf89343987fbfddb4e23635ac0b40c12ee291afe2b222,fd05c1cdb3dedf5473646fb3a5371875d1a248a3ed249611fef2ded4909cfa84
45,0.012296,0.933031,0.802961,0.8369,0.772734,False,0.014113,False,0.015903,fd05c1cdb3dedf5473646fb3a5371875d1a248a3ed249611fef2ded4909cfa84,dd52f942a97a102726f302b4b282b2b9dcffa63d209180ce9601eeec4741aea8
46,0.012206,0.937905,0.802914,0.8367,0.774418,False,0.006474,False,0.016429,dd52f942a97a102726f302b4b282b2b9dcffa63d209180ce9601eeec4741aea8,fe9f486083b670ead2404334118e033fc0f45822d960661095e4668f273c64c6
47,0.005327,0.937347,0.796014,0.836726,0.776985,False,0.012939,False,0.016292,fe9f486083b670ead2404334118e033fc0f45822d960661095e4668f273c64c6,d609c8b88392286bea74d9405f278cf8aa2f78ada2019310fb9661a7e624dbdb
48,0.007464,0.937075,0.81465,0.836738,0.772738,False,0.008793,False,0.016155,d609c8b88392286bea74d9405f278cf8aa2f78ada2019310fb9661a7e624dbdb,b9a123d7af615454701649022b280b0616545d0b98256727d0fa155bb17843b4
49,0.007382,0.938625,0.806084,0.836667,0.774992,False,0.007213,False,0.015755,b9a123d7af615454701649022b280b0616545d0b98256727d0fa155bb17843b4,167019db3eaf1fec060dfae7d6f448774c76717f9b17040d9a679adb59dfe4d2
50,1.2e-05,0.934888,0.800357,0.836829,0.776344,False,0.015291,False,0.015368,167019db3eaf1fec060dfae7d6f448774c76717f9b17040d9a679adb59dfe4d2,113f713a1f2689c962337dd3e059c24300e46c2fc6a0eb81868e0eb06359ddc7
51,0.002152,0.944207,0.798591,0.836372,0.779417,False,0.005412,False,0.015151,113f713a1f2689c962337dd3e059c24300e46c2fc6a0eb81868e0eb06359ddc7,c5bcbb067e2bb99e9de5a1831bbc138f033e842f3c532f885688751f98989b1b
52,0.029188,0.910246,0.731653,0.837202,0.775718,False,0.04968,False,0.014914,c5bcbb067e2bb99e9de5a1831bbc138f033e842f3c532f885688751f98989b1b,3b39cb454ef16dcbfd35a9c779efab05a35d32127a2626f029c5c2c67f6e70cf
53,0.029076,0.922304,0.764964,0.837172,0.773291,False,0.037405,False,0.015217,3b39cb454ef16dcbfd35a9c779efab05a35d32127a2626f029c5c2c67f6e70cf,0b658b9ed506077310ae5d9ae8e506868d1c3ecc63a7b03320f2b4b96790a0e6
54,0.027794,0.936524,0.789611,0.836762,0.773493,False,0.006977,False,0.015746,0b658b9ed506077310ae5d9ae8e506868d1c3ecc63a7b03320f2b4b96790a0e6,a7615ba449645526a8b3ec81a5b70c96ab993252d4d548d6f521c7d29cd41443
55,0.027635,0.936819,0.79113,0.836749,0.773321,False,0.009619,False,0.016108,a7615ba449645526a8b3ec81a5b70c96ab993252d4d548d6f521c7d29cd41443,91f09b0d07539b755424febdbde72d201e452a2c62db35f711a053dd899b74cb
56,0.02158,0.93279,0.766334,0.836908,0.778121,False,0.015302,False,0.016387,91f09b0d07539b755424febdbde72d201e452a2c62db35f711a053dd899b74cb,8f53c58782cf01697be1b4e15d20f6c165c02bd83a3eb92a13ab907fafffc57f
57,0.029752,0.932373,0.767001,0.836923,0.776211,False,0.019969,False,0.016646,8f53c58782cf01697be1b4e15d20f6c165c02bd83a3eb92a13ab907fafffc57f,32ae6e15dcafc12a748162a1d8967247c3cd1c2902b95834d8e521c3170657b7
58,0.02479,0.939035,0.789128,0.836647,0.77504,False,0.008274,False,0.016473,32ae6e15dcafc12a748162a1d8967247c3cd1c2902b95834d8e521c3170657b7,2f6babe80e6ac5af25052c3b5726fdbcfea8f33500cad9225d07a463d35e8a38
59,0.021687,0.935449,0.797674,0.836807,0.772737,False,0.01383,False,0.01624,2f6babe80e6ac5af25052c3b5726fdbcfea8f33500cad9225d07a463d35e8a38,c740da4d62d5eba45b94d5ae091f67dd569dd689ca4eda8f19dcfdf2e25c8771
60,0.022311,0.936119,0.796054,0.836779,0.773163,False,0.005392,False,0.015681,c740da4d62d5eba45b94d5ae091f67dd569dd689ca4eda8f19dcfdf2e25c8771,e483714d43ae23f20f517915c7e98a61d350279476cc99d406d8951c9b142126
61,0.014726,0.93326,0.800722,0.836892,0.772774,False,0.017011,False,0.015207,e483714d43ae23f20f517915c7e98a61d350279476cc99d406d8951c9b142126,55bc1a4ac6f08218109e84fa7317b05958b35be8c7b5db0a8b5275f93b1d44cc
62,0.015965,0.942733,0.800178,0.836456,0.775842,False,0.006677,False,0.014861,55bc1a4ac6f08218109e84fa7317b05958b35be8c7b5db0a8b5275f93b1d44cc,3a523d45a54e945f2e3cc73452a62c36ff0ddd75ee4e312a4088a2ee1912aa9d
63,0.001946,0.929819,0.776056,0.837005,0.779087,False,0.023865,False,0.014587,3a523d45a54e945f2e3cc73452a62c36ff0ddd75ee4e312a4088a2ee1912aa9d,ee33c16b6127da9eefa6702fe06d5c6c21d4bd973fda2f875c88ab0eb74e183c
64,0.009848,0.933791,0.791341,0.836872,0.775807,False,0.011481,False,0.01449,ee33c16b6127da9eefa6702fe06d5c6c21d4bd973fda2f875c88ab0eb74e183c,5da83db1d2d96a37ebbc4a77c2a17bafb547d00db05afa4c3e82b128f7cdd0af
65,0.018628,0.911019,0.757118,0.837209,0.77301,False,0.0597,False,0.014443,5da83db1d2d96a37ebbc4a77c2a17bafb547d00db05afa4c3e82b128f7cdd0af,519a73a077fa4769d9ae25e85730733b998c6ad4a9c31c1426067373b3cc6685
66,0.0076,0.930353,0.764498,0.836989,0.780451,False,0.026716,False,0.014995,519a73a077fa4769d9ae25e85730733b998c6ad4a9c31c1426067373b3cc6685,60ccda55a426178578c3c708807b0e23a14b8726157bef4bdd16392d29b29bc0
67,0.000521,0.936258,0.780392,0.836773,0.780701,False,0.016053,False,0.015566,60ccda55a426178578c3c708807b0e23a14b8726157bef4bdd16392d29b29bc0,7f178cf0a86e988dbbcdf86174896da396484d284deadd26085388e4a4bae5d0
68,-0.004485,0.932347,0.794805,0.836924,0.775694,False,0.020172,False,0.016142,7f178cf0a86e988dbbcdf86174896da396484d284deadd26085388e4a4bae5d0,c6ea2d6c4f17593edd2de809c7506ac49f47a4189e50c1fabc089769b0778315
69,-0.011662,0.919284,0.76353,0.837207,0.776013,False,0.05251,False,0.016271,c6ea2d6c4f17593edd2de809c7506ac49f47a4189e50c1fabc089769b0778315,93fcfb055262fdf8f0efa0684d839694c6c169b0e2a604c235368dba76de562f
70,-0.019453,0.91593,0.772279,0.837224,0.771535,False,0.050931,False,0.016544,93fcfb055262fdf8f0efa0684d839694c6c169b0e2a604c235368dba76de562f,1bbcee6936d096838dc434154a4ae16f39d48f1deb8cc76fbb287cdf59f7c671
71,-0.011314,0.933301,0.74738,0.83689,0.784139,False,0.022112,False,0.017257,1bbcee6936d096838dc434154a4ae16f39d48f1deb8cc76fbb287cdf59f7c671,a2417ef97db9a991ae531693e2201d81928b751385b5fa0ceeaaee7a9ece21a3
72,-0.014536,0.931426,0.776685,0.836955,0.776994,False,0.017145,False,0.017968,a2417ef97db9a991ae531693e2201d81928b751385b5fa0ceeaaee7a9ece21a3,5c85e9e4350e2e276a8800b866944cbd9cb43bde053c724f758201622f260dd4
73,-0.003603,0.937792,0.790026,0.836706,0.778678,False,0.019699,False,0.018558,5c85e9e4350e2e276a8800b866944cbd9cb43bde053c724f758201622f260dd4,c6c0995f196e583b1a8b1abbbd756a4e2df5fc15e8d7efadb00734b5d5b0a3b0
74,-0.011402,0.93131,0.768916,0.836959,0.779135,False,0.021604,False,0.019026,c6c0995f196e583b1a8b1abbbd756a4e2df5fc15e8d7efadb00734b5d5b0a3b0,7bd3cb84aec7827cc5b18d30513fc0e7ee65cf54da25e407aa89e882107224bf
75,-0.012696,0.935899,0.781283,0.836788,0.777966,False,0.015823,False,0.019551,7bd3cb84aec7827cc5b18d30513fc0e7ee65cf54da25e407aa89e882107224bf,621f2cee0476eedfc6898f452cc142a1a458d881cc696629bee4c9f2e1643aa1
76,-0.008305,0.938848,0.779812,0.836656,0.780137,False,0.019755,False,0.019994,621f2cee0476eedfc6898f452cc142a1a458d881cc696629bee4c9f2e1643aa1,ef3565d37262df59fc25bfdfe03fe45a103b79e67e1c22e27447092d69ac2051
77,-0.00718,0.940517,0.81568,0.836574,0.773752,False,0.002259,False,0.020509,ef3565d37262df59fc25bfdfe03fe45a103b79e67e1c22e27447092d69ac2051,2a05ac0635d9612b28e31f1258d5f683647a808514076112649d8253191eed0f
78,-0.040058,0.887546,0.732681,0.836471,0.765211,False,0.067191,False,0.020755,2a05ac0635d9612b28e31f1258d5f683647a808514076112649d8253191eed0f,770e45725c219e592d5ba559f6d8d20fbefc5008b88023888681b862e60396c8
79,-0.031523,0.927836,0.783599,0.83706,0.770983,False,0.025858,False,0.021633,770e45725c219e592d5ba559f6d8d20fbefc5008b88023888681b862e60396c8,fb5205a05612e5c687d11b4e122f00b876178eb8f2b97c778d4bfbf5b62955bc
80,-0.042693,0.912229,0.785291,0.837217,0.762988,False,0.052783,False,0.022358,fb5205a05612e5c687d11b4e122f00b876178eb8f2b97c778d4bfbf5b62955bc,5b685704d4af51c05b16106564579ffabb5c6d87954bee0487bdf7a31e25194f
81,-0.008461,0.903253,0.745161,0.837087,0.774686,False,0.066968,False,0.023402,5b685704d4af51c05b16106564579ffabb5c6d87954bee0487bdf7a31e25194f,1673b8830ec6ff42e07ebd5c5182ec8e95c9d2c095bf72420cd0d4425f79b911
82,-0.011453,0.936004,0.800145,0.836784,0.774478,False,0.017573,False,0.02432,1673b8830ec6ff42e07ebd5c5182ec8e95c9d2c095bf72420cd0d4425f79b911,de3b63ef0b267ed21382ae88cef39e23b4e57f781e0a64706e95bb30d19815b1
83,0.001744,0.936717,0.791543,0.836753,0.778382,False,0.023945,False,0.024951,de3b63ef0b267ed21382ae88cef39e23b4e57f781e0a64706e95bb30d19815b1,f37adfd6930f371aa474774fcdc01803df1f448528009296eb96bf455605fe39
84,-0.010553,0.927675,0.791723,0.837064,0.773497,False,0.024254,False,0.025544,f37adfd6930f371aa474774fcdc01803df1f448528009296eb96bf455605fe39,fa10b134b250c0bf778c3953b815916d2ed4a48711d3aa0d37a5e2e3c99c31f2
85,-0.020403,0.908015,0.785192,0.837176,0.76598,False,0.060145,False,0.026065,fa10b134b250c0bf778c3953b815916d2ed4a48711d3aa0d37a5e2e3c99c31f2,444cab59a93ceab72d18b3c3ee6c02c770f60f5bfa1ef9734352838eb10f4719
86,-0.013077,0.93549,0.788654,0.836805,0.776277,False,0.018025,False,0.026567,444cab59a93ceab72d18b3c3ee6c02c770f60f5bfa1ef9734352838eb10f4719,b9a323fff893741aa558f8f32a6eccbed99ba213229317eb7d4feb31b39034c7
87,-0.00068,0.937226,0.763294,0.836731,0.784417,False,0.022191,False,0.026599,b9a323fff893741aa558f8f32a6eccbed99ba213229317eb7d4feb31b39034c7,38890415783bde38fdb7eafb3ec901a884e5a48336f8f4fc732fcdf51cfc8883
88,-0.021648,0.91183,0.74977,0.837215,0.774161,False,0.044208,False,0.026626,38890415783bde38fdb7eafb3ec901a884e5a48336f8f4fc732fcdf51cfc8883,f0cf219cbe2b36b4ac899e90fda83f01fbae16b817d9e8cf22bf7cb56c262a00
89,0.013783,0.896716,0.769983,0.836891,0.76632,False,0.083452,False,0.026951,f0cf219cbe2b36b4ac899e90fda83f01fbae16b817d9e8cf22bf7cb56c262a00,091fb5502a9c3f5d17e840aa981ef9178c9386b89922c6de6ffc1f2e8af13a6f
90,0.035463,0.902673,0.716957,0.837073,0.77472,False,0.049916,False,0.027929,091fb5502a9c3f5d17e840aa981ef9178c9386b89922c6de6ffc1f2e8af13a6f,8d67a8f8653210f9d5847d1b85448558575d59416ef00d031c23bbaf020ea400
91,0.025272,0.931996,0.789367,0.836936,0.772505,False,0.020598,False,0.029029,8d67a8f8653210f9d5847d1b85448558575d59416ef00d031c23bbaf020ea400,8bf89a3f5a1b332617f2035d7ef761d5d34ecdb6bdeb3bb23f26c3d5257c1964
92,0.028993,0.922829,0.7464,0.837164,0.777203,False,0.032711,False,0.029964,8bf89a3f5a1b332617f2035d7ef761d5d34ecdb6bdeb3bb23f26c3d5257c1964,4061a7610fe918338fe2eb233d8c2ebf42652d91b5dfa1629b89a8d8d978a983
93,0.026983,0.938791,0.793444,0.836659,0.773656,False,0.007892,False,0.030857,4061a7610fe918338fe2eb233d8c2ebf42652d91b5dfa1629b89a8d8d978a983,39dfef345254493f860d950c07ce49cc401e067c87a3d8b8353c3c784ad937c6
94,0.046779,0.901655,0.716116,0.837047,0.772262,False,0.057943,False,0.031635,39dfef345254493f860d950c07ce49cc401e067c87a3d8b8353c3c784ad937c6,e7ae494ba61be4d693b7b00b85e5e7229b8ba802446c4db5c5e575a0a1f8fa80
95,0.028901,0.912201,0.781331,0.837217,0.766528,False,0.030309,False,0.032153,e7ae494ba61be4d693b7b00b85e5e7229b8ba802446c4db5c5e575a0a1f8fa80,24f34ef317259a335831afa417da54f96dd12f24342a1eb997a8fe0a16aff7bc
96,0.017251,0.929927,0.793191,0.837002,0.772637,False,0.019314,False,0.032618,24f34ef317259a335831afa417da54f96dd12f24342a1eb997a8fe0a16aff7bc,3bdc83b05314842851e8576f35a4dc06834deab6357ec2cfb9ea3796e667bbd1
97,-0.006039,0.901102,0.778853,0.837032,0.767665,False,0.078869,False,0.032613,3bdc83b05314842851e8576f35a4dc06834deab6357ec2cfb9ea3796e667bbd1,876d3a9ca1330742000d93ca310e9ee784fea89abac7200ca823f8266f28f5b3
98,0.016701,0.90405,0.700239,0.837105,0.782306,False,0.057281,False,0.032743,876d3a9ca1330742000d93ca310e9ee784fea89abac7200ca823f8266f28f5b3,a948ef34f314936aee20d1e36db3f82008c167c768a0cd238b38dab815e848be
99,0.041511,0.895537,0.775593,0.836846,0.759229,False,0.071831,False,0.033294,a948ef34f314936aee20d1e36db3f82008c167c768a0cd238b38dab815e848be,4aa131d1ebc76d86222caa44add57628cefeec39b29e1d7297a1d764fc00adc9
100,0.03688,0.904242,0.70165,0.837109,0.778056,False,0.070306,False,0.034273,4aa131d1ebc76d86222caa44add57628cefeec39b29e1d7297a1d764fc00adc9,4f0db8609ae7846239e4e469bcdbfb3671d9660b0ac1532664ee9d964176779a
101,0.034305,0.927429,0.81568,0.837071,0.763871,False,0.007584,False,0.035575,4f0db8609ae7846239e4e469bcdbfb3671d9660b0ac1532664ee9d964176779a,55db37a76012384a7426f810f5c94f16ecde7e5e014f97b6e9425cc2b5bcbffd
102,0.025154,0.927806,0.802458,0.837061,0.768475,False,0.014747,False,0.036024,55db37a76012384a7426f810f5c94f16ecde7e5e014f97b6e9425cc2b5bcbffd,06cbeb9b1605fd42eb077133ba84355f98b2630f93e33f30c4a3fbdb78fc785f
103,0.018486,0.91382,0.723232,0.837224,0.780799,False,0.058165,False,0.036348,06cbeb9b1605fd42eb077133ba84355f98b2630f93e33f30c4a3fbdb78fc785f,cd58975763a0597f04b16bb9ca4c703a8de9ea13c8902bd0e5a45eed25a3b394
104,0.042936,0.889546,0.740747,0.836577,0.763749,False,0.086533,False,0.037011,cd58975763a0597f04b16bb9ca4c703a8de9ea13c8902bd0e5a45eed25a3b394,3e421704c8a162c4b89af74abaed47d767bbcb494d0784c4867b9d8cf156bded
105,0.036552,0.930211,0.798949,0.836994,0.767722,False,0.018607,False,0.038017,3e421704c8a162c4b89af74abaed47d767bbcb494d0784c4867b9d8cf156bded,1b67aa5f165cf86cd0fb31498a9a4e3eb1d911b075744486b012d8e5fb1b10f4
106,0.024876,0.920968,0.799394,0.837189,0.766782,False,0.025491,False,0.038093,1b67aa5f165cf86cd0fb31498a9a4e3eb1d911b075744486b012d8e5fb1b10f4,57ea50a4365c72c649928f1daea32b31964692d3baab3ddf14737cb14864fcc2
107,0.01287,0.919451,0.75839,0.837205,0.776857,False,0.045783,False,0.037879,57ea50a4365c72c649928f1daea32b31964692d3baab3ddf14737cb14864fcc2,61cfd7cba01988b08409b2fb1278df6fd18413b19f1224c5a8ec502d17021e1b
108,-0.006916,0.924484,0.798643,0.837135,0.771741,False,0.040683,False,0.037991,61cfd7cba01988b08409b2fb1278df6fd18413b19f1224c5a8ec502d17021e1b,721053cee151eef19ac9661ba08bc36c472e76ade1b67e91075a277ba379b37e
109,0.016854,0.907891,0.764944,0.837174,0.770696,False,0.060395,False,0.03817,721053cee151eef19ac9661ba08bc36c472e76ade1b67e91075a277ba379b37e,b90b3c9fabe4bf9256c42c373ea213c722221b7f5dbb407524297459742eef27
