cycle,delta,anomaly,alert
91,0.010191,0.020598,False
92,0.003721,0.032711,False
93,0.00201,0.007892,False
94,0.019796,0.057943,False
95,0.017878,0.030309,False
96,0.01165,0.019314,False
97,0.02329,0.078869,False
98,0.02274,0.057281,False
99,0.02481,0.071831,False
100,0.004631,0.070306,False
101,0.002575,0.007584,False
102,0.009151,0.014747,False
103,0.006668,0.058165,False
104,0.02445,0.086533,False
105,0.006384,0.018607,False
106,0.011676,0.025491,False
107,0.012006,0.045783,False
108,0.019786,0.040683,False
109,0.02377,0.060395,False
110,0.001157,0.061649,False
111,0.004584,0.030423,False
112,0.004647,0.016053,False
113,0.014127,0.024764,False
114,0.011017,0.020219,False
115,0.010043,0.026419,False
116,0.006205,0.049546,False
117,0.023043,0.073427,False
118,0.00502,0.012937,False
119,0.015445,0.022094,False
120,0.014711,0.03579,False
121,0.011699,0.033548,False
122,0.017789,0.039362,False
123,0.027008,0.068733,False
124,0.026522,0.074526,False
125,0.033871,0.0841,False
126,0.008881,0.018007,False
127,0.017748,0.037842,False
128,0.02173,0.046808,False
129,0.029731,0.072922,False
130,0.022532,0.036995,False
131,0.034043,0.06334,False
132,0.021746,0.031933,False
133,0.011625,0.05165,False
134,0.0085,0.047863,False
135,0.020969,0.052085,False
136,0.015224,0.029252,False
137,0.010655,0.029168,False
138,0.001723,0.006011,False
139,0.005113,0.013396,False
140,0.016163,0.028479,False
141,0.003721,0.009397,False
142,0.006841,0.022021,False
143,0.000856,0.019407,False
144,0.051929,0.083935,False
145,0.038482,0.068336,False
146,0.016132,0.046189,False
147,0.018611,0.06314,False
148,0.011527,0.076283,False
149,0.014148,0.023898,False
150,0.025896,0.046072,False
151,0.010189,0.022242,False
152,0.005656,0.027336,False
153,0.004449,0.027558,False
154,0.023051,0.068324,False
155,0.017457,0.030621,False
156,0.003165,0.058838,False
157,0.008609,0.022141,False
158,0.001795,0.0095,False
159,0.027417,0.097594,False
160,0.002224,0.010627,False
161,0.012362,0.037832,False
162,0.0213,0.071066,False
163,0.030205,0.076971,False
164,0.015659,0.03161,False
165,0.013381,0.073371,False
166,0.002857,0.010775,False
167,0.016496,0.065811,False
168,0.005109,0.077685,False
169,0.008555,0.064482,False
170,0.03182,0.06995,False
171,0.016502,0.029334,False
172,0.023996,0.038369,False
173,0.011918,0.05124,False
174,0.005897,0.012537,False
175,0.008647,0.064799,False
176,0.010288,0.028861,False
177,0.032404,0.094771,False
178,0.032603,0.074842,False
179,0.023234,0.054167,False
180,0.029719,0.091593,False
181,0.009909,0.019742,False
182,0.001525,0.0168,False
183,0.000287,0.039001,False
184,0.016983,0.071412,False
185,0.000527,0.009466,False
186,0.00918,0.060089,False
187,0.011384,0.068348,False
188,0.012513,0.027015,False
189,0.004099,0.015056,False
190,0.004766,0.022332,False
191,0.014415,0.057874,False
192,0.007376,0.049193,False
193,0.005894,0.029996,False
194,0.011289,0.038262,False
195,0.000291,0.007874,False
196,0.011202,0.032033,False
197,0.036083,0.11079,False
198,0.024713,0.065978,False
199,0.006982,0.027481,False
200,0.000908,0.066706,False
201,0.046664,0.150143,False
202,0.001571,0.040943,False
203,0.000601,0.008596,False
204,0.000709,0.00928,False
205,0.003343,0.008255,False
206,0.022942,0.066838,False
207,0.001102,0.018566,False
208,0.024233,0.045753,False
209,0.002395,0.015321,False
210,0.007727,0.016292,False
211,0.030275,0.081996,False
212,0.002375,0.010434,False
213,0.009805,0.040338,False
214,0.021281,0.0409,False
215,0.01376,0.042815,False
216,0.00361,0.033173,False
217,0.003528,0.033078,False
218,0.004762,0.016258,False
219,0.005292,0.051431,False
220,0.032056,0.076823,False
