cycle,trust,deviation,alert
140,0.771574,0.005554,False
141,0.772272,0.009742,False
142,0.781698,0.01321,False
143,0.780203,0.030427,False
144,0.777893,0.01675,False
145,0.769859,0.025106,False
146,0.765132,0.031322,False
147,0.766628,0.013694,False
148,0.75992,0.018419,False
149,0.767089,0.006429,False
150,0.767645,0.006614,False
151,0.76529,0.00107,False
152,0.774042,0.002238,False
153,0.780134,0.002901,False
154,0.780476,0.001121,False
155,0.774474,0.013086,False
156,0.770253,0.005237,False
157,0.773149,0.008685,False
158,0.771049,0.001155,False
159,0.76019,0.004408,False
160,0.763332,0.003538,False
161,0.775898,0.002384,False
162,0.772948,0.016184,False
163,0.767252,0.025947,False
164,0.782898,0.039583,False
165,0.762553,0.038249,False
166,0.769273,0.036435,False
167,0.772187,0.017146,False
168,0.769909,0.01706,False
169,0.759953,0.010566,False
170,0.763798,0.005412,False
171,0.760698,0.000246,False
172,0.750895,0.020564,False
173,0.768316,0.013128,False
174,0.768564,0.011664,False
175,0.770482,0.00479,False
176,0.782651,0.005175,False
177,0.776107,0.001524,False
178,0.782611,0.00384,False
179,0.790278,0.000103,False
180,0.768339,0.002822,False
181,0.759619,0.007134,False
182,0.755448,0.001632,False
183,0.75785,0.008729,False
184,0.768027,0.017321,False
185,0.768457,0.034209,False
186,0.768855,0.034778,False
187,0.778322,0.027555,False
188,0.778229,0.020506,False
189,0.773242,0.016046,False
190,0.772169,0.008645,False
191,0.767297,0.017928,False
192,0.758762,0.011335,False
193,0.750949,0.015491,False
194,0.746517,0.022441,False
195,0.767152,0.038311,False
196,0.759986,0.026677,False
197,0.770059,0.016025,False
198,0.774425,0.021663,False
199,0.76883,0.011537,False
200,0.776231,0.007347,False
201,0.765871,0.007001,False
202,0.760709,0.001635,False
203,0.756624,0.005604,False
204,0.743148,0.021746,False
205,0.756397,0.024305,False
206,0.767219,0.023257,False
207,0.768306,0.020907,False
208,0.768496,0.009756,False
209,0.774963,0.006871,False
210,0.765617,0.005182,False
211,0.766483,0.016903,False
212,0.775198,0.014976,False
213,0.764686,0.02241,False
214,0.754168,0.012468,False
215,0.753916,0.024249,False
216,0.751784,0.018126,False
217,0.752524,0.023458,False
218,0.777244,0.023504,False
219,0.767566,0.015976,False
220,0.774515,0.017881,False
