cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,shadow_pressure,shadow_archive,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
12,-0.001091,-0.007936,0.001428,-0.006369,0.00548,0.002494,0.001184,0.001412,0.000784,-0.00724,-0.002159,-0.009312,0.008221,11,0.902674,0.997929,0.99276,0.582548,0.941396,0.785428,0.836528,0.025,0.0,1.0,0.048
13,0.007868,0.003422,-0.007658,-0.003522,0.015609,-0.003993,0.000417,0.001233,0.000685,-0.003433,-0.00287,-0.00724,0.015108,10,0.89772,0.996193,0.996567,0.567261,0.937553,0.782326,0.836716,0.025,0.0,1.0,0.052
14,-0.008789,-0.00956,-0.014005,-0.004575,0.003945,-0.009268,-0.000978,0.000835,0.000464,-0.004783,-0.002949,-0.003433,-0.005356,9,0.909525,0.99865,0.995217,0.556502,0.939472,0.797705,0.836626,0.025,0.0,1.0,0.056
15,-0.009468,-0.015102,0.016291,-0.005554,0.012224,0.013792,0.0011,0.000882,0.00049,-0.005964,-0.003206,-0.004783,-0.004685,8,0.90645,0.998819,0.994036,0.548129,0.93745,0.795308,0.836721,0.025,0.0,1.0,0.06
16,-0.01365,-0.017884,0.008793,-0.007173,0.011629,0.008278,0.002089,0.0011,0.000611,-0.0079,-0.003592,-0.005964,-0.007687,7,0.904726,0.998063,0.9921,0.540212,0.935273,0.795227,0.836814,0.025,0.0,1.0,0.064
17,-0.015889,-0.011987,0.001579,-0.008916,0.01728,0.003776,0.002317,0.001319,0.000733,-0.009913,-0.004195,-0.0079,-0.007988,6,0.898071,0.997987,0.990087,0.541358,0.934308,0.787652,0.836852,0.025,0.0,1.0,0.068
18,0.005973,0.011084,-0.012753,-0.005938,0.007295,-0.007616,0.000993,0.00126,0.0007,-0.00591,-0.004996,-0.009913,0.015886,5,0.905702,0.995997,0.99409,0.533663,0.933251,0.798024,0.836892,0.025,0.0,1.0,0.072
19,-0.00965,0.002762,-0.02826,-0.006681,0.001195,-0.020082,-0.001781,0.000713,0.000396,-0.006853,-0.005124,-0.00591,-0.003739,4,0.901093,0.999058,0.993147,0.536981,0.937143,0.793514,0.836735,0.025,0.0,1.0,0.076
20,-0.005782,-0.000409,-0.001302,-0.006501,0.009357,0.000328,-0.001506,0.000313,0.000174,-0.006583,-0.005366,-0.006853,0.00107,3,0.903488,0.99973,0.993417,0.553385,0.939208,0.79167,0.836639,0.025,0.0,1.0,0.08
21,-0.015561,-0.009292,0.03335,-0.008313,0.041214,0.025123,0.001923,0.000603,0.000335,-0.008845,-0.005536,-0.006583,-0.008978,2,0.888388,0.997738,0.991155,0.576318,0.936489,0.768145,0.836763,0.025,0.0,1.0,0.084
22,-0.016864,-0.010412,0.019437,-0.010023,0.032831,0.015261,0.003626,0.001147,0.000637,-0.010866,-0.005999,-0.008845,-0.008019,1,0.891286,0.99798,0.989134,0.579768,0.937527,0.771329,0.836718,0.025,0.0,1.0,0.088
23,0.012195,0.002847,-0.017176,-0.005579,0.030503,-0.009917,0.00191,0.001285,0.000714,-0.005055,-0.006681,-0.010866,0.023061,11,0.887555,0.994189,0.994945,0.580851,0.935463,0.767653,0.836806,0.025,0.0,1.0,0.092
24,0.006628,-0.001267,-0.042479,-0.003138,0.042157,-0.027565,-0.001799,0.000729,0.000405,-0.002111,-0.006453,-0.005055,0.011683,10,0.887636,0.997056,0.997889,0.576196,0.937244,0.767298,0.83673,0.025,0.0,1.0,0.096
25,0.015392,-0.000674,-0.000981,0.000568,0.029354,-0.000432,-0.001535,0.000322,0.000179,0.002299,-0.005845,-0.002111,0.017503,9,0.885189,0.995589,0.997701,0.559755,0.934904,0.769698,0.836829,0.025,0.0,1.0,0.1
26,0.00762,-0.012509,0.049575,0.001978,0.006785,0.03741,0.003281,0.000854,0.000475,0.00364,-0.004705,0.002299,0.005321,8,0.899552,0.998659,0.99636,0.5375,0.936988,0.791191,0.836742,0.025,0.0,1.0,0.104
27,-0.009342,-0.01849,0.038615,-0.000286,0.023422,0.028455,0.006495,0.00187,0.001039,0.000369,-0.003537,0.00364,-0.012982,7,0.902569,0.996729,0.999631,0.531153,0.933287,0.793424,0.836891,0.025,0.0,1.0,0.108
28,0.00251,0.002137,-0.014272,0.000273,0.011986,-0.009972,0.004414,0.002328,0.001293,0.000908,-0.00299,0.000369,0.00214,6,0.904749,0.999461,0.999092,0.526648,0.936417,0.797851,0.836766,0.025,0.0,1.0,0.112
29,0.000933,0.018377,-0.019069,0.000405,0.005126,-0.014655,0.001944,0.002259,0.001255,0.000914,-0.002444,0.000908,2.4e-05,5,0.899238,0.999994,0.999086,0.529629,0.938022,0.792571,0.836695,0.025,0.0,1.0,0.116
30,-0.017473,0.005558,-0.038084,-0.00317,0.011402,-0.029364,-0.00207,0.001479,0.000822,-0.003718,-0.001974,0.000914,-0.018387,4,0.887633,0.995367,0.996282,0.537776,0.933243,0.778628,0.836892,0.025,0.0,1.0,0.12
31,-0.025476,-0.005701,-0.021483,-0.007631,0.025371,-0.015331,-0.003749,0.000538,0.000299,-0.009201,-0.002218,-0.003718,-0.021757,3,0.882582,0.994517,0.990799,0.558203,0.932438,0.767867,0.836921,0.025,0.0,1.0,0.124
32,0.022271,-0.017019,0.42962,-0.001651,0.214977,0.165519,0.017645,0.003618,0.00201,-0.001273,-0.003196,-0.009201,0.031472,2,0.876209,0.992072,0.998727,0.582668,0.915911,0.733677,0.837224,0.025,0.0,1.0,0.128
33,-0.040902,-0.016211,0.030582,-0.009501,0.077478,0.020647,0.018104,0.006225,0.003458,-0.011253,-0.002927,-0.001273,-0.039629,1,0.855977,0.99002,0.988747,0.599947,0.927453,0.726344,0.83707,0.025,0.0,1.0,0.132
34,0.042331,0.007604,0.007943,0.000865,0.062896,0.007928,0.016862,0.00814,0.004522,0.002239,-0.004092,-0.011253,0.053584,11,0.851932,0.986508,0.997761,0.591258,0.926274,0.725681,0.837098,0.025,0.0,1.0,0.136
35,0.032499,0.016203,-0.034226,0.007192,0.06468,-0.023057,0.011995,0.008834,0.004908,0.009858,-0.003206,0.002239,0.03026,10,0.867645,0.992381,0.990142,0.580905,0.92881,0.743211,0.837034,0.025,0.0,1.0,0.14
36,0.00226,-0.00424,0.008214,0.006206,0.003126,0.005703,0.011258,0.00927,0.00515,0.007945,-0.001377,0.009858,-0.007598,9,0.906674,0.998087,0.992055,0.54962,0.936995,0.79586,0.836741,0.025,0.0,1.0,0.144
37,0.024965,-0.006939,0.053456,0.009958,0.016048,0.039943,0.014958,0.010294,0.005719,0.01223,-7.2e-05,0.007945,0.01702,8,0.880344,0.995715,0.98777,0.535215,0.93044,0.770804,0.836987,0.025,0.0,1.0,0.148
38,-0.003159,-0.018745,0.021481,0.007334,9.2e-05,0.014552,0.015048,0.01115,0.006194,0.008356,0.00165,0.01223,-0.015388,7,0.905358,0.996126,0.991644,0.519481,0.931251,0.800832,0.836961,0.025,0.0,1.0,0.152
39,0.014038,0.011305,0.020407,0.008675,0.000607,0.013236,0.014828,0.011812,0.006562,0.009786,0.002589,0.008356,0.005682,6,0.905389,0.99857,0.990214,0.513299,0.932469,0.802,0.83692,0.025,0.0,1.0,0.156
40,-0.013619,0.016205,-0.036804,0.004216,0.01644,-0.031542,0.00903,0.011311,0.006284,0.003895,0.003597,0.009786,-0.023406,5,0.881949,0.994108,0.996105,0.502937,0.926477,0.77876,0.837093,0.025,0.0,1.0,0.16
41,-0.012898,0.019065,-0.061374,0.000793,0.001489,-0.048475,0.001824,0.009603,0.005335,-0.000333,0.003638,0.003895,-0.016793,4,0.887592,0.995772,0.999667,0.53445,0.93462,0.77999,0.83684,0.025,0.0,1.0,0.164
42,-0.025133,7.6e-05,-0.011255,-0.004392,0.037633,-0.010978,0.000268,0.007923,0.004402,-0.006578,0.003082,-0.000333,-0.0248,3,0.875108,0.993755,0.993422,0.56044,0.931016,0.758064,0.836968,0.025,0.0,1.0,0.168
43,0.025645,-0.016634,0.432616,0.001615,0.211217,0.166974,0.021368,0.010343,0.005746,0.001534,0.00173,-0.006578,0.032223,2,0.879865,0.991888,0.998466,0.588985,0.916562,0.736147,0.837223,0.025,0.0,1.0,0.172
44,-0.041749,-0.012704,0.010264,-0.007058,0.069041,0.007011,0.019684,0.012024,0.00668,-0.00936,0.001703,0.001534,-0.043284,1,0.855697,0.989106,0.99064,0.614805,0.929492,0.723783,0.837015,0.025,0.0,1.0,0.176
45,0.045024,0.010759,-0.012284,0.003359,0.078131,-0.005909,0.016431,0.012818,0.007121,0.004327,0.000154,-0.00936,0.054384,11,0.84631,0.986313,0.995673,0.60529,0.925688,0.715164,0.837111,0.025,0.0,1.0,0.18
46,-0.002972,0.022703,-0.424986,0.002093,0.240475,-0.160737,-0.005859,0.009456,0.005253,0.002489,0.000738,0.004327,-0.007299,4,0.851785,0.998162,0.997511,0.594785,0.920454,0.703446,0.837195,0.025,0.0,1.0,0.184
47,0.023234,-0.002014,0.020156,0.006321,0.030226,0.017102,-0.002946,0.007223,0.004013,0.007713,0.000983,0.002489,0.020745,9,0.878344,0.994776,0.992287,0.564394,0.933057,0.761436,0.836899,0.025,0.0,1.0,0.188
48,0.012403,-0.01798,0.088304,0.007537,0.018836,0.066166,0.005896,0.006985,0.00388,0.008894,0.001925,0.007713,0.004689,8,0.897862,0.998819,0.991106,0.529233,0.933386,0.789366,0.836887,0.025,0.0,1.0,0.192
49,0.049187,-0.029881,0.502384,0.015867,0.20116,0.212393,0.031922,0.011473,0.006374,0.019036,0.002901,0.008894,0.040293,7,0.907893,0.989858,0.980964,0.5037,0.900384,0.782376,0.837011,0.025,0.0,1.0,0.196
50,0.010619,0.010124,0.009216,0.014818,0.002506,0.002716,0.028214,0.014487,0.008048,0.016918,0.00516,0.019036,-0.008417,6,0.907719,0.997882,0.983082,0.495965,0.927582,0.80742,0.837067,0.025,0.0,1.0,0.2
51,-0.054709,0.040948,-0.504579,0.000912,0.181531,-0.220683,-0.003112,0.011319,0.006288,-0.001111,0.006806,0.016918,-0.071627,11,0.889371,0.98197,0.998889,0.4993,0.898056,0.767099,0.836938,0.025,0.0,1.0,0.204
52,-0.02313,0.017291,-0.088966,-0.003896,0.00101,-0.069895,-0.011477,0.007216,0.004009,-0.006656,0.005698,-0.001111,-0.022019,4,0.881603,0.994455,0.993344,0.528034,0.931176,0.775474,0.836963,0.025,0.0,1.0,0.208
53,0.014585,-0.004444,0.358201,-0.0002,0.193259,0.111499,0.004019,0.00664,0.003689,-0.001307,0.003968,-0.006656,0.021242,3,0.869963,0.994651,0.998693,0.567801,0.918571,0.732843,0.837212,0.025,0.0,1.0,0.212
54,0.008908,-0.019453,0.449858,0.001622,0.250121,0.17739,0.026034,0.010131,0.005628,0.001265,0.00323,-0.001307,0.010214,2,0.85185,0.997429,0.998735,0.591599,0.918596,0.702953,0.837212,0.025,0.0,1.0,0.216
55,-0.053568,-0.01675,0.021904,-0.009416,0.093821,0.013429,0.02469,0.012752,0.007084,-0.012535,0.002955,0.001265,-0.054832,1,0.838935,0.9862,0.987465,0.61885,0.923885,0.703198,0.837146,0.025,0.0,1.0,0.22
56,-0.05031,0.013646,-0.013961,-0.017595,0.097238,-0.006863,0.019894,0.014037,0.007798,-0.022041,0.000786,-0.012535,-0.037774,6,0.82746,0.990494,0.977959,0.623033,0.926116,0.690405,0.837101,0.025,0.0,1.0,0.224
57,0.036748,0.00643,-0.031495,-0.006726,0.080528,-0.016523,0.015307,0.014266,0.007925,-0.007247,-0.00241,-0.022041,0.058789,4,0.847623,0.985206,0.992753,0.597944,0.922655,0.717578,0.837166,0.025,0.0,1.0,0.228
58,-0.035277,-0.01444,-0.369799,-0.012436,0.183306,-0.113689,-0.000885,0.011539,0.00641,-0.014303,-0.003087,-0.007247,-0.028029,9,0.878235,0.992945,0.985697,0.554014,0.912868,0.744795,0.83722,0.025,0.0,1.0,0.232
59,0.010676,-0.036662,0.098099,-0.007814,0.00966,0.082425,0.00973,0.011213,0.006229,-0.008015,-0.004657,-0.014303,0.024978,8,0.881485,0.993713,0.991985,0.520725,0.92813,0.775558,0.837053,0.025,0.0,1.0,0.236
60,0.050116,-0.042739,0.528248,0.003772,0.204159,0.237596,0.038431,0.016112,0.008951,0.00661,-0.005127,-0.008015,0.058131,1,0.901696,0.985375,0.99339,0.495385,0.897189,0.777225,0.836908,0.025,0.0,1.0,0.24
61,-0.067275,0.006061,-0.514814,-0.010437,0.20332,-0.224965,0.005273,0.014161,0.007867,-0.011982,-0.003484,0.00661,-0.073885,6,0.906846,0.981407,0.988018,0.476771,0.889758,0.786307,0.836588,0.025,0.0,1.0,0.244
62,-0.072456,0.020117,-0.544946,-0.022841,0.199034,-0.245149,-0.026298,0.006879,0.003821,-0.027211,-0.004674,-0.011982,-0.060473,11,0.897515,0.984771,0.972789,0.481841,0.891022,0.77688,0.83665,0.025,0.0,1.0,0.248
63,-0.022328,0.014075,-0.10214,-0.022738,0.014375,-0.074927,-0.03265,-0.000236,0.000131,-0.025981,-0.007829,-0.027211,0.004884,10,0.894638,0.998769,0.974019,0.522845,0.929323,0.78833,0.83702,0.025,0.0,1.0,0.252
64,0.001755,-0.018337,0.387097,-0.01784,0.22136,0.132934,-0.011817,-0.002321,0.001289,-0.018993,-0.01037,-0.025981,0.027736,9,0.860761,0.993012,0.981007,0.546205,0.90745,0.724828,0.837168,0.025,0.0,1.0,0.256
65,-0.055793,-0.033445,0.037541,-0.02543,0.091055,0.029261,-0.006432,-0.003061,0.001701,-0.028264,-0.011577,-0.018993,-0.0368,8,0.851142,0.990729,0.971736,0.596612,0.922598,0.720723,0.837167,0.025,0.0,1.0,0.26
66,-0.07536,-0.032923,-0.00526,-0.035416,0.09847,0.002939,-0.005226,-0.003451,0.001917,-0.040128,-0.013914,-0.028264,-0.047097,1,0.832848,0.988136,0.959872,0.63188,0.921115,0.694463,0.837188,0.025,0.0,1.0,0.264
67,-0.071046,-0.002961,-0.055018,-0.042542,0.089941,-0.027446,-0.009031,-0.004455,0.002475,-0.047916,-0.017584,-0.040128,-0.030918,6,0.826192,0.992212,0.952084,0.630669,0.924028,0.689018,0.837143,0.025,0.0,1.0,0.268
68,0.02036,-0.010366,-0.060325,-0.029962,0.08768,-0.029257,-0.01167,-0.005754,0.003197,-0.03072,-0.02183,-0.047916,0.068275,10,0.845382,0.982804,0.96928,0.610276,0.916142,0.712485,0.837224,0.025,0.0,1.0,0.272
69,-0.034263,-0.021985,-0.395687,-0.030822,0.210017,-0.124518,-0.025906,-0.009381,0.005212,-0.031612,-0.023075,-0.03072,-0.003543,3,0.859281,0.999108,0.968388,0.545013,0.911275,0.724555,0.837211,0.025,0.0,1.0,0.276
70,-0.003584,-0.05214,0.08921,-0.025374,0.013377,0.081376,-0.011615,-0.009783,0.005435,-0.024556,-0.02427,-0.031612,0.028028,2,0.883745,0.992944,0.975444,0.506646,0.921423,0.780268,0.837184,0.025,0.0,1.0,0.28
71,0.034602,-0.06244,0.539823,-0.013379,0.219549,0.25093,0.021259,-0.004196,0.002331,-0.009654,-0.02431,-0.024556,0.059158,1,0.905042,0.985098,0.990346,0.469522,0.891855,0.784559,0.836689,0.025,0.0,1.0,0.284
72,0.001613,-0.000524,-0.018616,-0.010381,0.016046,-0.011761,0.016841,-0.000409,0.000227,-0.006815,-0.022258,-0.009654,0.011267,6,0.900244,0.997161,0.993185,0.470753,0.925185,0.804146,0.837121,0.025,0.0,1.0,0.288
73,-0.071589,0.033182,-0.583336,-0.022622,0.213455,-0.277886,-0.021397,-0.004187,0.002326,-0.023131,-0.020096,-0.006815,-0.064774,11,0.895362,0.983684,0.976869,0.474083,0.888551,0.774698,0.836525,0.025,0.0,1.0,0.292
74,-0.017083,0.02648,-0.10549,-0.021515,0.013323,-0.081777,-0.029137,-0.008678,0.004821,-0.021609,-0.020521,-0.023131,0.006048,10,0.891558,0.998477,0.978391,0.507946,0.92783,0.787888,0.83706,0.025,0.0,1.0,0.296
75,0.021418,-0.002081,0.366813,-0.012928,0.189092,0.116085,-0.009739,-0.008869,0.004927,-0.010776,-0.020673,-0.021609,0.043026,9,0.879802,0.989167,0.989224,0.555561,0.909663,0.745506,0.837197,0.025,0.0,1.0,0.3
76,-0.008351,-0.02673,0.404848,-0.012013,0.243355,0.149759,0.010687,-0.005349,0.002972,-0.010165,-0.019288,-0.010776,0.002425,8,0.844623,0.999389,0.989835,0.596544,0.920032,0.695814,0.8372,0.025,0.0,1.0,0.304
77,-0.019556,-0.024407,0.353487,-0.013521,0.231819,0.11841,0.023654,-0.000128,7.1e-05,-0.012531,-0.01801,-0.010165,-0.009391,7,0.83703,0.997633,0.987469,0.642041,0.925042,0.680797,0.837124,0.025,0.0,1.0,0.308
78,0.000224,0.008139,-0.367213,-0.010772,0.222927,-0.12201,0.004422,0.000691,0.000384,-0.009317,-0.017243,-0.012531,0.012756,1,0.84328,0.996786,0.990683,0.650476,0.9269,0.686395,0.837083,0.025,0.0,1.0,0.312
79,-0.003076,0.015286,-0.385684,-0.009233,0.221445,-0.132795,-0.0129,-0.001756,0.000975,-0.007745,-0.016134,-0.009317,0.006241,4,0.851439,0.998428,0.992255,0.612333,0.924036,0.702301,0.837143,0.025,0.0,1.0,0.316
80,0.018172,-0.014294,0.048827,-0.003752,0.01417,0.04163,-0.006073,-0.002533,0.001407,-0.001215,-0.014959,-0.007745,0.025917,3,0.879854,0.993471,0.998785,0.559344,0.934412,0.766144,0.836848,0.025,0.0,1.0,0.32
81,-0.008831,-0.045384,0.106423,-0.004768,0.041445,0.089233,0.005983,-0.001,0.000556,-0.003135,-0.013035,-0.001215,-0.007616,2,0.908649,0.998081,0.996865,0.501522,0.92838,0.803315,0.837046,0.025,0.0,1.0,0.324
82,0.040229,-0.051502,0.586858,0.004231,0.253461,0.284234,0.041702,0.006686,0.003715,0.007786,-0.011649,-0.003135,0.043363,1,0.895249,0.98908,0.992214,0.469055,0.89268,0.770651,0.836727,0.025,0.0,1.0,0.328
83,-0.010511,-0.004072,0.002065,0.001283,0.015794,-0.000517,0.036151,0.01199,0.006661,0.003181,-0.008928,0.007786,-0.018296,6,0.895996,0.995395,0.996819,0.451803,0.921308,0.803074,0.837185,0.025,0.0,1.0,0.332
84,-0.049206,0.054554,-0.602972,-0.008815,0.245204,-0.298124,-0.007098,0.008554,0.004752,-0.01001,-0.007233,0.003181,-0.052387,11,0.907069,0.98681,0.98999,0.461219,0.889633,0.784926,0.836582,0.025,0.0,1.0,0.336
85,-0.001856,0.037569,-0.134174,-0.007423,0.049802,-0.110656,-0.018856,0.00362,0.002011,-0.007956,-0.007622,-0.01001,0.008154,10,0.909341,0.997946,0.992044,0.494758,0.925305,0.804212,0.837119,0.025,0.0,1.0,0.34
86,0.036619,0.014236,0.33083,0.001385,0.153821,0.085157,-0.004441,0.002169,0.001205,0.003275,-0.007668,-0.007956,0.044574,9,0.894132,0.98877,0.996725,0.550656,0.914186,0.765422,0.837224,0.025,0.0,1.0,0.344
87,0.000737,-0.019713,0.387442,0.001256,0.222292,0.135554,0.013591,0.004225,0.002347,0.002635,-0.006136,0.003275,-0.002537,8,0.853168,0.999361,0.997365,0.612405,0.925954,0.703777,0.837105,0.025,0.0,1.0,0.348
88,-0.000915,-0.011896,0.3577,0.000822,0.213981,0.118102,0.026045,0.008153,0.004529,0.001741,-0.004908,0.002635,-0.003551,7,0.85036,0.999106,0.998259,0.648546,0.931261,0.69452,0.836961,0.025,0.0,1.0,0.352
89,0.003968,0.016097,-0.344447,0.001451,0.206259,-0.11138,0.008731,0.008257,0.004587,0.002302,-0.003977,0.001741,0.002226,1,0.852947,0.99944,0.997698,0.657928,0.933451,0.696151,0.836885,0.025,0.0,1.0,0.356
90,-0.007319,0.018327,-0.382206,-0.000303,0.208452,-0.133225,-0.009101,0.005132,0.002851,-0.000121,-0.003098,0.002302,-0.009621,4,0.86387,0.997577,0.999879,0.611997,0.926048,0.716171,0.837103,0.025,0.0,1.0,0.36
91,0.023766,-0.006207,0.06045,0.004511,0.007349,0.051304,-0.001391,0.003958,0.002199,0.005896,-0.002681,-0.000121,0.023888,3,0.883475,0.993983,0.994104,0.54671,0.932821,0.773032,0.836907,0.025,0.0,1.0,0.364
92,-0.000206,-0.047212,0.146962,0.003567,0.052546,0.124919,0.014668,0.005886,0.00327,0.004359,-0.001481,0.005896,-0.006102,2,0.906058,0.998463,0.995641,0.485468,0.925063,0.802332,0.837124,0.025,0.0,1.0,0.368
93,0.040605,-0.052814,0.590752,0.010975,0.253992,0.286863,0.04974,0.01378,0.007655,0.013481,-0.000663,0.004359,0.036246,1,0.894363,0.990879,0.986519,0.448566,0.890123,0.773405,0.836606,0.025,0.0,1.0,0.372
94,-0.001361,-0.001269,0.016274,0.008508,0.012145,0.010904,0.044667,0.019339,0.010744,0.009748,0.001317,0.013481,-0.014842,6,0.902491,0.996267,0.990252,0.422257,0.916861,0.815508,0.837222,0.025,0.0,1.0,0.376
95,-0.019884,0.067698,-0.596039,0.002829,0.279711,-0.295139,0.000694,0.015983,0.00888,0.002292,0.002497,0.009748,-0.029632,11,0.877306,0.992545,0.997708,0.457258,0.892814,0.751401,0.836733,0.025,0.0,1.0,0.38
96,0.015332,0.05714,-0.141276,0.00533,0.06521,-0.120122,-0.014438,0.010507,0.005837,0.005575,0.002469,0.002292,0.013039,10,0.902872,0.996718,0.994425,0.492529,0.922492,0.795958,0.837169,0.025,0.0,1.0,0.384
97,-0.005786,0.021949,-0.053544,0.003107,0.003654,-0.047891,-0.017106,0.005537,0.003076,0.002714,0.002904,0.005575,-0.011361,9,0.894096,0.997139,0.997286,0.555746,0.938165,0.7822,0.836688,0.025,0.0,1.0,0.388
98,0.012726,-0.008747,0.362129,0.00503,0.19523,0.118364,0.000322,0.004598,0.002555,0.005235,0.002877,0.002714,0.010012,8,0.867388,0.997478,0.994765,0.622011,0.927422,0.719303,0.837071,0.025,0.0,1.0,0.392
99,-0.006657,-0.025587,0.356597,0.002693,0.208652,0.116784,0.014301,0.006345,0.003525,0.00224,0.003207,0.005235,-0.011892,11,0.853712,0.997005,0.99776,0.656479,0.930701,0.697026,0.836978,0.025,0.0,1.0,0.396
100,-0.001472,0.021351,-0.369808,0.00186,0.207481,-0.125727,-0.004115,0.004462,0.002479,0.001305,0.003072,0.00224,-0.003712,1,0.860676,0.999065,0.998695,0.663977,0.93414,0.702735,0.836859,0.025,0.0,1.0,0.4
101,-0.015642,0.014848,-0.360631,-0.00164,0.182515,-0.119151,-0.01931,0.000183,0.000102,-0.002965,0.002825,0.001305,-0.016948,4,0.878286,0.995729,0.997035,0.620481,0.927474,0.732278,0.837069,0.025,0.0,1.0,0.404
102,-0.044096,-0.020433,-0.334568,-0.010132,0.14869,-0.081923,-0.026589,-0.004636,0.002575,-0.013325,0.002014,-0.002965,-0.041131,3,0.896932,0.98964,0.986675,0.551718,0.913279,0.768488,0.837222,0.025,0.0,1.0,0.408
103,-0.035042,-0.073047,0.165,-0.015114,0.101252,0.145928,-0.004255,-0.004567,0.002537,-0.018796,-0.000134,-0.013325,-0.021717,2,0.883553,0.99453,0.981204,0.484362,0.912875,0.774277,0.83722,0.025,0.0,1.0,0.412
104,0.043409,-0.088143,0.605139,-0.003409,0.221523,0.306107,0.034537,0.002471,0.001373,-0.003124,-0.002746,-0.018796,0.062205,7,0.888521,0.984328,0.996876,0.440876,0.888748,0.773626,0.836536,0.025,0.0,1.0,0.416
105,0.014242,0.006941,-6.8e-05,0.000121,0.018234,0.000888,0.029982,0.007423,0.004124,0.001249,-0.002799,-0.003124,0.017366,6,0.893916,0.995627,0.998751,0.419379,0.917728,0.807439,0.837218,0.025,0.0,1.0,0.42
106,-0.051689,0.08403,-0.61785,-0.010241,0.219154,-0.311616,-0.014498,0.003477,0.001932,-0.012087,-0.002232,0.001249,-0.052938,5,0.88662,0.986664,0.987913,0.442964,0.889473,0.771536,0.836573,0.025,0.0,1.0,0.424
107,0.021138,0.064767,-0.199531,-0.003965,0.108967,-0.172552,-0.034472,-0.003353,0.001863,-0.003717,-0.003612,-0.012087,0.033225,10,0.882639,0.99163,0.996283,0.472319,0.911177,0.774913,0.83721,0.025,0.0,1.0,0.428
108,-0.001276,0.03021,-0.096831,-0.003427,0.03309,-0.082697,-0.038998,-0.009769,0.005427,-0.003102,-0.003627,-0.003717,0.002441,9,0.906143,0.999386,0.996898,0.545708,0.935874,0.792487,0.836789,0.025,0.0,1.0,0.432
109,0.01985,-0.016243,0.382779,0.001228,0.188136,0.13227,-0.017023,-0.011075,0.006153,0.002675,-0.003553,-0.003102,0.022953,8,0.881267,0.994222,0.997325,0.613869,0.924133,0.735302,0.837142,0.025,0.0,1.0,0.436
