cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,shadow_pressure,shadow_archive,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
32,-0.001554,-0.003255,0.009827,-0.004612,0.00619,0.008241,0.001244,0.00114,0.000633,-0.004635,-0.00446,-0.00559,0.004036,2,0.90954,0.999045,0.995365,0.558382,0.93986,0.797058,0.836607,0.025,0.0,1.32,0.0
33,-0.007493,-0.005839,0.01747,-0.005188,0.019398,0.013613,0.002782,0.001436,0.000798,-0.00531,-0.004484,-0.004635,-0.002858,1,0.900838,0.999325,0.99469,0.561679,0.93909,0.786095,0.836645,0.025,0.0,1.33,0.0
34,0.008904,-0.001954,0.021927,-0.00237,0.003056,0.017242,0.004602,0.002006,0.001114,-0.00196,-0.0046,-0.00531,0.014214,11,0.898752,0.996651,0.99804,0.552044,0.937424,0.787865,0.836722,0.025,0.0,1.34,0.0
35,0.005428,0.00064,0.00867,-0.00081,0.00308,0.00719,0.005034,0.002551,0.001417,-0.000223,-0.00423,-0.00196,0.007388,10,0.903949,0.998263,0.999777,0.554917,0.93985,0.792454,0.836607,0.025,0.0,1.35,0.0
36,-0.021707,-0.009755,-0.000453,-0.00499,0.028554,-5.2e-05,0.00439,0.002882,0.001601,-0.005264,-0.003669,-0.000223,-0.021484,9,0.886181,0.994959,0.994736,0.54632,0.931549,0.773331,0.836951,0.025,0.0,1.36,0.0
37,0.006454,0.001397,-0.008821,-0.002701,0.016048,-0.004846,0.003207,0.00294,0.001634,-0.00252,-0.003892,-0.005264,0.011718,8,0.898153,0.997256,0.99748,0.55834,0.937391,0.784396,0.836724,0.025,0.0,1.37,0.0
38,-0.00739,-0.004433,-0.012878,-0.003639,9.2e-05,-0.008252,0.001847,0.002744,0.001524,-0.003658,-0.0037,-0.00252,-0.00487,7,0.906511,0.998862,0.996342,0.561661,0.940848,0.794016,0.836557,0.025,0.0,1.38,0.0
39,0.009803,0.006579,0.016316,-0.000951,0.000607,0.0121,0.00317,0.00282,0.001567,-0.000519,-0.003694,-0.003658,0.013461,6,0.904055,0.996861,0.999481,0.5637,0.939674,0.791085,0.836616,0.025,0.0,1.39,0.0
40,-0.019907,-0.012828,-0.008378,-0.004742,0.01644,-0.006091,0.002029,0.002678,0.001488,-0.005031,-0.00325,-0.000519,-0.019387,5,0.893721,0.995488,0.994969,0.547655,0.933522,0.782069,0.836882,0.025,0.0,1.4,0.0
41,-0.000795,-0.000658,0.000878,-0.003952,0.001489,0.001729,0.001982,0.002553,0.001418,-0.004047,-0.003499,-0.005031,0.004237,4,0.909317,0.999016,0.995953,0.559636,0.940521,0.797069,0.836574,0.025,0.0,1.41,0.0
42,-0.004613,-0.003746,-0.005533,-0.004084,0.000673,-0.002808,0.001372,0.00234,0.0013,-0.004178,-0.003576,-0.004047,-0.000566,3,0.908679,0.999869,0.995822,0.558821,0.941376,0.796704,0.836529,0.025,0.0,1.42,0.0
43,0.01005,0.00423,-0.010218,-0.001258,0.020497,-0.006145,0.000418,0.001994,0.001108,-0.000887,-0.00366,-0.004178,0.014228,2,0.895181,0.996709,0.999113,0.555912,0.936444,0.781429,0.836765,0.025,0.0,1.43,0.0
44,0.003251,0.002403,-0.007572,-0.000356,0.008399,-0.004839,-0.000261,0.001588,0.000882,6.8e-05,-0.003272,-0.000887,0.004139,1,0.905205,0.999045,0.999932,0.564372,0.94143,0.791235,0.836526,0.025,0.0,1.44,0.0
45,0.000786,-0.001862,0.006573,-0.000127,0.001069,0.004852,0.000337,0.001363,0.000757,0.000234,-0.002805,6.8e-05,0.000718,11,0.908636,0.999835,0.999766,0.554226,0.941653,0.797587,0.836515,0.025,0.0,1.45,0.0
46,0.01741,0.006797,0.006954,0.00338,0.019484,0.004873,0.000857,0.001272,0.000707,0.004182,-0.002379,0.000234,0.017176,10,0.8914,0.996051,0.995818,0.562707,0.935988,0.77645,0.836785,0.025,0.0,1.46,0.0
47,-0.002236,-8.6e-05,0.010606,0.002257,0.011134,0.006811,0.001637,0.001338,0.000743,0.00271,-0.001461,0.004182,-0.006418,9,0.903288,0.998528,0.99729,0.562439,0.939753,0.78939,0.836612,0.025,0.0,1.47,0.0
48,-0.006516,-0.000558,0.011256,0.000502,0.018836,0.007203,0.00239,0.001527,0.000848,0.000598,-0.000877,0.00271,-0.009226,8,0.897421,0.997888,0.999402,0.557979,0.938196,0.78348,0.836687,0.025,0.0,1.48,0.0
49,-0.013266,-0.0038,-0.011405,-0.002252,0.012059,-0.008802,0.001013,0.001435,0.000797,-0.002569,-0.00067,0.000598,-0.013864,7,0.896024,0.996833,0.997431,0.558282,0.937334,0.782841,0.836726,0.025,0.0,1.49,0.0
50,0.003461,-2e-05,0.005434,-0.001109,0.002506,0.004449,0.001416,0.001431,0.000795,-0.001195,-0.000936,-0.002569,0.00603,6,0.905425,0.998625,0.998805,0.560843,0.94085,0.792876,0.836557,0.025,0.0,1.5,0.0
51,-0.009028,0.000855,0.000843,-0.002693,0.018011,0.001191,0.001326,0.001412,0.000785,-0.002977,-0.000972,-0.001195,-0.007833,5,0.89558,0.998218,0.997023,0.557168,0.937974,0.781907,0.836697,0.025,0.0,1.51,0.0
52,-0.007278,-0.007196,-0.009469,-0.00361,0.00101,-0.006075,0.000459,0.001241,0.000689,-0.003953,-0.001253,-0.002977,-0.004301,4,0.908453,0.999024,0.996047,0.561633,0.940899,0.795936,0.836554,0.025,0.0,1.52,0.0
53,-0.0057,-0.004537,-0.02152,-0.004028,0.009155,-0.014077,-0.001383,0.000768,0.000427,-0.004349,-0.001631,-0.003953,-0.001746,3,0.908535,0.999604,0.995651,0.565948,0.941198,0.794204,0.836539,0.025,0.0,1.53,0.0
54,0.00039,-0.001725,0.012683,-0.003144,0.006382,0.010962,0.00012,0.000652,0.000362,-0.003278,-0.002012,-0.004349,0.004739,2,0.909506,0.998929,0.996722,0.554318,0.939487,0.797841,0.836625,0.025,0.0,1.54,0.0
55,0.000437,-0.001237,-0.00131,-0.002428,0.002979,-0.000501,0.000106,0.000553,0.000307,-0.00244,-0.002189,-0.003278,0.003714,1,0.907114,0.999162,0.99756,0.557173,0.940646,0.795291,0.836567,0.025,0.0,1.55,0.0
56,0.00791,0.002631,0.00917,-0.000361,0.005178,0.006863,0.000908,0.000617,0.000343,-0.00011,-0.002224,-0.00244,0.010349,11,0.901983,0.99767,0.99989,0.560162,0.939735,0.789295,0.836613,0.025,0.0,1.56,0.0
57,0.005561,0.001045,0.005985,0.000824,0.004813,0.004638,0.001303,0.000741,0.000412,0.001164,-0.001928,-0.00011,0.005671,10,0.903918,0.998726,0.998836,0.559569,0.940585,0.791385,0.83657,0.025,0.0,1.57,0.0
58,-0.011354,-0.005292,0.010907,-0.001612,0.022282,0.007319,0.001967,0.000962,0.000534,-0.001642,-0.001495,0.001164,-0.012518,9,0.894791,0.997194,0.998358,0.5539,0.936319,0.781284,0.83677,0.025,0.0,1.58,0.0
59,-0.002994,-0.001193,0.008037,-0.001888,0.00966,0.005792,0.002418,0.001224,0.00068,-0.001944,-0.001516,-0.001642,-0.001352,8,0.905059,0.999698,0.998056,0.559588,0.940951,0.791914,0.836552,0.025,0.0,1.59,0.0
60,-0.000511,0.002508,-0.008098,-0.001613,0.001803,-0.005196,0.001474,0.001269,0.000705,-0.001624,-0.001576,-0.001944,0.001434,7,0.909324,0.99968,0.998376,0.564183,0.942386,0.7962,0.836475,0.025,0.0,1.6,0.0
61,-0.002819,0.00316,-0.024242,-0.001854,0.00796,-0.016699,-0.000776,0.000901,0.0005,-0.00189,-0.001583,-0.001624,-0.001194,6,0.908997,0.999734,0.99811,0.556738,0.940816,0.796644,0.836559,0.025,0.0,1.61,0.0
62,-0.019376,-0.013877,0.003162,-0.005358,0.022349,0.002883,-0.000272,0.00069,0.000383,-0.005776,-0.001626,-0.00189,-0.017485,5,0.892895,0.996114,0.994224,0.552468,0.933991,0.779682,0.836864,0.025,0.0,1.62,0.0
63,-0.004163,-0.00472,0.004138,-0.005119,0.005422,0.004091,0.000205,0.000602,0.000335,-0.005418,-0.002207,-0.005776,0.001614,4,0.908301,0.999642,0.994582,0.564503,0.94118,0.794717,0.83654,0.025,0.0,1.63,0.0
64,-0.009127,-0.01158,0.01295,-0.005921,0.013224,0.01187,0.00171,0.000802,0.000445,-0.006239,-0.002656,-0.005418,-0.003709,3,0.904645,0.999179,0.993761,0.547688,0.937509,0.793476,0.836718,0.025,0.0,1.64,0.0
65,-0.015167,-0.009044,0.010072,-0.00777,0.024756,0.008147,0.00252,0.001111,0.000617,-0.00821,-0.003158,-0.006239,-0.008928,2,0.894266,0.998029,0.99179,0.553508,0.935384,0.780532,0.83681,0.025,0.0,1.65,0.0
66,-0.001152,-0.002159,-0.025823,-0.006446,0.01769,-0.016533,0.000153,0.000939,0.000521,-0.006655,-0.003865,-0.00821,0.007058,1,0.901783,0.998445,0.993345,0.558893,0.937609,0.787829,0.836714,0.025,0.0,1.66,0.0
67,-0.006301,-0.003425,-0.019205,-0.006417,0.005335,-0.012927,-0.001456,0.000508,0.000282,-0.006577,-0.004256,-0.006655,0.000354,11,0.909364,0.999922,0.993423,0.556969,0.940252,0.797302,0.836587,0.025,0.0,1.67,0.0
68,-0.017515,-0.009812,-0.010332,-0.008637,0.014276,-0.005875,-0.001992,5.8e-05,3.2e-05,-0.008977,-0.004581,-0.006577,-0.010938,10,0.89629,0.997601,0.991023,0.564678,0.937273,0.781638,0.836729,0.025,0.0,1.68,0.0
69,0.001608,-0.001781,-0.001814,-0.006588,0.005771,0.001037,-0.001651,-0.00025,0.000139,-0.00666,-0.005196,-0.008977,0.010585,9,0.903547,0.997683,0.99334,0.547143,0.936455,0.793412,0.836765,0.025,0.0,1.69,0.0
70,-0.003123,-0.001817,-0.013346,-0.005895,0.005292,-0.008397,-0.002538,-0.000662,0.000368,-0.005887,-0.005401,-0.00666,0.003537,8,0.908347,0.999227,0.994113,0.554352,0.9393,0.796805,0.836635,0.025,0.0,1.7,0.0
71,-0.006376,-0.002451,-0.014926,-0.005991,0.001183,-0.009751,-0.003501,-0.001173,0.000652,-0.005994,-0.005469,-0.005887,-0.000489,7,0.907467,0.999894,0.994006,0.550738,0.939929,0.797112,0.836604,0.025,0.0,1.71,0.0
72,0.0075,0.004817,-0.011544,-0.003293,0.016046,-0.006518,-0.003943,-0.001672,0.000929,-0.00306,-0.005543,-0.005994,0.013493,6,0.898983,0.997066,0.99694,0.565547,0.937888,0.783855,0.836701,0.025,0.0,1.72,0.0
73,-0.011592,-0.008754,-0.00498,-0.004953,0.008196,-0.002972,-0.003793,-0.002053,0.001141,-0.004911,-0.005195,-0.00306,-0.008531,5,0.902231,0.998149,0.995089,0.557195,0.938341,0.789694,0.83668,0.025,0.0,1.73,0.0
74,0.000847,-0.000746,0.018769,-0.003793,0.010651,0.014337,-0.001559,-0.001964,0.001091,-0.003665,-0.005155,-0.004911,0.005758,4,0.908554,0.998754,0.996335,0.559536,0.939359,0.79526,0.836632,0.025,0.0,1.74,0.0
75,-0.007847,-0.00167,0.004609,-0.004604,0.015699,0.003932,-0.000884,-0.00177,0.000983,-0.004568,-0.004947,-0.003665,-0.004182,3,0.899304,0.999097,0.995432,0.557961,0.93883,0.78573,0.836657,0.025,0.0,1.75,0.0
76,0.004735,-0.000584,-0.007149,-0.002736,0.013952,-0.003751,-0.001215,-0.00167,0.000928,-0.002563,-0.004894,-0.004568,0.009303,2,0.899638,0.997995,0.997437,0.547183,0.936839,0.788434,0.836748,0.025,0.0,1.76,0.0
77,0.007392,0.002679,-0.008473,-0.00071,0.016228,-0.005373,-0.001663,-0.001669,0.000927,-0.000423,-0.004567,-0.002563,0.009955,1,0.898671,0.99786,0.999577,0.557086,0.938236,0.785214,0.836685,0.025,0.0,1.77,0.0
78,-0.003332,-0.002539,0.003804,-0.001235,0.005883,0.002619,-0.001198,-0.001584,0.00088,-0.001047,-0.003987,-0.000423,-0.00291,11,0.906436,0.999376,0.998953,0.565886,0.941967,0.792465,0.836498,0.025,0.0,1.78,0.0
79,-0.004466,0.000325,0.000143,-0.001881,0.008599,0.00029,-0.001015,-0.001481,0.000823,-0.001779,-0.003576,-0.001047,-0.003419,10,0.903098,0.999268,0.998221,0.563376,0.941084,0.789308,0.836545,0.025,0.0,1.79,0.0
80,0.00462,0.001135,0.002229,-0.000581,0.005556,0.002116,-0.000667,-0.001335,0.000742,-0.000412,-0.003324,-0.001779,0.006398,9,0.904205,0.998633,0.999588,0.563559,0.941019,0.790752,0.836548,0.025,0.0,1.8,0.0
81,-0.004239,-0.002048,-0.0198,-0.001312,0.008109,-0.014181,-0.002399,-0.001526,0.000848,-0.001228,-0.002916,-0.000412,-0.003827,8,0.909766,0.999185,0.998772,0.556648,0.940286,0.797378,0.836586,0.025,0.0,1.81,0.0
82,0.013465,0.010089,0.005951,0.001643,0.009337,0.004647,-0.001569,-0.001534,0.000852,0.001896,-0.00268,-0.001228,0.014692,7,0.899947,0.996876,0.998104,0.564108,0.938377,0.785919,0.836679,0.025,0.0,1.82,0.0
83,-0.010739,-0.006067,0.004373,-0.000833,0.015794,0.002365,-0.001117,-0.001459,0.00081,-0.000784,-0.002039,0.001896,-0.012635,6,0.897767,0.99732,0.999216,0.561513,0.938147,0.783488,0.836689,0.025,0.0,1.83,0.0
84,-0.003912,-0.004161,-0.015458,-0.001449,0.008009,-0.010924,-0.002327,-0.001615,0.000897,-0.001446,-0.001864,-0.000784,-0.003128,5,0.908318,0.999338,0.998554,0.558652,0.940671,0.795537,0.836566,0.025,0.0,1.84,0.0
85,-0.005824,-0.002447,-0.002953,-0.002324,0.005929,-0.001872,-0.002186,-0.001718,0.000954,-0.002371,-0.001805,-0.001446,-0.004377,4,0.904379,0.999076,0.997629,0.554904,0.939876,0.792592,0.836606,0.025,0.0,1.85,0.0
86,8.4e-05,0.006977,-0.016279,-0.001842,0.003649,-0.011255,-0.003357,-0.002013,0.001118,-0.001853,-0.001884,-0.002371,0.002454,3,0.908152,0.999483,0.998147,0.555025,0.940686,0.796598,0.836565,0.025,0.0,1.86,0.0
87,-0.001271,-0.003086,0.008469,-0.001728,0.004849,0.006714,-0.002133,-0.002034,0.00113,-0.001731,-0.00188,-0.001853,0.000582,2,0.909186,0.999878,0.998269,0.559358,0.941604,0.796619,0.836517,0.025,0.0,1.87,0.0
88,0.021533,0.011834,-0.005778,0.002924,0.030228,-0.004294,-0.002487,-0.002116,0.001176,0.003148,-0.001859,-0.001731,0.023264,1,0.886314,0.995121,0.996852,0.550807,0.93221,0.772408,0.836929,0.025,0.0,1.88,0.0
89,0.00763,0.001805,0.008973,0.003865,0.005854,0.005701,-0.001519,-0.002008,0.001116,0.004086,-0.001158,0.003148,0.004482,11,0.902956,0.999062,0.995914,0.563803,0.940611,0.789381,0.836569,0.025,0.0,1.89,0.0
90,-0.004686,0.000577,0.000612,0.002155,0.009355,-0.001034,-0.00137,-0.001893,0.001052,0.002255,-0.000424,0.004086,-0.008771,10,0.901319,0.998169,0.997745,0.556799,0.938754,0.788732,0.836661,0.025,0.0,1.9,0.0
91,0.008941,0.008976,0.005002,0.003512,0.002906,0.004458,-0.000569,-0.001655,0.000919,0.003647,-4.9e-05,0.002255,0.006687,9,0.906521,0.998607,0.996353,0.551273,0.938869,0.795825,0.836655,0.025,0.0,1.91,0.0
92,0.003007,0.003473,0.000994,0.003411,0.001055,0.00031,-0.000427,-0.001434,0.000797,0.003514,0.000468,0.003647,-0.000641,8,0.90974,0.999867,0.996486,0.549948,0.940363,0.799544,0.836582,0.025,0.0,1.92,0.0
93,0.007304,0.010686,-0.002603,0.00419,0.003648,-0.003518,-0.000825,-0.001324,0.000736,0.0043,0.000895,0.003514,0.003789,7,0.908744,0.999214,0.9957,0.556479,0.940028,0.796937,0.836599,0.025,0.0,1.93,0.0
94,-0.004188,-0.006356,0.016853,0.002514,0.012145,0.011413,0.00076,-0.000949,0.000527,0.002544,0.001372,0.0043,-0.008488,6,0.904372,0.998244,0.997456,0.548222,0.937408,0.793218,0.836723,0.025,0.0,1.94,0.0
95,-0.007289,-0.002609,-0.003268,0.000554,0.007983,-0.003595,0.000273,-0.000729,0.000405,0.000515,0.001536,0.002544,-0.009833,5,0.901576,0.997971,0.999485,0.568878,0.940667,0.786802,0.836566,0.025,0.0,1.95,0.0
96,0.001762,0.001409,0.003613,0.000795,0.000784,0.002394,0.00058,-0.000494,0.000274,0.000772,0.001393,0.000515,0.001247,4,0.909603,0.999743,0.999228,0.564027,0.942749,0.796676,0.836455,0.025,0.0,1.96,0.0
97,0.01274,0.003498,0.023108,0.003184,0.003489,0.01659,0.002616,6.6e-05,3.7e-05,0.00323,0.001306,0.000772,0.011968,3,0.89958,0.997541,0.99677,0.563661,0.939338,0.786425,0.836633,0.025,0.0,1.97,0.0
98,0.007231,0.004094,0.009786,0.003993,0.002103,0.006084,0.002983,0.000591,0.000328,0.00405,0.001575,0.00323,0.004001,2,0.905784,0.99918,0.99595,0.566683,0.941551,0.792163,0.83652,0.025,0.0,1.98,0.0
99,-0.013785,-0.008048,-0.004836,0.000438,0.012762,-0.004871,0.001989,0.000843,0.000468,0.000404,0.001922,0.00405,-0.017835,1,0.89673,0.996353,0.999596,0.554157,0.936403,0.78432,0.836767,0.025,0.0,1.99,0.0
100,0.000466,0.002182,0.003999,0.000443,0.004257,0.002731,0.002116,0.001072,0.000596,0.000416,0.001709,0.000404,6.3e-05,11,0.907702,0.999987,0.999584,0.558527,0.942025,0.795427,0.836495,0.025,0.0,2.0,0.0
101,-0.001884,-0.006013,0.014433,-2.2e-05,0.006725,0.010049,0.003159,0.001448,0.000804,-5.2e-05,0.001528,0.000416,-0.0023,10,0.909131,0.999532,0.999948,0.560128,0.941523,0.796218,0.836522,0.025,0.0,2.01,0.0
102,-0.001709,-0.002357,0.012635,-0.000359,0.009341,0.009996,0.004022,0.001911,0.001062,-0.000388,0.001307,-5.2e-05,-0.001657,9,0.906475,0.999664,0.999612,0.560389,0.94135,0.79317,0.836531,0.025,0.0,2.02,0.0
103,0.005414,0.000755,0.001418,0.000795,0.008026,0.001159,0.003684,0.00223,0.001239,0.000787,0.00107,-0.000388,0.005802,8,0.902671,0.998825,0.999213,0.565258,0.941027,0.788533,0.836548,0.025,0.0,2.03,0.0
104,-0.009055,-0.005214,0.001207,-0.001175,0.011622,0.000985,0.003353,0.002432,0.001351,-0.001201,0.00103,0.000787,-0.009842,7,0.900567,0.998012,0.998799,0.564046,0.939451,0.786228,0.836627,0.025,0.0,2.04,0.0
105,0.014302,0.008593,-0.011427,0.001921,0.024369,-0.007501,0.00209,0.002371,0.001317,0.001923,0.000718,-0.001201,0.015503,6,0.893095,0.996875,0.998077,0.5602,0.936176,0.777999,0.836777,0.025,0.0,2.05,0.0
106,0.008157,0.004348,0.012462,0.003168,0.001634,0.008265,0.002852,0.002457,0.001365,0.003177,0.000886,0.001923,0.006234,5,0.904886,0.998747,0.996823,0.569788,0.941596,0.790596,0.836518,0.025,0.0,2.06,0.0
107,-0.004982,0.001892,-0.028621,0.001538,0.008717,-0.02191,-0.000261,0.001968,0.001093,0.00154,0.001207,0.003177,-0.008159,4,0.906993,0.998363,0.99846,0.554762,0.938879,0.794885,0.836655,0.025,0.0,2.07,0.0
108,0.014562,0.011639,-0.005178,0.004143,0.017376,-0.00402,-0.000672,0.001493,0.000829,0.004146,0.001254,0.00154,0.013022,3,0.897549,0.997394,0.995854,0.560454,0.937028,0.78329,0.83674,0.025,0.0,2.08,0.0
