cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,shadow_pressure,shadow_archive,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
19,-0.003768,-0.007035,0.003972,-0.011254,0.002351,0.005945,0.001449,0.000636,0.000353,-0.010989,-0.010016,-0.013421,0.009654,4,0.906977,0.997567,0.989011,0.537644,0.934684,0.799131,0.836838,0.0492,0.0,1.0,0.0
20,0.014699,0.005011,0.00584,-0.006063,0.016815,0.007193,0.002196,0.000917,0.000509,-0.004516,-0.010152,-0.010989,0.025688,3,0.891202,0.993527,0.995484,0.54359,0.93147,0.780415,0.836954,0.051,0.0,1.0,0.0
21,0.005363,0.004789,0.01915,-0.003778,0.008984,0.016289,0.004011,0.001474,0.000819,-0.002027,-0.009363,-0.004516,0.009879,2,0.909341,0.997511,0.997973,0.561858,0.939136,0.795809,0.836642,0.0528,0.0,1.0,0.0
22,0.021541,0.006708,0.027486,0.001286,0.012861,0.020596,0.006129,0.002312,0.001284,0.003911,-0.008336,-0.002027,0.023568,1,0.8894,0.994062,0.996089,0.547615,0.932997,0.778205,0.836901,0.0546,0.0,1.0,0.0
23,-0.018221,-0.00286,-0.010517,-0.002615,0.022509,-0.009495,0.004149,0.002642,0.001468,-0.001665,-0.006621,0.003911,-0.022132,11,0.886965,0.994424,0.998335,0.546954,0.932808,0.774727,0.836908,0.0564,0.0,1.0,0.0
24,-0.020139,-0.018349,-0.02416,-0.00612,0.000193,-0.016151,0.001594,0.002454,0.001363,-0.006319,-0.005927,-0.001665,-0.018474,10,0.902337,0.995346,0.993681,0.557146,0.936219,0.790748,0.836775,0.0582,0.0,1.0,0.0
25,0.002327,-0.005554,-0.010909,-0.004431,0.017649,-0.006959,0.000595,0.002119,0.001177,-0.004141,-0.005982,-0.006319,0.008646,9,0.897255,0.997822,0.995859,0.555449,0.937231,0.783929,0.836731,0.06,0.0,1.0,0.0
26,-0.009109,-0.012588,0.020008,-0.005366,0.016772,0.015828,0.002451,0.002179,0.001211,-0.005392,-0.005724,-0.004141,-0.004968,8,0.903806,0.998748,0.994608,0.545198,0.936617,0.792633,0.836758,0.0618,0.0,1.0,0.0
27,-0.027565,-0.017515,0.041249,-0.009806,0.059584,0.031447,0.006138,0.002892,0.001606,-0.010978,-0.005678,-0.005392,-0.022173,7,0.875446,0.994414,0.989022,0.563383,0.929073,0.755459,0.837027,0.0636,0.0,1.0,0.0
28,0.001832,-0.001193,-0.03942,-0.007478,0.031051,-0.023951,0.00237,0.002798,0.001554,-0.007751,-0.00642,-0.010978,0.01281,6,0.89447,0.996773,0.992249,0.56875,0.935716,0.776838,0.836796,0.0654,0.0,1.0,0.0
29,-0.003729,0.000662,0.008632,-0.006729,0.013778,0.008618,0.003095,0.002851,0.001584,-0.006738,-0.006606,-0.007751,0.004022,5,0.903396,0.998987,0.993262,0.56718,0.939672,0.788148,0.836616,0.0672,0.0,1.0,0.0
30,-0.020474,-0.021396,0.024936,-0.009478,0.031469,0.021154,0.0053,0.003292,0.001829,-0.010198,-0.006625,-0.006738,-0.013736,4,0.893835,0.99654,0.989802,0.550491,0.932484,0.779777,0.836919,0.069,0.0,1.0,0.0
31,-0.021739,-0.01328,-0.044857,-0.01193,0.005407,-0.029888,0.000878,0.002857,0.001587,-0.013106,-0.007125,-0.010198,-0.011541,3,0.90215,0.997092,0.986894,0.548901,0.934784,0.791562,0.836834,0.0708,0.0,1.0,0.0
32,-0.002822,-0.00783,0.030668,-0.010108,0.017976,0.024364,0.003907,0.003046,0.001692,-0.010515,-0.007962,-0.013106,0.010283,2,0.908537,0.997409,0.989485,0.558224,0.935641,0.794565,0.836799,0.0726,0.0,1.0,0.0
33,-0.020917,-0.012409,0.039997,-0.01227,0.052092,0.029752,0.007149,0.003785,0.002103,-0.013135,-0.00832,-0.010515,-0.010402,1,0.882574,0.99738,0.986865,0.566509,0.932642,0.762811,0.836914,0.0744,0.0,1.0,0.0
34,0.086241,-0.004315,0.507925,0.007432,0.166269,0.221775,0.034182,0.009256,0.005142,0.011884,-0.008994,-0.013135,0.099377,11,0.875826,0.97498,0.988116,0.537994,0.895274,0.747761,0.836836,0.0762,0.0,1.0,0.0
35,0.023663,0.011447,0.030602,0.010678,0.00961,0.021461,0.032893,0.013511,0.007506,0.014849,-0.006071,0.011884,0.011778,10,0.894151,0.997036,0.985151,0.547248,0.933215,0.782798,0.836893,0.078,0.0,1.0,0.0
36,-0.058702,-0.018967,0.004199,-0.003198,0.088528,0.000302,0.028935,0.016287,0.009048,-0.003656,-0.003142,0.014849,-0.073551,4,0.834445,0.981495,0.996344,0.51896,0.908627,0.719125,0.837184,0.0798,0.0,1.0,0.0
37,0.027419,0.012188,-0.02346,0.002926,0.052381,-0.014953,0.023507,0.017587,0.00977,0.004161,-0.003214,-0.003656,0.031075,8,0.87272,0.992183,0.995839,0.557481,0.927713,0.753961,0.837063,0.0816,0.0,1.0,0.0
38,-0.019096,-0.008307,-0.037986,-0.001479,0.000306,-0.026558,0.017446,0.017562,0.009756,-0.001689,-0.002182,0.004161,-0.023257,7,0.897136,0.994149,0.998311,0.568856,0.936927,0.782352,0.836744,0.0834,0.0,1.0,0.0
39,0.085775,0.028985,0.430149,0.015972,0.15,0.165451,0.036212,0.020919,0.011621,0.020305,-0.002113,-0.001689,0.087464,6,0.890643,0.978005,0.979695,0.576375,0.902427,0.756206,0.837067,0.0852,0.0,1.0,0.0
40,-0.061554,-0.034607,-0.023591,0.000467,0.05721,-0.022191,0.029083,0.022388,0.012438,-0.000277,0.001026,0.020305,-0.08186,5,0.850173,0.979418,0.999723,0.519655,0.910278,0.738133,0.837203,0.087,0.0,1.0,0.0
41,0.00498,0.006685,0.010184,0.001369,0.00529,0.007741,0.026527,0.023133,0.012852,0.001045,0.000843,-0.000277,0.005257,4,0.909672,0.998678,0.998955,0.562858,0.940058,0.79518,0.836597,0.0888,0.0,1.0,0.0
42,-0.009229,-0.004481,-0.0138,-0.00075,0.00244,-0.009775,0.022075,0.022943,0.012746,-0.001538,0.000872,0.001045,-0.010273,3,0.903761,0.997417,0.998462,0.559529,0.938549,0.790287,0.83667,0.0906,0.0,1.0,0.0
43,0.046946,0.026588,-0.023545,0.008789,0.072389,-0.016084,0.017367,0.021939,0.012188,0.010653,0.000534,-0.001538,0.048484,2,0.8564,0.987809,0.989347,0.545256,0.918078,0.737443,0.837216,0.0924,0.0,1.0,0.0
44,0.017811,0.015209,-0.023099,0.010593,0.031649,-0.016629,0.013148,0.020357,0.011309,0.012453,0.001951,0.010653,0.007158,1,0.89318,0.9982,0.987547,0.581174,0.936826,0.772016,0.836749,0.0942,0.0,1.0,0.0
45,0.009844,0.001221,0.03045,0.010443,0.004104,0.020309,0.014031,0.019218,0.010677,0.011797,0.003421,0.012453,-0.002609,11,0.90566,0.999344,0.988203,0.541023,0.935702,0.795895,0.836796,0.096,0.0,1.0,0.0
46,0.059109,0.02916,0.031985,0.020177,0.054144,0.019983,0.014742,0.018413,0.010229,0.023698,0.004594,0.011797,0.047313,4,0.856405,0.988099,0.976302,0.573719,0.921052,0.734141,0.837188,0.0978,0.0,1.0,0.0
47,-0.00535,0.003321,0.046155,0.015071,0.044356,0.02855,0.016622,0.01809,0.01005,0.016391,0.007268,0.023698,-0.029047,9,0.883213,0.992693,0.983609,0.573853,0.928317,0.762114,0.837048,0.0996,0.0,1.0,0.0
48,0.038893,0.004477,0.48555,0.019836,0.245486,0.198103,0.039654,0.021972,0.012206,0.022049,0.008545,0.016391,0.022502,3,0.8637,0.994342,0.977951,0.551419,0.905453,0.722737,0.837134,0.1014,0.0,1.0,0.0
49,-0.046145,-0.003578,-0.042832,0.00664,0.04978,-0.036414,0.030353,0.02348,0.013045,0.004905,0.010436,0.022049,-0.068194,7,0.84939,0.982856,0.995095,0.555984,0.918053,0.730915,0.837216,0.1032,0.0,1.0,0.0
50,0.080474,0.005202,0.489365,0.021407,0.173633,0.203181,0.052189,0.028648,0.015915,0.023894,0.009662,0.004905,0.07557,6,0.892192,0.981011,0.976106,0.566401,0.900581,0.756485,0.837017,0.105,0.0,1.0,0.0
51,-0.027858,0.018088,0.010371,0.011554,0.076944,0.003616,0.046198,0.031807,0.01767,0.010894,0.011654,0.023894,-0.051751,5,0.844233,0.987,0.989106,0.550867,0.917044,0.72306,0.837221,0.1068,0.0,1.0,0.0
52,-0.021543,-0.019127,-0.03276,0.004934,0.004388,-0.024964,0.037652,0.032859,0.018255,0.002746,0.011548,0.010894,-0.032437,4,0.900883,0.991853,0.997254,0.572901,0.933826,0.783951,0.836871,0.1086,0.0,1.0,0.0
53,-0.069344,-0.013786,-0.482327,-0.009921,0.198258,-0.197125,0.008275,0.028434,0.015797,-0.015369,0.010315,0.002746,-0.072091,3,0.906588,0.981885,0.984631,0.588672,0.903855,0.763483,0.837101,0.1104,0.0,1.0,0.0
54,0.057329,-0.00662,0.472708,0.003529,0.192936,0.201862,0.032563,0.029177,0.016209,0.002898,0.00672,-0.015369,0.072698,2,0.909009,0.981734,0.997102,0.537825,0.90046,0.776671,0.837014,0.1122,0.0,1.0,0.0
55,0.007367,0.001286,-0.002206,0.004296,0.013584,-0.002128,0.028563,0.029066,0.016148,0.004021,0.006185,0.002898,0.00447,1,0.899294,0.998877,0.995979,0.551988,0.937064,0.785651,0.836738,0.114,0.0,1.0,0.0
56,0.040058,0.01586,0.04136,0.011449,0.026623,0.033293,0.029182,0.029087,0.01616,0.013076,0.005882,0.004021,0.036037,11,0.874116,0.990945,0.986924,0.562547,0.927147,0.756796,0.837077,0.1158,0.0,1.0,0.0
57,0.032108,0.012096,0.032906,0.015581,0.02264,0.023362,0.028447,0.028972,0.016096,0.017858,0.006889,0.013076,0.019033,10,0.88241,0.995218,0.982142,0.561274,0.930542,0.765829,0.836983,0.1176,0.0,1.0,0.0
58,0.048103,-0.017657,0.056351,0.022085,0.068284,0.038866,0.028626,0.02891,0.016061,0.025458,0.008424,0.017858,0.030245,3,0.837629,0.9924,0.974542,0.534299,0.917918,0.720969,0.837216,0.1194,0.0,1.0,0.0
59,-0.004244,0.009858,0.038488,0.016819,0.043838,0.02045,0.027639,0.028681,0.015934,0.017994,0.010809,0.025458,-0.029702,8,0.880945,0.992537,0.982006,0.561327,0.925739,0.761826,0.83711,0.1212,0.0,1.0,0.0
60,0.016771,0.025701,0.021315,0.01681,0.0115,0.010686,0.025666,0.028138,0.015632,0.017687,0.011815,0.017994,-0.001223,7,0.903927,0.999693,0.982313,0.584559,0.939218,0.784072,0.836638,0.123,0.0,1.0,0.0
61,-0.054542,0.031627,-0.522143,0.002539,0.203987,-0.232819,-0.006628,0.02188,0.012156,-0.000475,0.012637,0.017687,-0.072229,6,0.902383,0.981838,0.999525,0.546132,0.90143,0.767463,0.837041,0.1248,0.0,1.0,0.0
62,0.018295,-0.059837,0.023794,0.00569,0.081895,0.019262,-0.003253,0.017356,0.009642,0.004247,0.010801,-0.000475,0.01877,10,0.833112,0.995278,0.995753,0.527188,0.923896,0.716882,0.837146,0.1266,0.0,1.0,0.0
63,-0.011046,-0.006223,0.009643,0.002343,0.019695,0.005426,-0.003148,0.013666,0.007592,0.000398,0.009884,0.004247,-0.015293,4,0.896122,0.996151,0.999602,0.589131,0.940088,0.775173,0.836596,0.1284,0.0,1.0,0.0
64,0.026518,-0.051832,0.561817,0.007178,0.261585,0.271342,0.031509,0.016877,0.009376,0.006969,0.008556,0.000398,0.02612,3,0.879393,0.993429,0.993031,0.496946,0.89955,0.747676,0.836986,0.1302,0.0,1.0,0.0
65,-0.065184,-0.017699,0.01872,-0.007294,0.111605,0.010354,0.028986,0.019057,0.010587,-0.011179,0.008334,0.006969,-0.072153,2,0.821797,0.981852,0.988821,0.528081,0.906003,0.70173,0.837144,0.132,0.0,1.0,0.0
66,0.011067,0.010335,-0.123431,-0.003622,0.094678,-0.096363,0.013437,0.018045,0.010025,-0.005583,0.005602,-0.011179,0.022245,1,0.869061,0.994404,0.994417,0.552422,0.92469,0.746213,0.837131,0.1338,0.0,1.0,0.0
67,-0.019015,-0.000315,-0.090664,-0.006701,0.028934,-0.071596,0.002908,0.015321,0.008511,-0.008963,0.004036,-0.005583,-0.013432,11,0.905686,0.99662,0.991037,0.548366,0.932288,0.791689,0.836926,0.1356,0.0,1.0,0.0
68,-0.073041,-0.022635,-0.043879,-0.019969,0.07846,-0.028321,-0.000908,0.012399,0.006889,-0.02509,0.002216,-0.008963,-0.064079,10,0.832385,0.983872,0.97491,0.585367,0.91588,0.705208,0.837224,0.1374,0.0,1.0,0.0
69,0.021896,0.005888,-0.001608,-0.011596,0.03371,0.004212,-0.000388,0.010098,0.00561,-0.013262,-0.001607,-0.02509,0.046986,9,0.876063,0.988171,0.986738,0.493161,0.915471,0.772825,0.837225,0.1392,0.0,1.0,0.0
70,-0.004344,0.005619,-0.063518,-0.010146,0.029845,-0.047552,-0.006443,0.00712,0.003956,-0.011016,-0.003238,-0.013262,0.008918,8,0.902769,0.997754,0.988984,0.53495,0.931475,0.791803,0.836954,0.141,0.0,1.0,0.0
71,-0.024668,-0.000362,-0.073897,-0.01305,0.006759,-0.056516,-0.01295,0.003508,0.001949,-0.014455,-0.004327,-0.011016,-0.013652,7,0.893889,0.996561,0.985545,0.513848,0.929223,0.790114,0.837023,0.1428,0.0,1.0,0.0
72,-0.045723,0.025878,-0.414151,-0.019585,0.151311,-0.149291,-0.031344,-0.002766,0.001536,-0.022333,-0.005745,-0.014455,-0.031268,1,0.901665,0.992123,0.977667,0.590238,0.918507,0.765307,0.837213,0.1446,0.0,1.0,0.0
73,-0.115241,-0.040348,-0.45733,-0.038716,0.126134,-0.175746,-0.049488,-0.011176,0.006209,-0.045719,-0.008067,-0.022333,-0.092908,5,0.867921,0.976613,0.954281,0.545048,0.893959,0.743154,0.836782,0.1464,0.0,1.0,0.0
74,0.00201,-0.011279,0.11313,-0.030571,0.063139,0.091274,-0.033252,-0.015149,0.008416,-0.03371,-0.013339,-0.045719,0.047729,4,0.905385,0.987991,0.96629,0.559103,0.915989,0.785147,0.837224,0.1482,0.0,1.0,0.0
75,0.011715,-0.01269,0.4841,-0.022114,0.276847,0.208535,-0.003038,-0.012969,0.007205,-0.022278,-0.016191,-0.03371,0.045424,3,0.848336,0.988568,0.977722,0.548912,0.896596,0.704612,0.836886,0.15,0.0,1.0,0.0
76,0.034257,-0.003079,-0.012363,-0.01084,0.073068,-0.001592,-0.002727,-0.011126,0.006181,-0.008047,-0.017043,-0.022278,0.056534,2,0.847905,0.985769,0.991953,0.487168,0.909519,0.741085,0.837195,0.1518,0.0,1.0,0.0
77,-0.00389,0.017353,-0.447545,-0.00945,0.259602,-0.173362,-0.023064,-0.013275,0.007375,-0.007001,-0.015783,-0.008047,0.004156,1,0.840817,0.998954,0.992999,0.548646,0.912123,0.699198,0.837217,0.1536,0.0,1.0,0.0
78,-0.020113,-0.016544,0.02658,-0.011582,0.036566,0.017741,-0.019246,-0.014349,0.007972,-0.0103,-0.014554,-0.007001,-0.013112,11,0.889887,0.996701,0.9897,0.604974,0.938699,0.763707,0.836663,0.1554,0.0,1.0,0.0
79,-0.019828,0.014171,0.005225,-0.013231,0.055372,0.005653,-0.016212,-0.014685,0.008158,-0.012698,-0.013958,-0.0103,-0.009528,10,0.867767,0.997603,0.987302,0.581443,0.934091,0.744018,0.836861,0.1572,0.0,1.0,0.0
80,0.071203,0.002368,0.366043,0.003655,0.104866,0.129053,0.00178,-0.011721,0.006512,0.00842,-0.013782,-0.012698,0.083901,9,0.872507,0.978882,0.99158,0.585444,0.912148,0.742183,0.837217,0.159,0.0,1.0,0.0
81,-0.010737,-0.008785,-0.039092,0.000777,0.017924,-0.035181,-0.002998,-0.010151,0.005639,0.003598,-0.010674,0.00842,-0.019157,8,0.909248,0.995177,0.996402,0.537845,0.93205,0.798964,0.836934,0.1608,0.0,1.0,0.0
82,0.113109,0.080722,0.404879,0.023243,0.138987,0.144467,0.015316,-0.005567,0.003093,0.031179,-0.008676,0.003598,0.109511,2,0.891833,0.972419,0.968821,0.589388,0.897868,0.756968,0.836932,0.1626,0.0,1.0,0.0
83,0.013737,-0.026345,0.033659,0.021342,0.03204,0.014389,0.015169,-0.001834,0.001019,0.026784,-0.003096,0.031179,-0.017442,11,0.879458,0.995605,0.973216,0.576303,0.931103,0.76025,0.836966,0.1644,0.0,1.0,0.0
84,-0.067302,-0.007814,-0.522931,0.003613,0.224583,-0.234958,-0.016284,-0.004435,0.002464,0.003085,0.001087,0.026784,-0.094087,5,0.903545,0.976301,0.996915,0.557956,0.895598,0.764757,0.836849,0.1662,0.0,1.0,0.0
85,-0.02579,-0.008048,0.021658,-0.002267,0.052941,0.015324,-0.011038,-0.005624,0.003124,-0.004187,0.001367,0.003085,-0.028875,4,0.87208,0.992728,0.995813,0.530723,0.925253,0.75927,0.83712,0.168,0.0,1.0,0.0
86,-0.049062,0.055837,-0.538072,-0.011626,0.198167,-0.24217,-0.040305,-0.011866,0.006592,-0.015482,0.000589,-0.004187,-0.044875,3,0.896502,0.988705,0.984518,0.525864,0.903217,0.76689,0.837086,0.1698,0.0,1.0,0.0
87,-0.006684,-0.018339,0.054993,-0.010638,0.030342,0.04262,-0.030136,-0.015155,0.008419,-0.013269,-0.001661,-0.015482,0.008798,2,0.9063,0.997786,0.986731,0.562668,0.934184,0.789284,0.836857,0.1716,0.0,1.0,0.0
88,0.030313,0.076669,-0.038103,-0.002448,0.001707,-0.031957,-0.03213,-0.01821,0.010117,-0.002306,-0.003286,-0.013269,0.043581,7,0.898548,0.989037,0.997694,0.495162,0.921946,0.798299,0.837177,0.1734,0.0,1.0,0.0
89,0.097591,0.00334,0.452521,0.01756,0.115532,0.179038,-0.005802,-0.015977,0.008876,0.022828,-0.003149,-0.002306,0.099897,11,0.855282,0.974866,0.977172,0.593076,0.904567,0.721915,0.837116,0.1752,0.0,1.0,0.0
90,-0.035256,0.003039,0.000158,0.006997,0.06623,-0.008794,-0.005649,-0.014118,0.007843,0.008211,0.000488,0.022828,-0.058084,10,0.848898,0.985384,0.991789,0.545197,0.917189,0.731127,0.83722,0.177,0.0,1.0,0.0
91,-0.012438,0.053226,-0.346363,0.00311,0.132072,-0.07721,-0.014269,-0.014145,0.007858,0.003015,0.001569,0.008211,-0.020649,4,0.902189,0.994804,0.996985,0.495199,0.914675,0.786515,0.837225,0.1788,0.0,1.0,0.0
92,0.02096,0.010505,0.061707,0.00668,0.015875,0.045525,-0.006661,-0.012798,0.00711,0.007531,0.001772,0.003015,0.017945,8,0.903837,0.995484,0.992469,0.493056,0.925714,0.802609,0.83711,0.1806,0.0,1.0,0.0
93,0.048825,0.075735,-0.025509,0.015109,0.026619,-0.038674,-0.010754,-0.01243,0.006906,0.017924,0.002578,0.007531,0.041294,7,0.898514,0.989607,0.982076,0.533069,0.921619,0.788015,0.837181,0.1824,0.0,1.0,0.0
94,-0.039362,-0.059199,0.11844,0.004215,0.089487,0.093435,0.002574,-0.009729,0.005405,0.003502,0.004727,0.017924,-0.057286,6,0.87015,0.985578,0.996498,0.475274,0.907249,0.763817,0.837165,0.1842,0.0,1.0,0.0
95,-0.055614,-0.018882,-0.029461,-0.007751,0.059391,-0.027397,-0.000852,-0.008131,0.004517,-0.011383,0.004555,0.003502,-0.059116,5,0.849343,0.985115,0.988617,0.628885,0.928028,0.715987,0.837055,0.186,0.0,1.0,0.0
96,0.060257,-0.002267,0.455154,0.005851,0.179193,0.181542,0.022972,-0.002533,0.001407,0.006666,0.002324,-0.011383,0.071639,4,0.905242,0.981951,0.993334,0.596346,0.910011,0.764329,0.8372,0.1878,0.0,1.0,0.0
97,0.085034,0.020301,0.540533,0.021687,0.217422,0.24332,0.051867,0.007259,0.004033,0.0264,0.002932,0.006666,0.078369,8,0.907293,0.980265,0.9736,0.591621,0.899142,0.762475,0.836974,0.1896,0.0,1.0,0.0
98,0.064344,0.048209,0.072656,0.030219,0.016099,0.041433,0.050323,0.015011,0.008339,0.035948,0.006217,0.0264,0.037944,2,0.878386,0.990452,0.964052,0.613084,0.929653,0.753003,0.83701,0.1914,0.0,1.0,0.0
99,-0.08363,-0.062013,-0.474624,0.007449,0.221694,-0.205926,0.017147,0.015395,0.008553,0.005861,0.01038,0.035948,-0.119578,6,0.891606,0.969913,0.994139,0.521768,0.88368,0.759794,0.836244,0.1932,0.0,1.0,0.0
100,-0.049114,0.012896,-0.388991,-0.003864,0.141114,-0.124837,-0.000613,0.012514,0.006952,-0.007976,0.009747,0.005861,-0.054975,6,0.896778,0.986164,0.992024,0.547533,0.910908,0.769642,0.837208,0.195,0.0,1.0,0.0
101,0.034476,-0.059196,0.546289,0.003804,0.226746,0.24864,0.031768,0.01598,0.008878,0.002705,0.007266,-0.007976,0.042451,10,0.905217,0.989319,0.997295,0.561,0.908291,0.76492,0.83718,0.1968,0.0,1.0,0.0
102,-0.021619,-0.025415,0.076241,-0.00128,0.065504,0.065748,0.036127,0.019606,0.010892,-0.003413,0.006627,0.002705,-0.024324,9,0.880488,0.993882,0.996587,0.558462,0.928302,0.759846,0.837048,0.1986,0.0,1.0,0.0
103,0.001823,0.01157,0.010971,-0.00066,0.017046,0.009326,0.032932,0.022005,0.012225,-0.002096,0.005222,-0.003413,0.005236,2,0.900726,0.998683,0.997904,0.593186,0.942638,0.778821,0.836461,0.2004,0.0,1.0,0.0
104,-0.130879,-0.044811,-0.417259,-0.026703,0.075937,-0.15293,0.008978,0.01966,0.010922,-0.034485,0.004197,-0.002096,-0.128783,7,0.835128,0.967611,0.965515,0.592795,0.898414,0.706364,0.83695,0.2022,0.0,1.0,0.0
105,-0.036675,0.050839,-0.040116,-0.028698,0.095827,-0.020459,0.005532,0.017117,0.009509,-0.035036,-0.001218,-0.034485,-0.00219,5,0.825305,0.999449,0.964964,0.561222,0.924009,0.700611,0.837144,0.204,0.0,1.0,0.0
106,0.014542,0.023405,-0.019272,-0.02005,0.012954,-0.005732,0.003301,0.01463,0.008128,-0.022561,-0.005953,-0.035036,0.049579,11,0.896974,0.987524,0.977439,0.641786,0.93388,0.766249,0.836869,0.2058,0.0,1.0,0.0
107,-0.116706,-0.004119,-0.687134,-0.039381,0.245416,-0.366632,-0.043322,0.004199,0.002333,-0.046275,-0.008278,-0.022561,-0.094145,4,0.891363,0.976285,0.953725,0.521215,0.8788,0.757437,0.835915,0.2076,0.0,1.0,0.0
108,-0.017198,0.049679,-0.025367,-0.034944,0.069696,-0.006944,-0.037622,-0.003329,0.001849,-0.03895,-0.013598,-0.046275,0.029077,9,0.854623,0.992675,0.96105,0.567718,0.920442,0.732531,0.837195,0.2094,0.0,1.0,0.0
