cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,shadow_pressure,shadow_archive,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
18,0.006774,0.004367,-0.006129,-0.014128,0.011089,0.000206,-0.008344,0.004214,0.002341,-0.016071,-0.004265,-0.023554,0.030327,5,0.896946,0.992518,0.983929,0.538141,0.927412,0.787753,0.837071,0.038,0.054,1.108,0.045
19,-0.011455,-0.006947,-0.017243,-0.013593,0.001864,-0.009295,-0.008469,0.001931,0.001073,-0.014934,-0.005918,-0.016071,0.004617,4,0.906721,0.998862,0.985066,0.535106,0.934707,0.799369,0.836837,0.039,0.057,1.114,0.0475
20,0.000158,-0.002744,0.000692,-0.010843,0.002188,0.004745,-0.00675,0.000368,0.000205,-0.011217,-0.00718,-0.014934,0.015092,3,0.904217,0.996284,0.988783,0.54812,0.934683,0.79431,0.836838,0.04,0.06,1.12,0.05
21,-0.009727,-0.00725,0.028839,-0.01062,0.030077,0.024202,-0.002764,-0.000196,0.000109,-0.010851,-0.007745,-0.011217,0.00149,2,0.897329,0.999633,0.989149,0.570904,0.938335,0.779528,0.83668,0.041,0.063,1.126,0.0525
22,-0.003256,-0.005424,0.014956,-0.009147,0.010577,0.012879,-0.000767,-0.000298,0.000166,-0.008985,-0.00818,-0.010851,0.007595,1,0.908876,0.998134,0.991015,0.566068,0.938562,0.794376,0.83667,0.042,0.066,1.132,0.055
23,-0.001855,-6.5e-05,-0.016907,-0.007688,0.008139,-0.011027,-0.002067,-0.000617,0.000343,-0.007236,-0.008293,-0.008985,0.00713,11,0.906584,0.998251,0.992764,0.566209,0.939328,0.792331,0.836633,0.043,0.069,1.138,0.0575
24,-0.055703,-0.010336,-0.425717,-0.017291,0.18082,-0.159046,-0.021823,-0.004434,0.002463,-0.019109,-0.008145,-0.007236,-0.048468,10,0.899367,0.988126,0.980891,0.568801,0.909221,0.763662,0.837192,0.044,0.072,1.144,0.06
25,0.00614,-0.006432,-0.021086,-0.012605,0.032211,-0.012114,-0.020643,-0.007352,0.004084,-0.012933,-0.00968,-0.019109,0.025249,9,0.885595,0.993824,0.987067,0.557406,0.929666,0.76984,0.83701,0.045,0.075,1.15,0.0625
26,-0.004203,-0.015548,0.021784,-0.010925,0.00632,0.020381,-0.015671,-0.008849,0.004916,-0.0108,-0.010135,-0.012933,0.008729,8,0.904986,0.997867,0.9892,0.537562,0.934205,0.796224,0.836856,0.046,0.078,1.156,0.065
27,-0.02306,-0.021781,0.031005,-0.013352,0.039886,0.025301,-0.01058,-0.009161,0.005089,-0.013792,-0.010228,-0.0108,-0.01226,7,0.889516,0.997009,0.986208,0.54216,0.929869,0.775789,0.837004,0.047,0.081,1.162,0.0675
28,0.004582,-0.003073,0.002516,-0.009765,0.009421,0.005488,-0.008656,-0.00907,0.005039,-0.009314,-0.010727,-0.013792,0.018374,6,0.898124,0.995522,0.990686,0.540562,0.932225,0.788377,0.836928,0.048,0.084,1.168,0.07
29,-0.007564,0.006858,-0.026292,-0.009325,0.003426,-0.017258,-0.009878,-0.009215,0.00512,-0.008888,-0.010529,-0.009314,0.00175,5,0.900465,0.999574,0.991112,0.542493,0.937293,0.791044,0.836728,0.049,0.087,1.174,0.0725
30,-0.024457,-0.012753,-0.009847,-0.012351,0.024106,-0.00495,-0.009403,-0.009249,0.005138,-0.012673,-0.0103,-0.008888,-0.015569,4,0.888578,0.996215,0.987327,0.541371,0.930779,0.776897,0.836976,0.05,0.09,1.18,0.075
31,-0.025596,-0.015912,-0.005147,-0.015,0.0261,-0.000586,-0.008358,-0.009089,0.005049,-0.015812,-0.010632,-0.012673,-0.012923,3,0.889381,0.996862,0.984188,0.5537,0.932126,0.775004,0.836932,0.051,0.093,1.186,0.0775
32,0.031236,-0.016464,0.4396,-0.005753,0.206217,0.173271,0.01455,-0.004834,0.002685,-0.004395,-0.011357,-0.015812,0.047048,2,0.888289,0.988583,0.995605,0.572444,0.910905,0.748785,0.837208,0.052,0.096,1.192,0.08
33,-0.039507,-0.017151,0.020827,-0.012504,0.067467,0.015322,0.014703,-0.001317,0.000732,-0.012908,-0.010382,-0.004395,-0.035113,1,0.861681,0.991486,0.987092,0.586105,0.927715,0.736291,0.837063,0.053,0.099,1.198,0.0825
34,0.040152,0.001742,0.037361,-0.001973,0.044983,0.030131,0.016681,0.001922,0.001068,-5.9e-05,-0.010736,-0.012908,0.05306,11,0.856777,0.987151,0.999941,0.564837,0.925683,0.738304,0.837111,0.054,0.102,1.204,0.085
35,0.03345,0.0172,-0.002598,0.005112,0.043634,-0.000463,0.014706,0.004224,0.002346,0.008044,-0.009241,-5.9e-05,0.033509,10,0.874223,0.991897,0.991956,0.566125,0.928895,0.755527,0.837032,0.055,0.105,1.21,0.0875
36,-0.030508,-0.011936,-0.000421,-0.002012,0.041818,-0.002645,0.011725,0.005574,0.003097,-0.001266,-0.006821,0.008044,-0.038552,9,0.873252,0.99069,0.998734,0.534726,0.925247,0.760979,0.83712,0.056,0.108,1.216,0.09
37,0.028324,0.008549,-0.009817,0.004055,0.048535,-0.004481,0.009749,0.006325,0.003514,0.005871,-0.006044,-0.001266,0.02959,8,0.872212,0.992863,0.994129,0.54157,0.926595,0.757722,0.837091,0.057,0.111,1.222,0.0925
38,-0.00778,-0.016476,0.022413,0.001688,0.011552,0.016087,0.010684,0.00711,0.00395,0.002582,-0.004376,0.005871,-0.013651,7,0.906682,0.996712,0.997418,0.536261,0.934271,0.797648,0.836854,0.058,0.114,1.228,0.095
39,0.081877,0.020405,0.462872,0.017726,0.169524,0.184417,0.032577,0.011694,0.006497,0.021652,-0.003401,0.002582,0.079295,6,0.897327,0.980931,0.978348,0.53604,0.897621,0.769126,0.836923,0.059,0.117,1.234,0.0975
40,-0.040309,-0.010558,-0.025445,0.006119,0.043161,-0.026168,0.025347,0.014152,0.007862,0.006772,0.000106,0.021652,-0.061961,5,0.860639,0.985121,0.993228,0.500109,0.913192,0.754651,0.837222,0.06,0.12,1.24,0.1
41,-0.005363,0.00957,-0.011572,0.003822,0.011768,-0.011626,0.02173,0.015516,0.00862,0.003862,0.001039,0.006772,-0.012136,4,0.895074,0.99709,0.996138,0.543915,0.934955,0.784017,0.836827,0.061,0.123,1.246,0.1025
42,-0.022311,-0.007624,-0.008345,-0.001404,0.026661,-0.005032,0.018488,0.016051,0.008917,-0.002407,0.001435,0.003862,-0.026173,3,0.884446,0.993731,0.997593,0.562364,0.932708,0.767882,0.836911,0.062,0.126,1.252,0.105
43,0.01315,-0.004768,0.07144,0.001507,0.019865,0.050946,0.022736,0.017254,0.009586,0.001314,0.000897,-0.002407,0.015557,2,0.90171,0.996279,0.998686,0.567236,0.936843,0.784921,0.836748,0.063,0.129,1.258,0.1075
44,-0.017272,-0.006216,0.016079,-0.002249,0.035629,0.011349,0.021408,0.018002,0.010001,-0.003126,0.000955,0.001314,-0.018587,1,0.885793,0.99556,0.996874,0.599395,0.93825,0.760638,0.836684,0.064,0.132,1.264,0.11
45,0.032151,0.014909,-0.025801,0.004631,0.059637,-0.016736,0.016591,0.017748,0.00986,0.005292,0.000384,-0.003126,0.035276,11,0.867556,0.991582,0.994708,0.571828,0.927661,0.745048,0.837065,0.065,0.135,1.27,0.1125
46,0.066355,0.037842,-0.044821,0.016976,0.110012,-0.031419,0.010571,0.016456,0.009142,0.019847,0.001071,0.005292,0.061064,4,0.833864,0.985445,0.980153,0.584546,0.914627,0.702839,0.837225,0.066,0.138,1.276,0.115
47,0.013491,0.01274,0.002664,0.016279,0.009467,-0.002647,0.009034,0.01512,0.0084,0.018333,0.0037,0.019847,-0.006355,9,0.905507,0.998487,0.981667,0.572429,0.937013,0.789045,0.83674,0.067,0.141,1.282,0.1175
48,-0.007413,-0.000263,0.019934,0.01154,0.026511,0.011837,0.01037,0.014265,0.007925,0.01221,0.005748,0.018333,-0.025746,8,0.890503,0.993877,0.98779,0.537666,0.927454,0.778996,0.83707,0.068,0.144,1.288,0.12
49,-0.032033,-0.019107,-0.007414,0.002826,0.031621,-0.010059,0.007931,0.013125,0.007292,0.001699,0.006653,0.01221,-0.044243,7,0.87852,0.989489,0.998301,0.521544,0.922758,0.769687,0.837165,0.069,0.147,1.294,0.1225
50,0.014879,0.001037,0.037836,0.005236,0.000565,0.030751,0.01073,0.012694,0.007052,0.004827,0.005959,0.001699,0.01318,6,0.89795,0.996872,0.995173,0.51518,0.931995,0.794141,0.836936,0.07,0.15,1.3,0.125
51,-0.020209,0.017894,0.009832,0.000147,0.062975,0.006815,0.010152,0.012236,0.006798,-0.001107,0.005801,0.004827,-0.025035,5,0.859834,0.994066,0.998893,0.514295,0.923594,0.748739,0.837151,0.071,0.153,1.306,0.1275
52,-0.030259,-0.015527,-0.035061,-0.005934,0.013481,-0.028861,0.005269,0.010982,0.006101,-0.008009,0.004834,-0.001107,-0.029152,4,0.887589,0.993098,0.991991,0.544519,0.929929,0.776458,0.837002,0.072,0.156,1.312,0.13
53,-0.030623,-0.023251,-0.00532,-0.010872,0.027009,-0.001434,0.004558,0.009826,0.005459,-0.013358,0.003036,-0.008009,-0.022613,3,0.887869,0.994652,0.986642,0.579042,0.933498,0.768274,0.836883,0.073,0.159,1.318,0.1325
54,-0.028034,-0.032602,0.1064,-0.014304,0.089081,0.080919,0.014224,0.010617,0.005899,-0.016824,0.000741,-0.013358,-0.014677,2,0.874637,0.996533,0.983176,0.562078,0.926208,0.750942,0.837099,0.074,0.162,1.324,0.135
55,-0.04283,-0.017925,-0.038825,-0.020009,0.032294,-0.023613,0.009548,0.010425,0.005792,-0.022959,-0.001718,-0.016824,-0.026006,1,0.874444,0.993865,0.977041,0.582245,0.93032,0.75354,0.83699,0.075,0.165,1.33,0.1375
56,0.041808,0.011567,-0.067583,-0.007646,0.10871,-0.041199,0.002203,0.008945,0.004969,-0.007696,-0.004692,-0.022959,0.064767,11,0.835914,0.984737,0.992304,0.595261,0.918414,0.70332,0.837213,0.076,0.168,1.336,0.14
57,0.048486,0.015204,0.018162,0.00358,0.059061,0.01335,0.003529,0.00797,0.004428,0.005529,-0.005113,-0.007696,0.056182,10,0.852413,0.986775,0.994471,0.582088,0.924324,0.728466,0.837138,0.077,0.171,1.342,0.1425
58,-0.012541,0.000298,-0.004268,0.000356,0.019937,-0.004865,0.002317,0.006953,0.003863,0.00128,-0.003623,0.005529,-0.01807,9,0.890913,0.995751,0.99872,0.543875,0.933664,0.77936,0.836877,0.078,0.174,1.348,0.145
59,-0.000542,-0.005004,0.001876,0.000177,0.002865,0.003554,0.002489,0.006149,0.003416,0.000852,-0.002936,0.00128,-0.001822,8,0.907029,0.999572,0.999148,0.534464,0.938277,0.799451,0.836683,0.079,0.177,1.354,0.1475
60,0.010905,-0.009897,0.074992,0.002322,0.021754,0.060132,0.009774,0.006802,0.003779,0.00321,-0.002406,0.000852,0.010053,7,0.903099,0.997642,0.99679,0.52431,0.932475,0.795248,0.83692,0.08,0.18,1.36,0.15
61,0.004019,0.018247,-0.025904,0.002662,0.005734,-0.022419,0.005806,0.006622,0.003679,0.0034,-0.00162,0.00321,0.000809,6,0.905595,0.99981,0.9966,0.489729,0.931816,0.806593,0.836942,0.081,0.183,1.366,0.1525
62,-0.063867,-0.025939,-0.024297,-0.010644,0.070656,-0.020846,0.002391,0.005861,0.003256,-0.012341,-0.000917,0.0034,-0.067266,5,0.842282,0.984259,0.987659,0.487681,0.906719,0.735942,0.837156,0.082,0.186,1.372,0.155
63,-0.025247,-0.005116,-0.012264,-0.013565,0.031581,-0.011038,-0.000365,0.00474,0.002633,-0.015358,-0.002516,-0.012341,-0.012906,4,0.882697,0.996983,0.984642,0.550139,0.931449,0.768616,0.836954,0.083,0.189,1.378,0.1575
64,-0.050715,-0.064241,0.139835,-0.020995,0.12046,0.116691,0.014518,0.0065,0.003611,-0.023611,-0.004314,-0.015358,-0.035358,3,0.860004,0.991747,0.976389,0.51407,0.910388,0.742373,0.837204,0.084,0.192,1.384,0.16
65,-0.087694,-0.0393,0.015977,-0.034335,0.128545,0.018413,0.015162,0.008059,0.004477,-0.038548,-0.007016,-0.023611,-0.064083,2,0.813958,0.985063,0.961452,0.558028,0.904748,0.686479,0.83712,0.085,0.195,1.39,0.1625
66,-0.041754,-0.038431,0.008456,-0.035818,0.041051,0.01471,0.015223,0.009349,0.005194,-0.039294,-0.01143,-0.038548,-0.003206,11,0.888199,0.999254,0.960706,0.587274,0.932001,0.765299,0.836936,0.086,0.198,1.396,0.165
67,-0.007331,-0.012644,-0.094423,-0.030121,0.06428,-0.061046,0.005415,0.008641,0.0048,-0.031863,-0.015331,-0.039294,0.031963,1,0.877931,0.992568,0.968137,0.585659,0.924161,0.752605,0.837141,0.087,0.201,1.402,0.1675
68,-0.018948,-0.010562,-0.041937,-0.027886,0.004643,-0.021811,0.001954,0.007437,0.004132,-0.028863,-0.017646,-0.031863,0.012915,10,0.907481,0.997001,0.971137,0.606311,0.938223,0.785249,0.836686,0.088,0.204,1.408,0.17
69,0.034264,0.019756,-0.064381,-0.015456,0.084406,-0.042634,-0.003548,0.00546,0.003033,-0.014218,-0.019216,-0.028863,0.063127,9,0.853598,0.985354,0.985782,0.51527,0.909568,0.740112,0.837195,0.089,0.207,1.414,0.1725
70,0.006425,-0.001949,-0.052502,-0.01108,0.049277,-0.033846,-0.007198,0.003181,0.001767,-0.009434,-0.018516,-0.014218,0.020642,8,0.882554,0.995216,0.990566,0.512092,0.924278,0.774045,0.837139,0.09,0.21,1.42,0.175
71,-0.012424,-0.021327,0.008424,-0.011349,0.005471,0.008565,-0.005241,0.001665,0.000925,-0.010126,-0.017245,-0.009434,-0.002991,7,0.908493,0.999308,0.989874,0.473579,0.927883,0.813028,0.837059,0.091,0.213,1.426,0.1775
72,0.021079,0.006082,-0.04158,-0.004863,0.060074,-0.028813,-0.008308,-0.00013,7.2e-05,-0.002909,-0.016248,-0.010126,0.031205,6,0.871036,0.992784,0.997091,0.507046,0.921596,0.762411,0.837181,0.092,0.216,1.432,0.18
73,-0.040075,0.000402,-0.072731,-0.011906,0.022132,-0.060864,-0.014912,-0.002791,0.00155,-0.011491,-0.014381,-0.002909,-0.037165,5,0.868098,0.991418,0.988509,0.488446,0.919425,0.767597,0.837205,0.093,0.219,1.438,0.1825
74,0.032915,0.000279,0.424753,-0.002942,0.210201,0.155467,0.006264,-0.001161,0.000645,-0.001249,-0.013976,-0.011491,0.044406,4,0.879192,0.989757,0.998751,0.525971,0.906156,0.748709,0.837147,0.094,0.222,1.444,0.185
75,-0.043051,-0.010539,0.101349,-0.010963,0.136874,0.076521,0.015103,0.001767,0.000981,-0.010878,-0.012194,-0.001249,-0.041803,3,0.829962,0.99037,0.989122,0.555281,0.915698,0.702383,0.837225,0.095,0.225,1.45,0.1875
76,-0.013711,-0.034446,0.099061,-0.011513,0.056485,0.079043,0.023407,0.005662,0.003146,-0.01153,-0.01201,-0.010878,-0.002833,2,0.898722,0.999348,0.98847,0.539203,0.930852,0.783789,0.836974,0.096,0.228,1.456,0.19
77,-0.02499,-0.013301,-0.015975,-0.014208,0.020425,-0.008295,0.019563,0.008164,0.004536,-0.014621,-0.011943,-0.01153,-0.01346,1,0.890684,0.996909,0.985379,0.587592,0.937331,0.770261,0.836726,0.097,0.231,1.462,0.1925
78,-0.006102,-0.005945,-0.020868,-0.012587,0.009096,-0.010748,0.015389,0.009465,0.005258,-0.012667,-0.012318,-0.014621,0.008519,1,0.905853,0.998047,0.987333,0.617959,0.944011,0.780644,0.836383,0.098,0.234,1.468,0.195
79,0.025843,0.044247,-0.020526,-0.004901,0.012147,-0.010222,0.012394,0.009992,0.005551,-0.003848,-0.012367,-0.012667,0.03851,9,0.903243,0.99118,0.996152,0.594067,0.935284,0.782417,0.836814,0.099,0.237,1.474,0.1975
80,0.045617,0.031094,-0.084695,0.005203,0.106831,-0.058672,0.003764,0.008871,0.004928,0.007468,-0.011174,-0.003848,0.049465,9,0.847739,0.988685,0.992532,0.57476,0.919852,0.719474,0.837201,0.1,0.24,1.48,0.2
81,0.018805,-0.006019,0.025451,0.007923,0.023259,0.018497,0.005562,0.008275,0.004597,0.010058,-0.008564,0.007468,0.011337,8,0.883531,0.99741,0.989942,0.515854,0.929288,0.777109,0.837021,0.101,0.243,1.486,0.2025
82,0.062428,0.021179,0.085028,0.018824,0.031253,0.066528,0.013296,0.009179,0.005099,0.022008,-0.005957,0.010058,0.05237,7,0.857637,0.988051,0.977992,0.511174,0.915085,0.751142,0.837225,0.102,0.246,1.492,0.205
83,-0.037095,-0.007753,-0.005427,0.00764,0.05427,-0.010731,0.010329,0.009386,0.005214,0.008539,-0.002042,0.022008,-0.059103,6,0.857831,0.986532,0.991461,0.483382,0.910622,0.754121,0.837206,0.103,0.249,1.498,0.2075
84,-0.01812,0.015013,-0.133289,0.002488,0.045514,-0.118857,-0.006221,0.006577,0.003654,0.00247,-0.000561,0.008539,-0.026659,5,0.90168,0.993931,0.99753,0.48256,0.920823,0.799341,0.837191,0.104,0.252,1.504,0.21
85,-0.03719,-0.015923,0.04306,-0.005447,0.079838,0.031194,-0.001417,0.005138,0.002854,-0.006549,-0.000136,0.00247,-0.03966,4,0.857291,0.990981,0.993451,0.492751,0.914675,0.748875,0.837225,0.105,0.255,1.51,0.2125
86,-0.024591,0.013497,0.011053,-0.009276,0.067315,0.009964,0.000129,0.004236,0.002353,-0.010647,-0.001034,-0.006549,-0.018042,3,0.859209,0.995902,0.989353,0.539919,0.926426,0.742912,0.837094,0.106,0.258,1.516,0.215
87,-0.049869,-0.039532,0.09721,-0.017395,0.114619,0.072294,0.009276,0.005143,0.002857,-0.019544,-0.00238,-0.010647,-0.039222,2,0.849472,0.991103,0.980456,0.581326,0.919836,0.719167,0.837202,0.107,0.261,1.522,0.2175
88,0.024228,0.018868,-0.029815,-0.00907,0.04359,-0.019083,0.005078,0.005132,0.002851,-0.009628,-0.004783,-0.019544,0.043772,1,0.878636,0.990084,0.990372,0.576232,0.927453,0.757873,0.83707,0.108,0.264,1.528,0.22
89,0.009207,-0.001865,0.04223,-0.005415,0.010482,0.032215,0.008416,0.005723,0.003179,-0.005367,-0.005461,-0.009628,0.018834,1,0.902108,0.995739,0.994633,0.611921,0.94243,0.778148,0.836473,0.109,0.267,1.534,0.2225
90,0.022082,0.03268,-0.083511,8.4e-05,0.061869,-0.060386,-0.00028,0.004642,0.002579,0.000836,-0.005448,-0.005367,0.027448,10,0.884705,0.993797,0.999164,0.579348,0.932052,0.761153,0.836934,0.11,0.27,1.54,0.225
91,-0.051534,0.061501,-0.451738,-0.010239,0.127758,-0.176818,-0.022143,-0.000179,9.9e-05,-0.010989,-0.004568,0.000836,-0.05237,8,0.86578,0.988175,0.989011,0.52525,0.910234,0.745389,0.837202,0.111,0.273,1.546,0.2275
92,0.025934,-0.008517,0.047483,-0.003005,0.021492,0.050366,-0.013019,-0.00249,0.001383,-0.002664,-0.005467,-0.010989,0.036923,8,0.873485,0.991676,0.997336,0.476988,0.920159,0.77537,0.837198,0.112,0.276,1.552,0.23
93,0.006533,0.039011,-0.013966,-0.001097,0.02044,-0.014531,-0.013036,-0.004388,0.002438,-0.000594,-0.005075,-0.002664,0.009198,6,0.888889,0.997929,0.999406,0.458938,0.925051,0.794405,0.837124,0.113,0.279,1.558,0.2325
94,-0.034709,-0.044271,0.041056,-0.007819,0.044205,0.037856,-0.006509,-0.00477,0.00265,-0.008264,-0.004447,-0.000594,-0.034115,6,0.886856,0.99233,0.991736,0.406326,0.908001,0.800021,0.837176,0.114,0.282,1.564,0.235
95,-0.053096,-0.00409,-0.089517,-0.016875,0.029147,-0.074564,-0.015162,-0.006641,0.003689,-0.018328,-0.004982,-0.008264,-0.044832,5,0.85767,0.989936,0.981672,0.52164,0.9195,0.749476,0.837205,0.115,0.285,1.57,0.2375
96,-0.031079,-0.034382,0.064995,-0.019716,0.064522,0.052981,-0.006506,-0.006617,0.003676,-0.021187,-0.00685,-0.018328,-0.012751,4,0.882147,0.997141,0.978813,0.525841,0.923644,0.768869,0.83715,0.116,0.288,1.576,0.24
97,0.016602,-0.024949,0.203368,-0.012452,0.083495,0.155203,0.014164,-0.002876,0.001598,-0.012722,-0.008857,-0.021187,0.037789,3,0.905556,0.991535,0.987278,0.574208,0.924071,0.780535,0.837143,0.117,0.291,1.582,0.2425
98,0.012698,-0.022225,0.424077,-0.007422,0.223832,0.167951,0.032691,0.003526,0.001959,-0.007036,-0.009398,-0.012722,0.02542,2,0.867842,0.994314,0.992964,0.624947,0.920917,0.715797,0.83719,0.118,0.294,1.588,0.245
99,-0.063434,-0.074124,-0.030744,-0.018624,0.013595,-0.020553,0.025734,0.007523,0.00418,-0.019631,-0.009068,-0.007036,-0.056398,2,0.890286,0.987405,0.980369,0.570292,0.924251,0.774179,0.837139,0.119,0.297,1.594,0.2475
100,-0.01152,0.028039,-0.125708,-0.017204,0.033785,-0.083732,0.011645,0.008265,0.004592,-0.017822,-0.010546,-0.019631,0.008111,10,0.901324,0.998191,0.982178,0.603534,0.938648,0.776104,0.836666,0.12,0.3,1.6,0.25
101,-0.043414,0.00293,-0.004979,-0.022446,0.079759,0.003598,0.010749,0.008712,0.00484,-0.023522,-0.011565,-0.017822,-0.025593,9,0.846433,0.9943,0.976478,0.585512,0.926141,0.719276,0.837101,0.121,0.303,1.606,0.2525
102,-0.015131,0.009734,-0.032751,-0.020983,0.016168,-0.019988,0.007006,0.008405,0.00467,-0.021655,-0.013239,-0.023522,0.00839,8,0.891672,0.998134,0.978345,0.560881,0.933911,0.777089,0.836867,0.122,0.306,1.612,0.255
103,0.01876,0.015064,-0.001658,-0.013034,0.016938,0.011704,0.007699,0.008278,0.004599,-0.012677,-0.014417,-0.021655,0.040416,2,0.890749,0.991022,0.987323,0.519439,0.922761,0.784369,0.837165,0.123,0.309,1.618,0.2575
104,-0.040297,-0.022047,-0.037463,-0.018487,0.023042,-0.03009,0.003331,0.007388,0.004104,-0.018805,-0.014174,-0.012677,-0.02762,7,0.881715,0.993872,0.981195,0.482707,0.919107,0.781998,0.837208,0.124,0.312,1.624,0.26
105,-0.0088,0.022095,0.062083,-0.016549,0.085355,0.062764,0.010722,0.007988,0.004438,-0.016588,-0.014822,-0.018805,0.010005,5,0.864402,0.997783,0.983412,0.44489,0.912708,0.764738,0.83722,0.125,0.315,1.63,0.2625
106,0.015472,0.057773,-0.100201,-0.010145,0.036115,-0.087382,-0.001951,0.006199,0.003444,-0.009492,-0.015069,-0.016588,0.032061,11,0.907747,0.992904,0.990508,0.505423,0.921877,0.801985,0.837178,0.126,0.318,1.636,0.265
107,-0.02493,-0.012475,-0.140818,-0.013102,0.069988,-0.13597,-0.018767,0.001705,0.000947,-0.012906,-0.014289,-0.009492,-0.015438,5,0.895968,0.996586,0.987094,0.472682,0.917671,0.792938,0.837218,0.127,0.321,1.642,0.2675
108,0.013141,-0.020614,0.123531,-0.007853,0.039878,0.098908,-0.003371,0.000791,0.00044,-0.007153,-0.014095,-0.012906,0.026048,3,0.898721,0.994247,0.992847,0.547138,0.92916,0.784464,0.837024,0.128,0.324,1.648,0.27
