cycle,observed_self,observed_stability,observed_rigidity,observed_adaptive,deviation,observer_trust,alert
30,0.000565,0.945831,0.809257,0.836274,0.000565,0.778145,False
31,-0.001865,0.943981,0.810404,0.836385,0.001865,0.777036,False
32,-0.003669,0.944411,0.805089,0.83636,0.003669,0.777882,False
33,-0.000918,0.943906,0.808631,0.836389,0.000918,0.777555,False
34,-0.003613,0.944147,0.804942,0.836375,0.003613,0.777834,False
35,-0.001394,0.944138,0.806068,0.836376,0.001394,0.77805,False
36,-0.001528,0.94553,0.81277,0.836293,0.001528,0.777149,False
37,-0.000339,0.945214,0.804202,0.836312,0.000339,0.778995,False
38,-0.000344,0.946144,0.807576,0.836255,0.000344,0.77863,False
39,0.00049,0.946299,0.811019,0.836245,0.00049,0.777964,False
40,0.000543,0.946006,0.811269,0.836264,0.000543,0.777806,False
41,0.003227,0.942882,0.802711,0.836448,0.003227,0.777933,False
42,0.002378,0.945049,0.813295,0.836322,0.002378,0.776713,False
43,0.001933,0.945469,0.807122,0.836297,0.001933,0.778177,False
44,0.003714,0.944101,0.805873,0.836378,0.003714,0.777612,False
45,0.002011,0.945173,0.8116,0.836315,0.002011,0.777167,False
46,0.002146,0.946618,0.812994,0.836225,0.002146,0.777345,False
47,0.001272,0.945112,0.81051,0.836318,0.001272,0.777512,False
48,0.002158,0.945168,0.812908,0.836315,0.002158,0.776874,False
49,0.00154,0.945068,0.807392,0.836321,0.00154,0.778068,False
50,0.001811,0.945751,0.811763,0.836279,0.001811,0.777368,False
51,0.002336,0.945883,0.812396,0.836271,0.002336,0.77718,False
52,0.002603,0.945168,0.8114,0.836315,0.002603,0.777087,False
53,0.003511,0.944462,0.814116,0.836357,0.003511,0.776126,False
54,0.003383,0.945648,0.810839,0.836286,0.003383,0.777204,False
55,0.001956,0.944714,0.805974,0.836342,0.001956,0.778149,False
56,0.001198,0.944421,0.810403,0.836359,0.001198,0.777317,False
57,0.001688,0.946418,0.812613,0.836238,0.001688,0.777446,False
58,0.002017,0.945191,0.813205,0.836314,0.002017,0.776851,False
59,-0.002152,0.940624,0.788213,0.836568,0.002152,0.780287,False
60,-0.000994,0.94506,0.80801,0.836321,0.000994,0.77805,False
61,-0.00153,0.945039,0.810834,0.836323,0.00153,0.777372,False
62,-0.001154,0.945706,0.813647,0.836282,0.001154,0.777107,False
63,-0.000554,0.945551,0.80939,0.836292,0.000554,0.778027,False
64,0.000774,0.944287,0.806746,0.836367,0.000774,0.778088,False
65,0.001828,0.944596,0.810954,0.836349,0.001828,0.777139,False
66,0.001934,0.946421,0.809858,0.836238,0.001934,0.777948,False
67,0.002266,0.945098,0.809229,0.836319,0.002266,0.777565,False
68,0.00225,0.945447,0.808626,0.836298,0.00225,0.777806,False
69,0.003859,0.944492,0.808194,0.836355,0.003859,0.77725,False
70,0.002312,0.944602,0.807244,0.836349,0.002312,0.777787,False
71,0.004356,0.942401,0.799147,0.836474,0.004356,0.778258,False
72,0.003592,0.945841,0.808305,0.836274,0.003592,0.777733,False
73,0.005894,0.942708,0.804298,0.836457,0.005894,0.777024,False
74,0.007127,0.942982,0.800895,0.836442,0.007127,0.77755,False
75,0.008011,0.943918,0.807622,0.836389,0.008011,0.776342,False
76,0.008781,0.943211,0.808266,0.836429,0.008781,0.775822,False
77,0.006475,0.943137,0.808712,0.836433,0.006475,0.776169,False
78,0.005167,0.945111,0.811133,0.836318,0.005167,0.776608,False
79,0.006976,0.94387,0.808183,0.836392,0.006976,0.776421,False
80,0.008018,0.943491,0.807035,0.836413,0.008018,0.776315,False
81,0.009141,0.942897,0.812384,0.836447,0.009141,0.774821,False
82,0.008008,0.942996,0.811426,0.836441,0.008008,0.775272,False
83,0.008235,0.944715,0.809348,0.836342,0.008235,0.776219,False
84,0.005016,0.943003,0.806417,0.836441,0.005016,0.776875,False
85,0.006563,0.942462,0.808266,0.836471,0.006563,0.776014,False
86,0.005477,0.944618,0.810454,0.836348,0.005477,0.776517,False
87,0.005517,0.944854,0.812846,0.836334,0.005517,0.77611,False
88,0.003438,0.943812,0.808699,0.836395,0.003438,0.777006,False
89,0.000991,0.943234,0.80692,0.836428,0.000991,0.777657,False
90,0.002629,0.943765,0.809048,0.836398,0.002629,0.777082,False
91,0.000522,0.943939,0.810175,0.836388,0.000522,0.777336,False
92,-0.001255,0.944194,0.808524,0.836373,0.001255,0.777605,False
93,-0.000232,0.94499,0.807898,0.836326,0.000232,0.778202,False
94,0.000251,0.945932,0.812715,0.836268,0.000251,0.77755,False
95,-0.000365,0.945582,0.804156,0.83629,0.000365,0.779122,False
96,-0.000212,0.946434,0.810923,0.836237,0.000212,0.778084,False
97,-0.000999,0.945183,0.808459,0.836314,0.000999,0.778001,False
98,0.000592,0.943542,0.80436,0.83641,0.000592,0.778352,False
99,-0.000286,0.945155,0.810994,0.836316,0.000286,0.777627,False
100,-0.000894,0.944866,0.808174,0.836333,0.000894,0.777973,False
101,-0.000766,0.945937,0.812407,0.836268,0.000766,0.77751,False
102,0.000509,0.945084,0.807043,0.83632,0.000509,0.778349,False
103,0.000705,0.946494,0.81081,0.836233,0.000705,0.778028,False
104,-0.000501,0.944854,0.808519,0.836334,0.000501,0.777978,False
105,0.002093,0.94331,0.804057,0.836424,0.002093,0.778034,False
106,0.000876,0.945339,0.807088,0.836305,0.000876,0.778352,False
107,0.001811,0.945235,0.809478,0.836311,0.001811,0.777652,False
108,0.004242,0.942792,0.801695,0.836453,0.004242,0.777903,False
109,0.004428,0.945767,0.811018,0.836278,0.004428,0.776999,False
110,0.00234,0.94355,0.805922,0.83641,0.00234,0.777693,False
111,0.002872,0.944333,0.813934,0.836365,0.002872,0.776247,False
112,0.003502,0.944542,0.813265,0.836352,0.003502,0.776324,False
113,0.001872,0.944255,0.807272,0.836369,0.001872,0.777753,False
114,0.003185,0.944272,0.806645,0.836368,0.003185,0.777621,False
115,0.004465,0.94422,0.809096,0.836371,0.004465,0.776858,False
116,0.005084,0.943387,0.805408,0.836419,0.005084,0.777192,False
117,0.005569,0.944706,0.813458,0.836343,0.005569,0.775927,False
118,0.003646,0.944935,0.810943,0.836329,0.003646,0.776892,False
119,0.002574,0.944987,0.809959,0.836326,0.002574,0.77732,False
120,-0.002627,0.939148,0.792791,0.836642,0.002627,0.778779,False
121,-0.002313,0.945182,0.813988,0.836314,0.002313,0.776632,False
122,-0.004331,0.942611,0.803591,0.836463,0.004331,0.777445,False
123,-0.001202,0.942847,0.807187,0.83645,0.001202,0.777431,False
124,-0.0008,0.946003,0.813187,0.836264,0.0008,0.77737,False
125,0.00254,0.941736,0.80022,0.83651,0.00254,0.778183,False
126,0.002629,0.94566,0.81303,0.836285,0.002629,0.77692,False
127,0.005327,0.942323,0.806466,0.836478,0.005327,0.776574,False
128,0.003518,0.944037,0.810665,0.836382,0.003518,0.776672,False
129,0.002244,0.944941,0.810248,0.836329,0.002244,0.777313,False
130,0.00496,0.941541,0.799564,0.836521,0.00496,0.777765,False
131,0.001275,0.942275,0.800669,0.836481,0.001275,0.778528,False
132,0.001117,0.946367,0.812136,0.836241,0.001117,0.777638,False
133,0.002205,0.943921,0.803534,0.836389,0.002205,0.778322,False
134,0.001878,0.946078,0.813289,0.836259,0.001878,0.777159,False
135,-0.000539,0.944054,0.804261,0.836381,0.000539,0.778554,False
136,-0.003813,0.941426,0.797762,0.836527,0.003813,0.778316,False
137,-0.002443,0.944965,0.813228,0.836327,0.002443,0.776685,False
138,-0.000508,0.94441,0.807402,0.83636,0.000508,0.778052,False
139,-3.6e-05,0.946427,0.810043,0.836237,3.6e-05,0.778293,False
140,0.004178,0.941186,0.798975,0.836539,0.004178,0.777919,False
141,0.002016,0.945093,0.810595,0.836319,0.002016,0.77734,False
142,0.001866,0.946246,0.812663,0.836249,0.001866,0.777343,False
143,-0.000828,0.942926,0.799835,0.836445,0.000828,0.779003,False
144,-0.001875,0.944981,0.811664,0.836326,0.001875,0.777117,False
145,0.001894,0.941956,0.798397,0.836498,0.001894,0.778751,False
146,0.004076,0.942679,0.799093,0.836459,0.004076,0.778419,False
147,0.005131,0.94348,0.811327,0.836414,0.005131,0.77603,False
148,0.0053,0.944717,0.811982,0.836342,0.0053,0.77628,False
149,0.003921,0.943468,0.803421,0.836415,0.003921,0.777849,False
150,0.001752,0.943853,0.804367,0.836393,0.001752,0.778223,False
151,-0.001408,0.943099,0.803372,0.836435,0.001408,0.778237,False
152,-0.003697,0.942919,0.799486,0.836446,0.003697,0.778497,False
153,-0.003445,0.944476,0.809736,0.836356,0.003445,0.777019,False
154,-0.003887,0.944446,0.806037,0.836358,0.003887,0.777661,False
155,-0.001724,0.943526,0.811573,0.836411,0.001724,0.776677,False
156,-0.002162,0.945581,0.8093,0.83629,0.002162,0.777733,False
157,-0.001904,0.945417,0.81365,0.8363,0.001904,0.77686,False
158,0.000917,0.942748,0.802342,0.836455,0.000917,0.778424,False
159,0.000387,0.945019,0.813196,0.836324,0.000387,0.777121,False
160,0.002101,0.943674,0.80601,0.836403,0.002101,0.777764,False
161,0.001501,0.944931,0.810867,0.836329,0.001501,0.777335,False
162,-0.000942,0.943536,0.809695,0.836411,0.000942,0.777213,False
163,-0.002442,0.94547,0.8088,0.836297,0.002442,0.77774,False
164,-0.002595,0.94523,0.80698,0.836311,0.002595,0.777993,False
165,-0.000935,0.944287,0.81045,0.836367,0.000935,0.777315,False
166,0.001702,0.943675,0.805607,0.836403,0.001702,0.777925,False
167,0.000161,0.944182,0.805219,0.836373,0.000161,0.778481,False
168,-0.000676,0.945526,0.813398,0.836293,0.000676,0.777193,False
169,0.002287,0.942486,0.801213,0.83647,0.002287,0.778288,False
170,0.004091,0.943804,0.810813,0.836395,0.004091,0.776449,False
171,0.006948,0.943539,0.803722,0.836411,0.006948,0.777207,False
172,0.006283,0.945219,0.811688,0.836312,0.006283,0.77631,False
173,0.003474,0.942814,0.800245,0.836451,0.003474,0.778354,False
174,0.003913,0.945814,0.812488,0.836275,0.003913,0.776823,False
175,0.003336,0.944711,0.812747,0.836342,0.003336,0.776518,False
176,0.003128,0.946129,0.80849,0.836256,0.003128,0.777886,False
177,-0.00215,0.938937,0.791819,0.836652,0.00215,0.778997,False
178,-0.000252,0.945122,0.808376,0.836318,0.000252,0.778147,False
179,0.000856,0.945255,0.810724,0.83631,0.000856,0.777601,False
180,0.003892,0.941198,0.79875,0.836539,0.003892,0.778026,False
181,0.003399,0.945692,0.812193,0.836283,0.003399,0.776945,False
182,0.002493,0.945451,0.812064,0.836298,0.002493,0.777071,False
183,0.001275,0.945013,0.811532,0.836324,0.001275,0.777274,False
184,0.002688,0.944616,0.809625,0.836348,0.002688,0.77724,False
185,0.00551,0.941791,0.801615,0.836507,0.00551,0.777329,False
186,0.004738,0.944322,0.812991,0.836365,0.004738,0.776058,False
187,0.003621,0.944148,0.811316,0.836375,0.003621,0.776558,False
188,0.003825,0.946012,0.810803,0.836263,0.003825,0.777244,False
189,0.000453,0.943402,0.803806,0.836418,0.000453,0.778443,False
190,0.001578,0.945547,0.812358,0.836292,0.001578,0.777227,False
191,0.000501,0.944531,0.803907,0.836353,0.000501,0.778792,False
192,0.001312,0.946054,0.810201,0.836261,0.001312,0.777882,False
193,0.002262,0.945066,0.811309,0.836321,0.002262,0.777139,False
194,0.003803,0.944378,0.805715,0.836362,0.003803,0.777719,False
195,0.00254,0.944605,0.81202,0.836349,0.00254,0.776787,False
196,0.001104,0.945358,0.807057,0.836303,0.001104,0.778319,False
197,0.001633,0.945938,0.810176,0.836268,0.001633,0.777783,False
198,0.001586,0.945514,0.811997,0.836294,0.001586,0.777287,False
199,0.000992,0.94538,0.810285,0.836302,0.000992,0.777703,False
200,0.002837,0.943977,0.803072,0.836385,0.002837,0.778306,False
201,0.002804,0.946451,0.810844,0.836236,0.002804,0.777587,False
202,-0.000363,0.942881,0.801766,0.836448,0.000363,0.778695,False
203,-0.001187,0.944943,0.807843,0.836328,0.001187,0.778006,False
204,-0.001363,0.945881,0.812878,0.836271,0.001363,0.777278,False
205,-0.000466,0.944931,0.813142,0.836329,0.000466,0.777087,False
206,0.001979,0.941819,0.79863,0.836506,0.001979,0.778641,False
207,-0.001364,0.941569,0.798294,0.836519,0.001364,0.778747,False
208,-0.000852,0.945591,0.810522,0.836289,0.000852,0.777754,False
209,0.00246,0.942624,0.801014,0.836462,0.00246,0.778339,False
210,0.002765,0.945172,0.813993,0.836315,0.002765,0.776537,False
211,0.004247,0.944888,0.810555,0.836332,0.004247,0.776833,False
212,0.000128,0.942318,0.798447,0.836479,0.000128,0.779216,False
213,-0.003458,0.943135,0.807437,0.836433,0.003458,0.777027,False
214,-0.001105,0.944565,0.809106,0.836351,0.001105,0.777643,False
215,0.000436,0.945291,0.809014,0.836307,0.000436,0.778039,False
216,-0.00021,0.945001,0.80877,0.836325,0.00021,0.778036,False
217,0.000929,0.944531,0.805204,0.836353,0.000929,0.778447,False
218,0.001911,0.94503,0.810737,0.836323,0.001911,0.777312,False
219,0.000441,0.944249,0.806231,0.836369,0.000441,0.778245,False
220,0.000812,0.945946,0.813339,0.836267,0.000812,0.777318,False
