cycle,observed_self,observed_stability,observed_rigidity,observed_adaptive,deviation,observer_trust,alert
85,0.008147,0.941514,0.806932,0.836522,0.008147,0.775645,False
86,0.007028,0.944059,0.809601,0.836381,0.007028,0.77619,False
87,0.007023,0.944337,0.812526,0.836364,0.007023,0.775699,False
88,0.004833,0.942995,0.807363,0.836441,0.004833,0.776719,False
89,0.002176,0.942114,0.805083,0.83649,0.002176,0.777411,False
90,0.003707,0.943131,0.80795,0.836434,0.003707,0.776873,False
91,0.001475,0.943071,0.809214,0.836437,0.001475,0.777046,False
92,-0.000494,0.943685,0.807066,0.836402,0.000494,0.777878,False
93,0.00039,0.944705,0.806496,0.836343,0.00039,0.778355,False
94,0.000788,0.945699,0.812472,0.836283,0.000788,0.777413,False
95,0.000106,0.945285,0.801694,0.836308,0.000106,0.779567,False
96,0.000182,0.94641,0.810202,0.836238,0.000182,0.778226,False
97,-0.000673,0.944845,0.807071,0.836334,0.000673,0.77823,False
98,0.000862,0.942837,0.802011,0.83645,0.000862,0.778531,False
99,-2.4e-05,0.94483,0.810287,0.836335,2.4e-05,0.777712,False
100,-0.000669,0.944429,0.806718,0.836359,0.000669,0.778162,False
101,-0.000593,0.945812,0.81206,0.836276,0.000593,0.777573,False
102,0.00065,0.944731,0.80533,0.836341,0.00065,0.778545,False
103,0.000869,0.946361,0.809993,0.836242,0.000869,0.778114,False
104,-0.000322,0.94448,0.807183,0.836356,0.000322,0.778156,False
105,0.00223,0.942681,0.801619,0.836459,0.00223,0.778283,False
106,0.001103,0.945096,0.805462,0.836319,0.001103,0.77855,False
107,0.002033,0.944904,0.808354,0.836331,0.002033,0.777722,False
108,0.004496,0.942016,0.798595,0.836495,0.004496,0.778211,False
109,0.004824,0.945468,0.810167,0.836297,0.004824,0.77699,False
110,0.002868,0.942953,0.80399,0.836444,0.002868,0.777773,False
111,0.003385,0.943748,0.813943,0.836399,0.003385,0.775946,False
112,0.004034,0.944014,0.813129,0.836383,0.004034,0.776068,False
113,0.002488,0.94371,0.805638,0.836401,0.002488,0.777774,False
114,0.003727,0.943777,0.804884,0.836397,0.003727,0.777699,False
115,0.005022,0.943673,0.807864,0.836403,0.005022,0.776809,False
116,0.005712,0.942568,0.803213,0.836465,0.005712,0.77723,False
117,0.006274,0.944215,0.813433,0.836372,0.006274,0.775627,False
118,0.004502,0.944663,0.810264,0.836345,0.004502,0.776765,False
119,0.003448,0.944488,0.808934,0.836355,0.003448,0.777183,False
120,-0.0016,0.937888,0.78745,0.836701,0.0016,0.779626,False
121,-0.001579,0.945334,0.813735,0.836305,0.001579,0.77688,False
122,-0.003697,0.941827,0.80089,0.836505,0.003697,0.777848,False
123,-0.000965,0.942445,0.805698,0.836472,0.000965,0.777641,False
124,-0.000629,0.945921,0.813017,0.836269,0.000629,0.77741,False
125,0.00251,0.940865,0.7968,0.836556,0.00251,0.77858,False
126,0.002727,0.945309,0.812654,0.836306,0.002727,0.776858,False
127,0.005369,0.941543,0.804529,0.83652,0.005369,0.77669,False
128,0.003867,0.943781,0.810028,0.836397,0.003867,0.776644,False
129,0.002736,0.94462,0.809345,0.836348,0.002736,0.777288,False
130,0.005282,0.940596,0.795993,0.83657,0.005282,0.778096,False
131,0.001966,0.941469,0.797489,0.836524,0.001966,0.778754,False
132,0.001737,0.946065,0.811565,0.83626,0.001737,0.777527,False
133,0.002698,0.943316,0.800973,0.836423,0.002698,0.778532,False
134,0.002403,0.945875,0.813104,0.836272,0.002403,0.777023,False
135,0.000147,0.943622,0.801822,0.836406,0.000147,0.778975,False
136,-0.00301,0.940537,0.793594,0.836573,0.00301,0.77901,False
137,-0.002019,0.945097,0.813293,0.836319,0.002019,0.776801,False
138,-0.000367,0.944134,0.805828,0.836376,0.000367,0.778302,False
139,5.2e-05,0.946343,0.809098,0.836243,5.2e-05,0.778451,False
140,0.003921,0.940364,0.795222,0.836582,0.003921,0.778444,False
141,0.002164,0.945129,0.809985,0.836317,0.002164,0.777445,False
142,0.002071,0.946169,0.812358,0.836254,0.002071,0.777337,False
143,-0.000334,0.942345,0.796336,0.836477,0.000334,0.779606,False
144,-0.001395,0.944647,0.81097,0.836346,0.001395,0.77724,False
145,0.001876,0.941298,0.794619,0.836533,0.001876,0.779289,False
146,0.003941,0.941925,0.795258,0.8365,0.003941,0.778959,False
147,0.005065,0.942782,0.810509,0.836453,0.005065,0.775972,False
148,0.005414,0.94419,0.811343,0.836373,0.005414,0.776208,False
149,0.00434,0.943014,0.800903,0.83644,0.00434,0.778116,False
150,0.002457,0.943272,0.801985,0.836426,0.002457,0.778363,False
151,-0.000415,0.942637,0.800635,0.836461,0.000415,0.778828,False
152,-0.002656,0.942288,0.79566,0.83648,0.002656,0.779258,False
153,-0.002718,0.944388,0.808938,0.836361,0.002718,0.777295,False
154,-0.003321,0.943925,0.803925,0.836388,0.003321,0.778022,False
155,-0.00162,0.943219,0.811123,0.836429,0.00162,0.776685,False
156,-0.002044,0.945366,0.80816,0.836303,0.002044,0.777913,False
157,-0.0019,0.945242,0.813654,0.83631,0.0019,0.776801,False
158,0.000515,0.942152,0.799458,0.836488,0.000515,0.778881,False
159,0.000175,0.944786,0.813162,0.836338,0.000175,0.777092,False
160,0.001712,0.943149,0.803993,0.836433,0.001712,0.778069,False
161,0.001339,0.94476,0.810246,0.836339,0.001339,0.777434,False
162,-0.0007,0.943106,0.808678,0.836435,0.0007,0.77732,False
163,-0.002067,0.945353,0.80743,0.836304,0.002067,0.77805,False
164,-0.002342,0.944824,0.805371,0.836336,0.002342,0.77823,False
165,-0.001028,0.943938,0.809665,0.836388,0.001028,0.777337,False
166,0.001228,0.943307,0.803484,0.836424,0.001228,0.778321,False
167,6.7e-05,0.943849,0.803203,0.836393,6.7e-05,0.778791,False
168,-0.000639,0.945298,0.813243,0.836307,0.000639,0.777155,False
169,0.00184,0.941924,0.798068,0.8365,0.00184,0.778817,False
170,0.003524,0.943339,0.809863,0.836422,0.003524,0.776597,False
171,0.006152,0.943245,0.80098,0.836427,0.006152,0.777816,False
172,0.005928,0.945655,0.811506,0.836285,0.005928,0.776564,False
173,0.003806,0.942464,0.79697,0.836471,0.003806,0.778825,False
174,0.004198,0.945683,0.812182,0.836284,0.004198,0.776784,False
175,0.003795,0.944377,0.812487,0.836362,0.003795,0.776366,False
176,0.003634,0.946007,0.807152,0.836264,0.003634,0.778011,False
177,-0.000715,0.937947,0.786279,0.836698,0.000715,0.780057,False
178,0.000547,0.945191,0.807342,0.836313,0.000547,0.778317,False
179,0.001357,0.945012,0.809968,0.836324,0.001357,0.77757,False
180,0.003818,0.940349,0.794962,0.836582,0.003818,0.778512,False
181,0.003567,0.945758,0.811576,0.836279,0.003567,0.777056,False
182,0.002902,0.945311,0.811635,0.836306,0.002902,0.777028,False
183,0.001929,0.94461,0.810917,0.836348,0.001929,0.777131,False
184,0.003017,0.94433,0.808622,0.836365,0.003017,0.777279,False
185,0.005346,0.941086,0.798466,0.836545,0.005346,0.777754,False
186,0.00493,0.944218,0.812533,0.836371,0.00493,0.776076,False
187,0.004137,0.943786,0.810591,0.836396,0.004137,0.776478,False
188,0.004328,0.945859,0.81002,0.836273,0.004328,0.777249,False
189,0.001679,0.942724,0.801309,0.836456,0.001679,0.77847,False
190,0.0024,0.945457,0.812169,0.836297,0.0024,0.77707,False
191,0.001495,0.943804,0.80137,0.836395,0.001495,0.778857,False
192,0.002017,0.945993,0.809382,0.836264,0.002017,0.777884,False
193,0.002728,0.944773,0.810661,0.836339,0.002728,0.777077,False
194,0.003959,0.944062,0.803619,0.83638,0.003959,0.778001,False
195,0.003077,0.944328,0.811662,0.836365,0.003077,0.776658,False
196,0.001951,0.945011,0.805307,0.836324,0.001951,0.778383,False
197,0.002279,0.945806,0.809329,0.836276,0.002279,0.77778,False
198,0.002216,0.945072,0.811507,0.836321,0.002216,0.777111,False
199,0.001728,0.944921,0.809347,0.83633,0.001728,0.77759,False
200,0.003093,0.943635,0.800411,0.836405,0.003093,0.778673,False
201,0.003135,0.94638,0.809969,0.83624,0.003135,0.777672,False
202,0.000745,0.942255,0.798758,0.836482,0.000745,0.779009,False
203,-5.4e-05,0.944622,0.806115,0.836348,5.4e-05,0.778471,False
204,-0.000361,0.945688,0.812458,0.836283,0.000361,0.777498,False
205,0.000169,0.944823,0.813059,0.836336,0.000169,0.777126,False
206,0.001957,0.941036,0.794834,0.836547,0.001957,0.779141,False
207,-0.00048,0.941022,0.794532,0.836548,0.00048,0.779492,False
208,-0.000253,0.945691,0.809861,0.836283,0.000253,0.77804,False
209,0.002159,0.942263,0.79782,0.836482,0.002159,0.778917,False
210,0.002532,0.944763,0.813794,0.836339,0.002532,0.776487,False
211,0.003764,0.944712,0.809597,0.836342,0.003764,0.777062,False
212,0.00089,0.941792,0.794783,0.836507,0.00089,0.779619,False
213,-0.001895,0.94299,0.805622,0.836442,0.001895,0.777654,False
214,-0.000458,0.94487,0.808241,0.836333,0.000458,0.778048,False
215,0.0006,0.945163,0.807794,0.836315,0.0006,0.778207,False
216,0.000142,0.944633,0.807541,0.836347,0.000142,0.778172,False
217,0.000938,0.944171,0.803059,0.836374,0.000938,0.778754,False
218,0.001696,0.944767,0.809859,0.836339,0.001696,0.777442,False
219,0.00072,0.943859,0.804411,0.836392,0.00072,0.778422,False
220,0.000966,0.945782,0.813236,0.836277,0.000966,0.777253,False
