cycle,self_state,stability,adaptive_score,rigidity,truth_load,bridge_load,shadow_load,noise,contradiction,pressure,drift
50,0.004683,0.937238,0.83673,0.823278,0.001125,0.010872,0.002453,0.025,0.0,1.0,0.2
51,0.007621,0.935616,0.8368,0.812233,0.001309,0.000915,0.002349,0.025,0.0,1.0,0.204
52,0.004547,0.937833,0.836704,0.79638,0.00174,0.003733,0.001443,0.025,0.0,1.0,0.208
53,0.010596,0.919587,0.837204,0.750149,0.002384,0.207212,0.002457,0.025,0.0,1.0,0.212
54,0.000191,0.934112,0.83686,0.740443,0.003211,0.084316,0.003553,0.025,0.0,1.0,0.216
55,-0.004198,0.927136,0.837078,0.691835,0.003612,0.247038,0.005884,0.025,0.0,1.0,0.22
56,-0.0006,0.92802,0.837055,0.703514,0.003834,0.241303,0.005639,0.025,0.0,1.0,0.224
57,0.010379,0.932123,0.836932,0.73698,0.003809,0.086689,0.00495,0.025,0.0,1.0,0.228
58,0.004499,0.920924,0.83719,0.744524,0.00365,0.206677,0.002919,0.025,0.0,1.0,0.232
59,0.002255,0.937076,0.836738,0.810607,0.003249,0.03563,0.002472,0.025,0.0,1.0,0.236
60,0.011257,0.909166,0.837191,0.798773,0.002601,0.208239,0.005116,0.025,0.0,1.0,0.24
61,0.008229,0.931288,0.83696,0.822929,0.001867,0.003958,0.006846,0.025,0.0,1.0,0.244
62,-0.000905,0.908975,0.837189,0.800894,0.001612,0.225145,0.004611,0.025,0.0,1.0,0.248
63,-0.000586,0.94095,0.836552,0.801432,0.001777,0.010301,0.002086,0.025,0.0,1.0,0.252
64,-0.006155,0.936946,0.836743,0.76724,0.002193,0.037359,3.6e-05,0.025,0.0,1.0,0.256
65,-0.013576,0.935648,0.836799,0.750131,0.002875,0.069502,0.001268,0.025,0.0,1.0,0.26
66,-0.029139,0.927453,0.83707,0.713645,0.002437,0.097356,0.001956,0.025,0.0,1.0,0.264
67,-0.008956,0.925611,0.837112,0.704197,0.001968,0.111184,0.002854,0.025,0.0,1.0,0.268
68,-0.000267,0.937726,0.836709,0.753148,0.001375,0.070733,0.003867,0.025,0.0,1.0,0.272
69,-0.003125,0.925932,0.837105,0.746213,0.00064,0.191358,0.005672,0.025,0.0,1.0,0.276
70,-0.00247,0.937944,0.836699,0.800192,0.000298,0.020644,0.00561,0.025,0.0,1.0,0.28
71,0.006488,0.908151,0.837178,0.804433,0.001347,0.215285,0.002377,0.025,0.0,1.0,0.284
72,0.004275,0.933054,0.836899,0.824392,0.002495,0.003547,9.8e-05,0.025,0.0,1.0,0.288
73,-0.00336,0.910477,0.837205,0.796847,0.002967,0.208257,0.00164,0.025,0.0,1.0,0.292
74,-0.003698,0.93789,0.836701,0.797853,0.003002,0.01592,0.003876,0.025,0.0,1.0,0.296
75,0.004251,0.921066,0.837188,0.758088,0.002586,0.19014,0.003979,0.025,0.0,1.0,0.3
76,0.003602,0.929316,0.83702,0.71625,0.001839,0.238183,0.002035,0.025,0.0,1.0,0.304
77,-0.001604,0.930874,0.836973,0.701028,0.001472,0.23372,0.000956,0.025,0.0,1.0,0.308
78,0.000895,0.935641,0.836799,0.708732,0.001439,0.219513,0.001567,0.025,0.0,1.0,0.312
79,0.003319,0.929972,0.837001,0.71621,0.001522,0.232344,0.0001,0.025,0.0,1.0,0.316
80,-0.00426,0.922699,0.837166,0.766427,0.001779,0.18029,0.002277,0.025,0.0,1.0,0.32
81,0.003698,0.927897,0.837059,0.800351,0.001157,0.037724,0.002261,0.025,0.0,1.0,0.324
82,0.00614,0.909552,0.837195,0.78495,0.000191,0.246623,0.001113,0.025,0.0,1.0,0.328
83,0.006246,0.932146,0.836931,0.828309,0.000388,0.009114,0.003369,0.025,0.0,1.0,0.332
84,-0.000707,0.906191,0.837147,0.789571,0.001407,0.254179,0.001173,0.025,0.0,1.0,0.336
85,-0.002196,0.932318,0.836925,0.81835,0.001658,0.048126,0.001827,0.025,0.0,1.0,0.34
86,-0.009833,0.936207,0.836775,0.791552,0.001272,0.006181,0.004656,0.025,0.0,1.0,0.344
87,-0.005839,0.928443,0.837044,0.73523,0.001325,0.214214,0.004772,0.025,0.0,1.0,0.348
88,-0.006286,0.937264,0.836729,0.720025,0.00117,0.207803,0.003237,0.025,0.0,1.0,0.352
89,-0.005629,0.937331,0.836726,0.720727,0.000531,0.209945,0.00367,0.025,0.0,1.0,0.356
90,-0.009139,0.929893,0.837003,0.754391,0.000216,0.193184,0.005704,0.025,0.0,1.0,0.36
91,-0.006932,0.941157,0.836541,0.7972,0.001204,0.004931,0.006329,0.025,0.0,1.0,0.364
92,-0.005513,0.931778,0.836944,0.818004,0.001352,0.04301,0.00534,0.025,0.0,1.0,0.368
93,-0.003241,0.906709,0.837156,0.775856,0.001903,0.270983,0.000842,0.025,0.0,1.0,0.372
94,0.012756,0.894934,0.836822,0.812932,0.002672,0.215524,0.005417,0.025,0.0,1.0,0.376
95,-0.000254,0.904137,0.837107,0.774424,0.002851,0.194969,0.006002,0.025,0.0,1.0,0.38
96,-0.001763,0.930966,0.83697,0.817762,0.003649,0.063308,0.004649,0.025,0.0,1.0,0.384
97,-0.010063,0.934604,0.836841,0.794639,0.006147,0.009622,0.002832,0.025,0.0,1.0,0.388
98,-0.009635,0.930748,0.836977,0.727802,0.007964,0.216522,0.003154,0.025,0.0,1.0,0.392
99,-0.012061,0.933758,0.836873,0.710679,0.009859,0.216211,0.004735,0.025,0.0,1.0,0.396
100,-0.010065,0.937879,0.836702,0.722257,0.012019,0.18725,0.004434,0.025,0.0,1.0,0.4
101,-0.012202,0.930803,0.836975,0.74547,0.013103,0.188839,0.002531,0.025,0.0,1.0,0.404
102,-0.008083,0.938452,0.836675,0.796695,0.013193,0.013162,0.002024,0.025,0.0,1.0,0.408
103,-0.012218,0.922443,0.83717,0.799383,0.012633,0.089585,0.00347,0.025,0.0,1.0,0.412
104,-0.00276,0.901264,0.837036,0.789459,0.012681,0.223583,0.008466,0.025,0.0,1.0,0.416
105,-0.000621,0.924847,0.837128,0.827718,0.012815,0.013414,0.011777,0.025,0.0,1.0,0.42
106,-0.011845,0.898766,0.836961,0.777918,0.012303,0.21169,0.009605,0.025,0.0,1.0,0.424
107,-0.002318,0.9174,0.837219,0.777595,0.012184,0.104975,0.006157,0.025,0.0,1.0,0.428
108,-0.008108,0.934845,0.836831,0.802953,0.013545,0.025189,0.002619,0.025,0.0,1.0,0.432
109,-0.007321,0.933591,0.836879,0.738793,0.014317,0.192962,0.001442,0.025,0.0,1.0,0.436
110,-0.00467,0.939962,0.836602,0.744629,0.015055,0.174035,0.00199,0.025,0.0,1.0,0.44
111,-0.00235,0.938269,0.836684,0.717023,0.016224,0.200692,0.000885,0.025,0.0,1.0,0.444
112,-0.008022,0.930377,0.836989,0.749617,0.017291,0.173817,0.001246,0.025,0.0,1.0,0.448
113,-0.007744,0.937678,0.836711,0.809874,0.017378,0.044479,0.001416,0.025,0.0,1.0,0.452
114,-0.009238,0.925248,0.83712,0.811549,0.016622,0.08153,0.000435,0.025,0.0,1.0,0.456
115,0.00095,0.898626,0.836957,0.7763,0.016567,0.231859,0.006443,0.025,0.0,1.0,0.46
116,0.001415,0.924002,0.837144,0.832986,0.016605,0.013942,0.010462,0.025,0.0,1.0,0.464
117,-0.007312,0.898771,0.836962,0.786288,0.015893,0.221055,0.008727,0.025,0.0,1.0,0.468
118,-0.003742,0.923856,0.837147,0.800116,0.015792,0.086908,0.005308,0.025,0.0,1.0,0.472
119,-0.004826,0.938747,0.836661,0.810101,0.016279,0.03174,0.001863,0.025,0.0,1.0,0.476
120,-0.000671,0.933442,0.836885,0.752709,0.015316,0.170977,0.00058,0.025,0.0,1.0,0.48
121,0.004961,0.939859,0.836607,0.769896,0.01466,0.148881,0.001105,0.025,0.0,1.0,0.484
122,-0.002228,0.939483,0.836626,0.75922,0.01475,0.156317,4.2e-05,0.025,0.0,1.0,0.488
123,-0.009342,0.93076,0.836977,0.765127,0.015029,0.152941,0.002059,0.025,0.0,1.0,0.492
124,-0.008633,0.936774,0.836751,0.810696,0.014519,0.048699,0.002105,0.025,0.0,1.0,0.496
125,-0.016482,0.91155,0.837213,0.775052,0.013314,0.132031,0.000223,0.025,0.0,1.0,0.5
126,-0.006138,0.896211,0.836872,0.779609,0.013024,0.225501,0.006413,0.025,0.0,1.0,0.504
127,-0.004009,0.921117,0.837188,0.836251,0.01298,0.005719,0.010786,0.025,0.0,1.0,0.508
128,-0.014277,0.894301,0.836797,0.780766,0.011431,0.231771,0.008756,0.025,0.0,1.0,0.512
129,-0.00253,0.910457,0.837204,0.777857,0.010357,0.127695,0.004755,0.025,0.0,1.0,0.516
130,0.000606,0.934685,0.836838,0.798116,0.009849,0.065617,0.000557,0.025,0.0,1.0,0.52
131,0.004908,0.935379,0.83681,0.755286,0.007924,0.159505,0.001343,0.025,0.0,1.0,0.524
132,0.007595,0.944226,0.836371,0.754975,0.006372,0.154163,0.001319,0.025,0.0,1.0,0.528
133,-0.001098,0.940494,0.836575,0.767658,0.005775,0.145259,0.002711,0.025,0.0,1.0,0.532
134,-0.005366,0.935938,0.836787,0.765302,0.004439,0.1518,0.00488,0.025,0.0,1.0,0.536
135,-0.005939,0.9345,0.836845,0.792977,0.002521,0.078096,0.004701,0.025,0.0,1.0,0.54
136,-0.00314,0.928887,0.837032,0.777658,0.001214,0.014527,0.002105,0.025,0.0,1.0,0.544
137,0.006131,0.896947,0.836899,0.782576,0.00076,0.225137,0.004334,0.025,0.0,1.0,0.548
138,0.006284,0.921252,0.837186,0.841403,0.000446,0.008471,0.008816,0.025,0.0,1.0,0.552
139,-0.00277,0.897408,0.836916,0.777568,0.001496,0.227859,0.006852,0.025,0.0,1.0,0.556
140,-0.003483,0.93071,0.836978,0.774177,0.003074,0.01197,0.002885,0.025,0.0,1.0,0.56
141,-0.000957,0.935377,0.83681,0.800574,0.004015,0.068336,0.001395,0.025,0.0,1.0,0.564
142,0.001185,0.938793,0.836659,0.758244,0.005456,0.149623,0.003481,0.025,0.0,1.0,0.568
143,0.005166,0.956449,0.835507,0.766582,0.006752,0.007801,0.004548,0.025,0.0,1.0,0.572
144,-0.003802,0.940939,0.836552,0.769262,0.007247,0.135324,0.006679,0.025,0.0,1.0,0.576
145,-0.005004,0.939147,0.836642,0.766056,0.008345,0.136365,0.008894,0.025,0.0,1.0,0.58
146,-0.006751,0.931957,0.836937,0.80144,0.009046,0.075634,0.008476,0.025,0.0,1.0,0.584
147,-0.020224,0.898466,0.836952,0.754811,0.009407,0.169759,0.005109,0.025,0.0,1.0,0.588
148,-0.007902,0.890669,0.836633,0.777554,0.008935,0.229594,0.002374,0.025,0.0,1.0,0.592
149,-0.009406,0.916237,0.837223,0.839358,0.00838,0.018115,0.007738,0.025,0.0,1.0,0.596
150,-0.018879,0.891478,0.836672,0.773447,0.008472,0.225118,0.006164,0.025,0.0,1.0,0.6
151,-0.01602,0.921599,0.837181,0.792881,0.007553,0.040372,0.002172,0.025,0.0,1.0,0.604
152,-0.007866,0.924987,0.837125,0.787842,0.006643,0.094448,0.002457,0.025,0.0,1.0,0.608
153,-0.004415,0.937839,0.836703,0.762557,0.00647,0.134205,0.005051,0.025,0.0,1.0,0.612
154,-0.000469,0.958324,0.835348,0.76985,0.006244,0.003876,0.006467,0.025,0.0,1.0,0.616
155,-0.000451,0.962146,0.835002,0.773917,0.005257,0.000235,0.007671,0.025,0.0,1.0,0.62
156,-0.00401,0.93842,0.836677,0.774097,0.004873,0.126524,0.009126,0.025,0.0,1.0,0.624
157,-0.006987,0.925914,0.837106,0.778649,0.005149,0.114305,0.007733,0.025,0.0,1.0,0.628
158,-0.00394,0.923425,0.837154,0.782989,0.005964,0.032878,0.003621,0.025,0.0,1.0,0.632
159,0.004125,0.892474,0.836718,0.784238,0.005698,0.238874,0.004535,0.025,0.0,1.0,0.636
160,0.006235,0.91552,0.837225,0.847019,0.005405,0.011199,0.010124,0.025,0.0,1.0,0.64
161,-0.002076,0.890315,0.836616,0.775692,0.005932,0.25163,0.007844,0.025,0.0,1.0,0.644
162,-0.001341,0.923957,0.837145,0.791692,0.00626,0.044945,0.002978,0.025,0.0,1.0,0.648
163,0.006483,0.922995,0.837161,0.785671,0.006449,0.10992,0.002669,0.025,0.0,1.0,0.652
164,0.007819,0.941888,0.836502,0.776286,0.007261,0.10779,0.0062,0.025,0.0,1.0,0.656
165,0.006999,0.961005,0.835109,0.783748,0.008061,3.9e-05,0.008456,0.025,0.0,1.0,0.66
166,0.009109,0.958943,0.835294,0.781724,0.008079,0.008052,0.009993,0.025,0.0,1.0,0.664
167,0.002698,0.935434,0.836807,0.779974,0.008626,0.123562,0.011581,0.025,0.0,1.0,0.668
168,-0.01093,0.911856,0.837215,0.749718,0.008641,0.14552,0.010103,0.025,0.0,1.0,0.672
169,-0.014919,0.914734,0.837225,0.813356,0.009007,0.074744,0.005723,0.025,0.0,1.0,0.676
170,-0.003376,0.88753,0.83647,0.774521,0.008419,0.246337,0.003283,0.025,0.0,1.0,0.68
171,0.000248,0.915221,0.837225,0.845749,0.007805,0.002539,0.009872,0.025,0.0,1.0,0.684
172,-0.00616,0.891388,0.836667,0.778722,0.008031,0.250765,0.008443,0.025,0.0,1.0,0.688
173,0.000749,0.916634,0.837222,0.809986,0.007433,0.065117,0.004305,0.025,0.0,1.0,0.692
174,0.012194,0.915543,0.837225,0.76396,0.006911,0.137166,0.000924,0.025,0.0,1.0,0.696
175,0.018148,0.935832,0.836791,0.789499,0.007321,0.090512,0.004185,0.025,0.0,1.0,0.7
176,0.012921,0.955243,0.835606,0.766005,0.007594,0.025026,0.006201,0.025,0.0,1.0,0.704
177,0.011526,0.957724,0.8354,0.771791,0.006806,0.030013,0.007812,0.025,0.0,1.0,0.708
178,0.003034,0.936228,0.836774,0.786076,0.006461,0.103037,0.009207,0.025,0.0,1.0,0.712
179,-0.00724,0.915969,0.837224,0.764717,0.00564,0.141839,0.007379,0.025,0.0,1.0,0.716
180,-0.010292,0.916016,0.837224,0.809899,0.005401,0.070671,0.00266,0.025,0.0,1.0,0.72
181,-0.001135,0.88896,0.836547,0.776285,0.004127,0.247651,0.006545,0.025,0.0,1.0,0.724
182,-0.001682,0.914634,0.837225,0.857986,0.002844,0.004068,0.012967,0.025,0.0,1.0,0.728
183,-0.009682,0.886879,0.836434,0.776374,0.002486,0.250315,0.011093,0.025,0.0,1.0,0.732
184,0.002103,0.908894,0.837188,0.821789,0.002467,0.077469,0.006445,0.025,0.0,1.0,0.736
185,0.0116,0.91564,0.837225,0.76572,0.001956,0.141075,0.000612,0.025,0.0,1.0,0.74
186,0.016357,0.937192,0.836733,0.787687,0.002361,0.098985,0.003142,0.025,0.0,1.0,0.744
187,0.008214,0.952851,0.835792,0.752744,0.002674,0.029788,0.005709,0.025,0.0,1.0,0.748
188,0.013317,0.95414,0.835693,0.7458,0.001955,0.038698,0.007396,0.025,0.0,1.0,0.752
189,0.000865,0.934399,0.836849,0.78547,0.001501,0.077353,0.008536,0.025,0.0,1.0,0.756
190,0.003813,0.932808,0.836908,0.769237,0.000485,0.032812,0.006421,0.025,0.0,1.0,0.76
191,-0.009612,0.903055,0.837082,0.832978,0.00035,0.105839,0.001245,0.025,0.0,1.0,0.764
192,-0.001404,0.887561,0.836472,0.77234,0.002212,0.249978,0.008596,0.025,0.0,1.0,0.768
193,-0.000304,0.912563,0.837219,0.861061,0.003821,0.000287,0.015464,0.025,0.0,1.0,0.772
194,-0.005135,0.887375,0.836462,0.786483,0.004196,0.266208,0.013638,0.025,0.0,1.0,0.776
195,0.006821,0.904089,0.837106,0.831773,0.004302,0.100424,0.008557,0.025,0.0,1.0,0.78
196,0.002903,0.930791,0.836976,0.775854,0.004772,0.043866,0.002122,0.025,0.0,1.0,0.784
197,0.003466,0.946862,0.83621,0.787143,0.004201,0.056333,0.003676,0.025,0.0,1.0,0.788
198,-0.003729,0.952871,0.835791,0.738486,0.003676,0.045224,0.00776,0.025,0.0,1.0,0.792
199,0.002428,0.954176,0.83569,0.741989,0.004221,0.043538,0.010522,0.025,0.0,1.0,0.796
200,-0.000966,0.943167,0.836432,0.777081,0.004703,0.068321,0.011032,0.025,0.0,1.0,0.8
201,0.002801,0.930241,0.836993,0.771069,0.004609,0.044691,0.008156,0.025,0.0,1.0,0.804
202,-0.01793,0.889919,0.836596,0.811246,0.004587,0.137406,0.002217,0.025,0.0,1.0,0.808
203,-0.011648,0.881913,0.83613,0.780543,0.005813,0.276318,0.008788,0.025,0.0,1.0,0.812
204,-0.011353,0.907263,0.837165,0.865384,0.007012,0.011247,0.016679,0.025,0.0,1.0,0.816
205,-0.01638,0.882013,0.836137,0.780883,0.006967,0.263725,0.015142,0.025,0.0,1.0,0.82
206,0.002466,0.893613,0.836768,0.82166,0.006499,0.13244,0.009702,0.025,0.0,1.0,0.824
207,0.001718,0.930036,0.836999,0.787396,0.00617,0.063305,0.002735,0.025,0.0,1.0,0.828
208,0.005075,0.942206,0.836485,0.777876,0.004709,0.069506,0.003546,0.025,0.0,1.0,0.832
209,-0.003402,0.953497,0.835743,0.742156,0.004102,0.038233,0.008001,0.025,0.0,1.0,0.836
210,0.006359,0.951674,0.83588,0.744267,0.004079,0.030585,0.010818,0.025,0.0,1.0,0.84
211,0.005932,0.945996,0.836264,0.796445,0.00402,0.051364,0.01118,0.025,0.0,1.0,0.844
212,0.005148,0.930267,0.836992,0.779667,0.003685,0.05859,0.008004,0.025,0.0,1.0,0.848
213,-0.023154,0.878248,0.835874,0.78854,0.003623,0.164435,0.00181,0.025,0.0,1.0,0.852
214,-0.012404,0.877313,0.835805,0.76717,0.004732,0.268023,0.009705,0.025,0.0,1.0,0.856
215,-0.010197,0.904414,0.837113,0.862069,0.005697,0.009246,0.017528,0.025,0.0,1.0,0.86
216,-0.016892,0.879304,0.835951,0.773052,0.005417,0.263311,0.015531,0.025,0.0,1.0,0.864
217,0.011765,0.877426,0.835813,0.780712,0.005098,0.17925,0.009639,0.025,0.0,1.0,0.868
218,0.012388,0.924856,0.837128,0.79691,0.004628,0.084113,0.00201,0.025,0.0,1.0,0.872
219,0.012367,0.943268,0.836426,0.796545,0.002883,0.061258,0.004986,0.025,0.0,1.0,0.876
220,0.002574,0.952786,0.835797,0.74451,0.00192,0.030943,0.010044,0.025,0.0,1.0,0.88
