cycle,observed_self,observed_stability,observed_rigidity,observed_adaptive,deviation,observer_trust,alert
33,-0.002262,0.942374,0.808129,0.836476,0.002262,0.776872,False
34,-0.005522,0.943104,0.803778,0.836435,0.005522,0.777335,False
35,-0.00251,0.942501,0.804765,0.836469,0.00251,0.777538,False
36,-0.002444,0.944343,0.812886,0.836364,0.002444,0.776545,False
37,-0.000585,0.944046,0.802987,0.836381,0.000585,0.778797,False
38,-0.004965,0.939874,0.806814,0.836606,0.004965,0.775752,False
39,-0.002861,0.943812,0.810369,0.836395,0.002861,0.776787,False
40,-0.00187,0.944803,0.812438,0.836337,0.00187,0.776904,False
41,-0.003055,0.94348,0.801477,0.836414,0.003055,0.778415,False
42,-0.002758,0.944547,0.814102,0.836352,0.002758,0.776307,False
43,-0.007869,0.939047,0.808,0.836647,0.007869,0.774654,False
44,-0.004732,0.941035,0.803846,0.836547,0.004732,0.776783,False
45,-0.001088,0.942354,0.813147,0.836477,0.001088,0.776096,False
46,-0.001787,0.944465,0.813603,0.836357,0.001787,0.776574,False
47,-0.003255,0.942486,0.811762,0.83647,0.003255,0.775984,False
48,-0.003462,0.942559,0.812597,0.836465,0.003462,0.7758,False
49,-0.008729,0.937549,0.808938,0.836717,0.008729,0.773788,False
50,-0.007545,0.942658,0.814178,0.83646,0.007545,0.774701,False
51,-0.006136,0.942251,0.812664,0.836482,0.006136,0.775148,False
52,-0.000179,0.938217,0.811586,0.836686,0.000179,0.775194,False
53,0.000282,0.942834,0.816199,0.83645,0.000282,0.775808,False
54,-0.000967,0.943561,0.812247,0.836409,0.000967,0.776706,False
55,-0.002589,0.94286,0.808225,0.836449,0.002589,0.77695,False
56,-0.004044,0.941667,0.813255,0.836514,0.004044,0.775252,False
57,-0.003268,0.943004,0.812633,0.836441,0.003268,0.775981,False
58,-0.003148,0.943237,0.814826,0.836428,0.003148,0.775645,False
59,-0.008885,0.936416,0.785808,0.836766,0.008885,0.777999,False
60,-0.006721,0.941488,0.808031,0.836523,0.006721,0.775701,False
61,-0.00764,0.941549,0.812901,0.83652,0.00764,0.774564,False
62,-0.007247,0.943042,0.815862,0.836439,0.007247,0.774553,False
63,-0.007278,0.943339,0.812533,0.836422,0.007278,0.775312,False
64,-0.005007,0.94056,0.806566,0.836572,0.005007,0.776024,False
65,-0.004381,0.942311,0.812984,0.836479,0.004381,0.775456,False
66,-0.003961,0.943424,0.810754,0.836417,0.003961,0.77636,False
67,-0.002871,0.942024,0.810114,0.836495,0.002871,0.776235,False
68,-0.001844,0.943083,0.809856,0.836436,0.001844,0.776848,False
69,0.000905,0.941686,0.809489,0.836513,0.000905,0.77664,False
70,-0.000881,0.942693,0.80872,0.836458,0.000881,0.777137,False
71,0.002121,0.93935,0.798122,0.836632,0.002121,0.777882,False
72,0.000638,0.943142,0.810032,0.836433,0.000638,0.777074,False
73,0.003246,0.941267,0.806026,0.836535,0.003246,0.776723,False
74,0.006132,0.939655,0.801149,0.836617,0.006132,0.776577,False
75,0.007263,0.941229,0.809069,0.836537,0.007263,0.775298,False
76,0.008715,0.940168,0.810254,0.836592,0.008715,0.774413,False
77,0.005151,0.939277,0.811635,0.836636,0.005151,0.774549,False
78,0.004111,0.943303,0.814615,0.836424,0.004111,0.775517,False
79,0.006096,0.941537,0.810674,0.836521,0.006096,0.775314,False
80,0.007478,0.9408,0.808852,0.836559,0.007478,0.775154,False
81,0.008083,0.941415,0.816088,0.836527,0.008083,0.773793,False
82,0.006635,0.94024,0.814064,0.836588,0.006635,0.774091,False
83,0.006404,0.942395,0.811849,0.836475,0.006404,0.775306,False
84,0.00282,0.939549,0.808369,0.836622,0.00282,0.77576,False
85,0.004799,0.939604,0.811391,0.83662,0.004799,0.774778,False
86,0.002992,0.941247,0.813184,0.836536,0.002992,0.775335,False
87,0.003606,0.941809,0.817817,0.836506,0.003606,0.774475,False
88,0.001624,0.940873,0.812461,0.836556,0.001624,0.775628,False
89,-0.000469,0.94115,0.810458,0.836541,0.000469,0.776352,False
90,0.000739,0.940605,0.811465,0.836569,0.000739,0.775913,False
91,-0.0019,0.939973,0.81454,0.836601,0.0019,0.774853,False
92,-0.004643,0.939265,0.813027,0.836636,0.004643,0.774368,False
93,-0.003876,0.940654,0.811637,0.836567,0.003876,0.775268,False
94,-0.003838,0.941713,0.818484,0.836511,0.003838,0.774263,False
95,-0.004025,0.940767,0.807892,0.836561,0.004025,0.776025,False
96,-0.003224,0.941364,0.815051,0.83653,0.003224,0.774955,False
97,-0.004131,0.940429,0.812478,0.836578,0.004131,0.774973,False
98,-0.001752,0.939332,0.809247,0.836633,0.001752,0.775725,False
99,-0.003607,0.939491,0.816589,0.836625,0.003607,0.773939,False
100,-0.00489,0.93956,0.813967,0.836622,0.00489,0.77423,False
101,-0.004881,0.94063,0.816919,0.836568,0.004881,0.774002,False
102,-0.002683,0.939313,0.812393,0.836634,0.002683,0.774903,False
103,-0.003627,0.940698,0.815538,0.836565,0.003627,0.774553,False
104,-0.003826,0.940421,0.814991,0.836579,0.003826,0.774529,False
105,0.000182,0.936991,0.808426,0.836741,0.000182,0.775411,False
106,-0.001126,0.940309,0.812595,0.836584,0.001126,0.77551,False
107,-0.001187,0.94057,0.815886,0.836571,0.001187,0.774928,False
108,0.002049,0.938056,0.805526,0.836693,0.002049,0.775978,False
109,0.002473,0.941116,0.817798,0.836543,0.002473,0.774472,False
110,0.000399,0.938741,0.812085,0.836661,0.000399,0.775228,False
111,0.001285,0.939729,0.821981,0.836613,0.001285,0.773405,False
112,0.002194,0.939875,0.821366,0.836606,0.002194,0.773396,False
113,0.000584,0.939537,0.814225,0.836623,0.000584,0.775032,False
114,0.001962,0.93911,0.812551,0.836644,0.001962,0.774947,False
115,0.002901,0.93979,0.814757,0.83661,0.002901,0.774547,False
116,0.003591,0.938235,0.812418,0.836685,0.003591,0.774352,False
117,0.004086,0.939043,0.821705,0.836647,0.004086,0.772669,False
118,0.001329,0.938051,0.819839,0.836694,0.001329,0.773258,False
119,-0.000228,0.93794,0.818015,0.836699,0.000228,0.773805,False
120,-0.006737,0.931153,0.798004,0.836964,0.006737,0.774196,False
121,-0.005097,0.936733,0.823444,0.836753,0.005097,0.771337,False
122,-0.007696,0.935613,0.810729,0.8368,0.007696,0.77298,False
123,-0.003093,0.934629,0.814248,0.83684,0.003093,0.772862,False
124,-0.003332,0.938996,0.822886,0.836649,0.003332,0.772567,False
125,0.000796,0.934771,0.806324,0.836834,0.000796,0.774954,False
126,0.000577,0.939298,0.822268,0.836635,0.000577,0.773344,False
127,0.002594,0.937021,0.814554,0.83674,0.002594,0.773713,False
128,0.001212,0.938825,0.821404,0.836657,0.001212,0.77323,False
129,-0.00049,0.937464,0.818525,0.83672,0.00049,0.773489,False
130,-0.000405,0.938172,0.809326,0.836688,0.000405,0.775586,False
131,-0.003747,0.936125,0.809818,0.836779,0.003747,0.774126,False
132,-0.00447,0.938319,0.823098,0.836681,0.00447,0.772068,False
133,-0.001873,0.935991,0.812041,0.836784,0.001873,0.77401,False
134,-0.003474,0.936964,0.824889,0.836743,0.003474,0.771451,False
135,-0.006057,0.93607,0.813904,0.836781,0.006057,0.772828,False
136,-0.01003,0.932415,0.805207,0.836922,0.01003,0.772528,False
137,-0.00824,0.93521,0.823527,0.836817,0.00824,0.770174,False
138,-0.006588,0.935807,0.818996,0.836792,0.006588,0.771614,False
139,-0.005381,0.93755,0.821574,0.836717,0.005381,0.771931,False
140,-0.002027,0.935839,0.823524,0.836791,0.002027,0.771631,False
141,-0.003164,0.937274,0.823471,0.836729,0.003164,0.771901,False
142,-0.002489,0.936603,0.824903,0.836758,0.002489,0.771522,False
143,-0.001895,0.937374,0.822058,0.836724,0.001895,0.772471,False
144,-0.001942,0.937529,0.825881,0.836717,0.001942,0.77175,False
145,0.000625,0.935896,0.819084,0.836788,0.000625,0.772819,False
146,0.001059,0.937649,0.825778,0.836712,0.001059,0.771988,False
147,0.002253,0.935328,0.823426,0.836812,0.002253,0.771432,False
148,0.00162,0.935385,0.824593,0.836809,0.00162,0.771344,False
149,0.001128,0.936025,0.825168,0.836783,0.001128,0.771545,False
150,-0.000508,0.935879,0.826179,0.836789,0.000508,0.771418,False
151,-0.004514,0.932729,0.818262,0.836911,0.004514,0.771128,False
152,-0.003612,0.936639,0.822255,0.836757,0.003612,0.77184,False
153,-0.002424,0.934471,0.824739,0.836846,0.002424,0.770844,False
154,-0.001731,0.935711,0.825119,0.836796,0.001731,0.771328,False
155,-0.000387,0.935143,0.829812,0.836819,0.000387,0.770465,False
156,-0.000647,0.936476,0.823183,0.836764,0.000647,0.772192,False
157,6.6e-05,0.93614,0.828229,0.836778,6.6e-05,0.771185,False
158,0.00339,0.931742,0.8148,0.836945,0.00339,0.771708,False
159,0.000891,0.933007,0.828737,0.836901,0.000891,0.769852,False
160,0.001415,0.935864,0.825426,0.83679,0.001415,0.771382,False
161,0.001042,0.934438,0.826668,0.836847,0.001042,0.770723,False
162,-0.002165,0.931839,0.824817,0.836941,0.002165,0.769983,False
163,-0.002252,0.93669,0.823903,0.836755,0.002252,0.771799,False
164,-0.003612,0.934088,0.823717,0.836861,0.003612,0.77068,False
165,-0.002817,0.933432,0.824566,0.836885,0.002817,0.770446,False
166,0.000744,0.932418,0.820352,0.836922,0.000744,0.771358,False
167,-0.001396,0.93225,0.820535,0.836927,0.001396,0.771133,False
168,-0.002246,0.934495,0.829765,0.836845,0.002246,0.769882,False
169,0.001721,0.930077,0.814226,0.836998,0.001721,0.771587,False
170,0.003759,0.933008,0.826164,0.836901,0.003759,0.769793,False
171,0.006937,0.93159,0.820103,0.83695,0.006937,0.769886,False
172,0.005929,0.933305,0.82861,0.83689,0.005929,0.768971,False
173,0.001592,0.929996,0.816285,0.837,0.001592,0.771173,False
174,0.001556,0.935031,0.829797,0.836824,0.001556,0.770196,False
175,0.000549,0.932621,0.830883,0.836915,0.000549,0.76936,False
176,0.001125,0.934555,0.825454,0.836843,0.001125,0.770989,False
177,-0.004587,0.926045,0.806055,0.837103,0.004587,0.771263,False
178,-0.003394,0.932299,0.826379,0.836926,0.003394,0.769582,False
179,-0.001632,0.932874,0.828568,0.836906,0.001632,0.769692,False
180,0.003476,0.926869,0.815233,0.837084,0.003476,0.769933,False
181,0.003739,0.933787,0.832218,0.836872,0.003739,0.768852,False
182,0.002038,0.932123,0.831207,0.836932,0.002038,0.768827,False
183,-0.000708,0.931598,0.830691,0.83695,0.000708,0.769017,False
184,4.6e-05,0.932702,0.829651,0.836912,4.6e-05,0.769734,False
185,0.004776,0.927424,0.817942,0.837071,0.004776,0.769323,False
186,0.004691,0.931558,0.832698,0.836951,0.004691,0.767805,False
187,0.003576,0.930888,0.832303,0.836973,0.003576,0.767878,False
188,0.004509,0.932107,0.831419,0.836932,0.004509,0.768285,False
189,0.001754,0.929441,0.822379,0.837016,0.001754,0.769732,False
190,0.002722,0.931809,0.833739,0.836942,0.002722,0.768076,False
191,0.001235,0.930378,0.823635,0.836989,0.001235,0.769906,False
192,0.001036,0.932343,0.830215,0.836924,0.001036,0.769301,False
193,0.002584,0.931,0.833226,0.836969,0.002584,0.76793,False
194,0.004869,0.929251,0.826184,0.837022,0.004869,0.768283,False
195,0.004454,0.930356,0.835215,0.836989,0.004454,0.766938,False
196,0.003036,0.930404,0.827927,0.836988,0.003036,0.768696,False
197,0.002274,0.930972,0.83171,0.83697,0.002274,0.768286,False
198,0.001111,0.930168,0.835797,0.836995,0.001111,0.767426,False
199,-0.000123,0.930563,0.833586,0.836983,0.000123,0.768201,False
200,0.002871,0.928513,0.823927,0.837042,0.002871,0.76888,False
201,0.003207,0.930993,0.83513,0.836969,0.003207,0.767422,False
202,-0.001391,0.925824,0.822738,0.837108,0.001391,0.76849,False
203,-0.001539,0.930035,0.83008,0.836999,0.001539,0.768438,False
204,-0.001999,0.928958,0.836785,0.83703,0.001999,0.766636,False
205,-0.00052,0.929061,0.837621,0.837027,0.00052,0.7668,False
206,0.002271,0.924383,0.82018,0.837137,0.002271,0.768328,False
207,-0.001205,0.925827,0.819218,0.837108,0.001205,0.769232,False
208,-0.00023,0.929762,0.834351,0.837007,0.00023,0.767752,False
209,0.003761,0.924951,0.823944,0.837126,0.003761,0.767473,False
210,0.004123,0.928952,0.839499,0.83703,0.004123,0.765666,False
211,0.003215,0.929463,0.835548,0.837016,0.003215,0.766813,False
212,0.001663,0.926444,0.819922,0.837094,0.001663,0.769212,False
213,-0.002678,0.926924,0.830485,0.837083,0.002678,0.767062,False
214,-0.001234,0.928571,0.833757,0.837041,0.001234,0.767262,False
215,0.001088,0.927045,0.833115,0.83708,0.001088,0.766895,False
216,0.00051,0.92892,0.835348,0.837031,0.00051,0.767208,False
217,0.002132,0.927461,0.830635,0.83707,0.002132,0.767325,False
218,0.005364,0.924748,0.837911,0.83713,0.005364,0.764289,False
219,0.003038,0.926025,0.831462,0.837103,0.003038,0.766485,False
220,0.003212,0.928539,0.840833,0.837042,0.003212,0.76544,False
