cycle,observed_self,observed_stability,observed_rigidity,observed_adaptive,deviation,observer_trust,alert
56,-0.0006,0.92802,0.703514,0.837055,0.0006,0.793248,False
57,0.010379,0.932123,0.73698,0.836932,0.010379,0.786004,False
58,0.004499,0.920924,0.744524,0.83719,0.004499,0.781816,False
59,0.002255,0.937076,0.810607,0.836738,0.002255,0.774589,False
60,0.011257,0.909166,0.798773,0.837191,0.011257,0.7655,False
61,0.008229,0.931288,0.822929,0.83696,0.008229,0.768959,False
62,-0.000905,0.908975,0.800894,0.837189,0.000905,0.767079,False
63,-0.000586,0.94095,0.801432,0.836552,0.000586,0.778067,False
64,-0.006155,0.936946,0.76724,0.836743,0.006155,0.782438,False
65,-0.013576,0.935648,0.750131,0.836799,0.013576,0.783935,False
66,-0.029139,0.927453,0.713645,0.83707,0.029139,0.785319,False
67,-0.008956,0.925611,0.704197,0.837112,0.008956,0.790611,False
68,-0.000267,0.937726,0.753148,0.836709,0.000267,0.786698,False
69,-0.003125,0.925932,0.746213,0.837105,0.003125,0.783485,False
70,-0.00247,0.937944,0.800192,0.836699,0.00247,0.776923,False
71,0.006488,0.908151,0.804433,0.837178,0.006488,0.764963,False
72,0.004275,0.933054,0.824392,0.836899,0.004275,0.77006,False
73,-0.00336,0.910477,0.796847,0.837205,0.00336,0.767927,False
74,-0.003698,0.93789,0.797853,0.836701,0.003698,0.777127,False
75,0.004251,0.921066,0.758088,0.837188,0.004251,0.779202,False
76,0.003602,0.929316,0.71625,0.83702,0.003602,0.790545,False
77,-0.001604,0.930874,0.701028,0.836973,0.001604,0.794523,False
78,0.000895,0.935641,0.708732,0.836799,0.000895,0.794749,False
79,0.003319,0.929972,0.71621,0.837001,0.003319,0.790835,False
80,-0.00426,0.922699,0.766427,0.837166,0.00426,0.778099,False
81,0.003698,0.927897,0.800351,0.837059,0.003698,0.773219,False
82,0.00614,0.909552,0.78495,0.837195,0.00614,0.769424,False
83,0.006246,0.932146,0.828309,0.836931,0.006246,0.768573,False
84,-0.000707,0.906191,0.789571,0.837147,0.000707,0.768398,False
85,-0.002196,0.932318,0.81835,0.836925,0.002196,0.771433,False
86,-0.009833,0.936207,0.791552,0.836775,0.009833,0.776589,False
87,-0.005839,0.928443,0.73523,0.837044,0.005839,0.786002,False
88,-0.006286,0.937264,0.720025,0.836729,0.006286,0.791962,False
89,-0.005629,0.937331,0.720727,0.836726,0.005629,0.791976,False
90,-0.009139,0.929893,0.754391,0.837003,0.009139,0.782007,False
91,-0.006932,0.941157,0.7972,0.836541,0.006932,0.777714,False
92,-0.005513,0.931778,0.818004,0.836944,0.005513,0.770655,False
93,-0.003241,0.906709,0.775856,0.837156,0.003241,0.770818,False
94,0.012756,0.894934,0.812932,0.836822,0.012756,0.757295,False
95,-0.000254,0.904137,0.774424,0.837107,0.000254,0.770789,False
96,-0.001763,0.930966,0.817762,0.83697,0.001763,0.771176,False
97,-0.010063,0.934604,0.794639,0.836841,0.010063,0.775381,False
98,-0.009635,0.930748,0.727802,0.836977,0.009635,0.787519,False
99,-0.012061,0.933758,0.710679,0.836873,0.012061,0.791486,False
100,-0.010065,0.937879,0.722257,0.836702,0.010065,0.790969,False
101,-0.012202,0.930803,0.74547,0.836975,0.012202,0.78349,False
102,-0.008083,0.938452,0.796695,0.836675,0.008083,0.776671,False
103,-0.012218,0.922443,0.799383,0.83717,0.012218,0.769827,False
104,-0.00276,0.901264,0.789459,0.837036,0.00276,0.766258,False
105,-0.000621,0.924847,0.827718,0.837128,0.000621,0.767311,False
106,-0.011845,0.898766,0.777918,0.836961,0.011845,0.765856,False
107,-0.002318,0.9174,0.777595,0.837219,0.002318,0.774412,False
108,-0.008108,0.934845,0.802953,0.836831,0.008108,0.774191,False
109,-0.007321,0.933591,0.738793,0.836879,0.007321,0.786754,False
110,-0.00467,0.939962,0.744629,0.836602,0.00467,0.788277,False
111,-0.00235,0.938269,0.717023,0.836684,0.00235,0.793691,False
112,-0.008022,0.930377,0.749617,0.836989,0.008022,0.783351,False
113,-0.007744,0.937678,0.809874,0.836711,0.007744,0.773841,False
114,-0.009238,0.925248,0.811549,0.83712,0.009238,0.768959,False
115,0.00095,0.898626,0.7763,0.836957,0.00095,0.768308,False
116,0.001415,0.924002,0.832986,0.837144,0.001415,0.765806,False
117,-0.007312,0.898771,0.786288,0.836962,0.007312,0.76509,False
118,-0.003742,0.923856,0.800116,0.837147,0.003742,0.771865,False
119,-0.004826,0.938747,0.810101,0.836661,0.004826,0.774741,False
120,-0.000671,0.933442,0.752709,0.836885,0.000671,0.78525,False
121,0.004961,0.939859,0.769896,0.836607,0.004961,0.783131,False
122,-0.002228,0.939483,0.75922,0.836626,0.002228,0.785686,False
123,-0.009342,0.93076,0.765127,0.836977,0.009342,0.780116,False
124,-0.008633,0.936774,0.810696,0.836751,0.008633,0.773193,False
125,-0.016482,0.91155,0.775052,0.837213,0.016482,0.770039,False
126,-0.006138,0.896211,0.779609,0.836872,0.006138,0.765742,False
127,-0.004009,0.921117,0.836251,0.837188,0.004009,0.763636,False
128,-0.014277,0.894301,0.780766,0.836797,0.014277,0.763196,False
129,-0.00253,0.910457,0.777857,0.837204,0.00253,0.771884,False
130,0.000606,0.934685,0.798116,0.836838,0.000606,0.776605,False
131,0.004908,0.935379,0.755286,0.83681,0.004908,0.784546,False
132,0.007595,0.944226,0.754975,0.836371,0.007595,0.787058,False
133,-0.001098,0.940494,0.767658,0.836575,0.001098,0.784565,False
134,-0.005366,0.935938,0.765302,0.836787,0.005366,0.782641,False
135,-0.005939,0.9345,0.792977,0.836845,0.005939,0.776503,False
136,-0.00314,0.928887,0.777658,0.837032,0.00314,0.778209,False
137,0.006131,0.896947,0.782576,0.836899,0.006131,0.765415,False
138,0.006284,0.921252,0.841403,0.837186,0.006284,0.762197,False
139,-0.00277,0.897408,0.777568,0.836916,0.00277,0.767254,False
140,-0.003483,0.93071,0.774177,0.836978,0.003483,0.779461,False
141,-0.000957,0.935377,0.800574,0.83681,0.000957,0.776278,False
142,0.001185,0.938793,0.758244,0.836659,0.001185,0.785857,False
143,0.005166,0.956449,0.766582,0.835507,0.005166,0.789284,False
144,-0.003802,0.940939,0.769262,0.836552,0.003802,0.783854,False
145,-0.005004,0.939147,0.766056,0.836642,0.005004,0.78365,False
146,-0.006751,0.931957,0.80144,0.836937,0.006751,0.773781,False
147,-0.020224,0.898466,0.754811,0.836952,0.020224,0.768694,False
148,-0.007902,0.890669,0.777554,0.836633,0.007902,0.763801,False
149,-0.009406,0.916237,0.839358,0.837223,0.009406,0.760236,False
150,-0.018879,0.891478,0.773447,0.836672,0.018879,0.76272,False
151,-0.01602,0.921599,0.792881,0.837181,0.01602,0.770075,False
152,-0.007866,0.924987,0.787842,0.837125,0.007866,0.773885,False
153,-0.004415,0.937839,0.762557,0.836703,0.004415,0.784025,False
154,-0.000469,0.958324,0.76985,0.835348,0.000469,0.790187,False
155,-0.000451,0.962146,0.773917,0.835002,0.000451,0.790628,False
156,-0.00401,0.93842,0.774097,0.836677,0.00401,0.781995,False
157,-0.006987,0.925914,0.778649,0.837106,0.006987,0.776219,False
158,-0.00394,0.923425,0.782989,0.837154,0.00394,0.775101,False
159,0.004125,0.892474,0.784238,0.836718,0.004125,0.763873,False
160,0.006235,0.91552,0.847019,0.837225,0.006235,0.759087,False
161,-0.002076,0.890315,0.775692,0.836616,0.002076,0.765211,False
162,-0.001341,0.923957,0.791692,0.837145,0.001341,0.774065,False
163,0.006483,0.922995,0.785671,0.837161,0.006483,0.773908,False
164,0.007819,0.941888,0.776286,0.836502,0.007819,0.781965,False
165,0.006999,0.961005,0.783748,0.835109,0.006999,0.78698,False
166,0.009109,0.958943,0.781724,0.835294,0.009109,0.786287,False
167,0.002698,0.935434,0.779974,0.836807,0.002698,0.780069,False
168,-0.01093,0.911856,0.749718,0.837215,0.01093,0.776324,False
169,-0.014919,0.914734,0.813356,0.837225,0.014919,0.763808,False
170,-0.003376,0.88753,0.774521,0.83647,0.003376,0.764174,False
171,0.000248,0.915221,0.845749,0.837225,0.000248,0.760434,False
172,-0.00616,0.891388,0.778722,0.836667,0.00616,0.764176,False
173,0.000749,0.916634,0.809986,0.837222,0.000749,0.76798,False
174,0.012194,0.915543,0.76396,0.837225,0.012194,0.774516,False
175,0.018148,0.935832,0.789499,0.836791,0.018148,0.77521,False
176,0.012921,0.955243,0.766005,0.835606,0.012921,0.787451,False
177,0.011526,0.957724,0.771791,0.8354,0.011526,0.78739,False
178,0.003034,0.936228,0.786076,0.836774,0.003034,0.779051,False
179,-0.00724,0.915969,0.764717,0.837224,0.00724,0.775504,False
180,-0.010292,0.916016,0.809899,0.837224,0.010292,0.765873,False
181,-0.001135,0.88896,0.776285,0.836547,0.001135,0.764789,False
182,-0.001682,0.914634,0.857986,0.837225,0.001682,0.757495,False
183,-0.009682,0.886879,0.776374,0.836434,0.009682,0.762305,False
184,0.002103,0.908894,0.821789,0.837188,0.002103,0.762632,False
185,0.0116,0.91564,0.76572,0.837225,0.0116,0.774316,False
186,0.016357,0.937192,0.787687,0.836733,0.016357,0.776392,False
187,0.008214,0.952851,0.752744,0.835792,0.008214,0.790254,False
188,0.013317,0.95414,0.7458,0.835693,0.013317,0.791049,False
189,0.000865,0.934399,0.78547,0.836849,0.000865,0.778985,False
190,0.003813,0.932808,0.769237,0.836908,0.003813,0.7811,False
191,-0.009612,0.903055,0.832978,0.837082,0.009612,0.756822,False
192,-0.001404,0.887561,0.77234,0.836472,0.001404,0.765016,False
193,-0.000304,0.912563,0.861061,0.837219,0.000304,0.756429,False
194,-0.005135,0.887375,0.786483,0.836462,0.005135,0.761373,False
195,0.006821,0.904089,0.831773,0.837106,0.006821,0.757989,False
196,0.002903,0.930791,0.775854,0.836976,0.002903,0.779269,False
197,0.003466,0.946862,0.787143,0.83621,0.003466,0.782332,False
198,-0.003729,0.952871,0.738486,0.835791,0.003729,0.79401,False
199,0.002428,0.954176,0.741989,0.83569,0.002428,0.794001,False
200,-0.000966,0.943167,0.777081,0.836432,0.000966,0.783607,False
201,0.002801,0.930241,0.771069,0.836993,0.002801,0.780059,False
202,-0.01793,0.889919,0.811246,0.836596,0.01793,0.754785,False
203,-0.011648,0.881913,0.780543,0.83613,0.011648,0.759264,False
204,-0.011353,0.907263,0.865384,0.837165,0.011353,0.751486,False
205,-0.01638,0.882013,0.780883,0.836137,0.01638,0.758286,False
206,0.002466,0.893613,0.82166,0.836768,0.002466,0.757131,False
207,0.001718,0.930036,0.787396,0.836999,0.001718,0.77694,False
208,0.005075,0.942206,0.777876,0.836485,0.005075,0.782303,False
209,-0.003402,0.953497,0.742156,0.835743,0.003402,0.793548,False
210,0.006359,0.951674,0.744267,0.83588,0.006359,0.791931,False
211,0.005932,0.945996,0.796445,0.836264,0.005932,0.779689,False
212,0.005148,0.930267,0.779667,0.836992,0.005148,0.777878,False
213,-0.023154,0.878248,0.78854,0.835874,0.023154,0.754017,False
214,-0.012404,0.877313,0.76717,0.835805,0.012404,0.760096,False
215,-0.010197,0.904414,0.862069,0.837113,0.010197,0.75137,False
216,-0.016892,0.879304,0.773052,0.835951,0.016892,0.758755,False
217,0.011765,0.877426,0.780712,0.835813,0.011765,0.757557,False
218,0.012388,0.924856,0.79691,0.837128,0.012388,0.771122,False
219,0.012367,0.943268,0.796545,0.836426,0.012367,0.777468,False
220,0.002574,0.952786,0.74451,0.835797,0.002574,0.793008,False
