cycle,self_state,stability,adaptive_score,rigidity,truth_load,bridge_load,shadow_load,noise,contradiction,pressure,drift
64,0.000859,0.943704,0.836401,0.804948,0.002011,0.013121,0.002155,0.025,0.0,1.64,0.0
65,0.00204,0.944065,0.83638,0.810182,0.002008,0.006958,0.002022,0.025,0.0,1.65,0.0
66,0.002197,0.946288,0.836246,0.8088,0.002052,0.006675,0.001824,0.025,0.0,1.66,0.0
67,0.002594,0.944655,0.836346,0.808026,0.00212,0.013158,0.001456,0.025,0.0,1.67,0.0
68,0.002614,0.945103,0.836319,0.807268,0.002172,0.012208,0.001026,0.025,0.0,1.68,0.0
69,0.004392,0.943997,0.836384,0.806741,0.002181,0.002534,0.000823,0.025,0.0,1.69,0.0
70,0.002794,0.94417,0.836374,0.805625,0.00215,0.006767,0.000637,0.025,0.0,1.7,0.0
71,0.005008,0.941431,0.836526,0.795461,0.002196,0.023502,0.000385,0.025,0.0,1.71,0.0
72,0.004259,0.945713,0.836282,0.806953,0.002321,0.003547,0.000151,0.025,0.0,1.72,0.0
73,0.006762,0.941842,0.836505,0.801885,0.00253,0.015066,7.7e-05,0.025,0.0,1.73,0.0
74,0.008186,0.942087,0.836491,0.797564,0.002704,0.01592,0.000185,0.025,0.0,1.74,0.0
75,0.009246,0.943243,0.836427,0.805969,0.002963,0.005456,0.000155,0.025,0.0,1.75,0.0
76,0.010185,0.942356,0.836477,0.806775,0.003259,0.008339,9.2e-05,0.025,0.0,1.76,0.0
77,0.00784,0.942451,0.836471,0.807475,0.003516,0.005834,2e-05,0.025,0.0,1.77,0.0
78,0.006457,0.944715,0.836342,0.810417,0.003706,0.001911,5.5e-05,0.025,0.0,1.78,0.0
79,0.008362,0.943272,0.836426,0.806776,0.003961,0.007326,0.000107,0.025,0.0,1.79,0.0
80,0.009522,0.942718,0.836457,0.805272,0.004247,0.013571,4.1e-05,0.025,0.0,1.8,0.0
81,0.010775,0.942002,0.836496,0.81195,0.004499,0.005419,0.000226,0.025,0.0,1.81,0.0
82,0.009678,0.942224,0.836484,0.810742,0.004716,0.011364,0.000187,0.025,0.0,1.82,0.0
83,0.009949,0.9442,0.836372,0.8082,0.00496,0.009114,8e-05,0.025,0.0,1.83,0.0
84,0.006611,0.942149,0.836488,0.80455,0.005149,0.001291,0.000161,0.025,0.0,1.84,0.0
85,0.008147,0.941514,0.836522,0.806932,0.005362,0.008109,0.00026,0.025,0.0,1.85,0.0
86,0.007028,0.944059,0.836381,0.809601,0.00559,0.001338,0.000434,0.025,0.0,1.86,0.0
87,0.007023,0.944337,0.836364,0.812526,0.005801,0.00162,0.000556,0.025,0.0,1.87,0.0
88,0.004833,0.942995,0.836441,0.807363,0.005894,0.002294,0.000724,0.025,0.0,1.88,0.0
89,0.002176,0.942114,0.83649,0.805083,0.00574,0.010311,0.000798,0.025,0.0,1.89,0.0
90,0.003707,0.943131,0.836434,0.80795,0.005648,0.00316,0.000693,0.025,0.0,1.9,0.0
91,0.001475,0.943071,0.836437,0.809214,0.005448,0.004277,0.000621,0.025,0.0,1.91,0.0
92,-0.000494,0.943685,0.836402,0.807066,0.005219,0.002741,0.000805,0.025,0.0,1.92,0.0
93,0.00039,0.944705,0.836343,0.806496,0.005042,0.011008,0.001,0.025,0.0,1.93,0.0
94,0.000788,0.945699,0.836283,0.812472,0.004911,0.003666,0.00101,0.025,0.0,1.94,0.0
95,0.000106,0.945285,0.836308,0.801694,0.004675,0.013601,0.000932,0.025,0.0,1.95,0.0
96,0.000182,0.94641,0.836238,0.810202,0.004327,0.003805,0.000851,0.025,0.0,1.96,0.0
97,-0.000673,0.944845,0.836334,0.807071,0.003909,0.007574,0.000757,0.025,0.0,1.97,0.0
98,0.000862,0.942837,0.83645,0.802011,0.003529,0.017359,0.000775,0.025,0.0,1.98,0.0
99,-2.4e-05,0.94483,0.836335,0.810287,0.003096,0.00483,0.000765,0.025,0.0,1.99,0.0
100,-0.000669,0.944429,0.836359,0.806718,0.002697,0.016637,0.000511,0.025,0.0,2.0,0.0
101,-0.000593,0.945812,0.836276,0.81206,0.002228,0.000921,0.000221,0.025,0.0,2.01,0.0
102,0.00065,0.944731,0.836341,0.80533,0.001792,0.011544,8.3e-05,0.025,0.0,2.02,0.0
103,0.000869,0.946361,0.836242,0.809993,0.001371,0.003102,4.4e-05,0.025,0.0,2.03,0.0
104,-0.000322,0.94448,0.836356,0.807183,0.000984,0.008007,0.000151,0.025,0.0,2.04,0.0
105,0.00223,0.942681,0.836459,0.801619,0.000782,0.008987,0.000324,0.025,0.0,2.05,0.0
106,0.001103,0.945096,0.836319,0.805462,0.000584,0.00499,0.00036,0.025,0.0,2.06,0.0
107,0.002033,0.944904,0.836331,0.808354,0.00059,0.008435,0.000463,0.025,0.0,2.07,0.0
108,0.004496,0.942016,0.836495,0.798595,0.000635,0.012311,0.000643,0.025,0.0,2.08,0.0
109,0.004824,0.945468,0.836297,0.810167,0.000668,0.001706,0.000824,0.025,0.0,2.09,0.0
110,0.002868,0.942953,0.836444,0.80399,0.000666,0.010609,0.000965,0.025,0.0,2.1,0.0
111,0.003385,0.943748,0.836399,0.813943,0.00067,0.009431,0.001272,0.025,0.0,2.11,0.0
112,0.004034,0.944014,0.836383,0.813129,0.00073,0.008903,0.001694,0.025,0.0,2.12,0.0
113,0.002488,0.94371,0.836401,0.805638,0.000775,0.008845,0.001976,0.025,0.0,2.13,0.0
114,0.003727,0.943777,0.836397,0.804884,0.000877,0.013087,0.002028,0.025,0.0,2.14,0.0
115,0.005022,0.943673,0.836403,0.807864,0.001006,0.005599,0.002315,0.025,0.0,2.15,0.0
116,0.005712,0.942568,0.836465,0.803213,0.001211,0.018273,0.002334,0.025,0.0,2.16,0.0
117,0.006274,0.944215,0.836372,0.813433,0.001527,0.002135,0.002293,0.025,0.0,2.17,0.0
118,0.004502,0.944663,0.836345,0.810264,0.001756,0.002709,0.002141,0.025,0.0,2.18,0.0
119,0.003448,0.944488,0.836355,0.808934,0.001946,0.004629,0.001997,0.025,0.0,2.19,0.0
120,-0.0016,0.937888,0.836701,0.78745,0.002034,0.028415,0.001868,0.025,0.0,2.2,0.0
121,-0.001579,0.945334,0.836305,0.813735,0.002057,0.001089,0.001717,0.025,0.0,2.21,0.0
122,-0.003697,0.941827,0.836505,0.80089,0.001982,0.015351,0.001586,0.025,0.0,2.22,0.0
123,-0.000965,0.942445,0.836472,0.805698,0.001815,0.005645,0.001803,0.025,0.0,2.23,0.0
124,-0.000629,0.945921,0.836269,0.813017,0.001648,0.002563,0.001949,0.025,0.0,2.24,0.0
125,0.00251,0.940865,0.836556,0.7968,0.001562,0.017409,0.002024,0.025,0.0,2.25,0.0
126,0.002727,0.945309,0.836306,0.812654,0.001524,0.001845,0.002137,0.025,0.0,2.26,0.0
127,0.005369,0.941543,0.83652,0.804529,0.00162,0.007258,0.002272,0.025,0.0,2.27,0.0
128,0.003867,0.943781,0.836397,0.810028,0.001683,0.007752,0.002093,0.025,0.0,2.28,0.0
129,0.002736,0.94462,0.836348,0.809345,0.001769,0.00085,0.001818,0.025,0.0,2.29,0.0
130,0.005282,0.940596,0.83657,0.795993,0.001813,0.018499,0.001619,0.025,0.0,2.3,0.0
131,0.001966,0.941469,0.836524,0.797489,0.001724,0.018973,0.001525,0.025,0.0,2.31,0.0
132,0.001737,0.946065,0.83626,0.811565,0.001622,0.002604,0.001437,0.025,0.0,2.32,0.0
133,0.002698,0.943316,0.836423,0.800973,0.001451,0.018826,0.001215,0.025,0.0,2.33,0.0
134,0.002403,0.945875,0.836272,0.813104,0.001334,0.001653,0.001095,0.025,0.0,2.34,0.0
135,0.000147,0.943622,0.836406,0.801822,0.001187,0.00961,0.000913,0.025,0.0,2.35,0.0
136,-0.00301,0.940537,0.836573,0.793594,0.001129,0.018786,0.00067,0.025,0.0,2.36,0.0
137,-0.002019,0.945097,0.836319,0.813293,0.001142,0.000905,0.000505,0.025,0.0,2.37,0.0
138,-0.000367,0.944134,0.836376,0.805828,0.001255,0.003539,0.000524,0.025,0.0,2.38,0.0
139,5.2e-05,0.946343,0.836243,0.809098,0.001388,0.006546,0.000574,0.025,0.0,2.39,0.0
140,0.003921,0.940364,0.836582,0.795222,0.001628,0.018024,0.000636,0.025,0.0,2.4,0.0
141,0.002164,0.945129,0.836317,0.809985,0.001678,0.001093,0.000639,0.025,0.0,2.41,0.0
142,0.002071,0.946169,0.836254,0.812358,0.00171,0.00326,0.000593,0.025,0.0,2.42,0.0
143,-0.000334,0.942345,0.836477,0.796336,0.001544,0.018428,0.000557,0.025,0.0,2.43,0.0
144,-0.001395,0.944647,0.836346,0.81097,0.001357,0.002501,0.000366,0.025,0.0,2.44,0.0
145,0.001876,0.941298,0.836533,0.794619,0.001269,0.018296,0.000255,0.025,0.0,2.45,0.0
146,0.003941,0.941925,0.8365,0.795258,0.001199,0.021348,0.000127,0.025,0.0,2.46,0.0
147,0.005065,0.942782,0.836453,0.810509,0.001272,0.003561,0.000258,0.025,0.0,2.47,0.0
148,0.005414,0.94419,0.836373,0.811343,0.00138,0.005847,0.000302,0.025,0.0,2.48,0.0
149,0.00434,0.943014,0.83644,0.800903,0.00151,0.0162,0.000397,0.025,0.0,2.49,0.0
150,0.002457,0.943272,0.836426,0.801985,0.001596,0.013394,0.000509,0.025,0.0,2.5,0.0
151,-0.000415,0.942637,0.836461,0.800635,0.001632,0.010744,0.00051,0.025,0.0,2.51,0.0
152,-0.002656,0.942288,0.83648,0.79566,0.001632,0.021424,0.000591,0.025,0.0,2.52,0.0
153,-0.002718,0.944388,0.836361,0.808938,0.001541,0.014208,0.000414,0.025,0.0,2.53,0.0
154,-0.003321,0.943925,0.836388,0.803925,0.001426,0.013546,0.000332,0.025,0.0,2.54,0.0
155,-0.00162,0.943219,0.836429,0.811123,0.001366,0.005754,0.000216,0.025,0.0,2.55,0.0
156,-0.002044,0.945366,0.836303,0.80816,0.001139,0.007202,0.000154,0.025,0.0,2.56,0.0
157,-0.0019,0.945242,0.83631,0.813654,0.001019,0.005947,2.2e-05,0.025,0.0,2.57,0.0
158,0.000515,0.942152,0.836488,0.799458,0.000948,0.014561,0.000129,0.025,0.0,2.58,0.0
159,0.000175,0.944786,0.836338,0.813162,0.000986,0.006603,0.000402,0.025,0.0,2.59,0.0
160,0.001712,0.943149,0.836433,0.803993,0.00115,0.018046,0.00078,0.025,0.0,2.6,0.0
161,0.001339,0.94476,0.836339,0.810246,0.001266,0.002835,0.001237,0.025,0.0,2.61,0.0
162,-0.0007,0.943106,0.836435,0.808678,0.001264,0.002477,0.001763,0.025,0.0,2.62,0.0
163,-0.002067,0.945353,0.836304,0.80743,0.001169,0.001537,0.002267,0.025,0.0,2.63,0.0
164,-0.002342,0.944824,0.836336,0.805371,0.001013,0.019789,0.002891,0.025,0.0,2.64,0.0
165,-0.001028,0.943938,0.836388,0.809665,0.000905,0.005526,0.0033,0.025,0.0,2.65,0.0
166,0.001228,0.943307,0.836424,0.803484,0.000909,0.009025,0.003497,0.025,0.0,2.66,0.0
167,6.7e-05,0.943849,0.836393,0.803203,0.001,0.00898,0.003629,0.025,0.0,2.67,0.0
168,-0.000639,0.945298,0.836307,0.813243,0.001125,0.001463,0.003695,0.025,0.0,2.68,0.0
169,0.00184,0.941924,0.8365,0.798068,0.001337,0.013897,0.003601,0.025,0.0,2.69,0.0
170,0.003524,0.943339,0.836422,0.809863,0.00162,0.001369,0.003359,0.025,0.0,2.7,0.0
171,0.006152,0.943245,0.836427,0.80098,0.0019,0.003553,0.002914,0.025,0.0,2.71,0.0
172,0.005928,0.945655,0.836285,0.811506,0.002221,0.003691,0.002585,0.025,0.0,2.72,0.0
173,0.003806,0.942464,0.836471,0.79697,0.002495,0.01744,0.002245,0.025,0.0,2.73,0.0
174,0.004198,0.945683,0.836284,0.812182,0.002759,0.001351,0.001948,0.025,0.0,2.74,0.0
175,0.003795,0.944377,0.836362,0.812487,0.00299,0.001892,0.001778,0.025,0.0,2.75,0.0
176,0.003634,0.946007,0.836264,0.807152,0.003065,0.004648,0.001573,0.025,0.0,2.76,0.0
177,-0.000715,0.937947,0.836698,0.786279,0.002936,0.030493,0.001344,0.025,0.0,2.77,0.0
178,0.000547,0.945191,0.836313,0.807342,0.002917,0.001714,0.001027,0.025,0.0,2.78,0.0
179,0.001357,0.945012,0.836324,0.809968,0.002986,0.004195,0.000762,0.025,0.0,2.79,0.0
180,0.003818,0.940349,0.836582,0.794962,0.003106,0.023774,0.000631,0.025,0.0,2.8,0.0
181,0.003567,0.945758,0.836279,0.811576,0.003135,0.006356,0.000623,0.025,0.0,2.81,0.0
182,0.002902,0.945311,0.836306,0.811635,0.003068,0.002081,0.000591,0.025,0.0,2.82,0.0
183,0.001929,0.94461,0.836348,0.810917,0.002977,0.004375,0.000508,0.025,0.0,2.83,0.0
184,0.003017,0.94433,0.836365,0.808622,0.003011,0.004988,0.000395,0.025,0.0,2.84,0.0
185,0.005346,0.941086,0.836545,0.798466,0.003034,0.012745,0.000165,0.025,0.0,2.85,0.0
186,0.00493,0.944218,0.836371,0.812533,0.002949,0.004205,3e-06,0.025,0.0,2.86,0.0
187,0.004137,0.943786,0.836396,0.810591,0.002749,0.012,6.7e-05,0.025,0.0,2.87,0.0
188,0.004328,0.945859,0.836273,0.81002,0.002543,0.00551,0.000145,0.025,0.0,2.88,0.0
189,0.001679,0.942724,0.836456,0.801309,0.002279,0.005024,0.000397,0.025,0.0,2.89,0.0
190,0.0024,0.945457,0.836297,0.812169,0.002024,0.001442,0.000491,0.025,0.0,2.9,0.0
191,0.001495,0.943804,0.836395,0.80137,0.00174,0.018627,0.00039,0.025,0.0,2.91,0.0
192,0.002017,0.945993,0.836264,0.809382,0.001561,0.000888,0.000216,0.025,0.0,2.92,0.0
193,0.002728,0.944773,0.836339,0.810661,0.001591,0.006728,0.000161,0.025,0.0,2.93,0.0
194,0.003959,0.944062,0.83638,0.803619,0.00159,0.005833,1.9e-05,0.025,0.0,2.94,0.0
195,0.003077,0.944328,0.836365,0.811662,0.00151,0.004136,0.00018,0.025,0.0,2.95,0.0
196,0.001951,0.945011,0.836324,0.805307,0.00135,0.007371,0.000297,0.025,0.0,2.96,0.0
197,0.002279,0.945806,0.836276,0.809329,0.001259,0.005822,0.000339,0.025,0.0,2.97,0.0
198,0.002216,0.945072,0.836321,0.811507,0.001217,0.009005,0.000521,0.025,0.0,2.98,0.0
199,0.001728,0.944921,0.83633,0.809347,0.001225,0.005835,0.000663,0.025,0.0,2.99,0.0
200,0.003093,0.943635,0.836405,0.800411,0.001192,0.014117,0.000735,0.025,0.0,3.0,0.0
201,0.003135,0.94638,0.83624,0.809969,0.001128,0.006348,0.000693,0.025,0.0,3.01,0.0
202,0.000745,0.942255,0.836482,0.798758,0.001036,0.014783,0.000632,0.025,0.0,3.02,0.0
203,-5.4e-05,0.944622,0.836348,0.806115,0.000931,0.011273,0.000645,0.025,0.0,3.03,0.0
204,-0.000361,0.945688,0.836283,0.812458,0.000795,0.004806,0.000721,0.025,0.0,3.04,0.0
205,0.000169,0.944823,0.836336,0.813059,0.000765,0.005199,0.000926,0.025,0.0,3.05,0.0
206,0.001957,0.941036,0.836547,0.794834,0.000767,0.027734,0.000864,0.025,0.0,3.06,0.0
207,-0.00048,0.941022,0.836548,0.794532,0.000704,0.022426,0.000836,0.025,0.0,3.07,0.0
208,-0.000253,0.945691,0.836283,0.809861,0.00061,0.006649,0.000738,0.025,0.0,3.08,0.0
209,0.002159,0.942263,0.836482,0.79782,0.000571,0.015194,0.000667,0.025,0.0,3.09,0.0
210,0.002532,0.944763,0.836339,0.813794,0.00054,0.004654,0.000735,0.025,0.0,3.1,0.0
211,0.003764,0.944712,0.836342,0.809597,0.000619,0.002032,0.000921,0.025,0.0,3.11,0.0
212,0.00089,0.941792,0.836507,0.794783,0.000629,0.016641,0.000991,0.025,0.0,3.12,0.0
213,-0.001895,0.94299,0.836442,0.805622,0.000459,0.00142,0.00079,0.025,0.0,3.13,0.0
214,-0.000458,0.94487,0.836333,0.808241,0.00035,0.000517,0.000756,0.025,0.0,3.14,0.0
215,0.0006,0.945163,0.836315,0.807794,0.000252,0.001558,0.000832,0.025,0.0,3.15,0.0
216,0.000142,0.944633,0.836347,0.807541,9.8e-05,0.015576,0.001091,0.025,0.0,3.16,0.0
217,0.000938,0.944171,0.836374,0.803059,5.3e-05,0.014461,0.001185,0.025,0.0,3.17,0.0
218,0.001696,0.944767,0.836339,0.809859,7.4e-05,0.004,0.001249,0.025,0.0,3.18,0.0
219,0.00072,0.943859,0.836392,0.804411,7.1e-05,0.01399,0.001364,0.025,0.0,3.19,0.0
220,0.000966,0.945782,0.836277,0.813236,3.4e-05,0.002296,0.001497,0.025,0.0,3.2,0.0
