cycle,trust,deviation,alert
115,0.767072,0.003459,False
116,0.765799,0.000752,False
117,0.76615,0.00775,False
118,0.774261,0.000705,False
119,0.775929,0.001154,False
120,0.784249,0.00678,False
121,0.785776,0.00983,False
122,0.788353,0.00636,False
123,0.783075,0.000772,False
124,0.775647,0.003208,False
125,0.771029,0.010621,False
126,0.762691,0.004617,False
127,0.754452,0.012145,False
128,0.767536,0.000285,False
129,0.770742,0.00557,False
130,0.774903,0.006601,False
131,0.781699,0.011724,False
132,0.784524,0.007563,False
133,0.785729,0.00636,False
134,0.784346,0.002929,False
135,0.77505,0.001591,False
136,0.771333,0.011201,False
137,0.764541,0.003068,False
138,0.762121,0.001603,False
139,0.763684,0.008434,False
140,0.773033,0.007062,False
141,0.774475,0.009068,False
142,0.777852,0.016984,False
143,0.783973,0.014509,False
144,0.783972,0.006113,False
145,0.781631,0.001004,False
146,0.775415,0.002424,False
147,0.776768,0.000948,False
148,0.763864,0.010578,False
149,0.760511,0.006399,False
150,0.766964,0.003169,False
151,0.774304,0.0007,False
152,0.775935,0.00953,False
153,0.782573,0.011249,False
154,0.787138,0.016306,False
155,0.788955,0.010765,False
156,0.782526,0.005106,False
157,0.776342,0.001268,False
158,0.776761,0.000194,False
159,0.763304,0.008294,False
160,0.759603,0.004718,False
161,0.764395,0.000523,False
162,0.767805,0.005998,False
163,0.773265,0.012545,False
164,0.775919,0.017715,False
165,0.784683,0.013563,False
166,0.786002,0.012247,False
167,0.779949,0.005691,False
168,0.778278,0.005909,False
169,0.765253,0.009893,False
170,0.765264,0.00375,False
171,0.758628,0.002377,False
172,0.764715,0.008575,False
173,0.769034,0.003416,False
174,0.775385,0.0055,False
175,0.775321,0.014832,False
176,0.786977,0.009106,False
177,0.787491,0.009029,False
178,0.781787,0.002849,False
179,0.779841,0.007858,False
180,0.766776,0.000766,False
181,0.763589,0.009727,False
182,0.758532,0.004305,False
183,0.763443,0.002431,False
184,0.757188,0.010072,False
185,0.776853,0.00986,False
186,0.775138,0.017433,False
187,0.788222,0.012757,False
188,0.79004,0.015459,False
189,0.778174,0.015364,False
190,0.776873,0.018697,False
191,0.758265,0.001421,False
192,0.76197,0.009907,False
193,0.754161,0.009605,False
194,0.762074,0.003128,False
195,0.75457,0.01614,False
196,0.778606,0.008418,False
197,0.779894,0.011544,False
198,0.793127,0.005823,False
199,0.788466,0.011192,False
200,0.780188,0.009397,False
201,0.777099,0.010569,False
202,0.758374,0.007175,False
203,0.763191,0.002918,False
204,0.754506,0.003685,False
205,0.761091,0.000388,False
206,0.753224,0.01809,False
207,0.772504,0.015964,False
208,0.778484,0.016839,False
209,0.791985,0.007327,False
210,0.790545,0.017979,False
211,0.778507,0.013232,False
212,0.770868,0.009176,False
213,0.757606,0.01179,False
214,0.762986,0.000185,False
215,0.75388,0.002935,False
216,0.761596,0.001881,False
217,0.754676,0.020223,False
218,0.769865,0.019735,False
219,0.776683,0.018421,False
220,0.787699,0.011906,False
