cycle,self_state,stability,adaptive_score,rigidity,truth_load,bridge_load,shadow_load,correction,noise,contradiction,pressure,drift
93,0.005196,0.940729,0.836563,0.816962,0.002925,0.009734,0.000954,0.000244,0.025,0.372,1,0
94,0.003367,0.940288,0.836586,0.81783,0.002964,0.000519,0.00089,-0.007257,0.025,0.376,1,0
95,0.005451,0.938849,0.836656,0.807159,0.003037,0.010526,0.000933,0.008271,0.025,0.38,1,0
96,-0.000485,0.937092,0.836737,0.796778,0.003018,0.016338,0.000785,-0.023557,0.025,0.384,1,0
97,0.00037,0.941726,0.836511,0.813381,0.002893,0.004074,0.000741,0.003395,0.025,0.388,1,0
98,-0.001037,0.942145,0.836488,0.816202,0.002629,0.004906,0.000519,-0.005586,0.025,0.392,1,0
99,-0.000606,0.941143,0.836542,0.819315,0.002413,0.005564,0.00024,0.001711,0.025,0.396,1,0
100,0.001645,0.93852,0.836672,0.814826,0.002182,0.008524,6e-06,0.00893,0.025,0.4,1,0
101,0.001481,0.940818,0.836558,0.821189,0.001958,0.003088,0.00021,-0.000649,0.025,0.404,1,0
102,0.00242,0.941246,0.836536,0.816833,0.001759,0.005389,0.00012,0.003726,0.025,0.408,1,0
103,0.000921,0.940151,0.836592,0.810649,0.001632,0.008453,0.000105,-0.005951,0.025,0.412,1,0
104,0.002186,0.939492,0.836625,0.811062,0.001496,0.014967,0.000218,0.005023,0.025,0.416,1,0
105,0.003391,0.941247,0.836536,0.818554,0.001388,0.000571,0.000213,0.004779,0.025,0.42,1,0
106,0.000552,0.939423,0.836629,0.80944,0.001262,0.012499,0.000145,-0.011264,0.025,0.424,1,0
107,-0.007658,0.930941,0.836971,0.782303,0.000926,0.041506,3e-06,-0.03258,0.025,0.428,1,0
108,-0.00245,0.936353,0.836769,0.81107,0.000673,0.005687,0.000243,0.020667,0.025,0.432,1,0
109,-0.00237,0.940132,0.836593,0.818457,0.000395,0.01051,0.000596,0.000318,0.025,0.436,1,0
110,-0.001146,0.940322,0.836584,0.82001,0.000242,0.00111,0.000799,0.004857,0.025,0.44,1,0
111,-0.002953,0.939159,0.836641,0.814624,4.1e-05,0.004522,0.000831,-0.007171,0.025,0.444,1,0
112,0.001162,0.937071,0.836738,0.807908,7.4e-05,0.014338,0.0008,0.01633,0.025,0.448,1,0
113,0.000228,0.93845,0.836675,0.812585,0.000116,0.018085,0.000995,-0.003706,0.025,0.452,1,0
114,-0.001847,0.938217,0.836686,0.813377,0.00017,0.010431,0.001129,-0.008234,0.025,0.456,1,0
115,-0.002038,0.939867,0.836607,0.817652,0.000178,0.012422,0.001446,-0.000757,0.025,0.46,1,0
116,8.7e-05,0.939412,0.836629,0.808378,0.000106,0.011119,0.0017,0.008434,0.025,0.464,1,0
117,0.000312,0.941423,0.836527,0.815836,1.8e-05,0.003898,0.001896,0.000893,0.025,0.468,1,0
118,0.000769,0.939925,0.836604,0.819453,4e-05,0.009978,0.002219,0.001812,0.025,0.472,1,0
119,-0.003154,0.934645,0.836839,0.807232,0.000157,0.0132,0.002252,-0.015571,0.025,0.476,1,0
120,-0.002717,0.939,0.836649,0.820183,0.000321,0.003842,0.002222,0.001735,0.025,0.48,1,0
121,-0.001739,0.939325,0.836633,0.823192,0.000477,0.000499,0.002131,0.003881,0.025,0.484,1,0
122,-0.001529,0.940148,0.836593,0.822295,0.000527,0.004624,0.00189,0.000835,0.025,0.488,1,0
123,-0.001845,0.93878,0.83666,0.809539,0.000279,0.013405,0.001632,-0.001255,0.025,0.492,1,0
124,0.000719,0.938002,0.836696,0.814062,8.8e-05,0.009442,0.001391,0.010177,0.025,0.496,1,0
125,0.003929,0.935746,0.836795,0.810806,0.000216,0.016337,0.001083,0.012738,0.025,0.5,1,0
126,0.005151,0.938142,0.836689,0.816779,0.000416,0.001742,0.001017,0.004853,0.025,0.504,1,0
127,0.004231,0.939164,0.836641,0.819239,0.000692,0.002083,0.000914,-0.003653,0.025,0.508,1,0
128,-0.000319,0.93419,0.836857,0.810331,0.00068,0.015908,0.000866,-0.018059,0.025,0.512,1,0
129,0.002405,0.934253,0.836854,0.80545,0.00069,0.026068,0.000632,0.010812,0.025,0.516,1,0
130,0.004082,0.937503,0.836719,0.816387,0.00078,0.006829,0.000494,0.006653,0.025,0.52,1,0
131,0.001739,0.936962,0.836743,0.821645,0.000876,0.005891,0.000151,-0.009296,0.025,0.524,1,0
132,0.000156,0.937071,0.836738,0.822054,0.00091,0.004685,0.000103,-0.006283,0.025,0.528,1,0
133,0.003167,0.935432,0.836808,0.811876,0.001018,0.014119,0.00032,0.01195,0.025,0.532,1,0
134,0.003439,0.938014,0.836695,0.814556,0.001087,0.016104,0.000641,0.001078,0.025,0.536,1,0
135,0.001138,0.938264,0.836684,0.820928,0.001125,0.00022,0.000944,-0.00913,0.025,0.54,1,0
136,0.00376,0.935483,0.836805,0.814038,0.001247,0.012137,0.001163,0.010407,0.025,0.544,1,0
137,0.001657,0.937153,0.836734,0.82251,0.001261,0.000474,0.001385,-0.008346,0.025,0.548,1,0
138,0.004264,0.934037,0.836863,0.815966,0.001322,0.013109,0.001559,0.010345,0.025,0.552,1,0
139,0.002753,0.936378,0.836768,0.82362,0.001282,0.001073,0.00177,-0.005998,0.025,0.556,1,0
140,0.005011,0.936153,0.836778,0.81912,0.00124,0.00289,0.001758,0.008964,0.025,0.56,1,0
141,0.001824,0.935051,0.836823,0.814097,0.001078,0.00911,0.001783,-0.012653,0.025,0.564,1,0
142,0.002742,0.937167,0.836734,0.823067,0.000913,0.00747,0.001465,0.003645,0.025,0.568,1,0
143,0.003087,0.938522,0.836672,0.822606,0.000737,0.001373,0.001139,0.001368,0.025,0.572,1,0
144,0.00358,0.937705,0.836709,0.821144,0.000807,0.005983,0.000806,0.001956,0.025,0.576,1,0
145,0.002778,0.935812,0.836792,0.824964,0.000839,0.008473,0.000377,-0.00318,0.025,0.58,1,0
146,0.000769,0.936286,0.836772,0.823572,0.000779,0.007198,8.1e-05,-0.007972,0.025,0.584,1,0
147,-0.000371,0.935887,0.836789,0.826266,0.000719,0.004845,0.000195,-0.004527,0.025,0.588,1,0
148,0.000481,0.937437,0.836722,0.825672,0.000729,0.006488,0.000473,0.003381,0.025,0.592,1,0
149,-0.000976,0.936861,0.836747,0.820194,0.000657,0.006832,0.000693,-0.00578,0.025,0.596,1,0
150,-0.001441,0.93649,0.836763,0.824964,0.000591,0.006266,0.000533,-0.001845,0.025,0.6,1,0
151,0.000167,0.936497,0.836763,0.822833,0.000733,0.003386,0.00036,0.006381,0.025,0.604,1,0
152,0.002364,0.934254,0.836854,0.825494,0.000902,0.004764,0.00021,0.008717,0.025,0.608,1,0
153,0.000258,0.934997,0.836825,0.824053,0.001025,0.011807,0.000391,-0.008357,0.025,0.612,1,0
154,0.001132,0.935258,0.836815,0.823262,0.001054,0.008587,0.000458,0.003467,0.025,0.616,1,0
155,0.002333,0.934746,0.836835,0.82391,0.001114,0.007374,0.000467,0.004769,0.025,0.62,1,0
156,0.003469,0.933779,0.836872,0.824,0.00113,0.011091,0.000324,0.004505,0.025,0.624,1,0
157,0.001997,0.935206,0.836817,0.8278,0.001112,0.006421,3.4e-05,-0.005842,0.025,0.628,1,0
158,0.001862,0.936455,0.836765,0.828445,0.001132,0.004175,0.000272,-0.000534,0.025,0.632,1,0
159,0.000362,0.935999,0.836784,0.824049,0.001071,0.002977,0.000529,-0.005954,0.025,0.636,1,0
160,0.001588,0.935091,0.836821,0.822768,0.001027,0.001444,0.000924,0.004867,0.025,0.64,1,0
161,0.001483,0.935201,0.836817,0.828712,0.000984,0.004523,0.001263,-0.000418,0.025,0.644,1,0
162,0.00156,0.934926,0.836828,0.826057,0.000997,0.010115,0.001657,0.000309,0.025,0.648,1,0
163,0.001575,0.934025,0.836863,0.827656,0.001036,0.011341,0.00214,6e-05,0.025,0.652,1,0
164,0.001584,0.935869,0.836789,0.827211,0.001112,0.004803,0.002663,3.5e-05,0.025,0.656,1,0
165,-1.4e-05,0.934206,0.836856,0.826377,0.001155,0.005059,0.002937,-0.006346,0.025,0.66,1,0
166,0.000326,0.933871,0.836869,0.831085,0.001198,0.008649,0.002837,0.001352,0.025,0.664,1,0
167,0.001251,0.934453,0.836847,0.823327,0.001112,0.012012,0.002899,0.003673,0.025,0.668,1,0
168,0.001444,0.934259,0.836854,0.830943,0.000925,0.006209,0.002722,0.000765,0.025,0.672,1,0
169,0.001152,0.934643,0.836839,0.822778,0.000854,0.006526,0.002593,-0.001159,0.025,0.676,1,0
170,-0.00067,0.933471,0.836884,0.82953,0.000726,0.008257,0.002217,-0.007232,0.025,0.68,1,0
171,-0.002482,0.932809,0.836908,0.824412,0.000542,0.008182,0.001844,-0.007193,0.025,0.684,1,0
172,0.000111,0.931923,0.836939,0.825684,0.000433,0.013053,0.001781,0.010292,0.025,0.688,1,0
173,-0.001472,0.933384,0.836887,0.824955,0.000372,0.002688,0.002011,-0.006284,0.025,0.692,1,0
174,-0.001291,0.933819,0.836871,0.826195,0.000288,0.009965,0.002021,0.00072,0.025,0.696,1,0
175,-0.003561,0.931739,0.836945,0.818324,0.000185,0.018619,0.001785,-0.009009,0.025,0.7,1,0
176,-0.006644,0.928412,0.837045,0.814127,7.2e-05,0.025577,0.001365,-0.012237,0.025,0.704,1,0
177,-0.001621,0.930372,0.836989,0.818491,0.000214,0.008091,0.000893,0.019936,0.025,0.708,1,0
178,-0.001732,0.933709,0.836875,0.829749,0.000344,0.004834,0.000593,-0.000441,0.025,0.712,1,0
179,-0.003511,0.931337,0.836958,0.819736,0.000477,0.014694,0.000325,-0.007059,0.025,0.716,1,0
180,-0.002213,0.931443,0.836955,0.829778,0.000614,0.009348,0.000305,0.005148,0.025,0.72,1,0
181,-0.002727,0.9324,0.836922,0.824137,0.000675,0.011526,0.000229,-0.002038,0.025,0.724,1,0
182,-0.003845,0.932206,0.836929,0.827618,0.000774,0.007501,0.000126,-0.004435,0.025,0.728,1,0
183,0.000242,0.930219,0.836993,0.815041,0.000816,0.015886,2e-06,0.016217,0.025,0.732,1,0
184,0.002278,0.930862,0.836973,0.826905,0.000792,0.005828,0.000174,0.008077,0.025,0.736,1,0
185,0.001448,0.93277,0.836909,0.831787,0.0008,0.002281,0.000276,-0.00329,0.025,0.74,1,0
186,-0.000253,0.931198,0.836963,0.822208,0.000737,0.01061,0.000265,-0.006753,0.025,0.744,1,0
187,-0.002787,0.930763,0.836977,0.832214,0.000758,0.000382,0.000159,-0.010054,0.025,0.748,1,0
188,-0.003595,0.932157,0.836931,0.834364,0.000907,0.00149,1e-05,-0.003206,0.025,0.752,1,0
189,-0.006285,0.927292,0.837074,0.824879,0.001094,0.013454,9.4e-05,-0.010675,0.025,0.756,1,0
190,-0.002369,0.928418,0.837045,0.823455,0.00116,0.010371,0.000144,0.015538,0.025,0.76,1,0
191,-0.004508,0.929191,0.837024,0.831324,0.001199,0.002836,0.000485,-0.008485,0.025,0.764,1,0
192,-0.00474,0.932223,0.836928,0.833469,0.001208,0.000337,0.000701,-0.000921,0.025,0.768,1,0
193,-0.003052,0.92996,0.837001,0.83327,0.001278,0.009319,0.000525,0.006698,0.025,0.772,1,0
194,-0.00201,0.931901,0.836939,0.829791,0.001361,0.004495,0.000421,0.004134,0.025,0.776,1,0
195,-0.004277,0.929347,0.837019,0.832388,0.001518,0.004452,0.000601,-0.008997,0.025,0.78,1,0
196,-0.004892,0.929923,0.837002,0.823593,0.001664,0.015085,0.00064,-0.002441,0.025,0.784,1,0
197,0.000641,0.926419,0.837095,0.817083,0.001726,0.016235,0.000531,0.021958,0.025,0.788,1,0
198,0.002479,0.92903,0.837028,0.825273,0.001692,0.01503,0.000555,0.007295,0.025,0.792,1,0
199,0.003408,0.929899,0.837003,0.836249,0.001674,0.006518,0.000355,0.003685,0.025,0.796,1,0
200,0.002407,0.929475,0.837015,0.834961,0.001696,0.007364,6.5e-05,-0.003971,0.025,0.8,1,0
201,0.003163,0.92936,0.837019,0.828268,0.001735,0.015438,0.000103,0.002999,0.025,0.804,1,0
202,0.003099,0.931051,0.836967,0.831754,0.001756,0.006739,0.000159,-0.000254,0.025,0.808,1,0
203,0.001657,0.929657,0.83701,0.830323,0.001669,0.00848,0.000139,-0.005721,0.025,0.812,1,0
204,0.005478,0.924126,0.837142,0.819696,0.001404,0.027421,0.000397,0.015161,0.025,0.816,1,0
205,0.003491,0.928252,0.837049,0.836781,0.001125,0.001441,0.000669,-0.007882,0.025,0.82,1,0
206,0.000725,0.928667,0.837038,0.831898,0.001015,0.001654,0.001,-0.010979,0.025,0.824,1,0
207,-0.001362,0.928388,0.837046,0.829928,0.000851,0.006638,0.001295,-0.008281,0.025,0.828,1,0
208,-0.001471,0.930032,0.836999,0.83695,0.000668,0.00878,0.001797,-0.000434,0.025,0.832,1,0
209,-0.000175,0.928289,0.837048,0.837769,0.000446,0.001336,0.002181,0.005143,0.025,0.836,1,0
210,0.00184,0.928644,0.837039,0.835694,0.000408,0.0008,0.002264,0.008,0.025,0.84,1,0
211,-0.000345,0.927457,0.83707,0.827408,0.001248,0.015248,0.002147,-0.008672,0.025,0.844,1,0
212,-0.001484,0.928774,0.837035,0.834658,0.001953,0.004121,0.002031,-0.004522,0.025,0.848,1,0
213,-0.000433,0.927404,0.837071,0.835329,0.002475,0.008646,0.001994,0.004171,0.025,0.852,1,0
214,0.001293,0.927015,0.837081,0.833615,0.002937,0.006327,0.001875,0.006851,0.025,0.856,1,0
215,0.007109,0.920638,0.837193,0.81684,0.003419,0.026891,0.00181,0.02308,0.025,0.86,1,0
216,0.005662,0.925485,0.837115,0.840921,0.003852,0.007787,0.001978,-0.00574,0.025,0.864,1,0
217,0.005654,0.927501,0.837069,0.83284,0.003648,0.00461,0.001878,-3.2e-05,0.025,0.868,1,0
218,0.005166,0.928009,0.837056,0.832759,0.00284,0.00401,0.001569,-0.001937,0.025,0.872,1,0
219,0.005443,0.927268,0.837074,0.834117,0.00217,0.008769,0.00133,0.001098,0.025,0.876,1,0
220,0.005125,0.927812,0.837061,0.838672,0.001463,0.003813,0.001127,-0.001262,0.025,0.88,1,0
