cycle,self_state,stability,adaptive_score,rigidity,truth_load,bridge_load,shadow_load,correction,noise,contradiction,pressure,drift
31,-0.003242,0.944604,0.836349,0.80104,0.003182,0.02714,0.004421,-0.000574,0.051,0.093,1.186,0.0775
32,0.008417,0.916044,0.837224,0.779526,0.002972,0.199193,0.006046,0.048059,0.052,0.096,1.192,0.08
33,0.001819,0.940048,0.836598,0.792861,0.00297,0.019301,0.007131,-0.027233,0.053,0.099,1.198,0.0825
34,0.006696,0.941226,0.836537,0.781478,0.002889,0.025126,0.007727,0.020155,0.054,0.102,1.204,0.085
35,0.005999,0.941801,0.836507,0.798858,0.002944,0.028736,0.007639,-0.002886,0.055,0.105,1.21,0.0875
36,0.003911,0.943936,0.836388,0.80995,0.003067,0.004966,0.007509,-0.008648,0.056,0.108,1.216,0.09
37,-0.002088,0.933711,0.836875,0.795057,0.003246,0.024823,0.007304,-0.024878,0.057,0.111,1.222,0.0925
38,-0.006838,0.936329,0.83677,0.818426,0.003718,0.00268,0.006987,-0.019722,0.058,0.114,1.228,0.095
39,0.00021,0.93412,0.836859,0.811943,0.003108,0.004271,0.006759,0.029299,0.059,0.117,1.234,0.0975
40,0.003754,0.938189,0.836687,0.807296,0.00222,0.020188,0.006164,0.014747,0.06,0.12,1.24,0.1
41,0.004032,0.941788,0.836507,0.809996,0.001249,0.013324,0.005348,0.001157,0.061,0.123,1.246,0.1025
42,-0.001711,0.938027,0.836695,0.770524,0.000296,0.052161,0.004915,-0.023956,0.062,0.126,1.252,0.105
43,0.002357,0.927514,0.837068,0.747296,0.000625,0.207837,0.006375,0.016996,0.063,0.129,1.258,0.1075
44,-0.010223,0.928375,0.837046,0.73327,0.001186,0.082768,0.007445,-0.052619,0.064,0.132,1.264,0.11
45,0.003697,0.927703,0.837064,0.727184,0.001864,0.093165,0.007695,0.058291,0.065,0.135,1.27,0.1125
46,0.003259,0.941666,0.836514,0.801395,0.002191,0.026935,0.007391,-0.001836,0.066,0.138,1.276,0.115
47,0.018892,0.918803,0.837211,0.736559,0.002791,0.084652,0.006935,0.065614,0.067,0.141,1.282,0.1175
48,0.023182,0.930014,0.837,0.764617,0.003309,0.062241,0.006313,0.018024,0.068,0.144,1.288,0.12
49,0.0186,0.930811,0.836975,0.808758,0.003814,0.031125,0.006329,-0.019273,0.069,0.147,1.294,0.1225
50,0.009094,0.926825,0.837085,0.782239,0.00406,0.049126,0.006534,-0.04004,0.07,0.15,1.3,0.125
51,0.009963,0.937734,0.836708,0.816058,0.004385,0.005813,0.006748,0.003666,0.071,0.153,1.306,0.1275
52,0.00518,0.937378,0.836724,0.796923,0.004905,0.004735,0.006362,-0.020196,0.072,0.156,1.312,0.13
53,0.002123,0.938062,0.836693,0.776939,0.005541,0.060839,0.006581,-0.012921,0.073,0.159,1.318,0.1325
54,-0.007379,0.930545,0.836983,0.743657,0.006283,0.082893,0.006958,-0.040214,0.074,0.162,1.324,0.135
55,-0.022349,0.925282,0.837119,0.70919,0.005497,0.094614,0.00697,-0.063437,0.075,0.165,1.33,0.1375
56,-0.009717,0.930346,0.83699,0.743325,0.004653,0.073939,0.006447,0.053594,0.076,0.168,1.336,0.14
57,-0.005454,0.940775,0.836561,0.765562,0.003025,0.047545,0.005797,0.018105,0.077,0.171,1.342,0.1425
58,-0.006071,0.940519,0.836574,0.808044,0.000773,0.016169,0.005018,-0.002622,0.078,0.174,1.348,0.145
59,-0.013922,0.923834,0.837147,0.779903,0.001303,0.055119,0.004604,-0.033428,0.079,0.177,1.354,0.1475
60,-0.011513,0.933437,0.836885,0.820914,0.002914,0.016397,0.004518,0.010269,0.08,0.18,1.36,0.15
61,0.009613,0.906529,0.837153,0.725255,0.004214,0.101561,0.004451,0.090157,0.081,0.183,1.366,0.1525
62,0.003754,0.934219,0.836856,0.808615,0.00529,0.022249,0.003503,-0.025028,0.082,0.186,1.372,0.155
63,0.006622,0.93753,0.836717,0.819479,0.006431,0.001972,0.002778,0.012262,0.083,0.189,1.378,0.1575
64,-0.005517,0.926315,0.837097,0.770374,0.007712,0.045366,0.002055,-0.051971,0.084,0.192,1.384,0.16
65,-0.014798,0.932767,0.836909,0.775693,0.009041,0.042844,0.001605,-0.039779,0.085,0.195,1.39,0.1625
66,-0.0092,0.93483,0.836832,0.734563,0.010509,0.072769,0.001344,0.024023,0.086,0.198,1.396,0.165
67,-0.011561,0.938212,0.836686,0.748405,0.011569,0.066035,0.001029,-0.010142,0.087,0.201,1.402,0.1675
68,-0.002727,0.93297,0.836902,0.734929,0.012361,0.095845,0.000202,0.037991,0.088,0.204,1.408,0.17
69,0.00119,0.943444,0.836416,0.78537,0.013721,0.024445,0.000412,0.016867,0.089,0.207,1.414,0.1725
70,-0.002497,0.931248,0.836961,0.78144,0.014812,0.072376,0.000107,-0.015895,0.09,0.21,1.42,0.175
71,0.002672,0.930804,0.836975,0.792342,0.014657,0.018071,0.001022,0.022313,0.091,0.213,1.426,0.1775
72,0.019749,0.900249,0.837007,0.795374,0.014416,0.185693,0.004322,0.073843,0.092,0.216,1.432,0.18
73,0.024615,0.92078,0.837192,0.829633,0.012925,0.014447,0.007123,0.021081,0.093,0.219,1.438,0.1825
74,0.01543,0.924894,0.837127,0.796459,0.010813,0.030335,0.009106,-0.039852,0.094,0.222,1.444,0.185
75,0.011211,0.933442,0.836885,0.789354,0.008797,0.053369,0.011146,-0.018335,0.095,0.225,1.45,0.1875
76,0.006351,0.93109,0.836966,0.750557,0.007048,0.101789,0.013415,-0.021153,0.096,0.228,1.456,0.19
77,0.020683,0.914285,0.837224,0.783505,0.005753,0.184281,0.016953,0.062495,0.097,0.231,1.462,0.1925
78,0.014937,0.936094,0.83678,0.739154,0.003992,0.040183,0.01835,-0.025093,0.098,0.234,1.468,0.195
79,0.010609,0.935643,0.836799,0.80199,0.002351,0.049347,0.017693,-0.018925,0.099,0.237,1.474,0.1975
80,0.018402,0.928697,0.837037,0.744073,0.000349,0.105433,0.015873,0.034111,0.1,0.24,1.48,0.2
81,0.012281,0.92749,0.837069,0.777023,0.002022,0.03622,0.014012,-0.026816,0.101,0.243,1.486,0.2025
82,0.017901,0.924302,0.837138,0.790389,0.004635,0.02245,0.012934,0.024646,0.102,0.246,1.492,0.205
83,0.019146,0.933888,0.836868,0.799276,0.006584,0.005983,0.012767,0.005466,0.103,0.249,1.498,0.2075
84,0.021184,0.924625,0.837132,0.801274,0.007557,0.064802,0.011253,0.00896,0.104,0.252,1.504,0.21
85,0.024841,0.934051,0.836862,0.798632,0.009152,0.018236,0.010837,0.016093,0.105,0.255,1.51,0.2125
86,0.021515,0.929378,0.837018,0.787429,0.011506,0.06903,0.011472,-0.014654,0.106,0.258,1.516,0.215
87,0.024075,0.933449,0.836885,0.732613,0.012386,0.064646,0.012198,0.011291,0.107,0.261,1.522,0.2175
88,0.035214,0.911439,0.837212,0.775477,0.013659,0.206351,0.015135,0.049223,0.108,0.264,1.528,0.22
89,0.035618,0.937268,0.836729,0.799907,0.014703,0.034679,0.016316,0.00179,0.109,0.267,1.534,0.2225
90,0.044136,0.927614,0.837066,0.764156,0.016091,0.035404,0.017192,0.037741,0.11,0.27,1.54,0.225
91,0.044963,0.928626,0.837039,0.760698,0.017583,0.082118,0.016793,0.003671,0.111,0.273,1.546,0.2275
92,0.047625,0.919427,0.837205,0.75073,0.019257,0.105,0.015456,0.011817,0.112,0.276,1.552,0.23
93,0.045174,0.916641,0.837222,0.822585,0.020679,0.043998,0.015763,-0.010895,0.113,0.279,1.558,0.2325
94,0.035661,0.913496,0.837223,0.821851,0.021246,0.002369,0.015281,-0.042347,0.114,0.282,1.564,0.235
95,0.041266,0.914679,0.837225,0.789875,0.021776,0.048419,0.014592,0.024978,0.115,0.285,1.57,0.2375
96,0.030416,0.920942,0.83719,0.787655,0.021487,0.056931,0.012975,-0.048405,0.116,0.288,1.576,0.24
97,0.023122,0.929246,0.837022,0.804431,0.020574,0.030938,0.012593,-0.032587,0.117,0.291,1.582,0.2425
98,0.008717,0.935548,0.836803,0.779406,0.019038,0.018513,0.012051,-0.064431,0.118,0.294,1.588,0.245
99,0.003542,0.939618,0.836619,0.796597,0.017511,0.007947,0.011147,-0.023175,0.119,0.297,1.594,0.2475
100,0.003392,0.939309,0.836634,0.765419,0.017134,0.040172,0.009882,-0.000673,0.12,0.3,1.6,0.25
101,-0.003052,0.918795,0.837211,0.776182,0.017449,0.187593,0.005645,-0.028911,0.121,0.303,1.606,0.2525
102,0.009973,0.925618,0.837112,0.73468,0.016256,0.085902,0.002334,0.058487,0.122,0.306,1.612,0.255
103,0.008889,0.932827,0.836907,0.814648,0.015691,0.019444,0.000295,-0.00487,0.123,0.309,1.618,0.2575
104,0.015762,0.917135,0.83722,0.767252,0.014536,0.074235,0.001261,0.030941,0.124,0.312,1.624,0.26
105,0.020806,0.926428,0.837094,0.823546,0.013406,0.002856,0.00193,0.022738,0.125,0.315,1.63,0.2625
106,0.020973,0.928636,0.837039,0.783899,0.011839,0.054972,0.002638,0.000753,0.126,0.318,1.636,0.265
107,0.021629,0.936334,0.83677,0.76795,0.010761,0.02728,0.002522,0.002968,0.127,0.321,1.642,0.2675
108,0.033268,0.904057,0.837105,0.776721,0.009428,0.246554,0.001244,0.052675,0.128,0.324,1.648,0.27
109,0.036078,0.933705,0.836875,0.752582,0.007768,0.007085,0.005563,0.012747,0.129,0.327,1.654,0.2725
110,0.038397,0.934497,0.836845,0.776782,0.006539,0.035144,0.008617,0.010533,0.13,0.33,1.66,0.275
111,0.03673,0.934276,0.836853,0.772886,0.005379,0.066014,0.009903,-0.007585,0.131,0.333,1.666,0.2775
112,0.039975,0.932615,0.836915,0.797277,0.005354,0.034097,0.010076,0.014786,0.132,0.336,1.672,0.28
113,0.044003,0.92512,0.837123,0.815796,0.006228,0.01545,0.010665,0.018378,0.133,0.339,1.678,0.2825
114,0.035701,0.918135,0.837215,0.818012,0.007655,0.020034,0.01147,-0.037927,0.134,0.342,1.684,0.285
115,0.026483,0.910347,0.837203,0.82268,0.00883,0.067076,0.013997,-0.042182,0.135,0.345,1.69,0.2875
116,0.031824,0.91793,0.837216,0.776274,0.009468,0.048079,0.015902,0.024476,0.136,0.348,1.696,0.29
117,0.030461,0.92565,0.837112,0.819844,0.009448,0.021364,0.016613,-0.006256,0.137,0.351,1.702,0.2925
118,0.032668,0.928542,0.837042,0.789458,0.009829,0.002165,0.017936,0.010147,0.138,0.354,1.708,0.295
119,0.016131,0.914936,0.837225,0.814028,0.009354,0.019514,0.018873,-0.076129,0.139,0.357,1.714,0.2975
120,-0.000675,0.919005,0.837209,0.766802,0.008022,0.080331,0.020016,-0.07748,0.14,0.36,1.72,0.3
121,0.005608,0.938068,0.836693,0.784923,0.007237,0.014859,0.020652,0.029007,0.141,0.363,1.726,0.3025
122,0.005854,0.946356,0.836242,0.789842,0.007187,0.025709,0.019772,0.001137,0.142,0.366,1.732,0.305
123,0.017279,0.92247,0.837169,0.773711,0.006811,0.081129,0.017598,0.052871,0.143,0.369,1.738,0.3075
124,0.024655,0.929787,0.837006,0.803296,0.007115,0.022135,0.015454,0.034164,0.144,0.372,1.744,0.31
125,0.035606,0.916767,0.837222,0.809064,0.008675,0.01449,0.014,0.050783,0.145,0.375,1.75,0.3125
126,0.04515,0.910662,0.837206,0.772459,0.010189,0.010172,0.014758,0.044317,0.146,0.378,1.756,0.315
127,0.043971,0.919543,0.837204,0.827597,0.011711,0.009317,0.014759,-0.005481,0.147,0.381,1.762,0.3175
128,0.03666,0.905435,0.837134,0.806656,0.01216,0.059809,0.013867,-0.034034,0.148,0.384,1.768,0.32
129,0.035406,0.918668,0.837212,0.813617,0.012138,0.046587,0.01221,-0.005842,0.149,0.387,1.774,0.3225
130,0.027631,0.923933,0.837145,0.77611,0.011787,0.09582,0.012472,-0.036287,0.15,0.39,1.78,0.325
131,0.009297,0.924684,0.837131,0.780922,0.011739,0.019152,0.012238,-0.08567,0.151,0.393,1.786,0.3275
132,0.005085,0.9363,0.836771,0.808308,0.011143,0.001986,0.012035,-0.019709,0.152,0.396,1.792,0.33
133,0.019734,0.920118,0.837199,0.725372,0.01075,0.102973,0.011139,0.068628,0.153,0.399,1.798,0.3325
134,0.020829,0.939287,0.836635,0.787689,0.011402,0.071059,0.008527,0.005137,0.154,0.402,1.804,0.335
135,0.023407,0.932464,0.83692,0.756937,0.012943,0.095505,0.005472,0.012101,0.155,0.405,1.81,0.3375
136,0.026349,0.921449,0.837183,0.810014,0.015697,0.046396,0.004199,0.013821,0.156,0.408,1.816,0.34
137,0.021881,0.918869,0.83721,0.83639,0.01812,0.002978,0.003606,-0.021016,0.157,0.411,1.822,0.3425
138,0.034221,0.893458,0.836761,0.78558,0.020266,0.082852,0.002753,0.058113,0.158,0.414,1.828,0.345
139,0.031193,0.907284,0.837165,0.833594,0.021774,0.070801,0.000148,-0.014273,0.159,0.417,1.834,0.3475
140,0.039727,0.899757,0.836993,0.778733,0.022341,0.238409,0.001367,0.040284,0.16,0.42,1.84,0.35
141,0.038764,0.926086,0.837102,0.742606,0.022482,0.07167,0.002668,-0.004549,0.161,0.423,1.846,0.3525
142,0.051571,0.906352,0.83715,0.746228,0.021851,0.180485,0.007319,0.060672,0.162,0.426,1.852,0.355
143,0.039122,0.922511,0.837169,0.730365,0.021628,0.093136,0.011119,-0.059093,0.163,0.429,1.858,0.3575
144,0.039486,0.939577,0.836621,0.793508,0.021973,0.018197,0.013736,0.001734,0.164,0.432,1.864,0.36
145,0.044576,0.924778,0.837129,0.814111,0.022876,0.013884,0.015125,0.024238,0.165,0.435,1.87,0.3625
146,0.034799,0.924166,0.837141,0.794987,0.024161,0.020746,0.014987,-0.04662,0.166,0.438,1.876,0.365
147,0.037846,0.90638,0.837151,0.798956,0.025783,0.10209,0.013003,0.014542,0.167,0.441,1.882,0.3675
148,0.032434,0.90849,0.837183,0.81733,0.02771,0.083402,0.013662,-0.025868,0.168,0.444,1.888,0.37
149,0.026685,0.915641,0.837225,0.83028,0.029015,0.008652,0.014039,-0.027515,0.169,0.447,1.894,0.3725
150,0.02849,0.904239,0.837109,0.832723,0.029465,0.104429,0.010583,0.008645,0.17,0.45,1.9,0.375
151,0.032685,0.923827,0.837147,0.823019,0.029906,0.003837,0.007573,0.020115,0.171,0.453,1.906,0.3775
152,0.034323,0.923384,0.837155,0.812863,0.030526,0.06285,0.007277,0.007868,0.172,0.456,1.912,0.38
153,0.037613,0.916051,0.837224,0.748789,0.030095,0.18521,0.010977,0.015825,0.173,0.459,1.918,0.3825
154,0.022232,0.913339,0.837222,0.735916,0.028398,0.080612,0.013485,-0.074128,0.174,0.462,1.924,0.385
155,0.017338,0.926768,0.837087,0.732129,0.027576,0.065809,0.014417,-0.023623,0.175,0.465,1.93,0.3875
156,0.021957,0.905701,0.837139,0.775918,0.027444,0.260182,0.011059,0.022316,0.176,0.468,1.936,0.39
157,0.009116,0.912434,0.837218,0.74867,0.02737,0.146044,0.005381,-0.062077,0.177,0.471,1.942,0.3925
158,0.0167,0.913763,0.837223,0.78149,0.027968,0.099431,2e-05,0.036687,0.178,0.474,1.948,0.395
159,0.014187,0.92276,0.837165,0.831553,0.027786,0.021315,0.003187,-0.01218,0.179,0.477,1.954,0.3975
160,0.021795,0.905078,0.837127,0.817658,0.028229,0.007039,0.007146,0.036943,0.18,0.48,1.96,0.4
161,0.017311,0.906243,0.837148,0.842387,0.027619,0.054928,0.011663,-0.021817,0.181,0.483,1.966,0.4025
162,0.014669,0.920036,0.8372,0.821979,0.026798,0.035168,0.015284,-0.01288,0.182,0.486,1.972,0.405
163,0.005277,0.918108,0.837215,0.811032,0.025162,0.034869,0.016971,-0.045865,0.183,0.489,1.978,0.4075
164,-0.000406,0.940725,0.836563,0.790409,0.023954,0.015779,0.017946,-0.027796,0.184,0.492,1.984,0.41
165,-0.009165,0.924616,0.837133,0.739711,0.02328,0.098012,0.017551,-0.042903,0.185,0.495,1.99,0.4125
166,-0.001868,0.925762,0.837109,0.809764,0.022605,0.036711,0.015887,0.035784,0.186,0.498,1.996,0.415
167,0.007309,0.927422,0.837071,0.77428,0.022022,0.117868,0.016542,0.045073,0.187,0.501,2.002,0.4175
168,0.027249,0.904667,0.837118,0.781857,0.021667,0.05857,0.016963,0.098077,0.188,0.504,2.008,0.42
169,0.034917,0.914231,0.837224,0.831243,0.022289,0.005557,0.017022,0.037765,0.189,0.507,2.014,0.4225
170,0.025146,0.902396,0.837066,0.837359,0.023943,0.06126,0.014331,-0.048173,0.19,0.51,2.02,0.425
171,0.019385,0.908028,0.837176,0.83464,0.024561,0.016827,0.011651,-0.028435,0.191,0.513,2.026,0.4275
172,0.024256,0.901695,0.837048,0.836553,0.024477,0.100247,0.01285,0.024082,0.192,0.516,2.032,0.43
173,0.008763,0.911846,0.837215,0.799745,0.023229,0.013304,0.014785,-0.076723,0.193,0.519,2.038,0.4325
174,0.008799,0.930931,0.836971,0.799775,0.021306,0.044645,0.01374,0.00018,0.194,0.522,2.044,0.435
175,-0.006429,0.917143,0.83722,0.721997,0.018624,0.160169,0.010857,-0.075596,0.195,0.525,2.05,0.4375
176,-0.0182,0.915786,0.837224,0.77956,0.014752,0.091754,0.007041,-0.058495,0.196,0.528,2.056,0.44
177,-0.000223,0.913716,0.837223,0.755458,0.011305,0.213497,0.002046,0.089416,0.197,0.531,2.062,0.4425
178,-0.004872,0.936398,0.836767,0.758585,0.008991,0.007987,9e-05,-0.023155,0.198,0.534,2.068,0.445
179,0.00297,0.928011,0.837056,0.808956,0.008089,0.073287,0.000469,0.039115,0.199,0.537,2.074,0.4475
180,0.009756,0.887324,0.836459,0.741746,0.008014,0.311502,0.003866,0.033908,0.2,0.54,2.08,0.45
181,0.013537,0.913129,0.837222,0.830932,0.007716,0.027583,0.004281,0.018922,0.201,0.543,2.086,0.4525
182,0.004567,0.90465,0.837118,0.805894,0.007086,0.054583,0.004234,-0.044955,0.202,0.546,2.092,0.455
183,0.018936,0.906427,0.837152,0.828871,0.007147,0.032613,0.004829,0.072126,0.203,0.549,2.098,0.4575
184,0.02105,0.917401,0.837219,0.834085,0.006227,0.046657,0.003684,0.010628,0.204,0.552,2.104,0.46
185,0.002137,0.913052,0.837221,0.777541,0.004552,0.073759,0.001836,-0.095185,0.205,0.555,2.11,0.4625
186,-0.008056,0.921164,0.837187,0.737301,0.002567,0.115436,0.000505,-0.051365,0.206,0.558,2.116,0.465
187,-0.016884,0.92759,0.837067,0.779927,0.000868,0.037025,0.001973,-0.044563,0.207,0.561,2.122,0.4675
188,-0.006305,0.923178,0.837158,0.742977,0.000171,0.101853,0.002146,0.053482,0.208,0.564,2.128,0.47
189,0.002709,0.919089,0.837208,0.782708,0.000174,0.095426,0.00058,0.045631,0.209,0.567,2.134,0.4725
190,0.012595,0.919473,0.837205,0.817552,0.001131,0.069605,0.002474,0.050124,0.21,0.57,2.14,0.475
191,-0.001668,0.875286,0.835648,0.796532,0.003176,0.340109,0.010962,-0.072505,0.211,0.573,2.146,0.4775
192,-0.012332,0.900494,0.837015,0.81957,0.005222,0.074998,0.015121,-0.054319,0.212,0.576,2.152,0.48
193,0.008319,0.868158,0.835031,0.81446,0.007561,0.281239,0.012014,0.105285,0.213,0.579,2.158,0.4825
194,0.020655,0.891631,0.836679,0.823283,0.008889,0.180831,0.007816,0.062946,0.214,0.582,2.164,0.485
195,-0.00247,0.879614,0.835973,0.716367,0.00794,0.245148,0.004621,-0.118123,0.215,0.585,2.17,0.4875
196,0.002762,0.914285,0.837224,0.780227,0.006004,0.25613,0.002176,0.026759,0.216,0.588,2.176,0.49
197,0.017182,0.921867,0.837178,0.793299,0.004369,0.07578,0.009322,0.07393,0.217,0.591,2.182,0.4925
198,0.001537,0.92354,0.837152,0.723279,0.002302,0.081432,0.014164,-0.08039,0.218,0.594,2.188,0.495
199,0.01335,0.923535,0.837152,0.805684,0.000522,0.03534,0.018401,0.060829,0.219,0.597,2.194,0.4975
200,0.019467,0.925834,0.837108,0.819018,0.002291,0.021391,0.020464,0.031555,0.22,0.6,2.2,0.5
201,0.017405,0.907209,0.837164,0.7764,0.003336,0.282076,0.016824,-0.010645,0.221,0.603,2.206,0.5025
202,0.013327,0.910682,0.837206,0.800508,0.003224,0.207301,0.011352,-0.021069,0.222,0.606,2.212,0.505
203,0.008574,0.910765,0.837207,0.83869,0.003139,0.043642,0.009293,-0.024587,0.223,0.609,2.218,0.5075
204,0.013608,0.900637,0.837019,0.80084,0.002289,0.006527,0.004704,0.026062,0.224,0.612,2.224,0.51
205,-0.002197,0.895671,0.836851,0.814793,0.002799,0.018005,0.000197,-0.081902,0.225,0.615,2.23,0.5125
206,-0.013313,0.892882,0.836736,0.753352,0.004399,0.240509,0.002335,-0.057702,0.226,0.618,2.236,0.515
207,-0.01518,0.915936,0.837224,0.79282,0.006321,0.208254,0.000582,-0.009699,0.227,0.621,2.242,0.5175
208,-0.013232,0.924913,0.837127,0.793458,0.007512,0.1507,0.001521,0.010136,0.228,0.624,2.248,0.52
209,0.001511,0.910898,0.837208,0.782559,0.008082,0.055824,0.00316,0.076876,0.229,0.627,2.254,0.5225
210,-0.029393,0.882802,0.836188,0.628631,0.009155,0.173967,0.003431,-0.161381,0.23,0.63,2.26,0.525
211,-0.025336,0.932016,0.836935,0.76413,0.008173,0.039051,0.002975,0.021217,0.231,0.633,2.266,0.5275
212,-0.017464,0.926656,0.837089,0.782624,0.006804,0.027807,0.000526,0.041216,0.232,0.636,2.272,0.53
213,-0.030581,0.886708,0.836425,0.761603,0.00614,0.134638,0.004691,-0.068824,0.233,0.639,2.278,0.5325
214,-0.017724,0.889708,0.836585,0.851828,0.003982,0.054023,0.006029,0.067584,0.234,0.642,2.284,0.535
215,0.002717,0.863214,0.834543,0.835691,0.002919,0.259706,0.002193,0.107558,0.235,0.645,2.29,0.5375
216,-0.010867,0.884365,0.836287,0.844012,0.003014,0.073509,0.003906,-0.071605,0.236,0.648,2.296,0.54
217,0.01314,0.872385,0.835409,0.807876,0.003575,0.257921,0.000587,0.126678,0.237,0.651,2.302,0.5425
218,0.028676,0.896741,0.836892,0.789333,0.004795,0.250571,0.006101,0.082162,0.238,0.654,2.308,0.545
219,0.029205,0.917736,0.837218,0.791692,0.005636,0.195218,0.013665,0.002805,0.239,0.657,2.314,0.5475
220,0.01267,0.916398,0.837223,0.757498,0.00813,0.070301,0.01899,-0.087862,0.24,0.66,2.32,0.55
