cycle,delta,anomaly,alert
151,0.001608,0.002907,False
152,0.002197,0.003943,False
153,0.002106,0.005266,False
154,0.000874,0.002982,False
155,0.001201,0.003181,False
156,0.001136,0.003807,False
157,0.001472,0.003267,False
158,0.000135,0.00107,False
159,0.0015,0.002715,False
160,0.001226,0.002119,False
161,0.000105,0.001298,False
162,7.7e-05,0.002459,False
163,1.5e-05,0.002716,False
164,9e-06,0.001505,False
165,0.001598,0.003745,False
166,0.00034,0.002754,False
167,0.000925,0.004224,False
168,0.000193,0.002045,False
169,0.000292,0.002216,False
170,0.001822,0.004541,False
171,0.001812,0.004438,False
172,0.002593,0.006447,False
173,0.001583,0.003065,False
174,0.000181,0.002641,False
175,0.00227,0.007128,False
176,0.003083,0.009527,False
177,0.005023,0.008539,False
178,0.000111,0.001234,False
179,0.001779,0.005391,False
180,0.001298,0.003672,False
181,0.000514,0.00304,False
182,0.001118,0.003025,False
183,0.004087,0.008662,False
184,0.002036,0.003932,False
185,0.00083,0.001624,False
186,0.001701,0.004459,False
187,0.002534,0.003509,False
188,0.000808,0.001384,False
189,0.00269,0.00632,False
190,0.003916,0.007358,False
191,0.002139,0.003534,False
192,0.000232,0.000519,False
193,0.001688,0.004234,False
194,0.001042,0.002381,False
195,0.002267,0.004053,False
196,0.000615,0.003971,False
197,0.005533,0.010779,False
198,0.001838,0.005584,False
199,0.000929,0.002621,False
200,0.001001,0.002829,False
201,0.000756,0.004123,False
202,6.4e-05,0.001466,False
203,0.001442,0.003659,False
204,0.003821,0.010691,False
205,0.001987,0.003088,False
206,0.002766,0.004244,False
207,0.002087,0.004387,False
208,0.000109,0.002262,False
209,0.001296,0.002443,False
210,0.002015,0.003318,False
211,0.002185,0.006412,False
212,0.001139,0.00276,False
213,0.001051,0.003539,False
214,0.001726,0.003957,False
215,0.005816,0.013546,False
216,0.001447,0.003894,False
217,8e-06,0.001308,False
218,0.000488,0.001771,False
219,0.000277,0.002391,False
220,0.000318,0.001415,False
