cycle,self_state,stability,rigidity,adaptive_score,observer_a_trust,observer_a_alert,observer_b_anomaly,observer_b_alert,previous_hash,hash
11,-0.002491,0.945236,0.809557,0.836311,0.777501,False,0.002093,False,ca42bdddd9f75889f3e9ebcb2f39a4c44e5e477f027ad60b951d3ef31882cec3,5ba5b065bf603b63f0741643fa93417e7d37899d59a33931e21ca4a9d9a5a90b
12,-0.003928,0.943873,0.80765,0.836391,0.777138,False,0.003412,False,5ba5b065bf603b63f0741643fa93417e7d37899d59a33931e21ca4a9d9a5a90b,96b3a5cc2449e607744842e2218d882bcf008d25167f55f162657a80cfe741aa
13,-0.000896,0.94331,0.801418,0.836424,0.778802,False,0.006801,False,96b3a5cc2449e607744842e2218d882bcf008d25167f55f162657a80cfe741aa,e7a835800a769189e2731fa6ef225e0d714f28f2eb34092aa12bbfc505ad8d2e
14,-5.3e-05,0.94572,0.806184,0.836281,0.778825,False,0.002468,False,e7a835800a769189e2731fa6ef225e0d714f28f2eb34092aa12bbfc505ad8d2e,f45203831627c5a36a247dcec595260bd711d0661b95148584ff59a3a2611be2
15,-0.000423,0.946335,0.811593,0.836243,0.777875,False,0.001742,False,f45203831627c5a36a247dcec595260bd711d0661b95148584ff59a3a2611be2,ba180820a098521455559de6119a71122df3f03259330966c4832faeeec4c547
16,-0.00123,0.944169,0.814077,0.836374,0.776491,False,0.001683,False,ba180820a098521455559de6119a71122df3f03259330966c4832faeeec4c547,5b454211650a78f5982a0a21f9c727ad09976f66d16311dc828525f3448ec45c
17,0.000765,0.945031,0.802117,0.836323,0.779265,False,0.004579,False,5b454211650a78f5982a0a21f9c727ad09976f66d16311dc828525f3448ec45c,545a9a1b61fe87baee04fd4db9d1271fb4fa75325506f7036b2a3e0220e41c9c
18,-0.001668,0.942686,0.803137,0.836458,0.778094,False,0.006656,False,545a9a1b61fe87baee04fd4db9d1271fb4fa75325506f7036b2a3e0220e41c9c,c7392d74e6b0f8752a1a2d54370236146d1e2b586547e1c59f5084bb64ff82ab
19,-0.000908,0.944333,0.806999,0.836365,0.778026,False,0.003819,False,c7392d74e6b0f8752a1a2d54370236146d1e2b586547e1c59f5084bb64ff82ab,ae03f1fe7e713e3fe80b55c4c6995bbbb00fc2a887d9e31af1ccaa662048a7bc
20,-0.00267,0.944775,0.810329,0.836338,0.777156,False,0.003028,False,ae03f1fe7e713e3fe80b55c4c6995bbbb00fc2a887d9e31af1ccaa662048a7bc,8be7b54544f04835caeea70861d172455d54bda489ee2de7e4cf2293f084bd6f
21,-0.002311,0.945381,0.811375,0.836302,0.777222,False,0.002211,False,8be7b54544f04835caeea70861d172455d54bda489ee2de7e4cf2293f084bd6f,81b85df98c316d026eacd186e8537342344b45dfff1e1a5d4f20f85acd750a33
22,-0.002568,0.945021,0.812736,0.836324,0.776778,False,0.000738,False,81b85df98c316d026eacd186e8537342344b45dfff1e1a5d4f20f85acd750a33,7a527b023a6c2253986721361e1da804acdc8b8efe3fae37d66054ffd3a617d8
23,-0.003031,0.946044,0.810539,0.836261,0.777467,False,0.000989,False,7a527b023a6c2253986721361e1da804acdc8b8efe3fae37d66054ffd3a617d8,cad89c97d3d312a6aee11ec41164ef20a1320c0d87b62e2b95e8aee5b3fdd23c
24,-0.00738,0.940434,0.791412,0.836578,0.778538,False,0.009371,False,cad89c97d3d312a6aee11ec41164ef20a1320c0d87b62e2b95e8aee5b3fdd23c,dfd48456952d38fd64682c01f22183eced1130dc3dd17ca7ee6d94a666059f1e
25,-0.006598,0.94467,0.812008,0.836345,0.776,False,0.001348,False,dfd48456952d38fd64682c01f22183eced1130dc3dd17ca7ee6d94a666059f1e,4c7835a03d1e50de7a5249edf1eea4ddf30f105d08bfd6ee04290ea38e1a726a
26,-0.007873,0.942809,0.806097,0.836452,0.776302,False,0.004185,False,4c7835a03d1e50de7a5249edf1eea4ddf30f105d08bfd6ee04290ea38e1a726a,c17b5a0d5311ffeb551655e94d688c2ff2dcefa3f869b1a68d20a1444adcd3ea
27,-0.005649,0.942614,0.804475,0.836462,0.777006,False,0.004872,False,c17b5a0d5311ffeb551655e94d688c2ff2dcefa3f869b1a68d20a1444adcd3ea,019e974eda44eba08993fc81b494537e318d65eb6e687d8357f1d5da62d3ffc5
28,-0.004951,0.943642,0.809011,0.836405,0.776584,False,0.003756,False,019e974eda44eba08993fc81b494537e318d65eb6e687d8357f1d5da62d3ffc5,f9fc0bfc9314b97d958aebeac12b24b9079df12c3337229f6e1696d233a8af3d
29,-0.006059,0.942996,0.802363,0.836441,0.777474,False,0.00495,False,f9fc0bfc9314b97d958aebeac12b24b9079df12c3337229f6e1696d233a8af3d,686c99a67ba38ae065b614487177a0ce9743b2e1c11bb5562f93f196b66fcb30
30,-0.0034,0.941907,0.803512,0.836501,0.77741,False,0.006679,False,686c99a67ba38ae065b614487177a0ce9743b2e1c11bb5562f93f196b66fcb30,8341aaf66585aff92ad344aa4b9e4213a263fbcf2896bdbb8169d6a8a2dd3ab2
31,-0.002189,0.945692,0.808734,0.836283,0.777878,False,0.002142,False,8341aaf66585aff92ad344aa4b9e4213a263fbcf2896bdbb8169d6a8a2dd3ab2,54c92b393f9b6cb25531d12f6d616935dee47e780d6e9c895d29f788c2a1ee5e
32,-0.000251,0.944018,0.810499,0.836383,0.777352,False,0.003106,False,54c92b393f9b6cb25531d12f6d616935dee47e780d6e9c895d29f788c2a1ee5e,d9b3945f6cb6af3b95ff33c8a085820fbcadb7b0ce665b92da88f42e6a767822
33,-0.000588,0.9447,0.806162,0.836343,0.778381,False,0.003668,False,d9b3945f6cb6af3b95ff33c8a085820fbcadb7b0ce665b92da88f42e6a767822,eb6f467b26eba13f788ae4b91c0d383eca3249a7c26e7ba482ab9578a6799db0
34,-0.000539,0.945841,0.81002,0.836274,0.778001,False,0.002449,False,eb6f467b26eba13f788ae4b91c0d383eca3249a7c26e7ba482ab9578a6799db0,c81be2ec69a574d8e01a7758fb31a991a311da3803a836112999bf2b6c9e8e3e
35,-0.002773,0.943063,0.80926,0.836437,0.776775,False,0.004099,False,c81be2ec69a574d8e01a7758fb31a991a311da3803a836112999bf2b6c9e8e3e,b798d328c0253863b27ac8b68f2ac7e31ae310280ffbf92b40f9d0d94af5dc4f
36,-0.004407,0.943212,0.803676,0.836429,0.777615,False,0.005584,False,b798d328c0253863b27ac8b68f2ac7e31ae310280ffbf92b40f9d0d94af5dc4f,44adf52085c94096033077ddcffd5775abf5ca9609e79f39b971e03314531e7a
37,-0.007174,0.940505,0.799887,0.836574,0.776908,False,0.006209,False,44adf52085c94096033077ddcffd5775abf5ca9609e79f39b971e03314531e7a,616c10afeae6b23068e04848d7ade30d13c4f8cf38a216946235bc7498646b12
38,-0.008493,0.942926,0.810608,0.836445,0.775315,False,0.00369,False,616c10afeae6b23068e04848d7ade30d13c4f8cf38a216946235bc7498646b12,85a8b604101a0767b4c95d8dd96d48ebaaedfff8961c2f9dac1b5a41203dabfc
39,-0.006853,0.943361,0.810141,0.836421,0.775883,False,0.002541,False,85a8b604101a0767b4c95d8dd96d48ebaaedfff8961c2f9dac1b5a41203dabfc,24cb69dcfc11f51ca3f7a357b5d6d0b4ad3b886598466708068edc346637a8be
40,-0.004761,0.943536,0.805692,0.836411,0.77725,False,0.004656,False,24cb69dcfc11f51ca3f7a357b5d6d0b4ad3b886598466708068edc346637a8be,b5242718b10b1075a63e4508351d4ae19336d6400769d3e231568425f6d98de9
41,-0.002904,0.943036,0.803827,0.836439,0.777826,False,0.005656,False,b5242718b10b1075a63e4508351d4ae19336d6400769d3e231568425f6d98de9,13fdee6874181fc9d6fc62fe8b250cdae42dfc01253daae479bf4ea6eb3d7a1f
42,-0.003212,0.946131,0.807378,0.836256,0.778092,False,0.001525,False,13fdee6874181fc9d6fc62fe8b250cdae42dfc01253daae479bf4ea6eb3d7a1f,c5fda3bc63ca00aefc59a8ad9fcd50d7a881eaa1d871b7b69ee9c2f5ea9d9d45
43,-0.003642,0.946204,0.809841,0.836251,0.777538,False,0.000983,False,c5fda3bc63ca00aefc59a8ad9fcd50d7a881eaa1d871b7b69ee9c2f5ea9d9d45,873311ea79c9f09ca02faca9d430f43e078a6d028b99ef45a296c38e8f101cdf
44,-0.005568,0.941989,0.796722,0.836497,0.778362,False,0.007069,False,873311ea79c9f09ca02faca9d430f43e078a6d028b99ef45a296c38e8f101cdf,7216a6430398d92b40e7821fe3ad5d225ecd901a1ad131eb8cdd296c1eacbde4
45,-0.003102,0.942453,0.799397,0.836471,0.778476,False,0.007212,False,7216a6430398d92b40e7821fe3ad5d225ecd901a1ad131eb8cdd296c1eacbde4,ef9bdc2f0b2c4675a55f2c05cdc1ac81669ea124eeba7599d725b4e17654dea3
46,-0.005013,0.941745,0.807825,0.83651,0.776171,False,0.00476,False,ef9bdc2f0b2c4675a55f2c05cdc1ac81669ea124eeba7599d725b4e17654dea3,fd111b137f03896e1751595e31d5f01259b1319ea6b51e21c5513aba90fda5b9
47,0.000104,0.939852,0.795229,0.836607,0.779033,False,0.010822,False,fd111b137f03896e1751595e31d5f01259b1319ea6b51e21c5513aba90fda5b9,0980f755fb3c0edd59d34900baaf693807249ab8f2187ef5f03fee43cb936a16
48,0.00168,0.943713,0.800419,0.836401,0.77898,False,0.005775,False,0980f755fb3c0edd59d34900baaf693807249ab8f2187ef5f03fee43cb936a16,12ec41c740a5d811c1031fb186e65bde11f2eb7a65ba12492c98c59b22dbdd61
49,0.001496,0.945076,0.806781,0.83632,0.778201,False,0.00336,False,12ec41c740a5d811c1031fb186e65bde11f2eb7a65ba12492c98c59b22dbdd61,faba2e5e8857b87d59e36a98b532b0a57bf9aa44f7948c135b7f6d02b5d66a27
50,-0.001621,0.94254,0.800035,0.836467,0.778675,False,0.007956,False,faba2e5e8857b87d59e36a98b532b0a57bf9aa44f7948c135b7f6d02b5d66a27,10393af3758dfdd1f827996fbdbd2dc1ec7467ce718cc49808a3807a8cd50b51
51,-0.001273,0.945922,0.808857,0.836269,0.778114,False,0.000897,False,10393af3758dfdd1f827996fbdbd2dc1ec7467ce718cc49808a3807a8cd50b51,63def920cc9dbddf14bb7a2b7e87b53cfa537a9234fd39e408fe278e55d4c719
52,-0.002207,0.944784,0.812654,0.836338,0.776787,False,0.002761,False,63def920cc9dbddf14bb7a2b7e87b53cfa537a9234fd39e408fe278e55d4c719,58d0555c3bf6679ccfbfe3024a1ad3db2589c6eae6c0be3b10c55481cc302ab6
53,-0.001279,0.945994,0.812754,0.836264,0.777357,False,0.001641,False,58d0555c3bf6679ccfbfe3024a1ad3db2589c6eae6c0be3b10c55481cc302ab6,29c66cf4a3b2770cab59fbe806b0b75784665baca44086c3ec41972e89460b8f
54,-0.00217,0.945292,0.807013,0.836307,0.778092,False,0.001832,False,29c66cf4a3b2770cab59fbe806b0b75784665baca44086c3ec41972e89460b8f,667dd830b9fe8b2284c986fcd78642f8f3c16d9444acf52bb6cc0c2f6b9aae23
55,-0.004376,0.943692,0.79851,0.836402,0.778815,False,0.005787,False,667dd830b9fe8b2284c986fcd78642f8f3c16d9444acf52bb6cc0c2f6b9aae23,4e905cebc25b640ee8cf5e22657d3cd580e390e1f578298e186c6a81e6585311
56,-0.003057,0.945175,0.811531,0.836314,0.776972,False,0.002273,False,4e905cebc25b640ee8cf5e22657d3cd580e390e1f578298e186c6a81e6585311,4b14d6994a05157c94bdf18c01b8c8a4668c5df344e3090c7ad1e716cbba2536
57,-0.002833,0.946301,0.812212,0.836245,0.777258,False,0.001022,False,4b14d6994a05157c94bdf18c01b8c8a4668c5df344e3090c7ad1e716cbba2536,81e627dd2afcf6aa0f9b829cc73296e5eb6c9a4ecbbc73bfb7304d7578fb3ff6
58,-0.002898,0.94418,0.807229,0.836374,0.777531,False,0.002691,False,81e627dd2afcf6aa0f9b829cc73296e5eb6c9a4ecbbc73bfb7304d7578fb3ff6,c5c95407445b8c523e874705d4668c78c1ab99280f0cea77499ba5c6b944018c
59,-0.006229,0.938856,0.794649,0.836656,0.777588,False,0.009752,False,c5c95407445b8c523e874705d4668c78c1ab99280f0cea77499ba5c6b944018c,66398e3aaa08dc8d9570deca9862cda958888148cf8f53eddf579864e8b98277
60,-0.005751,0.944412,0.810126,0.83636,0.776459,False,0.002002,False,66398e3aaa08dc8d9570deca9862cda958888148cf8f53eddf579864e8b98277,9605b141b0749827635cf1b3f3b07e9170c8258310fcc6415ea7d7e391e6c231
61,0.001224,0.936879,0.782767,0.836746,0.780296,False,0.016314,False,9605b141b0749827635cf1b3f3b07e9170c8258310fcc6415ea7d7e391e6c231,36c360d30d976b5e9bb2427b37843f8ce1ccd03abf4ac6eb8e3af40819fbad86
62,-7.6e-05,0.945763,0.81134,0.836279,0.777804,False,0.003456,False,36c360d30d976b5e9bb2427b37843f8ce1ccd03abf4ac6eb8e3af40819fbad86,42d643ed052544c2655f5dc13f7305b6c9b0d00f638c5cb9599671f3cb6e8788
63,0.001775,0.943582,0.806127,0.836408,0.777775,False,0.004964,False,42d643ed052544c2655f5dc13f7305b6c9b0d00f638c5cb9599671f3cb6e8788,cfd43da61ebdb2687c9725bae76db09841da98139cc19aab0f08c0eba6b1cde3
64,9.5e-05,0.943941,0.811391,0.836387,0.777179,False,0.003446,False,cfd43da61ebdb2687c9725bae76db09841da98139cc19aab0f08c0eba6b1cde3,cf06d1a188949f0033906990ebc6f79c8db8dbf8b5a955c75f0dbd1f74115e27
65,8.7e-05,0.946014,0.80888,0.836263,0.778377,False,0.002327,False,cf06d1a188949f0033906990ebc6f79c8db8dbf8b5a955c75f0dbd1f74115e27,193d48555a6f83e07da57ecabbcbaf8713542fdd498200c3eac4bf76612a09cd
66,-0.00195,0.943288,0.804124,0.836425,0.778042,False,0.004846,False,193d48555a6f83e07da57ecabbcbaf8713542fdd498200c3eac4bf76612a09cd,e6513ad3250fe5a1d755ebf3f54e3e1bb8b80ef64135bd9b7ab0ca85c63efa9b
67,-0.001487,0.945752,0.813321,0.836279,0.777121,False,0.001241,False,e6513ad3250fe5a1d755ebf3f54e3e1bb8b80ef64135bd9b7ab0ca85c63efa9b,e7c4c562bf1e85108ccab72e76c97b1afe1e2815452ea62b47baf850492c48cb
68,-0.001685,0.946374,0.807951,0.836241,0.778364,False,0.001928,False,e7c4c562bf1e85108ccab72e76c97b1afe1e2815452ea62b47baf850492c48cb,89d52ea8f00d22d05555f4f4e3c91af9100a2b70433622ee3ee254b278659187
69,-0.000255,0.945704,0.807466,0.836282,0.778523,False,0.003932,False,89d52ea8f00d22d05555f4f4e3c91af9100a2b70433622ee3ee254b278659187,9697e9bdabc37003f00aeb4030e6e691e5cdf0ec7e735bd1e348fef4c7dbf2a9
70,-0.001895,0.942369,0.795419,0.836476,0.779485,False,0.007994,False,9697e9bdabc37003f00aeb4030e6e691e5cdf0ec7e735bd1e348fef4c7dbf2a9,ef4170c705276491c36b5f4f03fd37e286cf86c0cdc73c49cd5ccd02f6236499
71,-0.000386,0.944083,0.802616,0.836379,0.778923,False,0.004924,False,ef4170c705276491c36b5f4f03fd37e286cf86c0cdc73c49cd5ccd02f6236499,726d242420333b5d2033b88a37f78acfb4885f6deeefec61fffea74812b4640d
72,0.000732,0.945519,0.810597,0.836294,0.777739,False,0.0021,False,726d242420333b5d2033b88a37f78acfb4885f6deeefec61fffea74812b4640d,45ea8ea1971bc4b5dc545eebf2a9b7232aa4d99c17625d4f7f648e8566e6080c
73,0.002641,0.942262,0.811654,0.836482,0.776053,False,0.003956,False,45ea8ea1971bc4b5dc545eebf2a9b7232aa4d99c17625d4f7f648e8566e6080c,37e84c2677772807d3815bc8fc8dbccb69b4638b46d3346e75489b0884cacbfc
74,0.00234,0.945473,0.813628,0.836296,0.776796,False,0.001008,False,37e84c2677772807d3815bc8fc8dbccb69b4638b46d3346e75489b0884cacbfc,bdb94e463ce02a177c9bfacf23ac3b9ee20876d00cd63832e0a6b1eecc451edd
75,0.003641,0.944418,0.809538,0.83636,0.777,False,0.002219,False,bdb94e463ce02a177c9bfacf23ac3b9ee20876d00cd63832e0a6b1eecc451edd,e9f208b6fa7644a46af631de8d9121621d2ddbe7aa80e47e2988e58031e0da9d
76,0.005214,0.943088,0.814185,0.836436,0.77531,False,0.003358,False,e9f208b6fa7644a46af631de8d9121621d2ddbe7aa80e47e2988e58031e0da9d,deebdb42f13682f9c39ed8a951add0ad21756684f2ed7084398be9f930bd502d
77,0.007765,0.94159,0.802461,0.836518,0.776641,False,0.005748,False,deebdb42f13682f9c39ed8a951add0ad21756684f2ed7084398be9f930bd502d,156832bf827fdc42c3d93504c24161833983d6c6bd308da2feafeedf22c4a705
78,0.010879,0.937944,0.786089,0.836699,0.778062,False,0.012058,False,156832bf827fdc42c3d93504c24161833983d6c6bd308da2feafeedf22c4a705,6ed655a999f7a54c0f07d1e004216b657009b6408d2bea7e91b4152adb809389
79,0.006209,0.939553,0.799918,0.836622,0.776774,False,0.010037,False,6ed655a999f7a54c0f07d1e004216b657009b6408d2bea7e91b4152adb809389,3cff810388e2785006b1b814f1abd715a04f98ff04b35a4e69546f1ddffb83b8
80,0.006929,0.945069,0.80958,0.836321,0.776553,False,0.002393,False,3cff810388e2785006b1b814f1abd715a04f98ff04b35a4e69546f1ddffb83b8,41d22654f1f7fbcfcb8c6a05ceeae4bc642b9ca2ed776f73596c523f517e55e1
81,0.006606,0.944277,0.810019,0.836368,0.776264,False,0.001903,False,41d22654f1f7fbcfcb8c6a05ceeae4bc642b9ca2ed776f73596c523f517e55e1,42cc199046d6dc27a9b11a0bbe9e771b36eba0cd823b7c2c505b1bf9e15a7e21
82,0.006831,0.943915,0.808482,0.836389,0.776405,False,0.00236,False,42cc199046d6dc27a9b11a0bbe9e771b36eba0cd823b7c2c505b1bf9e15a7e21,ed58c156e46113e4031e92fe12c090f52f4d99d019f47aa890e6f47b7202cba0
83,0.006859,0.94594,0.806223,0.836268,0.77753,False,0.001316,False,ed58c156e46113e4031e92fe12c090f52f4d99d019f47aa890e6f47b7202cba0,220cc95460504fe7354ebfab5951e25bb67870a4409fec4c85070cdca321bba0
84,0.008084,0.943459,0.805689,0.836415,0.77656,False,0.002863,False,220cc95460504fe7354ebfab5951e25bb67870a4409fec4c85070cdca321bba0,e7dedf07474e95ec426aa789dcdf7abf6b2a126f9e537b1d5059ae9dd7b6202a
85,0.009782,0.943263,0.801329,0.836426,0.777026,False,0.004434,False,e7dedf07474e95ec426aa789dcdf7abf6b2a126f9e537b1d5059ae9dd7b6202a,01a3b0b8a1e138c2cb844319ab63ba41b2ed5c5398d152a7634cf60fd0069a01
86,0.009428,0.943263,0.807941,0.836426,0.775775,False,0.003068,False,01a3b0b8a1e138c2cb844319ab63ba41b2ed5c5398d152a7634cf60fd0069a01,87907b4edd7fef7c61a89f34d9df20b5b2a642bfed383c5a86016787312081d5
87,0.007945,0.943433,0.810497,0.836417,0.775617,False,0.002568,False,87907b4edd7fef7c61a89f34d9df20b5b2a642bfed383c5a86016787312081d5,dfb8201284ac7c78d73cc831aa4b1c540bd585cf041c210355da18e03ac8b4cb
88,0.005983,0.941462,0.804513,0.836525,0.776544,False,0.006616,False,dfb8201284ac7c78d73cc831aa4b1c540bd585cf041c210355da18e03ac8b4cb,c10860aa0b5e10679859be6909e5b4912cadea0550d68627c9b1634c9a22b199
89,0.007521,0.943056,0.806412,0.836438,0.776392,False,0.003179,False,c10860aa0b5e10679859be6909e5b4912cadea0550d68627c9b1634c9a22b199,27a71f576739914e9433afeb0e04199028c0c26f648c97d750e93c1fddfea820
90,0.007065,0.943237,0.807138,0.836428,0.776399,False,0.004378,False,27a71f576739914e9433afeb0e04199028c0c26f648c97d750e93c1fddfea820,fb487963055f6e6834375ba9f426f125841f3f0fd5542ca0c24c5a770d2f7f33
91,0.005859,0.944277,0.811562,0.836368,0.776105,False,0.002934,False,fb487963055f6e6834375ba9f426f125841f3f0fd5542ca0c24c5a770d2f7f33,ba330902ef69a0abb8087a2374a381344a6c001b44007cec07709daaec017c95
92,0.006889,0.943508,0.799562,0.836412,0.778041,False,0.005135,False,ba330902ef69a0abb8087a2374a381344a6c001b44007cec07709daaec017c95,80b79153076a71a8e416748565ae98908b942c098fc0432a031d2f1ffbdf7756
93,0.00692,0.944026,0.811713,0.836382,0.775778,False,0.001712,False,80b79153076a71a8e416748565ae98908b942c098fc0432a031d2f1ffbdf7756,c07be44e601930a65149c8c95cd9f72b9a9a003dc8e5740eeff85a758d8bd379
94,0.005182,0.943207,0.812064,0.836429,0.775781,False,0.003157,False,c07be44e601930a65149c8c95cd9f72b9a9a003dc8e5740eeff85a758d8bd379,d92125a3e524489fab3062cd269d3e80afc0bbf82e2f85296e04fb9512bb4d7c
95,0.00689,0.941828,0.800785,0.836505,0.777231,False,0.006123,False,d92125a3e524489fab3062cd269d3e80afc0bbf82e2f85296e04fb9512bb4d7c,bcadb34dea27a04476b738c3e10646df9f5f0d3899da522871d190f30a3e7d4b
96,0.001734,0.940851,0.790703,0.836557,0.77995,False,0.011196,False,bcadb34dea27a04476b738c3e10646df9f5f0d3899da522871d190f30a3e7d4b,e5afdaec210df95696a6ca96f94e5bc78c418b45ec1d988f7dca31aca8f09f2d
97,0.002049,0.945222,0.806655,0.836312,0.778165,False,0.002668,False,e5afdaec210df95696a6ca96f94e5bc78c418b45ec1d988f7dca31aca8f09f2d,b243193e864826c986c45d30b13b18e86bb760bacefdc178e23d33205b19dce2
98,0.001436,0.94692,0.810492,0.836206,0.778088,False,0.001218,False,b243193e864826c986c45d30b13b18e86bb760bacefdc178e23d33205b19dce2,848bb2e30dfc83502b47e18102d2ceb5a52eded214a460c2e0eccbcfc8401186
99,0.001589,0.944646,0.812869,0.836346,0.776821,False,0.002334,False,848bb2e30dfc83502b47e18102d2ceb5a52eded214a460c2e0eccbcfc8401186,3a40f2a39e45eccdede725dae6306c8305efe2768bc8338bc2491ca08d50ead6
100,0.002467,0.943372,0.809174,0.83642,0.776957,False,0.002744,False,3a40f2a39e45eccdede725dae6306c8305efe2768bc8338bc2491ca08d50ead6,856b132c5897361b80cf540755754133fc827999928c4a13dcf6e03e3b53b23f
101,0.002384,0.944456,0.814021,0.836357,0.776368,False,0.001662,False,856b132c5897361b80cf540755754133fc827999928c4a13dcf6e03e3b53b23f,c2f88997e271581c4e0e27c9cb3c1ce7e66df0ce2b2940a8928797f274298d54
102,0.003579,0.945139,0.810291,0.836317,0.777104,False,0.002462,False,c2f88997e271581c4e0e27c9cb3c1ce7e66df0ce2b2940a8928797f274298d54,478119a0aa13f84995df39a5ba75b706c6449d5860ee7f4c81a9af302ce8d0fd
103,0.002116,0.942937,0.802789,0.836445,0.778158,False,0.006115,False,478119a0aa13f84995df39a5ba75b706c6449d5860ee7f4c81a9af302ce8d0fd,205fe6ee8df8bf491cf81ccd5eb7cc921b536fa8e96504dc06b0c6c4079dc0b9
104,0.003264,0.943524,0.804772,0.836411,0.777729,False,0.00443,False,205fe6ee8df8bf491cf81ccd5eb7cc921b536fa8e96504dc06b0c6c4079dc0b9,c14d880a0922bd581295d137c56ecd0aeb30d933c5da4841abc7d8f22e370846
105,0.003873,0.945971,0.810851,0.836266,0.777212,False,0.001737,False,c14d880a0922bd581295d137c56ecd0aeb30d933c5da4841abc7d8f22e370846,8f065588eb1d842bac8b39f630120faef473bd822e569a649a4d1fd64e7f214e
106,0.002259,0.944174,0.802184,0.836374,0.778666,False,0.005465,False,8f065588eb1d842bac8b39f630120faef473bd822e569a649a4d1fd64e7f214e,ff521e304b982ceaaaee0b005e1500223af9b4713ba15d9a705c5ab2c5cda3fe
107,-0.003788,0.936634,0.774836,0.836757,0.781286,False,0.018728,False,ff521e304b982ceaaaee0b005e1500223af9b4713ba15d9a705c5ab2c5cda3fe,eeeafba1f136356e9918017043d71729e31820c64a5c98d3e41e1afe2128c096
108,-0.000223,0.942731,0.804254,0.836456,0.778174,False,0.006334,False,eeeafba1f136356e9918017043d71729e31820c64a5c98d3e41e1afe2128c096,8c9712b9996036ef9089879d7309971ee3823b25e6ef6af546ea88a33726b274
109,0.000333,0.944874,0.811958,0.836333,0.777331,False,0.002041,False,8c9712b9996036ef9089879d7309971ee3823b25e6ef6af546ea88a33726b274,28ee529d8d729d2ce8ee6a50c58e15dcc54972208e03d49f3c3afb1f356bf562
110,0.0002,0.946093,0.811785,0.836258,0.7778,False,0.001025,False,28ee529d8d729d2ce8ee6a50c58e15dcc54972208e03d49f3c3afb1f356bf562,f269bdb6543b3557e8789630e65608a0916f5edbeee1ce80583ce799d9768da4
111,-0.001217,0.94414,0.807408,0.836376,0.777818,False,0.003307,False,f269bdb6543b3557e8789630e65608a0916f5edbeee1ce80583ce799d9768da4,097844f857a541ca505e9ec3e7500c9213ed8cc4f22d1f03f2cabfbdd3fd4664
112,0.000619,0.943209,0.801045,0.836429,0.778898,False,0.006096,False,097844f857a541ca505e9ec3e7500c9213ed8cc4f22d1f03f2cabfbdd3fd4664,a61962bb4df66eae93968408e180e96ef7f66793fd18fcff8bcad33188f94c93
113,-0.000574,0.943336,0.804889,0.836422,0.77818,False,0.005168,False,a61962bb4df66eae93968408e180e96ef7f66793fd18fcff8bcad33188f94c93,2e52c9bd93ad45f3d6b3340ba922a25293ceac340d78ff527159b535b17014db
