cycle,self_state,stability,rigidity,adaptive_score,observer_a_trust,observer_a_alert,observer_b_anomaly,observer_b_alert,previous_hash,hash
16,-0.0019,0.94117,0.818525,0.83654,0.774459,False,0.003227,False,5d34c7c0812310aff6d2e58f1e9084f1022e7e310a5b02c389dd8519f9261948,becd16ef53aa4867a3ba48fd23358852d71db5993158efe1418f1664f6e7d891
17,0.01346,0.915624,0.783026,0.837225,0.770477,False,0.05272,False,becd16ef53aa4867a3ba48fd23358852d71db5993158efe1418f1664f6e7d891,af778e8d327a698d6bda440e6b5632a997d559016456b9f067bf9605c092dbac
18,0.007794,0.935918,0.794383,0.836787,0.776333,False,0.013519,False,af778e8d327a698d6bda440e6b5632a997d559016456b9f067bf9605c092dbac,1d52f09bff10651c91222405fcbec555c184f5588cdd415d200c336443ce6824
19,0.006407,0.940548,0.811486,0.836572,0.774756,False,0.007077,False,1d52f09bff10651c91222405fcbec555c184f5588cdd415d200c336443ce6824,539c13e362904f34dbfe1ccb68f1c1fdb4cf0e3484627cf2f02df5b7ee0560ae
20,0.000538,0.941316,0.796243,0.836532,0.779237,False,0.010225,False,539c13e362904f34dbfe1ccb68f1c1fdb4cf0e3484627cf2f02df5b7ee0560ae,2df07ad8f1303c449a1599e62095fc7dae40eef75eaa65c75d5b6a9bdfe05402
21,0.008995,0.920925,0.772922,0.83719,0.775238,False,0.051292,False,2df07ad8f1303c449a1599e62095fc7dae40eef75eaa65c75d5b6a9bdfe05402,57cedb02d19a5f6622a92d7e91e9c70327edc6c1d6d5f8c9d3c6095cf0c82718
22,0.002466,0.938372,0.785636,0.836679,0.77998,False,0.014676,False,57cedb02d19a5f6622a92d7e91e9c70327edc6c1d6d5f8c9d3c6095cf0c82718,c73af7b8efc0bb7a230bb6f4d7270cc997cf95e0601f106f426c1241e608fd40
23,0.004506,0.943921,0.792003,0.836389,0.780168,False,0.00902,False,c73af7b8efc0bb7a230bb6f4d7270cc997cf95e0601f106f426c1241e608fd40,fc256ea9a1f9a4b88c42375b27bdb40719de662b623bb762ce60a3c3bb0de407
24,-0.001636,0.942103,0.789271,0.83649,0.780677,False,0.011356,False,fc256ea9a1f9a4b88c42375b27bdb40719de662b623bb762ce60a3c3bb0de407,e8f4bafba65be9357e237ba98cc912976699bd46372ae444b4d981298d9b3bf8
25,0.000399,0.943439,0.796508,0.836416,0.779926,False,0.006937,False,e8f4bafba65be9357e237ba98cc912976699bd46372ae444b4d981298d9b3bf8,830ff7e468bc4ea81cc7ce181add244759670fe77c806a7afe39bf6ce4a8ba3f
26,-0.002785,0.939908,0.80898,0.836605,0.775766,False,0.00906,False,830ff7e468bc4ea81cc7ce181add244759670fe77c806a7afe39bf6ce4a8ba3f,74a8dd01332e33b31e96ac59e6fb8c265b53c385d180f15ba1ad4ac2aa66cd61
27,0.011836,0.913158,0.779704,0.837222,0.770603,False,0.053823,False,74a8dd01332e33b31e96ac59e6fb8c265b53c385d180f15ba1ad4ac2aa66cd61,23f56b7119926e7d3dc199e6aa0dd8fa6ed9c78999be060c095f7329a70e9047
28,-0.003022,0.910537,0.791959,0.837205,0.768993,False,0.062018,False,23f56b7119926e7d3dc199e6aa0dd8fa6ed9c78999be060c095f7329a70e9047,1d9a31a8cbaafc1adc3b335ee44fc5cbcbbc96cc470611c5a482c29502a97de9
29,-0.006081,0.93766,0.791797,0.836712,0.777783,False,0.009577,False,1d9a31a8cbaafc1adc3b335ee44fc5cbcbbc96cc470611c5a482c29502a97de9,43ddfc2f6e4dc273a0e19ab6123c42a7215406caccc7668582f36b463a5a4fe9
30,-0.003103,0.938399,0.805266,0.836677,0.775935,False,0.010619,False,43ddfc2f6e4dc273a0e19ab6123c42a7215406caccc7668582f36b463a5a4fe9,e4f9fb97467f1eea7cdca734bcccc979c4327f3d646639c418739dce1507c02f
31,-0.003242,0.944604,0.80104,0.836349,0.778842,False,0.006504,False,e4f9fb97467f1eea7cdca734bcccc979c4327f3d646639c418739dce1507c02f,38edd6a25602d471b7191c2532751e4e029cd0344bf2118491ce264668eb63d3
32,0.008417,0.916044,0.779526,0.837224,0.772333,False,0.057143,False,38edd6a25602d471b7191c2532751e4e029cd0344bf2118491ce264668eb63d3,99e700010cd3b113859111ccb00e49339f6361b094443c56f8f55059fba3361c
33,0.001819,0.940048,0.792861,0.836598,0.77923,False,0.014404,False,99e700010cd3b113859111ccb00e49339f6361b094443c56f8f55059fba3361c,402fec70c67bd6d0b36dd69f6199272fbfb142072a87cd86e00e96de96cbb469
34,0.006696,0.941226,0.781478,0.836537,0.780929,False,0.013316,False,402fec70c67bd6d0b36dd69f6199272fbfb142072a87cd86e00e96de96cbb469,166006b3a4068df5d049b19cbd1a89386d28de9b89891aecde39ee787b6d9db6
35,0.005999,0.941801,0.798858,0.836507,0.777786,False,0.00824,False,166006b3a4068df5d049b19cbd1a89386d28de9b89891aecde39ee787b6d9db6,e25eca322daee9d0c0e42c5fa1edd69f72885f88917a9b08469bbcdf5e82d3db
36,0.003911,0.943936,0.80995,0.836388,0.776702,False,0.005388,False,e25eca322daee9d0c0e42c5fa1edd69f72885f88917a9b08469bbcdf5e82d3db,cb817a90e8e1e77a842837d556680157794c4a3338e9807ba85bc287be61d28a
37,-0.002088,0.933711,0.795057,0.836875,0.776589,False,0.014745,False,cb817a90e8e1e77a842837d556680157794c4a3338e9807ba85bc287be61d28a,ead92ed6d688f569c1d5deaacdd9678c6078ef2270a063159576adf52fe56ab8
38,-0.006838,0.936329,0.818426,0.83677,0.771855,False,0.008526,False,ead92ed6d688f569c1d5deaacdd9678c6078ef2270a063159576adf52fe56ab8,bfe1f9e95907df15740b5c5695680526380a90a728bf66667e76747485c1196f
39,0.00021,0.93412,0.811943,0.836859,0.773726,False,0.011998,False,bfe1f9e95907df15740b5c5695680526380a90a728bf66667e76747485c1196f,66492d6fa6f27f0f5338f07edd16900221e5933e3843b642b94c047b391a49b9
40,0.003754,0.938189,0.807296,0.836687,0.775328,False,0.010198,False,66492d6fa6f27f0f5338f07edd16900221e5933e3843b642b94c047b391a49b9,a19a1915cb367e4bd338df55f23e4b23715fd5778b86f9bb0578c3ab3258f80e
41,0.004032,0.941788,0.809996,0.836507,0.775947,False,0.004121,False,a19a1915cb367e4bd338df55f23e4b23715fd5778b86f9bb0578c3ab3258f80e,df877c7a75ebcb1141a6bd2273011b1570831a72e6fdd53f0e3739e32b0608d4
42,-0.001711,0.938027,0.770524,0.836695,0.783036,False,0.019414,False,df877c7a75ebcb1141a6bd2273011b1570831a72e6fdd53f0e3739e32b0608d4,f1848c4860f0cd93a123aeece6d9a4a1253d3c65dce246b0d61947fb7102ef3b
43,0.002357,0.927514,0.747296,0.837068,0.783966,False,0.048515,False,f1848c4860f0cd93a123aeece6d9a4a1253d3c65dce246b0d61947fb7102ef3b,8c5be3a5e28edd3fe954a7904729e9249445cc8c055dfe8027924f395bd3b3d5
44,-0.010223,0.928375,0.73327,0.837046,0.785494,False,0.0356,False,8c5be3a5e28edd3fe954a7904729e9249445cc8c055dfe8027924f395bd3b3d5,3899332cc5f2d7289f389b6f6ceaf14329a382832fe1da27fbffc36aefcc668d
45,0.003697,0.927703,0.727184,0.837064,0.787786,False,0.039617,False,3899332cc5f2d7289f389b6f6ceaf14329a382832fe1da27fbffc36aefcc668d,552b01b89d2216acd75d0144f98f2311dddf6b743ea379c73085a9710202bb0d
46,0.003259,0.941666,0.801395,0.836514,0.777781,False,0.007477,False,552b01b89d2216acd75d0144f98f2311dddf6b743ea379c73085a9710202bb0d,d19a1f02d62732052b22aaec352bd335d13b34b29f55e73ef9e155dda23cdbe4
47,0.018892,0.918803,0.736559,0.837211,0.779794,False,0.040192,False,d19a1f02d62732052b22aaec352bd335d13b34b29f55e73ef9e155dda23cdbe4,a930c2d398e53a9e6987a8fdf9a8dbdecbb0dc5ae82ad6e8e442e20058d6368b
48,0.023182,0.930014,0.764617,0.837,0.777195,False,0.019718,False,a930c2d398e53a9e6987a8fdf9a8dbdecbb0dc5ae82ad6e8e442e20058d6368b,f05ff483937ad2b3e0922800ceff2b2e475ec8c9c6171cbe5f3887d3a27c9588
49,0.0186,0.930811,0.808758,0.836975,0.769556,False,0.013913,False,f05ff483937ad2b3e0922800ceff2b2e475ec8c9c6171cbe5f3887d3a27c9588,4219cba73cf1df9bc6a4971f846669632c71f3f5783d6e53a13f68df99b18e58
50,0.009094,0.926825,0.782239,0.837085,0.775393,False,0.024469,False,4219cba73cf1df9bc6a4971f846669632c71f3f5783d6e53a13f68df99b18e58,66bd397e0459aa0ae92a571702b8f154f3c18d996a339fdc44629ffbbcfe63db
51,0.009963,0.937734,0.816058,0.836708,0.77218,False,0.003733,False,66bd397e0459aa0ae92a571702b8f154f3c18d996a339fdc44629ffbbcfe63db,0d39e2a7c057ba2888eca42fb52c355852542251bf260137af050326a2ecb0b1
52,0.00518,0.937378,0.796923,0.836724,0.776843,False,0.008942,False,0d39e2a7c057ba2888eca42fb52c355852542251bf260137af050326a2ecb0b1,54001a551ebd84745139e59d34423950dce4cf868590f1cef04a207748a426d4
53,0.002123,0.938062,0.776939,0.836693,0.781683,False,0.017784,False,54001a551ebd84745139e59d34423950dce4cf868590f1cef04a207748a426d4,bae94b5a7f70eb7d6a7a13f394a97541e3c650df6c1f7f500f405f05d4edb64b
54,-0.007379,0.930545,0.743657,0.836983,0.784729,False,0.031349,False,bae94b5a7f70eb7d6a7a13f394a97541e3c650df6c1f7f500f405f05d4edb64b,17271f7381b2b37678c13c09132fbeba7c56f497c2ef4d694602531d4196312f
55,-0.022349,0.925282,0.70919,0.837119,0.786821,False,0.041416,False,17271f7381b2b37678c13c09132fbeba7c56f497c2ef4d694602531d4196312f,8392ebb2d8b13b24ec192929fda4d939b0d924dc5e7eb55f1dea608abd4a94db
56,-0.009717,0.930346,0.743325,0.83699,0.78426,False,0.033897,False,8392ebb2d8b13b24ec192929fda4d939b0d924dc5e7eb55f1dea608abd4a94db,fd17fc2ffed6bd0b012555f6ef04288c6b46d0ca3597004e8e3b3198c7077b57
57,-0.005454,0.940775,0.765562,0.836561,0.784208,False,0.016687,False,fd17fc2ffed6bd0b012555f6ef04288c6b46d0ca3597004e8e3b3198c7077b57,9a6d3e6bc67d0773224a9c09a2a02c48739cabb78f9fdb44730c3260408d55e4
58,-0.006071,0.940519,0.808044,0.836574,0.775502,False,0.005109,False,9a6d3e6bc67d0773224a9c09a2a02c48739cabb78f9fdb44730c3260408d55e4,7b32a8b86daf9e229ca700cf10da11e9795f6f2bb3c575a7ef3dfe1de8cb213e
59,-0.013922,0.923834,0.779903,0.837147,0.773864,False,0.023049,False,7b32a8b86daf9e229ca700cf10da11e9795f6f2bb3c575a7ef3dfe1de8cb213e,d4193d1a8964567d19aead4f067796a91ec8b331e9e11dbcd518678e824be4dd
60,-0.011513,0.933437,0.820914,0.836885,0.769439,False,0.007593,False,d4193d1a8964567d19aead4f067796a91ec8b331e9e11dbcd518678e824be4dd,6a84d62a64f3c6a46d08f5acee712410d6911c5823fa715fde5f095be810162c
61,0.009613,0.906529,0.725255,0.837153,0.7796,False,0.051136,False,6a84d62a64f3c6a46d08f5acee712410d6911c5823fa715fde5f095be810162c,a509bc277aea4807fef4f57761f89b475e528286a3ce0da24b9602dfaf309378
62,0.003754,0.934219,0.808615,0.836856,0.773717,False,0.013458,False,a509bc277aea4807fef4f57761f89b475e528286a3ce0da24b9602dfaf309378,f152d029f9e9ce1fba15085d092ae39fc8badeca845fc07a343594d4cbbe0a66
63,0.006622,0.93753,0.819479,0.836717,0.772095,False,0.005019,False,f152d029f9e9ce1fba15085d092ae39fc8badeca845fc07a343594d4cbbe0a66,d196bc317ac7ffc96f42939652f53952fdbc546ca515c4a30514351521475b2e
64,-0.005517,0.926315,0.770374,0.837097,0.778306,False,0.026726,False,d196bc317ac7ffc96f42939652f53952fdbc546ca515c4a30514351521475b2e,9c3be1f9e65d670ed873af8ab1dc2eedf394f1128c890e2991673095d590e0d7
65,-0.014798,0.932767,0.775693,0.836909,0.777598,False,0.022083,False,9c3be1f9e65d670ed873af8ab1dc2eedf394f1128c890e2991673095d590e0d7,04fcfc0a3f2e46953630f25a7886c2cb1cacaad74306dadc86839686881399ac
66,-0.0092,0.93483,0.734563,0.836832,0.787646,False,0.022788,False,04fcfc0a3f2e46953630f25a7886c2cb1cacaad74306dadc86839686881399ac,e6da7f7a5a7198b01151992315307bb4b9bf669029e23305be2c62135729e132
67,-0.011561,0.938212,0.748405,0.836686,0.785552,False,0.016775,False,e6da7f7a5a7198b01151992315307bb4b9bf669029e23305be2c62135729e132,92f5bb93ce247af848c3014e21a07c0453ac97e7aa46f0cc9ec95160a3545902
68,-0.002727,0.93297,0.734929,0.836902,0.788234,False,0.031799,False,92f5bb93ce247af848c3014e21a07c0453ac97e7aa46f0cc9ec95160a3545902,c0bbb2b23aa492b727f97f7dcdee8e2a5c6a09d2b4e059728f9d577f57da66fa
69,0.00119,0.943444,0.78537,0.836416,0.781997,False,0.010559,False,c0bbb2b23aa492b727f97f7dcdee8e2a5c6a09d2b4e059728f9d577f57da66fa,620375957fb42af8101d5044eb77b6f50e0e91d8dfd7a3cfc9f50d44af67ab80
70,-0.002497,0.931248,0.78144,0.836961,0.77839,False,0.019761,False,620375957fb42af8101d5044eb77b6f50e0e91d8dfd7a3cfc9f50d44af67ab80,9945cb451c24d4832fbbc79b02b6a31a3e3d2989b1989f6b66739eb951130a25
71,0.002672,0.930804,0.792342,0.836975,0.776022,False,0.011206,False,9945cb451c24d4832fbbc79b02b6a31a3e3d2989b1989f6b66739eb951130a25,56d6beea8d60bd945243e815b499e15ee6c9632fc5cbf8eade6a915b2ea9896a
72,0.019749,0.900249,0.795374,0.837007,0.761314,False,0.062441,False,56d6beea8d60bd945243e815b499e15ee6c9632fc5cbf8eade6a915b2ea9896a,494f0f16eeea9654ff0b500b7043aa569be7e7d28ccecca676ffa94daba91921
73,0.024615,0.92078,0.829633,0.837192,0.760721,False,0.011287,False,494f0f16eeea9654ff0b500b7043aa569be7e7d28ccecca676ffa94daba91921,6276261635841bd519ca5c5cdade21d5acf8fbe6840464b77615c02cfb769f08
74,0.01543,0.924894,0.796459,0.837127,0.770617,False,0.021066,False,6276261635841bd519ca5c5cdade21d5acf8fbe6840464b77615c02cfb769f08,543200e0a147687fbe1f1178e6eb51a3d1983d6b935fab1541109039c7656a7d
75,0.011211,0.933442,0.789354,0.836885,0.775813,False,0.018963,False,543200e0a147687fbe1f1178e6eb51a3d1983d6b935fab1541109039c7656a7d,7ec593a4268dfa7ebfc6a114f5d11d443d3984de4ad1f9521cef3ddaa805f63d
76,0.006351,0.93109,0.750557,0.836966,0.783741,False,0.03003,False,7ec593a4268dfa7ebfc6a114f5d11d443d3984de4ad1f9521cef3ddaa805f63d,9f11b79c929384aabbefa865c0400b806299a7a6c9fabec3b841c08edd3c020e
77,0.020683,0.914285,0.783505,0.837224,0.768468,False,0.060887,False,9f11b79c929384aabbefa865c0400b806299a7a6c9fabec3b841c08edd3c020e,49463bb82831f0ad1d3173d0724c749f7e970a456161ba00a8aa8a3215a3e0f3
78,0.014937,0.936094,0.739154,0.83678,0.78601,False,0.019991,False,49463bb82831f0ad1d3173d0724c749f7e970a456161ba00a8aa8a3215a3e0f3,993dab9196d5165bfb39569baa607fbb1fdec3be141df829346bfaf7933a28f2
79,0.010609,0.935643,0.80199,0.836799,0.774155,False,0.019654,False,993dab9196d5165bfb39569baa607fbb1fdec3be141df829346bfaf7933a28f2,8a0dbb00a9a2a121274fe41ae07a7432a1d7914b964ca949887292b75f52e0b1
80,0.018402,0.928697,0.744073,0.837037,0.781808,False,0.035517,False,8a0dbb00a9a2a121274fe41ae07a7432a1d7914b964ca949887292b75f52e0b1,53df2667783034de8289622078943f05c173076ace975bc901fe58d6075af765
81,0.012281,0.92749,0.777023,0.837069,0.776028,False,0.018893,False,53df2667783034de8289622078943f05c173076ace975bc901fe58d6075af765,af5b9d195b07f13e2487d68d713ea3ebf4e573a4ac3c766f293a594075928482
82,0.017901,0.924302,0.790389,0.837138,0.771132,False,0.015205,False,af5b9d195b07f13e2487d68d713ea3ebf4e573a4ac3c766f293a594075928482,5314872a475e1c14392900b7d298b45473a9bf6594d22294d2b7bcd3c28e95dc
83,0.019146,0.933888,0.799276,0.836868,0.772393,False,0.005552,False,5314872a475e1c14392900b7d298b45473a9bf6594d22294d2b7bcd3c28e95dc,47713059486c7c3e7304d27e8a3b0f645b9e70e6c5890a2cfee6bbb306558f07
84,0.021184,0.924625,0.801274,0.837132,0.76841,False,0.018164,False,47713059486c7c3e7304d27e8a3b0f645b9e70e6c5890a2cfee6bbb306558f07,50ee3dbfb3bc713efbf79c9b00778e6e44fb6ef5c1f7171bc3c33a9217200a55
85,0.024841,0.934051,0.798632,0.836862,0.771439,False,0.011118,False,50ee3dbfb3bc713efbf79c9b00778e6e44fb6ef5c1f7171bc3c33a9217200a55,b5e54b34ba3873698b08a40adceee525f9f430e073067a1f419c38fd300b3634
86,0.021515,0.929378,0.787429,0.837018,0.772748,False,0.020928,False,b5e54b34ba3873698b08a40adceee525f9f430e073067a1f419c38fd300b3634,9d652a75db338879b754f7af36f69057f8ab968d922ef8a89d423aeec8478151
87,0.024075,0.933449,0.732613,0.836885,0.784591,False,0.019088,False,9d652a75db338879b754f7af36f69057f8ab968d922ef8a89d423aeec8478151,48c273b4e3209370fad8c275e923227243bd64d25f57d3f73874ebf09e9b8882
88,0.035214,0.911439,0.775477,0.837212,0.766168,False,0.060502,False,48c273b4e3209370fad8c275e923227243bd64d25f57d3f73874ebf09e9b8882,835e6775b6df257337e2b3bde75e235a4dbc84c50f05408b2a85869dc3c56875
89,0.035618,0.937268,0.799907,0.836729,0.770121,False,0.010788,False,835e6775b6df257337e2b3bde75e235a4dbc84c50f05408b2a85869dc3c56875,82f390091fcb1b400ca85480f859e4aeddc544aa0c6a94dcbfcf916fb4d606fe
90,0.044136,0.927614,0.764156,0.837066,0.772273,False,0.022936,False,82f390091fcb1b400ca85480f859e4aeddc544aa0c6a94dcbfcf916fb4d606fe,730a5a50b194bf9d4b78bc0ae7e9ea137121e88966cae68c0dc323dd6a6c38b8
91,0.044963,0.928626,0.760698,0.837039,0.773147,False,0.020989,False,730a5a50b194bf9d4b78bc0ae7e9ea137121e88966cae68c0dc323dd6a6c38b8,cb9de1743e313de7b750c6ff07c30944604b52fe44d7d9a05c9efb8a1979f0e2
92,0.047625,0.919427,0.75073,0.837205,0.77143,False,0.027977,False,cb9de1743e313de7b750c6ff07c30944604b52fe44d7d9a05c9efb8a1979f0e2,4a446ae90a9a39691d35acdc8527881a151b4814896361c12a4bd8680aa41a1b
93,0.045174,0.916641,0.822585,0.837222,0.756578,False,0.015534,False,4a446ae90a9a39691d35acdc8527881a151b4814896361c12a4bd8680aa41a1b,a830a1a3bc0edb72bb08a132cf1ed155aa157a393f8461f6305a9ddd6590f12c
94,0.035661,0.913496,0.821851,0.837223,0.757527,False,0.017446,False,a830a1a3bc0edb72bb08a132cf1ed155aa157a393f8461f6305a9ddd6590f12c,786670c79af6c70182a63aaff950c11943bc10369908ab2eab5381c78b20708e
95,0.041266,0.914679,0.789875,0.837225,0.763216,False,0.020808,False,786670c79af6c70182a63aaff950c11943bc10369908ab2eab5381c78b20708e,0622ee9fb670d5aa2bdaa0e3dff688dad27eab26322874f10391ecef9e4c2642
96,0.030416,0.920942,0.787655,0.83719,0.768013,False,0.02988,False,0622ee9fb670d5aa2bdaa0e3dff688dad27eab26322874f10391ecef9e4c2642,e5a080b486a61b360c0a65ebfe52403063008cee54f9f9f942dd089ddd7fd433
97,0.023122,0.929246,0.804431,0.837022,0.768981,False,0.019406,False,e5a080b486a61b360c0a65ebfe52403063008cee54f9f9f942dd089ddd7fd433,4a7bab2fd0efcc456fd238f5c7038dd08401e016fb5b0529dccb406f56773a39
98,0.008717,0.935548,0.779406,0.836803,0.779018,False,0.027262,False,4a7bab2fd0efcc456fd238f5c7038dd08401e016fb5b0529dccb406f56773a39,edb49272c42a566844747ba2c537d1d1e4ac386027354bb94208b98aea488ed3
99,0.003542,0.939618,0.796597,0.836619,0.777993,False,0.011424,False,edb49272c42a566844747ba2c537d1d1e4ac386027354bb94208b98aea488ed3,0bc91fe64df1e7fc8f1faec0b9c4b5df4f9ee125b51cec477b190e8b89eeae0a
100,0.003392,0.939309,0.765419,0.836634,0.784154,False,0.010232,False,0bc91fe64df1e7fc8f1faec0b9c4b5df4f9ee125b51cec477b190e8b89eeae0a,6e01adc5e73a9d25032d33ea50f0e3ffd82fa2cbc9f2c5ebfb8e2fb62a361e00
101,-0.003052,0.918795,0.776182,0.837211,0.775034,False,0.048131,False,6e01adc5e73a9d25032d33ea50f0e3ffd82fa2cbc9f2c5ebfb8e2fb62a361e00,9218473e009ab69d1a251b8bac0ce67254cdef96310ed4e8233385605e535179
102,0.009973,0.925618,0.73468,0.837112,0.784314,False,0.036828,False,9218473e009ab69d1a251b8bac0ce67254cdef96310ed4e8233385605e535179,ed0f1f8141a2856a357dbdf077aea74ec01b246b919c2b66049ccf0fa22cc052
103,0.008889,0.932827,0.814648,0.836907,0.771009,False,0.005545,False,ed0f1f8141a2856a357dbdf077aea74ec01b246b919c2b66049ccf0fa22cc052,0be04b8883dd64630b17c1e130761d00ac576df74adb4e0eddc3d8a38b34f61d
104,0.015762,0.917135,0.767252,0.83722,0.773699,False,0.02524,False,0be04b8883dd64630b17c1e130761d00ac576df74adb4e0eddc3d8a38b34f61d,1e57f386b4fab4c5b02c3d0e63cee2aaf6793d6656ec45b530590a40d49f7ae4
105,0.020806,0.926428,0.823546,0.837094,0.764653,False,0.008407,False,1e57f386b4fab4c5b02c3d0e63cee2aaf6793d6656ec45b530590a40d49f7ae4,4d451491b526ae9d577dba23e0bc60ce310fd8abea190c9b25062eec94eea94a
106,0.020973,0.928636,0.783899,0.837039,0.773308,False,0.011769,False,4d451491b526ae9d577dba23e0bc60ce310fd8abea190c9b25062eec94eea94a,0a8f1dce33b5f91641bbfc553fa20708f0020032733eff78288c0b021a395d65
107,0.021629,0.936334,0.76795,0.83677,0.778994,False,0.006932,False,0a8f1dce33b5f91641bbfc553fa20708f0020032733eff78288c0b021a395d65,250f1c725ee5dd9c5425608a744a8bdaf64b5a589bb02b8a293c8f139c64b209
108,0.033268,0.904057,0.776721,0.837105,0.763698,False,0.066802,False,250f1c725ee5dd9c5425608a744a8bdaf64b5a589bb02b8a293c8f139c64b209,479e371f68f28f6065f12f59f35d07f035b2a7f1721d96b33d88be6b02090849
109,0.036078,0.933705,0.752582,0.836875,0.778283,False,0.0067,False,479e371f68f28f6065f12f59f35d07f035b2a7f1721d96b33d88be6b02090849,813dbc66de279ccaede53713f7f6c2ffef7a9eace17462ec38de1b0be39c5934
110,0.038397,0.934497,0.776782,0.836845,0.773249,False,0.012197,False,813dbc66de279ccaede53713f7f6c2ffef7a9eace17462ec38de1b0be39c5934,1653182db4d41cd639c85158ca9146033385ac340b0a608779e31e70b4b6efb7
111,0.03673,0.934276,0.772886,0.836853,0.774287,False,0.017663,False,1653182db4d41cd639c85158ca9146033385ac340b0a608779e31e70b4b6efb7,74ef9b6fd781ee4188bcd9a1a2f330c5e6f37fd07349165d5e28a489deca2fd3
112,0.039975,0.932615,0.797277,0.836915,0.768194,False,0.013667,False,74ef9b6fd781ee4188bcd9a1a2f330c5e6f37fd07349165d5e28a489deca2fd3,ee2a76d8f62b951991ea681b45c3cfb517fc4d16ffc4b6adf68d01e0fffcd81b
113,0.044003,0.92512,0.815796,0.837123,0.761113,False,0.011227,False,ee2a76d8f62b951991ea681b45c3cfb517fc4d16ffc4b6adf68d01e0fffcd81b,202b400aaf1d61f85e31cd1e7f17e41d6503e59f950509d6889638045ad781ef
114,0.035701,0.918135,0.818012,0.837215,0.759908,False,0.018688,False,202b400aaf1d61f85e31cd1e7f17e41d6503e59f950509d6889638045ad781ef,ee4162b910af4703c5e5a36b3862aefeacd86c1eebd13f6a6b34560ed2ab32e0
