cycle,self_state,stability,rigidity,adaptive_score,observer_a_trust,observer_a_alert,observer_b_anomaly,observer_b_alert,previous_hash,hash
15,0.000858,0.946001,0.81007,0.836264,0.777981,False,0.002955,False,6d2e6ad8231699bd7a995e25946edff43bb17a75c7b3bedf997eb2e8602695fc,1013dee2b02a1e947752368b4998a98384d0db435f704126f5f9b7e4a281d372
16,-0.000654,0.942483,0.813878,0.83647,0.77608,False,0.003011,False,1013dee2b02a1e947752368b4998a98384d0db435f704126f5f9b7e4a281d372,5876547e6522f68bcf34a0af8ff62f5660c835e2f7639d6ed32f7cbaaaf2cd2f
17,0.003022,0.943286,0.792471,0.836425,0.780158,False,0.008254,False,5876547e6522f68bcf34a0af8ff62f5660c835e2f7639d6ed32f7cbaaaf2cd2f,a378c2d21ea95626ff63720fbc7fe52d3e6b394795025659d06e2597b683ed04
18,-0.001698,0.939284,0.793234,0.836635,0.778922,False,0.012574,False,a378c2d21ea95626ff63720fbc7fe52d3e6b394795025659d06e2597b683ed04,675a20ca2c552a1263d8fa0e159528e0045d5ac47c046df4382c4513220908b3
19,-0.000162,0.942248,0.800406,0.836483,0.778794,False,0.007486,False,675a20ca2c552a1263d8fa0e159528e0045d5ac47c046df4382c4513220908b3,5a643b5c60237b41d1cb9a25299589a1960c3f9ce80a51f92ddb9b5687817fb6
20,-0.003933,0.942866,0.806322,0.836448,0.777064,False,0.006246,False,5a643b5c60237b41d1cb9a25299589a1960c3f9ce80a51f92ddb9b5687817fb6,294961f09fd8f8b640adb8cb6487f20e4dfa914b27b4913bb704b5a7c0118145
21,-0.00323,0.944163,0.80825,0.836375,0.777255,False,0.004543,False,294961f09fd8f8b640adb8cb6487f20e4dfa914b27b4913bb704b5a7c0118145,b87980e2bad5857a42c7a5cf6dcddfbb6623f578100fa0ad96137adb1a38e715
22,-0.003753,0.943239,0.811063,0.836428,0.776277,False,0.001551,False,b87980e2bad5857a42c7a5cf6dcddfbb6623f578100fa0ad96137adb1a38e715,32182957e61b50fb9e84eff5d776f641c0f1a4e193d2ff88fa9f9c79b317f8f4
23,-0.004928,0.945324,0.805932,0.836305,0.777768,False,0.002364,False,32182957e61b50fb9e84eff5d776f641c0f1a4e193d2ff88fa9f9c79b317f8f4,618a105c8e4c54ce861f3d73f5ce157463128b571f04484da30d21af859e4a3a
24,-0.015508,0.93204,0.761329,0.836935,0.78008,False,0.021939,False,618a105c8e4c54ce861f3d73f5ce157463128b571f04484da30d21af859e4a3a,abfbbd6e045b6017f024fc8422249691c2c6944105fb17b479051cff6e8a5704
25,-0.013674,0.942166,0.809396,0.836487,0.774266,False,0.003059,False,abfbbd6e045b6017f024fc8422249691c2c6944105fb17b479051cff6e8a5704,32ea4ad44e0237d23034fc15b57852a69f4d14188c5aeeb2002d7d0c58d2066a
26,-0.017197,0.937086,0.794184,0.836737,0.774888,False,0.010635,False,32ea4ad44e0237d23034fc15b57852a69f4d14188c5aeeb2002d7d0c58d2066a,b0df4246e79d168547a241b17f6405177b1b88a6774e8350ab4146a315a2fec8
27,-0.011399,0.936722,0.790084,0.836753,0.776744,False,0.012217,False,b0df4246e79d168547a241b17f6405177b1b88a6774e8350ab4146a315a2fec8,ff8258513b7f61655960147b634ec1ea8467d29a899d64c5d824f86854f45ae3
28,-0.009725,0.939315,0.801302,0.836634,0.775713,False,0.009439,False,ff8258513b7f61655960147b634ec1ea8467d29a899d64c5d824f86854f45ae3,b6c537e091145e5cece06684f9c93b00cca8b67190d5fb720df8c9c19cb30a26
29,-0.013059,0.936899,0.782477,0.836745,0.777994,False,0.013513,False,b6c537e091145e5cece06684f9c93b00cca8b67190d5fb720df8c9c19cb30a26,2582a9a757bb557e878236bad6935f3ed9609f149296b6cc47b8a911fea36821
30,-0.005553,0.934077,0.785494,0.836861,0.777933,False,0.018105,False,2582a9a757bb557e878236bad6935f3ed9609f149296b6cc47b8a911fea36821,0e7d6fc2925937fe3409003a1ef31efdf955e8a7da74d6959b9e5629caca34e5
31,0.009719,0.918242,0.782327,0.837214,0.772279,False,0.052864,False,0e7d6fc2925937fe3409003a1ef31efdf955e8a7da74d6959b9e5629caca34e5,6f214a6e769d59dc70900afa108c8f7f1f7c9361fcb3a2fd29faef9a910cc112
32,0.012903,0.938535,0.806271,0.836671,0.77382,False,0.005086,False,6f214a6e769d59dc70900afa108c8f7f1f7c9361fcb3a2fd29faef9a910cc112,90b436e43a74ebb70a502e2fdb90a3312106ef3f64a59d01b7d949f1d7a31807
33,-0.001706,0.914313,0.775194,0.837225,0.773936,False,0.059763,False,90b436e43a74ebb70a502e2fdb90a3312106ef3f64a59d01b7d949f1d7a31807,d36585576fedb5a782f54b79539a23262679e4a018cfb0ece82bcb6acca6e9fa
34,-0.000854,0.943423,0.802982,0.836417,0.778535,False,0.00791,False,d36585576fedb5a782f54b79539a23262679e4a018cfb0ece82bcb6acca6e9fa,ff4065a98a40cbc7713117c24b6e9c6b209d2523a7554eedc23fd2edff43806c
35,-0.007998,0.935354,0.799566,0.836811,0.775064,False,0.012106,False,ff4065a98a40cbc7713117c24b6e9c6b209d2523a7554eedc23fd2edff43806c,411b592ebb5396174d68843c6885eb81a0f2196deacd97fd8edbc1f3795f10d8
36,-0.013332,0.935467,0.781437,0.836806,0.777661,False,0.01726,False,411b592ebb5396174d68843c6885eb81a0f2196deacd97fd8edbc1f3795f10d8,1c0af4184377f957688b9afffb10ff545a3d644b505b3df672239861a86c599a
37,-0.022939,0.926041,0.768295,0.837103,0.775143,False,0.020071,False,1c0af4184377f957688b9afffb10ff545a3d644b505b3df672239861a86c599a,06b544b3e9985e1c15c5d82a6f7c1ae579cc2323e83ee2ec32bbdd949ccfcefa
38,-0.027333,0.934154,0.803888,0.836858,0.769924,False,0.010901,False,06b544b3e9985e1c15c5d82a6f7c1ae579cc2323e83ee2ec32bbdd949ccfcefa,5679f094bba118a70c758173dfa899dd065a93460b4bbfd99241a6af23cd9385
39,-0.021277,0.935228,0.801092,0.836816,0.77206,False,0.008615,False,5679f094bba118a70c758173dfa899dd065a93460b4bbfd99241a6af23cd9385,7f9457a9d813e9b2e9a3afedd7a17d091e040ea3e51bc17f8eb5328d816381fa
40,-0.013438,0.935669,0.785689,0.836798,0.776858,False,0.01614,False,7f9457a9d813e9b2e9a3afedd7a17d091e040ea3e51bc17f8eb5328d816381fa,b6ecd16f5d4a4f9156c37c3aae2475c3acd8dab525324729412c0f988b15e275
41,-0.018945,0.917495,0.760137,0.837219,0.774612,False,0.051496,False,b6ecd16f5d4a4f9156c37c3aae2475c3acd8dab525324729412c0f988b15e275,f4462010751eb76a0f3636acd3da18867c418639f5c9dc47ad3c94524ed46a7e
42,-0.023691,0.937973,0.791839,0.836697,0.774359,False,0.010731,False,f4462010751eb76a0f3636acd3da18867c418639f5c9dc47ad3c94524ed46a7e,2d7c98033979b0e19097c656220baf1ed1c764813fc1aa61da781bd1adde6b75
43,-0.022761,0.942523,0.800348,0.836468,0.774378,False,0.003204,False,2d7c98033979b0e19097c656220baf1ed1c764813fc1aa61da781bd1adde6b75,b9b8917a751c425801c1e22ab72bea7729dfe3fd6fbb07a96865936cbc9775b9
44,-0.023437,0.936829,0.785388,0.836748,0.775312,False,0.010498,False,b9b8917a751c425801c1e22ab72bea7729dfe3fd6fbb07a96865936cbc9775b9,3fdde3d77956e48f83167e81a1a106d692b753b3a2eff1c7b59c0bd3bac9043b
45,-0.024021,0.921242,0.741353,0.837186,0.778656,False,0.046365,False,3fdde3d77956e48f83167e81a1a106d692b753b3a2eff1c7b59c0bd3bac9043b,65cedf26c5302e94ab22a7c73138b8967e02d6ed66b2966976c1272366707996
46,-0.029901,0.925715,0.791298,0.83711,0.769038,False,0.017079,False,65cedf26c5302e94ab22a7c73138b8967e02d6ed66b2966976c1272366707996,58829c4b8e236d50067cc7cd1984c3a8406304a0b9b433c9a989871917f05983
47,-0.006488,0.914962,0.73816,0.837225,0.780613,False,0.046654,False,58829c4b8e236d50067cc7cd1984c3a8406304a0b9b433c9a989871917f05983,970308d2c37ebbc7b7858c390ebdcb9d9c3f2c3d67fbff6dec59e71ab7ae1419
48,0.001129,0.93335,0.758835,0.836888,0.783902,False,0.025824,False,970308d2c37ebbc7b7858c390ebdcb9d9c3f2c3d67fbff6dec59e71ab7ae1419,c0855ef86c0484f2f527bc5587420092f9b09f5388822568979eda49de1ee4e4
49,0.013904,0.910749,0.766385,0.837207,0.772006,False,0.064866,False,c0855ef86c0484f2f527bc5587420092f9b09f5388822568979eda49de1ee4e4,e304796ee86ab4ddca1c39bc6471b1813b045d6ff24b0d90731a48be6687ddf0
50,-0.001617,0.927461,0.753987,0.83707,0.782758,False,0.036164,False,e304796ee86ab4ddca1c39bc6471b1813b045d6ff24b0d90731a48be6687ddf0,cdad0ac93dc7e340a9a4256481205573c91ce11a31dac9f3c39d5c84f829063a
51,0.011968,0.915145,0.775164,0.837225,0.772181,False,0.052753,False,cdad0ac93dc7e340a9a4256481205573c91ce11a31dac9f3c39d5c84f829063a,12be4bbbf96540f97b4ce6493353571ee5a9e485148026d53f1c41aec1bb028c
52,-0.007862,0.908838,0.788265,0.837187,0.768165,False,0.064831,False,12be4bbbf96540f97b4ce6493353571ee5a9e485148026d53f1c41aec1bb028c,1f92171424deb8c0509c6e38e05f0c6572e3c38ff74a903beaa9cc2915b2860e
53,-0.002635,0.941705,0.809845,0.836512,0.776229,False,0.008118,False,1f92171424deb8c0509c6e38e05f0c6572e3c38ff74a903beaa9cc2915b2860e,5c637d46e2f4e97041c3ea44ff05e4a6fd7d0a93e41c4dcce3ccc68dd9a357c6
54,-0.007186,0.939205,0.783426,0.836639,0.779759,False,0.008414,False,5c637d46e2f4e97041c3ea44ff05e4a6fd7d0a93e41c4dcce3ccc68dd9a357c6,df4b381d808dd95af4c80abf709c0128b685c2470bea478fff154523a41069f5
55,-0.02981,0.915026,0.739772,0.837225,0.775649,False,0.050445,False,df4b381d808dd95af4c80abf709c0128b685c2470bea478fff154523a41069f5,540e38b870c766b3d0a414c75d67a3afeb05e048ec3f2f437c098ccea9f34f00
56,-0.021035,0.934672,0.800955,0.836838,0.771947,False,0.013747,False,540e38b870c766b3d0a414c75d67a3afeb05e048ec3f2f437c098ccea9f34f00,d2d45cb5fabc6e268d18b7316b00ac083a76182b468851cb614aad4a60db2bf4
57,-0.018521,0.941592,0.80832,0.836518,0.773319,False,0.004991,False,d2d45cb5fabc6e268d18b7316b00ac083a76182b468851cb614aad4a60db2bf4,827286e8827a1d2fea357566d0e903ccb0ffc979a6eb3d7b35c8dce2866a8f49
58,-0.018591,0.932275,0.782815,0.836927,0.775247,False,0.01294,False,827286e8827a1d2fea357566d0e903ccb0ffc979a6eb3d7b35c8dce2866a8f49,170daea905a7c9e74c52af6c3ab33dc157098a8cfdd077ba2242e14c56eecc5a
59,-0.036171,0.905548,0.721682,0.837136,0.774655,False,0.047631,False,170daea905a7c9e74c52af6c3ab33dc157098a8cfdd077ba2242e14c56eecc5a,8f21a0cbbef18db67273ba3b9eba29af6be55da1b52ea78d8cb0e4e843377093
60,-0.036777,0.933473,0.796772,0.836884,0.769227,False,0.007517,False,8f21a0cbbef18db67273ba3b9eba29af6be55da1b52ea78d8cb0e4e843377093,16dd3b00a3e2e00a3a7c0d1bda8f96418d79f9e474a39d4b7af3bca5313fb0ce
61,-0.042621,0.915785,0.683291,0.837224,0.784648,False,0.040054,False,16dd3b00a3e2e00a3a7c0d1bda8f96418d79f9e474a39d4b7af3bca5313fb0ce,e11307cd23f876946e97f9b80e7ab2e446d337b18a872ccc50bb80c88913af2e
62,-0.053599,0.91079,0.775449,0.837207,0.762269,False,0.055614,False,e11307cd23f876946e97f9b80e7ab2e446d337b18a872ccc50bb80c88913af2e,b3667e01eb38a5decaa81ebe227d593c29973048a74acbac99611d48388f31a3
63,-0.034457,0.915734,0.768223,0.837224,0.769277,False,0.037228,False,b3667e01eb38a5decaa81ebe227d593c29973048a74acbac99611d48388f31a3,34660d1cd9938ddf87e806f1750096327a4259446b39c74e946ae0864b9149c7
64,-0.03804,0.927316,0.805254,0.837073,0.76517,False,0.010935,False,34660d1cd9938ddf87e806f1750096327a4259446b39c74e946ae0864b9149c7,3ed52757c3c066f99b1de8a79c4e7b0f736182bc7a2105bc0a59ac06988414d8
65,-0.04512,0.908631,0.765726,0.837184,0.765148,False,0.057689,False,3ed52757c3c066f99b1de8a79c4e7b0f736182bc7a2105bc0a59ac06988414d8,7c4a465cb9c8588262f27eb01592eaf7ae8c07260e60b7bccad3d788944c4cac
66,-0.049567,0.922222,0.766274,0.837173,0.768903,False,0.020362,False,7c4a465cb9c8588262f27eb01592eaf7ae8c07260e60b7bccad3d788944c4cac,f64e22eec4c4b142bb009f1252d6bf4b32b30ba623e9df356a75608a8612e569
67,-0.029909,0.904098,0.78733,0.837106,0.762263,False,0.063897,False,f64e22eec4c4b142bb009f1252d6bf4b32b30ba623e9df356a75608a8612e569,9e502087c5a03a5b781ddcb3d658388f11e361af24191ff65fe4469a72ea30ac
68,-0.039582,0.912893,0.7624,0.837221,0.768421,False,0.056963,False,9e502087c5a03a5b781ddcb3d658388f11e361af24191ff65fe4469a72ea30ac,b82a98af502701040d263b1965bf081eddd4ad06acba825ed7d2265af7002738
69,-0.019019,0.909937,0.768005,0.837199,0.770373,False,0.067481,False,b82a98af502701040d263b1965bf081eddd4ad06acba825ed7d2265af7002738,045ec4bae93aa53fae9534f0b53bdf080acc6959bf3c1efaaee03faee1695b74
70,-0.024368,0.9232,0.734868,0.837158,0.780562,False,0.034848,False,045ec4bae93aa53fae9534f0b53bdf080acc6959bf3c1efaaee03faee1695b74,e7149a98a52b2b45675b2ed5949fd1e7003589f1cc85fbc9d98f8489a0a60113
71,-0.01886,0.932025,0.779532,0.836935,0.775764,False,0.017548,False,e7149a98a52b2b45675b2ed5949fd1e7003589f1cc85fbc9d98f8489a0a60113,80791ee23f66ecdf7d06cb4a7ddc44a0ade42546224727b5336d85063e1e7452
72,-0.008839,0.933413,0.793979,0.836886,0.775352,False,0.017064,False,80791ee23f66ecdf7d06cb4a7ddc44a0ade42546224727b5336d85063e1e7452,5f8e758c9b60366babf8f2e5e41d848e97b16c4b0a012a2ba52fb77b98990107
73,-0.008874,0.913724,0.781318,0.837223,0.771071,False,0.043626,False,5f8e758c9b60366babf8f2e5e41d848e97b16c4b0a012a2ba52fb77b98990107,23cdc7a59a5a8e953bb707a9e3292249bfd9fd4de80f348470f457a9947f877e
74,-0.018954,0.914832,0.793177,0.837225,0.767071,False,0.048148,False,23cdc7a59a5a8e953bb707a9e3292249bfd9fd4de80f348470f457a9947f877e,abd92f447887d7463a98d34bb242737fdb55f94caab3f0a978f9e543f228256a
75,-0.006112,0.929286,0.784017,0.837021,0.77648,False,0.02112,False,abd92f447887d7463a98d34bb242737fdb55f94caab3f0a978f9e543f228256a,387fc16b5a00a559b9221974acf3cef65deeab7bb332b3565f84f164b0a35d64
76,0.001806,0.930894,0.814312,0.836972,0.771832,False,0.018821,False,387fc16b5a00a559b9221974acf3cef65deeab7bb332b3565f84f164b0a35d64,e26d6ed87894b266400ed3799b8a7ac6633c7581dbde5771e04c664074e3e65d
77,0.003109,0.932254,0.740151,0.836927,0.786869,False,0.024511,False,e26d6ed87894b266400ed3799b8a7ac6633c7581dbde5771e04c664074e3e65d,62d7ea4ab3230f7861a0b3ed4417c4fac5373e30b46faa21f1ea2ec5f0eb095e
78,0.016343,0.916469,0.733589,0.837223,0.780083,False,0.044535,False,62d7ea4ab3230f7861a0b3ed4417c4fac5373e30b46faa21f1ea2ec5f0eb095e,c1867eaf2854ef5f1bba44936e235c1950d8ebbe4f4136d2499e4fc961666d56
79,-0.003352,0.92469,0.799439,0.837131,0.772366,False,0.031475,False,c1867eaf2854ef5f1bba44936e235c1950d8ebbe4f4136d2499e4fc961666d56,538a535e45d5cf04cb962e8f41f7c93650e1be36d07e532e5f45eaf2beea67e0
80,0.007924,0.935659,0.783861,0.836798,0.778323,False,0.024527,False,538a535e45d5cf04cb962e8f41f7c93650e1be36d07e532e5f45eaf2beea67e0,7f9f1c916f976ec66218be57de9195fca59c29fed07655acad1fd8b1e2627758
81,-0.004856,0.909953,0.765469,0.8372,0.773719,False,0.065862,False,7f9f1c916f976ec66218be57de9195fca59c29fed07655acad1fd8b1e2627758,aa5640abaf0e377471bec81208dd440b9c97ca236f94f542ea7c071456340322
82,0.003507,0.928864,0.772947,0.837033,0.77907,False,0.026598,False,aa5640abaf0e377471bec81208dd440b9c97ca236f94f542ea7c071456340322,36eaddc318ff216263b9cf2ab1c77f1366f2b8484ffbd45d271e47a69deec9de
83,0.022817,0.92124,0.751662,0.837186,0.776835,False,0.049982,False,36eaddc318ff216263b9cf2ab1c77f1366f2b8484ffbd45d271e47a69deec9de,1dc69be80e6b12c95ff2949b8f43727c5e16c7ecb04c805a43d45e50098e808e
84,0.031501,0.925875,0.756467,0.837107,0.775739,False,0.024521,False,1dc69be80e6b12c95ff2949b8f43727c5e16c7ecb04c805a43d45e50098e808e,02d94d735ac45622cc94bcac09f0550e25f6aadb95e4cb9fd978eded71b98f38
85,0.047678,0.92349,0.728907,0.837153,0.777193,False,0.033243,False,02d94d735ac45622cc94bcac09f0550e25f6aadb95e4cb9fd978eded71b98f38,7c85b0692c5782711ef5be0073c59f6b7d225e5905683de297146f4620bd401e
86,0.055927,0.921168,0.777757,0.837187,0.764969,False,0.021319,False,7c85b0692c5782711ef5be0073c59f6b7d225e5905683de297146f4620bd401e,b9666932e6fd669e0a9bd336f11b75d65afc0631dea1da409f9c65ecce713270
87,0.043308,0.923884,0.790355,0.837146,0.765913,False,0.019308,False,b9666932e6fd669e0a9bd336f11b75d65afc0631dea1da409f9c65ecce713270,621c9f48e5070365f0de714a1d26353a7aee0ef555f797e6a7288960edcd28d4
88,0.030084,0.915659,0.784437,0.837225,0.766883,False,0.035746,False,621c9f48e5070365f0de714a1d26353a7aee0ef555f797e6a7288960edcd28d4,2b4bc04087c0cc71672dbb1783dfc515ef4970e286392d53916d2a2fb9dc74f7
89,0.041872,0.92166,0.76325,0.837181,0.770852,False,0.020541,False,2b4bc04087c0cc71672dbb1783dfc515ef4970e286392d53916d2a2fb9dc74f7,4bdbe2dd93172b806c3af98671fb8175406f4d21de2d2a8d241f95309a2da348
90,0.050237,0.903217,0.751048,0.837086,0.76514,False,0.06566,False,4bdbe2dd93172b806c3af98671fb8175406f4d21de2d2a8d241f95309a2da348,f0461cbadc4d1b3fe67e75e1033248ee41ef5327dd887a240ab1baad57879f41
91,0.036951,0.925139,0.799598,0.837122,0.765769,False,0.024373,False,f0461cbadc4d1b3fe67e75e1033248ee41ef5327dd887a240ab1baad57879f41,c4e01ad57f35fd90075041c2ce949f1321606677f05bae0631a181891708aff7
92,0.028586,0.915034,0.723487,0.837225,0.779154,False,0.061536,False,c4e01ad57f35fd90075041c2ce949f1321606677f05bae0631a181891708aff7,6ca79b0f02a871b3dfcb567a65f1d30e8ec9fd6fcb6f935057a53beb56c97915
93,0.045223,0.896025,0.780549,0.836865,0.757671,False,0.069948,False,6ca79b0f02a871b3dfcb567a65f1d30e8ec9fd6fcb6f935057a53beb56c97915,f366ad323b937c250834c0cc09c7eaaf6698ca4100e7fe6de79990f3d5f3bda2
94,0.029375,0.919648,0.799028,0.837203,0.765497,False,0.025195,False,f366ad323b937c250834c0cc09c7eaaf6698ca4100e7fe6de79990f3d5f3bda2,eff34adef1b9f291407068017996d492bd691691daa49db2ad664b254196ed7e
95,0.045596,0.90871,0.717174,0.837185,0.774791,False,0.046119,False,eff34adef1b9f291407068017996d492bd691691daa49db2ad664b254196ed7e,bec7bbff5d30330e8794dbdf62a54b42e3e761b085283ee44cdd802dc0620c94
96,0.017936,0.904349,0.768527,0.837112,0.768508,False,0.082648,False,bec7bbff5d30330e8794dbdf62a54b42e3e761b085283ee44cdd802dc0620c94,834999a9b43e1ab53cf59c50d94af3f9b86ff9402d0ddc4da20e9ec9fabbcbd8
97,0.018447,0.937893,0.793379,0.836701,0.775073,False,0.009017,False,834999a9b43e1ab53cf59c50d94af3f9b86ff9402d0ddc4da20e9ec9fabbcbd8,15b79a1d6c0bc355fea5158b80e6f6cb063be11671d1197860c2104550854a80
98,0.010147,0.943237,0.787653,0.836428,0.77968,False,0.012936,False,15b79a1d6c0bc355fea5158b80e6f6cb063be11671d1197860c2104550854a80,7a3e2f9d592fe17a613a243e32ae8a30bb7b4d62e2c64c738b4d941550fa74fb
99,0.012918,0.926582,0.806588,0.837091,0.769675,False,0.019715,False,7a3e2f9d592fe17a613a243e32ae8a30bb7b4d62e2c64c738b4d941550fa74fb,da7e90f0aaad32b6a117972191d65933466867c04fa93c16325cdabbedae8a58
100,0.008936,0.925664,0.816609,0.837111,0.768151,False,0.010571,False,da7e90f0aaad32b6a117972191d65933466867c04fa93c16325cdabbedae8a58,b037e74206edc236fc93cb2f7e3c42ec8e044bd3132ba4360145dae70970fae1
101,-0.003381,0.900235,0.791627,0.837007,0.765332,False,0.069241,False,b037e74206edc236fc93cb2f7e3c42ec8e044bd3132ba4360145dae70970fae1,88fd2b94474ffa41f483939911474decf0f980c25323f6384797afc000783a1e
102,0.015065,0.927001,0.785404,0.837081,0.773627,False,0.028962,False,88fd2b94474ffa41f483939911474decf0f980c25323f6384797afc000783a1e,fdfed29a5db95476ec8668cac261724e87e3b1045cd90a19d81d1b774dffd998
103,0.000281,0.917003,0.729248,0.837221,0.784351,False,0.046643,False,fdfed29a5db95476ec8668cac261724e87e3b1045cd90a19d81d1b774dffd998,ce803d4c423290fba27911f3c5b477ce029836988ecc9a08cdee7264a3e62a50
104,0.001788,0.914543,0.719593,0.837225,0.78512,False,0.060843,False,ce803d4c423290fba27911f3c5b477ce029836988ecc9a08cdee7264a3e62a50,368d3b6f13073475b15420282e793902d1f8ff6510157684fe7b9b229256933a
105,0.015987,0.933924,0.790236,0.836867,0.774846,False,0.022943,False,368d3b6f13073475b15420282e793902d1f8ff6510157684fe7b9b229256933a,fcae611282ba124195b26f69b8bfe675346fe357c3e4463ace69e0402529647f
106,0.003593,0.929032,0.727998,0.837028,0.7881,False,0.039682,False,fcae611282ba124195b26f69b8bfe675346fe357c3e4463ace69e0402529647f,0b628c62a54363c17672820c95d570c5f59f55428bbb4111ded05d36bba06326
107,-0.000722,0.943747,0.793003,0.836399,0.780666,False,0.00949,False,0b628c62a54363c17672820c95d570c5f59f55428bbb4111ded05d36bba06326,0b1bfd1be72ef47ae03c12e422fe46f1c79a2821874ab427ff3c28fe87d3f269
108,0.032281,0.896521,0.731349,0.836884,0.770277,False,0.069358,False,0b1bfd1be72ef47ae03c12e422fe46f1c79a2821874ab427ff3c28fe87d3f269,23cfce2e980c3109400df0ff6fe0fa598f0f1d504f9b6831abd4eaf411261c62
109,0.02662,0.922199,0.794582,0.837173,0.767822,False,0.017404,False,23cfce2e980c3109400df0ff6fe0fa598f0f1d504f9b6831abd4eaf411261c62,3fde39a38e71d675670a2c04151768a86bee8b937ce6365c5b98b1ff862cd880
110,0.021093,0.929928,0.795236,0.837002,0.771459,False,0.014107,False,3fde39a38e71d675670a2c04151768a86bee8b937ce6365c5b98b1ff862cd880,31e7da01e2c85ee86f6b5d0e82e05aae5b362bdce2978607705c113f8d22e4e7
111,0.004832,0.920842,0.75741,0.837191,0.779144,False,0.030511,False,31e7da01e2c85ee86f6b5d0e82e05aae5b362bdce2978607705c113f8d22e4e7,baa3219a475b8d0e8637ef388fd01d2fcb879ccc75e6822797530774bfe21863
112,0.011433,0.910297,0.750543,0.837203,0.77551,False,0.057298,False,baa3219a475b8d0e8637ef388fd01d2fcb879ccc75e6822797530774bfe21863,0e5e24bf90d1f9548bcb532b085b8f8bf1fa74fe2dd5202f1c40df5da937313a
113,0.01403,0.901454,0.71382,0.837042,0.779199,False,0.074045,False,0e5e24bf90d1f9548bcb532b085b8f8bf1fa74fe2dd5202f1c40df5da937313a,664939eb6924d3da1ad323c40118f6041d966cdf17a3ee95e43d0e72d53a499f
114,0.011805,0.93104,0.764913,0.836968,0.779762,False,0.015256,False,664939eb6924d3da1ad323c40118f6041d966cdf17a3ee95e43d0e72d53a499f,e57230d4b7f8517b27fb15d918c875fd98dbe9dbe7588be2c779a02fd636e246
