cycle,event,bodies,active_bodies,light,shadow,mercury,agreements,spread,structural_stability,vitality,viability,field_charge,lattice_coherence,recursion_depth,confidence_decay,avg_trust,avg_fatigue,lineage_density,archetype_resonance,elder_feedback,closures,recursions,suspicious_closures,dream_cycles,rem_cycles,healing_cycles,renewal_cycles,new_variants,unknown_events,alpha_alerts,omega_alerts,alpha_alert,omega_alert
42,stress,40,20,0.594909,0.507583,0.520578,3,0.087325,0.991591,0.829339,0.994735,0.4543,0.991198,0,0.240735,0.854938,0,0.989575,1,0.6725,42,0,0,42,42,42,0,0,0,0,0,False,False
43,stress,40,20,0.598658,0.51156,0.591099,3,0.087098,0.993675,0.830419,0.997414,0.453303,0.994602,0,0.243476,0.855688,0,0.991876,1,0.6725,43,0,0,43,43,43,0,0,0,0,0,False,False
44,stress,40,20,0.598573,0.493922,0.549573,3,0.104652,0.995697,0.83147,0.99997,0.452584,0.997307,0,0.245998,0.856438,0,0.993901,1,0.6725,44,0,0,44,44,44,0,0,0,0,0,False,False
45,stress,40,20,0.601565,0.519129,0.55679,3,0.082437,0.997661,0.832492,1,0.451631,0.997349,0,0.248318,0.857188,0,0.995682,1,0.6725,45,0,0,45,45,45,0,0,0,0,0,False,False
46,stress,40,20,0.587429,0.52832,0.516422,3,0.071007,0.999566,0.833486,1,0.450591,0.99739,0,0.250452,0.857938,0,0.997251,1,0.6725,46,0,0,46,46,46,0,0,0,0,0,False,False
47,stress,40,20,0.596501,0.497651,0.596681,3,0.09903,1,0.834453,1,0.44996,0.997431,0,0.252416,0.858688,0,0.99863,1,0.6725,47,0,0,47,47,47,0,0,0,0,0,False,False
48,stress,40,20,0.609049,0.500787,0.548708,3,0.108262,1,0.835393,1,0.449485,0.997472,0,0.254223,0.859438,0,0.999845,1,0.6725,48,0,0,48,48,48,0,0,0,0,0,False,False
49,stress,40,20,0.575501,0.496713,0.609996,3,0.113283,1,0.836309,1,0.449104,0.997509,0,0.255885,0.860188,0,1,1,0.6725,49,0,0,49,49,49,0,0,0,0,0,False,False
50,stress,40,20,0.58326,0.528729,0.412821,1,0.170439,1,0.837199,1,0.449464,0.997547,0,0.249414,0.860938,0,1,1,0.6725,50,0,0,50,50,50,0,0,0,0,0,False,False
51,stress,40,20,0.595247,0.514542,0.564542,3,0.080706,1,0.838066,1,0.448693,0.997584,0,0.251461,0.861688,0,1,1,0.6725,51,0,0,51,51,51,0,0,0,0,0,False,False
52,stress,40,20,0.596916,0.512251,0.560738,3,0.084665,1,0.838909,1,0.448017,0.997622,0,0.253344,0.862438,0,1,1,0.6725,52,0,0,52,52,52,0,0,0,0,0,False,False
53,stress,40,20,0.588336,0.497088,0.594593,3,0.097504,1,0.83973,1,0.447544,0.997659,0,0.255077,0.863188,0,1,1,0.6725,53,0,0,53,53,53,0,0,0,0,0,False,False
54,stress,40,20,0.552889,0.519051,0.565005,3,0.045953,1,0.840529,1,0.446457,0.997697,0,0.256671,0.863938,0,1,1,0.6725,54,0,0,54,54,54,0,0,0,0,0,False,False
55,stress,40,20,0.581153,0.506044,0.587412,3,0.081368,1,0.841306,1,0.445876,0.997734,0,0.258137,0.864688,0,1,1,0.6725,55,0,0,55,55,55,0,0,0,0,0,False,False
56,stress,40,20,0.599099,0.49259,0.562987,3,0.106509,1,0.842063,1,0.445646,0.997772,0,0.259486,0.865438,0,1,1,0.6725,56,0,0,56,56,56,0,0,0,0,0,False,False
57,stress,40,20,0.620088,0.499908,0.545203,2,0.12018,1,0.8428,1,0.445606,0.997809,0,0.252727,0.866188,0,1,1,0.6725,57,0,0,57,57,57,0,0,0,0,0,False,False
58,stress,40,20,0.589484,0.501082,0.61945,2,0.118368,1,0.843518,1,0.445553,0.997847,0,0.246509,0.866938,0,1,1,0.6725,58,0,0,58,58,58,0,0,0,0,0,False,False
59,stress,40,20,0.602326,0.505427,0.562573,3,0.096899,1,0.844217,1,0.445242,0.997884,0,0.248788,0.867688,0,1,1,0.6725,59,0,0,59,59,59,0,0,0,0,0,False,False
60,stress,40,20,0.593826,0.505906,0.525732,3,0.08792,1,0.844898,1,0.444842,0.997922,0,0.250885,0.868438,0,1,1,0.6725,60,0,0,60,60,60,0,0,0,0,0,False,False
61,stress,40,20,0.583056,0.509953,0.578837,3,0.073103,1,0.845561,1,0.444286,0.997959,0,0.252814,0.869188,0,1,1,0.6725,61,0,0,61,61,61,0,0,0,0,0,False,False
62,stress,40,20,0.609535,0.480118,0.579263,2,0.129418,1,0.846207,1,0.444468,0.997997,0,0.246589,0.869938,0,1,1,0.6725,62,0,0,62,62,62,0,0,0,0,0,False,False
63,stress,40,20,0.608165,0.507058,0.519564,3,0.101107,1,0.846836,1,0.444296,0.998034,0,0.248862,0.870688,0,1,1,0.6725,63,0,0,63,63,63,0,0,0,0,0,False,False
64,stress,40,20,0.591293,0.510999,0.507594,3,0.0837,1,0.847449,1,0.443922,0.998072,0,0.250953,0.871438,0,1,1,0.6725,64,0,0,64,64,64,0,0,0,0,0,False,False
65,stress,40,20,0.626264,0.513243,0.625882,3,0.113022,1,0.848047,1,0.443942,0.998109,0,0.252877,0.872188,0,1,1,0.6725,65,0,0,65,65,65,0,0,0,0,0,False,False
66,stress,40,20,0.60603,0.507101,0.410005,2,0.196025,1,0.848629,1,0.445006,0.998147,0,0.246647,0.872938,0,1,1,0.6725,66,0,0,66,66,66,0,0,0,0,0,False,False
67,stress,40,20,0.576201,0.518664,0.550168,3,0.057537,1,0.849197,1,0.444293,0.998184,0,0.248915,0.873688,0,1,1,0.6725,67,0,0,67,67,67,0,0,0,0,0,False,False
68,stress,40,20,0.596903,0.509615,0.448386,2,0.148517,1,0.84975,1,0.444761,0.998222,0,0.243002,0.874438,0,1,1,0.6725,68,0,0,68,68,68,0,0,0,0,0,False,False
69,stress,40,20,0.599909,0.504783,0.535062,3,0.095126,1,0.85029,1,0.444547,0.998259,0,0.245562,0.875188,0,1,1,0.6725,69,0,0,69,69,69,0,0,0,0,0,False,False
70,stress,40,20,0.608844,0.486975,0.531739,2,0.121869,1,0.850816,1,0.444685,0.998297,0,0.239917,0.875938,0,1,1,0.6725,70,0,0,70,70,70,0,0,0,0,0,False,False
71,stress,40,20,0.578587,0.501557,0.564547,3,0.07703,1,0.851329,1,0.444264,0.998334,0,0.242723,0.876688,0,1,1,0.6725,71,0,0,71,71,71,0,0,0,0,0,False,False
72,stress,40,20,0.596553,0.511139,0.649156,2,0.138017,1,0.851829,1,0.444633,0.998372,0,0.237305,0.877438,0,1,1,0.6725,72,0,0,72,72,72,0,0,0,0,0,False,False
73,stress,40,20,0.622997,0.507504,0.528637,2,0.115493,1,0.852317,1,0.444711,0.998409,0,0.232321,0.878188,0,1,1,0.6725,73,0,0,73,73,73,0,0,0,0,0,False,False
74,stress,40,20,0.588364,0.519517,0.601076,3,0.081559,1,0.852793,1,0.444369,0.998447,0,0.235735,0.878938,0,1,1,0.6725,74,0,0,74,74,74,0,0,0,0,0,False,False
75,stress,40,20,0.592279,0.511261,0.515223,3,0.081018,1,0.853258,1,0.444044,0.998484,0,0.238877,0.879688,0,1,1,0.6725,75,0,0,75,75,75,0,0,0,0,0,False,False
76,stress,40,20,0.591444,0.527799,0.544568,3,0.063644,1,0.853712,1,0.443527,0.998522,0,0.241766,0.880438,0,1,1,0.6725,76,0,0,76,76,76,0,0,0,0,0,False,False
77,stress,40,20,0.607736,0.51265,0.52492,3,0.095086,1,0.854154,1,0.443436,0.998559,0,0.244425,0.881188,0,1,1,0.6725,77,0,0,77,77,77,0,0,0,0,0,False,False
78,stress,40,20,0.612946,0.511185,0.47355,2,0.139396,1,0.854586,1,0.443912,0.998597,0,0.238871,0.881938,0,1,1,0.6725,78,0,0,78,78,78,0,0,0,0,0,False,False
79,stress,40,20,0.612294,0.501955,0.555177,3,0.110339,1,0.855008,1,0.444009,0.998634,0,0.241761,0.882688,0,1,1,0.6725,79,0,0,79,79,79,0,0,0,0,0,False,False
80,stress,40,20,0.599944,0.503163,0.570699,3,0.09678,1,0.85542,1,0.443939,0.998672,0,0.24442,0.883438,0,1,1,0.6725,80,0,0,80,80,80,0,0,0,0,0,False,False
81,stress,40,20,0.582443,0.512953,0.569533,3,0.06949,1,0.855823,1,0.443539,0.998709,0,0.246867,0.884188,0,1,1,0.6725,81,0,0,81,81,81,0,0,0,0,0,False,False
82,stress,40,20,0.611664,0.502151,0.525407,3,0.109512,1,0.856216,1,0.443667,0.998747,0,0.249118,0.884938,0,1,1,0.6725,82,0,0,82,82,82,0,0,0,0,0,False,False
83,stress,40,20,0.615106,0.507348,0.513935,3,0.107758,1,0.8566,1,0.443775,0.998784,0,0.251188,0.885688,0,1,1,0.6725,83,0,0,83,83,83,0,0,0,0,0,False,False
84,stress,40,20,0.577957,0.519115,0.521974,3,0.058843,1,0.856975,1,0.443274,0.998822,0,0.253093,0.886438,0,1,1,0.6725,84,0,0,84,84,84,0,0,0,0,0,False,False
85,stress,40,20,0.600415,0.528087,0.449553,2,0.150862,1,0.857342,1,0.443956,0.998859,0,0.246846,0.887188,0,1,1,0.6725,85,0,0,85,85,85,0,0,0,0,0,False,False
86,stress,40,20,0.607405,0.499472,0.575091,3,0.107933,1,0.8577,1,0.444075,0.998897,0,0.249098,0.887938,0,1,1,0.6725,86,0,0,86,86,86,0,0,0,0,0,False,False
87,stress,40,20,0.60417,0.493795,0.585888,3,0.110375,1,0.858051,1,0.444227,0.998934,0,0.25117,0.888688,0,1,1,0.6725,87,0,0,87,87,87,0,0,0,0,0,False,False
88,stress,40,20,0.607004,0.493729,0.490122,2,0.116882,1,0.858394,1,0.44446,0.998972,0,0.245077,0.889438,0,1,1,0.6725,88,0,0,88,88,88,0,0,0,0,0,False,False
89,stress,40,20,0.591241,0.486815,0.530886,3,0.104426,1,0.858729,1,0.444534,0.999009,0,0.24747,0.890188,0,1,1,0.6725,89,0,0,89,89,89,0,0,0,0,0,False,False
90,stress,40,20,0.595275,0.498685,0.551769,3,0.09659,1,0.859057,1,0.444514,0.999047,0,0.249673,0.890938,0,1,1,0.6725,90,0,0,90,90,90,0,0,0,0,0,False,False
91,stress,40,20,0.586584,0.504851,0.584945,3,0.081733,1,0.859377,1,0.444317,0.999084,0,0.251699,0.891688,0,1,1,0.6725,91,0,0,91,91,91,0,0,0,0,0,False,False
92,stress,40,20,0.622349,0.526295,0.546214,3,0.096055,1,0.859691,1,0.444317,0.999122,0,0.253563,0.892438,0,1,1,0.6725,92,0,0,92,92,92,0,0,0,0,0,False,False
93,stress,40,20,0.609736,0.496518,0.580718,3,0.113218,1,0.859999,1,0.444539,0.999159,0,0.255278,0.893188,0,1,1,0.6725,93,0,0,93,93,93,0,0,0,0,0,False,False
94,stress,40,20,0.610461,0.511402,0.570152,3,0.09906,1,0.860299,1,0.444581,0.999197,0,0.256856,0.893938,0,1,1,0.6725,94,0,0,94,94,94,0,0,0,0,0,False,False
95,stress,40,20,0.58725,0.492459,0.506118,3,0.094791,1,0.860594,1,0.444575,0.999234,0,0.258307,0.894688,0,1,1,0.6725,95,0,0,95,95,95,0,0,0,0,0,False,False
96,stress,40,20,0.602029,0.509908,0.543916,3,0.092121,1,0.860882,1,0.444545,0.999272,0,0.259643,0.895438,0,1,1,0.6725,96,0,0,96,96,96,0,0,0,0,0,False,False
97,stress,40,20,0.608004,0.500606,0.422527,2,0.185477,1,0.861165,1,0.44569,0.999309,0,0.252871,0.896188,0,1,1,0.6725,97,0,0,97,97,97,0,0,0,0,0,False,False
98,stress,40,20,0.604297,0.497873,0.591037,3,0.106424,1,0.861442,1,0.445798,0.999347,0,0.254642,0.896938,0,1,1,0.6725,98,0,0,98,98,98,0,0,0,0,0,False,False
99,stress,40,20,0.58719,0.507911,0.657701,2,0.14979,1,0.861713,1,0.446451,0.999384,0,0.24827,0.897688,0,1,1,0.6725,99,0,0,99,99,99,0,0,0,0,0,False,False
100,stress,40,20,0.614006,0.490389,0.605648,1,0.123617,1,0.861979,1,0.446751,0.999422,0,0.242409,0.898438,0,1,1,0.6725,100,0,0,100,100,100,0,0,0,0,0,False,False
101,stress,40,20,0.613883,0.511521,0.469889,2,0.143993,1,0.862239,1,0.447299,0.999459,0,0.237016,0.899188,0,1,1,0.6725,101,0,0,101,101,101,0,0,0,0,0,False,False
102,stress,40,20,0.605824,0.501199,0.630469,2,0.12927,1,0.862495,1,0.447644,0.999497,0,0.232055,0.899938,0,1,1,0.6725,102,0,0,102,102,102,0,0,0,0,0,False,False
103,stress,40,20,0.608918,0.504314,0.605857,3,0.104604,1,0.862746,1,0.44767,0.999534,0,0.23549,0.900688,0,1,1,0.6725,103,0,0,103,103,103,0,0,0,0,0,False,False
104,stress,40,20,0.583863,0.521271,0.598435,3,0.077164,1,0.862992,1,0.447361,0.999572,0,0.238651,0.901438,0,1,1,0.6725,104,0,0,104,104,104,0,0,0,0,0,False,False
105,stress,40,20,0.601136,0.502113,0.586041,3,0.099023,1,0.863233,1,0.447348,0.999609,0,0.241559,0.902188,0,1,1,0.6725,105,0,0,105,105,105,0,0,0,0,0,False,False
106,stress,40,20,0.601244,0.491456,0.484873,2,0.116371,1,0.86347,1,0.44756,0.999647,0,0.236234,0.902938,0,1,1,0.6725,106,0,0,106,106,106,0,0,0,0,0,False,False
107,stress,40,20,0.594069,0.511413,0.490907,3,0.103162,1,0.863702,1,0.447604,0.999684,0,0.239336,0.903688,0,1,1,0.6725,107,0,0,107,107,107,0,0,0,0,0,False,False
108,stress,40,20,0.586146,0.522492,0.502016,3,0.08413,1,0.86393,1,0.447416,0.999722,0,0.242189,0.904438,0,1,1,0.6725,108,0,0,108,108,108,0,0,0,0,0,False,False
109,stress,40,20,0.59749,0.514935,0.507986,3,0.089504,1,0.864154,1,0.447313,0.999759,0,0.244814,0.905188,0,1,1,0.6725,109,0,0,109,109,109,0,0,0,0,0,False,False
110,stress,40,20,0.576136,0.498778,0.607434,3,0.108656,1,0.864374,1,0.447462,0.999797,0,0.247229,0.905938,0,1,1,0.6725,110,0,0,110,110,110,0,0,0,0,0,False,False
111,stress,40,20,0.599537,0.51713,0.490994,3,0.108543,1,0.864591,1,0.44761,0.999834,0,0.24945,0.906688,0,1,1,0.6725,111,0,0,111,111,111,0,0,0,0,0,False,False
112,stress,40,20,0.607853,0.488438,0.586851,2,0.119415,1,0.864803,1,0.447894,0.999872,0,0.243494,0.907438,0,1,1,0.6725,112,0,0,112,112,112,0,0,0,0,0,False,False
113,stress,40,20,0.576101,0.51588,0.530935,3,0.06022,1,0.865012,1,0.447432,0.999909,0,0.246015,0.908188,0,1,1,0.6725,113,0,0,113,113,113,0,0,0,0,0,False,False
114,stress,40,20,0.583355,0.514235,0.57826,3,0.06912,1,0.865217,1,0.447113,0.999947,0,0.248333,0.908938,0,1,1,0.6725,114,0,0,114,114,114,0,0,0,0,0,False,False
115,stress,40,20,0.613971,0.49535,0.568378,2,0.118621,1,0.865419,1,0.447435,0.999984,0,0.242467,0.909688,0,1,1,0.6725,115,0,0,115,115,115,0,0,0,0,0,False,False
116,stress,40,20,0.591484,0.534209,0.524258,3,0.067226,1,0.865618,1,0.447108,1,0,0.245069,0.910438,0,1,1,0.6725,116,0,0,116,116,116,0,0,0,0,0,False,False
117,stress,40,20,0.59165,0.520821,0.56511,3,0.070829,1,0.865814,1,0.446849,1,0,0.247464,0.911162,0,1,1,0.6725,117,0,0,117,117,117,0,0,0,0,0,False,False
118,stress,40,20,0.580902,0.517849,0.567954,3,0.063052,1,0.866006,1,0.446514,1,0,0.249667,0.911859,0,1,1,0.6725,118,0,0,118,118,118,0,0,0,0,0,False,False
119,stress,40,20,0.595657,0.483419,0.550361,3,0.112239,1,0.866195,1,0.446818,1,0,0.251693,0.912498,0,1,1,0.6725,119,0,0,119,119,119,0,0,0,0,0,False,False
120,stress,40,20,0.600309,0.487441,0.585587,3,0.112868,1,0.866382,1,0.447123,1,0,0.253558,0.913136,0,1,1,0.6725,120,0,0,120,120,120,0,0,0,0,0,False,False
121,stress,40,20,0.614284,0.481156,0.603518,1,0.133128,1,0.866565,1,0.447674,1,0,0.247273,0.913773,0,1,1,0.6725,121,0,0,121,121,121,0,0,0,0,0,False,False
122,stress,40,20,0.59848,0.487453,0.570234,3,0.111027,1,0.866746,1,0.447929,1,0,0.249491,0.914411,0,1,1,0.6725,122,0,0,122,122,122,0,0,0,0,0,False,False
123,stress,40,20,0.619443,0.53219,0.499847,2,0.119596,1,0.866924,1,0.448286,1,0,0.243532,0.915048,0,1,1,0.6725,123,0,0,123,123,123,0,0,0,0,0,False,False
124,stress,40,20,0.617781,0.474486,0.529717,2,0.143295,1,0.8671,1,0.448929,1,0,0.23805,0.915686,0,1,1,0.6725,124,0,0,124,124,124,0,0,0,0,0,False,False
125,stress,40,20,0.59962,0.491785,0.532728,3,0.107835,1,0.867273,1,0.449105,1,0,0.241006,0.916295,0,1,1,0.6725,125,0,0,125,125,125,0,0,0,0,0,False,False
126,stress,40,20,0.596508,0.518643,0.501576,3,0.094932,1,0.867443,1,0.449119,1,0,0.243725,0.916873,0,1,1,0.6725,126,0,0,126,126,126,0,0,0,0,0,False,False
127,stress,40,20,0.606472,0.51663,0.674366,2,0.157736,1,0.867611,1,0.449924,1,0,0.238227,0.917436,0,1,1,0.6725,127,0,0,127,127,127,0,0,0,0,0,False,False
128,stress,40,20,0.613027,0.500575,0.542066,3,0.112452,1,0.867777,1,0.450132,1,0,0.241169,0.917998,0,1,1,0.6725,128,0,0,128,128,128,0,0,0,0,0,False,False
129,stress,40,20,0.602052,0.489673,0.560677,3,0.112379,1,0.867941,1,0.450336,1,0,0.243875,0.918561,0,1,1,0.6725,129,0,0,129,129,129,0,0,0,0,0,False,False
130,stress,40,20,0.613656,0.50769,0.568112,3,0.105965,1,0.868103,1,0.450457,1,0,0.246365,0.919123,0,1,1,0.6725,130,0,0,130,130,130,0,0,0,0,0,False,False
131,stress,40,20,0.582736,0.512095,0.501186,3,0.08155,1,0.868262,1,0.450275,1,0,0.248656,0.919672,0,1,1,0.6725,131,0,0,131,131,131,0,0,0,0,0,False,False
132,stress,40,20,0.582574,0.51059,0.538787,3,0.071984,1,0.868419,1,0.44999,1,0,0.250764,0.920159,0,1,1,0.6725,132,0,0,132,132,132,0,0,0,0,0,False,False
133,stress,40,20,0.606994,0.514529,0.517894,3,0.092465,1,0.868575,1,0.449984,1,0,0.252703,0.920641,0,1,1,0.6725,133,0,0,133,133,133,0,0,0,0,0,False,False
