cycle,output,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
30,0.025493,0.006993,0.000828,0.001479,0.024014,4,0.975703,0.994486,0.993007,0.561061,0.920654,0.835438,0.837193,0.025,0.12,1.0,0.0
31,0.017486,0.009402,0.001691,0.006993,0.010493,3,0.983511,0.997591,0.990598,0.556564,0.92329,0.84437,0.837156,0.025,0.124,1.0,0.0
32,0.008943,0.009297,0.00277,0.009402,-0.000459,2,0.992677,0.999895,0.990703,0.552495,0.925659,0.854553,0.837111,0.025,0.128,1.0,0.0
33,0.003377,0.007938,0.003684,0.009297,-0.00592,1,0.997793,0.998641,0.992062,0.55976,0.925574,0.857853,0.837113,0.025,0.132,1.0,0.0
34,-0.004062,0.005183,0.00428,0.007938,-0.011999,11,0.992377,0.997245,0.994817,0.554233,0.923649,0.853818,0.83715,0.025,0.136,1.0,0.0
35,-0.00041,0.003898,0.004406,0.005183,-0.005593,10,0.998968,0.998716,0.996102,0.553209,0.925755,0.860666,0.837109,0.025,0.14,1.0,0.0
36,0.000165,0.003041,0.004335,0.003898,-0.003733,9,0.997599,0.999143,0.996959,0.546873,0.925535,0.86088,0.837114,0.025,0.144,1.0,0.0
37,-0.012802,-0.000596,0.004154,0.003041,-0.015844,8,0.985822,0.996362,0.999404,0.553022,0.923594,0.847567,0.837151,0.025,0.148,1.0,0.0
38,-0.009597,-0.002663,0.003489,-0.000596,-0.009001,7,0.989654,0.997933,0.997337,0.561201,0.926364,0.849354,0.837096,0.025,0.152,1.0,0.0
39,-0.00051,-0.002169,0.002628,-0.002663,0.002153,6,0.998934,0.999506,0.997831,0.550054,0.92676,0.861421,0.837087,0.025,0.156,1.0,0.0
40,-0.002471,-0.002238,0.001956,-0.002169,-0.000302,5,0.993744,0.999931,0.997762,0.550689,0.927394,0.856072,0.837071,0.025,0.16,1.0,0.0
41,-0.007725,-0.003498,0.001369,-0.002238,-0.005487,4,0.987272,0.99874,0.996502,0.55111,0.925563,0.849494,0.837113,0.025,0.164,1.0,0.0
42,0.003512,-0.001888,0.000688,-0.003498,0.00701,3,0.991665,0.998391,0.998112,0.551554,0.92563,0.853777,0.837112,0.025,0.168,1.0,0.0
43,-0.007276,-0.003125,0.000327,-0.001888,-0.005387,2,0.994825,0.998763,0.996875,0.541338,0.924133,0.859491,0.837142,0.025,0.172,1.0,0.0
44,-0.007547,-0.00414,-0.000156,-0.003125,-0.004422,1,0.995459,0.998985,0.99586,0.550053,0.925531,0.857946,0.837114,0.025,0.176,1.0,0.0
45,-0.003965,-0.0041,-0.000714,-0.00414,0.000175,11,0.996594,0.99996,0.9959,0.553838,0.927414,0.858134,0.837071,0.025,0.18,1.0,0.0
46,-0.009407,-0.005319,-0.001188,-0.0041,-0.005307,10,0.994514,0.998781,0.994681,0.553674,0.925517,0.856096,0.837114,0.025,0.184,1.0,0.0
47,-0.007542,-0.005829,-0.001766,-0.005319,-0.002224,9,0.994268,0.999489,0.994171,0.551887,0.926007,0.856296,0.837104,0.025,0.188,1.0,0.0
48,0.003419,-0.003706,-0.002335,-0.005829,0.009249,8,0.989377,0.997876,0.996294,0.546345,0.923621,0.852791,0.837151,0.025,0.192,1.0,0.0
49,0.000577,-0.002722,-0.002527,-0.003706,0.004283,7,0.997299,0.999017,0.997278,0.550186,0.925991,0.859753,0.837104,0.025,0.196,1.0,0.0
50,-0.013242,-0.005138,-0.002554,-0.002722,-0.010519,6,0.990344,0.997585,0.994862,0.549643,0.923369,0.852933,0.837155,0.025,0.2,1.0,0.0
51,-0.003494,-0.00476,-0.002916,-0.005138,0.001644,5,0.998287,0.999623,0.99524,0.545886,0.925519,0.861816,0.837114,0.025,0.204,1.0,0.0
52,-0.005075,-0.004833,-0.003174,-0.00476,-0.000315,4,0.999007,0.999928,0.995167,0.545639,0.925855,0.862597,0.837107,0.025,0.208,1.0,0.0
53,0.0005,-0.003608,-0.003406,-0.004833,0.005332,3,0.996147,0.998776,0.996392,0.555592,0.926295,0.857249,0.837097,0.025,0.212,1.0,0.0
54,0.016105,0.000918,-0.003435,-0.003608,0.019714,2,0.981346,0.995474,0.999082,0.552282,0.922232,0.843276,0.837173,0.025,0.216,1.0,0.0
55,-0.000285,0.000642,-0.002825,0.000918,-0.001203,1,0.997142,0.999724,0.999358,0.547096,0.926997,0.860368,0.837081,0.025,0.22,1.0,0.0
56,-0.007363,-0.001196,-0.00234,0.000642,-0.008005,11,0.991906,0.998162,0.998804,0.535865,0.923018,0.85794,0.837161,0.025,0.224,1.0,0.0
57,0.003032,-0.000225,-0.00218,-0.001196,0.004228,10,0.998177,0.999029,0.999775,0.554773,0.92744,0.859484,0.83707,0.025,0.228,1.0,0.0
58,-0.003749,-0.001034,-0.001906,-0.000225,-0.003524,9,0.999669,0.999191,0.998966,0.543392,0.925603,0.863821,0.837113,0.025,0.232,1.0,0.0
59,0.015738,0.002817,-0.001784,-0.001034,0.016772,8,0.98262,0.996149,0.997183,0.538789,0.920419,0.847923,0.837196,0.025,0.236,1.0,0.0
60,0.006083,0.003567,-0.00114,0.002817,0.003267,7,0.989755,0.99925,0.996433,0.539566,0.924358,0.854864,0.837137,0.025,0.24,1.0,0.0
61,-0.003751,0.001886,-0.000481,0.003567,-0.007318,6,0.991345,0.99832,0.998114,0.540835,0.923824,0.856137,0.837147,0.025,0.244,1.0,0.0
62,0.010421,0.003846,-0.00015,0.001886,0.008535,5,0.988287,0.99804,0.996154,0.549054,0.924228,0.851024,0.83714,0.025,0.248,1.0,0.0
63,-0.021017,-0.001863,0.00041,0.003846,-0.024864,4,0.978934,0.994291,0.998137,0.546632,0.919529,0.842276,0.837204,0.025,0.252,1.0,0.0
64,-0.010359,-0.003813,9.2e-05,-0.001863,-0.008496,3,0.994231,0.998049,0.996187,0.530415,0.921266,0.861627,0.837186,0.025,0.256,1.0,0.0
65,0.002272,-0.002416,-0.000455,-0.003813,0.006085,2,0.99909,0.998603,0.997584,0.542305,0.924278,0.863513,0.837139,0.025,0.26,1.0,0.0
66,-0.022973,-0.007136,-0.00073,-0.002416,-0.020557,1,0.980695,0.99528,0.992864,0.54111,0.918452,0.845418,0.837213,0.025,0.264,1.0,0.0
67,-0.002401,-0.006049,-0.001627,-0.007136,0.004735,11,0.9974,0.998913,0.993951,0.550387,0.924957,0.859803,0.837126,0.025,0.268,1.0,0.0
68,0.00496,-0.003521,-0.002246,-0.006049,0.011009,10,0.989617,0.997472,0.996479,0.540894,0.922276,0.854394,0.837172,0.025,0.272,1.0,0.0
69,0.013117,0.000299,-0.002424,-0.003521,0.016638,9,0.985263,0.99618,0.999701,0.543716,0.921952,0.849334,0.837177,0.025,0.276,1.0,0.0
70,0.007605,0.001976,-0.002043,0.000299,0.007306,8,0.989427,0.998323,0.998024,0.537943,0.92334,0.854942,0.837155,0.025,0.28,1.0,0.0
71,0.003048,0.002223,-0.00148,0.001976,0.001072,7,0.997751,0.999754,0.997777,0.532079,0.924191,0.864731,0.837141,0.025,0.284,1.0,0.0
72,-0.010744,-0.000755,-0.000962,0.002223,-0.012966,6,0.988515,0.997023,0.999245,0.540512,0.922406,0.853387,0.83717,0.025,0.288,1.0,0.0
73,0.00986,0.001683,-0.000933,-0.000755,0.010615,5,0.992387,0.997563,0.998317,0.533108,0.921662,0.85911,0.837181,0.025,0.292,1.0,0.0
74,-0.02291,-0.003964,-0.000567,0.001683,-0.024593,4,0.976193,0.994353,0.996036,0.541319,0.918171,0.840863,0.837215,0.025,0.296,1.0,0.0
75,0.002518,-0.002476,-0.001042,-0.003964,0.006482,3,0.994239,0.998512,0.997524,0.544044,0.924422,0.858228,0.837136,0.025,0.3,1.0,0.0
76,-0.013994,-0.00512,-0.001243,-0.002476,-0.011518,2,0.984255,0.997355,0.99488,0.527383,0.919514,0.85241,0.837205,0.025,0.304,1.0,0.0
77,0.001647,-0.003567,-0.001786,-0.00512,0.006767,1,0.993607,0.998446,0.996433,0.530089,0.921799,0.861084,0.837179,0.025,0.308,1.0,0.0
78,-0.015528,-0.006313,-0.002035,-0.003567,-0.011961,11,0.9878,0.997254,0.993687,0.533434,0.920017,0.854441,0.8372,0.025,0.312,1.0,0.0
79,-0.015346,-0.008387,-0.002634,-0.006313,-0.009033,10,0.990632,0.997926,0.991613,0.542322,0.921731,0.855051,0.83718,0.025,0.316,1.0,0.0
80,-0.015183,-0.009947,-0.003439,-0.008387,-0.006796,9,0.989434,0.99844,0.990053,0.531821,0.920281,0.856479,0.837197,0.025,0.32,1.0,0.0
81,-0.004289,-0.008648,-0.004351,-0.009947,0.005658,8,0.99826,0.998701,0.991352,0.545143,0.923115,0.861974,0.837159,0.025,0.324,1.0,0.0
82,-0.013676,-0.009803,-0.004952,-0.008648,-0.005028,7,0.994388,0.998846,0.990197,0.53655,0.921605,0.86025,0.837181,0.025,0.328,1.0,0.0
83,-0.007228,-0.009212,-0.005631,-0.009803,0.002574,6,0.998372,0.999409,0.990788,0.529904,0.921438,0.865896,0.837184,0.025,0.332,1.0,0.0
84,-0.006287,-0.00854,-0.006133,-0.009212,0.002925,5,0.997934,0.999328,0.99146,0.537766,0.92278,0.863493,0.837164,0.025,0.336,1.0,0.0
85,-0.008845,-0.00861,-0.00647,-0.00854,-0.000305,4,0.997683,0.99993,0.99139,0.543385,0.92444,0.861837,0.837136,0.025,0.34,1.0,0.0
86,0.001131,-0.006374,-0.006769,-0.00861,0.009741,3,0.991782,0.997764,0.993626,0.54024,0.92175,0.856722,0.837179,0.025,0.344,1.0,0.0
87,0.008704,-0.002912,-0.006714,-0.006374,0.015078,2,0.995171,0.996538,0.997088,0.534272,0.920174,0.861603,0.837198,0.025,0.348,1.0,0.0
88,-0.006633,-0.003766,-0.006182,-0.002912,-0.003722,1,0.996365,0.999146,0.996234,0.537936,0.923906,0.861882,0.837146,0.025,0.352,1.0,0.0
89,0.002488,-0.00233,-0.005843,-0.003766,0.006254,11,0.99176,0.998564,0.99767,0.530468,0.922358,0.859143,0.837171,0.025,0.356,1.0,0.0
90,-0.011548,-0.004447,-0.005352,-0.00233,-0.009218,10,0.99057,0.997884,0.995553,0.525536,0.920093,0.859186,0.837199,0.025,0.36,1.0,0.0
91,-0.004941,-0.00456,-0.005225,-0.004447,-0.000494,9,0.99215,0.999887,0.99544,0.526403,0.9228,0.86055,0.837164,0.025,0.364,1.0,0.0
92,-0.003419,-0.004298,-0.005132,-0.00456,0.001141,8,0.998456,0.999738,0.995702,0.531689,0.923527,0.865534,0.837152,0.025,0.368,1.0,0.0
93,0.005395,-0.002073,-0.005015,-0.004298,0.009693,7,0.98859,0.997775,0.997927,0.531817,0.921621,0.855636,0.837181,0.025,0.372,1.0,0.0
94,0.005947,-0.000231,-0.004603,-0.002073,0.008019,6,0.98623,0.998159,0.999769,0.52797,0.92202,0.854238,0.837176,0.025,0.376,1.0,0.0
95,-0.010082,-0.002493,-0.003991,-0.000231,-0.00985,5,0.991807,0.997738,0.997507,0.534215,0.92184,0.858253,0.837178,0.025,0.38,1.0,0.0
96,0.00573,-0.000605,-0.003781,-0.002493,0.008223,4,0.986573,0.998112,0.999395,0.524619,0.921319,0.855418,0.837185,0.025,0.384,1.0,0.0
97,0.011564,0.002189,-0.003337,-0.000605,0.012169,3,0.995257,0.997206,0.997811,0.524041,0.919607,0.864246,0.837204,0.025,0.388,1.0,0.0
98,-0.006639,0.000162,-0.002563,0.002189,-0.008828,2,0.986168,0.997973,0.999838,0.522192,0.920874,0.85562,0.83719,0.025,0.392,1.0,0.0
99,-0.001559,-0.000233,-0.002182,0.000162,-0.001721,1,0.999039,0.999605,0.999767,0.521333,0.922835,0.868706,0.837164,0.025,0.396,1.0,0.0
100,0.000525,-5.9e-05,-0.001909,-0.000233,0.000758,11,0.996406,0.999826,0.999941,0.525313,0.923808,0.865077,0.837147,0.025,0.4,1.0,0.0
101,-0.00897,-0.002105,-0.00165,-5.9e-05,-0.008911,10,0.992166,0.997954,0.997895,0.523459,0.920508,0.861301,0.837195,0.025,0.404,1.0,0.0
102,0.006444,-0.000142,-0.001714,-0.002105,0.008549,9,0.991083,0.998037,0.999858,0.5161,0.919988,0.862058,0.8372,0.025,0.408,1.0,0.0
103,0.008812,0.001914,-0.001494,-0.000142,0.008954,8,0.985184,0.997944,0.998086,0.516836,0.919489,0.855975,0.837205,0.025,0.412,1.0,0.0
104,0.01899,0.005834,-0.001017,0.001914,0.017077,7,0.982287,0.996079,0.994166,0.516535,0.915922,0.853154,0.837224,0.025,0.416,1.0,0.0
105,0.026833,0.010656,-5.7e-05,0.005834,0.020998,6,0.980713,0.995179,0.989344,0.52053,0.914042,0.850581,0.837224,0.025,0.42,1.0,0.0
106,-0.006193,0.006787,0.001442,0.010656,-0.016848,5,0.991382,0.996132,0.993213,0.517342,0.915852,0.862047,0.837224,0.025,0.424,1.0,0.0
107,0.001449,0.005562,0.002191,0.006787,-0.005339,4,0.993928,0.998774,0.994438,0.517272,0.919615,0.86461,0.837204,0.025,0.428,1.0,0.0
108,0.00626,0.005722,0.002663,0.005562,0.000699,3,0.996358,0.99984,0.994278,0.511549,0.920037,0.868471,0.8372,0.025,0.432,1.0,0.0
109,0.024515,0.010037,0.003091,0.005722,0.018793,2,0.972686,0.995685,0.989963,0.514833,0.913962,0.843977,0.837224,0.025,0.436,1.0,0.0
110,0.003077,0.008439,0.004063,0.010037,-0.00696,1,0.994551,0.998402,0.991561,0.514444,0.917874,0.86594,0.837217,0.025,0.44,1.0,0.0
111,-0.004725,0.005416,0.004676,0.008439,-0.013164,11,0.995399,0.996978,0.994584,0.52259,0.918174,0.864751,0.837215,0.025,0.444,1.0,0.0
112,0.001843,0.004596,0.00478,0.005416,-0.003573,10,0.998975,0.99918,0.995404,0.514108,0.919905,0.870447,0.837201,0.025,0.448,1.0,0.0
113,0.008028,0.005384,0.004754,0.004596,0.003432,9,0.992788,0.999212,0.994616,0.511426,0.919298,0.864931,0.837207,0.025,0.452,1.0,0.0
114,0.009044,0.006224,0.004842,0.005384,0.00366,8,0.994204,0.99916,0.993776,0.521665,0.920633,0.863787,0.837193,0.025,0.456,1.0,0.0
115,-0.001782,0.004386,0.005036,0.006224,-0.008007,7,0.998673,0.998162,0.995614,0.513375,0.918525,0.870329,0.837213,0.025,0.46,1.0,0.0
116,-0.006747,0.00183,0.004945,0.004386,-0.011133,6,0.987894,0.997444,0.99817,0.513494,0.918328,0.859521,0.837214,0.025,0.464,1.0,0.0
117,0.002919,0.00208,0.004509,0.00183,0.00109,5,0.999712,0.99975,0.99792,0.509581,0.920626,0.872317,0.837193,0.025,0.468,1.0,0.0
118,0.01922,0.006015,0.004169,0.00208,0.01714,4,0.975981,0.996065,0.993985,0.5059,0.914151,0.849506,0.837224,0.025,0.472,1.0,0.0
119,-0.005901,0.003279,0.004427,0.006015,-0.011917,3,0.989624,0.997264,0.996721,0.499665,0.915476,0.864708,0.837225,0.025,0.476,1.0,0.0
120,-0.005054,0.001366,0.004266,0.003279,-0.008333,2,0.998459,0.998087,0.998634,0.505003,0.917934,0.872208,0.837216,0.025,0.48,1.0,0.0
121,-0.005332,-0.000172,0.00386,0.001366,-0.006698,1,0.987884,0.998462,0.999828,0.504335,0.918649,0.861801,0.837212,0.025,0.484,1.0,0.0
122,0.017533,0.003893,0.003296,-0.000172,0.017705,11,0.981586,0.995935,0.996107,0.508154,0.914937,0.854548,0.837225,0.025,0.488,1.0,0.0
123,-0.00436,0.001998,0.003379,0.003893,-0.008253,10,0.988381,0.998105,0.998002,0.508582,0.918354,0.861236,0.837214,0.025,0.492,1.0,0.0
124,-0.011333,-0.001063,0.003186,0.001998,-0.013331,9,0.98997,0.996939,0.998937,0.504879,0.91651,0.86375,0.837223,0.025,0.496,1.0,0.0
125,0.000187,-0.000776,0.002591,-0.001063,0.001249,8,0.989861,0.999713,0.999224,0.500441,0.919481,0.864751,0.837205,0.025,0.5,1.0,0.0
126,-0.009176,-0.002705,0.00212,-0.000776,-0.0084,7,0.9859,0.998071,0.997295,0.50768,0.917968,0.85898,0.837216,0.025,0.504,1.0,0.0
127,0.007929,-0.000263,0.001444,-0.002705,0.010633,6,0.986734,0.997559,0.999737,0.509813,0.918327,0.859281,0.837214,0.025,0.508,1.0,0.0
128,0.014128,0.003041,0.001205,-0.000263,0.014391,5,0.997836,0.996696,0.996959,0.504107,0.915516,0.871809,0.837225,0.025,0.512,1.0,0.0
129,0.000183,0.002385,0.001462,0.003041,-0.002858,4,0.998925,0.999344,0.997615,0.495632,0.917782,0.875017,0.837217,0.025,0.516,1.0,0.0
130,-0.003,0.001149,0.001592,0.002385,-0.005385,3,0.999416,0.998764,0.998851,0.497677,0.917702,0.874997,0.837218,0.025,0.52,1.0,0.0
131,0.003185,0.001616,0.001529,0.001149,0.002036,2,0.99532,0.999533,0.998384,0.492354,0.917717,0.872231,0.837218,0.025,0.524,1.0,0.0
132,-0.010492,-0.001164,0.001542,0.001616,-0.012108,1,0.991416,0.99722,0.998836,0.501314,0.916275,0.866087,0.837223,0.025,0.528,1.0,0.0
133,0.003296,-0.00014,0.001163,-0.001164,0.00446,11,0.994273,0.998976,0.99986,0.501362,0.918849,0.868933,0.83721,0.025,0.532,1.0,0.0
134,0.005297,0.001108,0.00098,-0.00014,0.005437,10,0.992569,0.998752,0.998892,0.504793,0.918836,0.86637,0.83721,0.025,0.536,1.0,0.0
135,0.01212,0.003637,0.000998,0.001108,0.011012,9,0.987969,0.997472,0.996363,0.498626,0.91548,0.863312,0.837225,0.025,0.54,1.0,0.0
136,0.012144,0.00559,0.001368,0.003637,0.008508,8,0.992876,0.998047,0.99441,0.50326,0.91642,0.867061,0.837223,0.025,0.544,1.0,0.0
137,-0.00989,0.002036,0.001959,0.00559,-0.015481,7,0.985373,0.996446,0.997964,0.494494,0.913935,0.86175,0.837224,0.025,0.548,1.0,0.0
138,0.003042,0.002267,0.00197,0.002036,0.001006,7,0.984061,0.999769,0.997733,0.49267,0.917893,0.860893,0.837217,0.025,0.552,1.0,0.0
139,-0.005324,0.000524,0.002011,0.002267,-0.00759,5,0.995738,0.998257,0.999476,0.494606,0.916728,0.872086,0.837222,0.025,0.556,1.0,0.0
140,0.003912,0.001302,0.001803,0.000524,0.003388,4,0.995667,0.999222,0.998698,0.484842,0.9162,0.874456,0.837224,0.025,0.56,1.0,0.0
141,-0.005053,-0.000157,0.001733,0.001302,-0.006355,3,0.996668,0.998541,0.999843,0.496869,0.917561,0.872451,0.837218,0.025,0.564,1.0,0.0
142,0.004151,0.000832,0.001468,-0.000157,0.004308,2,0.998045,0.999011,0.999168,0.490929,0.917032,0.875313,0.837221,0.025,0.568,1.0,0.0
143,-0.017545,-0.003387,0.001379,0.000832,-0.018377,2,0.995806,0.995781,0.996613,0.485288,0.91122,0.874484,0.837211,0.025,0.572,1.0,0.0
144,-0.000508,-0.002726,0.000712,-0.003387,0.002879,11,0.987336,0.999339,0.997274,0.486994,0.916297,0.865587,0.837223,0.025,0.576,1.0,0.0
145,-0.006216,-0.003528,0.000231,-0.002726,-0.00349,11,0.994918,0.999199,0.996472,0.484957,0.915565,0.873678,0.837225,0.025,0.58,1.0,0.0
146,0.004238,-0.001745,-0.000296,-0.003528,0.007766,10,0.998949,0.998217,0.998255,0.482239,0.914355,0.878389,0.837225,0.025,0.584,1.0,0.0
147,-0.002363,-0.001887,-0.000498,-0.001745,-0.000618,7,0.999058,0.999858,0.998113,0.483106,0.916584,0.878281,0.837222,0.025,0.588,1.0,0.0
148,0.001278,-0.00116,-0.000693,-0.001887,0.003164,6,0.998689,0.999274,0.99884,0.475786,0.914858,0.879742,0.837225,0.025,0.592,1.0,0.0
149,0.01203,0.001868,-0.000758,-0.00116,0.01319,7,0.996491,0.996972,0.998132,0.480069,0.912356,0.876474,0.837218,0.025,0.596,1.0,0.0
150,0.005455,0.002692,-0.000391,0.001868,0.003586,6,0.993813,0.999177,0.997308,0.489354,0.916474,0.871475,0.837223,0.025,0.6,1.0,0.0
151,-0.000305,0.002004,4.1e-05,0.002692,-0.002996,5,0.998547,0.999312,0.997996,0.48635,0.916362,0.87696,0.837223,0.025,0.604,1.0,0.0
152,-0.003643,0.000707,0.000316,0.002004,-0.005647,3,0.996573,0.998704,0.999293,0.482656,0.915344,0.875909,0.837225,0.025,0.608,1.0,0.0
153,0.009605,0.00275,0.000371,0.000707,0.008898,2,0.99911,0.997957,0.99725,0.482115,0.913716,0.878581,0.837223,0.025,0.612,1.0,0.0
154,0.005456,0.003371,0.000704,0.00275,0.002706,1,0.995622,0.999379,0.996629,0.479869,0.915029,0.875655,0.837225,0.025,0.616,1.0,0.0
155,-0.007007,0.000989,0.001077,0.003371,-0.010378,11,0.996056,0.997617,0.999011,0.474136,0.912491,0.877522,0.837219,0.025,0.62,1.0,0.0
156,-0.00521,-0.000435,0.001065,0.000989,-0.006198,10,0.99295,0.998577,0.999565,0.47892,0.914658,0.87322,0.837225,0.025,0.624,1.0,0.0
157,0.005055,0.000826,0.000855,-0.000435,0.005489,9,0.994496,0.99874,0.999174,0.483875,0.915553,0.873528,0.837225,0.025,0.628,1.0,0.0
158,0.000703,0.000797,0.000851,0.000826,-0.000123,8,0.995985,0.999972,0.999203,0.47986,0.916518,0.87602,0.837223,0.025,0.632,1.0,0.0
159,0.003343,0.001382,0.000843,0.000797,0.002546,7,0.997441,0.999415,0.998618,0.480584,0.915748,0.877295,0.837224,0.025,0.636,1.0,0.0
160,0.007537,0.002795,0.000919,0.001382,0.006155,6,0.99976,0.998587,0.997205,0.477905,0.913848,0.880283,0.837224,0.025,0.64,1.0,0.0
161,0.013673,0.005293,0.001181,0.002795,0.010878,5,0.992253,0.997502,0.994707,0.475753,0.911396,0.873315,0.837212,0.025,0.644,1.0,0.0
162,0.003197,0.004812,0.001757,0.005293,-0.002095,4,0.998741,0.999519,0.995188,0.470233,0.913265,0.881183,0.837222,0.025,0.648,1.0,0.0
163,0.005306,0.004925,0.002185,0.004812,0.000495,4,0.989167,0.999886,0.995075,0.474582,0.914407,0.870522,0.837225,0.025,0.652,1.0,0.0
164,0.005173,0.004982,0.002568,0.004925,0.000248,2,0.996605,0.999943,0.995018,0.482502,0.915731,0.87598,0.837224,0.025,0.656,1.0,0.0
165,0.01444,0.007154,0.002906,0.004982,0.009458,2,0.993391,0.997829,0.992846,0.465869,0.909717,0.876923,0.837197,0.025,0.66,1.0,0.0
166,0.003581,0.006333,0.003501,0.007154,-0.003572,1,0.99608,0.99918,0.993667,0.470339,0.912416,0.878496,0.837218,0.025,0.664,1.0,0.0
167,0.004951,0.006016,0.003898,0.006333,-0.001382,9,0.98726,0.999683,0.993984,0.47326,0.913625,0.868945,0.837223,0.025,0.668,1.0,0.0
