cycle,output,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
18,0.014586,0.003189,-0.000673,-0.000207,0.014794,5,0.994958,0.996603,0.996811,0.538081,0.920791,0.860438,0.837191,0.025,0.0,1.0,0.072
19,-0.003316,0.001696,-0.000132,0.003189,-0.006505,4,0.982551,0.998506,0.998304,0.546483,0.925024,0.84593,0.837125,0.025,0.0,1.0,0.076
20,-0.016052,-0.002379,0.000124,0.001696,-0.017748,3,0.978184,0.995925,0.997621,0.555937,0.922994,0.839199,0.837161,0.025,0.0,1.0,0.08
21,-0.039537,-0.010911,-0.000227,-0.002379,-0.037158,2,0.960164,0.991469,0.989089,0.573472,0.917625,0.816796,0.837218,0.025,0.0,1.0,0.084
22,-0.030994,-0.015522,-0.001722,-0.010911,-0.020083,1,0.969171,0.995389,0.984478,0.582457,0.922861,0.823557,0.837163,0.025,0.0,1.0,0.088
23,0.036767,-0.003516,-0.003654,-0.015522,0.052289,11,0.950515,0.987995,0.996484,0.593506,0.918391,0.802138,0.837214,0.025,0.0,1.0,0.092
24,0.029375,0.004036,-0.003635,-0.003516,0.032891,10,0.968387,0.992448,0.995964,0.577346,0.921442,0.824051,0.837184,0.025,0.0,1.0,0.096
25,0.012807,0.00605,-0.002561,0.004036,0.008772,9,0.989208,0.997986,0.99395,0.564051,0.92594,0.848196,0.837105,0.025,0.0,1.0,0.1
26,0.021929,0.009695,-0.001356,0.00605,0.015879,8,0.97318,0.996354,0.990305,0.543664,0.919538,0.837264,0.837204,0.025,0.0,1.0,0.104
27,0.016264,0.011204,0.000192,0.009695,0.006569,7,0.973034,0.998492,0.988796,0.532355,0.920082,0.839945,0.837199,0.025,0.0,1.0,0.108
28,-0.001808,0.008216,0.001733,0.011204,-0.013012,6,0.994346,0.997013,0.991784,0.521112,0.917199,0.864069,0.83722,0.025,0.0,1.0,0.112
29,0.005572,0.007609,0.002641,0.008216,-0.002644,5,0.983156,0.999393,0.992391,0.515298,0.919529,0.854332,0.837204,0.025,0.0,1.0,0.116
30,0.023352,0.011224,0.003336,0.007609,0.015743,4,0.995908,0.996385,0.988776,0.546561,0.919615,0.859268,0.837204,0.025,0.0,1.0,0.12
31,-0.004977,0.007504,0.004441,0.011224,-0.016201,3,0.986342,0.99628,0.992496,0.564049,0.923318,0.84533,0.837156,0.025,0.0,1.0,0.124
32,-0.03064,-0.001254,0.004869,0.007504,-0.038144,2,0.967381,0.991242,0.998746,0.580337,0.921134,0.822296,0.837187,0.025,0.0,1.0,0.128
33,-0.045826,-0.011488,0.004012,-0.001254,-0.044572,1,0.947969,0.989766,0.988512,0.601429,0.919727,0.797611,0.837203,0.025,0.0,1.0,0.132
34,0.038192,-8.1e-05,0.001842,-0.011488,0.049679,11,0.949137,0.988594,0.999919,0.598092,0.920864,0.799614,0.837191,0.025,0.0,1.0,0.136
35,0.038182,0.008704,0.001573,-8.1e-05,0.038263,10,0.954476,0.991215,0.991296,0.582984,0.919436,0.80873,0.837205,0.025,0.0,1.0,0.14
36,0.028516,0.013253,0.002571,0.008704,0.019812,9,0.969661,0.995451,0.986747,0.554675,0.919132,0.830993,0.837208,0.025,0.0,1.0,0.144
37,-0.004033,0.009284,0.004067,0.013253,-0.017286,8,0.992839,0.996031,0.990716,0.536474,0.918084,0.858721,0.837215,0.025,0.0,1.0,0.148
38,-0.014361,0.003855,0.004797,0.009284,-0.023645,7,0.998272,0.994571,0.996145,0.523321,0.915604,0.867442,0.837225,0.025,0.0,1.0,0.152
39,0.002256,0.003488,0.004665,0.003855,-0.001599,6,0.998144,0.999633,0.996512,0.504497,0.919266,0.87202,0.837207,0.025,0.0,1.0,0.156
40,0.011455,0.005317,0.0045,0.003488,0.007967,5,0.98019,0.998171,0.994683,0.510929,0.917885,0.852457,0.837217,0.025,0.0,1.0,0.16
41,-0.013048,0.0011,0.004615,0.005317,-0.018366,4,0.95979,0.995783,0.9989,0.531801,0.919306,0.826839,0.837206,0.025,0.0,1.0,0.164
42,-0.021138,-0.004006,0.004123,0.0011,-0.022239,3,0.967704,0.994894,0.995994,0.558543,0.921617,0.828068,0.837181,0.025,0.0,1.0,0.168
43,-0.060557,-0.01699,0.002985,-0.004006,-0.056551,2,0.940944,0.987016,0.98301,0.581339,0.911401,0.795609,0.837212,0.025,0.0,1.0,0.172
44,-0.072265,-0.029681,0.000188,-0.01699,-0.055275,1,0.928579,0.987309,0.970319,0.606916,0.91232,0.77685,0.837218,0.025,0.0,1.0,0.176
45,0.052014,-0.010924,-0.003993,-0.029681,0.081695,11,0.92604,0.981243,0.989076,0.613723,0.910787,0.772609,0.837207,0.025,0.0,1.0,0.18
46,0.039657,0.000689,-0.004964,-0.010924,0.05058,10,0.947041,0.988387,0.999311,0.593946,0.919762,0.798555,0.837202,0.025,0.0,1.0,0.184
47,0.024451,0.006145,-0.004172,0.000689,0.023761,9,0.962926,0.994544,0.993855,0.56139,0.921019,0.822578,0.837189,0.025,0.0,1.0,0.188
48,0.013111,0.007745,-0.002728,0.006145,0.006966,8,0.961406,0.998401,0.992255,0.523338,0.919489,0.830571,0.837205,0.025,0.0,1.0,0.192
49,-0.006548,0.004463,-0.001262,0.007745,-0.014292,7,0.983631,0.996719,0.995537,0.50351,0.915052,0.857754,0.837225,0.025,0.0,1.0,0.196
50,-0.010099,0.00112,-0.00046,0.004463,-0.014562,6,0.989498,0.996657,0.99888,0.49276,0.914188,0.866308,0.837224,0.025,0.0,1.0,0.2
51,0.011184,0.00343,-0.000239,0.00112,0.010064,5,0.981117,0.997689,0.99657,0.497485,0.915637,0.856746,0.837225,0.025,0.0,1.0,0.204
52,-0.006678,0.001109,0.000275,0.00343,-0.010109,4,0.965776,0.997679,0.998891,0.522415,0.920263,0.835172,0.837197,0.025,0.0,1.0,0.208
53,-0.032426,-0.00659,0.000392,0.001109,-0.033536,3,0.952392,0.9923,0.99341,0.566765,0.918841,0.810701,0.83721,0.025,0.0,1.0,0.212
54,-0.047473,-0.015977,-0.000586,-0.00659,-0.040883,2,0.951035,0.990613,0.984023,0.59992,0.919328,0.801055,0.837206,0.025,0.0,1.0,0.216
55,-0.079178,-0.030488,-0.002741,-0.015977,-0.063201,7,0.914588,0.985489,0.969512,0.618957,0.911659,0.759849,0.837214,0.025,0.0,1.0,0.22
56,0.059992,-0.009714,-0.006625,-0.030488,0.09048,11,0.911983,0.979226,0.990286,0.609916,0.907898,0.759504,0.837175,0.025,0.0,1.0,0.224
57,0.0618,0.006706,-0.007058,-0.009714,0.071514,4,0.927393,0.98358,0.993294,0.60382,0.913418,0.776438,0.837222,0.025,0.0,1.0,0.228
58,0.037386,0.01375,-0.005131,0.006706,0.030681,9,0.947412,0.992956,0.98625,0.558125,0.916305,0.807881,0.837223,0.025,0.0,1.0,0.232
59,0.028948,0.017239,-0.002487,0.01375,0.015198,8,0.948311,0.996511,0.982761,0.512623,0.912663,0.820155,0.83722,0.025,0.0,1.0,0.236
60,-0.003305,0.012522,0.000274,0.017239,-0.020545,1,0.977313,0.995283,0.987478,0.484395,0.907873,0.856215,0.837174,0.025,0.0,1.0,0.24
61,-0.000841,0.009454,0.001989,0.012522,-0.013363,6,0.990287,0.996932,0.990546,0.472647,0.908993,0.872126,0.837189,0.025,0.0,1.0,0.244
62,0.039753,0.016411,0.003034,0.009454,0.030299,11,0.998175,0.993043,0.983589,0.492131,0.905115,0.875142,0.837127,0.025,0.0,1.0,0.248
63,-0.003118,0.011927,0.004907,0.016411,-0.019529,10,0.960754,0.995516,0.988073,0.519005,0.91388,0.831002,0.837224,0.025,0.0,1.0,0.252
64,-0.039507,0.000118,0.00589,0.011927,-0.051434,9,0.939981,0.988191,0.999882,0.545617,0.911935,0.803576,0.837216,0.025,0.0,1.0,0.256
65,-0.048253,-0.010988,0.005082,0.000118,-0.048371,8,0.947416,0.988894,0.989012,0.601089,0.91868,0.797143,0.837211,0.025,0.0,1.0,0.26
66,-0.076777,-0.026093,0.002832,-0.010988,-0.065788,7,0.922198,0.984895,0.973907,0.628324,0.913617,0.765117,0.837223,0.025,0.0,1.0,0.264
67,0.073758,-0.003167,-0.001218,-0.026093,0.099851,5,0.905786,0.977074,0.996833,0.640657,0.911856,0.745622,0.837215,0.025,0.0,1.0,0.268
68,0.066346,0.012793,-0.001491,-0.003167,0.069513,4,0.923902,0.98404,0.987207,0.599806,0.911668,0.773951,0.837214,0.025,0.0,1.0,0.272
69,0.03909,0.018831,0.000509,0.012793,0.026297,3,0.951004,0.993962,0.981169,0.559264,0.916371,0.811188,0.837223,0.025,0.0,1.0,0.276
70,-0.001902,0.01407,0.003074,0.018831,-0.020733,2,0.975294,0.99524,0.98593,0.505046,0.910688,0.849033,0.837206,0.025,0.0,1.0,0.28
71,-0.029545,0.004056,0.004614,0.01407,-0.043615,1,0.997614,0.989986,0.995944,0.467821,0.900715,0.880659,0.837021,0.025,0.0,1.0,0.284
72,-0.007845,0.001324,0.004536,0.004056,-0.011901,6,0.989467,0.997267,0.998676,0.464603,0.910418,0.873316,0.837204,0.025,0.0,1.0,0.288
73,0.037463,0.009621,0.004086,0.001324,0.036139,5,0.984353,0.991703,0.990379,0.465021,0.900938,0.868098,0.837027,0.025,0.0,1.0,0.292
74,0.01477,0.010803,0.004861,0.009621,0.005149,10,0.980168,0.998818,0.989197,0.511485,0.917278,0.852297,0.83722,0.025,0.0,1.0,0.296
75,-0.020331,0.003655,0.005693,0.010803,-0.031135,9,0.956739,0.992851,0.996345,0.560473,0.919372,0.81662,0.837206,0.025,0.0,1.0,0.3
76,-0.054017,-0.009586,0.005408,0.003655,-0.057672,8,0.940804,0.986759,0.990414,0.594231,0.915203,0.792247,0.837225,0.025,0.0,1.0,0.304
77,-0.08281,-0.026399,0.003308,-0.009586,-0.073224,11,0.908785,0.983188,0.973601,0.636076,0.912555,0.749766,0.837219,0.025,0.0,1.0,0.308
78,0.068149,-0.00469,-0.000851,-0.026399,0.094547,5,0.908456,0.978292,0.99531,0.640162,0.912931,0.748415,0.837221,0.025,0.0,1.0,0.312
79,0.049683,0.007794,-0.001388,-0.00469,0.054373,4,0.940223,0.987516,0.992206,0.614571,0.919943,0.78658,0.837201,0.025,0.0,1.0,0.316
80,0.005493,0.007265,-0.000103,0.007794,-0.0023,3,0.980748,0.999472,0.992735,0.552853,0.925737,0.842535,0.83711,0.025,0.0,1.0,0.32
81,-0.034475,-0.002318,0.000929,0.007265,-0.041741,2,0.99823,0.990416,0.997682,0.509026,0.908354,0.870973,0.837181,0.025,0.0,1.0,0.324
82,-0.050117,-0.013293,0.000474,-0.002318,-0.047799,1,0.994009,0.989025,0.986707,0.467685,0.89686,0.877087,0.836896,0.025,0.0,1.0,0.328
83,-0.009348,-0.012387,-0.001453,-0.013293,0.003944,6,0.997282,0.999094,0.987613,0.442942,0.906227,0.886547,0.837148,0.025,0.0,1.0,0.332
84,0.053361,0.002709,-0.002984,-0.012387,0.065749,11,0.977396,0.984904,0.997291,0.464346,0.89394,0.86131,0.836781,0.025,0.0,1.0,0.336
85,0.020448,0.006782,-0.002187,0.002709,0.01774,10,0.980832,0.995927,0.993218,0.505366,0.913672,0.854491,0.837223,0.025,0.0,1.0,0.34
86,-0.008969,0.003165,-0.000931,0.006782,-0.015751,9,0.969249,0.996384,0.996835,0.557732,0.923656,0.829816,0.83715,0.025,0.0,1.0,0.344
87,-0.036286,-0.005893,-0.000358,0.003165,-0.039451,8,0.956327,0.990942,0.994107,0.609895,0.924174,0.803854,0.837141,0.025,0.0,1.0,0.348
88,-0.061247,-0.018602,-0.001133,-0.005893,-0.055355,11,0.934642,0.987291,0.981398,0.657654,0.923517,0.770229,0.837152,0.025,0.0,1.0,0.352
89,0.054045,-0.001922,-0.003578,-0.018602,0.072647,1,0.928833,0.98332,0.998078,0.65082,0.921939,0.766128,0.837177,0.025,0.0,1.0,0.356
90,0.054521,0.011037,-0.003347,-0.001922,0.056443,4,0.937045,0.987041,0.988963,0.608952,0.917518,0.784807,0.837219,0.025,0.0,1.0,0.36
91,0.023921,0.013995,-0.001333,0.011037,0.012884,3,0.960896,0.997042,0.986005,0.547446,0.919832,0.824034,0.837202,0.025,0.0,1.0,0.364
92,-0.051796,-0.001111,0.000813,0.013995,-0.065792,2,0.978213,0.984894,0.998889,0.493348,0.899015,0.854876,0.836969,0.025,0.0,1.0,0.368
93,-0.024892,-0.006571,0.000544,-0.001111,-0.023782,7,0.957761,0.99454,0.993429,0.450758,0.903193,0.845072,0.837086,0.025,0.0,1.0,0.372
94,0.009198,-0.00295,-0.000452,-0.006571,0.015769,6,0.984396,0.996379,0.99705,0.433183,0.903783,0.8761,0.837099,0.025,0.0,1.0,0.376
95,0.023568,0.003138,-0.000802,-0.00295,0.026519,5,0.962123,0.993911,0.996862,0.45198,0.903534,0.849128,0.837094,0.025,0.0,1.0,0.38
96,0.052533,0.014479,-0.00025,0.003138,0.049395,10,0.99271,0.988659,0.985521,0.485218,0.898858,0.871405,0.836964,0.025,0.0,1.0,0.384
97,0.009189,0.013265,0.001812,0.014479,-0.00529,9,0.979755,0.998785,0.986735,0.55021,0.922743,0.842203,0.837165,0.025,0.0,1.0,0.388
98,-0.044246,6e-05,0.003415,0.013265,-0.057511,8,0.948984,0.986795,0.99994,0.61331,0.920971,0.795656,0.837189,0.025,0.0,1.0,0.392
99,-0.050429,-0.011532,0.002946,6e-05,-0.050489,11,0.941925,0.988408,0.988468,0.656516,0.926765,0.777796,0.837087,0.025,0.0,1.0,0.396
100,0.042823,0.000948,0.000919,-0.011532,0.054356,1,0.948591,0.98752,0.999052,0.662457,0.929526,0.782977,0.837014,0.025,0.0,1.0,0.4
101,0.056579,0.013721,0.000923,0.000948,0.055631,4,0.940276,0.987227,0.986279,0.619408,0.918682,0.785424,0.837211,0.025,0.0,1.0,0.404
102,-0.001321,0.010267,0.002714,0.013721,-0.015042,3,0.99352,0.996546,0.989733,0.542718,0.919477,0.857841,0.837205,0.025,0.0,1.0,0.408
103,-0.064588,-0.00692,0.003772,0.010267,-0.074856,2,0.973449,0.982813,0.99308,0.473275,0.891475,0.85513,0.836672,0.025,0.0,1.0,0.412
104,-0.087476,-0.025415,0.002275,-0.00692,-0.080556,1,0.958387,0.981504,0.974585,0.429239,0.877551,0.851077,0.835823,0.025,0.0,1.0,0.416
105,0.011924,-0.016842,-0.001602,-0.025415,0.037339,6,0.97331,0.991427,0.983158,0.415415,0.890621,0.869456,0.836631,0.025,0.0,1.0,0.42
106,0.059596,0.000708,-0.003735,-0.016842,0.076438,11,0.975616,0.98245,0.999292,0.433687,0.886408,0.867194,0.836408,0.025,0.0,1.0,0.424
107,0.076107,0.01802,-0.003113,0.000708,0.075399,10,0.96499,0.982688,0.98198,0.477403,0.888865,0.845639,0.836542,0.025,0.0,1.0,0.428
108,0.011714,0.016572,-0.000155,0.01802,-0.006306,9,0.981658,0.998552,0.983428,0.540261,0.919922,0.846593,0.837201,0.025,0.0,1.0,0.432
109,-0.040361,0.0035,0.002187,0.016572,-0.056932,8,0.947121,0.986928,0.9965,0.617731,0.920887,0.792688,0.83719,0.025,0.0,1.0,0.436
110,-0.024904,-0.003021,0.002371,0.0035,-0.028404,11,0.972295,0.993478,0.996979,0.666946,0.937399,0.805559,0.836723,0.025,0.0,1.0,0.44
111,0.035153,0.005743,0.001616,-0.003021,0.038175,1,0.962374,0.991235,0.994257,0.677592,0.935428,0.792975,0.836808,0.025,0.0,1.0,0.444
112,0.051316,0.016207,0.002194,0.005743,0.045573,4,0.953115,0.989537,0.983793,0.621441,0.921309,0.797755,0.837185,0.025,0.0,1.0,0.448
113,-0.015135,0.009011,0.004156,0.016207,-0.031341,3,0.996722,0.992804,0.990989,0.540708,0.914649,0.861545,0.837225,0.025,0.0,1.0,0.452
114,-0.066397,-0.008303,0.004835,0.009011,-0.075408,2,0.975,0.982686,0.991697,0.479342,0.891893,0.855165,0.836691,0.025,0.0,1.0,0.456
115,-0.045704,-0.01689,0.002996,-0.008303,-0.037401,7,0.95801,0.991413,0.98311,0.419239,0.891201,0.8532,0.836659,0.025,0.0,1.0,0.46
116,-0.018448,-0.017248,0.000212,-0.01689,-0.001558,6,0.991945,0.999642,0.982752,0.400674,0.898814,0.891777,0.836963,0.025,0.0,1.0,0.464
117,0.038083,-0.004544,-0.002232,-0.017248,0.055331,5,0.965579,0.987296,0.995456,0.416618,0.888894,0.861425,0.836543,0.025,0.0,1.0,0.468
118,0.077541,0.014303,-0.002556,-0.004544,0.082085,10,0.973176,0.981153,0.985697,0.462814,0.885579,0.857473,0.836359,0.025,0.0,1.0,0.472
119,0.017606,0.015061,-0.000196,0.014303,0.003303,9,0.988283,0.999242,0.984939,0.529992,0.919597,0.855785,0.837204,0.025,0.0,1.0,0.476
120,-0.037838,0.002915,0.00194,0.015061,-0.0529,8,0.955693,0.987854,0.997085,0.614014,0.921658,0.802189,0.837181,0.025,0.0,1.0,0.48
121,-0.021502,-0.002691,0.002077,0.002915,-0.024417,11,0.974376,0.994394,0.997309,0.6719,0.939473,0.806401,0.836626,0.025,0.0,1.0,0.484
122,0.025603,0.003805,0.001409,-0.002691,0.028293,1,0.983446,0.993504,0.996195,0.676661,0.938767,0.814281,0.83666,0.025,0.0,1.0,0.488
123,0.034499,0.010853,0.001745,0.003805,0.030694,4,0.962557,0.992953,0.989147,0.617801,0.926661,0.808107,0.837089,0.025,0.0,1.0,0.492
124,-0.036703,-6.6e-05,0.00302,0.010853,-0.047555,3,0.986183,0.989081,0.999934,0.535189,0.911437,0.852386,0.837212,0.025,0.0,1.0,0.496
125,-0.081889,-0.018852,0.002588,-6.6e-05,-0.081823,2,0.970715,0.981214,0.981148,0.460653,0.884037,0.855551,0.836266,0.025,0.0,1.0,0.5
126,-0.071617,-0.030967,-0.000414,-0.018852,-0.052765,7,0.969226,0.987885,0.969033,0.407533,0.880807,0.867343,0.836056,0.025,0.0,1.0,0.504
127,-0.001719,-0.024252,-0.004691,-0.030967,0.029249,6,0.98125,0.993285,0.975748,0.38993,0.88688,0.883767,0.836434,0.025,0.0,1.0,0.508
128,0.049524,-0.007313,-0.00743,-0.024252,0.073776,5,0.964578,0.983061,0.992687,0.405397,0.880826,0.863229,0.836057,0.025,0.0,1.0,0.512
129,0.094026,0.015954,-0.007413,-0.007313,0.101339,10,0.955222,0.976733,0.984046,0.452455,0.87772,0.842108,0.835835,0.025,0.0,1.0,0.516
130,0.037331,0.020863,-0.004142,0.015954,0.021377,9,0.995818,0.995092,0.979137,0.532354,0.912964,0.86273,0.837221,0.025,0.0,1.0,0.52
131,-0.003996,0.015155,-0.000641,0.020863,-0.024858,8,0.984038,0.994293,0.984845,0.611361,0.926165,0.831197,0.8371,0.025,0.0,1.0,0.524
132,-0.010442,0.009278,0.00157,0.015155,-0.025597,11,0.992856,0.994123,0.990722,0.686271,0.939576,0.821288,0.836621,0.025,0.0,1.0,0.528
133,0.015206,0.010639,0.002649,0.009278,0.005928,1,0.996489,0.998639,0.989361,0.687615,0.945273,0.824585,0.836309,0.025,0.0,1.0,0.532
134,0.033578,0.015906,0.003768,0.010639,0.022939,4,0.970288,0.994733,0.984094,0.629236,0.929387,0.812979,0.837018,0.025,0.0,1.0,0.536
135,-0.036348,0.003908,0.005467,0.015906,-0.052254,3,0.979639,0.988002,0.996092,0.533863,0.908749,0.846173,0.837186,0.025,0.0,1.0,0.54
136,-0.021158,-0.001847,0.005249,0.003908,-0.025066,1,0.92323,0.994245,0.998153,0.451712,0.904285,0.810302,0.83711,0.025,0.0,1.0,0.544
137,-0.074854,-0.018609,0.004256,-0.001847,-0.073007,7,0.968581,0.983238,0.981391,0.385965,0.874783,0.87209,0.835608,0.025,0.0,1.0,0.548
138,-0.032725,-0.02185,0.001054,-0.018609,-0.014115,6,0.984962,0.996759,0.97815,0.366558,0.888324,0.893323,0.836513,0.025,0.0,1.0,0.552
139,0.039511,-0.007762,-0.002152,-0.02185,0.061361,5,0.955672,0.985912,0.992238,0.386884,0.881439,0.858951,0.836099,0.025,0.0,1.0,0.556
140,0.123366,0.022345,-0.002938,-0.007762,0.131128,10,0.937712,0.969893,0.977655,0.435563,0.864349,0.828822,0.834659,0.025,0.0,1.0,0.56
141,0.065714,0.032303,0.000602,0.022345,0.043369,9,0.974479,0.990042,0.967697,0.53176,0.90311,0.841539,0.837084,0.025,0.0,1.0,0.564
142,-0.012205,0.022084,0.00504,0.032303,-0.044507,8,0.964485,0.989781,0.977916,0.620045,0.919758,0.809474,0.837202,0.025,0.0,1.0,0.568
143,-0.014668,0.013646,0.007426,0.022084,-0.036752,11,0.986879,0.991562,0.986354,0.684283,0.93471,0.815808,0.836837,0.025,0.0,1.0,0.572
144,-0.021393,0.005601,0.008297,0.013646,-0.035038,1,0.958104,0.991955,0.994399,0.687438,0.937978,0.786245,0.836697,0.025,0.0,1.0,0.576
145,0.016613,0.008129,0.007919,0.005601,0.011012,4,0.984363,0.997472,0.991871,0.622624,0.934061,0.828706,0.836862,0.025,0.0,1.0,0.58
146,-0.053368,-0.005991,0.007949,0.008129,-0.061497,3,0.968976,0.98588,0.994009,0.519749,0.903153,0.839039,0.837085,0.025,0.0,1.0,0.584
147,-0.044765,-0.014893,0.005997,-0.005991,-0.038775,1,0.937365,0.991097,0.985107,0.433681,0.893662,0.828945,0.83677,0.025,0.0,1.0,0.588
148,-0.062696,-0.025869,0.003073,-0.014893,-0.047803,7,0.941388,0.989024,0.974131,0.36638,0.877129,0.849793,0.835791,0.025,0.0,1.0,0.592
149,0.002082,-0.019451,-0.000979,-0.025869,0.027951,6,0.982654,0.993582,0.980549,0.353355,0.882759,0.894315,0.836186,0.025,0.0,1.0,0.596
150,0.060511,-0.001092,-0.003565,-0.019451,0.079962,5,0.961962,0.981641,0.998908,0.376497,0.8761,0.867838,0.835712,0.025,0.0,1.0,0.6
151,0.04125,0.00863,-0.003219,-0.001092,0.042342,11,0.939583,0.990278,0.99137,0.438463,0.895117,0.829968,0.83683,0.025,0.0,1.0,0.604
152,0.066957,0.022022,-0.00156,0.00863,0.058327,9,0.966132,0.986608,0.977978,0.523182,0.900158,0.835337,0.837005,0.025,0.0,1.0,0.608
153,0.009158,0.019068,0.001741,0.022022,-0.012864,8,0.990474,0.997046,0.980932,0.623217,0.930541,0.83467,0.836983,0.025,0.0,1.0,0.612
154,0.01491,0.018114,0.004167,0.019068,-0.004158,2,0.983223,0.999045,0.981886,0.695916,0.945035,0.809244,0.836323,0.025,0.0,1.0,0.616
155,0.008292,0.015859,0.00612,0.018114,-0.009821,10,0.984374,0.997745,0.984141,0.696263,0.944034,0.810308,0.836382,0.025,0.0,1.0,0.62
156,-0.003419,0.011433,0.007483,0.015859,-0.019277,4,0.992595,0.995574,0.988567,0.62141,0.930479,0.837242,0.836985,0.025,0.0,1.0,0.624
157,-0.065654,-0.006267,0.008036,0.011433,-0.077087,3,0.962371,0.982301,0.993733,0.525514,0.899351,0.830992,0.83698,0.025,0.0,1.0,0.628
158,-0.068398,-0.020532,0.006034,-0.006267,-0.062132,1,0.955941,0.985735,0.979468,0.426864,0.88403,0.849225,0.836266,0.025,0.0,1.0,0.632
159,-0.069534,-0.031783,0.002314,-0.020532,-0.049002,7,0.941326,0.988749,0.968217,0.368983,0.875532,0.84908,0.835667,0.025,0.0,1.0,0.636
160,-0.01113,-0.027041,-0.002459,-0.031783,0.020653,6,0.992315,0.995258,0.972959,0.343433,0.881222,0.906457,0.836084,0.025,0.0,1.0,0.64
161,0.063163,-0.00633,-0.005901,-0.027041,0.090204,5,0.960941,0.979289,0.99367,0.361759,0.869222,0.870502,0.835129,0.025,0.0,1.0,0.644
162,0.045471,0.005563,-0.005961,-0.00633,0.051801,11,0.939162,0.988106,0.994437,0.423043,0.890689,0.833401,0.836634,0.025,0.0,1.0,0.648
163,0.095274,0.026161,-0.004347,0.005563,0.08971,9,0.945979,0.979403,0.973839,0.523459,0.889689,0.815114,0.836584,0.025,0.0,1.0,0.652
164,0.007629,0.021906,-7.6e-05,0.026161,-0.018531,8,0.984449,0.995745,0.978094,0.6282,0.928855,0.827399,0.837033,0.025,0.0,1.0,0.656
165,0.028298,0.023374,0.003001,0.021906,0.006392,2,0.980567,0.998532,0.976626,0.701356,0.943767,0.805228,0.836397,0.025,0.0,1.0,0.66
166,0.018032,0.022147,0.005853,0.023374,-0.005342,10,0.994655,0.998774,0.977853,0.710159,0.945832,0.817116,0.836274,0.025,0.0,1.0,0.664
167,0.007554,0.018797,0.008135,0.022147,-0.014593,4,0.986927,0.996649,0.981203,0.6264,0.930611,0.830327,0.836981,0.025,0.0,1.0,0.668
168,-0.087001,-0.005494,0.009627,0.018797,-0.105798,3,0.94684,0.975709,0.994506,0.500185,0.886957,0.821794,0.836439,0.025,0.0,1.0,0.672
