cycle,output,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
88,-0.004818,-0.003437,-0.004618,-0.003026,-0.001792,1,0.997296,0.999588,0.996563,0.563228,0.92862,0.856489,0.83704,0.02,0.0,1.0,0.0
89,0.003056,-0.001947,-0.004453,-0.003437,0.006493,11,0.993324,0.998509,0.998053,0.556866,0.926618,0.854107,0.83709,0.02,0.0,1.0,0.0
90,-0.008625,-0.00348,-0.004102,-0.001947,-0.006679,10,0.992465,0.998467,0.99652,0.555467,0.92591,0.853598,0.837106,0.02,0.0,1.0,0.0
91,-0.004486,-0.003711,-0.004015,-0.00348,-0.001006,9,0.993711,0.999769,0.996289,0.55536,0.927519,0.854871,0.837068,0.02,0.0,1.0,0.0
92,-0.003394,-0.003638,-0.003972,-0.003711,0.000317,8,0.998801,0.999927,0.996362,0.560324,0.928539,0.85872,0.837042,0.02,0.0,1.0,0.0
93,0.003794,-0.001932,-0.003925,-0.003638,0.007432,7,0.990815,0.998294,0.998068,0.560789,0.92697,0.850618,0.837082,0.02,0.0,1.0,0.0
94,0.008435,0.000449,-0.003646,-0.001932,0.010366,6,0.988923,0.99762,0.999551,0.557971,0.92606,0.84943,0.837103,0.02,0.0,1.0,0.0
95,-0.008258,-0.00155,-0.003073,0.000449,-0.008706,5,0.993272,0.998001,0.99845,0.562477,0.926967,0.852653,0.837082,0.02,0.0,1.0,0.0
96,0.007509,0.00053,-0.00286,-0.00155,0.00906,4,0.989312,0.99792,0.99947,0.556788,0.926237,0.850115,0.837099,0.02,0.0,1.0,0.0
97,0.006179,0.001827,-0.002385,0.00053,0.005649,3,0.99641,0.998703,0.998173,0.557907,0.92707,0.856933,0.837079,0.02,0.0,1.0,0.0
98,-0.008575,-0.000561,-0.001796,0.001827,-0.010401,2,0.989013,0.997612,0.999439,0.55575,0.925663,0.850076,0.837111,0.02,0.0,1.0,0.0
99,0.000753,-0.00026,-0.001623,-0.000561,0.001314,1,0.999431,0.999698,0.99974,0.553843,0.928151,0.86097,0.837052,0.02,0.0,1.0,0.0
100,0.002859,0.000456,-0.001432,-0.00026,0.003118,11,0.997145,0.999284,0.999544,0.558578,0.928315,0.857501,0.837048,0.02,0.0,1.0,0.0
101,-0.00549,-0.000909,-0.001168,0.000456,-0.005946,10,0.993611,0.998635,0.999091,0.559182,0.927442,0.853816,0.83707,0.02,0.0,1.0,0.0
102,0.006021,0.000682,-0.001131,-0.000909,0.00693,9,0.993009,0.998409,0.999318,0.553065,0.926234,0.854743,0.837099,0.02,0.0,1.0,0.0
103,0.009646,0.00274,-0.000878,0.000682,0.008964,8,0.988267,0.997942,0.99726,0.551839,0.924855,0.850308,0.837128,0.02,0.0,1.0,0.0
104,0.015932,0.005769,-0.000371,0.00274,0.013192,7,0.986045,0.996971,0.994231,0.55233,0.922825,0.847962,0.837164,0.02,0.0,1.0,0.0
105,0.020745,0.009208,0.000489,0.005769,0.014976,6,0.984718,0.996561,0.990792,0.555424,0.921826,0.845862,0.837178,0.02,0.0,1.0,0.0
106,-0.00405,0.006164,0.001709,0.009208,-0.013258,5,0.993063,0.996956,0.993836,0.557434,0.923512,0.853704,0.837153,0.02,0.0,1.0,0.0
107,0.000316,0.004821,0.002333,0.006164,-0.005848,4,0.995058,0.998657,0.995179,0.556982,0.926024,0.855813,0.837103,0.02,0.0,1.0,0.0
108,0.006343,0.00517,0.002681,0.004821,0.001522,3,0.997075,0.999651,0.99483,0.553953,0.926731,0.858587,0.837087,0.02,0.0,1.0,0.0
109,0.021391,0.008895,0.00303,0.00517,0.01622,2,0.97822,0.996276,0.991105,0.556641,0.921737,0.83906,0.83718,0.02,0.0,1.0,0.0
110,0.000914,0.007062,0.003851,0.008895,-0.007981,1,0.995518,0.998168,0.992938,0.556717,0.924719,0.856338,0.837131,0.02,0.0,1.0,0.0
111,0.00092,0.005652,0.0043,0.007062,-0.006142,11,0.996357,0.99859,0.994348,0.562204,0.926539,0.855806,0.837092,0.02,0.0,1.0,0.0
112,0.002742,0.004984,0.00449,0.005652,-0.00291,10,0.99887,0.999332,0.995016,0.558057,0.927026,0.859355,0.83708,0.02,0.0,1.0,0.0
113,0.005206,0.005035,0.004559,0.004984,0.000222,9,0.994401,0.999949,0.994965,0.558065,0.927814,0.854884,0.837061,0.02,0.0,1.0,0.0
114,0.0089,0.005922,0.004625,0.005035,0.003865,8,0.995383,0.999113,0.994078,0.565253,0.92763,0.85407,0.837065,0.02,0.0,1.0,0.0
115,0.003697,0.005412,0.004807,0.005922,-0.002225,7,0.999054,0.999489,0.994588,0.555988,0.92678,0.860056,0.837086,0.02,0.0,1.0,0.0
116,-0.005797,0.002838,0.004892,0.005412,-0.011208,6,0.98998,0.997427,0.997162,0.55675,0.924945,0.850792,0.837126,0.02,0.0,1.0,0.0
117,0.000152,0.002221,0.004604,0.002838,-0.002686,5,0.999481,0.999383,0.997779,0.557207,0.92773,0.86018,0.837063,0.02,0.0,1.0,0.0
118,0.016859,0.005582,0.004271,0.002221,0.014638,4,0.980736,0.996639,0.994418,0.553053,0.922562,0.842473,0.837168,0.02,0.0,1.0,0.0
119,-0.006074,0.002906,0.004454,0.005582,-0.011656,3,0.991631,0.997324,0.997094,0.548859,0.92353,0.854416,0.837152,0.02,0.0,1.0,0.0
120,-0.000723,0.002073,0.004237,0.002906,-0.003629,2,0.998833,0.999167,0.997927,0.55365,0.926922,0.86042,0.837083,0.02,0.0,1.0,0.0
121,-0.004768,0.000502,0.003934,0.002073,-0.006841,1,0.990157,0.998429,0.999498,0.553141,0.926323,0.851872,0.837097,0.02,0.0,1.0,0.0
122,0.014542,0.003726,0.003454,0.000502,0.014039,11,0.985283,0.996777,0.996274,0.55711,0.92391,0.846005,0.837146,0.02,0.0,1.0,0.0
123,-0.005858,0.001525,0.003492,0.003726,-0.009584,10,0.990672,0.9978,0.998475,0.557065,0.925847,0.851405,0.837107,0.02,0.0,1.0,0.0
124,-0.009933,-0.001106,0.003217,0.001525,-0.011459,9,0.992108,0.997369,0.998894,0.556733,0.925352,0.852924,0.837118,0.02,0.0,1.0,0.0
125,0.004963,0.000288,0.002611,-0.001106,0.006069,8,0.991772,0.998607,0.999712,0.557387,0.927293,0.852425,0.837074,0.02,0.0,1.0,0.0
126,-0.01038,-0.002162,0.002286,0.000288,-0.010668,7,0.988523,0.997551,0.997838,0.559425,0.925723,0.848667,0.83711,0.02,0.0,1.0,0.0
127,0.010729,0.000798,0.001663,-0.002162,0.012891,6,0.989271,0.99704,0.999202,0.55888,0.925355,0.84955,0.837118,0.02,0.0,1.0,0.0
128,0.007554,0.002349,0.001542,0.000798,0.006756,5,0.998474,0.998449,0.997651,0.561644,0.927192,0.858063,0.837076,0.02,0.0,1.0,0.0
129,-0.001598,0.001443,0.001655,0.002349,-0.003947,4,0.999284,0.999094,0.998557,0.555069,0.92723,0.860517,0.837075,0.02,0.0,1.0,0.0
130,8.2e-05,0.00113,0.001626,0.001443,-0.001361,3,0.999657,0.999687,0.99887,0.557078,0.92841,0.860388,0.837045,0.02,0.0,1.0,0.0
131,0.006576,0.002381,0.001556,0.00113,0.005445,2,0.996311,0.99875,0.997619,0.55096,0.925864,0.858571,0.837107,0.02,0.0,1.0,0.0
132,-0.006368,0.000372,0.001672,0.002381,-0.008748,1,0.992907,0.997991,0.999628,0.559254,0.926769,0.853094,0.837086,0.02,0.0,1.0,0.0
133,0.002434,0.000845,0.00149,0.000372,0.002062,11,0.995625,0.999527,0.999155,0.560205,0.928781,0.855573,0.837035,0.02,0.0,1.0,0.0
134,0.007113,0.002285,0.001399,0.000845,0.006268,10,0.994149,0.998561,0.997715,0.563465,0.927646,0.853283,0.837065,0.02,0.0,1.0,0.0
135,0.011612,0.004426,0.001523,0.002285,0.009327,9,0.990599,0.997859,0.995574,0.560077,0.925593,0.850579,0.837113,0.02,0.0,1.0,0.0
136,0.008605,0.005385,0.00193,0.004426,0.004179,8,0.994512,0.999041,0.994615,0.561901,0.927151,0.854037,0.837077,0.02,0.0,1.0,0.0
137,-0.010585,0.001719,0.002414,0.005385,-0.015971,7,0.988255,0.996333,0.998281,0.554365,0.923457,0.849664,0.837153,0.02,0.0,1.0,0.0
138,-0.016899,-0.002556,0.002316,0.001719,-0.018617,6,0.984259,0.995725,0.997444,0.555073,0.922547,0.84549,0.837168,0.02,0.0,1.0,0.0
139,-0.006464,-0.003453,0.001634,-0.002556,-0.003908,5,0.997746,0.999103,0.996547,0.553639,0.92645,0.859336,0.837094,0.02,0.0,1.0,0.0
140,0.005065,-0.001497,0.000922,-0.003453,0.008519,4,0.995886,0.998044,0.998503,0.552394,0.925425,0.857787,0.837116,0.02,0.0,1.0,0.0
141,-0.002638,-0.001759,0.000583,-0.001497,-0.001141,3,0.99764,0.999738,0.998241,0.562436,0.929157,0.857031,0.837025,0.02,0.0,1.0,0.0
142,-0.004403,-0.002366,0.000255,-0.001759,-0.002643,2,0.998588,0.999393,0.997634,0.555204,0.927382,0.859787,0.837072,0.02,0.0,1.0,0.0
143,-0.017137,-0.005758,-0.000112,-0.002366,-0.014771,1,0.985825,0.996609,0.994242,0.552137,0.922327,0.84779,0.837171,0.02,0.0,1.0,0.0
144,0.004924,-0.003305,-0.000902,-0.005758,0.010682,11,0.989438,0.997548,0.996695,0.556297,0.924898,0.850364,0.837127,0.02,0.0,1.0,0.0
145,0.002432,-0.001988,-0.001239,-0.003305,0.005738,10,0.991644,0.998683,0.998012,0.557354,0.92691,0.852306,0.837083,0.02,0.0,1.0,0.0
146,0.016186,0.002185,-0.001344,-0.001988,0.018174,9,0.982657,0.995827,0.997815,0.553627,0.922552,0.844251,0.837168,0.02,0.0,1.0,0.0
147,0.006763,0.003236,-0.00085,0.002185,0.004578,8,0.993409,0.998949,0.996764,0.556319,0.92674,0.854329,0.837087,0.02,0.0,1.0,0.0
148,0.005303,0.003711,-0.000278,0.003236,0.002067,7,0.99475,0.999525,0.996289,0.549939,0.926335,0.857265,0.837097,0.02,0.0,1.0,0.0
149,0.017597,0.006899,0.000281,0.003711,0.013886,6,0.991326,0.996812,0.993101,0.557062,0.923059,0.85206,0.83716,0.02,0.0,1.0,0.0
150,0.008979,0.007376,0.001207,0.006899,0.002081,5,0.995749,0.999522,0.992624,0.559843,0.926889,0.855789,0.837084,0.02,0.0,1.0,0.0
151,-0.005198,0.004489,0.002071,0.007376,-0.012574,4,0.991095,0.997113,0.995511,0.561329,0.924808,0.850763,0.837129,0.02,0.0,1.0,0.0
152,0.00313,0.004177,0.00241,0.004489,-0.00136,3,0.997419,0.999688,0.995823,0.560128,0.928045,0.857387,0.837055,0.02,0.0,1.0,0.0
153,0.006453,0.0047,0.002657,0.004177,0.002276,2,0.999264,0.999477,0.9953,0.559378,0.927506,0.85942,0.837069,0.02,0.0,1.0,0.0
154,0.004599,0.004677,0.002943,0.0047,-0.000101,1,0.99665,0.999977,0.995323,0.554646,0.927404,0.857988,0.837071,0.02,0.0,1.0,0.0
155,0.003217,0.004341,0.003186,0.004677,-0.00146,11,0.996743,0.999665,0.995659,0.556125,0.927329,0.857712,0.837073,0.02,0.0,1.0,0.0
156,-0.004304,0.002356,0.003348,0.004341,-0.008646,10,0.993827,0.998015,0.997644,0.559369,0.926262,0.853984,0.837098,0.02,0.0,1.0,0.0
157,0.00579,0.003145,0.003209,0.002356,0.003434,9,0.995792,0.999212,0.996855,0.565274,0.92854,0.854474,0.837042,0.02,0.0,1.0,0.0
158,-0.000603,0.002284,0.0032,0.003145,-0.003748,8,0.996589,0.999139,0.997716,0.559715,0.927798,0.85666,0.837061,0.02,0.0,1.0,0.0
159,0.00273,0.002387,0.003072,0.002284,0.000446,7,0.997961,0.999898,0.997613,0.564466,0.929514,0.856844,0.837014,0.02,0.0,1.0,0.0
160,0.000983,0.002064,0.002976,0.002387,-0.001404,6,0.999599,0.999678,0.997936,0.562719,0.929039,0.858919,0.837028,0.02,0.0,1.0,0.0
161,0.007836,0.003389,0.002848,0.002064,0.005772,5,0.99347,0.998675,0.996611,0.559242,0.926809,0.85366,0.837086,0.02,0.0,1.0,0.0
162,-0.000485,0.0025,0.002924,0.003389,-0.003874,4,0.999239,0.999111,0.9975,0.556621,0.927205,0.860084,0.837076,0.02,0.0,1.0,0.0
163,0.012427,0.004779,0.002865,0.0025,0.009927,3,0.990923,0.997721,0.995221,0.564024,0.925947,0.849917,0.837105,0.02,0.0,1.0,0.0
164,0.003226,0.004423,0.003133,0.004779,-0.001553,2,0.997491,0.999643,0.995577,0.564347,0.928594,0.856404,0.83704,0.02,0.0,1.0,0.0
165,0.016046,0.007091,0.003313,0.004423,0.011623,1,0.990134,0.997331,0.992909,0.554447,0.923262,0.851522,0.837157,0.02,0.0,1.0,0.0
166,-0.006837,0.003893,0.003842,0.007091,-0.013928,11,0.985571,0.996802,0.996107,0.558237,0.924076,0.846012,0.837143,0.02,0.0,1.0,0.0
167,-0.014059,-0.000229,0.003849,0.003893,-0.017953,10,0.980969,0.995878,0.999771,0.560351,0.924241,0.840881,0.83714,0.02,0.0,1.0,0.0
