cycle,output,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
25,-0.005457,-0.000843,-0.001201,0.000436,-0.005894,9,0.988131,0.998721,0.999157,0.561577,0.927885,0.847737,0.837059,0.025,0.0,1.25,0.0
26,0.014693,0.002521,-0.001151,-0.000843,0.015536,8,0.98825,0.996637,0.997479,0.558405,0.924078,0.848649,0.837143,0.025,0.0,1.26,0.0
27,0.018448,0.005961,-0.000637,0.002521,0.015927,7,0.980372,0.99656,0.994039,0.561777,0.923542,0.839928,0.837152,0.025,0.0,1.27,0.0
28,-0.005067,0.003585,0.000287,0.005961,-0.011027,6,0.995057,0.997624,0.996415,0.557239,0.924921,0.855747,0.837127,0.025,0.0,1.28,0.0
29,-0.003644,0.00203,0.000748,0.003585,-0.007229,5,0.99308,0.998446,0.99797,0.547379,0.924893,0.856236,0.837127,0.025,0.0,1.29,0.0
30,0.026533,0.007286,0.000928,0.00203,0.024503,4,0.975825,0.994745,0.992714,0.564485,0.9211,0.834704,0.837188,0.025,0.0,1.3,0.0
31,0.016738,0.009308,0.001818,0.007286,0.009452,3,0.983535,0.997978,0.990692,0.560404,0.924291,0.843434,0.837139,0.025,0.0,1.31,0.0
32,0.00842,0.009119,0.002867,0.009308,-0.000888,2,0.992621,0.99981,0.990881,0.55612,0.926166,0.853591,0.8371,0.025,0.0,1.32,0.0
33,0.002561,0.007722,0.003742,0.009119,-0.006557,1,0.997837,0.998603,0.992278,0.563451,0.926073,0.856975,0.837102,0.025,0.0,1.33,0.0
34,-0.004604,0.005103,0.004299,0.007722,-0.012326,11,0.992422,0.997381,0.994897,0.558557,0.924338,0.852783,0.837138,0.025,0.0,1.34,0.0
35,6.1e-05,0.004035,0.004412,0.005103,-0.005042,10,0.998963,0.998931,0.995965,0.556914,0.926504,0.859734,0.837093,0.025,0.0,1.35,0.0
36,0.002249,0.003657,0.004359,0.004035,-0.001785,9,0.99756,0.999622,0.996343,0.550958,0.926608,0.85982,0.83709,0.025,0.0,1.36,0.0
37,-0.013278,8.4e-05,0.004261,0.003657,-0.016935,8,0.985682,0.996427,0.999916,0.558656,0.924421,0.846018,0.837136,0.025,0.0,1.37,0.0
38,-0.009107,-0.00185,0.003676,8.4e-05,-0.009191,7,0.989539,0.998066,0.99815,0.565267,0.927245,0.848223,0.837075,0.025,0.0,1.38,0.0
39,-0.001513,-0.001779,0.002902,-0.00185,0.000337,6,0.998798,0.999929,0.998221,0.554723,0.928159,0.860117,0.837052,0.025,0.0,1.39,0.0
40,-0.001453,-0.001711,0.002247,-0.001779,0.000326,5,0.99373,0.999932,0.998289,0.556476,0.928462,0.854611,0.837044,0.025,0.0,1.4,0.0
41,-0.010243,-0.003493,0.001693,-0.001711,-0.008532,4,0.987195,0.998217,0.996507,0.556814,0.925629,0.847991,0.837112,0.025,0.0,1.41,0.0
42,0.004976,-0.001728,0.000967,-0.003493,0.008469,3,0.9916,0.998235,0.998272,0.556869,0.926152,0.852383,0.837101,0.025,0.0,1.42,0.0
43,-0.007689,-0.002968,0.000589,-0.001728,-0.005961,2,0.994811,0.998761,0.997032,0.549302,0.925325,0.857485,0.837118,0.025,0.0,1.43,0.0
44,-0.007824,-0.003975,9.1e-05,-0.002968,-0.004856,1,0.995455,0.998993,0.996025,0.556705,0.926549,0.856278,0.837092,0.025,0.0,1.44,0.0
45,-0.00414,-0.004009,-0.000478,-0.003975,-0.000165,11,0.996586,0.999966,0.995991,0.561933,0.928739,0.856103,0.837036,0.025,0.0,1.45,0.0
46,-0.010347,-0.005317,-0.000972,-0.004009,-0.006338,10,0.994524,0.998692,0.994683,0.56108,0.926445,0.854254,0.837094,0.025,0.0,1.46,0.0
47,-0.007912,-0.005852,-0.001581,-0.005317,-0.002595,9,0.994293,0.999466,0.994148,0.559723,0.927165,0.854362,0.837077,0.025,0.0,1.47,0.0
48,0.003842,-0.003861,-0.002178,-0.005852,0.009693,8,0.989355,0.998009,0.996139,0.554385,0.924811,0.850759,0.837129,0.025,0.0,1.48,0.0
49,0.001816,-0.002697,-0.002414,-0.003861,0.005677,7,0.997249,0.998837,0.997303,0.558399,0.926944,0.857649,0.837082,0.025,0.0,1.49,0.0
50,-0.012769,-0.004756,-0.002454,-0.002697,-0.010072,6,0.990337,0.997941,0.995244,0.558306,0.925082,0.85076,0.837123,0.025,0.0,1.5,0.0
51,-0.005058,-0.004818,-0.002776,-0.004756,-0.000302,5,0.998204,0.999938,0.995182,0.554585,0.927297,0.859557,0.837074,0.025,0.0,1.51,0.0
52,-0.003682,-0.004587,-0.003062,-0.004818,0.001135,4,0.998983,0.999769,0.995413,0.556335,0.927401,0.859899,0.837071,0.025,0.0,1.52,0.0
53,-2e-05,-0.00366,-0.003275,-0.004587,0.004566,3,0.996202,0.999074,0.99634,0.565043,0.928063,0.854942,0.837054,0.025,0.0,1.53,0.0
54,0.015403,0.000198,-0.003329,-0.00366,0.019063,2,0.981304,0.996142,0.999802,0.560928,0.924187,0.841072,0.837141,0.025,0.0,1.54,0.0
55,-0.000846,-1.3e-05,-0.002835,0.000198,-0.001044,1,0.997326,0.999789,0.999987,0.556137,0.928677,0.858292,0.837038,0.025,0.0,1.55,0.0
56,-0.007982,-0.001618,-0.00244,-1.3e-05,-0.007969,11,0.992015,0.998395,0.998382,0.546558,0.924697,0.855376,0.837131,0.025,0.0,1.56,0.0
57,0.004266,-0.000436,-0.002325,-0.001618,0.005884,10,0.998128,0.998818,0.999564,0.564423,0.928489,0.857023,0.837043,0.025,0.0,1.57,0.0
58,-0.002102,-0.00077,-0.002061,-0.000436,-0.001666,9,0.999678,0.999666,0.99923,0.555551,0.928193,0.86079,0.837051,0.025,0.0,1.58,0.0
59,0.018874,0.003156,-0.00188,-0.00077,0.019644,8,0.982714,0.996074,0.996844,0.550659,0.921565,0.845049,0.837182,0.025,0.0,1.59,0.0
60,0.007938,0.00411,-0.001175,0.003156,0.004782,7,0.989829,0.999047,0.99589,0.552104,0.92581,0.851803,0.837108,0.025,0.0,1.6,0.0
61,-0.00596,0.002107,-0.000435,0.00411,-0.01007,6,0.991232,0.997998,0.997893,0.552398,0.924897,0.853133,0.837127,0.025,0.0,1.61,0.0
62,0.011792,0.004028,-7.9e-05,0.002107,0.009684,5,0.988299,0.998079,0.995972,0.563181,0.926197,0.847503,0.8371,0.025,0.0,1.62,0.0
63,-0.020253,-0.000776,0.000496,0.004028,-0.024281,4,0.978911,0.995196,0.999224,0.561584,0.922661,0.838515,0.837166,0.025,0.0,1.63,0.0
64,-0.009909,-0.002578,0.000318,-0.000776,-0.009133,3,0.993982,0.998198,0.997422,0.544794,0.923823,0.857784,0.837147,0.025,0.0,1.64,0.0
65,0.004044,-0.001275,-8.8e-05,-0.002578,0.006623,2,0.999372,0.998696,0.998725,0.556518,0.926786,0.860243,0.837086,0.025,0.0,1.65,0.0
66,-0.021175,-0.005182,-0.000254,-0.001275,-0.0199,1,0.980533,0.996093,0.994818,0.556336,0.921857,0.841449,0.837178,0.025,0.0,1.66,0.0
67,-0.001815,-0.004522,-0.000944,-0.005182,0.003367,11,0.99704,0.999341,0.995478,0.565714,0.928283,0.855611,0.837049,0.025,0.0,1.67,0.0
68,0.007778,-0.00212,-0.001445,-0.004522,0.012301,10,0.989795,0.997597,0.99788,0.555233,0.924721,0.850987,0.837131,0.025,0.0,1.68,0.0
69,0.012841,0.000795,-0.001539,-0.00212,0.01496,9,0.985431,0.997085,0.999205,0.560754,0.925216,0.845242,0.837121,0.025,0.0,1.69,0.0
70,0.00761,0.002119,-0.001212,0.000795,0.006815,8,0.989372,0.998676,0.997881,0.553227,0.925973,0.851065,0.837105,0.025,0.0,1.7,0.0
71,0.001987,0.002094,-0.000746,0.002119,-0.000132,7,0.997677,0.999974,0.997906,0.54961,0.927314,0.860275,0.837073,0.025,0.0,1.71,0.0
72,-0.00974,-0.000194,-0.000348,0.002094,-0.011834,6,0.988621,0.997712,0.999806,0.559236,0.926042,0.848812,0.837103,0.025,0.0,1.72,0.0
73,0.012899,0.002331,-0.000327,-0.000194,0.013093,5,0.992482,0.997476,0.997669,0.550312,0.923659,0.854903,0.83715,0.025,0.0,1.73,0.0
74,-0.020773,-0.002112,4.5e-05,0.002331,-0.023104,4,0.976126,0.995557,0.997888,0.563557,0.922984,0.835237,0.837161,0.025,0.0,1.74,0.0
75,0.000817,-0.001551,-0.000257,-0.002112,0.002929,3,0.994597,0.999438,0.998449,0.563167,0.928837,0.853806,0.837034,0.025,0.0,1.75,0.0
76,-0.013543,-0.003845,-0.000438,-0.001551,-0.011992,2,0.984228,0.997706,0.996155,0.545847,0.922841,0.847767,0.837164,0.025,0.0,1.76,0.0
77,0.002924,-0.002553,-0.000915,-0.003845,0.006768,1,0.993786,0.998709,0.997447,0.552369,0.925736,0.855693,0.83711,0.025,0.0,1.77,0.0
78,-0.011596,-0.004274,-0.001144,-0.002553,-0.009043,11,0.987717,0.998279,0.995726,0.554171,0.924896,0.849174,0.837127,0.025,0.0,1.78,0.0
79,-0.01197,-0.005735,-0.001582,-0.004274,-0.007696,10,0.990278,0.998539,0.994265,0.563916,0.926431,0.849299,0.837094,0.025,0.0,1.79,0.0
80,-0.016125,-0.007701,-0.002164,-0.005735,-0.01039,9,0.989015,0.998033,0.992299,0.555867,0.923828,0.850049,0.837147,0.025,0.0,1.8,0.0
81,-0.006737,-0.007519,-0.002939,-0.007701,0.000964,8,0.998006,0.999818,0.992481,0.568158,0.928526,0.855966,0.837042,0.025,0.0,1.81,0.0
82,-0.010158,-0.008016,-0.00358,-0.007519,-0.002638,7,0.994394,0.999503,0.991984,0.562557,0.927015,0.853755,0.837081,0.025,0.0,1.82,0.0
83,-0.007714,-0.007959,-0.004201,-0.008016,0.000302,6,0.998766,0.999943,0.992041,0.552471,0.926081,0.860649,0.837102,0.025,0.0,1.83,0.0
84,-0.003994,-0.007217,-0.004727,-0.007959,0.003965,5,0.998184,0.999257,0.992783,0.561886,0.926756,0.857712,0.837087,0.025,0.0,1.84,0.0
85,-0.010052,-0.007746,-0.005076,-0.007217,-0.002835,4,0.997569,0.999471,0.992254,0.566149,0.927611,0.856032,0.837066,0.025,0.0,1.85,0.0
86,-0.000426,-0.006383,-0.00545,-0.007746,0.00732,3,0.991779,0.998637,0.993617,0.562759,0.92618,0.851089,0.8371,0.025,0.0,1.86,0.0
87,0.005731,-0.004133,-0.00558,-0.006383,0.012113,2,0.99499,0.99775,0.995867,0.5562,0.924405,0.85594,0.837137,0.025,0.0,1.87,0.0
88,-0.005996,-0.004478,-0.005378,-0.004133,-0.001863,1,0.996767,0.999655,0.995522,0.564502,0.928539,0.855642,0.837042,0.025,0.0,1.88,0.0
89,0.003788,-0.002951,-0.005252,-0.004478,0.008266,11,0.9916,0.998473,0.997049,0.556538,0.925882,0.852466,0.837107,0.025,0.0,1.89,0.0
90,-0.010906,-0.004416,-0.00493,-0.002951,-0.007955,10,0.990725,0.998534,0.995584,0.554791,0.925282,0.852027,0.837119,0.025,0.0,1.9,0.0
91,-0.005675,-0.004648,-0.004858,-0.004416,-0.001259,9,0.992135,0.999769,0.995352,0.554661,0.927089,0.85347,0.837079,0.025,0.0,1.91,0.0
92,-0.004207,-0.004567,-0.004828,-0.004648,0.000441,8,0.998512,0.999919,0.995433,0.560849,0.928333,0.8583,0.837047,0.025,0.0,1.92,0.0
93,0.004747,-0.002865,-0.004792,-0.004567,0.009314,7,0.988503,0.998298,0.997135,0.561419,0.926397,0.848148,0.837095,0.025,0.0,1.93,0.0
94,0.010375,-0.000452,-0.004522,-0.002865,0.01324,6,0.986033,0.997587,0.999548,0.557893,0.925403,0.84656,0.837117,0.025,0.0,1.94,0.0
95,-0.010653,-0.002306,-0.003952,-0.000452,-0.0102,5,0.991812,0.998146,0.997694,0.563552,0.926648,0.850924,0.837089,0.025,0.0,1.95,0.0
96,0.00913,-0.000234,-0.003722,-0.002306,0.011436,4,0.986632,0.997928,0.999766,0.556416,0.925741,0.847528,0.83711,0.025,0.0,1.96,0.0
97,0.007451,0.001155,-0.003233,-0.000234,0.007684,3,0.99533,0.998611,0.998845,0.557835,0.926768,0.855871,0.837087,0.025,0.0,1.97,0.0
98,-0.011149,-0.001062,-0.002619,0.001155,-0.012304,2,0.98646,0.997783,0.998938,0.55512,0.925061,0.84768,0.837124,0.025,0.0,1.98,0.0
99,0.000683,-0.000749,-0.002401,-0.001062,0.001746,1,0.999263,0.999686,0.999251,0.552767,0.927743,0.861072,0.837063,0.025,0.0,1.99,0.0
100,0.003366,-1.1e-05,-0.00217,-0.000749,0.004115,11,0.996385,0.999263,0.999989,0.558676,0.928229,0.856716,0.83705,0.025,0.0,2.0,0.0
101,-0.007119,-0.001281,-0.001868,-1.1e-05,-0.007107,10,0.992094,0.99873,0.998719,0.559444,0.927157,0.852233,0.837077,0.025,0.0,2.01,0.0
102,0.007312,0.00025,-0.001785,-0.001281,0.008594,9,0.991303,0.998469,0.99975,0.55176,0.9258,0.853363,0.837108,0.025,0.0,2.02,0.0
103,0.011849,0.002311,-0.0015,0.00025,0.011598,8,0.985228,0.997939,0.997689,0.550244,0.92414,0.847667,0.837141,0.025,0.0,2.03,0.0
104,0.01951,0.005358,-0.000967,0.002311,0.017199,7,0.982358,0.996953,0.994642,0.550829,0.921813,0.844651,0.837179,0.025,0.0,2.04,0.0
105,0.025222,0.008868,-8.1e-05,0.005358,0.019864,6,0.980562,0.99649,0.991132,0.55473,0.92071,0.84188,0.837192,0.025,0.0,2.05,0.0
106,-0.005969,0.006254,0.001172,0.008868,-0.014837,5,0.991789,0.997386,0.993746,0.557181,0.923245,0.852494,0.837157,0.025,0.0,2.06,0.0
107,-0.000334,0.005097,0.001883,0.006254,-0.006588,4,0.993907,0.998843,0.994903,0.556661,0.925796,0.854742,0.837108,0.025,0.0,2.07,0.0
108,0.007371,0.005495,0.002333,0.005097,0.002274,3,0.996308,0.999602,0.994505,0.552903,0.92629,0.858082,0.837098,0.025,0.0,2.08,0.0
109,0.026183,0.009108,0.002776,0.005495,0.020688,2,0.972692,0.996387,0.990892,0.556218,0.920665,0.833637,0.837193,0.025,0.0,2.09,0.0
110,0.000356,0.007584,0.003662,0.009108,-0.008752,1,0.994737,0.998476,0.992416,0.55635,0.924449,0.855649,0.837136,0.025,0.0,2.1,0.0
111,0.000471,0.006349,0.004211,0.007584,-0.007113,11,0.995508,0.998765,0.993651,0.5632,0.926349,0.854708,0.837096,0.025,0.0,2.11,0.0
112,0.002952,0.005761,0.004511,0.006349,-0.003397,10,0.998719,0.999412,0.994239,0.558018,0.926723,0.859214,0.837088,0.025,0.0,2.12,0.0
113,0.006199,0.005836,0.004686,0.005761,0.000438,9,0.993033,0.999924,0.994164,0.558025,0.927528,0.853527,0.837068,0.025,0.0,2.13,0.0
114,0.010811,0.006693,0.004847,0.005836,0.004974,8,0.994238,0.999144,0.993307,0.567024,0.927464,0.852482,0.83707,0.025,0.0,2.14,0.0
115,0.004291,0.00628,0.005105,0.006693,-0.002402,7,0.998756,0.999588,0.99372,0.555442,0.926443,0.859896,0.837094,0.025,0.0,2.15,0.0
116,-0.007568,0.00391,0.00527,0.00628,-0.013848,6,0.987464,0.99763,0.99609,0.556373,0.924072,0.848371,0.837143,0.025,0.0,2.16,0.0
117,0.000143,0.003268,0.005079,0.00391,-0.003767,5,0.999235,0.999357,0.996732,0.556942,0.927148,0.86,0.837077,0.025,0.0,2.17,0.0
118,0.021125,0.006306,0.004826,0.003268,0.017857,4,0.976075,0.996962,0.993694,0.551748,0.921553,0.838138,0.837182,0.025,0.0,2.18,0.0
119,-0.007799,0.003913,0.005033,0.006306,-0.014105,3,0.989695,0.997607,0.996087,0.546545,0.922435,0.853059,0.83717,0.025,0.0,2.19,0.0
120,-0.00098,0.003086,0.004876,0.003913,-0.004893,2,0.998376,0.999173,0.996914,0.552522,0.926182,0.860246,0.8371,0.025,0.0,2.2,0.0
121,-0.005847,0.001579,0.004626,0.003086,-0.008933,1,0.987557,0.998494,0.998421,0.551861,0.925378,0.849592,0.837117,0.025,0.0,2.21,0.0
122,0.018395,0.004406,0.004199,0.001579,0.016816,11,0.98183,0.997173,0.995594,0.556839,0.9232,0.84262,0.837158,0.025,0.0,2.22,0.0
123,-0.007312,0.002442,0.004228,0.004406,-0.011718,10,0.98846,0.998036,0.997558,0.556781,0.925155,0.849264,0.837122,0.025,0.0,2.23,0.0
124,-0.012269,-1.6e-05,0.003978,0.002442,-0.014711,9,0.989971,0.997542,0.999984,0.556365,0.924942,0.85088,0.837126,0.025,0.0,2.24,0.0
125,0.006602,0.001086,0.003419,-1.6e-05,0.006618,8,0.990019,0.998897,0.998914,0.55714,0.927007,0.850734,0.837081,0.025,0.0,2.25,0.0
126,-0.012578,-0.001183,0.003092,0.001086,-0.013665,7,0.985586,0.99773,0.998817,0.559721,0.925446,0.845656,0.837116,0.025,0.0,2.26,0.0
127,0.013978,0.001327,0.002494,-0.001183,0.015161,6,0.986892,0.997489,0.998673,0.55902,0.924883,0.847137,0.837127,0.025,0.0,2.27,0.0
128,0.009746,0.002717,0.00233,0.001327,0.008419,5,0.998029,0.99861,0.997283,0.562455,0.926907,0.857415,0.837083,0.025,0.0,2.28,0.0
129,-0.001974,0.001945,0.002385,0.002717,-0.004692,4,0.999219,0.999228,0.998055,0.554269,0.926844,0.860652,0.837085,0.025,0.0,2.29,0.0
130,0.00013,0.001647,0.002323,0.001945,-0.001815,3,0.999539,0.999702,0.998353,0.556807,0.928127,0.860337,0.837053,0.025,0.0,2.3,0.0
131,0.008372,0.002747,0.002228,0.001647,0.006724,2,0.995411,0.9989,0.997253,0.549144,0.92524,0.858125,0.83712,0.025,0.0,2.31,0.0
132,-0.007963,0.001001,0.002301,0.002747,-0.01071,1,0.991233,0.998254,0.998999,0.559516,0.926292,0.851354,0.837097,0.025,0.0,2.32,0.0
133,0.003181,0.001355,0.002119,0.001001,0.00218,11,0.994662,0.999646,0.998645,0.560674,0.928728,0.854493,0.837037,0.025,0.0,2.33,0.0
134,0.009055,0.002603,0.002012,0.001355,0.0077,10,0.992699,0.998752,0.997397,0.564807,0.927522,0.851498,0.837068,0.025,0.0,2.34,0.0
135,0.014483,0.004522,0.002095,0.002603,0.01188,9,0.988141,0.998081,0.995478,0.560559,0.925157,0.848001,0.837122,0.025,0.0,2.35,0.0
136,0.01047,0.00548,0.002435,0.004522,0.005948,8,0.992891,0.999042,0.99452,0.562808,0.92688,0.852189,0.837084,0.025,0.0,2.36,0.0
137,-0.013684,0.002403,0.002861,0.00548,-0.019164,7,0.985558,0.996923,0.997597,0.553409,0.92261,0.847206,0.837167,0.025,0.0,2.37,0.0
138,-0.021141,-0.001365,0.002797,0.002403,-0.023544,6,0.980156,0.996232,0.998635,0.554276,0.921841,0.841587,0.837178,0.025,0.0,2.38,0.0
139,-0.007533,-0.002349,0.002214,-0.001365,-0.006168,5,0.996738,0.999016,0.997651,0.552452,0.926043,0.858625,0.837103,0.025,0.0,2.39,0.0
140,0.00702,-0.000859,0.001576,-0.002349,0.009369,4,0.995198,0.99851,0.999141,0.55094,0.925342,0.857463,0.837118,0.025,0.0,2.4,0.0
141,-0.002827,-0.001171,0.001235,-0.000859,-0.001968,3,0.996977,0.999688,0.998829,0.563468,0.929288,0.85611,0.837021,0.025,0.0,2.41,0.0
142,-0.005113,-0.001794,0.000898,-0.001171,-0.003942,2,0.998097,0.999377,0.998206,0.55444,0.927129,0.859487,0.837078,0.025,0.0,2.42,0.0
143,-0.020891,-0.004802,0.000521,-0.001794,-0.019097,1,0.982117,0.996992,0.995198,0.550599,0.921527,0.844467,0.837182,0.025,0.0,2.43,0.0
144,0.006936,-0.002959,-0.000224,-0.004802,0.011738,11,0.98725,0.998157,0.997041,0.555801,0.924891,0.848299,0.837127,0.025,0.0,2.44,0.0
145,0.003695,-0.001917,-0.000607,-0.002959,0.006654,10,0.989594,0.998958,0.998083,0.557099,0.926781,0.850319,0.837086,0.025,0.0,2.45,0.0
146,0.020599,0.001595,-0.000791,-0.001917,0.022516,9,0.978295,0.996487,0.998405,0.552451,0.921797,0.840182,0.837179,0.025,0.0,2.46,0.0
147,0.008282,0.002635,-0.000456,0.001595,0.006687,8,0.991361,0.99896,0.997365,0.555848,0.926373,0.852399,0.837096,0.025,0.0,2.47,0.0
148,0.00621,0.003189,-2.4e-05,0.002635,0.003574,7,0.993117,0.999446,0.996811,0.547894,0.925795,0.856143,0.837108,0.025,0.0,2.48,0.0
149,0.021543,0.006025,0.000426,0.003189,0.018354,6,0.988871,0.997164,0.993975,0.556739,0.922389,0.849686,0.83717,0.025,0.0,2.49,0.0
150,0.010404,0.006699,0.00121,0.006025,0.004379,5,0.99414,0.999326,0.993301,0.560263,0.926574,0.854074,0.837091,0.025,0.0,2.5,0.0
151,-0.007435,0.00453,0.001979,0.006699,-0.014134,4,0.989281,0.99783,0.99547,0.562109,0.924822,0.848754,0.837129,0.025,0.0,2.51,0.0
152,0.003246,0.004333,0.002336,0.00453,-0.001284,3,0.99674,0.999804,0.995667,0.560602,0.928134,0.85659,0.837053,0.025,0.0,2.52,0.0
153,0.007592,0.00483,0.002615,0.004333,0.003259,2,0.999267,0.999503,0.99517,0.559633,0.927303,0.859359,0.837074,0.025,0.0,2.53,0.0
154,0.005298,0.004901,0.002926,0.00483,0.000468,1,0.995679,0.999929,0.995099,0.553738,0.927099,0.857245,0.837079,0.025,0.0,2.54,0.0
155,0.003511,0.004691,0.003202,0.004901,-0.00139,11,0.996022,0.999789,0.995309,0.555577,0.927201,0.857128,0.837076,0.025,0.0,2.55,0.0
156,-0.005791,0.003108,0.003411,0.004691,-0.010481,10,0.992329,0.998418,0.996892,0.559654,0.92583,0.852416,0.837108,0.025,0.0,2.56,0.0
157,0.007118,0.003712,0.003368,0.003108,0.00401,9,0.994902,0.999397,0.996288,0.567048,0.928601,0.85314,0.83704,0.025,0.0,2.57,0.0
158,-0.000896,0.003021,0.003416,0.003712,-0.004608,8,0.995746,0.999309,0.996979,0.560108,0.927523,0.855719,0.837068,0.025,0.0,2.58,0.0
159,0.003364,0.003072,0.003361,0.003021,0.000343,7,0.997559,0.999949,0.996928,0.566049,0.929615,0.856047,0.837011,0.025,0.0,2.59,0.0
160,0.001247,0.0028,0.003321,0.003072,-0.001825,6,0.99947,0.999728,0.9972,0.56384,0.928936,0.85851,0.837031,0.025,0.0,2.6,0.0
161,0.009785,0.003837,0.003248,0.0028,0.006985,5,0.991921,0.998963,0.996163,0.559491,0.926555,0.852048,0.837091,0.025,0.0,2.61,0.0
162,-0.000713,0.003164,0.00333,0.003837,-0.00455,4,0.999145,0.999327,0.996836,0.556221,0.92688,0.86009,0.837084,0.025,0.0,2.62,0.0
163,0.01551,0.004984,0.003307,0.003164,0.012346,3,0.988721,0.99818,0.995016,0.565435,0.925739,0.847362,0.83711,0.025,0.0,2.63,0.0
164,0.003743,0.004802,0.003542,0.004984,-0.001241,2,0.99664,0.999818,0.995198,0.565887,0.928862,0.855168,0.837033,0.025,0.0,2.64,0.0
165,0.019724,0.006987,0.003718,0.004802,0.014922,1,0.987591,0.997815,0.993013,0.553481,0.922575,0.849221,0.837168,0.025,0.0,2.65,0.0
166,-0.00922,0.004622,0.004176,0.006987,-0.016207,11,0.98234,0.997635,0.995378,0.558217,0.923651,0.842785,0.83715,0.025,0.0,2.66,0.0
167,-0.01785,0.001354,0.004238,0.004622,-0.022472,10,0.976082,0.996732,0.998646,0.56086,0.923304,0.835867,0.837156,0.025,0.0,2.67,0.0
