cycle,truth_sample,truth_state,truth_load,bridge_output,bridge_state,bridge_load,shadow_pressure,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
30,-0.037383,0.009296,0.005165,-0.015567,0.004733,0.029378,0.017945,0.003509,0.00195,0.003792,0.007143,0.010314,-0.02588,4,0.90177,0.993479,0.996208,0.576253,0.939412,0.789114,0.836629,0.069,0.0,1.0,0.0
31,-0.038119,0.008538,0.004743,-0.021566,-0.000527,0.021045,-0.006554,0.003991,0.002217,-0.002597,0.006674,0.003792,-0.025358,3,0.898499,0.993611,0.997403,0.565151,0.939206,0.78882,0.836639,0.0708,0.0,1.0,0.0
32,0.027068,0.008131,0.004517,0.027901,0.005159,0.01477,0.037218,0.00509,0.002828,0.005087,0.005376,-0.002597,0.030498,2,0.88978,0.992316,0.994913,0.543746,0.935492,0.784786,0.836805,0.0726,0.0,1.0,0.0
33,0.029786,0.007855,0.004364,0.032347,0.010597,0.019633,0.028667,0.006419,0.003566,0.011954,0.005336,0.005087,0.02726,1,0.890703,0.993133,0.988046,0.551482,0.935229,0.783624,0.836816,0.0744,0.0,1.0,0.0
34,0.02605,0.007805,0.004336,0.00873,0.010223,0.000727,0.014437,0.007556,0.004198,0.011142,0.006262,0.011954,-0.003224,11,0.914008,0.999188,0.988858,0.550799,0.942397,0.809074,0.836474,0.0762,0.0,1.0,0.0
35,0.023109,0.007791,0.004328,0.031019,0.014382,0.017175,0.033417,0.008975,0.004986,0.016148,0.006945,0.011142,0.019877,10,0.890296,0.994994,0.983852,0.585517,0.940221,0.776876,0.836589,0.078,0.0,1.0,0.0
36,0.090303,0.008497,0.00472,0.035178,0.018542,0.007053,0.028577,0.010456,0.005809,0.020941,0.008234,0.016148,0.01903,9,0.913932,0.995207,0.979059,0.531413,0.933742,0.811843,0.836874,0.0798,0.0,1.0,0.0
37,0.03974,0.00952,0.005289,0.050835,0.025,0.052739,0.01394,0.011626,0.006459,0.028469,0.010013,0.020941,0.029894,8,0.871062,0.992472,0.971531,0.558207,0.928734,0.75882,0.837036,0.0816,0.0,1.0,0.0
38,0.012522,0.010499,0.005833,0.038435,0.027687,0.021352,0.032905,0.012974,0.007208,0.030978,0.012597,0.028469,0.009966,7,0.890263,0.997491,0.969022,0.553426,0.934865,0.782334,0.83683,0.0834,0.0,1.0,0.0
39,0.022306,0.010977,0.006098,0.022675,0.026685,0.028141,0.049869,0.014798,0.008221,0.028888,0.01517,0.030978,-0.008304,6,0.913733,0.997909,0.971112,0.543012,0.93373,0.806948,0.836874,0.0852,0.0,1.0,0.0
40,0.05616,0.011713,0.006507,-0.010675,0.019213,0.215579,-0.183024,0.011623,0.006457,0.018924,0.017091,0.028888,-0.039563,5,0.894552,0.990037,0.981076,0.563812,0.914499,0.763393,0.837225,0.087,0.0,1.0,0.0
41,-0.076627,0.011638,0.006466,-0.039887,0.007393,0.044249,-0.001024,0.009056,0.005031,0.004111,0.017347,0.018924,-0.058811,4,0.880092,0.985186,0.995889,0.570015,0.929535,0.766742,0.837014,0.0888,0.0,1.0,0.0
42,-0.031351,0.01101,0.006117,0.011837,0.008282,0.017402,0.047525,0.008098,0.004499,0.006057,0.015494,0.004111,0.007726,3,0.914303,0.998054,0.993943,0.545641,0.940196,0.808573,0.83659,0.0906,0.0,1.0,0.0
43,0.036881,0.010912,0.006062,0.018141,0.010253,0.009174,0.034909,0.008014,0.004452,0.009101,0.014173,0.006057,0.012084,2,0.914405,0.996956,0.990899,0.526309,0.937002,0.813255,0.836741,0.0924,0.0,1.0,0.0
44,-0.071368,0.010354,0.005752,-0.059102,-0.003618,0.061557,-0.02105,0.007297,0.004054,-0.00808,0.013463,0.009101,-0.068202,1,0.856709,0.982819,0.99192,0.535972,0.921054,0.747985,0.837188,0.0942,0.0,1.0,0.0
45,-0.009788,0.009856,0.005476,-0.003289,-0.003552,0.000807,0.004043,0.006717,0.003732,-0.006873,0.010447,-0.00808,0.004791,11,0.916104,0.998793,0.993127,0.562251,0.944268,0.809088,0.836368,0.096,0.0,1.0,0.0
46,0.036394,0.009972,0.00554,0.062609,0.00968,0.195866,0.203678,0.01092,0.006067,0.010625,0.008022,-0.006873,0.069482,10,0.918478,0.982502,0.989375,0.549665,0.90966,0.792167,0.837196,0.0978,0.0,1.0,0.0
47,-0.020948,0.010202,0.005668,-0.061691,-0.004594,0.155727,-0.153477,0.010239,0.005688,-0.007588,0.008386,0.010625,-0.072316,9,0.909029,0.981787,0.992412,0.565341,0.915171,0.784199,0.837225,0.0996,0.0,1.0,0.0
48,-0.12435,0.009269,0.005149,0.029993,0.002323,0.051828,-0.008483,0.009347,0.005193,0.001877,0.00615,-0.007588,0.037581,8,0.879273,0.990534,0.998123,0.579925,0.93537,0.763124,0.83681,0.1014,0.0,1.0,0.0
49,-0.000602,0.00822,0.004566,-0.007891,0.00028,0.051758,-0.077051,0.006763,0.003757,-0.000583,0.005552,0.001877,-0.009768,7,0.912635,0.997539,0.999417,0.569469,0.940802,0.798595,0.836559,0.1032,0.0,1.0,0.0
50,-0.028561,0.006887,0.003826,-0.045439,-0.008863,0.186773,-0.152184,0.001089,0.000605,-0.011888,0.004693,-0.000583,-0.044855,6,0.903681,0.988696,0.988112,0.574015,0.919176,0.774204,0.837208,0.105,0.0,1.0,0.0
51,-0.008782,0.005475,0.003042,-0.009945,-0.00908,0.00524,-0.03914,-0.003918,0.002177,-0.011398,0.002372,-0.011888,0.001943,5,0.907403,0.99951,0.988602,0.57149,0.944931,0.798178,0.836329,0.1068,0.0,1.0,0.0
52,0.008893,0.003622,0.002012,0.015239,-0.004216,0.022456,0.000579,-0.007443,0.004135,-0.004689,0.000444,-0.011398,0.026637,4,0.899633,0.993291,0.995311,0.542359,0.935655,0.793802,0.836798,0.1086,0.0,1.0,0.0
53,0.00386,0.001722,0.000957,-0.016086,-0.00659,0.018482,-0.006361,-0.009937,0.005521,-0.007559,-0.000275,-0.004689,-0.011397,3,0.901192,0.99713,0.992441,0.578694,0.943176,0.788703,0.836431,0.1104,0.0,1.0,0.0
54,0.066018,0.000451,0.000251,0.035138,0.001756,0.000181,0.048746,-0.010437,0.005798,0.003192,-0.001295,-0.007559,0.042697,2,0.897129,0.989249,0.996808,0.556332,0.936025,0.790839,0.836783,0.1122,0.0,1.0,0.0
55,-0.045108,-0.001172,0.000651,-0.023449,-0.003285,0.068994,0.058704,-0.009235,0.00513,-0.003517,-0.000666,0.003192,-0.026641,1,0.886591,0.993291,0.996483,0.560147,0.933863,0.772094,0.836869,0.114,0.0,1.0,0.0
56,-0.172263,-0.004314,0.002397,-0.105202,-0.023669,0.176821,-0.162152,-0.011881,0.0066,-0.02912,-0.001066,-0.003517,-0.101685,5,0.91784,0.974397,0.97088,0.539444,0.899164,0.795355,0.836974,0.1158,0.0,1.0,0.0
57,0.079935,-0.005905,0.003281,-0.025734,-0.024082,0.05042,-0.040675,-0.014485,0.008047,-0.028268,-0.004993,-0.02912,0.003386,5,0.862158,0.999148,0.971732,0.535165,0.932212,0.75429,0.836929,0.1176,0.0,1.0,0.0
58,0.028109,-0.006859,0.003811,0.026059,-0.014054,0.066721,-0.018324,-0.016482,0.009157,-0.014593,-0.008252,-0.028268,0.054327,9,0.868959,0.986325,0.985407,0.576527,0.926985,0.751355,0.837081,0.1194,0.0,1.0,0.0
59,0.035913,-0.007706,0.004281,0.005178,-0.010207,0.007128,-0.014045,-0.01792,0.009956,-0.009617,-0.009139,-0.014593,0.019771,8,0.917699,0.995024,0.990383,0.535233,0.936143,0.814439,0.836778,0.1212,0.0,1.0,0.0
60,0.059757,-0.007468,0.004149,0.085253,0.008885,0.012705,0.132921,-0.01559,0.008661,0.014265,-0.009206,-0.009617,0.094869,7,0.850876,0.976118,0.985735,0.551387,0.919771,0.744056,0.837202,0.123,0.0,1.0,0.0
61,-0.042612,-0.007504,0.004169,-0.030907,0.000926,0.003428,-0.02931,-0.01425,0.007917,0.002892,-0.00592,0.014265,-0.045173,6,0.90109,0.988627,0.997108,0.602618,0.940397,0.785632,0.83658,0.1248,0.0,1.0,0.0
62,0.101772,-0.007046,0.003914,0.055388,0.011819,0.001067,0.075549,-0.011299,0.006277,0.016112,-0.004686,0.002892,0.052496,5,0.884305,0.986781,0.983888,0.590926,0.934909,0.771479,0.836829,0.1266,0.0,1.0,0.0
63,0.050448,-0.006107,0.003393,0.055054,0.020466,0.063503,0.011607,-0.008715,0.004842,0.02592,-0.001775,0.016112,0.038942,4,0.860026,0.990192,0.97408,0.599167,0.931408,0.738885,0.836956,0.1284,0.0,1.0,0.0
64,-0.062599,-0.004818,0.002677,-0.043941,0.007584,0.035077,-0.049851,-0.007598,0.004221,0.008323,0.002103,0.02592,-0.069861,3,0.864063,0.982403,0.991677,0.556847,0.9257,0.754115,0.837111,0.1302,0.0,1.0,0.0
65,-0.05703,-0.004107,0.002282,-0.04602,-0.003137,0.040552,-0.027882,-0.007259,0.004033,-0.005365,0.002973,0.008323,-0.054343,2,0.872299,0.986312,0.994635,0.524039,0.925429,0.767982,0.837116,0.132,0.0,1.0,0.0
66,-0.205437,-0.004807,0.002671,-0.020907,-0.006691,0.108628,-0.047765,-0.00799,0.004439,-0.009279,0.001806,-0.005365,-0.015542,6,0.848159,0.996085,0.990721,0.525093,0.927302,0.736132,0.837074,0.1338,0.0,1.0,0.0
67,0.061006,-0.0049,0.002722,0.002818,-0.004789,0.028466,-0.080918,-0.010214,0.005675,-0.006233,0.000254,-0.009279,0.012097,11,0.91225,0.996954,0.993767,0.517791,0.934968,0.810308,0.836826,0.1356,0.0,1.0,0.0
68,0.039986,-0.004749,0.002638,0.043886,0.004946,0.07196,0.001017,-0.011553,0.006419,0.006387,-0.000654,-0.006233,0.050118,10,0.857048,0.98738,0.993613,0.538548,0.924892,0.746298,0.837127,0.1374,0.0,1.0,0.0
69,-0.102345,-0.005413,0.003007,0.054315,0.01482,0.076775,0.118269,-0.009595,0.005331,0.018457,0.000332,0.006387,0.047928,3,0.859324,0.98793,0.981543,0.566409,0.925814,0.742878,0.837108,0.1392,0.0,1.0,0.0
70,0.047754,-0.006134,0.003408,0.037243,0.019304,0.037791,-0.023688,-0.008726,0.004848,0.023189,0.002869,0.018457,0.018786,8,0.900146,0.995268,0.976811,0.546456,0.932514,0.791848,0.836918,0.141,0.0,1.0,0.0
71,0.055063,-0.006017,0.003343,0.009963,0.017436,0.037437,0.039866,-0.006846,0.003803,0.019857,0.005714,0.023189,-0.013226,7,0.90215,0.996668,0.980143,0.501821,0.92922,0.802473,0.837023,0.1428,0.0,1.0,0.0
72,0.107151,-0.003818,0.002121,0.076723,0.029293,0.024363,0.059594,-0.003982,0.002212,0.034184,0.007694,0.019857,0.056866,6,0.870801,0.985673,0.965816,0.615853,0.931419,0.750994,0.836955,0.1446,0.0,1.0,0.0
73,-0.042722,-0.002803,0.001557,-0.017533,0.019928,0.010769,-0.023237,-0.002275,0.001264,0.021153,0.011403,0.034184,-0.051717,5,0.896471,0.986969,0.978847,0.53043,0.926391,0.794456,0.837095,0.1464,0.0,1.0,0.0
74,0.050595,-0.001742,0.000968,0.016803,0.019303,0.303664,-0.221437,-0.00585,0.00325,0.020057,0.012768,0.021153,-0.00435,4,0.836415,0.998904,0.979943,0.547141,0.912846,0.698779,0.83722,0.1482,0.0,1.0,0.0
75,-0.040829,-0.001383,0.000768,0.02119,0.019681,0.207642,0.126245,-0.005402,0.003001,0.020343,0.013788,0.020057,0.001133,3,0.874566,0.999715,0.979657,0.5319,0.920354,0.750403,0.837196,0.15,0.0,1.0,0.0
76,-0.029853,-0.001739,0.000966,-0.039595,0.007826,0.044528,-0.025037,-0.00553,0.003072,0.005244,0.014706,0.020343,-0.059937,8,0.867894,0.984902,0.994756,0.540712,0.925985,0.760002,0.837104,0.1518,0.0,1.0,0.0
77,-0.001816,-0.001747,0.000971,-0.048805,-0.003501,0.20388,-0.186826,-0.009729,0.005405,-0.008366,0.013381,0.005244,-0.054049,1,0.906401,0.986389,0.991634,0.555392,0.913915,0.777958,0.837224,0.1536,0.0,1.0,0.0
78,0.085191,-0.001878,0.001043,0.041837,0.005567,0.069318,-0.031613,-0.013316,0.007398,0.004272,0.010337,-0.008366,0.050204,11,0.872502,0.987361,0.995728,0.516476,0.922939,0.766059,0.837162,0.1554,0.0,1.0,0.0
79,0.014709,-0.002262,0.001256,0.014846,0.007423,0.003433,0.030372,-0.01499,0.008328,0.006934,0.009488,0.004272,0.010574,10,0.909043,0.997338,0.993066,0.537746,0.939718,0.805723,0.836614,0.1572,0.0,1.0,0.0
80,0.059325,-0.001685,0.000936,0.03422,0.012782,0.018457,0.027442,-0.015082,0.008379,0.013802,0.00913,0.006934,0.027286,9,0.893217,0.993132,0.986198,0.56251,0.936145,0.783519,0.836778,0.159,0.0,1.0,0.0
81,-0.082957,-0.001371,0.000762,-0.028097,0.004606,0.007974,0.013141,-0.014482,0.008046,0.003255,0.009784,0.013802,-0.0419,8,0.917461,0.989453,0.996745,0.528159,0.93192,0.815468,0.836939,0.1608,0.0,1.0,0.0
82,-0.058346,8e-06,4e-06,-0.021591,-0.000633,0.089551,0.102011,-0.011406,0.006337,-0.003,0.00887,0.003255,-0.024846,7,0.889206,0.993744,0.997,0.536609,0.929658,0.776767,0.83701,0.1626,0.0,1.0,0.0
83,0.078251,0.00135,0.00075,0.058815,0.011257,0.07563,-0.046214,-0.009973,0.00554,0.012565,0.007208,-0.003,0.061816,6,0.872081,0.984434,0.987435,0.488637,0.914818,0.770404,0.837225,0.1644,0.0,1.0,0.0
84,-0.034076,0.001976,0.001098,-0.087254,-0.008446,0.165525,-0.234453,-0.014174,0.007874,-0.012563,0.007958,0.012565,-0.09982,11,0.879425,0.974872,0.987437,0.560721,0.906626,0.753948,0.837155,0.1662,0.0,1.0,0.0
85,0.060415,0.003748,0.002082,0.071669,0.007577,0.164684,0.177871,-0.012839,0.007133,0.008644,0.005085,-0.012563,0.084232,4,0.908485,0.978793,0.991356,0.601352,0.915904,0.775504,0.837224,0.168,0.0,1.0,0.0
86,-0.068601,0.004435,0.002464,-0.073089,-0.008556,0.16704,-0.144264,-0.014946,0.008303,-0.011931,0.005584,0.008644,-0.081734,8,0.919237,0.979425,0.988069,0.532364,0.907181,0.799007,0.837164,0.1698,0.0,1.0,0.0
87,-0.085277,0.003986,0.002215,-0.062676,-0.01938,0.282049,-0.260997,-0.022069,0.01226,-0.024698,0.003132,-0.011931,-0.050746,7,0.86695,0.987233,0.975302,0.56318,0.904574,0.727805,0.837116,0.1716,0.0,1.0,0.0
88,-0.107799,0.001979,0.0011,-0.052335,-0.025971,0.032814,-0.083336,-0.028567,0.01587,-0.031647,-0.000764,-0.024698,-0.027637,1,0.913883,0.993051,0.968353,0.538269,0.927584,0.80647,0.837067,0.1734,0.0,1.0,0.0
89,0.090684,0.001214,0.000674,0.021691,-0.016439,0.007695,0.020694,-0.032141,0.017856,-0.018239,-0.005088,-0.031647,0.053339,6,0.912004,0.986592,0.981761,0.585188,0.932387,0.79822,0.836923,0.1752,0.0,1.0,0.0
90,0.110776,0.000992,0.000551,0.067035,0.000256,0.157864,0.117118,-0.031322,0.017401,0.003198,-0.006929,-0.018239,0.085275,5,0.913175,0.978563,0.996802,0.587826,0.915189,0.782411,0.837225,0.177,0.0,1.0,0.0
91,-0.175527,-0.000214,0.000119,0.06979,0.014163,0.016288,0.116207,-0.027337,0.015187,0.019944,-0.005511,0.003198,0.066592,3,0.807333,0.983254,0.980056,0.532994,0.922226,0.70276,0.837173,0.1788,0.0,1.0,0.0
92,0.159015,0.000141,7.9e-05,-0.003979,0.010535,0.022297,-0.027751,-0.0245,0.013611,0.013927,-0.001948,0.019944,-0.023922,2,0.915156,0.993983,0.986073,0.553504,0.935139,0.806181,0.836819,0.1806,0.0,1.0,0.0
93,0.123904,0.001397,0.000776,0.041179,0.016664,0.082274,0.092354,-0.019957,0.011087,0.020784,0.000275,0.013927,0.027253,2,0.892432,0.993143,0.979216,0.595965,0.932778,0.769079,0.836909,0.1824,0.0,1.0,0.0
94,-0.08149,0.001252,0.000696,0.076425,0.028616,0.221615,0.331568,-0.008711,0.004839,0.034796,0.003146,0.020784,0.055641,11,0.894968,0.985988,0.965204,0.490833,0.898719,0.776883,0.83696,0.1842,0.0,1.0,0.0
95,0.062036,0.001479,0.000822,0.046233,0.032139,0.060559,-0.06617,-0.001949,0.001083,0.037678,0.007577,0.034796,0.011437,5,0.899618,0.997118,0.962322,0.520448,0.926384,0.794004,0.837095,0.186,0.0,1.0,0.0
96,-0.053754,0.000831,0.000462,-0.016033,0.022505,0.001817,-0.063403,0.001474,0.000819,0.024144,0.011791,0.037678,-0.053711,4,0.892261,0.986466,0.975856,0.562703,0.930092,0.785088,0.836997,0.1878,0.0,1.0,0.0
97,0.074066,0.001439,0.000799,-0.065523,0.004899,0.123173,-0.184459,-0.000242,0.000135,0.001548,0.013521,0.024144,-0.089667,9,0.864144,0.977404,0.998452,0.514778,0.910081,0.752814,0.837201,0.1896,0.0,1.0,0.0
98,0.024516,0.002594,0.001441,-0.011435,0.001632,0.03703,-0.010203,-0.001474,0.000819,-0.001724,0.011844,0.001548,-0.012983,2,0.883539,0.996728,0.998276,0.532482,0.937127,0.778284,0.836735,0.1914,0.0,1.0,0.0
99,0.17389,0.004329,0.002405,0.054427,0.012191,0.234198,0.26685,0.003582,0.00199,0.012424,0.009945,-0.001724,0.056151,6,0.912477,0.985853,0.987576,0.511443,0.904733,0.789462,0.83712,0.1932,0.0,1.0,0.0
100,0.078384,0.006699,0.003722,0.020244,0.013802,0.022134,0.158424,0.010768,0.005982,0.014393,0.010292,0.012424,0.00782,11,0.876497,0.998031,0.985607,0.523374,0.935374,0.774209,0.83681,0.195,0.0,1.0,0.0
101,6.3e-05,0.008332,0.004629,-0.010361,0.008969,0.024982,-0.004754,0.01581,0.008783,0.008161,0.010866,0.014393,-0.024754,10,0.89441,0.993768,0.991839,0.589382,0.940276,0.779033,0.836586,0.1968,0.0,1.0,0.0
102,-0.118824,0.009392,0.005218,-0.003742,0.006427,0.08492,-0.023355,0.018611,0.01034,0.005165,0.010487,0.008161,-0.011904,9,0.85894,0.997004,0.994835,0.507094,0.928388,0.752478,0.837046,0.1986,0.0,1.0,0.0
103,-0.042633,0.010645,0.005914,0.055677,0.016277,0.260632,0.303782,0.02708,0.015045,0.017871,0.009742,0.005165,0.050512,8,0.907381,0.987295,0.982129,0.520177,0.902401,0.778669,0.837066,0.2004,0.0,1.0,0.0
104,0.020508,0.012709,0.007061,-0.054864,0.002049,0.165328,-0.185391,0.028378,0.015765,-0.000423,0.01088,0.017871,-0.072734,7,0.900552,0.981706,0.999577,0.537571,0.911598,0.779004,0.837213,0.2022,0.0,1.0,0.0
105,-0.050681,0.013466,0.007481,-0.125811,-0.023523,0.134658,-0.239557,0.023261,0.012923,-0.031973,0.009298,-0.000423,-0.125388,6,0.852626,0.96845,0.968027,0.547241,0.897194,0.732919,0.836908,0.204,0.0,1.0,0.0
106,0.030823,0.013532,0.007518,0.008523,-0.017114,0.023849,0.017576,0.019356,0.010753,-0.021781,0.00352,-0.031973,0.040496,5,0.887869,0.989807,0.978219,0.558283,0.929918,0.778473,0.837002,0.2058,0.0,1.0,0.0
107,-0.062895,0.014435,0.00802,-0.04094,-0.021879,0.064569,0.025444,0.016746,0.009303,-0.026604,-2.2e-05,-0.021781,-0.01916,9,0.879467,0.995176,0.973396,0.589221,0.933832,0.759883,0.83687,0.2076,0.0,1.0,0.0
108,-0.06983,0.013514,0.007508,-0.030703,-0.023644,0.038068,0.033864,0.015514,0.008619,-0.027636,-0.003744,-0.026604,-0.004099,9,0.90615,0.998968,0.972364,0.5713,0.937326,0.792929,0.836727,0.2094,0.0,1.0,0.0
109,-0.025666,0.011581,0.006434,0.042356,-0.010444,0.258913,0.282888,0.020512,0.011396,-0.010022,-0.007089,-0.027636,0.069992,8,0.900309,0.982386,0.989978,0.481691,0.895415,0.77949,0.836841,0.2112,0.0,1.0,0.0
110,-0.207725,0.008933,0.004963,0.007756,-0.006804,0.171654,0.199499,0.028347,0.015748,-0.005551,-0.007499,-0.010022,0.017778,6,0.899678,0.995529,0.994449,0.501383,0.91813,0.784206,0.837215,0.213,0.0,1.0,0.0
