cycle,truth_sample,truth_state,truth_load,bridge_output,bridge_state,bridge_load,shadow_pressure,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
42,0.003068,0.004182,0.002323,0.026299,0.000879,0.20406,0.149564,-0.009498,0.005276,0.000909,0.001211,-0.007637,0.033936,3,0.888134,0.991454,0.999091,0.558213,0.920262,0.759216,0.837197,0.025,0.0,1.0,0.168
43,-0.007902,0.004671,0.002595,-0.026439,-0.004584,0.078162,0.04216,-0.007821,0.004345,-0.005979,0.001169,0.000909,-0.027348,2,0.874102,0.993112,0.994021,0.580706,0.93476,0.754865,0.836835,0.025,0.0,1.0,0.172
44,-0.069066,0.004596,0.002553,-0.062351,-0.016138,0.093777,0.007361,-0.006276,0.003487,-0.020179,0.000168,-0.005979,-0.056372,1,0.84432,0.9858,0.979821,0.602438,0.926499,0.71932,0.837093,0.025,0.0,1.0,0.176
45,0.044451,0.00449,0.002495,0.040144,-0.004881,0.07941,-0.009392,-0.005255,0.00292,-0.004982,-0.00268,-0.020179,0.060323,11,0.855284,0.984803,0.995018,0.610752,0.931133,0.730338,0.836965,0.025,0.0,1.0,0.18
46,0.023684,0.00443,0.002461,0.034911,0.003077,0.076265,-0.03098,-0.005112,0.00284,0.005068,-0.003002,-0.004982,0.039894,10,0.870306,0.98995,0.994932,0.591332,0.933682,0.749403,0.836876,0.025,0.0,1.0,0.184
47,-0.022494,0.004219,0.002344,-0.026823,-0.002903,0.201552,-0.138501,-0.008029,0.00446,-0.002964,-0.001873,0.005068,-0.03189,9,0.885089,0.991968,0.997036,0.563414,0.921197,0.75554,0.837187,0.025,0.0,1.0,0.188
48,-0.027959,0.00385,0.002139,0.023916,0.002461,0.012778,0.058325,-0.008611,0.004784,0.003806,-0.002025,-0.002964,0.026881,8,0.883664,0.99323,0.996194,0.534105,0.935613,0.780407,0.8368,0.025,0.0,1.0,0.192
49,-0.087616,0.003088,0.001715,-0.010269,-8.5e-05,0.012538,0.010114,-0.008616,0.004787,0.000261,-0.001209,0.003806,-0.014075,7,0.905624,0.996455,0.999739,0.506635,0.935996,0.807591,0.836784,0.025,0.0,1.0,0.196
50,-0.006358,0.002033,0.001129,0.002677,0.000467,0.0054,-0.000541,-0.008492,0.004718,0.000869,-0.001003,0.000261,0.002416,6,0.916145,0.999392,0.999131,0.497072,0.938034,0.820692,0.836694,0.025,0.0,1.0,0.2
51,0.090781,0.001648,0.000915,0.008878,0.002149,0.001227,-0.043321,-0.009218,0.005121,0.002886,-0.000741,0.000869,0.008008,5,0.902456,0.997983,0.997114,0.50471,0.937627,0.80596,0.836713,0.025,0.0,1.0,0.204
52,0.059664,0.001639,0.00091,-0.005249,0.00067,0.005169,-0.067266,-0.011073,0.006152,0.000838,-0.000233,0.002886,-0.008135,4,0.895516,0.997952,0.999162,0.521066,0.939565,0.795375,0.836622,0.025,0.0,1.0,0.208
53,0.020922,0.001997,0.00111,0.017365,0.004009,0.2058,0.119173,-0.009442,0.005245,0.005,-8.3e-05,0.000838,0.016527,3,0.872275,0.995838,0.995,0.563882,0.92393,0.74203,0.837145,0.025,0.0,1.0,0.212
54,-0.00332,0.002769,0.001538,0.013587,0.005924,0.241214,0.171616,-0.004142,0.002301,0.007163,0.000628,0.005,0.008587,2,0.865105,0.997837,0.992837,0.596104,0.926125,0.725159,0.837101,0.025,0.0,1.0,0.216
55,-0.067884,0.002889,0.001605,-0.056522,-0.006565,0.11193,0.026051,0.000371,0.000206,-0.008886,0.001543,0.007163,-0.063685,1,0.836843,0.983951,0.991114,0.62098,0.9281,0.706605,0.837053,0.025,0.0,1.0,0.22
56,0.219034,0.003972,0.002207,0.009474,-0.003357,0.225762,-0.132126,0.000585,0.000325,-0.004259,8.3e-05,-0.008886,0.018361,5,0.857773,0.995373,0.995741,0.617897,0.928632,0.715617,0.837039,0.025,0.0,1.0,0.224
57,0.036529,0.005037,0.002798,-0.002986,-0.003283,0.248105,-0.175253,-0.003262,0.001812,-0.003938,-0.000525,-0.004259,0.001273,4,0.861483,0.999679,0.996062,0.593312,0.927451,0.721421,0.83707,0.025,0.0,1.0,0.228
58,-0.013161,0.005852,0.003251,-0.012655,-0.005157,0.209868,-0.119502,-0.008673,0.004819,-0.006134,-0.001003,-0.003938,-0.008717,3,0.868118,0.997805,0.993866,0.563791,0.924971,0.737593,0.837126,0.025,0.0,1.0,0.232
59,-0.054307,0.006222,0.003457,0.014474,-0.001231,0.000769,0.078605,-0.010457,0.005809,-0.000944,-0.001721,-0.006134,0.020608,8,0.887005,0.99481,0.999056,0.514647,0.936219,0.78873,0.836775,0.025,0.0,1.0,0.236
60,-0.099799,0.006316,0.003509,0.048161,0.008647,0.211065,0.258738,-0.005674,0.003152,0.011427,-0.001612,-0.000944,0.049105,1,0.910359,0.987629,0.988573,0.489523,0.905832,0.793992,0.837141,0.025,0.0,1.0,0.24
61,-0.004777,0.006031,0.00335,-0.001767,0.006565,0.000687,-0.007672,-0.002326,0.001292,0.008102,0.000213,0.011427,-0.013193,6,0.914715,0.996675,0.991898,0.488285,0.933554,0.821903,0.836881,0.025,0.0,1.0,0.244
62,0.136627,0.006626,0.003681,-0.024471,0.000357,0.202246,-0.221412,-0.004911,0.002729,-0.000104,0.001318,0.008102,-0.032573,11,0.916419,0.991793,0.999896,0.494454,0.913342,0.800137,0.837222,0.025,0.0,1.0,0.248
63,0.080273,0.007921,0.0044,0.000348,0.000356,0.014676,-0.080229,-0.008505,0.004725,9e-06,0.001119,-0.000104,0.000452,4,0.898119,0.999886,0.999991,0.525267,0.940999,0.796452,0.836549,0.025,0.0,1.0,0.252
64,0.011008,0.009352,0.005196,0.013309,0.002946,0.20415,0.10628,-0.008276,0.004598,0.003359,0.000963,9e-06,0.013299,9,0.8684,0.99665,0.996641,0.55789,0.92422,0.739745,0.83714,0.025,0.0,1.0,0.256
65,-0.032968,0.011022,0.006123,-0.04824,-0.007291,0.090795,0.023352,-0.00735,0.004083,-0.009639,0.001299,0.003359,-0.051599,8,0.853106,0.987001,0.990361,0.595824,0.928996,0.72981,0.837029,0.025,0.0,1.0,0.26
66,-0.090902,0.011857,0.006587,-0.034811,-0.012795,0.257792,0.128774,-0.003763,0.002091,-0.015982,-0.000233,-0.009639,-0.025172,7,0.829672,0.993657,0.984018,0.624357,0.922127,0.682808,0.837174,0.025,0.0,1.0,0.264
67,0.082402,0.01253,0.006961,-0.037713,-0.017779,0.083631,-0.025316,-0.001712,0.000951,-0.021459,-0.002438,-0.015982,-0.02173,6,0.836755,0.994523,0.978541,0.626534,0.937745,0.708767,0.836708,0.025,0.0,1.0,0.268
68,0.026981,0.012876,0.007153,0.040629,-0.006097,0.08844,-0.022175,-0.000704,0.000391,-0.005809,-0.005101,-0.021459,0.062088,4,0.853511,0.98435,0.994191,0.599446,0.928273,0.730207,0.837049,0.025,0.0,1.0,0.272
69,-0.046341,0.012676,0.007042,-0.033193,-0.011516,0.184816,-0.112772,-0.002507,0.001393,-0.012711,-0.0052,-0.005809,-0.027383,3,0.887154,0.993099,0.987289,0.559443,0.921114,0.760743,0.837188,0.025,0.0,1.0,0.276
70,-0.071071,0.011992,0.006662,0.001795,-0.008854,0.016817,0.086744,-0.001756,0.000976,-0.009055,-0.006251,-0.012711,0.014505,2,0.897442,0.996344,0.990945,0.509076,0.933915,0.799103,0.836867,0.025,0.0,1.0,0.28
71,-0.122609,0.01098,0.0061,0.035947,0.000106,0.223998,0.275728,0.005216,0.002898,0.002284,-0.006644,-0.009055,0.045002,1,0.913262,0.988661,0.997716,0.468308,0.904822,0.799659,0.837121,0.025,0.0,1.0,0.284
72,0.011727,0.008535,0.004742,0.010726,0.00223,0.004212,0.010107,0.010302,0.005723,0.00441,-0.005394,0.002284,0.008442,6,0.912645,0.997874,0.99559,0.473581,0.932922,0.821866,0.836904,0.025,0.0,1.0,0.288
73,0.125123,0.007047,0.003915,-0.030683,-0.004352,0.233985,-0.274162,0.007528,0.004182,-0.00443,-0.004021,0.00441,-0.035093,11,0.917671,0.99116,0.99557,0.470139,0.905975,0.802384,0.837144,0.025,0.0,1.0,0.292
74,0.082308,0.006454,0.003586,-0.007184,-0.004919,0.02538,-0.11498,0.002759,0.001533,-0.005124,-0.004079,-0.00443,-0.002754,10,0.894449,0.999306,0.994876,0.507112,0.936539,0.795332,0.836761,0.025,0.0,1.0,0.296
75,0.015536,0.006456,0.003587,0.016505,-0.000634,0.204654,0.120471,0.002033,0.00113,0.000327,-0.004225,-0.005124,0.021629,9,0.875207,0.99455,0.999673,0.554805,0.922906,0.747348,0.837162,0.025,0.0,1.0,0.3
76,-0.032223,0.006964,0.003869,-0.037724,-0.008052,0.067211,0.018182,0.001948,0.001082,-0.009262,-0.003588,0.000327,-0.038051,8,0.872166,0.990411,0.990738,0.60498,0.935703,0.749912,0.836796,0.025,0.0,1.0,0.304
77,-0.065107,0.006959,0.003866,-0.021909,-0.010823,0.237629,0.124825,0.004547,0.002526,-0.012448,-0.004382,-0.009262,-0.012647,7,0.844922,0.996814,0.987552,0.641733,0.929735,0.696794,0.837008,0.025,0.0,1.0,0.308
78,0.056681,0.006355,0.003531,0.010666,-0.006525,0.24248,-0.137667,0.003025,0.001681,-0.006624,-0.005511,-0.012448,0.023115,1,0.845285,0.994176,0.993376,0.636082,0.927563,0.697765,0.837067,0.025,0.0,1.0,0.312
79,0.025642,0.005414,0.003008,-0.005928,-0.006406,0.223504,-0.148081,-0.001521,0.000845,-0.006449,-0.005667,-0.006624,0.000696,4,0.867899,0.999825,0.993551,0.605981,0.930843,0.728243,0.836974,0.025,0.0,1.0,0.316
80,-0.023786,0.004325,0.002403,-0.027353,-0.010595,0.182214,-0.101552,-0.00693,0.00385,-0.011714,-0.005777,-0.006449,-0.020904,3,0.885467,0.994735,0.988286,0.556125,0.922741,0.759495,0.837165,0.025,0.0,1.0,0.32
81,0.155169,0.004777,0.002654,-0.008669,-0.01021,0.064144,0.111949,-0.007962,0.004424,-0.010947,-0.006608,-0.011714,0.003045,2,0.911514,0.999233,0.989053,0.495591,0.930236,0.809986,0.836993,0.025,0.0,1.0,0.324
82,-0.151106,0.004724,0.002624,0.015769,-0.005014,0.24892,0.28348,-0.001988,0.001104,-0.004215,-0.007215,-0.010947,0.026716,1,0.908824,0.993268,0.995785,0.460927,0.905756,0.793887,0.83714,0.025,0.0,1.0,0.328
83,-0.358969,0.001367,0.000759,-0.024044,-0.00882,0.011269,-0.008441,0.002093,0.001163,-0.009211,-0.006795,-0.004215,-0.019829,6,0.913229,0.995004,0.990789,0.438915,0.92512,0.828518,0.837123,0.025,0.0,1.0,0.332
84,0.148183,-0.000678,0.000377,-0.016023,-0.010261,0.272244,-0.296243,-0.001992,0.001107,-0.010928,-0.007134,-0.009211,-0.006811,11,0.891968,0.998284,0.989072,0.460502,0.906826,0.774434,0.837158,0.025,0.0,1.0,0.336
85,-0.168384,-0.003394,0.001885,-0.008469,-0.009902,0.04874,-0.102784,-0.007217,0.004009,-0.010308,-0.007665,-0.010928,0.002459,10,0.918084,0.999381,0.989692,0.503701,0.932939,0.816713,0.836903,0.025,0.0,1.0,0.34
86,0.020997,-0.005093,0.002829,-0.019602,-0.011842,0.002221,-0.06059,-0.01197,0.00665,-0.012648,-0.008035,-0.010308,-0.009294,9,0.898788,0.99766,0.987352,0.549138,0.940301,0.793684,0.836585,0.025,0.0,1.0,0.344
87,-0.044182,-0.005999,0.003333,-0.04718,-0.01891,0.053624,0.002198,-0.015008,0.008338,-0.021341,-0.008681,-0.012648,-0.034532,8,0.876735,0.991307,0.978659,0.613687,0.935756,0.753568,0.836794,0.025,0.0,1.0,0.348
88,-0.072528,-0.007429,0.004127,-0.024684,-0.020065,0.212459,0.109473,-0.014507,0.00806,-0.022183,-0.010453,-0.021341,-0.003343,11,0.859356,0.999158,0.977817,0.651062,0.93277,0.711684,0.836909,0.025,0.0,1.0,0.352
89,0.056668,-0.009201,0.005112,0.009497,-0.014152,0.223531,-0.118393,-0.016539,0.009189,-0.014208,-0.012095,-0.022183,0.03168,1,0.849125,0.992025,0.985792,0.659774,0.927964,0.698516,0.837057,0.025,0.0,1.0,0.356
90,0.036822,-0.011101,0.006167,-0.00622,-0.012566,0.203746,-0.128835,-0.020703,0.011502,-0.012198,-0.012391,-0.014208,0.007988,4,0.872907,0.99799,0.987802,0.618973,0.930384,0.732049,0.836988,0.025,0.0,1.0,0.36
91,-0.045731,-0.013233,0.007352,0.003168,-0.009419,0.004419,0.049937,-0.022102,0.012279,-0.008331,-0.012364,-0.012198,0.015366,3,0.8949,0.996133,0.991669,0.551141,0.939203,0.788836,0.836639,0.025,0.0,1.0,0.364
92,0.155056,-0.013704,0.007614,-0.014434,-0.010422,0.07646,0.119879,-0.019895,0.011053,-0.009867,-0.0118,-0.008331,-0.006102,2,0.903951,0.998464,0.990133,0.491499,0.927397,0.801431,0.837071,0.025,0.0,1.0,0.368
93,-0.161979,-0.014846,0.008248,0.003312,-0.007675,0.28541,0.308848,-0.010758,0.005976,-0.006548,-0.011529,-0.009867,0.013179,1,0.887912,0.99668,0.993452,0.454767,0.9036,0.769926,0.837095,0.025,0.0,1.0,0.372
94,-0.006798,-0.016326,0.00907,0.05694,0.005248,0.229815,0.255958,0.001775,0.000986,0.009455,-0.010832,-0.006548,0.063487,6,0.914959,0.983998,0.990545,0.426204,0.893517,0.809056,0.836763,0.025,0.0,1.0,0.376
95,0.179268,-0.016477,0.009154,-0.033063,-0.002414,0.216738,-0.307623,0.003521,0.001956,-0.001261,-0.007992,0.009455,-0.042518,5,0.89529,0.989284,0.998739,0.442633,0.903042,0.78761,0.837082,0.025,0.0,1.0,0.38
96,-0.158036,-0.017616,0.009787,-0.004252,-0.002782,0.068849,-0.137491,0.00158,0.000878,-0.002015,-0.007049,-0.001261,-0.002991,10,0.915508,0.999246,0.997985,0.489682,0.93079,0.815296,0.836976,0.025,0.0,1.0,0.384
97,0.025808,-0.019589,0.010883,-0.010015,-0.004229,0.025304,-0.080452,-0.001389,0.000771,-0.004032,-0.006344,-0.002015,-0.008,9,0.909059,0.997983,0.995968,0.543352,0.939534,0.803506,0.836623,0.025,0.0,1.0,0.388
98,-0.055626,-0.020609,0.01145,0.001144,-0.003154,0.198113,0.12212,-0.000613,0.000341,-0.002727,-0.006021,-0.004032,0.005176,8,0.878429,0.998695,0.997273,0.611217,0.933031,0.741044,0.8369,0.025,0.0,1.0,0.392
99,-0.054611,-0.019224,0.01068,-0.01148,-0.004819,0.208615,0.116434,0.00247,0.001372,-0.004933,-0.005559,-0.002727,-0.008753,11,0.863782,0.997794,0.995067,0.661452,0.93682,0.715556,0.836749,0.025,0.0,1.0,0.396
100,0.006868,-0.019065,0.010592,0.023007,0.000746,0.05173,-0.01094,0.004375,0.002431,0.002108,-0.005472,-0.004933,0.02794,1,0.880741,0.992958,0.997892,0.660684,0.947045,0.749807,0.836198,0.025,0.0,1.0,0.4
101,0.052102,-0.017272,0.009595,-0.001378,0.000321,0.197001,-0.1124,0.002977,0.001654,0.00123,-0.004411,0.002108,-0.003487,4,0.872709,0.999121,0.99877,0.61965,0.934863,0.73362,0.83683,0.025,0.0,1.0,0.404
102,-0.045141,-0.016189,0.008994,-0.016268,-0.002997,0.036653,0.061204,0.003436,0.001909,-0.00318,-0.003621,0.00123,-0.017498,3,0.912154,0.99559,0.99682,0.542126,0.936442,0.805377,0.836765,0.025,0.0,1.0,0.408
103,0.153844,-0.013752,0.00764,-0.01104,-0.004605,0.091521,0.155468,0.00737,0.004095,-0.00516,-0.003559,-0.00318,-0.007859,2,0.90341,0.99802,0.99484,0.478371,0.925544,0.802424,0.837114,0.025,0.0,1.0,0.412
104,-0.18742,-0.012468,0.006927,0.02993,0.002302,0.216878,0.311195,0.017207,0.00956,0.003673,-0.003783,-0.00516,0.03509,7,0.892943,0.991167,0.996327,0.434856,0.902876,0.785855,0.837078,0.025,0.0,1.0,0.416
105,-0.015846,-0.011883,0.006602,-0.077665,-0.013692,0.213031,-0.26014,0.017923,0.009957,-0.016801,-0.002739,0.003673,-0.081338,6,0.910747,0.979526,0.983199,0.416044,0.887774,0.8076,0.836484,0.025,0.0,1.0,0.42
106,0.171515,-0.010357,0.005754,-0.043155,-0.019584,0.222721,-0.322384,0.01045,0.005805,-0.023438,-0.004708,-0.016801,-0.026354,5,0.897256,0.993363,0.976562,0.43257,0.90023,0.790276,0.837007,0.025,0.0,1.0,0.424
107,-0.135883,-0.009691,0.005384,0.000166,-0.015634,0.076829,-0.13945,0.001682,0.000934,-0.01749,-0.00733,-0.023438,0.023605,10,0.905348,0.994051,0.98251,0.4838,0.92174,0.805151,0.83718,0.025,0.0,1.0,0.428
108,0.00054,-0.010264,0.005702,-0.008159,-0.014139,0.0379,-0.078036,-0.006138,0.00341,-0.015139,-0.008753,-0.01749,0.009331,9,0.916394,0.997649,0.984861,0.545847,0.93621,0.808458,0.836775,0.025,0.0,1.0,0.432
109,0.174932,-0.008241,0.004578,0.027001,-0.005911,0.181378,0.119961,-0.008821,0.004901,-0.004525,-0.009647,-0.015139,0.042139,8,0.893492,0.989386,0.995475,0.608792,0.925648,0.757608,0.837112,0.025,0.0,1.0,0.436
