cycle,truth_sample,truth_state,truth_load,bridge_output,bridge_state,bridge_load,shadow_pressure,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
12,0.022422,0.001062,0.00059,0.011049,0.002749,0.013633,-0.00186,0.005786,0.003215,0.003378,0.000127,0.000873,0.010176,11,0.909562,0.997495,0.996622,0.56126,0.942873,0.801131,0.836448,0.025,0.0,1.12,0.0
13,0.006588,0.001277,0.000709,-0.002412,0.001717,0.004416,-0.007558,0.005058,0.00281,0.001956,0.000582,0.003378,-0.005791,10,0.912549,0.998577,0.998044,0.564019,0.945336,0.804654,0.836305,0.025,0.0,1.13,0.0
14,0.014033,0.001562,0.000868,0.008667,0.003107,0.013846,-0.005738,0.004267,0.002371,0.003601,0.000774,0.001956,0.006711,9,0.911076,0.998354,0.996399,0.55747,0.943172,0.80344,0.836431,0.025,0.0,1.14,0.0
15,0.011312,0.001874,0.001041,0.009475,0.00438,0.010771,-0.000609,0.003587,0.001993,0.005039,0.00117,0.003601,0.005874,8,0.911532,0.998562,0.994961,0.56469,0.944217,0.802909,0.836371,0.025,0.0,1.15,0.0
16,-0.004444,0.002084,0.001158,-0.00024,0.003456,0.015037,0.013036,0.00334,0.001855,0.003749,0.001712,0.005039,-0.005278,7,0.912433,0.998711,0.996251,0.556182,0.943219,0.804977,0.836429,0.025,0.0,1.16,0.0
17,0.010808,0.002264,0.001258,0.013175,0.0054,0.014404,0.001196,0.003112,0.001729,0.006047,0.001997,0.003749,0.009426,6,0.907385,0.997702,0.993953,0.564783,0.942902,0.798382,0.836446,0.025,0.0,1.17,0.0
18,0.000286,0.002393,0.001329,0.001754,0.004671,0.004237,-0.006674,0.002716,0.001509,0.005003,0.002564,0.006047,-0.004293,5,0.919055,0.998955,0.994997,0.566449,0.945394,0.810879,0.836301,0.025,0.0,1.18,0.0
19,0.010006,0.002551,0.001417,0.006676,0.005072,0.000636,0.004411,0.002474,0.001374,0.005409,0.002905,0.005003,0.001674,4,0.91805,0.999594,0.994591,0.551586,0.944438,0.813112,0.836358,0.025,0.0,1.19,0.0
20,-0.002304,0.002692,0.001496,0.00057,0.004172,0.003507,0.002488,0.002301,0.001279,0.004236,0.003256,0.005409,-0.004839,3,0.917494,0.998827,0.995764,0.555868,0.944236,0.81144,0.83637,0.025,0.0,1.2,0.0
21,-0.006297,0.002796,0.001553,-0.000714,0.003194,0.000404,-0.001266,0.002095,0.001164,0.003039,0.003393,0.004236,-0.00495,2,0.918821,0.998803,0.996961,0.563275,0.945636,0.811716,0.836286,0.025,0.0,1.21,0.0
22,0.000849,0.002966,0.001648,-0.00688,0.001179,0.011828,-0.002776,0.001836,0.00102,0.000644,0.003344,0.003039,-0.009919,1,0.907623,0.997605,0.999356,0.559203,0.94352,0.800054,0.836412,0.025,0.0,1.22,0.0
23,0.033357,0.00352,0.001955,0.016474,0.004238,0.012526,0.000105,0.001611,0.000895,0.004458,0.002966,0.000644,0.01583,11,0.908939,0.996186,0.995542,0.554378,0.940751,0.802237,0.836562,0.025,0.0,1.23,0.0
24,0.007896,0.004105,0.00228,-0.000257,0.003339,0.001485,-0.006524,0.001266,0.000703,0.003324,0.003175,0.004458,-0.004715,10,0.914768,0.998866,0.996676,0.557811,0.944864,0.808664,0.836333,0.025,0.0,1.24,0.0
25,0.009672,0.004584,0.002547,0.00469,0.003609,0.004401,-0.002773,0.000898,0.000499,0.003652,0.003196,0.003324,0.001365,9,0.917894,0.999672,0.996348,0.56461,0.946091,0.810211,0.836258,0.025,0.0,1.25,0.0
26,0.018847,0.005181,0.002878,0.010367,0.004961,0.003445,0.010967,0.000851,0.000473,0.005261,0.003259,0.003652,0.006715,8,0.918423,0.998392,0.994739,0.552506,0.943179,0.813165,0.836431,0.025,0.0,1.26,0.0
27,-0.008391,0.005494,0.003052,-0.000419,0.003885,0.000532,0.001337,0.00082,0.000456,0.003903,0.00354,0.005261,-0.005679,7,0.918908,0.998642,0.996097,0.562109,0.9451,0.812156,0.836319,0.025,0.0,1.27,0.0
28,-0.003505,0.005575,0.003097,0.001707,0.003449,0.003739,0.00546,0.000915,0.000508,0.003379,0.003591,0.003903,-0.002196,6,0.918949,0.999476,0.996621,0.551812,0.944453,0.813798,0.836358,0.025,0.0,1.28,0.0
29,-0.003021,0.005574,0.003097,0.002162,0.003192,0.011551,-0.011252,0.000702,0.00039,0.003089,0.003561,0.003379,-0.001218,5,0.915858,0.99971,0.996911,0.560084,0.945029,0.808288,0.836323,0.025,0.0,1.29,0.0
30,-0.013343,0.005368,0.002982,-0.005476,0.001458,0.010644,0.00673,0.000674,0.000374,0.001054,0.003495,0.003089,-0.008565,4,0.913478,0.997965,0.998946,0.564831,0.944487,0.805101,0.836356,0.025,0.0,1.3,0.0
31,-0.013082,0.005004,0.00278,-0.007465,-0.000326,0.007431,-0.001839,0.000596,0.000331,-0.000966,0.003153,0.001054,-0.008519,3,0.912441,0.99798,0.999034,0.561162,0.944381,0.805108,0.836362,0.025,0.0,1.31,0.0
32,0.009973,0.004792,0.002662,0.009943,0.001728,0.005086,0.012871,0.000814,0.000452,0.001615,0.002576,-0.000966,0.01091,2,0.909585,0.997418,0.998385,0.553602,0.943019,0.803929,0.83644,0.025,0.0,1.32,0.0
33,0.010572,0.004603,0.002557,0.011447,0.003671,0.006597,0.009656,0.00117,0.00065,0.003937,0.002442,0.001615,0.009831,1,0.910142,0.997678,0.996063,0.556034,0.94292,0.803833,0.836445,0.025,0.0,1.33,0.0
34,0.009065,0.004503,0.002502,0.003283,0.003594,0.000865,0.006957,0.001551,0.000862,0.003783,0.002651,0.003937,-0.000655,11,0.918041,0.999846,0.996217,0.55656,0.945552,0.812239,0.836292,0.025,0.0,1.34,0.0
35,0.008353,0.004402,0.002446,0.010464,0.004968,0.005505,0.011476,0.002056,0.001142,0.005354,0.00281,0.003783,0.006681,10,0.910513,0.998429,0.994646,0.567441,0.944761,0.802102,0.836339,0.025,0.0,1.35,0.0
36,0.028711,0.004546,0.002526,0.011609,0.006296,0.003033,0.010589,0.002618,0.001454,0.006822,0.003166,0.005354,0.006254,9,0.918138,0.998532,0.993178,0.550437,0.942704,0.813202,0.836458,0.025,0.0,1.36,0.0
37,0.012973,0.004818,0.002677,0.01634,0.008305,0.016158,0.004103,0.003068,0.001704,0.009051,0.003678,0.006822,0.009518,8,0.905059,0.997771,0.990949,0.558571,0.941283,0.797116,0.836534,0.025,0.0,1.37,0.0
38,0.004657,0.005085,0.002825,0.012044,0.009053,0.0064,0.009914,0.003557,0.001976,0.009751,0.00443,0.009051,0.002993,7,0.91115,0.9993,0.990249,0.557439,0.943292,0.804476,0.836425,0.025,0.0,1.38,0.0
39,0.007113,0.005124,0.002846,0.007366,0.008715,0.008257,0.014268,0.004157,0.002309,0.009195,0.005175,0.009751,-0.002385,6,0.917971,0.999444,0.990805,0.553788,0.942913,0.811754,0.836446,0.025,0.0,1.39,0.0
40,0.016848,0.005225,0.002903,0.011106,0.009193,0.015845,-0.011415,0.004227,0.002349,0.009639,0.005738,0.009195,0.001911,5,0.912791,0.999555,0.990361,0.560487,0.943039,0.804465,0.836439,0.025,0.0,1.4,0.0
41,-0.020501,0.005087,0.002826,-0.009732,0.005408,0.012457,-0.000353,0.004178,0.002321,0.00514,0.006284,0.009639,-0.019371,4,0.908117,0.995501,0.99486,0.561951,0.940624,0.799885,0.836568,0.025,0.0,1.41,0.0
42,-0.007132,0.004771,0.002651,0.004994,0.005326,0.004802,0.013091,0.004356,0.00242,0.005106,0.006124,0.00514,-0.000146,3,0.918832,0.999966,0.994894,0.554995,0.944726,0.812746,0.836341,0.025,0.0,1.42,0.0
43,0.011376,0.004642,0.002579,0.006576,0.005576,0.002482,0.009001,0.004589,0.002549,0.005446,0.005981,0.005106,0.00147,2,0.918798,0.99966,0.994554,0.54982,0.943947,0.813933,0.836387,0.025,0.0,1.43,0.0
44,-0.017971,0.004419,0.002455,-0.014671,0.001526,0.016337,-0.005288,0.004536,0.00252,0.000803,0.005907,0.005446,-0.020118,1,0.902953,0.995356,0.999197,0.552616,0.939918,0.79603,0.836604,0.025,0.0,1.44,0.0
45,-0.00139,0.004235,0.002353,0.000351,0.001291,0.00021,0.00175,0.00444,0.002467,0.000699,0.005192,0.000803,-0.000452,11,0.919237,0.999896,0.999301,0.559475,0.946551,0.812785,0.83623,0.025,0.0,1.45,0.0
46,0.010029,0.004249,0.002361,0.004225,0.001878,0.004695,0.008491,0.004471,0.002484,0.001509,0.004563,0.000699,0.003527,10,0.919799,0.999189,0.998491,0.556709,0.944968,0.813377,0.836327,0.025,0.0,1.46,0.0
47,-0.00442,0.004326,0.002403,-0.003299,0.000843,0.001449,-0.001835,0.004355,0.002419,0.000406,0.004135,0.001509,-0.004809,9,0.91765,0.998897,0.999594,0.560488,0.945666,0.810876,0.836285,0.025,0.0,1.47,0.0
48,0.023649,0.004497,0.002498,0.012673,0.003209,0.012778,-0.002505,0.004127,0.002293,0.003214,0.003613,0.000406,0.012267,8,0.910311,0.997192,0.996786,0.564318,0.942882,0.801581,0.836448,0.025,0.0,1.48,0.0
49,0.00108,0.004575,0.002542,-0.000623,0.002442,0.012538,-0.018572,0.003456,0.00192,0.002338,0.003557,0.003214,-0.003838,7,0.918496,0.999123,0.997662,0.561282,0.944598,0.810408,0.836349,0.025,0.0,1.49,0.0
50,-0.008385,0.004514,0.002508,0.00132,0.002218,0.0054,-0.000755,0.002868,0.001593,0.002106,0.003387,0.002338,-0.001017,6,0.916324,0.999768,0.997894,0.562511,0.94608,0.808819,0.836259,0.025,0.0,1.5,0.0
51,-0.000497,0.004393,0.002441,-0.000838,0.001607,0.001227,-0.009379,0.002168,0.001204,0.001436,0.003207,0.002106,-0.002944,5,0.916428,0.99933,0.998564,0.561927,0.946136,0.809528,0.836256,0.025,0.0,1.51,0.0
52,0.003962,0.004101,0.002279,0.005447,0.002375,0.005169,0.000536,0.001623,0.000901,0.002346,0.002959,0.001436,0.004011,4,0.915672,0.999089,0.997654,0.554649,0.944515,0.809744,0.836354,0.025,0.0,1.52,0.0
53,0.002657,0.003767,0.002093,-0.001725,0.001555,0.004032,-0.001538,0.001171,0.00065,0.001424,0.002874,0.002346,-0.004071,3,0.915453,0.999078,0.998576,0.563288,0.945864,0.808024,0.836272,0.025,0.0,1.53,0.0
54,0.017261,0.003568,0.001982,0.009853,0.003214,4e-05,0.011106,0.001064,0.000591,0.00333,0.002671,0.001424,0.008429,2,0.915171,0.998094,0.99667,0.5583,0.944283,0.809129,0.836368,0.025,0.0,1.54,0.0
55,-0.008553,0.003275,0.001819,-0.003523,0.001867,0.01513,0.01314,0.001264,0.000702,0.001784,0.002763,0.00333,-0.006852,1,0.912468,0.998454,0.998216,0.559649,0.94376,0.804491,0.836398,0.025,0.0,1.55,0.0
56,-0.034989,0.002628,0.00146,-0.016781,-0.001863,0.013751,0.001036,0.00139,0.000772,-0.002395,0.002626,0.001784,-0.018565,11,0.90821,0.995821,0.997605,0.554833,0.940636,0.801275,0.836568,0.025,0.0,1.56,0.0
57,0.019673,0.00236,0.001311,0.014247,0.001359,0.030927,-0.016746,0.001062,0.00059,0.001343,0.001923,-0.002395,0.016642,10,0.901137,0.996262,0.998657,0.554876,0.939761,0.792315,0.836612,0.025,0.0,1.57,0.0
58,0.008228,0.00224,0.001244,0.0079,0.002667,0.014908,-0.005689,0.000666,0.00037,0.002813,0.001842,0.001343,0.006556,9,0.910248,0.99853,0.997187,0.562494,0.944031,0.80176,0.836382,0.025,0.0,1.58,0.0
59,0.010057,0.002124,0.00118,0.004869,0.003108,0.000769,0.001608,0.00039,0.000217,0.003273,0.001978,0.002813,0.002056,8,0.919539,0.99954,0.996727,0.554147,0.945203,0.814204,0.836313,0.025,0.0,1.59,0.0
60,0.01108,0.00224,0.001244,0.019598,0.006406,0.002582,0.025357,0.000746,0.000415,0.006916,0.002159,0.003273,0.016325,7,0.90641,0.996356,0.993084,0.558449,0.941662,0.800041,0.836514,0.025,0.0,1.6,0.0
61,-0.006227,0.002306,0.001281,-0.004002,0.004324,0.000687,-0.005674,0.000854,0.000474,0.004485,0.002825,0.006916,-0.010918,6,0.915921,0.997568,0.995515,0.567627,0.944619,0.808013,0.836348,0.025,0.0,1.61,0.0
62,0.023382,0.002464,0.001369,0.013339,0.006127,0.000211,0.016052,0.001267,0.000704,0.006452,0.003057,0.004485,0.008855,5,0.913268,0.998032,0.993548,0.565573,0.944431,0.805784,0.836359,0.025,0.0,1.62,0.0
63,0.012451,0.002729,0.001516,0.011694,0.007241,0.019733,-0.008902,0.00132,0.000733,0.007615,0.003533,0.006452,0.005242,4,0.908554,0.998838,0.992385,0.567915,0.943487,0.798482,0.836413,0.025,0.0,1.63,0.0
64,-0.010513,0.002707,0.001504,-0.00707,0.004379,0.006735,-0.009027,0.001138,0.000632,0.004366,0.004104,0.007615,-0.014685,3,0.909107,0.996751,0.995634,0.558565,0.942171,0.80225,0.836487,0.025,0.0,1.64,0.0
65,-0.009355,0.002609,0.001449,-0.008086,0.001886,0.004627,-0.009749,0.000761,0.000423,0.001616,0.004141,0.004366,-0.012452,2,0.91076,0.997251,0.998384,0.552424,0.942707,0.80532,0.836457,0.025,0.0,1.65,0.0
66,-0.038299,0.002298,0.001277,-0.025235,-0.003538,0.022924,-0.008049,0.000277,0.000154,-0.0043,0.003787,0.001616,-0.026851,1,0.896371,0.994084,0.9957,0.552855,0.937451,0.788856,0.836721,0.025,0.0,1.66,0.0
67,0.011433,0.002114,0.001174,0.001975,-0.002436,0.000959,-0.001799,-0.000129,7.2e-05,-0.00292,0.002655,-0.0043,0.006275,11,0.919244,0.998621,0.99708,0.552198,0.944123,0.814272,0.836377,0.025,0.0,1.67,0.0
68,0.007092,0.001976,0.001098,0.007643,-0.00042,0.013093,0.000492,-0.000402,0.000223,-0.000603,0.001875,-0.00292,0.010564,10,0.9083,0.997683,0.999397,0.555279,0.942951,0.801389,0.836444,0.025,0.0,1.68,0.0
69,-0.018688,0.001694,0.000941,-0.011745,-0.002685,0.013527,-0.000355,-0.0006,0.000334,-0.003042,0.001528,-0.000603,-0.011142,9,0.908513,0.997561,0.996958,0.560303,0.942881,0.800581,0.836448,0.025,0.0,1.69,0.0
70,0.007646,0.001374,0.000763,0.005132,-0.001122,0.007649,-0.005018,-0.000853,0.000474,-0.001257,0.000888,-0.003042,0.008174,8,0.915508,0.998215,0.998743,0.557133,0.94405,0.808802,0.836381,0.025,0.0,1.7,0.0
71,0.008173,0.001217,0.000676,0.000409,-0.000816,0.008251,0.009651,-0.000797,0.000443,-0.000894,0.000588,-0.001257,0.001666,7,0.91741,0.999637,0.999106,0.549038,0.94452,0.812175,0.836354,0.025,0.0,1.71,0.0
72,0.020576,0.001497,0.000832,0.01242,0.001831,0.004212,0.011021,-0.000486,0.00027,0.002001,0.00038,-0.000894,0.013313,6,0.911111,0.997105,0.997999,0.568651,0.944485,0.802619,0.836356,0.025,0.0,1.72,0.0
73,-0.008267,0.001533,0.000852,-0.004136,0.000638,0.001839,-0.00403,-0.000324,0.00018,0.00067,0.000607,0.002001,-0.006137,5,0.916302,0.998669,0.99933,0.553779,0.944753,0.810906,0.83634,0.025,0.0,1.73,0.0
74,0.005906,0.001547,0.00086,0.009035,0.002317,0.025318,-0.015002,-0.000538,0.000299,0.002481,0.000616,0.00067,0.008366,4,0.905724,0.998189,0.997519,0.557408,0.942205,0.797045,0.836485,0.025,0.0,1.74,0.0
75,-0.0074,0.001429,0.000794,-0.004755,0.000903,0.009616,0.000854,-0.000652,0.000362,0.000918,0.000877,0.002481,-0.007235,3,0.912304,0.998437,0.999082,0.554993,0.943902,0.805801,0.83639,0.025,0.0,1.75,0.0
76,-0.007033,0.001189,0.000661,-0.011467,-0.001571,0.015036,-0.004164,-0.000815,0.000453,-0.001751,0.000883,0.000918,-0.012385,2,0.905089,0.997331,0.998249,0.556607,0.942323,0.797667,0.836478,0.025,0.0,1.76,0.0
77,-0.001145,0.001016,0.000565,-0.000571,-0.001371,0.004965,-0.004152,-0.001008,0.00056,-0.001498,0.000514,-0.001751,0.00118,1,0.91759,0.999746,0.998502,0.55804,0.945874,0.810988,0.836272,0.025,0.0,1.77,0.0
78,0.013293,0.000788,0.000438,0.00584,7.1e-05,0.013242,-0.009166,-0.001344,0.000747,7.7e-05,0.000232,-0.001498,0.007338,11,0.912578,0.998426,0.999923,0.552439,0.943421,0.806105,0.836417,0.025,0.0,1.78,0.0
79,0.002016,0.000509,0.000283,0.002094,0.000476,0.000546,0.00445,-0.001471,0.000817,0.000509,0.000211,7.7e-05,0.002017,10,0.918273,0.999568,0.999491,0.555122,0.945949,0.812672,0.836267,0.025,0.0,1.79,0.0
80,0.008997,0.00041,0.000228,0.005101,0.001401,0.002902,0.004127,-0.001438,0.000799,0.001489,0.000252,0.000509,0.004593,9,0.915817,0.999019,0.998511,0.559037,0.94545,0.809213,0.836298,0.025,0.0,1.8,0.0
81,-0.011937,0.000304,0.000169,-0.004157,0.000289,0.00124,0.001785,-0.001326,0.000737,0.000286,0.000425,0.001489,-0.005646,8,0.919599,0.998797,0.999714,0.554259,0.945061,0.814088,0.836321,0.025,0.0,1.81,0.0
82,-0.018748,0.000357,0.000198,-0.004769,-0.000722,0.013769,0.014834,-0.000874,0.000485,-0.000789,0.000406,0.000286,-0.005055,7,0.915195,0.998925,0.999211,0.55659,0.944251,0.807889,0.836369,0.025,0.0,1.82,0.0
83,0.011723,0.000405,0.000225,0.00822,0.001066,0.011965,-0.006762,-0.000684,0.00038,0.001123,0.000239,-0.000789,0.009008,6,0.912732,0.998089,0.998877,0.548454,0.942523,0.807182,0.836467,0.025,0.0,1.83,0.0
84,-0.006122,0.000349,0.000194,-0.008324,-0.000812,0.001111,-0.014341,-0.000883,0.000491,-0.000877,0.000362,0.001123,-0.009446,5,0.912098,0.998,0.999123,0.559449,0.944772,0.805641,0.836339,0.025,0.0,1.84,0.0
85,0.009381,0.00051,0.000283,0.004848,0.00032,0.003915,0.010211,-0.000771,0.000428,0.000332,0.000189,-0.000877,0.005725,4,0.918535,0.998791,0.999668,0.564971,0.946096,0.810731,0.836258,0.025,0.0,1.85,0.0
86,-0.009476,0.000524,0.000291,-0.003765,-0.000497,0.002765,0.003092,-0.00062,0.000344,-0.000531,0.000209,0.000332,-0.004098,3,0.919077,0.999137,0.999469,0.555691,0.9454,0.813172,0.836301,0.025,0.0,1.86,0.0
87,-0.01324,0.000375,0.000208,-0.013999,-0.003197,0.001126,-0.020906,-0.000962,0.000534,-0.003362,0.000105,-0.000531,-0.013467,2,0.909332,0.997169,0.996638,0.560065,0.943459,0.802752,0.836415,0.025,0.0,1.87,0.0
88,-0.023169,-8.4e-05,4.7e-05,-0.010595,-0.004677,0.009903,-0.020962,-0.001653,0.000919,-0.004879,-0.00038,-0.003362,-0.007232,1,0.919123,0.998483,0.995121,0.557262,0.943337,0.812064,0.836422,0.025,0.0,1.88,0.0
89,0.011275,-0.000342,0.00019,-0.000727,-0.003887,0.007145,0.002955,-0.002039,0.001133,-0.00401,-0.00101,-0.004879,0.004152,11,0.916037,0.999131,0.99599,0.563162,0.945113,0.808146,0.836318,0.025,0.0,1.89,0.0
90,0.014425,-0.000505,0.00028,0.006781,-0.001753,0.004062,0.003996,-0.002175,0.001208,-0.001757,-0.00143,-0.00401,0.010792,10,0.913871,0.997747,0.998243,0.563597,0.944482,0.806234,0.836356,0.025,0.0,1.9,0.0
91,-0.031229,-0.000827,0.000459,-0.021904,-0.005783,0.027704,0.001706,-0.002185,0.001214,-0.005954,-0.001476,-0.001757,-0.020146,9,0.897611,0.995804,0.994046,0.556745,0.938637,0.788683,0.836666,0.025,0.0,1.91,0.0
92,-0.022605,-0.001227,0.000681,-0.006127,-0.005852,0.005441,-0.003197,-0.002218,0.001232,-0.00599,-0.002103,-0.005954,-0.000173,8,0.916028,0.999964,0.99401,0.558866,0.94515,0.809156,0.836316,0.025,0.0,1.92,0.0
93,0.014102,-0.001464,0.000813,0.010325,-0.002617,0.002503,0.015999,-0.001831,0.001017,-0.002607,-0.002647,-0.00599,0.016315,7,0.909747,0.996617,0.997393,0.564189,0.943318,0.802214,0.836423,0.025,0.0,1.93,0.0
94,-0.013433,-0.001874,0.001041,-0.005242,-0.003142,0.009654,0.005291,-0.001387,0.000771,-0.003152,-0.002641,-0.002607,-0.002635,6,0.914672,0.999455,0.996848,0.550886,0.943893,0.808917,0.83639,0.025,0.0,1.94,0.0
95,0.005577,-0.002208,0.001226,0.002449,-0.002024,0.008454,-0.008845,-0.001248,0.000693,-0.001996,-0.002713,-0.003152,0.005602,5,0.916368,0.998844,0.998004,0.554119,0.943992,0.810148,0.836384,0.025,0.0,1.95,0.0
96,-0.010208,-0.002645,0.00147,-0.006135,-0.002846,0.000242,-0.006939,-0.001289,0.000716,-0.002848,-0.002613,-0.001996,-0.004139,4,0.916925,0.999148,0.997152,0.560944,0.945667,0.810321,0.836285,0.025,0.0,1.96,0.0
97,0.008017,-0.002881,0.0016,-0.005714,-0.00342,0.012664,0.001882,-0.001244,0.000691,-0.003437,-0.002646,-0.002848,-0.002866,3,0.910496,0.999411,0.996563,0.554498,0.943917,0.80376,0.836389,0.025,0.0,1.97,0.0
98,0.008798,-0.002882,0.001601,-0.002773,-0.00329,0.004837,-0.002125,-0.001217,0.000676,-0.003301,-0.002756,-0.003437,0.000664,2,0.91537,0.999864,0.996699,0.555874,0.945286,0.809235,0.836308,0.025,0.0,1.98,0.0
99,-0.009503,-0.003041,0.00169,0.004727,-0.001687,0.002249,0.014524,-0.000843,0.000468,-0.001659,-0.002833,-0.003301,0.008028,1,0.910752,0.998358,0.998341,0.555002,0.944199,0.805092,0.836372,0.025,0.0,1.99,0.0
100,-0.016009,-0.003256,0.001809,-0.001819,-0.001713,0.006449,3.6e-05,-0.000549,0.000305,-0.001692,-0.002668,-0.001659,-0.00016,11,0.914188,0.999967,0.998308,0.557778,0.945828,0.807561,0.836275,0.025,0.0,2.0,0.0
101,-0.001328,-0.003525,0.001959,-0.002849,-0.00194,0.003174,-0.001057,-0.000345,0.000192,-0.001927,-0.002532,-0.001692,-0.001157,10,0.917041,0.999765,0.998073,0.56297,0.946483,0.809806,0.836234,0.025,0.0,2.01,0.0
102,-0.01404,-0.003797,0.002109,0.001084,-0.001335,0.001797,0.01261,0.000104,5.8e-05,-0.001316,-0.002447,-0.001927,0.003012,9,0.91211,0.999388,0.998684,0.554616,0.945338,0.806635,0.836305,0.025,0.0,2.02,0.0
103,-0.007077,-0.003989,0.002216,-0.000667,-0.001202,0.011518,0.017112,0.00081,0.00045,-0.001184,-0.002289,-0.001316,0.000649,8,0.918509,0.999869,0.998816,0.554614,0.944959,0.811932,0.836327,0.025,0.0,2.03,0.0
104,0.000842,-0.003978,0.00221,-0.001113,-0.001184,0.007169,0.007534,0.001468,0.000815,-0.00117,-0.002134,-0.001184,7.2e-05,7,0.917983,0.999985,0.99883,0.557456,0.945792,0.811307,0.836277,0.025,0.0,2.04,0.0
105,-0.007474,-0.00411,0.002283,-0.011471,-0.003241,0.002082,-0.014452,0.001581,0.000879,-0.003246,-0.001999,-0.00117,-0.010301,6,0.911697,0.997923,0.996754,0.557475,0.943634,0.805574,0.836405,0.025,0.0,2.05,0.0
106,0.002645,-0.004313,0.002396,-0.001127,-0.002818,0.008099,-0.007443,0.001445,0.000803,-0.00282,-0.002174,-0.003246,0.002119,5,0.916297,0.999574,0.99718,0.559247,0.945131,0.809189,0.836317,0.025,0.0,2.06,0.0
107,-0.012378,-0.004351,0.002417,0.002288,-0.001797,0.014792,-0.004304,0.001225,0.000681,-0.001795,-0.002264,-0.00282,0.005109,4,0.90908,0.998975,0.998205,0.56415,0.944706,0.800317,0.836343,0.025,0.0,2.07,0.0
108,0.000349,-0.004213,0.00234,-0.010721,-0.003582,0.018118,0.002826,0.001119,0.000622,-0.003582,-0.002199,-0.001795,-0.008926,3,0.90618,0.998213,0.996418,0.561506,0.942914,0.797556,0.836446,0.025,0.0,2.08,0.0
109,-0.004656,-0.004231,0.002351,-0.00483,-0.003832,0.011289,0.007208,0.001171,0.00065,-0.003831,-0.002392,-0.003582,-0.001248,2,0.914375,0.999751,0.996169,0.550183,0.943743,0.808651,0.836399,0.025,0.0,2.09,0.0
110,-0.032081,-0.004387,0.002437,-0.018513,-0.006768,0.016927,-0.001705,0.001141,0.000634,-0.006756,-0.002594,-0.003831,-0.014682,1,0.905557,0.997075,0.993244,0.553105,0.940123,0.798664,0.836594,0.025,0.0,2.1,0.0
