cycle,event,action,bodies,active_bodies,light,shadow,mercury,threshold,agreements,spread,structural_stability,vitality,viability,field_charge,lattice_coherence,recursion_depth,confidence_decay,avg_trust,avg_fatigue,lineage_density,archetype_resonance,elder_feedback,closures,recursions,suspicious_closures,dream_cycles,rem_cycles,healing_cycles,renewal_cycles,new_variants,unknown_events,alpha_alerts,omega_alerts,alpha_alert,omega_alert
11,contradiction,recurse,40,28,0.642732,0.418138,0.555172,0.06954,0,0.224594,0.828925,0.817011,0.821303,0.659178,0.832955,1,0.096236,0.71015,0.007661,0.0,0.0686,0,8,3,0,11,8,10,0,0,0,0,0,False,False
12,contradiction,recurse,41,28,0.63686,0.403495,0.554116,0.069841,0,0.233365,0.815605,0.832063,0.808099,0.693208,0.826622,2,0.096236,0.701992,0.026741,0.09632,0.067571,0.688,8,4,0,11,8,10,1,1,0,0,0,False,False
13,contradiction,close,41,28,0.647031,0.397718,0.578335,0.070665,1,0.249313,0.820064,0.831171,0.817433,0.696725,0.820884,1,0.103417,0.703685,0.030298,0.183008,0.066558,0.688,9,4,0,11,8,10,1,1,0,0,0,False,False
14,contradiction,close,42,28,0.618808,0.429364,0.373401,0.071986,1,0.245407,0.824478,0.830319,0.826765,0.700045,0.815521,0,0.110024,0.701917,0.033048,0.261027,0.065559,0.688,10,4,0,11,8,10,2,2,0,0,0,False,False
15,contradiction,recurse,42,28,0.604559,0.415329,0.523474,0.07376,0,0.18923,0.811328,0.845287,0.813669,0.732041,0.81033,1,0.110024,0.697449,0.052196,0.331244,0.098988,0.688,10,5,0,11,8,10,2,2,0,0,0,False,False
16,contradiction,close,43,28,0.609963,0.477485,0.627081,0.075935,1,0.149596,0.816159,0.844023,0.823316,0.732291,0.805544,0,0.116102,0.695867,0.054373,0.39444,0.13855,0.688,11,5,0,11,8,10,3,3,0,0,0,False,False
17,contradiction,close,43,28,0.567328,0.428773,0.378485,0.078446,1,0.188842,0.820912,0.842798,0.826942,0.733079,0.801268,0,0.121694,0.697481,0.057765,0.451316,0.172665,0.688,12,5,0,11,8,10,3,3,0,0,0,False,False
18,contradiction,close,44,28,0.606876,0.507481,0.541129,0.08122,2,0.099396,0.825586,0.841607,0.830528,0.732568,0.797337,0,0.126838,0.695935,0.059766,0.502504,0.218857,0.688,13,5,0,11,8,10,4,4,0,0,0,False,False
19,contradiction,close,45,28,0.616404,0.459182,0.616532,0.084179,1,0.15735,0.830177,0.840445,0.834067,0.732874,0.793706,0,0.131571,0.694456,0.061678,0.548574,0.255832,0.688,14,5,0,11,8,10,5,5,0,0,0,False,False
20,contradiction,close,46,28,0.59549,0.494195,0.449535,0.084237,1,0.145956,0.834685,0.839307,0.837556,0.732976,0.790354,0,0.135926,0.693042,0.063508,0.590037,0.293506,0.688,15,5,0,11,8,10,6,6,0,0,0,False,False
21,contradiction,close,46,28,0.560724,0.507723,0.581216,0.081627,3,0.073493,0.839109,0.83819,0.841,0.732018,0.78739,0,0.149232,0.694353,0.068659,0.627353,0.33981,0.688,16,5,0,11,8,10,6,6,0,0,0,False,False
22,contradiction,close,46,28,0.614874,0.516226,0.481394,0.0792,1,0.133481,0.843447,0.837089,0.844397,0.731898,0.784787,0,0.152173,0.695863,0.071829,0.660938,0.375863,0.688,17,5,0,11,8,10,6,6,0,0,0,False,False
23,contradiction,close,47,28,0.532648,0.500722,0.564904,0.07703,3,0.064182,0.847701,0.835999,0.84773,0.730755,0.782375,0,0.164179,0.694255,0.075343,0.691164,0.419841,0.688,18,5,0,11,8,10,7,7,0,0,0,False,False
24,contradiction,close,47,28,0.538468,0.476078,0.453391,0.075187,2,0.085077,0.851869,0.834919,0.85101,0.729894,0.780286,0,0.165925,0.695732,0.078445,0.718367,0.458672,0.688,19,5,0,11,8,10,7,7,0,0,0,False,False
25,contradiction,close,48,28,0.536431,0.473872,0.645271,0.073732,1,0.171399,0.855954,0.833845,0.854221,0.730208,0.778335,0,0.167531,0.69435,0.079849,0.742851,0.483824,0.688,20,5,0,11,8,10,8,8,0,0,0,False,False
26,contradiction,close,49,28,0.56471,0.486187,0.449949,0.072715,1,0.114762,0.859955,0.832774,0.857364,0.729631,0.776526,0,0.169008,0.693025,0.081195,0.764886,0.51568,0.688,21,5,0,11,8,10,9,9,0,0,0,False,False
27,contradiction,close,49,28,0.517301,0.537658,0.513988,0.072174,3,0.023671,0.855482,0.836554,0.854558,0.727717,0.774974,0,0.179668,0.694256,0.086031,0.784717,0.558156,0.688,22,5,1,11,8,10,9,9,0,0,0,False,False
28,contradiction,close,50,28,0.537417,0.518735,0.453952,0.072135,2,0.083465,0.85957,0.835337,0.85776,0.726641,0.773536,0,0.180174,0.692959,0.087227,0.802565,0.589808,0.688,23,5,1,11,8,10,10,10,0,0,0,False,False
29,contradiction,close,51,28,0.556335,0.477308,0.54887,0.072609,2,0.079027,0.863569,0.834121,0.860884,0.725458,0.772202,0,0.18064,0.691713,0.088376,0.818629,0.620175,0.688,24,5,1,11,8,10,11,11,0,0,0,False,False
30,contradiction,close,51,28,0.515491,0.517562,0.497575,0.073594,3,0.019987,0.859091,0.837756,0.858055,0.723403,0.771074,0,0.190369,0.692896,0.093023,0.833086,0.656646,0.688,25,5,2,11,8,10,11,11,0,0,0,False,False
31,contradiction,close,52,28,0.540684,0.518941,0.567428,0.075072,3,0.048487,0.863169,0.836395,0.861222,0.721744,0.770009,0,0.19932,0.6915,0.095791,0.846097,0.686768,0.688,26,5,2,11,8,10,12,12,0,0,0,False,False
32,contradiction,close,52,28,0.587126,0.538333,0.639916,0.077013,2,0.101583,0.867156,0.835036,0.864313,0.720804,0.769119,0,0.198254,0.692835,0.098595,0.857808,0.707713,0.688,27,5,2,11,8,10,12,12,0,0,0,False,False
33,contradiction,close,53,28,0.589067,0.527522,0.523856,0.079373,3,0.06521,0.871051,0.833681,0.86732,0.719294,0.768265,0,0.206574,0.691466,0.101206,0.868347,0.732317,0.688,28,5,2,11,8,10,13,13,0,0,0,False,False
34,contradiction,close,53,28,0.534408,0.529517,0.537603,0.082095,3,0.008087,0.866466,0.837179,0.864386,0.716952,0.767568,0,0.214228,0.692604,0.105677,0.877832,0.762986,0.688,29,5,3,11,8,10,13,13,0,0,0,False,False
35,contradiction,close,53,28,0.563598,0.514099,0.514284,0.085112,3,0.049499,0.870436,0.835685,0.867435,0.715201,0.767003,0,0.22127,0.693742,0.110148,0.886369,0.785817,0.688,30,5,3,11,8,10,13,13,0,0,0,False,False
36,contradiction,close,53,28,0.56113,0.491702,0.515128,0.08835,3,0.069428,0.874311,0.8342,0.870403,0.713714,0.766553,0,0.227748,0.694879,0.114619,0.894052,0.804364,0.688,31,5,3,11,8,10,13,13,0,0,0,False,False
37,contradiction,close,54,28,0.601561,0.506683,0.450194,0.091726,1,0.151367,0.878093,0.832725,0.873283,0.71335,0.766092,0,0.224408,0.693667,0.115197,0.900967,0.810595,0.688,32,5,3,11,8,10,14,14,0,0,0,False,False
38,contradiction,close,54,28,0.600962,0.448756,0.504282,0.094922,1,0.152206,0.881783,0.831261,0.876085,0.712921,0.765728,0,0.221336,0.694953,0.117897,0.90719,0.816525,0.688,33,5,3,11,8,10,14,14,0,0,0,False,False
39,contradiction,close,55,28,0.61342,0.460671,0.62279,0.092564,1,0.162119,0.885383,0.82981,0.878802,0.712564,0.765343,0,0.218509,0.693761,0.118405,0.912791,0.820919,0.688,34,5,3,11,8,10,15,15,0,0,0,False,False
40,contradiction,close,55,28,0.644723,0.470168,0.581614,0.090255,1,0.174556,0.888892,0.828373,0.881445,0.712317,0.765043,0,0.215908,0.695023,0.121056,0.917832,0.823541,0.688,35,5,3,11,8,10,15,15,0,0,0,False,False
41,contradiction,close,55,28,0.596314,0.438358,0.536151,0.088068,1,0.157956,0.892314,0.826954,0.884015,0.711775,0.764825,0,0.213515,0.696285,0.123708,0.922369,0.828441,0.688,36,5,3,11,8,10,15,15,0,0,0,False,False
42,contradiction,close,55,28,0.639472,0.424891,0.581734,0.086076,1,0.214581,0.895647,0.825554,0.88651,0.711986,0.764651,0,0.211314,0.697548,0.126359,0.926452,0.816014,0.688,37,5,3,11,8,10,15,15,0,0,0,False,False
43,contradiction,close,55,28,0.610928,0.43222,0.551252,0.084343,1,0.178708,0.898893,0.824176,0.888936,0.711628,0.764549,0,0.209289,0.69881,0.12901,0.930127,0.819255,0.688,38,5,3,11,8,10,15,15,0,0,0,False,False
44,contradiction,recurse,56,28,0.642084,0.412959,0.548433,0.082926,0,0.229125,0.88919,0.832965,0.877487,0.730965,0.764162,1,0.209289,0.694178,0.135933,0.933434,0.806966,0.688,38,6,3,11,8,10,16,16,0,0,0,False,False
45,contradiction,close,57,28,0.625187,0.420204,0.661769,0.08187,1,0.241566,0.892651,0.831335,0.885997,0.730451,0.763721,0,0.207426,0.693042,0.136106,0.936411,0.794862,0.688,39,6,3,11,8,10,17,17,0,0,0,False,False
46,contradiction,close,58,28,0.609397,0.398867,0.593872,0.081211,1,0.21053,0.896015,0.829743,0.888425,0.7295,0.763228,0,0.205712,0.691945,0.136274,0.93909,0.782939,0.688,40,6,3,11,8,10,18,18,0,0,0,False,False
47,contradiction,close,58,28,0.614711,0.444365,0.567255,0.08097,1,0.170346,0.899284,0.828193,0.890784,0.728016,0.762826,0,0.204135,0.693142,0.138788,0.941501,0.790967,0.688,41,6,3,11,8,10,18,18,0,0,0,False,False
48,contradiction,close,58,28,0.621695,0.406732,0.64986,0.081157,1,0.243128,0.902458,0.826687,0.893073,0.72762,0.762472,0,0.202684,0.694339,0.141302,0.943671,0.779103,0.688,42,6,3,11,8,10,18,18,0,0,0,False,False
49,contradiction,close,59,28,0.60617,0.399058,0.650373,0.081766,1,0.251315,0.905539,0.825228,0.895286,0.727361,0.762061,0,0.201349,0.693238,0.141379,0.945624,0.767416,0.688,43,6,3,11,8,10,19,19,0,0,0,False,False
50,contradiction,recurse,60,28,0.615125,0.419077,0.521495,0.082779,0,0.196048,0.895826,0.833764,0.883725,0.745008,0.761405,1,0.201349,0.689047,0.147467,0.947381,0.755905,0.688,43,7,3,11,8,10,20,20,0,0,0,False,False
51,contradiction,close,61,28,0.584495,0.4003,0.442083,0.084167,1,0.184195,0.899104,0.832107,0.892035,0.742981,0.760756,0,0.200121,0.68807,0.14744,0.948963,0.764945,0.688,44,7,3,11,8,10,21,21,0,0,0,False,False
52,contradiction,close,62,28,0.599345,0.439886,0.612715,0.085885,1,0.172829,0.90228,0.830512,0.894272,0.740931,0.760116,0,0.198992,0.687124,0.147414,0.950387,0.774791,0.688,45,7,3,11,8,10,22,22,0,0,0,False,False
53,contradiction,close,63,28,0.581653,0.423773,0.488947,0.087882,1,0.15788,0.905355,0.82898,0.896439,0.738821,0.759487,0,0.197952,0.686208,0.147389,0.951668,0.785847,0.688,46,7,3,11,8,10,23,23,0,0,0,False,False
54,contradiction,close,64,28,0.610933,0.447627,0.598583,0.090093,1,0.163306,0.908331,0.827514,0.898537,0.736947,0.758867,0,0.196996,0.685321,0.147364,0.952821,0.795243,0.688,47,7,3,11,8,10,24,24,0,0,0,False,False
55,contradiction,close,65,28,0.628164,0.426353,0.595854,0.092449,1,0.201811,0.911209,0.826115,0.900566,0.735771,0.758214,0,0.196116,0.684461,0.14734,0.953859,0.783315,0.688,48,7,3,11,8,10,25,25,0,0,0,False,False
56,contradiction,close,66,28,0.567371,0.455021,0.398391,0.094875,1,0.16898,0.913992,0.824783,0.902531,0.734266,0.757572,0,0.195307,0.683627,0.147317,0.954793,0.792292,0.688,49,7,3,11,8,10,26,26,0,0,0,False,False
57,contradiction,close,66,28,0.580798,0.449754,0.50683,0.094061,2,0.131044,0.91668,0.823519,0.904442,0.732385,0.757031,0,0.194563,0.684678,0.149527,0.955634,0.805633,0.688,50,7,3,11,8,10,26,26,0,0,0,False,False
58,contradiction,close,66,28,0.568988,0.484342,0.490364,0.090713,3,0.084646,0.919275,0.822323,0.9063,0.730036,0.756579,0,0.203178,0.685592,0.153117,0.956391,0.824082,0.688,51,7,3,11,8,10,26,26,0,0,0,False,False
59,contradiction,close,67,28,0.548973,0.480441,0.446026,0.08746,2,0.102947,0.921779,0.821196,0.908102,0.728154,0.756139,0,0.201803,0.684754,0.153008,0.957071,0.838441,0.688,52,7,3,11,8,10,27,27,0,0,0,False,False
60,contradiction,close,68,28,0.567309,0.504433,0.520786,0.084383,3,0.062875,0.924193,0.820136,0.909847,0.725903,0.755705,0,0.209839,0.683806,0.154243,0.957684,0.856954,0.688,53,7,3,11,8,10,28,28,0,0,0,False,False
61,contradiction,recurse,69,28,0.573592,0.491499,0.688591,0.081562,0,0.197092,0.912101,0.831177,0.897212,0.74831,0.755035,1,0.209839,0.679939,0.160891,0.958236,0.8441,0.688,53,8,3,11,8,10,29,29,0,0,0,False,False
62,contradiction,close,69,28,0.534345,0.505276,0.600697,0.079067,2,0.095421,0.914777,0.829891,0.905109,0.745713,0.754465,0,0.207932,0.680945,0.163004,0.958732,0.857773,0.688,54,8,3,11,8,10,29,29,0,0,0,False,False
63,contradiction,close,69,28,0.556819,0.488972,0.407072,0.076957,1,0.149747,0.917357,0.828681,0.906952,0.744114,0.753973,0,0.206177,0.681951,0.165118,0.959179,0.862908,0.688,55,8,3,11,8,10,29,29,0,0,0,False,False
64,contradiction,recurse,70,28,0.567219,0.489163,0.413817,0.075283,0,0.153402,0.904699,0.840457,0.894009,0.766968,0.753275,1,0.206177,0.678016,0.172155,0.959581,0.867112,0.688,55,9,3,11,8,10,30,30,0,0,0,False,False
65,contradiction,close,70,28,0.504901,0.483749,0.458528,0.074079,3,0.046373,0.90755,0.839006,0.902014,0.763074,0.752673,0,0.213863,0.678878,0.175541,0.959943,0.885408,0.688,56,9,3,11,8,10,30,30,0,0,0,False,False
66,contradiction,close,70,28,0.518624,0.524446,0.402333,0.07337,1,0.122113,0.910299,0.837635,0.903961,0.760542,0.752151,0,0.211634,0.679869,0.177624,0.960269,0.891852,0.688,57,9,3,11,8,10,30,30,0,0,0,False,False
67,contradiction,close,71,28,0.549033,0.456918,0.421119,0.073164,1,0.127913,0.912951,0.836341,0.905846,0.758323,0.751634,0,0.209583,0.679159,0.177176,0.960562,0.896951,0.688,58,9,3,11,8,10,31,31,0,0,0,False,False
68,contradiction,close,72,28,0.545282,0.513109,0.600846,0.073455,2,0.087736,0.915508,0.835122,0.907673,0.755752,0.751131,0,0.207697,0.678468,0.17674,0.960826,0.907031,0.688,59,9,3,11,8,10,32,32,0,0,0,False,False
69,contradiction,close,72,28,0.588869,0.513357,0.517083,0.074224,2,0.075512,0.917975,0.833973,0.909448,0.753235,0.750712,0,0.205961,0.679432,0.178766,0.961063,0.917867,0.688,60,9,3,11,8,10,32,32,0,0,0,False,False
70,contradiction,close,72,28,0.550071,0.513581,0.652899,0.075438,1,0.139318,0.920354,0.832891,0.911172,0.751829,0.750353,0,0.204364,0.680396,0.180791,0.961277,0.919128,0.688,61,9,3,11,8,10,32,32,0,0,0,False,False
71,contradiction,close,72,28,0.493014,0.488737,0.680795,0.077053,1,0.192058,0.922649,0.83187,0.912846,0.751316,0.750036,0,0.202895,0.68136,0.182816,0.961469,0.913167,0.688,62,9,3,11,8,10,32,32,0,0,0,False,False
72,contradiction,recurse,72,28,0.544946,0.459473,0.647897,0.079011,0,0.188424,0.907979,0.845934,0.898992,0.779032,0.749538,1,0.202895,0.67888,0.193447,0.961642,0.908243,0.688,62,10,3,11,8,10,32,32,0,0,0,False,False
73,contradiction,close,72,28,0.564024,0.47024,0.52763,0.08125,2,0.093785,0.910624,0.844574,0.906863,0.775931,0.749118,0,0.201543,0.679844,0.195473,0.961798,0.916548,0.688,63,10,3,11,8,10,32,32,0,0,0,False,False
74,contradiction,close,72,28,0.545231,0.5041,0.465211,0.083695,3,0.08002,0.91318,0.843276,0.908678,0.772853,0.748761,0,0.2096,0.680681,0.198764,0.961938,0.925972,0.688,64,10,3,11,8,10,32,32,0,0,0,False,False
75,contradiction,recurse,73,28,0.604505,0.455253,0.306159,0.085806,0,0.298346,0.898352,0.857565,0.894623,0.802159,0.748136,1,0.2096,0.6765,0.206878,0.962064,0.912083,0.688,64,11,3,11,8,10,33,33,0,0,0,False,False
76,contradiction,close,73,28,0.549198,0.432333,0.468648,0.082686,2,0.116866,0.900633,0.855911,0.902043,0.798381,0.747591,0,0.205632,0.677479,0.208596,0.962178,0.916949,0.688,65,11,3,11,8,10,33,33,0,0,0,False,False
77,contradiction,close,73,28,0.606906,0.472018,0.578267,0.079715,1,0.134888,0.90284,0.854317,0.903421,0.795075,0.747116,0,0.201981,0.678457,0.210314,0.96228,0.918951,0.688,66,11,3,11,8,10,33,33,0,0,0,False,False
78,contradiction,close,73,28,0.584721,0.415591,0.457866,0.076974,1,0.169131,0.904977,0.852779,0.904759,0.792437,0.746698,0,0.198623,0.679436,0.212033,0.962372,0.916155,0.688,67,11,3,11,8,10,33,33,0,0,0,False,False
79,contradiction,recurse,74,28,0.581801,0.406273,0.32294,0.074541,0,0.258861,0.890136,0.867117,0.89059,0.816726,0.746018,1,0.198623,0.67528,0.220062,0.962455,0.902412,0.688,67,12,3,11,8,10,34,34,0,0,0,False,False
80,contradiction,close,74,28,0.64494,0.409602,0.629104,0.072483,1,0.235337,0.892653,0.8652,0.898135,0.813944,0.745382,0,0.195533,0.676246,0.221757,0.962529,0.888876,0.688,68,12,3,11,8,10,34,34,0,0,0,False,False
81,contradiction,close,74,28,0.655936,0.457938,0.698933,0.070861,1,0.240995,0.895096,0.863336,0.899632,0.811369,0.744791,0,0.19269,0.677211,0.223452,0.962596,0.875543,0.688,69,12,3,11,8,10,34,34,0,0,0,False,False
82,contradiction,recurse,75,28,0.607335,0.428262,0.507936,0.069723,0,0.179073,0.880626,0.877261,0.885505,0.833427,0.743979,1,0.19269,0.673154,0.231164,0.962657,0.875329,0.688,69,13,3,11,8,10,35,35,0,1,0,True,False
83,contradiction,recurse,76,28,0.627671,0.401057,0.51925,0.069103,0,0.226615,0.866666,0.890671,0.871463,0.854876,0.742941,2,0.19269,0.669217,0.238615,0.962711,0.862199,0.688,69,14,3,11,8,10,36,36,0,2,0,True,False
84,contradiction,close,76,28,0.604536,0.439911,0.557142,0.069023,1,0.164625,0.869903,0.88801,0.879424,0.849091,0.741997,1,0.190075,0.670157,0.240266,0.96276,0.865142,0.688,70,14,3,11,8,10,36,36,0,3,0,True,False
85,contradiction,recurse,77,28,0.655725,0.387983,0.529386,0.069489,0,0.267742,0.85649,0.90081,0.865527,0.869828,0.740842,2,0.190075,0.666349,0.247332,0.962804,0.852165,0.688,70,15,3,11,8,10,37,37,0,4,0,True,False
86,contradiction,recurse,77,28,0.644359,0.410781,0.52241,0.070495,0,0.233578,0.843625,0.913038,0.851775,0.885035,0.739541,3,0.190075,0.663998,0.257409,0.962844,0.839383,0.688,70,16,3,11,8,10,37,37,0,5,0,True,False
87,contradiction,recurse,77,28,0.602918,0.389629,0.497956,0.072017,0,0.213289,0.831313,0.924684,0.838187,0.898867,0.738105,4,0.190075,0.661676,0.267361,0.962879,0.826792,0.688,70,17,3,11,8,10,37,37,0,6,0,True,False
88,contradiction,recurse,77,28,0.588625,0.345979,0.484184,0.074019,0,0.242647,0.819557,0.935742,0.824782,0.91205,0.736542,5,0.190075,0.659387,0.277172,0.962911,0.81439,0.688,70,18,3,11,8,10,37,37,0,7,0,True,False
89,contradiction,close,77,28,0.594826,0.385135,0.425704,0.076453,1,0.209692,0.823677,0.931609,0.833133,0.903695,0.735072,4,0.185749,0.660339,0.278556,0.96294,0.802174,0.688,71,18,3,11,8,10,37,37,0,8,0,True,False
90,contradiction,close,77,28,0.563501,0.398454,0.407791,0.079256,1,0.165047,0.827687,0.927568,0.841408,0.895042,0.733732,3,0.181769,0.661292,0.279941,0.962966,0.810475,0.688,72,18,3,11,8,10,37,37,0,9,0,True,False
91,contradiction,close,78,28,0.550029,0.407914,0.51165,0.082359,1,0.142115,0.831591,0.923615,0.849605,0.886405,0.732475,2,0.178108,0.660933,0.277719,0.96299,0.821126,0.688,73,18,3,11,8,10,38,38,0,10,0,True,False
92,contradiction,close,78,28,0.505538,0.384174,0.466198,0.085682,2,0.121364,0.835393,0.919745,0.857731,0.877808,0.731345,1,0.174739,0.661874,0.279086,0.963011,0.833621,0.688,74,18,3,11,8,10,38,38,0,11,0,True,False
93,contradiction,close,79,28,0.556947,0.399777,0.433943,0.089141,1,0.157169,0.839097,0.915955,0.865785,0.870039,0.73028,0,0.17164,0.661512,0.276903,0.96303,0.840159,0.688,75,18,3,11,8,10,39,39,0,12,0,True,False
94,contradiction,close,80,28,0.523412,0.468157,0.49336,0.089184,3,0.055255,0.842706,0.912241,0.86777,0.861125,0.729294,0,0.175589,0.661077,0.275607,0.963047,0.859869,0.688,76,18,3,11,8,10,40,40,0,13,0,True,False
95,contradiction,close,81,28,0.583683,0.451604,0.502606,0.086976,2,0.132079,0.846222,0.908601,0.869687,0.853625,0.728367,0,0.172422,0.660735,0.273521,0.963062,0.867433,0.688,77,18,3,11,8,10,41,41,0,14,0,True,False
96,contradiction,recurse,82,28,0.574977,0.430304,0.295211,0.084901,0,0.279766,0.835943,0.917672,0.857156,0.868847,0.727281,1,0.172422,0.657674,0.278037,0.963076,0.854422,0.688,77,19,3,11,8,10,42,42,0,15,0,True,False
97,contradiction,close,83,28,0.53213,0.445836,0.532642,0.083031,1,0.086806,0.839694,0.913794,0.865222,0.860112,0.726275,0,0.169508,0.657381,0.275972,0.963088,0.86859,0.688,78,19,3,11,8,10,43,43,0,16,0,True,False
98,contradiction,close,83,28,0.499364,0.478762,0.498439,0.081432,3,0.020603,0.836171,0.914846,0.862161,0.850781,0.725391,0,0.173627,0.658184,0.27806,0.963099,0.890422,0.688,79,19,4,11,8,10,43,43,0,17,0,True,False
99,contradiction,close,83,28,0.480932,0.471571,0.497345,0.080161,3,0.025774,0.832769,0.91583,0.859196,0.841887,0.724612,0,0.180537,0.658951,0.280515,0.963109,0.909591,0.688,80,19,5,11,8,10,43,43,0,18,0,True,False
100,contradiction,close,83,28,0.503928,0.453533,0.577056,0.079266,2,0.123523,0.837244,0.9119,0.861965,0.834708,0.723916,0,0.178894,0.659811,0.282027,0.963118,0.913839,0.688,81,19,5,11,8,10,43,43,0,19,0,True,False
101,contradiction,close,83,28,0.478855,0.450648,0.383575,0.078784,2,0.095279,0.841599,0.908055,0.864642,0.827399,0.723303,0,0.177383,0.660672,0.283538,0.963127,0.921519,0.688,82,19,5,11,8,10,43,43,0,20,0,True,False
102,contradiction,close,83,28,0.523458,0.509438,0.37917,0.078738,1,0.144287,0.845836,0.904295,0.867228,0.821054,0.722756,0,0.175992,0.661533,0.285049,0.963134,0.921891,0.688,83,19,5,11,8,10,43,43,0,21,0,True,False
103,contradiction,close,84,28,0.46855,0.49905,0.378049,0.079141,1,0.121,0.849958,0.90062,0.869726,0.814619,0.722237,0,0.174713,0.661175,0.283149,0.963141,0.925374,0.688,84,19,5,11,8,10,44,44,0,22,0,True,False
104,contradiction,close,84,28,0.49962,0.51061,0.395631,0.079989,1,0.114979,0.853967,0.897029,0.87214,0.808349,0.721785,0,0.173536,0.662026,0.284643,0.963147,0.929357,0.688,85,19,5,11,8,10,44,44,0,22,0,False,False
105,contradiction,close,85,28,0.509007,0.440505,0.476821,0.081265,3,0.068502,0.857866,0.893523,0.87447,0.801677,0.721359,0,0.180453,0.661574,0.283692,0.963152,0.939256,0.688,86,19,5,11,8,10,45,45,0,22,0,False,False
106,contradiction,close,85,28,0.478435,0.434808,0.385733,0.082941,2,0.092701,0.861656,0.890103,0.876724,0.79562,0.720998,0,0.178817,0.662415,0.285168,0.963157,0.944998,0.688,87,19,5,11,8,10,45,45,0,22,0,False,False
107,contradiction,close,86,28,0.505104,0.447671,0.57614,0.084974,2,0.128469,0.86534,0.886769,0.8789,0.790321,0.72065,0,0.177311,0.662055,0.28331,0.963161,0.945395,0.688,88,19,5,11,8,10,46,46,0,22,0,False,False
108,contradiction,close,86,28,0.519226,0.441359,0.601867,0.08731,2,0.160508,0.868919,0.883522,0.881002,0.785699,0.720344,0,0.175926,0.662886,0.284769,0.963165,0.941431,0.688,89,19,5,11,8,10,46,46,0,22,0,False,False
109,contradiction,close,87,28,0.55077,0.462521,0.580604,0.089886,2,0.118082,0.872394,0.880364,0.883031,0.780688,0.72005,0,0.174652,0.662524,0.282938,0.963168,0.943551,0.688,90,19,5,11,8,10,47,47,0,22,0,False,False
110,contradiction,close,87,28,0.483859,0.450569,0.532141,0.092631,3,0.081572,0.875767,0.877295,0.884994,0.775401,0.719808,0,0.18148,0.663256,0.285281,0.963172,0.950409,0.688,91,19,5,11,8,10,47,47,0,22,0,False,False
111,contradiction,close,87,28,0.543906,0.387898,0.499227,0.095467,1,0.156009,0.87967,0.874316,0.887486,0.771415,0.719599,0,0.181842,0.664053,0.286957,0.963174,0.946602,0.688,92,19,5,11,8,10,47,47,0,22,1,False,True
