cycle,agent_count,self_state,stability,adaptive_score,rigidity,agent_consensus,agent_dissent,agent_dominance,agent_contradiction,truth_load,shadow_load,correction,reputations,hash
13,2,0.041976,0.97145,0.834038,0.478672,0.084615,0.115756,0.527499,0.077171,0.046795,0.055202,-0.00636,"{'agent_logic': 0.804105, 'agent_skeptic': 0.854497}",4890c43fb4547b61c5b95384ec6bbed8033d5cdb791ec6fc9fa2b31b2aae3372
14,2,0.042505,0.979007,0.833128,0.486153,0.119535,0.080408,0.527178,0.053605,0.049149,0.057897,0.002116,"{'agent_logic': 0.80615, 'agent_skeptic': 0.863168}",0c011ccaa0adadd40696b0f78f9259420896ac14013195a9327efff351d0b341
15,2,0.037154,0.97363,0.833788,0.487154,0.041176,0.072607,0.527593,0.048405,0.045996,0.059204,-0.02139,"{'agent_logic': 0.812943, 'agent_skeptic': 0.867503}",f88b112c982f14987468744aa90ff553595eb25270dc8cb76cd47fd96aad08ad
16,2,0.035369,0.972587,0.833909,0.478842,0.076798,0.102912,0.523682,0.068608,0.045596,0.064255,-0.007141,"{'agent_logic': 0.815213, 'agent_skeptic': 0.872056}",84124725da125bc0008a9c9ef9d60d48688f44ed492f311f4c25ef7fd7eaf896
17,2,0.029427,0.951989,0.835857,0.468317,0.002731,0.177623,0.534118,0.118416,0.040307,0.078285,-0.023808,"{'agent_logic': 0.816518, 'agent_skeptic': 0.868201}",bb305512f414b0f4d9e0ede4be47bd276dd065eb01096d823fefc17b6541508e
18,2,0.021654,0.957327,0.835433,0.473688,0.012672,0.130637,0.528611,0.087091,0.036315,0.084259,-0.031112,"{'agent_logic': 0.819779, 'agent_skeptic': 0.86818}",8d6a608ec982fc331654810c7691a2dbd4c0fa9c039cc3cbc87414ee94545209
19,2,0.019977,0.972824,0.833881,0.48008,0.063536,0.091289,0.525981,0.060859,0.036193,0.084297,-0.006707,"{'agent_logic': 0.822217, 'agent_skeptic': 0.87351}",053396a508c11493b107f22ccc2a74c7be79ba545490d5118403496893266258
20,2,0.015294,0.965747,0.83465,0.483579,0.011165,0.106444,0.53949,0.070962,0.032594,0.086294,-0.018736,"{'agent_logic': 0.82624, 'agent_skeptic': 0.87497}",543c1d866b6318a1835a417c5128b25846f7b90dbaf3968a8b99d3f1a022e1e0
21,2,0.012883,0.961851,0.83503,0.471712,0.055005,0.141996,0.530952,0.094664,0.03235,0.092619,-0.009649,"{'agent_logic': 0.825091, 'agent_skeptic': 0.877007}",0d286b5f1cb0e892fa3b7e673554946627f50ca8e4b1a42d69761a8b11b1bd21
22,2,0.006611,0.957032,0.835458,0.476805,-0.012369,0.136513,0.540357,0.091009,0.027643,0.097349,-0.025109,"{'agent_logic': 0.827873, 'agent_skeptic': 0.875718}",162b221ad71554e9d85d9e657aadb347179191dc9a9837b1a417c8ef69475c4d
23,2,0.000947,0.968031,0.834413,0.477606,-0.009508,0.081799,0.523714,0.054533,0.023692,0.094323,-0.022644,"{'agent_logic': 0.833687, 'agent_skeptic': 0.877872}",b2bca4a1136525566aa6f4a9f2bb98e4a27585589dc28170742ddf70b372995d
24,2,-0.005465,0.970379,0.834158,0.482024,-0.050439,0.06564,0.528692,0.04376,0.017487,0.089627,-0.025627,"{'agent_logic': 0.8422, 'agent_skeptic': 0.878789}",e9db55ef8e0176762081d7b0b39f5e7a16c45a4f4f46a2220097edf78d5ec9be
25,2,-0.010425,0.96073,0.835134,0.464739,-0.018418,0.128076,0.521481,0.085384,0.01416,0.093682,-0.019852,"{'agent_logic': 0.844133, 'agent_skeptic': 0.878228}",228a4615dfb3e6fd8c9cc4039649da39eefc08eb905cb619b799d61b9dfc6a41
26,2,-0.016702,0.973952,0.83375,0.479014,-0.067587,0.048396,0.521281,0.032264,0.007955,0.08684,-0.025073,"{'agent_logic': 0.853459, 'agent_skeptic': 0.879701}",1eb99bb9d4e1f84514183d1816a274f528e0c5cbd78699ffd8cc082b7e0a62bf
27,2,-0.023908,0.95504,0.835622,0.451229,-0.067348,0.142734,0.507542,0.095156,0.002511,0.093185,-0.028844,"{'agent_logic': 0.856165, 'agent_skeptic': 0.875877}",5c28a723981fe3789b16ef0874eb4cc0b696a6a357c3b2aefec9402247e4f495
28,2,-0.033386,0.971753,0.834004,0.474814,-0.128151,0.037158,0.510296,0.024772,0.006334,0.084956,-0.037848,"{'agent_logic': 0.861384, 'agent_skeptic': 0.875455}",20bd4e26d70a6d167fe7854fd5469783544a148b01eede1f80ea9777c0c7fa8c
29,2,-0.036528,0.978597,0.83318,0.468604,-0.05055,0.050601,0.502706,0.033734,0.008944,0.079621,-0.012554,"{'agent_logic': 0.867523, 'agent_skeptic': 0.879034}",5f7c013062b6dc8eb45ee6b790c4f2019664afee5a4628cf57bec98515f34360
30,2,-0.035745,0.980384,0.83295,0.46929,-0.027226,0.060571,0.507242,0.040381,0.009686,0.076326,0.003132,"{'agent_logic': 0.871273, 'agent_skeptic': 0.883222}",bdaf3b1e105cdee8956d74245dedcb6520a60438087c815faaf7f617a80a1aec
31,2,-0.041865,0.975711,0.833539,0.474782,-0.101133,0.048132,0.510167,0.032088,0.015266,0.07188,-0.024449,"{'agent_logic': 0.87827, 'agent_skeptic': 0.883726}",a693d19d5dfac1d569f1ad1b76d3ee0f86dbbefdfa5377a4a1f899187082fe9d
32,2,-0.054393,0.963475,0.834875,0.474708,-0.183081,0.067719,0.51244,0.045146,0.025639,0.070595,-0.050063,"{'agent_logic': 0.881815, 'agent_skeptic': 0.878817}",ad6b3cab513f1b2499151cdf569fbf2b63793b4103f63dbb3815e2a74f9318e8
33,2,-0.065584,0.977363,0.833336,0.485596,-0.192964,0.005959,0.50533,0.003973,0.035427,0.061484,-0.044657,"{'agent_logic': 0.880909, 'agent_skeptic': 0.878806}",ee8010d3b433dbf8bc7e0142dd2a9dbde258b76f583e2130b157625d5d4cc9fc
34,2,-0.075749,0.976417,0.833453,0.493146,-0.191587,0.022215,0.521095,0.01481,0.043948,0.055756,-0.040588,"{'agent_logic': 0.882381, 'agent_skeptic': 0.877738}",104f5589fcec39348815aff681d8c19383a556d4b6c011471919ea3ee2d018c9
35,2,-0.076561,0.982913,0.832613,0.478692,-0.118105,0.057898,0.506609,0.038599,0.046548,0.055456,-0.003245,"{'agent_logic': 0.883518, 'agent_skeptic': 0.884047}",63d79b70dfd211b931bcf06c1a1927415961fa0c6b1bffe43458113bc9b1906e
36,2,-0.078163,0.987884,0.831913,0.482393,-0.11995,0.026633,0.500873,0.017755,0.048959,0.051144,-0.006395,"{'agent_logic': 0.886404, 'agent_skeptic': 0.890098}",e1506611e874754f3e2e01f3ee9c6bd7b9ab057924239c2f10aae81fd2ea38c7
37,2,-0.083359,0.985992,0.832185,0.494923,-0.161948,0.012705,0.516352,0.00847,0.05388,0.045631,-0.020738,"{'agent_logic': 0.889242, 'agent_skeptic': 0.891189}",5482d7c8e44b8e49bf6d92732cba8d451670104c9f3ac14bbc05fbe8dc56ff12
38,2,-0.087485,0.98066,0.832914,0.486379,-0.159542,0.050407,0.512633,0.033605,0.058051,0.045777,-0.016484,"{'agent_logic': 0.888616, 'agent_skeptic': 0.896495}",fae43e78c3434f46d2036a03db7544409e1ac3923a8b37aaa51a270d647ecbaa
39,2,-0.088061,0.98015,0.83298,0.479326,-0.117385,0.078348,0.509578,0.052232,0.05891,0.049524,-0.002302,"{'agent_logic': 0.888929, 'agent_skeptic': 0.899674}",73869fd4212fb53967923c99c27c73de826f0756331f48d636a5b55030d7f364
40,2,-0.085742,0.97488,0.833639,0.475905,-0.079013,0.091525,0.508969,0.061016,0.057109,0.054455,0.009273,"{'agent_logic': 0.890604, 'agent_skeptic': 0.8997}",978e1b1769901f792f0380b27981dbdf5ceeb375b54defae91ed32e36a7a48ad
41,2,-0.09138,0.970633,0.83413,0.478185,-0.153211,0.087611,0.510163,0.058407,0.06047,0.058189,-0.022541,"{'agent_logic': 0.888308, 'agent_skeptic': 0.904064}",dd2c7f38df42896f77a393c842fe0db75d261b80af3c4ae4107e65bb01cb1dd4
42,2,-0.091204,0.969575,0.834247,0.46504,-0.10379,0.130481,0.502006,0.086987,0.060133,0.066956,0.000705,"{'agent_logic': 0.886394, 'agent_skeptic': 0.902778}",5181582fe7df20bc30377615893a0a985197a779cdf8a8801f75c0a18278ddbf
43,2,-0.102064,0.943046,0.836438,0.455985,-0.208885,0.187556,0.503247,0.125037,0.066842,0.081895,-0.043509,"{'agent_logic': 0.875621, 'agent_skeptic': 0.903694}",87316a8c9c3641c33900b0fe686de76d539b02d884ed52160c11d7522dd79be6
44,2,-0.100172,0.966289,0.834594,0.470027,-0.092797,0.124669,0.506743,0.083113,0.065008,0.086591,0.00757,"{'agent_logic': 0.876147, 'agent_skeptic': 0.901449}",c96e004d524b8694988d70130ba7892afa17fb06a121242deae296fb4cd7c93b
45,2,-0.096591,0.962726,0.834947,0.471868,-0.052825,0.128958,0.513595,0.085972,0.060729,0.091185,0.01433,"{'agent_logic': 0.878677, 'agent_skeptic': 0.896788}",cd98f2b52b75e754ead66bca0d65041b42582406be32455fa3641092e4c829e8
46,2,-0.100922,0.967169,0.834503,0.475834,-0.117208,0.098539,0.509506,0.065693,0.061255,0.091192,-0.017318,"{'agent_logic': 0.878954, 'agent_skeptic': 0.898158}",6d36c6c6cf19b1a5243e765070b3ff8cd6cc7056a90058cf238474f313ff4029
47,2,-0.09596,0.954122,0.835694,0.4592,-0.02214,0.161599,0.504863,0.107733,0.05538,0.099374,0.019868,"{'agent_logic': 0.881045, 'agent_skeptic': 0.890049}",fba31fab95da08f6b51cc16c47eb82885ea860671d4037aa165d434102bbac14
48,2,-0.100733,0.943789,0.836396,0.456854,-0.119018,0.212821,0.518639,0.141881,0.056669,0.113049,-0.019136,"{'agent_logic': 0.874792, 'agent_skeptic': 0.884498}",a67239185903c50980aa5048bc0259c8eae43991f03bcbc76d33168e53967b3b
49,2,-0.101292,0.95923,0.835269,0.463696,-0.062375,0.156897,0.511942,0.104598,0.054027,0.117561,-0.002238,"{'agent_logic': 0.87545, 'agent_skeptic': 0.879454}",07a40eeca829abc2911f8b3651b2ebae1ca03c3a5fbdbafc799ff2f1ce024241
50,2,-0.097642,0.940304,0.836585,0.445214,-0.024058,0.230813,0.507435,0.153875,0.049148,0.131023,0.01464,"{'agent_logic': 0.873695, 'agent_skeptic': 0.868217}",7eee2d695ad2c964dfe8555625342a0c165377ec172a95f3237a3e15cd853011
51,2,-0.09571,0.960337,0.83517,0.473164,-0.025875,0.133332,0.524702,0.088888,0.044975,0.129963,0.007733,"{'agent_logic': 0.877859, 'agent_skeptic': 0.863539}",762c40ebbe535f24d6fc3d51e5169635cf4457cdfe07b1bdd474540b87c40eda
52,2,-0.085152,0.94675,0.836217,0.463204,0.054858,0.142492,0.51404,0.094995,0.035921,0.130239,0.042261,"{'agent_logic': 0.885096, 'agent_skeptic': 0.854537}",7a5230615ffe4e94bde5bcf4f279064b21d9eef7ce8cd08715262def8ab124f4
53,2,-0.083293,0.941589,0.836518,0.457333,-0.010961,0.231338,0.5373,0.154226,0.032341,0.141994,0.007458,"{'agent_logic': 0.883486, 'agent_skeptic': 0.844009}",d5ac163ae178cdeb47d6e0b15b11dcfaa401a38e5777265cce9ce57965b097f8
54,2,-0.078696,0.947143,0.836192,0.462122,0.022828,0.177723,0.528968,0.118482,0.026938,0.145153,0.018419,"{'agent_logic': 0.886522, 'agent_skeptic': 0.835996}",a73737d7c9627892bed9728089cd8777cf6dce1e89855f282f6e5d7bd1458c82
55,2,-0.075577,0.946069,0.83626,0.462953,0.010184,0.192464,0.537616,0.128309,0.023027,0.149781,0.012498,"{'agent_logic': 0.887798, 'agent_skeptic': 0.828274}",45fed37ba3f31268574716df6ae15d377d41e800544da62d6009fafbce8fb0a1
56,2,-0.071664,0.953914,0.835711,0.479539,0.009866,0.14407,0.551731,0.096047,0.019606,0.147487,0.01567,"{'agent_logic': 0.891672, 'agent_skeptic': 0.824147}",d49b3a1521bbfb55aee42feb8e6a3d68d7798002ef9ab377375f2fba3cf39544
57,2,-0.061247,0.949316,0.836047,0.479116,0.081212,0.122395,0.546609,0.081596,0.011839,0.142705,0.041693,"{'agent_logic': 0.896283, 'agent_skeptic': 0.818122}",edb25b24ce642eb6a6918e6f329443e35cf0b056740ac828092cce0fcd32fa1c
58,2,-0.061034,0.95921,0.835271,0.484089,0.001402,0.146261,0.565018,0.097507,0.010325,0.141686,0.000855,"{'agent_logic': 0.898618, 'agent_skeptic': 0.815372}",15002f452768ac0fe6103ff39da5c1b4ea7abec9b165981a9e56cbcbbb15b047
59,2,-0.051811,0.957869,0.835387,0.496331,0.112161,0.089219,0.570496,0.059479,0.001608,0.133415,0.0369,"{'agent_logic': 0.899461, 'agent_skeptic': 0.810503}",35f20ce621cb27765e2b59a09a2a2ff5bc59e08785011730dc36d050bb0bad41
60,2,-0.052965,0.962834,0.834937,0.487706,-0.014115,0.124886,0.567444,0.083258,0.002356,0.130926,-0.004621,"{'agent_logic': 0.901342, 'agent_skeptic': 0.811038}",f7e221d38ccc9ecdde3f5e0f592467e311adf44726ca648b77231f0d43453430
61,2,-0.040577,0.96218,0.834999,0.504853,0.130332,0.049104,0.569127,0.032736,0.006615,0.118962,0.049514,"{'agent_logic': 0.899545, 'agent_skeptic': 0.808768}",dc21c828263b5e0648cac560aa1cf9809e47006bebb15eb0084f824fb45435d2
62,2,-0.029918,0.972905,0.833872,0.506318,0.121958,0.01126,0.554695,0.007507,0.013952,0.103767,0.042565,"{'agent_logic': 0.895858, 'agent_skeptic': 0.811879}",ab788897d3b0194efa6f9a4f70b91715f00d4a59ebaddc58027a56174f46e32f
63,2,-0.012811,0.953347,0.835755,0.496234,0.225659,0.073223,0.552816,0.048815,0.027322,0.098731,0.068399,"{'agent_logic': 0.891728, 'agent_skeptic': 0.804001}",13bdebf612042e209963183b35e99917c654dcf664967a3dd452b69f62e17cb2
64,2,9.8e-05,0.965913,0.834633,0.501358,0.173339,0.040412,0.546437,0.026941,0.035599,0.090148,0.051574,"{'agent_logic': 0.890029, 'agent_skeptic': 0.802716}",46d38eb5d3b105c4e67d760f75da0395e4763d04d0812ecfb7950dc23ceafa89
65,2,0.006567,0.977978,0.833259,0.504422,0.158918,0.027733,0.544523,0.018488,0.041922,0.081122,0.02584,"{'agent_logic': 0.889002, 'agent_skeptic': 0.8036}",543489857b5256375cce9c8786cbc26e9e184884605489c93c9694853cf36f6c
66,2,0.014219,0.974197,0.833721,0.500233,0.139186,0.042887,0.540487,0.028591,0.04617,0.075324,0.030573,"{'agent_logic': 0.885799, 'agent_skeptic': 0.810668}",62ab09634282ea558d55c768fbf3211e145ef86b528c84662e8503598d4d997a
67,2,0.020974,0.975395,0.833577,0.498356,0.161286,0.045677,0.53572,0.030452,0.051382,0.0707,0.026987,"{'agent_logic': 0.881688, 'agent_skeptic': 0.816545}",896932de2e2f3801dec0c3a3ee2b1f83d33e871ab7ed7ae70057d1bfd03b3947
68,2,0.028047,0.974649,0.833667,0.500038,0.153876,0.049329,0.538245,0.032886,0.055475,0.067196,0.028261,"{'agent_logic': 0.878503, 'agent_skeptic': 0.823189}",4982494010f0b45dd8549524e701837e19e059378668e85b3fa2fe44ef09603e
69,2,0.031406,0.987485,0.831971,0.500804,0.139746,0.010918,0.524462,0.007279,0.058134,0.059204,0.013411,"{'agent_logic': 0.87867, 'agent_skeptic': 0.827984}",393bf66a7a79c3d89bc7f62886ac1b327ea8310b4e0f4ac501a7b4abf0759bc0
70,2,0.03892,0.982635,0.83265,0.509828,0.16236,0.009944,0.538766,0.006629,0.061982,0.052205,0.029998,"{'agent_logic': 0.877993, 'agent_skeptic': 0.831542}",93ed81b263c3aafa1030e05d9d00ea2ff2bd73dde2f248cfd348f93d8220bf15
71,2,0.044724,0.964819,0.834743,0.484062,0.163444,0.117532,0.529469,0.078354,0.06544,0.060132,0.023224,"{'agent_logic': 0.871554, 'agent_skeptic': 0.841305}",429f0dc820be41737fbbf847af4eae80a3077c57be5d3684dddd54f96e043ac9
72,2,0.046042,0.973789,0.833769,0.48451,0.116034,0.099612,0.523821,0.066408,0.065323,0.064626,0.005269,"{'agent_logic': 0.869369, 'agent_skeptic': 0.848765}",2a2f5cb4c5424b967545ff4932845e042033f01290ea89b49ed5a60462b30887
73,2,0.04467,0.969597,0.834244,0.476316,0.102461,0.118942,0.516411,0.079295,0.064315,0.070997,-0.005488,"{'agent_logic': 0.866837, 'agent_skeptic': 0.853935}",8ee5bdd4c57d0bbbeef1a4fc4716d92c021b64f53b1881a9670e9feb2e46d6e4
74,2,0.041664,0.961299,0.835081,0.466887,0.066939,0.147411,0.511099,0.098274,0.06106,0.080166,-0.012033,"{'agent_logic': 0.864662, 'agent_skeptic': 0.855175}",741c08d432f89e3419cfb97066e3dc58aef8b4b06f4c9944bc89bd6e41b100b4
75,2,0.046917,0.977539,0.833314,0.488719,0.143184,0.043151,0.511872,0.028767,0.063278,0.074536,0.020979,"{'agent_logic': 0.864479, 'agent_skeptic': 0.860739}",2decc177c0c4c99262067d1ec4a027fbc6ff4d050da56c48072ce63fd7f500b1
76,2,0.034443,0.958855,0.835302,0.475874,-0.053132,0.090833,0.510918,0.060555,0.052143,0.075876,-0.049872,"{'agent_logic': 0.872534, 'agent_skeptic': 0.858271}",dcbb4f19dba286743bc2da25a392ec94d6b68bf2e6ac414ee57c83815527f3fb
77,2,0.032755,0.963419,0.834881,0.469841,0.074134,0.143679,0.519763,0.095786,0.050828,0.083878,-0.006756,"{'agent_logic': 0.869419, 'agent_skeptic': 0.860296}",17430e9fae79c617301a9b1b1e13a1a546494f4955b39f8c3242826e13956220
78,2,0.029177,0.954866,0.835636,0.462284,0.049707,0.170901,0.517188,0.113934,0.048042,0.094289,-0.014331,"{'agent_logic': 0.86612, 'agent_skeptic': 0.859303}",9d57553f4b0835f069d697320e08d871fd74c1b261d8f6b3a62e2bab850cab1d
79,2,0.015536,0.932867,0.836906,0.444089,-0.095385,0.20818,0.503173,0.138787,0.035918,0.108075,-0.054674,"{'agent_logic': 0.868397, 'agent_skeptic': 0.84852}",56baac7e0d7d1101c961ca87dff5ac355cb1ce31dd3fa6b47b061f0660fcb224
80,2,0.003033,0.949988,0.836001,0.470116,-0.074521,0.121569,0.523217,0.081046,0.02664,0.108703,-0.050031,"{'agent_logic': 0.873991, 'agent_skeptic': 0.845322}",2d0caf7d2f43c5d56dfe740fd13deb383c53bfb102aa8bb26edd7eb549595db8
81,2,-0.007417,0.945864,0.836272,0.46444,-0.083137,0.157308,0.529866,0.104872,0.017901,0.113877,-0.041847,"{'agent_logic': 0.87722, 'agent_skeptic': 0.840058}",6379851dc2521457800e8843d9e5167db60c93e355933f93855eb51373f5fbe6
82,2,-0.019205,0.956648,0.83549,0.479141,-0.113288,0.089619,0.536391,0.059746,0.0082,0.109551,-0.047143,"{'agent_logic': 0.883928, 'agent_skeptic': 0.838241}",1d653929174773af8ffe3e4a482ea29477c9c6a58857b96a5dd24bf2639aa600
83,2,-0.034282,0.939358,0.836632,0.463146,-0.159011,0.157518,0.534188,0.105012,0.003385,0.114633,-0.060383,"{'agent_logic': 0.889571, 'agent_skeptic': 0.830365}",e0c13f09efddae7d8ca3fcfe38bdccb7e043df3de8f97a8ee96ba926e5635176
84,2,-0.046105,0.933949,0.836866,0.467648,-0.137076,0.206489,0.556212,0.137659,0.012117,0.125352,-0.047416,"{'agent_logic': 0.890658, 'agent_skeptic': 0.821303}",0d82af8050392de6c2b5a464c2e0bd3a34c840f1296abafc500db36a66ea0ec9
85,2,-0.053781,0.940472,0.836576,0.480158,-0.108443,0.197632,0.573112,0.131755,0.017892,0.133421,-0.030779,"{'agent_logic': 0.890375, 'agent_skeptic': 0.815153}",d10c66f202d4bb4f1cde61e3595f8f6201bbdaaeecfb4682cba5d6a1c39a7a26
86,2,-0.065006,0.947404,0.836175,0.496162,-0.147543,0.132759,0.575124,0.088506,0.025582,0.131952,-0.044953,"{'agent_logic': 0.895136, 'agent_skeptic': 0.812129}",197034aa73523f1208dbbdea55357b835536fdd0be61679fac36f96d83a3a209
87,2,-0.068271,0.959797,0.835218,0.488946,-0.11573,0.126175,0.557499,0.084116,0.030227,0.129835,-0.013071,"{'agent_logic': 0.897575, 'agent_skeptic': 0.812113}",f43e21ee7d81c6fdfa0b57f5d5474208f3523203d666f811757f417dfc706e2a
88,2,-0.075318,0.94589,0.836271,0.492524,-0.130811,0.172075,0.578381,0.114717,0.035321,0.133964,-0.028247,"{'agent_logic': 0.898344, 'agent_skeptic': 0.808114}",9406b1ad22873f0c9fb065e2a6aa665df7b8890c27938a20d37971fff96c6042
89,2,-0.080445,0.961636,0.83505,0.503728,-0.156686,0.102437,0.570606,0.068291,0.041528,0.128488,-0.020515,"{'agent_logic': 0.90374, 'agent_skeptic': 0.808038}",2ca641269bbd127ac9425c71e1227941b0e39f7fde9a34ea83540f1c56047fa7
90,2,-0.098371,0.951031,0.835927,0.514349,-0.32635,0.068336,0.569892,0.045557,0.058301,0.119358,-0.071683,"{'agent_logic': 0.899364, 'agent_skeptic': 0.801204}",bce44647ec80bcd04e7abca544f7bf3f596bea81b2589e4e8e8e64e42a38a88c
91,2,-0.119227,0.934625,0.83684,0.511838,-0.335504,0.136298,0.583053,0.090865,0.073672,0.120316,-0.083533,"{'agent_logic': 0.899245, 'agent_skeptic': 0.790619}",c08b14ee8b3fd16e53c1e985312c03c8bf5f2d3f174c26f0bc73de46cff21201
92,2,-0.126579,0.962899,0.834931,0.524576,-0.220131,0.086056,0.585292,0.057371,0.079507,0.114627,-0.029418,"{'agent_logic': 0.903959, 'agent_skeptic': 0.791524}",ca84d0bb7a209fadc2e1e9c985cf0798ec2dcb539ab390ce747f0b798e2f57ed
93,2,-0.144078,0.957376,0.835429,0.532911,-0.341235,0.044726,0.579414,0.029817,0.092715,0.104377,-0.069945,"{'agent_logic': 0.90015, 'agent_skeptic': 0.789094}",67e1635f5b49dca018bdb3a49320b932133afcca5212de8bf819882e0fae9578
94,2,-0.144462,0.98932,0.831702,0.5439,-0.188064,0.006092,0.584704,0.004061,0.094127,0.090554,-0.001531,"{'agent_logic': 0.903221, 'agent_skeptic': 0.799559}",b3f9d417fdfe9c2b2a9f787d63a844815eb5964e74c8b0b9375f99d67b4647d6
95,2,-0.158056,0.959344,0.835259,0.526683,-0.333771,0.073125,0.572794,0.04875,0.105083,0.087356,-0.05437,"{'agent_logic': 0.902234, 'agent_skeptic': 0.796017}",1aec9cdde2f5ed7f8be21dc3e941205bca95e055fa08b5849a36a59872cc94eb
96,2,-0.159367,0.988786,0.831781,0.546264,-0.23794,0.00982,0.583898,0.006547,0.108336,0.076399,-0.005236,"{'agent_logic': 0.902895, 'agent_skeptic': 0.804229}",ee2faa2465db213f48506ce2f2fc05146d3f84e7a2cf37b67815380db40b6eb0
97,2,-0.161801,0.97676,0.833411,0.531875,-0.259424,0.068986,0.577299,0.045991,0.11263,0.074646,-0.009734,"{'agent_logic': 0.906363, 'agent_skeptic': 0.805339}",10faa8c54229c6ce58c43cd533d2c88a3688358f6456af125cc68d5b4dbb01ec
98,2,-0.16455,0.982544,0.832663,0.53732,-0.20567,0.037553,0.57568,0.025035,0.112826,0.069063,-0.010985,"{'agent_logic': 0.911426, 'agent_skeptic': 0.811957}",2b8fcb1beebdd2fea8a9b6026b4f19d7518f9c0f6f0cd5b76cb66b07b0b4d09d
99,2,-0.162776,0.98663,0.832094,0.534509,-0.178927,0.025838,0.567041,0.017225,0.111215,0.062744,0.007085,"{'agent_logic': 0.916367, 'agent_skeptic': 0.820513}",f0c0df9f912943388800dbf4e3095ecfc7894427001a921fef92b9595faa4f81
100,2,-0.167884,0.979446,0.833072,0.528256,-0.266445,0.04205,0.559559,0.028034,0.115633,0.059411,-0.020412,"{'agent_logic': 0.917694, 'agent_skeptic': 0.822545}",fe229e44a8977390b99d19135396c7064f0b0942bcb430d76e79e8871de37a4a
101,2,-0.183473,0.967115,0.834509,0.535451,-0.39818,0.032557,0.563432,0.021705,0.128302,0.055313,-0.062282,"{'agent_logic': 0.908044, 'agent_skeptic': 0.822511}",2f2166f2622ec8cd35680c4021c3dad35040b95edbd793714d309f6d26529148
102,2,-0.181292,0.985374,0.832273,0.529753,-0.221334,0.03556,0.554454,0.023707,0.127661,0.052179,0.008716,"{'agent_logic': 0.91306, 'agent_skeptic': 0.828392}",0bff260789c0f356fee29420a78e267dfc31b6c2aab06375e3e179239d27bc67
