cycle,use_judge,stability,adaptive_score,rigidity,dissent,identity_drift,archive_warning,jester_active,jester_pressure,judge_confidence,judge_closure,closure_cycle
102,False,0.86524,0.834749,0.405713,0.218188,0.018531,0.061,True,0.22,0.0,False,
103,False,0.860254,0.834228,0.40332,0.221384,0.015474,0.061,True,0.22,0.0,False,
104,False,0.858499,0.834033,0.400987,0.224499,0.015842,0.061,True,0.22,0.0,False,
105,False,0.8524,0.833306,0.398713,0.227537,0.012078,0.061,True,0.22,0.0,False,
106,False,0.851961,0.833251,0.399495,0.226498,0.010972,0.061,False,0.0,0.0,False,
107,False,0.851573,0.833202,0.400258,0.225486,0.010711,0.061,False,0.0,0.0,False,
108,False,0.850748,0.833097,0.401001,0.224499,0.013742,0.061,False,0.0,0.0,False,
109,False,0.852586,0.833329,0.401726,0.223536,0.018531,0.061,False,0.0,0.0,False,
110,False,0.850755,0.833098,0.402433,0.222598,0.019125,0.061,False,0.0,0.0,False,
111,False,0.855209,0.83365,0.403122,0.221683,0.017833,0.061,False,0.0,0.0,False,
112,False,0.855905,0.833733,0.403794,0.220791,0.020994,0.061,False,0.0,0.0,False,
113,False,0.857369,0.833904,0.404449,0.219921,0.022936,0.061,False,0.0,0.0,False,
114,False,0.856234,0.833772,0.405088,0.219073,0.02059,0.061,False,0.0,0.0,False,
115,False,0.856895,0.833849,0.405711,0.218246,0.021181,0.061,False,0.0,0.0,False,
116,False,0.858518,0.834035,0.406318,0.21744,0.021809,0.061,False,0.0,0.0,False,
117,False,0.855082,0.833635,0.40691,0.216654,0.016864,0.061,False,0.0,0.0,False,
118,False,0.858887,0.834076,0.407487,0.215888,0.019302,0.061,False,0.0,0.0,False,
119,False,0.861043,0.834314,0.40505,0.21914,0.02157,0.061,True,0.22,0.0,False,
120,False,0.861499,0.834363,0.402674,0.222312,0.021083,0.061,True,0.22,0.0,False,
121,False,0.867398,0.834959,0.400357,0.225404,0.018529,0.061,True,0.22,0.0,False,
122,False,0.869082,0.835117,0.398098,0.228419,0.022161,0.061,True,0.22,0.0,False,
123,False,0.870581,0.835252,0.398896,0.227358,0.021368,0.061,False,0.0,0.0,False,
124,False,0.870737,0.835266,0.399673,0.226325,0.021268,0.061,False,0.0,0.0,False,
125,False,0.870792,0.835271,0.400431,0.225316,0.024065,0.061,False,0.0,0.0,False,
126,False,0.872136,0.835388,0.401171,0.224333,0.027603,0.061,False,0.0,0.0,False,
127,False,0.87708,0.835787,0.401891,0.223375,0.025572,0.061,False,0.0,0.0,False,
128,False,0.876232,0.835722,0.402594,0.222441,0.021847,0.061,False,0.0,0.0,False,
129,False,0.882238,0.836152,0.403279,0.22153,0.024136,0.061,False,0.0,0.0,False,
130,False,0.883026,0.836203,0.403947,0.220642,0.027515,0.061,False,0.0,0.0,False,
131,False,0.884307,0.836283,0.404599,0.219775,0.025641,0.061,False,0.0,0.0,False,
132,False,0.886191,0.836395,0.405234,0.218931,0.028514,0.061,False,0.0,0.0,False,
133,False,0.890422,0.836621,0.405853,0.218108,0.025606,0.061,False,0.0,0.0,False,
134,False,0.888338,0.836514,0.406456,0.217305,0.021545,0.061,False,0.0,0.0,False,
135,False,0.884819,0.836314,0.407045,0.216522,0.024362,0.061,False,0.0,0.0,False,
136,False,0.876774,0.835764,0.404619,0.219759,0.027376,0.061,True,0.22,0.0,False,
137,False,0.875714,0.835682,0.402253,0.222915,0.025161,0.061,True,0.22,0.0,False,
138,False,0.86901,0.83511,0.399947,0.225993,0.026425,0.061,True,0.22,0.0,False,
139,False,0.861252,0.834336,0.397698,0.228993,0.02513,0.061,True,0.22,0.0,False,
140,False,0.863271,0.834549,0.398506,0.227918,0.024818,0.061,False,0.0,0.0,False,
141,False,0.864661,0.834691,0.399293,0.22687,0.028623,0.061,False,0.0,0.0,False,
142,False,0.867051,0.834926,0.400061,0.225848,0.025694,0.061,False,0.0,0.0,False,
143,False,0.867064,0.834927,0.400809,0.224852,0.024313,0.061,False,0.0,0.0,False,
144,False,0.866144,0.834838,0.401539,0.223881,0.024259,0.061,False,0.0,0.0,False,
145,False,0.861056,0.834315,0.402251,0.222934,0.020913,0.061,False,0.0,0.0,False,
146,False,0.862116,0.834428,0.402944,0.22201,0.019589,0.061,False,0.0,0.0,False,
147,False,0.865216,0.834747,0.403621,0.22111,0.020853,0.061,False,0.0,0.0,False,
148,False,0.865272,0.834752,0.40428,0.220232,0.017547,0.061,False,0.0,0.0,False,
149,False,0.864142,0.834638,0.404923,0.219377,0.015482,0.061,False,0.0,0.0,False,
150,False,0.859942,0.834194,0.40555,0.218542,0.013689,0.061,False,0.0,0.0,False,
151,False,0.864063,0.83463,0.406161,0.217729,0.013163,0.061,False,0.0,0.0,False,
152,False,0.862204,0.834438,0.406757,0.216935,0.014411,0.061,False,0.0,0.0,False,
153,False,0.855709,0.83371,0.404339,0.220162,0.017856,0.061,True,0.22,0.0,False,
154,False,0.853328,0.833422,0.40198,0.223308,0.015294,0.061,True,0.22,0.0,False,
155,False,0.846216,0.832494,0.399681,0.226375,0.01338,0.061,True,0.22,0.0,False,
156,False,0.842187,0.831923,0.397439,0.229366,0.013352,0.061,True,0.22,0.0,False,
157,False,0.841546,0.831829,0.398253,0.228282,0.014277,0.061,False,0.0,0.0,False,
158,False,0.845978,0.832461,0.399046,0.227225,0.013269,0.061,False,0.0,0.0,False,
159,False,0.842201,0.831925,0.39982,0.226194,0.013135,0.061,False,0.0,0.0,False,
160,False,0.844043,0.83219,0.400575,0.225189,0.010432,0.061,False,0.0,0.0,False,
161,False,0.841288,0.831792,0.40131,0.224209,0.010114,0.061,False,0.0,0.0,False,
162,False,0.834729,0.830782,0.402027,0.223254,0.007487,0.061,False,0.0,0.0,False,
163,False,0.838949,0.831441,0.402727,0.222323,0.007035,0.061,False,0.0,0.0,False,
164,False,0.839824,0.831574,0.403409,0.221415,0.008789,0.061,False,0.0,0.0,False,
165,False,0.840955,0.831742,0.404073,0.220529,0.01401,0.061,False,0.0,0.0,False,
166,False,0.842527,0.831973,0.404722,0.219666,0.01263,0.061,False,0.0,0.0,False,
167,False,0.84511,0.83234,0.405354,0.218825,0.012803,0.061,False,0.0,0.0,False,
168,False,0.847985,0.832734,0.40597,0.218004,0.016468,0.061,False,0.0,0.0,False,
169,False,0.848035,0.832741,0.40657,0.217204,0.013453,0.061,False,0.0,0.0,False,
170,False,0.849201,0.832895,0.404156,0.220424,0.012795,0.061,True,0.22,0.0,False,
171,False,0.845227,0.832357,0.401802,0.223563,0.010281,0.061,True,0.22,0.0,False,
172,False,0.845524,0.832398,0.399507,0.226624,0.010321,0.061,True,0.22,0.0,False,
173,False,0.84449,0.832253,0.39727,0.229608,0.012199,0.061,True,0.22,0.0,False,
174,False,0.846991,0.8326,0.398088,0.228518,0.01234,0.061,False,0.0,0.0,False,
175,False,0.849648,0.832954,0.398886,0.227455,0.010235,0.061,False,0.0,0.0,False,
176,False,0.848388,0.832788,0.399663,0.226419,0.010981,0.061,False,0.0,0.0,False,
177,False,0.855012,0.833626,0.400422,0.225408,0.009233,0.061,False,0.0,0.0,False,
178,False,0.858068,0.833984,0.401161,0.224423,0.009227,0.061,False,0.0,0.0,False,
179,False,0.852069,0.833265,0.401882,0.223463,0.009572,0.061,False,0.0,0.0,False,
180,False,0.85651,0.833804,0.402585,0.222526,0.008209,0.061,False,0.0,0.0,False,
181,False,0.858759,0.834062,0.403271,0.221613,0.015525,0.061,False,0.0,0.0,False,
182,False,0.865454,0.83477,0.403939,0.220723,0.009556,0.061,False,0.0,0.0,False,
183,False,0.869234,0.83513,0.40459,0.219855,0.009518,0.061,False,0.0,0.0,False,
184,False,0.870777,0.835269,0.405226,0.219008,0.009013,0.061,False,0.0,0.0,False,
185,False,0.873603,0.835511,0.405845,0.218183,0.011082,0.061,False,0.0,0.0,False,
186,False,0.8774,0.835811,0.406449,0.217378,0.008463,0.061,False,0.0,0.0,False,
187,False,0.869605,0.835164,0.404038,0.220594,0.0085,0.061,True,0.22,0.0,False,
188,False,0.86675,0.834897,0.401687,0.223729,0.006517,0.061,True,0.22,0.0,False,
189,False,0.862137,0.83443,0.399395,0.226786,0.007888,0.061,True,0.22,0.0,False,
190,False,0.858771,0.834063,0.39716,0.229766,0.00774,0.061,True,0.22,0.0,False,
191,False,0.858146,0.833993,0.397981,0.228672,0.003866,0.061,False,0.0,0.0,False,
192,False,0.8618,0.834395,0.398781,0.227605,0.003007,0.061,False,0.0,0.0,False,
193,False,0.860766,0.834284,0.399562,0.226565,0.006332,0.061,False,0.0,0.0,False,
194,False,0.863328,0.834555,0.400323,0.225551,0.007212,0.061,False,0.0,0.0,False,
195,False,0.85947,0.834141,0.401065,0.224562,0.008707,0.061,False,0.0,0.0,False,
196,False,0.862361,0.834454,0.401788,0.223598,0.012811,0.061,False,0.0,0.0,False,
197,False,0.864129,0.834637,0.402493,0.222658,0.016678,0.061,False,0.0,0.0,False,
198,False,0.858722,0.834058,0.403181,0.221742,0.017616,0.061,False,0.0,0.0,False,
199,False,0.855905,0.833733,0.403851,0.220848,0.019943,0.061,False,0.0,0.0,False,
200,False,0.855708,0.833709,0.404505,0.219977,0.018674,0.061,False,0.0,0.0,False,
201,False,0.859055,0.834095,0.405142,0.219128,0.018742,0.061,False,0.0,0.0,False,
202,False,0.862456,0.834464,0.405764,0.218299,0.015524,0.061,False,0.0,0.0,False,
203,False,0.863454,0.834568,0.40637,0.217492,0.016237,0.061,False,0.0,0.0,False,
204,False,0.862276,0.834445,0.403961,0.220705,0.019465,0.061,True,0.22,0.0,False,
205,False,0.859489,0.834144,0.401612,0.223837,0.017582,0.061,True,0.22,0.0,False,
206,False,0.857994,0.833975,0.399321,0.226891,0.015963,0.061,True,0.22,0.0,False,
207,False,0.854728,0.833592,0.397088,0.229869,0.012306,0.061,True,0.22,0.0,False,
208,False,0.855822,0.833723,0.397911,0.228772,0.012109,0.061,False,0.0,0.0,False,
209,False,0.854179,0.833526,0.398713,0.227703,0.013303,0.061,False,0.0,0.0,False,
210,False,0.856279,0.833777,0.399495,0.22666,0.012855,0.061,False,0.0,0.0,False,
211,False,0.858084,0.833986,0.400258,0.225644,0.006615,0.061,False,0.0,0.0,False,
212,False,0.866177,0.834841,0.401002,0.224653,0.0082,0.061,False,0.0,0.0,False,
213,False,0.867736,0.834991,0.401727,0.223686,0.009189,0.061,False,0.0,0.0,False,
214,False,0.872341,0.835405,0.402433,0.222744,0.007011,0.061,False,0.0,0.0,False,
215,False,0.877758,0.835838,0.403123,0.221826,0.008419,0.061,False,0.0,0.0,False,
216,False,0.870721,0.835264,0.403794,0.22093,0.008917,0.061,False,0.0,0.0,False,
217,False,0.871421,0.835326,0.40445,0.220057,0.011558,0.061,False,0.0,0.0,False,
218,False,0.884381,0.836287,0.405088,0.219205,0.015029,0.061,False,0.0,0.0,False,
219,False,0.891467,0.836671,0.405711,0.218375,0.014262,0.061,False,0.0,0.0,False,
220,False,0.891092,0.836653,0.406318,0.217566,0.016053,0.061,False,0.0,0.0,False,
