cycle,use_judge,stability,adaptive_score,rigidity,dissent,identity_drift,archive_warning,jester_active,jester_pressure,judge_confidence,judge_closure,closure_cycle
63,True,0.901913,0.837054,0.417566,0.197869,0.024642,0.087,False,0.0,0.934477,True,49
64,True,0.900267,0.837008,0.41839,0.19667,0.021229,0.087,False,0.0,0.936372,True,49
65,True,0.901977,0.837055,0.41917,0.195547,0.01868,0.087,False,0.0,0.938506,True,49
66,True,0.907253,0.837165,0.419908,0.194496,0.012179,0.087,False,0.0,0.941572,True,49
67,True,0.910378,0.837204,0.420605,0.193512,0.010963,0.087,False,0.0,0.944492,True,49
68,True,0.903261,0.837087,0.418355,0.196431,0.014131,0.087,True,0.22,0.946482,True,49
69,True,0.896783,0.836893,0.416227,0.199164,0.016069,0.087,True,0.22,0.947731,True,49
70,True,0.888341,0.836514,0.414214,0.201721,0.018163,0.087,True,0.22,0.948016,True,49
71,True,0.891663,0.83668,0.41231,0.204115,0.019804,0.087,True,0.22,0.948137,True,49
72,True,0.891651,0.83668,0.41342,0.202516,0.018245,0.087,False,0.0,0.948527,True,49
73,True,0.884724,0.836308,0.414469,0.201019,0.018181,0.087,False,0.0,0.948529,True,49
74,True,0.890174,0.836609,0.415462,0.199617,0.01343,0.087,False,0.0,0.949677,True,49
75,True,0.896223,0.836872,0.416401,0.198306,0.015226,0.087,False,0.0,0.950667,True,49
76,True,0.903534,0.837094,0.417288,0.197078,0.012131,0.087,False,0.0,0.952282,True,49
77,True,0.905691,0.837138,0.418128,0.195929,0.010644,0.087,False,0.0,0.953975,True,49
78,True,0.907498,0.837169,0.418922,0.194854,0.012142,0.087,False,0.0,0.955192,True,49
79,True,0.903078,0.837083,0.419673,0.193847,0.012454,0.087,False,0.0,0.956205,True,49
80,True,0.899884,0.836997,0.420383,0.192905,0.008797,0.087,False,0.0,0.957765,True,49
81,True,0.899063,0.836971,0.421055,0.192023,0.010074,0.087,False,0.0,0.958872,True,49
82,True,0.900152,0.837005,0.42169,0.191198,0.014019,0.087,False,0.0,0.959157,True,49
83,True,0.896837,0.836895,0.422291,0.190425,0.015473,0.087,False,0.0,0.958996,True,49
84,True,0.896953,0.836899,0.422859,0.189702,0.01547,0.087,False,0.0,0.958862,True,49
85,True,0.891487,0.836672,0.420487,0.192865,0.011916,0.087,True,0.22,0.959113,True,49
86,True,0.885933,0.83638,0.418243,0.195825,0.012883,0.087,True,0.22,0.958874,True,49
87,True,0.879056,0.835933,0.416121,0.198597,0.012087,0.087,True,0.22,0.958459,True,49
88,True,0.876126,0.835714,0.414113,0.20119,0.011193,0.087,True,0.22,0.958106,True,49
89,True,0.874593,0.835592,0.415125,0.199778,0.012319,0.087,False,0.0,0.957512,True,49
90,True,0.870042,0.835204,0.416082,0.198456,0.012818,0.087,False,0.0,0.956666,True,49
91,True,0.87237,0.835408,0.416987,0.197219,0.010431,0.087,False,0.0,0.956476,True,49
92,True,0.879023,0.835931,0.417843,0.196061,0.008956,0.087,False,0.0,0.956918,True,49
93,True,0.880402,0.836028,0.418653,0.194977,0.006703,0.087,False,0.0,0.95779,True,49
94,True,0.885352,0.836346,0.419418,0.193963,0.007577,0.087,False,0.0,0.95865,True,49
95,True,0.883161,0.836211,0.420142,0.193013,0.009266,0.087,False,0.0,0.958986,True,49
96,True,0.882636,0.836178,0.420827,0.192124,0.007328,0.087,False,0.0,0.959609,True,49
97,True,0.885744,0.836369,0.421475,0.191292,0.00759,0.087,False,0.0,0.960268,True,49
98,True,0.886583,0.836417,0.422087,0.190514,0.009737,0.087,False,0.0,0.960499,True,49
99,True,0.888025,0.836497,0.422667,0.189785,0.010693,0.087,False,0.0,0.960601,True,49
100,True,0.886807,0.83643,0.423214,0.189103,0.01104,0.087,False,0.0,0.960565,True,49
101,True,0.880883,0.836061,0.423733,0.188464,0.010441,0.087,False,0.0,0.96034,True,49
102,True,0.874122,0.835554,0.421313,0.191706,0.012655,0.087,True,0.22,0.959393,True,49
103,True,0.870384,0.835234,0.419024,0.194741,0.009325,0.087,True,0.22,0.958977,True,49
104,True,0.870028,0.835203,0.416859,0.197582,0.009625,0.087,True,0.22,0.958537,True,49
105,True,0.865362,0.834761,0.414812,0.20024,0.005601,0.087,True,0.22,0.958648,True,49
106,True,0.866336,0.834857,0.415786,0.198889,0.004416,0.087,False,0.0,0.959012,True,49
107,True,0.867268,0.834947,0.416707,0.197624,0.004133,0.087,False,0.0,0.959431,True,49
108,True,0.867679,0.834986,0.417578,0.19644,0.007304,0.087,False,0.0,0.959241,True,49
109,True,0.870672,0.83526,0.418402,0.195332,0.012272,0.087,False,0.0,0.95832,True,49
110,True,0.869825,0.835184,0.419181,0.194295,0.012769,0.087,False,0.0,0.957374,True,49
111,True,0.875234,0.835644,0.419918,0.193324,0.011281,0.087,False,0.0,0.95709,True,49
112,True,0.876576,0.835749,0.420615,0.192415,0.014492,0.087,False,0.0,0.956323,True,49
113,True,0.878583,0.835899,0.421274,0.191565,0.016376,0.087,False,0.0,0.955405,True,49
114,True,0.87788,0.835847,0.421898,0.190768,0.013728,0.087,False,0.0,0.955045,True,49
115,True,0.878991,0.835928,0.422487,0.190023,0.014208,0.087,False,0.0,0.954698,True,49
116,True,0.88098,0.836068,0.423045,0.189326,0.014722,0.087,False,0.0,0.9544,True,49
117,True,0.877816,0.835842,0.423572,0.188673,0.009367,0.087,False,0.0,0.954955,True,49
118,True,0.882029,0.836138,0.424071,0.188062,0.011861,0.087,False,0.0,0.955202,True,49
119,True,0.884563,0.836299,0.421633,0.19133,0.01414,0.087,True,0.22,0.955133,True,49
120,True,0.88525,0.83634,0.419326,0.194389,0.013485,0.087,True,0.22,0.955227,True,49
121,True,0.89131,0.836664,0.417146,0.197252,0.010663,0.087,True,0.22,0.956135,True,49
122,True,0.892817,0.836733,0.415083,0.199932,0.014404,0.087,True,0.22,0.956327,True,49
123,True,0.893833,0.836777,0.416042,0.1986,0.013425,0.087,False,0.0,0.956727,True,49
124,True,0.893464,0.836761,0.416949,0.197354,0.013193,0.087,False,0.0,0.957102,True,49
125,True,0.893027,0.836742,0.417807,0.196187,0.016024,0.087,False,0.0,0.956893,True,49
126,True,0.893915,0.83678,0.418619,0.195095,0.019597,0.087,False,0.0,0.956101,True,49
127,True,0.898354,0.836948,0.419386,0.194073,0.017236,0.087,False,0.0,0.956063,True,49
128,True,0.896765,0.836892,0.420112,0.193116,0.013121,0.087,False,0.0,0.9567,True,49
129,True,0.902132,0.837059,0.420798,0.192221,0.015426,0.087,False,0.0,0.956989,True,49
130,True,0.90199,0.837056,0.421448,0.191383,0.018852,0.087,False,0.0,0.956617,True,49
131,True,0.902372,0.837066,0.422062,0.190598,0.01667,0.087,False,0.0,0.956689,True,49
132,True,0.903359,0.837089,0.422642,0.189864,0.019549,0.087,False,0.0,0.956226,True,49
133,True,0.906656,0.837155,0.423191,0.189177,0.016262,0.087,False,0.0,0.956419,True,49
134,True,0.903469,0.837092,0.423711,0.188533,0.011803,0.087,False,0.0,0.957404,True,49
135,True,0.899058,0.836971,0.424202,0.187931,0.014702,0.087,False,0.0,0.957708,True,49
136,True,0.890639,0.836632,0.421757,0.191208,0.01777,0.087,True,0.22,0.956985,True,49
137,True,0.889716,0.836586,0.419444,0.194274,0.015245,0.087,True,0.22,0.956763,True,49
138,True,0.88319,0.836213,0.417256,0.197145,0.016452,0.087,True,0.22,0.956014,True,49
139,True,0.875982,0.835703,0.415188,0.199832,0.014925,0.087,True,0.22,0.955266,True,49
140,True,0.878733,0.83591,0.416141,0.198506,0.014465,0.087,False,0.0,0.954832,True,49
141,True,0.880674,0.836047,0.417043,0.197266,0.018391,0.087,False,0.0,0.953832,True,49
142,True,0.883491,0.836232,0.417896,0.196105,0.015098,0.087,False,0.0,0.953697,True,49
143,True,0.883748,0.836248,0.418703,0.195018,0.013502,0.087,False,0.0,0.953884,True,49
144,True,0.883047,0.836204,0.419466,0.194001,0.013342,0.087,False,0.0,0.954041,True,49
145,True,0.878193,0.83587,0.420187,0.193049,0.009681,0.087,False,0.0,0.954601,True,49
146,True,0.879792,0.835985,0.420869,0.192158,0.008227,0.087,False,0.0,0.955441,True,49
147,True,0.883335,0.836222,0.421515,0.191324,0.009553,0.087,False,0.0,0.956118,True,49
148,True,0.883601,0.836239,0.422125,0.190543,0.005988,0.087,False,0.0,0.95738,True,49
149,True,0.882652,0.836179,0.422702,0.189812,0.003798,0.087,False,0.0,0.958841,True,49
150,True,0.878663,0.835905,0.423248,0.189128,0.001931,0.087,False,0.0,0.960265,True,49
151,True,0.883277,0.836219,0.423764,0.188488,0.001442,0.087,False,0.0,0.961843,True,49
152,True,0.881588,0.836109,0.424253,0.187889,0.002854,0.087,False,0.0,0.962888,True,49
153,True,0.875592,0.835672,0.421805,0.191168,0.006592,0.087,True,0.22,0.962818,True,49
154,True,0.874077,0.83555,0.419489,0.194237,0.003856,0.087,True,0.22,0.963178,True,49
155,True,0.867859,0.835003,0.417299,0.19711,0.001853,0.087,True,0.22,0.963544,True,49
156,True,0.865089,0.834734,0.415228,0.199799,0.001894,0.087,True,0.22,0.963718,True,49
157,True,0.86559,0.834784,0.41618,0.198476,0.002955,0.087,False,0.0,0.963702,True,49
158,True,0.871153,0.835302,0.417079,0.197237,0.001931,0.087,False,0.0,0.964159,True,49
159,True,0.868076,0.835023,0.41793,0.196078,0.001857,0.087,False,0.0,0.964418,True,49
160,True,0.870834,0.835274,0.418735,0.194993,-0.000968,0.087,False,0.0,0.964949,True,49
161,True,0.868764,0.835087,0.419496,0.193978,-0.001197,0.087,False,0.0,0.965268,True,49
162,True,0.862951,0.834516,0.420216,0.193027,-0.003899,0.087,False,0.0,0.964759,True,49
163,True,0.868353,0.835049,0.420897,0.192137,-0.004231,0.087,False,0.0,0.964526,True,49
164,True,0.870028,0.835203,0.421541,0.191305,-0.002192,0.087,False,0.0,0.964779,True,49
165,True,0.871843,0.835363,0.42215,0.190525,0.003537,0.087,False,0.0,0.964849,True,49
166,True,0.873982,0.835543,0.422726,0.189795,0.002095,0.087,False,0.0,0.965283,True,49
167,True,0.877007,0.835782,0.42327,0.189113,0.002342,0.087,False,0.0,0.965774,True,49
168,True,0.88014,0.83601,0.423785,0.188473,0.006336,0.087,False,0.0,0.965637,True,49
169,True,0.880222,0.836015,0.424272,0.187875,0.003091,0.087,False,0.0,0.966113,True,49
170,True,0.881723,0.836118,0.421823,0.191155,0.002429,0.087,True,0.22,0.966729,True,49
171,True,0.877918,0.83585,0.419507,0.194225,-0.000221,0.087,True,0.22,0.967481,True,49
172,True,0.878663,0.835905,0.417316,0.197099,-8.4e-05,0.087,True,0.22,0.968206,True,49
173,True,0.878002,0.835856,0.415244,0.199788,0.002029,0.087,True,0.22,0.968454,True,49
174,True,0.880659,0.836046,0.416195,0.198466,0.002239,0.087,False,0.0,0.96877,True,49
175,True,0.883317,0.836221,0.417094,0.197228,2.7e-05,0.087,False,0.0,0.969588,True,49
176,True,0.881843,0.836126,0.417944,0.19607,0.000918,0.087,False,0.0,0.97007,True,49
177,True,0.888468,0.836521,0.418748,0.194985,-0.000893,0.087,False,0.0,0.970837,True,49
178,True,0.891084,0.836653,0.419508,0.19397,-0.000799,0.087,False,0.0,0.971663,True,49
179,True,0.884359,0.836286,0.420227,0.19302,-0.000329,0.087,False,0.0,0.972132,True,49
180,True,0.888646,0.83653,0.420908,0.192131,-0.001707,0.087,False,0.0,0.972511,True,49
181,True,0.890463,0.836623,0.421551,0.191298,0.00627,0.087,False,0.0,0.972105,True,49
182,True,0.896685,0.83689,0.422159,0.190519,-0.00015,0.087,False,0.0,0.973183,True,49
183,True,0.899602,0.836988,0.422735,0.18979,-0.000106,0.087,False,0.0,0.974288,True,49
184,True,0.900108,0.837003,0.423279,0.189107,-0.000563,0.087,False,0.0,0.975183,True,49
185,True,0.901904,0.837054,0.423793,0.188469,0.001741,0.087,False,0.0,0.975755,True,49
186,True,0.904599,0.837117,0.42428,0.187871,-0.001002,0.087,False,0.0,0.976393,True,49
187,True,0.895758,0.836855,0.42183,0.191151,-0.000868,0.087,True,0.22,0.976778,True,49
188,True,0.89243,0.836716,0.419514,0.194221,-0.002888,0.087,True,0.22,0.976578,True,49
189,True,0.887544,0.836471,0.417322,0.197095,-0.001308,0.087,True,0.22,0.976441,True,49
190,True,0.884202,0.836277,0.41525,0.199785,-0.001368,0.087,True,0.22,0.976138,True,49
191,True,0.883555,0.836236,0.4162,0.198463,-0.005383,0.087,False,0.0,0.975106,True,49
192,True,0.88723,0.836454,0.417099,0.197225,-0.006137,0.087,False,0.0,0.974247,True,49
193,True,0.886001,0.836384,0.417949,0.196067,-0.002452,0.087,False,0.0,0.974102,True,49
194,True,0.888441,0.83652,0.418753,0.194982,-0.001412,0.087,False,0.0,0.974288,True,49
195,True,0.884335,0.836285,0.419513,0.193968,0.000259,0.087,False,0.0,0.974454,True,49
196,True,0.887207,0.836453,0.420232,0.193018,0.004654,0.087,False,0.0,0.973943,True,49
197,True,0.888792,0.836538,0.420912,0.192128,0.008728,0.087,False,0.0,0.97283,True,49
198,True,0.883152,0.836211,0.421555,0.191296,0.009654,0.087,False,0.0,0.971393,True,49
199,True,0.880429,0.83603,0.422163,0.190517,0.012026,0.087,False,0.0,0.969556,True,49
200,True,0.880468,0.836033,0.422738,0.189788,0.010587,0.087,False,0.0,0.968205,True,49
201,True,0.884014,0.836265,0.423282,0.189106,0.010573,0.087,False,0.0,0.967199,True,49
202,True,0.887402,0.836463,0.423796,0.188467,0.007112,0.087,False,0.0,0.96712,True,49
203,True,0.888206,0.836507,0.424283,0.187869,0.007828,0.087,False,0.0,0.96696,True,49
204,True,0.887018,0.836442,0.421833,0.191149,0.01117,0.087,True,0.22,0.966148,True,49
205,True,0.884303,0.836283,0.419516,0.19422,0.009103,0.087,True,0.22,0.965672,True,49
206,True,0.883028,0.836203,0.417325,0.197094,0.007344,0.087,True,0.22,0.96551,True,49
207,True,0.880065,0.836005,0.415253,0.199784,0.003474,0.087,True,0.22,0.965924,True,49
208,True,0.881385,0.836095,0.416203,0.198462,0.003292,0.087,False,0.0,0.966388,True,49
209,True,0.879907,0.835994,0.417101,0.197224,0.00457,0.087,False,0.0,0.966488,True,49
210,True,0.882225,0.836151,0.417951,0.196066,0.004108,0.087,False,0.0,0.966778,True,49
211,True,0.884109,0.836271,0.418755,0.194982,-0.002423,0.087,False,0.0,0.967438,True,49
212,True,0.89212,0.836702,0.419515,0.193967,-0.00065,0.087,False,0.0,0.968751,True,49
213,True,0.893179,0.836749,0.420233,0.193017,0.000471,0.087,False,0.0,0.969994,True,49
214,True,0.897212,0.836909,0.420913,0.192128,-0.001747,0.087,False,0.0,0.97106,True,49
215,True,0.901826,0.837051,0.421556,0.191296,-0.000171,0.087,False,0.0,0.972414,True,49
216,True,0.893834,0.836777,0.422164,0.190517,0.000425,0.087,False,0.0,0.973259,True,49
217,True,0.89401,0.836784,0.422739,0.189788,0.003261,0.087,False,0.0,0.973493,True,49
218,True,0.906354,0.83715,0.423283,0.189105,0.006923,0.087,False,0.0,0.973321,True,49
219,True,0.91216,0.837217,0.423798,0.188466,0.006087,0.087,False,0.0,0.973322,True,49
220,True,0.910254,0.837202,0.424284,0.187869,0.007946,0.087,False,0.0,0.972984,True,49
