cycle,use_judge,stability,adaptive_score,rigidity,dissent,identity_drift,archive_warning,jester_active,jester_pressure,judge_confidence,judge_closure,closure_cycle
83,True,0.896751,0.836892,0.422257,0.190399,0.012012,0.061,False,0.0,0.970243,True,49
84,True,0.896873,0.836896,0.422827,0.189677,0.01207,0.061,False,0.0,0.97,True,49
85,True,0.891487,0.836672,0.420456,0.192842,0.008752,0.061,True,0.22,0.970117,True,49
86,True,0.88603,0.836386,0.418214,0.195804,0.009729,0.061,True,0.22,0.969763,True,49
87,True,0.879319,0.835952,0.416094,0.198576,0.009031,0.061,True,0.22,0.969236,True,49
88,True,0.876399,0.835735,0.414088,0.201172,0.008238,0.061,True,0.22,0.968769,True,49
89,True,0.874988,0.835624,0.415101,0.199761,0.009361,0.061,False,0.0,0.96808,True,49
90,True,0.870686,0.835261,0.416059,0.19844,0.009888,0.061,False,0.0,0.967158,True,49
91,True,0.87296,0.835458,0.416966,0.197204,0.007677,0.061,False,0.0,0.966867,True,49
92,True,0.879363,0.835955,0.417823,0.196047,0.00633,0.061,False,0.0,0.967183,True,49
93,True,0.880722,0.83605,0.418633,0.194964,0.004246,0.061,False,0.0,0.967912,True,49
94,True,0.885487,0.836354,0.4194,0.19395,0.00512,0.061,False,0.0,0.968637,True,49
95,True,0.883432,0.836228,0.420125,0.193001,0.006765,0.061,False,0.0,0.96887,True,49
96,True,0.882965,0.836199,0.420811,0.192113,0.004979,0.061,False,0.0,0.969377,True,49
97,True,0.88596,0.836382,0.421459,0.191282,0.005271,0.061,False,0.0,0.969923,True,49
98,True,0.886789,0.836429,0.422073,0.190504,0.007343,0.061,False,0.0,0.970067,True,49
99,True,0.88819,0.836506,0.422653,0.189776,0.008287,0.061,False,0.0,0.970093,True,49
100,True,0.887055,0.836444,0.423201,0.189094,0.008656,0.061,False,0.0,0.96999,True,49
101,True,0.881439,0.836099,0.42372,0.188456,0.008132,0.061,False,0.0,0.969709,True,49
102,True,0.874845,0.835613,0.421301,0.191699,0.010258,0.061,True,0.22,0.968736,True,49
103,True,0.871142,0.835301,0.419013,0.194734,0.007158,0.061,True,0.22,0.968258,True,49
104,True,0.870668,0.83526,0.416849,0.197575,0.007478,0.061,True,0.22,0.967754,True,49
105,True,0.866108,0.834835,0.414802,0.200234,0.003725,0.061,True,0.22,0.967763,True,49
106,True,0.867108,0.834931,0.415777,0.198883,0.002645,0.061,False,0.0,0.96802,True,49
107,True,0.86806,0.835022,0.416698,0.197619,0.002414,0.061,False,0.0,0.968337,True,49
108,True,0.868514,0.835064,0.41757,0.196435,0.005428,0.061,False,0.0,0.968088,True,49
109,True,0.871413,0.835325,0.418394,0.195327,0.01013,0.061,False,0.0,0.967158,True,49
110,True,0.870664,0.835259,0.419174,0.19429,0.010629,0.061,False,0.0,0.96621,True,49
111,True,0.875844,0.835692,0.419911,0.19332,0.009264,0.061,False,0.0,0.96589,True,49
112,True,0.877163,0.835793,0.420609,0.192411,0.012307,0.061,False,0.0,0.965119,True,49
113,True,0.879109,0.835937,0.421268,0.191561,0.014103,0.061,False,0.0,0.964212,True,49
114,True,0.878485,0.835892,0.421892,0.190765,0.01165,0.061,False,0.0,0.96383,True,49
115,True,0.879575,0.83597,0.422482,0.19002,0.012128,0.061,False,0.0,0.963463,True,49
116,True,0.881492,0.836102,0.423039,0.189323,0.012636,0.061,False,0.0,0.963144,True,49
117,True,0.878533,0.835895,0.423567,0.18867,0.007648,0.061,False,0.0,0.963625,True,49
118,True,0.882547,0.836172,0.424066,0.188059,0.010008,0.061,False,0.0,0.963821,True,49
119,True,0.884765,0.836311,0.421628,0.191327,0.012164,0.061,True,0.22,0.963713,True,49
120,True,0.88525,0.83634,0.419322,0.194387,0.011576,0.061,True,0.22,0.96375,True,49
121,True,0.890822,0.83664,0.417141,0.19725,0.008962,0.061,True,0.22,0.964545,True,49
122,True,0.892105,0.836701,0.415079,0.19993,0.012481,0.061,True,0.22,0.964667,True,49
123,True,0.893146,0.836747,0.416038,0.198598,0.011589,0.061,False,0.0,0.964991,True,49
124,True,0.892874,0.836735,0.416946,0.197352,0.011393,0.061,False,0.0,0.965297,True,49
125,True,0.892533,0.83672,0.417804,0.196185,0.014055,0.061,False,0.0,0.965063,True,49
126,True,0.893434,0.83676,0.418616,0.195094,0.017408,0.061,False,0.0,0.96429,True,49
127,True,0.897675,0.836925,0.419383,0.194072,0.015227,0.061,False,0.0,0.964226,True,49
128,True,0.896233,0.836873,0.420109,0.193115,0.011411,0.061,False,0.0,0.964792,True,49
129,True,0.901334,0.837038,0.420796,0.19222,0.013577,0.061,False,0.0,0.965072,True,49
130,True,0.901246,0.837036,0.421445,0.191382,0.016785,0.061,False,0.0,0.964732,True,49
131,True,0.901647,0.837047,0.422059,0.190597,0.014771,0.061,False,0.0,0.964801,True,49
132,True,0.902613,0.837072,0.42264,0.189863,0.017466,0.061,False,0.0,0.964369,True,49
133,True,0.905747,0.837139,0.423189,0.189176,0.014426,0.061,False,0.0,0.964545,True,49
134,True,0.902783,0.837076,0.423709,0.188532,0.010298,0.061,False,0.0,0.965454,True,49
135,True,0.898669,0.836958,0.4242,0.18793,0.013006,0.061,False,0.0,0.965706,True,49
136,True,0.890561,0.836628,0.421755,0.191207,0.01587,0.061,True,0.22,0.96499,True,49
137,True,0.889507,0.836575,0.419442,0.194274,0.013541,0.061,True,0.22,0.964732,True,49
138,True,0.883211,0.836214,0.417255,0.197144,0.014674,0.061,True,0.22,0.963977,True,49
139,True,0.876292,0.835727,0.415186,0.199831,0.013271,0.061,True,0.22,0.963215,True,49
140,True,0.878959,0.835926,0.41614,0.198506,0.012858,0.061,False,0.0,0.962757,True,49
141,True,0.880859,0.836059,0.417042,0.197265,0.016508,0.061,False,0.0,0.961783,True,49
142,True,0.883573,0.836237,0.417895,0.196104,0.01347,0.061,False,0.0,0.96162,True,49
143,True,0.883883,0.836257,0.418701,0.195018,0.012004,0.061,False,0.0,0.96176,True,49
144,True,0.88329,0.836219,0.419464,0.194001,0.011867,0.061,False,0.0,0.961878,True,49
145,True,0.878807,0.835915,0.420186,0.193049,0.008492,0.061,False,0.0,0.96237,True,49
146,True,0.880358,0.836025,0.420868,0.192157,0.007158,0.061,False,0.0,0.963126,True,49
147,True,0.883721,0.836247,0.421514,0.191323,0.008394,0.061,False,0.0,0.963737,True,49
148,True,0.884016,0.836265,0.422124,0.190543,0.00511,0.061,False,0.0,0.96489,True,49
149,True,0.883173,0.836212,0.422701,0.189812,0.003097,0.061,False,0.0,0.96623,True,49
150,True,0.879487,0.835964,0.423247,0.189128,0.001382,0.061,False,0.0,0.967533,True,49
151,True,0.883832,0.836254,0.423764,0.188488,0.00094,0.061,False,0.0,0.968983,True,49
152,True,0.88229,0.836155,0.424252,0.187889,0.002251,0.061,False,0.0,0.969941,True,49
153,True,0.876475,0.835741,0.421804,0.191168,0.005707,0.061,True,0.22,0.969855,True,49
154,True,0.874861,0.835614,0.419488,0.194237,0.003194,0.061,True,0.22,0.970157,True,49
155,True,0.868877,0.835098,0.417299,0.19711,0.001356,0.061,True,0.22,0.970452,True,49
156,True,0.866125,0.834836,0.415228,0.199799,0.001402,0.061,True,0.22,0.970563,True,49
157,True,0.866692,0.834891,0.416179,0.198476,0.002387,0.061,False,0.0,0.97051,True,49
158,True,0.871966,0.835373,0.417079,0.197237,0.001452,0.061,False,0.0,0.970903,True,49
159,True,0.869187,0.835126,0.41793,0.196078,0.001391,0.061,False,0.0,0.971118,True,49
160,True,0.871833,0.835362,0.418735,0.194993,-0.0012,0.061,False,0.0,0.971478,True,49
161,True,0.86998,0.835198,0.419496,0.193977,-0.001403,0.061,False,0.0,0.971663,True,49
162,True,0.864642,0.834689,0.420216,0.193027,-0.003879,0.061,False,0.0,0.9711,True,49
163,True,0.869727,0.835175,0.420897,0.192137,-0.004176,0.061,False,0.0,0.97081,True,49
164,True,0.871343,0.835319,0.42154,0.191304,-0.002298,0.061,False,0.0,0.970981,True,49
165,True,0.873085,0.835468,0.422149,0.190525,0.002966,0.061,False,0.0,0.971098,True,49
166,True,0.875122,0.835635,0.422725,0.189795,0.00165,0.061,False,0.0,0.971546,True,49
167,True,0.877977,0.835854,0.42327,0.189112,0.001882,0.061,False,0.0,0.972043,True,49
168,True,0.880929,0.836064,0.423785,0.188473,0.00555,0.061,False,0.0,0.971961,True,49
169,True,0.881046,0.836072,0.424272,0.187875,0.002582,0.061,False,0.0,0.972437,True,49
170,True,0.882203,0.836149,0.421823,0.191155,0.001982,0.061,True,0.22,0.973025,True,49
171,True,0.87846,0.83589,0.419506,0.194225,-0.000439,0.061,True,0.22,0.973633,True,49
172,True,0.878951,0.835925,0.417316,0.197099,-0.000309,0.061,True,0.22,0.974217,True,49
173,True,0.878156,0.835868,0.415244,0.199788,0.00163,0.061,True,0.22,0.974449,True,49
174,True,0.880726,0.83605,0.416194,0.198466,0.001827,0.061,False,0.0,0.974749,True,49
175,True,0.883288,0.836219,0.417093,0.197228,-0.00019,0.061,False,0.0,0.975442,True,49
176,True,0.882015,0.836137,0.417944,0.196069,0.000629,0.061,False,0.0,0.975907,True,49
177,True,0.888231,0.836508,0.418748,0.194985,-0.00102,0.061,False,0.0,0.976562,True,49
178,True,0.890729,0.836636,0.419508,0.19397,-0.00093,0.061,False,0.0,0.977283,True,49
179,True,0.884578,0.8363,0.420227,0.19302,-0.000496,0.061,False,0.0,0.977682,True,49
180,True,0.888614,0.836529,0.420907,0.192131,-0.001752,0.061,False,0.0,0.97801,True,49
181,True,0.890358,0.836618,0.421551,0.191298,0.005559,0.061,False,0.0,0.977692,True,49
182,True,0.896187,0.836871,0.422159,0.190519,-0.000325,0.061,False,0.0,0.978666,True,49
183,True,0.898946,0.836967,0.422734,0.18979,-0.00028,0.061,False,0.0,0.979672,True,49
184,True,0.899462,0.836984,0.423279,0.189107,-0.000696,0.061,False,0.0,0.980508,True,49
185,True,0.901176,0.837034,0.423793,0.188469,0.001429,0.061,False,0.0,0.981122,True,49
186,True,0.903727,0.837098,0.42428,0.187871,-0.001096,0.061,False,0.0,0.981723,True,49
187,True,0.895258,0.836835,0.42183,0.191151,-0.000968,0.061,True,0.22,0.982049,True,49
188,True,0.891955,0.836694,0.419513,0.194221,-0.002832,0.061,True,0.22,0.981826,True,49
189,True,0.887209,0.836453,0.417322,0.197095,-0.001365,0.061,True,0.22,0.981655,True,49
190,True,0.883924,0.836259,0.41525,0.199785,-0.001418,0.061,True,0.22,0.981328,True,49
191,True,0.88341,0.836227,0.4162,0.198463,-0.005141,0.061,False,0.0,0.980333,True,49
192,True,0.886946,0.836438,0.417099,0.197225,-0.005839,0.061,False,0.0,0.979511,True,49
193,True,0.885867,0.836376,0.417949,0.196067,-0.002406,0.061,False,0.0,0.97936,True,49
194,True,0.888233,0.836509,0.418753,0.194982,-0.001435,0.061,False,0.0,0.979525,True,49
195,True,0.884427,0.83629,0.419513,0.193968,0.000127,0.061,False,0.0,0.979715,True,49
196,True,0.887193,0.836452,0.420232,0.193018,0.004236,0.061,False,0.0,0.979272,True,49
197,True,0.888739,0.836535,0.420912,0.192128,0.008049,0.061,False,0.0,0.978265,True,49
198,True,0.883454,0.83623,0.421555,0.191296,0.00892,0.061,False,0.0,0.976949,True,49
199,True,0.880918,0.836063,0.422163,0.190517,0.011147,0.061,False,0.0,0.975255,True,49
200,True,0.88099,0.836068,0.422738,0.189788,0.0098,0.061,False,0.0,0.974014,True,49
201,True,0.884382,0.836288,0.423282,0.189106,0.009789,0.061,False,0.0,0.973098,True,49
202,True,0.887621,0.836475,0.423796,0.188467,0.006543,0.061,False,0.0,0.973049,True,49
203,True,0.888411,0.836518,0.424283,0.187869,0.007218,0.061,False,0.0,0.972924,True,49
204,True,0.887112,0.836447,0.421833,0.191149,0.01036,0.061,True,0.22,0.972173,True,49
205,True,0.884382,0.836288,0.419516,0.19422,0.008422,0.061,True,0.22,0.971727,True,49
206,True,0.883029,0.836203,0.417325,0.197094,0.006773,0.061,True,0.22,0.971567,True,49
207,True,0.880089,0.836006,0.415253,0.199784,0.003141,0.061,True,0.22,0.971939,True,49
208,True,0.881416,0.836097,0.416203,0.198462,0.002973,0.061,False,0.0,0.972366,True,49
209,True,0.880085,0.836006,0.417101,0.197224,0.004176,0.061,False,0.0,0.972453,True,49
210,True,0.882345,0.836159,0.417951,0.196066,0.003745,0.061,False,0.0,0.972724,True,49
211,True,0.884188,0.836276,0.418755,0.194982,-0.002386,0.061,False,0.0,0.973305,True,49
212,True,0.891832,0.836688,0.419515,0.193967,-0.000718,0.061,False,0.0,0.974511,True,49
213,True,0.892883,0.836736,0.420233,0.193017,0.000337,0.061,False,0.0,0.975696,True,49
214,True,0.896749,0.836892,0.420913,0.192128,-0.001744,0.061,False,0.0,0.976679,True,49
215,True,0.901162,0.837034,0.421556,0.191296,-0.000262,0.061,False,0.0,0.977966,True,49
216,True,0.893628,0.836768,0.422164,0.190517,0.0003,0.061,False,0.0,0.978781,True,49
217,True,0.893829,0.836777,0.422739,0.189788,0.002966,0.061,False,0.0,0.979022,True,49
218,True,0.905555,0.837136,0.423283,0.189105,0.006408,0.061,False,0.0,0.978904,True,49
219,True,0.911085,0.83721,0.423798,0.188466,0.005624,0.061,False,0.0,0.978944,True,49
220,True,0.909307,0.837193,0.424284,0.187869,0.007372,0.061,False,0.0,0.978659,True,49
