cycle,use_judge,stability,adaptive_score,rigidity,dissent,identity_drift,archive_warning,jester_active,jester_pressure,judge_confidence,judge_closure,closure_cycle
38,False,0.883168,0.836212,0.407671,0.215542,0.035322,0.087,False,0.0,0.0,False,
39,False,0.884573,0.836299,0.408229,0.214804,0.0382,0.087,False,0.0,0.0,False,
40,False,0.884421,0.83629,0.408774,0.214084,0.036376,0.087,False,0.0,0.0,False,
41,False,0.882377,0.836161,0.409304,0.213382,0.037184,0.087,False,0.0,0.0,False,
42,False,0.88308,0.836206,0.409822,0.212697,0.040028,0.087,False,0.0,0.0,False,
43,False,0.884537,0.836297,0.410326,0.21203,0.037922,0.087,False,0.0,0.0,False,
44,False,0.887693,0.836479,0.410818,0.211379,0.036871,0.087,False,0.0,0.0,False,
45,False,0.883625,0.836241,0.411298,0.210744,0.034577,0.087,False,0.0,0.0,False,
46,False,0.883794,0.836251,0.411765,0.210126,0.03169,0.087,False,0.0,0.0,False,
47,False,0.882053,0.83614,0.412221,0.209523,0.030265,0.087,False,0.0,0.0,False,
48,False,0.883898,0.836258,0.412666,0.208935,0.031241,0.087,False,0.0,0.0,False,
49,False,0.889369,0.836568,0.413099,0.208361,0.02936,0.087,False,0.0,0.0,False,
50,False,0.890668,0.836633,0.413521,0.207802,0.029353,0.087,False,0.0,0.0,False,
51,False,0.888706,0.836534,0.410933,0.211257,0.02817,0.087,True,0.22,0.0,False,
52,False,0.890074,0.836604,0.40841,0.214626,0.030215,0.087,True,0.22,0.0,False,
53,False,0.885635,0.836363,0.40595,0.21791,0.03203,0.087,True,0.22,0.0,False,
54,False,0.88499,0.836324,0.403551,0.221112,0.031535,0.087,True,0.22,0.0,False,
55,False,0.890655,0.836632,0.404212,0.220235,0.0317,0.087,False,0.0,0.0,False,
56,False,0.892674,0.836727,0.404857,0.219379,0.034193,0.087,False,0.0,0.0,False,
57,False,0.896244,0.836873,0.405486,0.218544,0.03435,0.087,False,0.0,0.0,False,
58,False,0.895887,0.83686,0.406098,0.217731,0.033557,0.087,False,0.0,0.0,False,
59,False,0.900781,0.837023,0.406696,0.216937,0.036339,0.087,False,0.0,0.0,False,
60,False,0.900246,0.837007,0.407279,0.216164,0.035789,0.087,False,0.0,0.0,False,
61,False,0.904196,0.837108,0.407847,0.21541,0.037851,0.087,False,0.0,0.0,False,
62,False,0.903034,0.837082,0.4084,0.214675,0.036377,0.087,False,0.0,0.0,False,
63,False,0.902703,0.837074,0.40894,0.213958,0.030989,0.087,False,0.0,0.0,False,
64,False,0.901372,0.837039,0.409467,0.213259,0.027848,0.087,False,0.0,0.0,False,
65,False,0.903501,0.837093,0.40998,0.212577,0.025531,0.087,False,0.0,0.0,False,
66,False,0.909521,0.837195,0.410481,0.211913,0.019161,0.087,False,0.0,0.0,False,
67,False,0.91357,0.837223,0.410969,0.211265,0.018055,0.087,False,0.0,0.0,False,
68,False,0.906901,0.837159,0.408444,0.214633,0.021382,0.087,True,0.22,0.0,False,
69,False,0.900446,0.837013,0.405983,0.217918,0.023507,0.087,True,0.22,0.0,False,
70,False,0.891487,0.836672,0.403584,0.22112,0.025818,0.087,True,0.22,0.0,False,
71,False,0.894518,0.836805,0.401244,0.224242,0.0277,0.087,True,0.22,0.0,False,
72,False,0.894221,0.836793,0.401963,0.223286,0.026355,0.087,False,0.0,0.0,False,
73,False,0.886573,0.836417,0.402664,0.222353,0.026503,0.087,False,0.0,0.0,False,
74,False,0.891668,0.836681,0.403347,0.221445,0.02189,0.087,False,0.0,0.0,False,
75,False,0.897759,0.836928,0.404014,0.220559,0.02385,0.087,False,0.0,0.0,False,
76,False,0.905576,0.837136,0.404663,0.219695,0.020871,0.087,False,0.0,0.0,False,
77,False,0.908365,0.837181,0.405297,0.218852,0.019476,0.087,False,0.0,0.0,False,
78,False,0.910902,0.837208,0.405914,0.218031,0.021088,0.087,False,0.0,0.0,False,
79,False,0.906912,0.83716,0.406517,0.21723,0.021518,0.087,False,0.0,0.0,False,
80,False,0.903935,0.837103,0.407104,0.216449,0.017922,0.087,False,0.0,0.0,False,
81,False,0.903272,0.837087,0.407676,0.215688,0.01928,0.087,False,0.0,0.0,False,
82,False,0.904584,0.837117,0.408234,0.214946,0.023365,0.087,False,0.0,0.0,False,
83,False,0.901276,0.837037,0.408778,0.214222,0.02498,0.087,False,0.0,0.0,False,
84,False,0.901406,0.83704,0.409309,0.213517,0.025136,0.087,False,0.0,0.0,False,
85,False,0.895604,0.836849,0.406826,0.216829,0.021687,0.087,True,0.22,0.0,False,
86,False,0.889368,0.836568,0.404405,0.220058,0.022771,0.087,True,0.22,0.0,False,
87,False,0.881387,0.836095,0.402045,0.223207,0.022081,0.087,True,0.22,0.0,False,
88,False,0.877194,0.835796,0.399744,0.226276,0.021277,0.087,True,0.22,0.0,False,
89,False,0.874333,0.835571,0.400501,0.22527,0.02251,0.087,False,0.0,0.0,False,
90,False,0.868195,0.835034,0.401238,0.224288,0.023123,0.087,False,0.0,0.0,False,
91,False,0.869124,0.83512,0.401957,0.223331,0.020812,0.087,False,0.0,0.0,False,
92,False,0.874839,0.835612,0.402658,0.222397,0.019391,0.087,False,0.0,0.0,False,
93,False,0.875391,0.835656,0.403342,0.221487,0.017156,0.087,False,0.0,0.0,False,
94,False,0.87985,0.835989,0.404008,0.2206,0.018062,0.087,False,0.0,0.0,False,
95,False,0.877041,0.835784,0.404658,0.219735,0.019808,0.087,False,0.0,0.0,False,
96,False,0.87588,0.835695,0.405292,0.218892,0.017898,0.087,False,0.0,0.0,False,
97,False,0.878565,0.835898,0.405909,0.21807,0.01819,0.087,False,0.0,0.0,False,
98,False,0.879047,0.835932,0.406512,0.217268,0.020401,0.087,False,0.0,0.0,False,
99,False,0.880233,0.836016,0.407099,0.216486,0.021434,0.087,False,0.0,0.0,False,
100,False,0.878686,0.835906,0.407671,0.215724,0.021863,0.087,False,0.0,0.0,False,
101,False,0.872064,0.835381,0.408229,0.214981,0.021337,0.087,False,0.0,0.0,False,
102,False,0.864191,0.834643,0.405774,0.218256,0.023656,0.087,True,0.22,0.0,False,
103,False,0.859129,0.834103,0.403379,0.22145,0.02038,0.087,True,0.22,0.0,False,
104,False,0.857461,0.833914,0.401045,0.224564,0.020739,0.087,True,0.22,0.0,False,
105,False,0.851217,0.833157,0.398769,0.2276,0.016711,0.087,True,0.22,0.0,False,
106,False,0.850716,0.833093,0.39955,0.22656,0.015504,0.087,False,0.0,0.0,False,
107,False,0.850268,0.833035,0.400311,0.225546,0.015196,0.087,False,0.0,0.0,False,
108,False,0.849361,0.832916,0.401053,0.224557,0.018389,0.087,False,0.0,0.0,False,
109,False,0.851259,0.833162,0.401777,0.223593,0.023455,0.087,False,0.0,0.0,False,
110,False,0.84929,0.832907,0.402482,0.222653,0.024057,0.087,False,0.0,0.0,False,
111,False,0.853951,0.833498,0.40317,0.221737,0.022651,0.087,False,0.0,0.0,False,
112,False,0.854648,0.833583,0.403841,0.220843,0.025991,0.087,False,0.0,0.0,False,
113,False,0.856156,0.833762,0.404495,0.219972,0.028033,0.087,False,0.0,0.0,False,
114,False,0.854921,0.833616,0.405133,0.219123,0.025501,0.087,False,0.0,0.0,False,
115,False,0.855584,0.833695,0.405754,0.218295,0.026104,0.087,False,0.0,0.0,False,
116,False,0.857263,0.833891,0.40636,0.217488,0.026746,0.087,False,0.0,0.0,False,
117,False,0.853596,0.833454,0.406951,0.2167,0.021437,0.087,False,0.0,0.0,False,
118,False,0.857585,0.833929,0.407528,0.215933,0.024016,0.087,False,0.0,0.0,False,
119,False,0.860064,0.834207,0.405089,0.219185,0.026412,0.087,True,0.22,0.0,False,
120,False,0.860742,0.834281,0.402712,0.222355,0.025865,0.087,True,0.22,0.0,False,
121,False,0.867179,0.834938,0.400394,0.225446,0.023106,0.087,True,0.22,0.0,False,
122,False,0.86915,0.835123,0.398135,0.22846,0.026967,0.087,True,0.22,0.0,False,
123,False,0.870683,0.835261,0.398931,0.227398,0.026092,0.087,False,0.0,0.0,False,
124,False,0.870794,0.835271,0.399708,0.226363,0.02596,0.087,False,0.0,0.0,False,
125,False,0.870799,0.835271,0.400465,0.225354,0.028932,0.087,False,0.0,0.0,False,
126,False,0.872173,0.835391,0.401204,0.224371,0.032701,0.087,False,0.0,0.0,False,
127,False,0.877369,0.835809,0.401923,0.223411,0.030497,0.087,False,0.0,0.0,False,
128,False,0.876418,0.835736,0.402625,0.222476,0.026476,0.087,False,0.0,0.0,False,
129,False,0.882748,0.836185,0.40331,0.221564,0.028909,0.087,False,0.0,0.0,False,
130,False,0.883537,0.836235,0.403977,0.220675,0.032515,0.087,False,0.0,0.0,False,
131,False,0.884852,0.836316,0.404628,0.219808,0.030476,0.087,False,0.0,0.0,False,
132,False,0.886809,0.83643,0.405262,0.218963,0.033543,0.087,False,0.0,0.0,False,
133,False,0.891265,0.836662,0.40588,0.218139,0.030391,0.087,False,0.0,0.0,False,
134,False,0.889003,0.836549,0.406483,0.217335,0.026,0.087,False,0.0,0.0,False,
135,False,0.885212,0.836338,0.407071,0.216552,0.029009,0.087,False,0.0,0.0,False,
136,False,0.876861,0.83577,0.404644,0.219788,0.032233,0.087,True,0.22,0.0,False,
137,False,0.875946,0.8357,0.402278,0.222943,0.029825,0.087,True,0.22,0.0,False,
138,False,0.86901,0.83511,0.399971,0.22602,0.031166,0.087,True,0.22,0.0,False,
139,False,0.860943,0.834303,0.397722,0.229019,0.029748,0.087,True,0.22,0.0,False,
140,False,0.863031,0.834524,0.398529,0.227944,0.029389,0.087,False,0.0,0.0,False,
141,False,0.864451,0.83467,0.399316,0.226895,0.033476,0.087,False,0.0,0.0,False,
142,False,0.866939,0.834915,0.400083,0.225873,0.030293,0.087,False,0.0,0.0,False,
143,False,0.866891,0.834911,0.400831,0.224876,0.028781,0.087,False,0.0,0.0,False,
144,False,0.865848,0.834809,0.40156,0.223904,0.028702,0.087,False,0.0,0.0,False,
145,False,0.860352,0.834239,0.402271,0.222957,0.025065,0.087,False,0.0,0.0,False,
146,False,0.861426,0.834355,0.402964,0.222033,0.023614,0.087,False,0.0,0.0,False,
147,False,0.864684,0.834693,0.40364,0.221132,0.024962,0.087,False,0.0,0.0,False,
148,False,0.864688,0.834694,0.404299,0.220254,0.021365,0.087,False,0.0,0.0,False,
149,False,0.863424,0.834565,0.404942,0.219397,0.01911,0.087,False,0.0,0.0,False,
150,False,0.858873,0.834075,0.405568,0.218562,0.017149,0.087,False,0.0,0.0,False,
151,False,0.863233,0.834545,0.406179,0.217748,0.01656,0.087,False,0.0,0.0,False,
152,False,0.86119,0.834329,0.406775,0.216955,0.017895,0.087,False,0.0,0.0,False,
153,False,0.854464,0.83356,0.404355,0.220181,0.021613,0.087,True,0.22,0.0,False,
154,False,0.852142,0.833274,0.401996,0.223326,0.018816,0.087,True,0.22,0.0,False,
155,False,0.84474,0.832289,0.399696,0.226393,0.016721,0.087,True,0.22,0.0,False,
156,False,0.840639,0.831695,0.397454,0.229383,0.016672,0.087,True,0.22,0.0,False,
157,False,0.839874,0.831581,0.398268,0.228299,0.01766,0.087,False,0.0,0.0,False,
158,False,0.844558,0.832263,0.399061,0.227241,0.016548,0.087,False,0.0,0.0,False,
159,False,0.840427,0.831664,0.399834,0.22621,0.016385,0.087,False,0.0,0.0,False,
160,False,0.842334,0.831945,0.400589,0.225205,0.013429,0.087,False,0.0,0.0,False,
161,False,0.839302,0.831495,0.401324,0.224225,0.013066,0.087,False,0.0,0.0,False,
162,False,0.832179,0.830366,0.402041,0.223269,0.010191,0.087,False,0.0,0.0,False,
163,False,0.83665,0.831086,0.40274,0.222337,0.009682,0.087,False,0.0,0.0,False,
164,False,0.837523,0.831222,0.403421,0.221429,0.011576,0.087,False,0.0,0.0,False,
165,False,0.838673,0.831399,0.404086,0.220543,0.017249,0.087,False,0.0,0.0,False,
166,False,0.8403,0.831645,0.404734,0.21968,0.01573,0.087,False,0.0,0.0,False,
167,False,0.843018,0.832044,0.405365,0.218838,0.015902,0.087,False,0.0,0.0,False,
168,False,0.846052,0.832471,0.405981,0.218017,0.019885,0.087,False,0.0,0.0,False,
169,False,0.846043,0.83247,0.406582,0.217216,0.016579,0.087,False,0.0,0.0,False,
170,False,0.847551,0.832676,0.404167,0.220436,0.015846,0.087,True,0.22,0.0,False,
171,False,0.843511,0.832114,0.401813,0.223575,0.013085,0.087,True,0.22,0.0,False,
172,False,0.844073,0.832194,0.399518,0.226636,0.013114,0.087,True,0.22,0.0,False,
173,False,0.843192,0.832069,0.39728,0.22962,0.015152,0.087,True,0.22,0.0,False,
174,False,0.845803,0.832437,0.398098,0.228529,0.015291,0.087,False,0.0,0.0,False,
175,False,0.848587,0.832814,0.398895,0.227466,0.012975,0.087,False,0.0,0.0,False,
176,False,0.847141,0.83262,0.399673,0.226429,0.013777,0.087,False,0.0,0.0,False,
177,False,0.854217,0.83353,0.400431,0.225419,0.01185,0.087,False,0.0,0.0,False,
178,False,0.857439,0.833912,0.40117,0.224433,0.011829,0.087,False,0.0,0.0,False,
179,False,0.850876,0.833113,0.401891,0.223472,0.012193,0.087,False,0.0,0.0,False,
180,False,0.855595,0.833696,0.402594,0.222536,0.010689,0.087,False,0.0,0.0,False,
181,False,0.857949,0.83397,0.403279,0.221622,0.018662,0.087,False,0.0,0.0,False,
182,False,0.865091,0.834734,0.403947,0.220732,0.012141,0.087,False,0.0,0.0,False,
183,False,0.869092,0.835117,0.404598,0.219863,0.012085,0.087,False,0.0,0.0,False,
184,False,0.870686,0.835261,0.405233,0.219017,0.011522,0.087,False,0.0,0.0,False,
185,False,0.873659,0.835516,0.405852,0.218191,0.013755,0.087,False,0.0,0.0,False,
186,False,0.877672,0.835832,0.406456,0.217387,0.010901,0.087,False,0.0,0.0,False,
187,False,0.869553,0.83516,0.404045,0.220602,0.010927,0.087,True,0.22,0.0,False,
188,False,0.866716,0.834894,0.401694,0.223737,0.008768,0.087,True,0.22,0.0,False,
189,False,0.861997,0.834416,0.399401,0.226793,0.010236,0.087,True,0.22,0.0,False,
190,False,0.858605,0.834045,0.397166,0.229774,0.010062,0.087,True,0.22,0.0,False,
191,False,0.857866,0.833961,0.397987,0.228679,0.005874,0.087,False,0.0,0.0,False,
192,False,0.861688,0.834383,0.398787,0.227612,0.004936,0.087,False,0.0,0.0,False,
193,False,0.860523,0.834257,0.399568,0.226572,0.008496,0.087,False,0.0,0.0,False,
194,False,0.863182,0.83454,0.400328,0.225558,0.009426,0.087,False,0.0,0.0,False,
195,False,0.859026,0.834092,0.40107,0.224569,0.011015,0.087,False,0.0,0.0,False,
196,False,0.862034,0.83442,0.401794,0.223604,0.015394,0.087,False,0.0,0.0,False,
197,False,0.863851,0.834609,0.402499,0.222664,0.019515,0.087,False,0.0,0.0,False,
198,False,0.858079,0.833985,0.403186,0.221748,0.020502,0.087,False,0.0,0.0,False,
199,False,0.855053,0.833631,0.403857,0.220854,0.02297,0.087,False,0.0,0.0,False,
200,False,0.854798,0.833601,0.40451,0.219983,0.021605,0.087,False,0.0,0.0,False,
201,False,0.858286,0.834008,0.405147,0.219133,0.021664,0.087,False,0.0,0.0,False,
202,False,0.861831,0.834398,0.405769,0.218305,0.018223,0.087,False,0.0,0.0,False,
203,False,0.862841,0.834504,0.406374,0.217497,0.018968,0.087,False,0.0,0.0,False,
204,False,0.861777,0.834392,0.403965,0.22071,0.022392,0.087,True,0.22,0.0,False,
205,False,0.859011,0.83409,0.401616,0.223842,0.020374,0.087,True,0.22,0.0,False,
206,False,0.857603,0.833931,0.399326,0.226896,0.018636,0.087,True,0.22,0.0,False,
207,False,0.854323,0.833543,0.397092,0.229874,0.014729,0.087,True,0.22,0.0,False,
208,False,0.855418,0.833675,0.397915,0.228777,0.014507,0.087,False,0.0,0.0,False,
209,False,0.853626,0.833458,0.398717,0.227707,0.015765,0.087,False,0.0,0.0,False,
210,False,0.855786,0.833719,0.399499,0.226665,0.015276,0.087,False,0.0,0.0,False,
211,False,0.857635,0.833934,0.400262,0.225648,0.008618,0.087,False,0.0,0.0,False,
212,False,0.866124,0.834836,0.401005,0.224657,0.010294,0.087,False,0.0,0.0,False,
213,False,0.867717,0.834989,0.40173,0.22369,0.011334,0.087,False,0.0,0.0,False,
214,False,0.872527,0.835421,0.402437,0.222748,0.009002,0.087,False,0.0,0.0,False,
215,False,0.878194,0.83587,0.403126,0.221829,0.01049,0.087,False,0.0,0.0,False,
216,False,0.870718,0.835264,0.403798,0.220934,0.011007,0.087,False,0.0,0.0,False,
217,False,0.871409,0.835325,0.404453,0.22006,0.013808,0.087,False,0.0,0.0,False,
218,False,0.885043,0.836328,0.405092,0.219209,0.017492,0.087,False,0.0,0.0,False,
219,False,0.892477,0.836718,0.405714,0.218379,0.016663,0.087,False,0.0,0.0,False,
220,False,0.892037,0.836698,0.406321,0.217569,0.018559,0.087,False,0.0,0.0,False,
